0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63434 33223	10	 * 	289.20	橙3易伤3伤害2时间2等级	18时间278伤害34a易伤5策反68等级8序列升级9核
81	63412 52332	6	   	274.80	橙3易伤2伤害2时间2攻速	1a时间28伤害35a易伤4低血量敌人6核7最后敌人9a攻速a序列升级
82	63412 53332	6	   	274.80	橙3易伤2伤害2时间2攻速	1a时间28伤害35a易伤4低血量敌人6核7基地爆炸9a攻速a序列升级
83	63412 53332	7	   	274.80	橙3易伤2伤害2时间2攻速	1a时间28伤害35a易伤4低血量敌人6核7最后敌人9a攻速a序列升级
84	63432 52332	6	   	274.80	橙3易伤2伤害2时间2攻速	1a时间28伤害34a易伤5基地爆炸6核7最后敌人9a攻速a序列升级
85	62232 13661	1	   	273.93	橙4易伤2时间1等级1攻速	15时间2等级3469易伤7攻速8核a雷电
86	63522 63112	5	   	273.51	橙2易伤3时间2伤害2等级1暴击	189时间29伤害3低血量敌人45易伤69等级7核9序列升级a暴击
87	63412 63112	5	   	273.51	橙2易伤3时间2伤害2等级1暴击	189时间29伤害35易伤4低血量敌人69等级7核9序列升级a暴击
88	63432 63112	5	   	273.51	橙2易伤3时间2伤害2等级1暴击	189时间29伤害34易伤5基地爆炸69等级7核9序列升级a暴击
89	63432 22254	6	 * 	273.45	橙3易伤2伤害2时间2暴击	19时间29伤害346易伤5基地爆炸7加一89暴击9序列升级a核
90	43231 35132	1	 * 	273.01	橙4易伤3时间2攻速	17攻速2最后敌人378a易伤4平台579时间6核7序列升级
91	63434 33222	10	   	271.95	橙2易伤3伤害2时间2等级1全技能	18时间278伤害34易伤5策反68等级8序列升级9核a全技能
92	63334 63212	2	   	271.70	橙2易伤3伤害3时间1等级	159时间289伤害3掉矿4最后敌人69易伤7核9序列升级a等级
93	65133 63212	3	   	271.70	橙2易伤3伤害3时间1等级	129时间29序列升级389伤害4掉矿5基地爆炸69易伤7核a等级
94	63311 63212	2	   	271.60	橙2易伤3伤害3时间1等级	159时间289伤害3掉矿4挖尘69易伤7核9序列升级a等级
95	63316 33212	2	   	271.60	橙2易伤3伤害3时间1等级	169时间289伤害3掉矿4挖尘59易伤7核9序列升级a等级
96	63232 32165	2	   	270.98	橙3易伤3时间1伤害1暴击	156时间2伤害347易伤8雷电9暴击a核
97	65132 52232	6	 * 	270.43	橙3易伤3时间2攻速1伤害	12a时间2a序列升级3伤害48a易伤5基地爆炸6核7最后敌人9a攻速
98	13226 43311	4	   	269.95	橙4易伤2伤害1时间	19最后敌人29伤害3金币生成4时间5689易伤7核9序列升级a雷电
99	33226 43311	4	   	269.95	橙4易伤2伤害1时间	19低血量敌人29伤害3金币生成4时间5689易伤7核9序列升级a雷电
100	13233 63213	3	   	269.44	橙3易伤3伤害2时间	149最后敌人289伤害3a金币生成5a时间69a易伤7核9a序列升级
101	66123 23262	1	   	269.24	橙3易伤3伤害2时间	1a时间2基地爆炸3随机矿48a伤害5双倍矿69a易伤7核a序列升级
102	26513 63313	1	   	269.24	橙3易伤3伤害2时间	19金币生成239伤害4基地爆炸5a时间689易伤7核9序列升级
103	63236 43211	4	   	269.24	橙3易伤3伤害2时间	19时间289伤害3金币生成4敌人爆炸569易伤7核9序列升级a基地爆炸
104	63236 43211	3	   	269.24	橙3易伤3伤害2时间	19时间289伤害3金币生成4最后敌人569易伤7核9序列升级a基地爆炸
105	63236 43212	3	   	269.24	橙3易伤3伤害2时间	19时间289伤害3金币生成4最后敌人569易伤7核9序列升级a敌人爆炸
106	63236 43212	4	   	269.24	橙3易伤3伤害2时间	19时间289伤害3金币生成4a敌人爆炸569易伤7核9序列升级
107	63336 43211	4	   	269.24	橙3易伤3伤害2时间	19时间289伤害3矿等4敌人爆炸569易伤7核9序列升级a基地爆炸
108	63336 43211	3	   	269.24	橙3易伤3伤害2时间	19时间289伤害3矿等4最后敌人569易伤7核9序列升级a基地爆炸
109	63336 43212	4	   	269.24	橙3易伤3伤害2时间	19时间289伤害3矿等4a敌人爆炸569易伤7核9序列升级
110	63336 43212	3	   	269.24	橙3易伤3伤害2时间	19时间289伤害3矿等4最后敌人569易伤7核9序列升级a敌人爆炸
111	33231 54336	2	   	269.21	橙2易伤3伤害3时间1暴击	18低血量敌人278伤害34易伤5暴击689时间8序列升级a核
112	33261 53336	2	   	269.21	橙2易伤3伤害3时间1暴击	18低血量敌人248伤害37易伤5暴击689时间8序列升级a核
113	62133 43115	1	 * 	269.19	橙3易伤3时间2等级1伤害	189时间29等级3策反4最后敌人569易伤7核9序列升级a伤害
114	63216 43211	3	   	269.14	橙3易伤3伤害2时间	19时间289伤害3金币生成4挖尘569易伤7核9序列升级a基地爆炸
115	63216 43212	3	   	269.14	橙3易伤3伤害2时间	19时间289伤害3金币生成4挖尘569易伤7核9序列升级a敌人爆炸
116	63236 43213	3	   	269.14	橙3易伤3伤害2时间	19时间289伤害3金币生成4最后敌人569易伤7核9序列升级a掉矿
117	63316 43211	3	   	269.14	橙3易伤3伤害2时间	19时间289伤害3矿等4挖尘569易伤7核9序列升级a基地爆炸
118	63316 43212	3	   	269.14	橙3易伤3伤害2时间	19时间289伤害3矿等4挖尘569易伤7核9序列升级a敌人爆炸
119	63336 43211	2	   	269.14	橙3易伤3伤害2时间	19时间289伤害3掉矿4最后敌人569易伤7核9序列升级a基地爆炸
120	63336 43212	2	   	269.14	橙3易伤3伤害2时间	19时间289伤害3掉矿4最后敌人569易伤7核9序列升级a敌人爆炸
121	63336 43213	3	   	269.14	橙3易伤3伤害2时间	19时间289伤害3矿等4最后敌人569易伤7核9序列升级a掉矿
122	63435 13323	10	   	269.04	橙3易伤3伤害2时间	18时间257伤害34a易伤6最后敌人9核
123	63216 43213	3	   	269.04	橙3易伤3伤害2时间	19时间289伤害3金币生成4挖尘569易伤7核9序列升级a掉矿
124	63316 43211	2	   	269.04	橙3易伤3伤害2时间	19时间289伤害3掉矿4挖尘569易伤7核9序列升级a基地爆炸
125	63316 43212	2	   	269.04	橙3易伤3伤害2时间	19时间289伤害3掉矿4挖尘569易伤7核9序列升级a敌人爆炸
126	63316 43213	3	   	269.04	橙3易伤3伤害2时间	19时间289伤害3矿等4挖尘569易伤7核9序列升级a掉矿
127	63336 43213	2	   	269.04	橙3易伤3伤害2时间	19时间289伤害3a掉矿4最后敌人569易伤7核9序列升级
128	63316 43213	2	   	268.94	橙3易伤3伤害2时间	19时间289伤害3a掉矿4挖尘569易伤7核9序列升级
129	26232 13625	2	   	268.92	橙5易伤2时间1攻速	1金币生成25时间3469a易伤7攻速8核
130	62232 13625	2	   	268.82	橙5易伤2时间1攻速	15时间2掉矿3469a易伤7攻速8核
131	13326 43216	4	   	268.30	橙3易伤3伤害1时间1暴击	19最后敌人289伤害3矿等4时间569易伤7核9序列升级a暴击
132	33326 43216	4	   	268.30	橙3易伤3伤害1时间1暴击	19低血量敌人289伤害3矿等4时间569易伤7核9序列升级a暴击
133	43122 43112	4	 * 	267.39	橙2易伤3时间3攻速3暴击	17a攻速2雷电378暴击47a时间5赏金塔6核7a序列升级9a易伤
134	43142 43112	3	   	267.39	橙2易伤3时间3攻速3暴击	17a攻速2雷电378暴击47a时间5赏金塔6核7a序列升级9a易伤
135	62232 32165	1	   	267.17	橙3易伤3时间1等级1暴击	156时间2等级347易伤8雷电9暴击a核
136	63211 33212	4	   	267.13	橙3易伤2伤害2时间1暴击	19时间29伤害3金币生成4暴击589易伤6核7赏金邻近9序列升级a最后敌人
137	63311 33212	4	   	267.13	橙3易伤2伤害2时间1暴击	19时间29伤害3矿等4暴击589易伤6核7赏金邻近9序列升级a最后敌人
138	63211 33216	4	   	267.03	橙3易伤2伤害2时间1暴击	19时间29伤害3金币生成4暴击589易伤6核7赏金邻近9序列升级a赏金塔
139	63311 33216	4	   	267.03	橙3易伤2伤害2时间1暴击	19时间29伤害3矿等4暴击589易伤6核7赏金邻近9序列升级a赏金塔
140	63226 33313	6	   	266.81	橙3易伤3时间2伤害	149时间29伤害3金币生成5基地爆炸689易伤7核9序列升级a低血量敌人
141	63226 63313	5	   	266.81	橙3易伤3时间2伤害	149时间29伤害3金币生成5基地爆炸689易伤7核9序列升级a低血量敌人
142	63231 63313	4	   	266.81	橙3易伤3时间2伤害	159时间29伤害3金币生成4敌人爆炸689易伤7核9序列升级a低血量敌人
143	63234 33313	6	   	266.81	橙3易伤3时间2伤害	159时间29伤害3金币生成4敌人爆炸689易伤7核9序列升级a低血量敌人
144	63234 63313	3	   	266.81	橙3易伤3时间2伤害	159时间29伤害3金币生成4最后敌人689易伤7核9序列升级a低血量敌人
145	63234 63313	5	   	266.81	橙3易伤3时间2伤害	159时间29伤害3金币生成4敌人爆炸689易伤7核9序列升级a低血量敌人
146	63236 43113	3	   	266.81	橙3易伤3时间2伤害	189时间29伤害3金币生成4最后敌人569易伤7核9序列升级a低血量敌人
147	63236 43113	4	   	266.81	橙3易伤3时间2伤害	189时间29伤害3金币生成4敌人爆炸569易伤7核9序列升级a低血量敌人
148	63241 63313	4	   	266.81	橙3易伤3时间2伤害	159时间29伤害3金币生成4基地爆炸689易伤7核9序列升级a低血量敌人
149	63244 33313	6	   	266.81	橙3易伤3时间2伤害	159时间29伤害3金币生成4基地爆炸689易伤7核9序列升级a低血量敌人
150	63336 43113	4	   	266.81	橙3易伤3时间2伤害	189时间29伤害3矿等4敌人爆炸569易伤7核9序列升级a低血量敌人
151	63336 43113	3	   	266.81	橙3易伤3时间2伤害	189时间29伤害3矿等4最后敌人569易伤7核9序列升级a低血量敌人
152	65132 23232	10	   	266.81	橙3易伤3时间2伤害	128时间28序列升级37伤害468易伤58基地爆炸9最后敌人a核
153	13326 43115	4	   	266.81	橙3易伤3时间2伤害	19最后敌人29伤害3矿等48a时间569易伤7核9序列升级
154	33326 43115	4	   	266.81	橙3易伤3时间2伤害	19低血量敌人29伤害3矿等48a时间569易伤7核9序列升级
155	66123 23162	1	   	266.81	橙3易伤3时间2伤害	18a时间2基地爆炸3随机矿4a伤害5双倍矿69a易伤7核a序列升级
156	63216 33313	3	   	266.71	橙3易伤3时间2伤害	169时间29伤害3金币生成4挖尘589易伤7核9序列升级a低血量敌人
157	63226 33316	6	   	266.71	橙3易伤3时间2伤害	149时间29伤害3金币生成5基地爆炸689易伤7核9序列升级a掉矿
158	63231 63316	4	   	266.71	橙3易伤3时间2伤害	159时间29伤害3金币生成4敌人爆炸689易伤7核9序列升级a掉矿
159	63234 33316	6	   	266.71	橙3易伤3时间2伤害	159时间29伤害3金币生成4敌人爆炸689易伤7核9序列升级a掉矿
160	63235 32225	4	   	266.71	橙3易伤3时间2伤害	169时间29伤害3金币生成4敌人爆炸5赏金塔789易伤9序列升级a核
161	63331 63315	2	   	266.71	橙3易伤3时间2伤害	19a时间29伤害3掉矿4最后敌人5立即金币689易伤7核9序列升级
162	63335 32225	4	   	266.71	橙3易伤3时间2伤害	169时间29伤害3矿等4敌人爆炸5赏金邻近789易伤9序列升级a核
163	63211 63313	3	   	266.71	橙3易伤3时间2伤害	159时间29伤害3金币生成4挖尘689易伤7核9序列升级a低血量敌人
164	63216 43113	3	   	266.71	橙3易伤3时间2伤害	189时间29伤害3金币生成4挖尘569易伤7核9序列升级a低血量敌人
165	63316 43113	3	   	266.71	橙3易伤3时间2伤害	189时间29伤害3矿等4挖尘569易伤7核9序列升级a低血量敌人
166	63334 63313	2	   	266.71	橙3易伤3时间2伤害	159时间29伤害3掉矿4最后敌人689易伤7核9序列升级a低血量敌人
167	63336 43113	2	   	266.71	橙3易伤3时间2伤害	189时间29伤害3掉矿4最后敌人569易伤7核9序列升级a低血量敌人
168	65133 63313	3	   	266.71	橙3易伤3时间2伤害	129时间29序列升级39伤害4掉矿5基地爆炸689易伤7核a低血量敌人
169	63232 13621	2	   	266.64	橙4易伤2时间1伤害	15时间2伤害3469易伤7掉矿8核a雷电
170	63432 13621	3	   	266.64	橙4易伤2时间1伤害	15时间2伤害3469易伤7掉矿8核a雷电
171	63432 13621	4	   	266.64	橙4易伤2时间1伤害	15时间2伤害3469易伤7掉矿8核a雷电
172	63216 33316	3	   	266.61	橙3易伤3时间2伤害	169时间29伤害3金币生成4挖尘589易伤7核9序列升级a掉矿
173	63311 63313	2	   	266.61	橙3易伤3时间2伤害	159时间29伤害3掉矿4挖尘689易伤7核9序列升级a低血量敌人
174	63316 33313	2	   	266.61	橙3易伤3时间2伤害	169时间29伤害3掉矿4挖尘589易伤7核9序列升级a低血量敌人
175	63316 43113	2	   	266.61	橙3易伤3时间2伤害	189时间29伤害3掉矿4挖尘569易伤7核9序列升级a低血量敌人
176	63412 33315	6	   	266.61	橙3易伤3时间2伤害	19a时间29伤害358易伤4低血量敌人69掉矿7核9序列升级
177	63432 33315	6	   	266.61	橙3易伤3时间2伤害	19a时间29伤害348易伤5基地爆炸69掉矿7核9序列升级
178	63522 33315	6	   	266.61	橙3易伤3时间2伤害	19a时间29伤害3低血量敌人458易伤69掉矿7核9序列升级
179	63211 63316	3	   	266.61	橙3易伤3时间2伤害	159时间29伤害3金币生成4挖尘689易伤7核9序列升级a掉矿
180	63232 41252	2	   	266.61	橙3易伤3时间2伤害	157时间2a伤害349易伤6敌人爆炸8核
181	63311 63316	2	   	266.51	橙3易伤3时间2伤害	159时间29伤害3a掉矿4挖尘689易伤7核9序列升级
182	63312 63315	2	   	266.51	橙3易伤3时间2伤害	19a时间29伤害35掉矿4挖尘689易伤7核9序列升级
183	63316 23315	2	   	266.51	橙3易伤3时间2伤害	19a时间29伤害3掉矿46挖尘589易伤7核9序列升级
184	63316 33316	2	   	266.51	橙3易伤3时间2伤害	169时间29伤害3a掉矿4挖尘589易伤7核9序列升级
185	14231 35152	1	   	265.83	橙4易伤2时间1等级1攻速	17最后敌人2攻速3789易伤4平台57时间6核7序列升级a等级
186	34231 35152	1	   	265.83	橙4易伤2时间1等级1攻速	17低血量敌人2攻速3789易伤4平台57时间6核7序列升级a等级
187	12231 54324	1	   	265.70	橙3易伤2时间1伤害1等级1暴击	1最后敌人2等级34a易伤5暴击69时间7伤害8核
188	12232 14324	1	   	265.70	橙3易伤2时间1伤害1等级1暴击	1最后敌人2等级34a易伤59时间6暴击7伤害8核
189	32231 54324	1	   	265.70	橙3易伤2时间1伤害1等级1暴击	1低血量敌人2等级34a易伤5暴击69时间7伤害8核
190	32232 14324	1	   	265.70	橙3易伤2时间1伤害1等级1暴击	1低血量敌人2等级34a易伤59时间6暴击7伤害8核
191	62232 13662	1	   	265.63	橙4易伤2时间1等级1攻速	15时间2等级3469易伤7攻速8核a低血量敌人
192	62232 13663	1	   	265.63	橙4易伤2时间1等级1攻速	15时间2等级3469易伤7攻速8核a基地爆炸
193	33452 51232	7	   	265.26	橙4易伤2攻速1伤害1时间	1a低血量敌人2伤害358a易伤4时间6核7基地爆炸9a攻速a序列升级
194	33452 52232	6	   	265.26	橙4易伤2攻速1伤害1时间	1a低血量敌人2伤害358a易伤4时间6核7最后敌人9a攻速a序列升级
195	33452 53232	6	   	265.26	橙4易伤2攻速1伤害1时间	1a低血量敌人2伤害358a易伤4时间6核7基地爆炸9a攻速a序列升级
196	33452 53232	7	   	265.26	橙4易伤2攻速1伤害1时间	1a低血量敌人2伤害358a易伤4时间6核7最后敌人9a攻速a序列升级
197	63225 22312	5	   	265.22	橙2易伤3伤害3时间1全技能	149时间259伤害3金币生成6核7最后敌人89易伤9序列升级a全技能
198	63225 26312	5	   	265.22	橙2易伤3伤害3时间1全技能	149时间259伤害3金币生成6核7低血量敌人89易伤9序列升级a全技能
199	63234 63212	3	   	265.22	橙2易伤3伤害3时间1全技能	159时间289伤害3金币生成4最后敌人69易伤7核9序列升级a全技能
200	62232 13635	1	   	264.94	橙3易伤2时间1等级1暴击1攻速	15时间2等级346易伤7攻速8核9暴击a雷电
201	63432 53122	9	   	264.59	橙3易伤2伤害2时间1攻速	1a时间27伤害34a易伤5基地爆炸6核8攻速9a最后敌人a序列升级
202	63432 53132	9	   	264.59	橙3易伤2伤害2时间1攻速	1a时间27伤害34a易伤5基地爆炸6核8攻速9a敌人爆炸a序列升级
203	13226 43216	4	   	264.31	橙3易伤3伤害1时间1全技能	19最后敌人289伤害3金币生成4时间569易伤7核9序列升级a全技能
204	33226 43216	4	   	264.31	橙3易伤3伤害1时间1全技能	19低血量敌人289伤害3金币生成4时间569易伤7核9序列升级a全技能
205	63432 51132	8	 * 	263.54	橙2易伤3伤害2时间2攻速	1a时间29a伤害34易伤57基地爆炸6核8a攻速a序列升级
206	63432 53112	9	   	263.54	橙2易伤3伤害2时间2攻速	1a时间27a伤害34易伤59基地爆炸6核8a攻速a序列升级
207	63233 13625	2	   	263.29	橙5易伤1伤害1时间	1时间2伤害3469a易伤5立即金币7掉矿8核
208	65112 13211	5	 * 	263.03	橙3伤害3时间1易伤3雷电1攻速1全技能	127时间257序列升级357伤害457雷电6全技能8攻速9易伤a核
209	41321 36315	5	   	262.96	橙2易伤2伤害2攻速1等级1时间1暴击1卖塔	19攻速2卖塔3低血量敌人49易伤5等级6核7暴击89伤害9序列升级a时间
210	41322 36315	4	   	262.96	橙2易伤2伤害2攻速1等级1时间1暴击1卖塔	19攻速2卖塔3低血量敌人49易伤5等级6核7暴击89伤害9序列升级a时间
