0	Index      	 *	Score 	Summary	Detail	
1	14242 33323	 * 	273.18	ACR|3LIT|2MLV|2VULN|1DMG	1LWND|258LIT|39VULN|4RCR|67MLV|aDMG
15	62316 16333	   	261.65	DCR|1LIT|2VULN|3ASPD|2DMG	123ASPD|49BEXP|5LHND|6RCR|79DMG|89VULN|9BPWR|aLIT
16	62331 16333	   	261.65	DCR|1LIT|2VULN|3ASPD|2DMG	123ASPD|49LHND|5BEXP|6RCR|79DMG|89VULN|9BPWR|aLIT
17	62324 15223	 * 	259.74	DCR|1LIT|2VULN|3ASPD|1MLV|1DUR	123ASPD|4LWND|57VULN|6RCR|8MLV|9DUR|aLIT
18	62533 12262	 * 	259.24	DCR|2LIT|2VULN|2ASPD|1DMG	12ASPD|35VULN|4DMG|6RCR|7AART|89LIT|aFEWX
19	62533 12263	   	259.24	DCR|2LIT|2VULN|2ASPD|1DMG	12ASPD|35VULN|4DMG|6RCR|7AART|89LIT|aLHND
20	62533 12261	   	259.14	DCR|2LIT|2VULN|2ASPD|1DMG	12ASPD|35VULN|4DMG|6RCR|7AART|89LIT|aERES
21	14222 24124	 * 	259.06	DCR|3LIT|2VULN|1MLV	17LWND|256LIT|37VULN|47FEWX|7BPWR|8RCR|9BEXP|aMLV
22	62553 21222	 * 	259.05	DCR|1LIT|2VULN|1MLV|2ASPD|2DUR|1AART	12ASPD|35VULN|4LIT|67DUR|8MLV|9RCR|aAART
23	14212 24124	 * 	258.86	DCR|3LIT|2VULN|1MLV|2DUR	17LWND|256LIT|37VULN|47DUR|7BPWR|8RCR|9BEXP|aMLV
24	24222 24124	   	258.86	DCR|3LIT|2VULN|1MLV	17DUST|256LIT|37VULN|47FEWX|7BPWR|8RCR|9BEXP|aMLV
25	34212 24124	   	258.86	DCR|3LIT|2VULN|1MLV|2DUR	17FEWX|256LIT|37VULN|47DUR|7BPWR|8RCR|9BEXP|aMLV
26	24212 24124	   	258.66	DCR|3LIT|2VULN|1MLV|2DUR	17DUST|256LIT|37VULN|47DUR|7BPWR|8RCR|9BEXP|aMLV
27	62321 36633	   	258.05	DCR|1LIT|2VULN|3ASPD|2DMG	123ASPD|49LWND|5BEXP|69VULN|79DMG|8RCR|9BPWR|aLIT
28	11111 14534	 * 	256.74	DCR|2LIT|2MLV|2VULN	1LWND|28MLV|3BELT|49VULN|5BEXP|6RCR|7aLIT
29	34242 32323	   	256.12	ACR|3LIT|2VULN|1MLV|1DMG	1FEWX|258LIT|39VULN|4RCR|6MLV|7DMSP|aDMG
30	34242 32325	   	256.12	ACR|3LIT|2VULN|1MLV|1NUKE	1FEWX|258LIT|39VULN|4RCR|6MLV|7DMSP|aNUKE
31	34242 35323	   	256.12	ACR|3LIT|2VULN|1MLV|1DMG	17FEWX|258LIT|39VULN|4RCR|6MLV|aDMG
32	34243 26323	   	256.12	ACR|3LIT|2VULN|1MLV|1DMG	15FEWX|268LIT|39VULN|4RCR|7MLV|aDMG
33	24242 32323	   	256.02	ACR|3LIT|2VULN|1MLV|1DMG	1DUST|258LIT|39VULN|4RCR|6MLV|7DMSP|aDMG
34	24242 32325	   	256.02	ACR|3LIT|2VULN|1MLV|1NUKE	1DUST|258LIT|39VULN|4RCR|6MLV|7DMSP|aNUKE
35	14331 15411	 * 	255.96	DCR|2LIT|2VULN|1FLTARM	1LWND|24LIT|3VENTOX|5aVULN|6ZMB|7RCR|8LHND|9FLTARM
36	14333 15511	   	255.96	DCR|2LIT|2VULN|1FLTARM	1LWND|24LIT|3VENTOX|5LHND|6ZMB|7RCR|8aVULN|9FLTARM
37	34331 15411	   	255.96	DCR|2LIT|2VULN|1FLTARM	1FEWX|24LIT|3VENTOX|5aVULN|6ZMB|7RCR|8LWND|9FLTARM
38	34331 15511	   	255.96	DCR|2LIT|2VULN|1FLTARM	1FEWX|24LIT|3VENTOX|5aVULN|6ZMB|7RCR|8LHND|9FLTARM
39	24331 15111	   	255.86	DCR|2LIT|2VULN|1FLTARM	1DUST|24LIT|3VENTOX|5aVULN|6ZMB|7RCR|8BEXP|9FLTARM
40	24331 15411	   	255.86	DCR|2LIT|2VULN|1FLTARM	1DUST|24LIT|3VENTOX|5aVULN|6ZMB|7RCR|8LWND|9FLTARM
41	24331 15511	   	255.86	DCR|2LIT|2VULN|1FLTARM	1DUST|24LIT|3VENTOX|5aVULN|6ZMB|7RCR|8LHND|9FLTARM
42	24331 15611	   	255.86	DCR|2LIT|2VULN|1FLTARM	1DUST|24LIT|3VENTOX|5aVULN|6ZMB|7RCR|8FEWX|9FLTARM
43	34331 15311	   	255.86	DCR|2LIT|2VULN|1FLTARM|1DUR	1FEWX|24LIT|3VENTOX|5aVULN|6ZMB|7RCR|8DUR|9FLTARM
44	25531 15111	   	255.76	DCR|2LIT|2VULN|1FLTARM	1DUST|2BASHEA|34LIT|5aVULN|6ZMB|7RCR|8BEXP|9FLTARM
45	24331 15311	   	255.76	DCR|2LIT|2VULN|1FLTARM|1DUR	1DUST|24LIT|3VENTOX|5aVULN|6ZMB|7RCR|8DUR|9FLTARM
46	35531 15311	   	255.76	DCR|2LIT|2VULN|1FLTARM|1DUR	1FEWX|2BASHEA|34LIT|5aVULN|6ZMB|7RCR|8DUR|9FLTARM
47	25531 15311	   	255.66	DCR|2LIT|2VULN|1FLTARM|1DUR	1DUST|2BASHEA|34LIT|5aVULN|6ZMB|7RCR|8DUR|9FLTARM
48	34325 15311	 * 	255.13	DCR|3VULN|1LIT|1FLTARM|1DUR	1FEWX|2LIT|3VENTOX|45aVULN|6ZMB|7RCR|8DUR|9FLTARM
49	24325 15311	   	255.03	DCR|3VULN|1LIT|1FLTARM|1DUR	1DUST|2LIT|3VENTOX|45aVULN|6ZMB|7RCR|8DUR|9FLTARM
50	12411 34336	 * 	254.93	DCR|3VULN|2DMG|1MLV|1CDMG	18LWND|2FEWX|358VULN|4CDMG|6MLV|78DMG|8BPWR|9RCVC|aRCR
51	14242 13353	 * 	254.45	ACR|3LIT|2DMG|1VULN|1MLV	1LWND|259LIT|3VULN|4RCR|6ZMB|7MLV|8aDMG
52	62533 12153	   	253.95	DCR|1LIT|2VULN|2DMG|2ASPD	12ASPD|35VULN|49DMG|6RCR|7AART|8FEWX|aLIT
53	62533 12235	   	253.95	DCR|1LIT|2VULN|2DMG|2ASPD	12ASPD|35VULN|4aDMG|6RCR|7AART|8LIT|9RMIN
54	62533 12432	   	253.95	DCR|1LIT|2VULN|2DMG|2ASPD	12ASPD|35VULN|48DMG|6RCR|7AART|9LIT|aFEWX
55	62533 12433	   	253.95	DCR|1LIT|2VULN|2DMG|2ASPD	12ASPD|35VULN|48DMG|6RCR|7AART|9LIT|aLHND
56	62533 12431	   	253.85	DCR|1LIT|2VULN|2DMG|2ASPD	12ASPD|35VULN|48DMG|6RCR|7AART|9LIT|aERES
57	14246 13113	   	253.79	ACR|3LIT|2MLV|2VULN	19LWND|29aLIT|35VULN|4RCR|6ZMB|79MLV|8RPLT|9BPWR
58	14242 13112	   	253.79	ACR|3LIT|2MLV|2VULN	19LWND|259LIT|3aVULN|4RCR|6ZMB|79MLV|8RPLT|9BPWR
59	62533 32234	   	253.74	DCR|2LIT|2VULN|2ASPD|1DMG|1DUR	12ASPD|35VULN|4DMG|6DUR|7AART|8aLIT|9RCR
60	62533 32236	   	253.01	DCR|3VULN|1LIT|2ASPD|1DMG|1DUR	12ASPD|35aVULN|4DMG|6DUR|7AART|8LIT|9RCR
61	14232 56213	   	252.93	DCR|2LIT|2VULN|2ASPD|1CDMG	19LWND|2aLIT|39VULN|4CGEN|5CDMG|6RCR|79ASPD|8MBVNT|9BPWR
62	14222 22641	 * 	252.72	DCR|3LIT|1VULN|1MLV|1DMG	1LWND|256LIT|3VULN|4FEWX|7CGEN|8RCR|9MLV|aDMG
63	14212 22641	   	252.62	DCR|3LIT|1VULN|1MLV|1DMG|1DUR	1LWND|256LIT|3VULN|4DUR|7CGEN|8RCR|9MLV|aDMG
64	11111 14535	   	252.52	DCR|2MLV|1LIT|2VULN|1DMG	1LWND|28MLV|3BELT|49VULN|5BEXP|6RCR|7LIT|aDMG
65	22325 11211	   	252.52	DCR|2MLV|1LIT|2VULN|1DMG	17DUST|2FEWX|3BELT|47VULN|57MLV|6RCR|7BPWR|8DMG|9LHND|aLIT
66	22325 11236	   	252.52	DCR|2MLV|1LIT|2VULN|1DMG	17DUST|2FEWX|3BELT|47VULN|57MLV|6RCR|7BPWR|8DMG|9VENTOX|aLIT
67	22435 11211	   	252.52	DCR|2MLV|1LIT|2VULN|1DMG	17DUST|2FEWX|37VULN|4BELT|57MLV|6RCR|7BPWR|8DMG|9LHND|aLIT
68	22435 11236	   	252.52	DCR|2MLV|1LIT|2VULN|1DMG	17DUST|2FEWX|37VULN|4BELT|57MLV|6RCR|7BPWR|8DMG|9VENTOX|aLIT
69	22325 11224	   	252.37	DCR|2MLV|1LIT|2VULN|1DMG	179DUST|2FEWX|3BELT|47VULN|57MLV|6RCR|7BPWR|8DMG|aLIT
70	22435 11224	   	252.37	DCR|2MLV|1LIT|2VULN|1DMG	179DUST|2FEWX|37VULN|4BELT|57MLV|6RCR|7BPWR|8DMG|aLIT
71	62526 33322	 * 	252.20	DCR|1LIT|2VULN|1FLTARM|1MLV|2ASPD	12ASPD|35VULN|4AART|6RCVC|7FLTARM|8RCR|9LIT|aMLV
72	14232 56214	   	252.19	DCR|3VULN|1LIT|2ASPD|1CDMG	19LWND|2LIT|39aVULN|4CGEN|5CDMG|6RCR|79ASPD|8MBVNT|9BPWR
73	24325 15111	   	251.18	DCR|3VULN|1LIT|1FLTARM	1DUST|2LIT|3VENTOX|45aVULN|6ZMB|7RCR|8BEXP|9FLTARM
74	21543 22113	   	250.89	DCR|2LIT|2MLV|2VULN	16DUST|27MLV|34LIT|5aVULN|8RCR|9LSRHEA
75	31235 44133	   	250.87	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1FEWX|2MLV|3LWND|48LIT|5BELT|6ASPD|7RCR|9VULN|aDMG
76	21126 62143	   	250.60	DCR|1LIT|2VULN|1FLTARM|1MLV	1DUST|2MLV|3RCVC|4DMSP|5FLTARM|6LIT|7aVULN|8BEXP|9RCR
77	62324 15333	 * 	250.52	DCR|2LIT|2VULN|3ASPD	123ASPD|4LWND|57VULN|6RCR|8DUST|9aLIT
78	64632 33312	 * 	250.51	ACR|3LIT|3VULN|2ASPD	19ASPD|2CGEN|3RPLT|4LEGI|5RCR|69aVULN|789LIT|9BPWR
79	62541 32222	   	250.50	DCR|1LIT|2VULN|1MLV|2ASPD|1AART	12ASPD|34VULN|58FEWX|6LIT|7MLV|9RCR|aAART
80	62541 33222	   	250.50	DCR|1LIT|2VULN|1MLV|2ASPD|1AART	12ASPD|34VULN|57FEWX|6LIT|8MLV|9RCR|aAART
81	62533 15112	   	250.02	DCR|1LIT|2VULN|2ASPD|1DMG|1CDMG	12ASPD|35VULN|4DMG|6RCR|7CDMG|8LIT|9CGEN|aBEXP
82	62533 15113	   	249.92	DCR|1LIT|2VULN|2ASPD|1DMG|1CDMG	12ASPD|35VULN|4DMG|6RCR|7CDMG|8LIT|9CGEN|aDUST
83	62533 15122	   	249.92	DCR|1LIT|2VULN|2ASPD|1DMG|1CDMG|1DUR	12ASPD|35VULN|4DMG|6RCR|7CDMG|8LIT|9DUR|aTLV
84	62532 15121	   	249.92	DCR|1LIT|2VULN|2ASPD|1DMG|1CDMG|1DUR	12ASPD|3aVULN|4DMG|5RCVC|6RCR|7CDMG|8LIT|9DUR
85	14242 22335	   	249.91	ACR|3LIT|2VULN|1MLV|1ASPD	18LWND|256LIT|38VULN|4RCR|78CGEN|8BPWR|9ASPD|aMLV
86	51331 33365	   	249.91	DCR|3LIT|1VULN|1MLV|1ASPD	1RPLT|2RMIN|3ASPD|4LWND|5VULN|6RCR|78aLIT|9MLV
87	62533 15123	   	249.82	DCR|1LIT|2VULN|2ASPD|1DMG|1CDMG|1DUR	12ASPD|35VULN|4DMG|6RCR|7CDMG|8LIT|9DUR|aDUST
88	14242 22235	   	249.71	ACR|3LIT|2VULN|1MLV|1ASPD	1LWND|256LIT|38VULN|4RCR|7CGEN|9ASPD|aMLV
89	22411 52243	   	249.39	DCR|1LIT|2VULN|1MLV|1ASPD|1CDMG	1DUST|2FEWX|35VULN|4CDMG|6RCR|7VENICY|8MLV|9LIT|aASPD
90	12452 24131	   	249.31	DCR|3LIT|3VULN	179LWND|279FEWX|379VULN|456LIT|79BPWR|8RCR|aLHND
91	12452 24133	   	249.31	DCR|3LIT|3VULN	179LWND|279FEWX|379VULN|456LIT|79BPWR|8RCR|aBELT
92	14222 24131	   	249.31	DCR|3LIT|3VULN	179LWND|256LIT|379VULN|479FEWX|79BPWR|8RCR|aLHND
93	14222 24133	   	249.31	DCR|3LIT|3VULN	179LWND|256LIT|379VULN|479FEWX|79BPWR|8RCR|aBELT
94	14222 24136	   	249.31	DCR|3LIT|3VULN	179LWND|256LIT|379VULN|479FEWX|79BPWR|8RCR|aRPLT
95	14263 24131	   	249.31	DCR|3LIT|3VULN	179LWND|246LIT|379VULN|579FEWX|79BPWR|8RCR|aLHND
96	14263 24133	   	249.31	DCR|3LIT|3VULN	179LWND|246LIT|379VULN|579FEWX|79BPWR|8RCR|aBELT
97	12452 24132	   	249.21	DCR|3LIT|3VULN	179LWND|279FEWX|379VULN|456LIT|79BPWR|8RCR|aERES
98	14222 24132	   	249.21	DCR|3LIT|3VULN	179LWND|256LIT|379VULN|479FEWX|79BPWR|8RCR|aERES
99	14222 24135	   	249.21	DCR|3LIT|3VULN	179LWND|256LIT|379VULN|479FEWX|79BPWR|8RCR|aBASICY
100	14263 24132	   	249.21	DCR|3LIT|3VULN	179LWND|246LIT|379VULN|579FEWX|79BPWR|8RCR|aERES
101	14222 24141	   	249.11	DCR|3LIT|3VULN	17LWND|256LIT|379VULN|47FEWX|7BPWR|8RCR|aLHND
102	14222 24143	   	249.11	DCR|3LIT|3VULN	17aLWND|256LIT|379VULN|47FEWX|7BPWR|8RCR
103	14222 26135	   	249.11	DCR|3LIT|3VULN	179LWND|256LIT|39aVULN|49FEWX|8RCR|9BPWR
104	14212 24131	 * 	249.01	DCR|3LIT|3VULN|3DUR	179LWND|256LIT|379VULN|479DUR|79BPWR|8RCR|aLHND
105	14212 24133	   	249.01	DCR|3LIT|3VULN|3DUR	179LWND|256LIT|379VULN|479DUR|79BPWR|8RCR|aFEWX
106	14212 24136	   	249.01	DCR|3LIT|3VULN|3DUR	179LWND|256LIT|379VULN|479DUR|79BPWR|8RCR|aRPLT
107	24222 24131	   	249.01	DCR|3LIT|3VULN	179DUST|256LIT|379VULN|479FEWX|79BPWR|8RCR|aLWND
108	24222 24136	   	249.01	DCR|3LIT|3VULN	179DUST|256LIT|379VULN|479FEWX|79BPWR|8RCR|aRPLT
109	24261 24131	   	249.01	DCR|3LIT|3VULN	179DUST|246LIT|379VULN|579FEWX|79BPWR|8RCR|aLWND
110	24263 24131	   	249.01	DCR|3LIT|3VULN	179DUST|246LIT|379VULN|579BEXP|79BPWR|8RCR|aLWND
111	34212 24131	   	249.01	DCR|3LIT|3VULN|3DUR	179FEWX|256LIT|379VULN|479DUR|79BPWR|8RCR|aLWND
112	34212 24133	   	249.01	DCR|3LIT|3VULN|3DUR	179FEWX|256LIT|379VULN|479DUR|79BPWR|8RCR|aBELT
113	34212 24136	   	249.01	DCR|3LIT|3VULN|3DUR	179FEWX|256LIT|379VULN|479DUR|79BPWR|8RCR|aRPLT
114	34263 51132	   	249.01	DCR|3LIT|3VULN	159FEWX|246LIT|369VULN|69BPWR|79DUST|8RCR|aLHND
115	14212 24132	   	248.91	DCR|3LIT|3VULN|3DUR	179LWND|256LIT|379VULN|479DUR|79BPWR|8RCR|aERES
116	14212 24135	   	248.91	DCR|3LIT|3VULN|3DUR	179LWND|256LIT|379VULN|479DUR|79BPWR|8RCR|aBASICY
117	14212 24141	   	248.91	DCR|3LIT|3VULN|2DUR	17LWND|256LIT|379VULN|47DUR|7BPWR|8RCR|aLHND
118	14212 24143	   	248.91	DCR|3LIT|3VULN|2DUR	17aLWND|256LIT|379VULN|47DUR|7BPWR|8RCR
119	24222 24132	   	248.91	DCR|3LIT|3VULN	179DUST|256LIT|379VULN|479FEWX|79BPWR|8RCR|aERES
120	24222 24133	   	248.91	DCR|3LIT|3VULN|1DUR	179DUST|256LIT|379VULN|479FEWX|79BPWR|8RCR|aDUR
121	24222 24135	   	248.91	DCR|3LIT|3VULN	179DUST|256LIT|379VULN|479FEWX|79BPWR|8RCR|aBASICY
122	24222 24141	   	248.91	DCR|3LIT|3VULN	17DUST|256LIT|379VULN|47FEWX|7BPWR|8RCR|aLHND
123	24222 24143	   	248.91	DCR|3LIT|3VULN	17DUST|256LIT|379VULN|47FEWX|7BPWR|8RCR|aLWND
124	24222 26135	   	248.91	DCR|3LIT|3VULN	19DUST|256LIT|39aVULN|479FEWX|8RCR|9BPWR
125	24261 24132	   	248.91	DCR|3LIT|3VULN	179DUST|246LIT|379VULN|579FEWX|79BPWR|8RCR|aERES
126	24261 24133	   	248.91	DCR|3LIT|3VULN|1DUR	179DUST|246LIT|379VULN|579FEWX|79BPWR|8RCR|aDUR
127	24263 24132	   	248.91	DCR|3LIT|3VULN	179DUST|246LIT|379VULN|579BEXP|79BPWR|8RCR|aERES
128	24263 24133	   	248.91	DCR|3LIT|3VULN|1DUR	179DUST|246LIT|379VULN|579BEXP|79BPWR|8RCR|aDUR
129	34212 24132	   	248.91	DCR|3LIT|3VULN|3DUR	179FEWX|256LIT|379VULN|479DUR|79BPWR|8RCR|aERES
130	34212 24135	   	248.91	DCR|3LIT|3VULN|3DUR	179FEWX|256LIT|379VULN|479DUR|79BPWR|8RCR|aBASICY
131	34212 24141	   	248.91	DCR|3LIT|3VULN|2DUR	17FEWX|256LIT|379VULN|47DUR|7BPWR|8RCR|aLHND
132	34212 24143	   	248.91	DCR|3LIT|3VULN|2DUR	17FEWX|256LIT|379VULN|47DUR|7BPWR|8RCR|aLWND
133	34263 51131	   	248.91	DCR|3LIT|3VULN|1DUR	159FEWX|246LIT|369VULN|69BPWR|79DUST|8RCR|aDUR
134	34263 51133	   	248.91	DCR|3LIT|3VULN	159FEWX|246LIT|369VULN|69BPWR|79DUST|8RCR|aBLAICY
135	14212 26135	   	248.91	DCR|3LIT|3VULN|2DUR	179LWND|256LIT|39aVULN|49DUR|8RCR|9BPWR
136	34212 26135	   	248.91	DCR|3LIT|3VULN|2DUR	179FEWX|256LIT|39aVULN|49DUR|8RCR|9BPWR
137	24212 24131	   	248.71	DCR|3LIT|3VULN|3DUR	179DUST|256LIT|379VULN|479DUR|79BPWR|8RCR|aLWND
138	24212 24133	   	248.71	DCR|3LIT|3VULN|3DUR	179DUST|256LIT|379VULN|479DUR|79BPWR|8RCR|aBELT
139	24212 24136	   	248.71	DCR|3LIT|3VULN|3DUR	179DUST|256LIT|379VULN|479DUR|79BPWR|8RCR|aRPLT
140	24212 24141	   	248.71	DCR|3LIT|3VULN|2DUR	17DUST|256LIT|379VULN|47DUR|7BPWR|8RCR|aLHND
141	24212 24143	   	248.71	DCR|3LIT|3VULN|2DUR	17DUST|256LIT|379VULN|47DUR|7BPWR|8RCR|aLWND
142	24212 24132	   	248.61	DCR|3LIT|3VULN|3DUR	179DUST|256LIT|379VULN|479DUR|79BPWR|8RCR|aERES
143	24212 24135	   	248.61	DCR|3LIT|3VULN|3DUR	179DUST|256LIT|379VULN|479DUR|79BPWR|8RCR|aBASICY
144	61111 11562	   	248.60	DCR|1LIT|2VULN|1MLV|2ASPD	17ASPD|2LHND|3BELT|47VULN|57BEXP|6RCR|7BPWR|8AART|9LIT|aMLV
145	61113 11562	   	248.60	DCR|1LIT|2VULN|1MLV|2ASPD	17ASPD|2LHND|3BELT|47VULN|57FEWX|6RCR|7BPWR|8AART|9LIT|aMLV
146	34313 26326	 * 	248.53	DCR|3LIT|1VULN|2ASPD|1DMG	1FEWX|28aLIT|3VENTOX|45ASPD|6DMG|7RCR|9VULN
147	64632 33313	 * 	248.43	ACR|3LIT|2VULN|2ASPD|1NUKE	19ASPD|2CGEN|3RPLT|4LEGI|5RCR|69VULN|789LIT|9BPWR|aNUKE
148	62313 16323	   	247.71	DCR|1LIT|2VULN|3ASPD|1DMG|1DUR	123ASPD|4BEXP|5DUR|6RCR|7DMG|89VULN|aLIT
149	62324 16323	   	247.71	DCR|1LIT|2VULN|3ASPD|1DMG|1DUR	123ASPD|4LWND|58VULN|6RCR|7DMG|9DUR|aLIT
150	14325 15331	   	247.50	DCR|1LIT|2VULN|1MLV|1DMG	1LWND|2LIT|3VENTOX|45VULN|6ZMB|7RCR|8RCVC|9MLV|aDMG
151	11543 32334	 * 	247.17	DCR|2LIT|1VULN|1MLV|1NUKE|1ASPD|1DUR	1LWND|2MLV|34LIT|5VULN|6DUR|7AART|8ASPD|9RCR|aNUKE
152	14212 32334	   	247.17	DCR|2LIT|1VULN|1MLV|1NUKE|1ASPD|1DUR	1LWND|25LIT|3VULN|4DUR|6MLV|7AART|8ASPD|9RCR|aNUKE
153	12452 24121	 * 	247.03	DCR|3LIT|2VULN|1DMG	17LWND|27FEWX|37VULN|456LIT|7BPWR|8RCR|9BEXP|aDMG
154	14222 24121	   	247.03	DCR|3LIT|2VULN|1DMG	17LWND|256LIT|37VULN|47FEWX|7BPWR|8RCR|9BEXP|aDMG
155	14263 24121	   	247.03	DCR|3LIT|2VULN|1DMG	17LWND|246LIT|37VULN|57FEWX|7BPWR|8RCR|9BEXP|aDMG
156	14222 24153	   	246.93	DCR|3LIT|2VULN|1DMG	17LWND|256LIT|37VULN|47FEWX|7BPWR|8RCR|9ERES|aDMG
157	14261 24131	   	246.93	DCR|3LIT|2VULN|1DMG	17LWND|246LIT|37VULN|57BEXP|7BPWR|8RCR|9DUST|aDMG
158	34261 24131	   	246.93	DCR|3LIT|2VULN|1DMG	17FEWX|246LIT|37VULN|57BEXP|7BPWR|8RCR|9DUST|aDMG
159	14212 24121	 * 	246.83	DCR|3LIT|2VULN|1DMG|2DUR	17LWND|256LIT|37VULN|47DUR|7BPWR|8RCR|9BEXP|aDMG
160	14212 24161	   	246.83	DCR|3LIT|2VULN|1DMG|2DUR	17LWND|256LIT|37VULN|47DUR|7BPWR|8RCR|9FEWX|aDMG
161	24222 24121	   	246.83	DCR|3LIT|2VULN|1DMG	17DUST|256LIT|37VULN|47FEWX|7BPWR|8RCR|9BEXP|aDMG
162	24261 24121	   	246.83	DCR|3LIT|2VULN|1DMG	17DUST|246LIT|37VULN|57FEWX|7BPWR|8RCR|9BEXP|aDMG
163	24263 24121	   	246.83	DCR|3LIT|2VULN|1DMG	17DUST|246LIT|37VULN|57BEXP|7BPWR|8RCR|9FEWX|aDMG
164	34212 24121	   	246.83	DCR|3LIT|2VULN|1DMG|2DUR	17FEWX|256LIT|37VULN|47DUR|7BPWR|8RCR|9BEXP|aDMG
165	34263 51121	   	246.83	DCR|3LIT|2VULN|1DMG	15FEWX|246LIT|36VULN|6BPWR|7DUST|8RCR|9BEXP|aDMG
166	14222 22653	   	246.83	DCR|3LIT|2VULN|1DMG	1LWND|256LIT|39VULN|4FEWX|7CGEN|8RCR|aDMG
167	24212 24121	   	246.63	DCR|3LIT|2VULN|1DMG|2DUR	17DUST|256LIT|37VULN|47DUR|7BPWR|8RCR|9BEXP|aDMG
168	24212 24161	   	246.63	DCR|3LIT|2VULN|1DMG|2DUR	17DUST|256LIT|37VULN|47DUR|7BPWR|8RCR|9FEWX|aDMG
169	14242 24123	 * 	246.27	ACR|3LIT|3VULN|1DMG	17LWND|256LIT|379VULN|4RCR|7BPWR|8RMIN|aDMG
170	34242 24123	   	246.27	ACR|3LIT|3VULN|1DMG	17FEWX|256LIT|379VULN|4RCR|7BPWR|8RMIN|aDMG
171	14232 56312	   	246.26	DCR|2LIT|1VULN|1MLV|1CDMG|1ASPD	18LWND|29LIT|3VULN|4CGEN|5CDMG|6RCR|7ASPD|aMLV
172	11513 43151	   	246.24	DCR|2LIT|2MLV|2VULN	19LWND|27MLV|39LIT|468BEXP|59VULN|9BPWR|aRCR
173	32361 63351	   	246.24	DCR|2LIT|2MLV|2VULN	125FEWX|39LIT|4BEXP|69VULN|79MLV|8RCVC|9BPWR|aRCR
174	34261 33151	   	246.24	DCR|2LIT|2MLV|2VULN	19FEWX|24LIT|39VULN|578BEXP|69MLV|9BPWR|aRCR
175	34234 23611	   	246.09	DCR|2LIT|2MLV|2VULN	179FEWX|26LIT|39VULN|4TLV|5ERES|89MLV|9BPWR|aRCR
176	24242 24123	   	246.07	ACR|3LIT|3VULN|1DMG	17DUST|256LIT|379VULN|4RCR|7BPWR|8RMIN|aDMG
177	14243 13143	   	246.07	ACR|2LIT|2VULN|1MLV|1CDMG|1ASPD	1LWND|2aLIT|36VULN|4RCR|5FEWX|7CDMG|8MLV|9ASPD
178	21525 22211	   	245.64	DCR|2LIT|2MLV|2VULN	169DUST|27MLV|39LIT|4CGEN|5ERES|89VULN|9BPWR|aRCR
179	11552 23413	   	245.49	DCR|1LIT|1FLTARM|1VULN|1MLV|1CDMG|1DUR	1LWND|2MLV|3LIT|4DUST|5CDMG|6DUR|7RCR|8RMIN|9FLTARM|aVULN
180	21232 23413	   	245.49	DCR|1LIT|1FLTARM|1VULN|1MLV|1CDMG|1DUR	1DUST|2MLV|3LWND|4LIT|5CDMG|6DUR|7RCR|8RMIN|9FLTARM|aVULN
