0	Index      	 *	Score 	Summary	Detail	
1	43122 61532	 * 	261.16	橙4易伤3矿等1全技能	1技能2全技能389金币生成4赏金邻近589矿等6核789a易伤89序列升级
75	65212 14123	 * 	237.40	橙4易伤1伤害1暴击	1暴击2最后敌人3伤害478a易伤5加一6核9技能点
76	45121 23123	   	236.90	橙3易伤2矿等1伤害1策反	1技能28a易伤3伤害48低血量敌人5基地爆炸6策反78矿等8序列升级9核
77	45122 53123	   	236.90	橙3易伤2矿等1伤害1策反	1技能28a易伤3伤害48低血量敌人5策反6基地爆炸78矿等8序列升级9核
78	45141 23123	   	236.90	橙3易伤2矿等1伤害1策反	1技能28a易伤3伤害48最后敌人5基地爆炸6策反78矿等8序列升级9核
79	63221 41151	   	236.65	橙橙2暴击1矿等1攻速	1a暴击2散射对绿3金币生成4矿等5攻速69核7立即金币8双倍矿
80	63221 42152	   	236.55	橙橙2暴击1矿等1攻速	17暴击2散射对绿3金币生成4矿等5攻速69核8双倍矿a挖尘
81	63321 41151	   	236.55	橙橙2暴击1矿等1攻速	1a暴击2散射对绿3掉矿4矿等5攻速69核7立即金币8双倍矿
82	63321 42152	   	236.45	橙橙2暴击1矿等1攻速	17暴击2散射对绿3掉矿4矿等5攻速69核8双倍矿a挖尘
83	41522 33433	 * 	235.48	橙2易伤3攻速2伤害	1技能24伤害349攻速4序列升级5掉矿6核7基地爆炸8a易伤
84	65262 31123	   	235.44	橙2易伤2矿等1伤害1暴击	1暴击27最后敌人3伤害48矿等5a易伤6核9时间
85	65242 13232	   	235.42	橙3易伤1伤害1暴击1平台	1暴击2最后敌人3伤害4雷电5平台69a易伤7时间8核
86	62364 11231	   	235.07	橙4易伤1矿等1暴击	1暴击2技能3赏金塔4689易伤5雷电7核a矿等
87	41511 51123	   	235.04	橙3易伤2伤害1攻速	1技能28伤害3攻速48掉矿5最后敌人6基地爆炸78a易伤8序列升级9核
88	45121 42323	   	234.98	橙3易伤1伤害1矿等1攻速	1技能27a易伤3伤害4低血量敌人5基地爆炸6攻速8矿等9核
89	65212 14132	   	234.88	橙3易伤1伤害1矿等1暴击	1暴击2最后敌人3伤害478易伤5加一6核9敌人爆炸a矿等
90	65212 14128	   	234.84	橙3易伤2伤害1暴击	1暴击2最后敌人3a伤害478易伤5加一6核9技能点
91	61364 11231	   	234.82	橙4易伤1矿等1暴击1策反	1暴击2策反3赏金塔4689易伤5雷电7核a矿等
92	45136 11211	   	234.74	橙3易伤1伤害1矿等1暴击1策反	1技能259易伤3伤害4金币生成6核7策反8暴击a矿等
93	66412 11123	 * 	234.68	橙3易伤2暴击1矿等1攻速	17暴击2攻速3挖尘48a易伤5加一6核9矿等
94	66112 34335	   	234.61	橙2易伤2攻速1伤害2暴击	18暴击28攻速3时间46易伤5加一78掉矿8序列升级9伤害a核
95	41531 31124	   	233.59	橙2易伤2伤害2攻速1平台	1技能28伤害34攻速5双倍秒伤68掉矿78易伤8序列升级9核a平台
96	41512 11123	   	233.53	橙2易伤2伤害1攻速1暴击	1技能28伤害3攻速48掉矿5基地爆炸6时间78易伤8序列升级9核a暴击
97	41516 11123	   	233.53	橙2易伤2伤害1攻速1暴击	1技能28伤害3攻速48掉矿5敌人爆炸6时间78易伤8序列升级9核a暴击
98	65262 31113	 * 	233.44	橙2易伤2矿等1伤害2暴击	1a暴击27最后敌人3伤害48矿等59易伤6核
99	41521 62233	   	232.34	橙2易伤2伤害2攻速	1技能24伤害34攻速4序列升级5双倍秒伤6时间7a易伤8核9金币生成
100	53432 41146	 * 	232.09	橙橙2矿等1暴击	1激光减费2双倍矿37矿等4赏金塔5加一6a核8掉矿9暴击
101	66112 11143	   	231.60	橙3易伤3暴击1攻速	179暴击2攻速3时间48a易伤5加一6核
102	12351 16143	 * 	231.35	紫3易伤2矿等1伤害1暴击1平台	19基础对愈2敌人爆炸39矿等4核5伤害6暴击79a易伤8平台9序列升级
103	45121 13121	   	231.17	橙2易伤2伤害2矿等	1技能28易伤38伤害4低血量敌人5基地爆炸6核弹78矿等8序列升级9核a双倍矿
104	45121 13122	   	231.17	橙2易伤2伤害2矿等	1技能28易伤38伤害4低血量敌人5a基地爆炸6核弹78矿等8序列升级9核
105	45121 13126	   	231.17	橙2易伤2伤害2矿等	1技能28易伤38伤害4低血量敌人5基地爆炸6核弹78矿等8序列升级9核a最后敌人
106	45121 34121	   	231.17	橙2易伤2伤害2矿等	1技能28易伤38伤害4低血量敌人5基地爆炸68矿等7核弹8序列升级9核a双倍矿
107	45121 34122	   	231.17	橙2易伤2伤害2矿等	1技能28易伤38伤害4低血量敌人5a基地爆炸68矿等7核弹8序列升级9核
108	45141 13121	   	231.17	橙2易伤2伤害2矿等	1技能28易伤38伤害4最后敌人5基地爆炸6核弹78矿等8序列升级9核a双倍矿
109	45141 13122	   	231.17	橙2易伤2伤害2矿等	1技能28易伤38伤害4最后敌人5a基地爆炸6核弹78矿等8序列升级9核
