0	Index      	 *	Score 	Summary	Detail	
1	13145 33326	 * 	281.66	ACR|4VULN|1LIT|1MLV|2ASPD|2CDMG	147aVULN|2TLV|3aASPD|5RCR|6MLV|8LIT|9aCDMG|aBPWR
36	14226 36132	 * 	257.68	DCR|2LIT|2VULN|1MLV|1DMG|1SELL	17VULN|2SELL|3DMG|4MLV|58LIT|6RMIN|9TSLARM|aRCR
37	14232 16215	 * 	257.40	DCR|1LIT|3DMG|1VULN|1MLV|1CDMG|1SELL	1VULN|2SELL|345DMG|6CGEN|7LIT|8MLV|9RCR|aCDMG
38	13515 23184	   	257.06	DCR|3LIT|2VULN|1MLV	18VULN|2TLV|378LIT|4DLOT|58LWND|6MBVNT|8BPWR|9RCR|aMLV
39	15421 23361	 * 	256.89	DCR|2LIT|2MLV|2VULN	1aVULN|2RPLT|3MBVNT|457LWND|6RCR|8aLIT|9aMLV|aBPWR
40	12341 42236	   	256.18	DCR|3VULN|1LIT|1MLV|1ASPD	148VULN|23BEXP|5ASPD|6DUST|7RCR|9MLV|aLIT
41	32241 42236	   	256.18	DCR|3VULN|1LIT|1MLV|1ASPD	12BEXP|348VULN|5ASPD|6DUST|7RCR|9MLV|aLIT
42	33241 42236	   	256.18	DCR|3VULN|1LIT|1MLV|1ASPD	12BEXP|2BPWR|348VULN|5ASPD|6DUST|7RCR|9MLV|aLIT
43	14226 16313	 * 	255.67	DCR|2LIT|1VULN|1MLV|1DMG|1CDMG|1SELL	1VULN|2SELL|3DMG|4MLV|57LIT|6CDMG|8RCR|9CANTOX|aZMB
44	14222 16313	 * 	255.67	DCR|2LIT|1VULN|1MLV|1DMG|1CDMG|1SELL	1VULN|2SELL|3DMG|4MLV|5CDMG|67LIT|8RCR|9CANTOX|aZMB
45	14222 14336	   	255.50	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG|1SELL	19VULN|2SELL|3DMG|4MLV|5CDMG|6LIT|7ZMB|8RPLT|aRCR
46	14226 11324	 * 	255.14	DCR|2LIT|1VULN|1MLV|2CDMG|1DMG|1SELL	1VULN|2SELL|3DMG|4MLV|5aLIT|69CDMG|7RCVC|8RCR
47	14226 16322	 * 	255.14	DCR|2LIT|1VULN|1MLV|2CDMG|1DMG|1SELL	1VULN|2SELL|3DMG|4MLV|57LIT|69CDMG|8RCR|aFEWX
48	14222 11324	 * 	255.14	DCR|2LIT|1VULN|1MLV|2CDMG|1DMG|1SELL	1VULN|2SELL|3DMG|4MLV|59CDMG|6aLIT|7RCVC|8RCR
49	14222 16322	 * 	255.14	DCR|2LIT|1VULN|1MLV|2CDMG|1DMG|1SELL	1VULN|2SELL|3DMG|4MLV|59CDMG|67LIT|8RCR|aFEWX
50	14222 16325	 * 	255.14	DCR|2LIT|1VULN|1MLV|2CDMG|1DMG|1SELL	1VULN|2SELL|3DMG|4MLV|59CDMG|67LIT|8RCR|aLWND
51	14232 16216	 * 	254.62	DCR|2MLV|1LIT|3DMG|1VULN|1SELL	1VULN|2SELL|345DMG|6CGEN|7LIT|8aMLV|9RCR
52	13533 34233	   	254.42	ACR|3LIT|2VULN|1MLV|2CDMG	1aVULN|2TLV|37aLIT|46BEXP|5RCR|8MLV|9aCDMG|aBPWR
53	11162 22313	   	254.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15VULN|2CGEN|3ASPD|45LWND|5BPWR|6RMIN|7RCR|8LIT|9DMG|aMLV
54	11162 22453	   	254.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15VULN|2CGEN|3ASPD|45LWND|5BPWR|6RMIN|7RCR|8DMG|9LIT|aMLV
55	13162 22313	   	254.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15VULN|2TLV|3ASPD|45LWND|5BPWR|6RMIN|7RCR|8LIT|9DMG|aMLV
56	13162 22453	   	254.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15VULN|2TLV|3ASPD|45LWND|5BPWR|6RMIN|7RCR|8DMG|9LIT|aMLV
57	21142 22313	   	254.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15LWND|2CGEN|3ASPD|45VULN|5BPWR|6RMIN|7RCR|8LIT|9DMG|aMLV
58	21142 22453	   	254.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15LWND|2CGEN|3ASPD|45VULN|5BPWR|6RMIN|7RCR|8DMG|9LIT|aMLV
59	23142 22313	   	254.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15LWND|2TLV|3ASPD|45VULN|5BPWR|6RMIN|7RCR|8LIT|9DMG|aMLV
60	23142 22453	   	254.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15LWND|2TLV|3ASPD|45VULN|5BPWR|6RMIN|7RCR|8DMG|9LIT|aMLV
61	31142 22316	   	254.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15BEXP|2CGEN|3ASPD|45VULN|5BPWR|6RMIN|7RCR|8LIT|9DMG|aMLV
62	43142 22316	   	254.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15FEWX|2TLV|3ASPD|45VULN|5BPWR|6RMIN|7RCR|8LIT|9DMG|aMLV
63	13233 22313	   	254.21	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2TLV|3LWND|5ASPD|6RMIN|7RCR|8LIT|9DMG|aMLV
64	13233 22453	   	254.21	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2TLV|3LWND|5ASPD|6RMIN|7RCR|8DMG|9LIT|aMLV
65	13633 22313	   	254.21	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2TLV|3LHND|5ASPD|6RMIN|7RCR|8LIT|9DMG|aMLV
66	13633 22453	   	254.21	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2TLV|3LHND|5ASPD|6RMIN|7RCR|8DMG|9LIT|aMLV
67	16162 22313	   	254.21	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15VULN|2ERES|3ASPD|45LWND|5BPWR|6RMIN|7RCR|8LIT|9DMG|aMLV
68	26142 22313	   	254.21	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15LWND|2ERES|3ASPD|45VULN|5BPWR|6RMIN|7RCR|8LIT|9DMG|aMLV
69	36142 22316	   	254.21	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15BEXP|2ERES|3ASPD|45VULN|5BPWR|6RMIN|7RCR|8LIT|9DMG|aMLV
70	11122 22316	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15VULN|2CGEN|3ASPD|45DUST|5BPWR|6RMIN|7RCR|8LIT|9DMG|aMLV
71	11122 22456	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15VULN|2CGEN|3ASPD|45DUST|5BPWR|6RMIN|7RCR|8DMG|9LIT|aMLV
72	11146 22316	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|1DUR	14VULN|2CGEN|3ASPD|5DUR|6RMIN|7RCR|8LIT|9DMG|aMLV
73	12341 42316	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|23BEXP|5ASPD|6DUST|7RCR|8LIT|9DMG|aMLV
74	12341 62316	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|1DUR	14VULN|23BEXP|5ASPD|6DUR|7RCR|8LIT|9DMG|aMLV
75	13122 22316	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15VULN|2TLV|3ASPD|45DUST|5BPWR|6RMIN|7RCR|8LIT|9DMG|aMLV
76	13122 22456	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15VULN|2TLV|3ASPD|45DUST|5BPWR|6RMIN|7RCR|8DMG|9LIT|aMLV
77	13143 42313	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2TLV|3ASPD|5CGEN|6DUST|7RCR|8LIT|9DMG|aMLV
78	13146 22316	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|1DUR	14VULN|2TLV|3ASPD|5DUR|6RMIN|7RCR|8LIT|9DMG|aMLV
79	16233 22313	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2ERES|3LWND|5ASPD|6RMIN|7RCR|8LIT|9DMG|aMLV
80	16233 22453	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2ERES|3LWND|5ASPD|6RMIN|7RCR|8DMG|9LIT|aMLV
81	16633 22313	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2ERES|3LHND|5ASPD|6RMIN|7RCR|8LIT|9DMG|aMLV
82	32241 42316	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	12BEXP|34VULN|5ASPD|6DUST|7RCR|8LIT|9DMG|aMLV
83	32241 62316	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|1DUR	12BEXP|34VULN|5ASPD|6DUR|7RCR|8LIT|9DMG|aMLV
84	33241 42316	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	12BEXP|2BPWR|34VULN|5ASPD|6DUST|7RCR|8LIT|9DMG|aMLV
85	33241 62316	   	254.11	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|1DUR	12BEXP|2BPWR|34VULN|5ASPD|6DUR|7RCR|8LIT|9DMG|aMLV
86	11144 42313	   	254.01	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2CGEN|3ASPD|5ERES|6DUST|7RCR|8LIT|9DMG|aMLV
87	13144 42313	   	254.01	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2TLV|3ASPD|5ERES|6DUST|7RCR|8LIT|9DMG|aMLV
88	16122 22316	   	254.01	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15VULN|2ERES|3ASPD|45DUST|5BPWR|6RMIN|7RCR|8LIT|9DMG|aMLV
89	16143 42313	   	254.01	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2ERES|3ASPD|5CGEN|6DUST|7RCR|8LIT|9DMG|aMLV
90	15351 62212	   	253.44	DCR|1LIT|2VULN|1MLV|2ASPD	1aVULN|2RPLT|3DUST|4MLV|5LIT|68ASPD|7RCR|9ZMB
91	13556 12231	   	253.31	DCR|2LIT|2VULN|1MLV|1ASPD	18VULN|2TLV|3aLIT|4FRZARM|5MLV|6DUST|7ASPD|9RCR
92	11233 62443	   	252.58	DCR|3VULN|1LIT|1MLV|1CDMG	146VULN|2CGEN|3LWND|5LIT|7MBVNT|8CDMG|9RCR|aMLV
93	11633 62443	   	252.58	DCR|3VULN|1LIT|1MLV|1CDMG	146VULN|2CGEN|3LHND|5LIT|7MBVNT|8CDMG|9RCR|aMLV
94	15448 13311	   	252.58	DCR|3VULN|1LIT|1MLV|1CDMG	148VULN|2RPLT|3MBVNT|5LIT|6MLV|7LHND|9RCR|aCDMG
95	11145 34332	 * 	252.33	ACR|1LIT|2VULN|2DMG|1MLV|1ASPD	14VULN|2CGEN|3ASPD|5RCR|6MLV|7LIT|8aDMG|9ZMB
96	13145 34332	   	252.33	ACR|1LIT|2VULN|2DMG|1MLV|1ASPD	14VULN|2TLV|3ASPD|5RCR|6MLV|7LIT|8aDMG|9ZMB
97	12341 13653	   	252.20	DCR|2LIT|3VULN|1ASPD	149VULN|23BEXP|5ASPD|6aLIT|7ZMB|8RCR
98	32241 13653	   	252.20	DCR|2LIT|3VULN|1ASPD	12BEXP|349VULN|5ASPD|6aLIT|7ZMB|8RCR
99	33241 13653	   	252.20	DCR|2LIT|3VULN|1ASPD	12BEXP|2BPWR|349VULN|5ASPD|6aLIT|7ZMB|8RCR
100	14222 11355	   	252.16	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG|1SELL	1aVULN|2SELL|3DMG|4MLV|5CDMG|6LIT|7RCVC|8RCR|9BEXP
101	14226 11364	   	252.06	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG|1SELL	1aVULN|2SELL|3DMG|4MLV|5LIT|6CDMG|7RCVC|8RCR|9MBVNT
102	14222 11364	   	252.06	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG|1SELL	1aVULN|2SELL|3DMG|4MLV|5CDMG|6LIT|7RCVC|8RCR|9MBVNT
103	14311 38733	   	252.06	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG|1SELL	19VULN|2SELL|3LIT|4LWND|5DMG|6MBVNT|7CDMG|8RCR|aMLV
