0	Index      	 *	Score 	Summary	Detail	Bounty	
1	33128 37321	 * 	271.27	橙4易伤3等级3雷电1核弹	18a雷电2敌人爆炸378a易伤4加一58a等级6核弹8a序列升级9核	5
39	11116 23115	   	254.04	橙3易伤2伤害1等级1时间	19挖尘259易伤35矿等4赏金塔59序列升级6核7时间89伤害a等级	1
40	63252 15221	   	254.02	橙2易伤2等级2伤害1暴击1卖塔	1策反2a等级3雷电4低血量敌人5卖塔6a易伤7暴击8a伤害9核a序列升级	7
41	21134 33336	   	254.00	橙2易伤2伤害1等级1时间2攻速	18基地爆炸2雷电38易伤46伤害5时间78攻速8序列升级9等级a核	6
42	11112 23115	   	253.94	橙3易伤2伤害1等级1时间	19挖尘259易伤3矿等4赏金塔6核7时间89伤害9序列升级a等级	1
43	11143 23115	   	253.94	橙3易伤2伤害1等级1时间	19挖尘249易伤3矿等5赏金邻近6核7时间89伤害9序列升级a等级	1
44	54235 22221	 * 	253.76	橙2易伤2等级2时间2暴击	12平台3a暴击4a时间58易伤6雷电7a等级9核a序列升级	8
45	25132 22611	 * 	253.28	橙5易伤1等级1暴击	168基地爆炸2暴击38掉矿4568a易伤68序列升级7核9等级	9
46	25132 22631	   	253.28	橙5易伤1等级1暴击	168基地爆炸2暴击38掉矿4568a易伤68序列升级7核9等级	8
47	25132 22516	   	253.18	橙5易伤1等级1暴击	16基地爆炸2暴击3掉矿4568a易伤6序列升级7核9等级	8
48	15132 22516	   	252.98	橙5易伤1等级1暴击	16挖尘2暴击3掉矿4568a易伤6序列升级7核9等级	8
49	15132 22611	   	252.98	橙5易伤1等级1暴击	168挖尘2暴击38掉矿4568a易伤68序列升级7核9等级	9
50	15132 22631	   	252.98	橙5易伤1等级1暴击	168挖尘2暴击38掉矿4568a易伤68序列升级7核9等级	8
51	36132 43521	   	252.75	橙3易伤2伤害1等级2雷电	1a雷电2立即金币34a易伤5最后敌人6等级7加一8a伤害9核a序列升级	8
52	36132 43821	   	252.75	橙3易伤2伤害1等级2雷电	1a雷电2立即金币34a易伤5最后敌人6等级7加一8a伤害9核a序列升级	7
53	21114 36336	   	252.71	橙2易伤2伤害1等级1时间2雷电	18基地爆炸27雷电38易伤4时间5攻速68伤害8序列升级9等级a核	7
54	13613 61611	   	252.70	橙4易伤3时间1暴击	1挖尘257时间345a易伤5序列升级6暴击8核9立即金币	2
55	13613 61631	   	252.60	橙4易伤3时间1暴击	19挖尘257时间345a易伤5序列升级6暴击8核	2
56	13323 13432	 * 	252.41	橙3易伤3时间1等级	1挖尘235时间459易伤5序列升级6赏金塔7核8攻速a等级	4
57	21128 37327	   	252.21	橙3易伤2等级1暴击1核弹	18基地爆炸2雷电378易伤4加一58等级6核弹8序列升级9核a暴击	5
58	33132 36536	   	251.30	橙2易伤2伤害1等级1时间1暴击	1雷电2敌人爆炸36易伤48伤害5暴击7核9等级a时间	6
59	11132 36536	   	251.20	橙2易伤2伤害1等级1时间1暴击	1挖尘2雷电36易伤48伤害5暴击7核9等级a时间	6
60	13613 51363	 * 	251.04	橙3易伤2时间1等级1伤害	1挖尘25时间345易伤5序列升级6随机矿7最后敌人8核9等级a伤害	2
61	13613 52363	   	251.04	橙3易伤2时间1等级1伤害	1挖尘25时间345易伤5序列升级6随机矿7低血量敌人8核9等级a伤害	2
62	22513 13146	   	250.93	橙3易伤2伤害2时间	19基地爆炸2额外掉落36时间459易伤7核89伤害9序列升级a攻速	4
63	22523 13146	   	250.93	橙3易伤2伤害2时间	19基地爆炸2额外掉落36时间459易伤7核89伤害9序列升级a攻速	3
64	12513 13146	   	250.73	橙3易伤2伤害2时间	19挖尘2额外掉落36时间459易伤7核89伤害9序列升级a攻速	4
65	12523 13146	   	250.73	橙3易伤2伤害2时间	19挖尘2额外掉落36时间459易伤7核89伤害9序列升级a攻速	3
66	22516 31623	   	250.19	橙3易伤2等级2时间	189基地爆炸2额外掉落37时间468易伤58等级8序列升级a核	6
67	23142 51623	   	250.19	橙3易伤2等级2时间	189基地爆炸27时间38等级468易伤5额外掉落8序列升级a核	2
68	33128 37326	   	250.12	橙3易伤2等级3雷电1核弹	18a雷电2敌人爆炸378易伤4加一58等级6核弹8序列升级9核	5
69	21412 23134	   	249.89	橙3易伤2伤害1时间1暴击	19基地爆炸259易伤3攻速4赏金塔6核7时间89伤害9序列升级a暴击	1
70	11412 23134	   	249.69	橙3易伤2伤害1时间1暴击	19挖尘259易伤3攻速4赏金塔6核7时间89伤害9序列升级a暴击	1
71	36131 11336	   	249.56	橙4易伤1等级1伤害	1雷电2立即金币3467易伤5平台8核9等级a伤害	7
72	36131 16336	   	249.56	橙4易伤1等级1伤害	1雷电2立即金币3467易伤5平台8核9等级a伤害	6
73	63232 11514	   	249.31	橙4易伤1等级1伤害1卖塔	1策反2等级3雷电4678易伤5卖塔9伤害a核	8
74	21128 37321	 * 	248.91	橙2易伤3伤害1等级3雷电	18a基地爆炸28a雷电37易伤4加一5等级68a伤害8a序列升级9核	6
75	31342 63431	   	248.84	橙3易伤3攻速1伤害3雷电1核弹	19a雷电2金币生成39a攻速4伤害5最后敌人6核79a易伤8核弹9a序列升级	3
76	31341 63431	   	248.74	橙3易伤3攻速1伤害3雷电1核弹	19a雷电2金币生成39a攻速4伤害5挖尘6核79a易伤8核弹9a序列升级	3
77	33146 31326	 * 	248.47	橙3易伤1等级2暴击1伤害	1雷电2敌人爆炸367易伤4等级59暴击8核a伤害	7
78	11146 31326	   	248.37	橙3易伤1等级2暴击1伤害	1挖尘2雷电367易伤4等级59暴击8核a伤害	7
79	63651 11231	   	247.86	橙3易伤2等级2雷电1暴击	157策反27等级3掉矿459易伤57序列升级67雷电8暴击a核	2
80	21133 56326	   	247.72	橙3易伤2等级1伤害	18基地爆炸2雷电378易伤4伤害5敌人爆炸68等级8序列升级9策反a核	5
81	22335 23626	   	247.65	橙3易伤2伤害1等级1全技能	178基地爆炸2额外掉落38伤害458易伤6核8序列升级9全技能a等级	2
82	52461 22221	 * 	247.62	橙3易伤2等级2暴击	1平台28a易伤3双倍矿4a暴击5低血量敌人6雷电7a等级9核a序列升级	8
83	52463 32221	   	247.62	橙3易伤2等级2暴击	1平台28a易伤3双倍矿4a暴击5雷电6基地爆炸7a等级9核a序列升级	8
84	11433 61131	   	247.35	橙4易伤3时间	1挖尘2689易伤3攻速4最后敌人567时间6序列升级a核	1
85	63232 11164	   	247.28	橙3易伤2等级1伤害1卖塔	1策反29等级3雷电467易伤5卖塔8伤害a核	7
86	63232 13514	   	247.28	橙3易伤2等级1伤害1卖塔	1策反27等级3雷电468易伤5卖塔9伤害a核	8
87	21128 82521	   	247.07	橙2易伤2等级2伤害2雷电	1a基地爆炸2a雷电36易伤4加一57等级8a伤害9核a序列升级	8
88	33128 82521	   	247.07	橙2易伤2等级2伤害2雷电	1a雷电2a敌人爆炸36易伤4加一57等级8a伤害9核a序列升级	8
89	33128 82821	   	247.07	橙2易伤2等级2伤害2雷电	1a雷电2a敌人爆炸36易伤4加一57等级8a伤害9核a序列升级	7
90	11128 37322	 * 	246.45	橙3易伤3伤害1核弹	18挖尘2雷电378易伤4加一5核弹68a伤害8序列升级9核	6
91	21412 22135	   	246.20	橙3易伤2伤害1等级	19基地爆炸259易伤3攻速4赏金塔6核7敌人爆炸89伤害9序列升级a等级	1
92	21412 24135	   	246.20	橙3易伤2伤害1等级	19基地爆炸259易伤3攻速4赏金塔6核7低血量敌人89伤害9序列升级a等级	1
93	21412 26135	   	246.10	橙3易伤2伤害1等级	19基地爆炸259易伤3攻速4赏金塔6核7挖尘89伤害9序列升级a等级	1
94	11163 36336	   	246.10	橙3易伤2伤害1等级	18挖尘2雷电378易伤4策反5基地爆炸68伤害8序列升级9等级a核	6
95	11143 31336	   	246.00	橙3易伤2伤害1等级	1a挖尘2雷电38a易伤4等级5基地爆炸6a伤害7加一9核a序列升级	10
96	11412 22135	   	246.00	橙3易伤2伤害1等级	19挖尘259易伤3攻速4赏金塔6核7敌人爆炸89伤害9序列升级a等级	1
97	11412 24135	   	246.00	橙3易伤2伤害1等级	19挖尘259易伤3攻速4赏金塔6核7低血量敌人89伤害9序列升级a等级	1
98	21134 32626	   	245.96	橙2易伤2伤害1等级1时间	1基地爆炸2雷电39易伤46伤害5时间7等级8攻速a核	9
99	33142 31534	   	245.78	橙3易伤2时间1等级2雷电1卖塔	19雷电29敌人爆炸367易伤4等级5卖塔89时间9序列升级a核	7
100	11128 33188	   	245.55	橙2易伤2时间1等级1伤害1核弹	1a挖尘2雷电3a易伤4加一5核弹6伤害7等级8a时间9核a序列升级	8
101	63113 21215	 * 	245.46	橙2易伤2等级2时间1伤害	19策反2a等级39时间4矿等5赏金邻近6核7伤害89易伤9序列升级	4
102	51113 25511	   	245.36	橙2易伤2等级2时间2暴击	1平台29时间36易伤4赏金塔59暴击79等级8核9序列升级a金币生成	2
103	51113 25512	   	245.36	橙2易伤2等级2时间2暴击	1平台29时间36易伤4赏金塔59暴击79等级8核9序列升级a额外掉落	2
104	51113 25513	   	245.36	橙2易伤2等级2时间2暴击	1平台29时间36易伤4赏金塔59暴击79等级8核9序列升级a敌人爆炸	2
105	21128 37326	   	245.11	橙3易伤2等级2雷电1核弹	18基地爆炸2a雷电378易伤4加一58等级6核弹8序列升级9核	5
106	33128 37322	   	245.11	橙3易伤2等级2雷电1核弹	18雷电2敌人爆炸378易伤4加一58等级6核弹8序列升级9核a最后敌人	5
107	33128 37323	   	245.11	橙3易伤2等级2雷电1核弹	18雷电2敌人爆炸378易伤4加一58等级6核弹8序列升级9核a基地爆炸	5
108	33128 37328	   	245.11	橙3易伤2等级2雷电1核弹	18雷电2敌人爆炸378易伤4加一58等级6核弹8序列升级9核a额外掉落	5
109	33128 37521	   	245.11	橙3易伤2等级2雷电1核弹	1a雷电2敌人爆炸37a易伤4加一5a等级6核弹8立即金币9核a序列升级	5
110	33128 37324	   	245.01	橙3易伤3等级2雷电1核弹	18雷电2敌人爆炸378易伤4加一58a等级6核弹8序列升级9核	5
111	31132 36364	 * 	244.80	紫3易伤2时间1等级1伤害2雷电1核弹	18雷电2金币生成3核478易伤58时间6核弹8序列升级9等级a伤害	3
112	51242 33421	   	244.76	橙3易伤1等级1伤害1时间	1平台2时间3策反4雷电5伤害679易伤8等级a核	7
113	52242 31421	   	244.76	橙3易伤1等级1伤害1时间	1平台269易伤3策反4雷电5伤害7时间8等级a核	7
114	21114 36326	   	244.65	橙3易伤2伤害1时间	18基地爆炸2雷电378易伤4时间5攻速68伤害8序列升级9策反a核	6
115	25132 22612	   	244.60	橙4易伤1等级1暴击1全技能	168基地爆炸2暴击38掉矿4568易伤68序列升级7核9等级a全技能	10
116	25132 22614	   	244.60	橙4易伤1等级1暴击1全技能	168基地爆炸2暴击38掉矿4568易伤68序列升级7核9等级a全技能	9
117	25132 22634	   	244.60	橙4易伤1等级1暴击1全技能	168基地爆炸2暴击38掉矿4568易伤68序列升级7核9等级a全技能	8
118	51113 23165	   	244.52	橙3易伤2时间1等级1暴击	1平台27时间369易伤4赏金塔5暴击8等级a核	2
119	52661 23213	   	244.50	橙4易伤1等级1暴击1全技能	1平台249a易伤3等级5暴击6全技能7核8立即金币	2
120	11128 37327	   	244.45	橙3易伤2伤害1暴击1核弹	18挖尘2雷电378易伤4加一5核弹68伤害8序列升级9核a暴击	6
121	23432 13531	   	244.40	橙3易伤3时间1等级	17基地爆炸247时间3等级5矿等679易伤7序列升级8随机矿a核	6
122	15132 22612	   	244.30	橙4易伤1等级1暴击1全技能	168挖尘2暴击38掉矿4568易伤68序列升级7核9等级a全技能	10
123	15132 22614	   	244.30	橙4易伤1等级1暴击1全技能	168挖尘2暴击38掉矿4568易伤68序列升级7核9等级a全技能	9
124	15132 22634	   	244.30	橙4易伤1等级1暴击1全技能	168挖尘2暴击38掉矿4568易伤68序列升级7核9等级a全技能	8
125	22116 12115	 * 	244.29	橙2等级1易伤2伤害2时间1核弹	19基地爆炸2额外掉落3核弹45等级6核79时间89伤害9序列升级a易伤	2
126	23435 41131	   	244.20	橙3易伤3时间1等级	1基地爆炸248时间3等级569易伤7最后敌人a核	5
127	23435 42131	   	244.20	橙3易伤3时间1等级	1基地爆炸248时间3等级569易伤7低血量敌人a核	5
128	13432 13231	   	244.20	橙3易伤3时间1等级	17挖尘247时间3等级5矿等679易伤7序列升级8金币生成a核	6
129	13432 13531	   	244.20	橙3易伤3时间1等级	17挖尘247时间3等级5矿等679易伤7序列升级8随机矿a核	6
130	14143 61131	   	244.20	橙3易伤3时间1等级	1挖尘26低血量敌人3等级489易伤567时间6序列升级a核	2
131	23143 11131	   	244.20	橙3易伤3时间1等级	1基地爆炸257时间3等级489易伤6低血量敌人a核	2
132	23143 41131	   	244.20	橙3易伤3时间1等级	1基地爆炸258时间3等级469易伤7最后敌人a核	2
133	23143 42131	   	244.20	橙3易伤3时间1等级	1基地爆炸258时间3等级469易伤7低血量敌人a核	2
134	23423 41131	   	244.20	橙3易伤3时间1等级	1基地爆炸257时间3等级4低血量敌人689易伤a核	4
135	23431 41131	   	244.20	橙3易伤3时间1等级	1基地爆炸247时间3等级5低血量敌人689易伤a核	5
136	23435 11131	   	244.20	橙3易伤3时间1等级	1基地爆炸247时间3等级589易伤6低血量敌人a核	5
137	23435 41131	   	244.20	橙3易伤3时间1等级	1基地爆炸247时间3等级589易伤6低血量敌人a核	6
138	23436 41131	   	244.20	橙3易伤3时间1等级	1基地爆炸247时间3等级5最后敌人689易伤a核	5
139	23436 41131	   	244.20	橙3易伤3时间1等级	1基地爆炸247时间3等级5低血量敌人689易伤a核	4
140	23443 11131	   	244.20	橙3易伤3时间1等级	1基地爆炸257时间3等级489易伤6低血量敌人a核	3
141	23443 41131	   	244.20	橙3易伤3时间1等级	1基地爆炸258时间3等级469易伤7最后敌人a核	3
142	23443 42131	   	244.20	橙3易伤3时间1等级	1基地爆炸258时间3等级469易伤7低血量敌人a核	3
143	24123 41131	   	244.20	橙3易伤3时间1等级	1基地爆炸2低血量敌人3等级457时间689易伤a核	2
144	24143 31131	   	244.20	橙3易伤3时间1等级	1基地爆炸2低血量敌人3等级489易伤567时间a核	2
145	24423 41131	   	244.20	橙3易伤3时间1等级	1基地爆炸2低血量敌人3等级457时间689易伤a核	3
146	24443 31131	   	244.20	橙3易伤3时间1等级	1基地爆炸2低血量敌人3等级489易伤567时间a核	3
147	13143 41131	   	244.10	橙3易伤3时间1等级	1挖尘258时间3等级469易伤7最后敌人a核	2
148	13143 42131	   	244.10	橙3易伤3时间1等级	1挖尘258时间3等级469易伤7低血量敌人a核	2
149	13356 41131	   	244.10	橙3易伤3时间1等级	1挖尘237时间4低血量敌人5等级689易伤a核	5
150	13435 41131	   	244.10	橙3易伤3时间1等级	1挖尘248时间3等级569易伤7最后敌人a核	5
151	13435 42131	   	244.10	橙3易伤3时间1等级	1挖尘248时间3等级569易伤7低血量敌人a核	5
152	13443 41131	   	244.10	橙3易伤3时间1等级	1挖尘258时间3等级469易伤7最后敌人a核	3
153	13443 42131	   	244.10	橙3易伤3时间1等级	1挖尘258时间3等级469易伤7低血量敌人a核	3
154	14123 41131	   	244.10	橙3易伤3时间1等级	1挖尘2低血量敌人3等级457时间689易伤a核	2
155	14423 41131	   	244.10	橙3易伤3时间1等级	1挖尘2低血量敌人3等级457时间689易伤a核	3
156	23143 45131	   	244.10	橙3易伤3时间1等级	1基地爆炸258时间3等级469易伤7挖青a核	2
157	13143 11131	   	244.10	橙3易伤3时间1等级	1挖尘257时间3等级489易伤6低血量敌人a核	2
158	13423 41131	   	244.10	橙3易伤3时间1等级	1挖尘257时间3等级4低血量敌人689易伤a核	4
159	13431 41131	   	244.10	橙3易伤3时间1等级	1挖尘247时间3等级5低血量敌人689易伤a核	5
160	13435 11131	   	244.10	橙3易伤3时间1等级	1挖尘247时间3等级589易伤6低血量敌人a核	5
161	13435 41131	   	244.10	橙3易伤3时间1等级	1挖尘247时间3等级589易伤6低血量敌人a核	6
162	13436 41131	   	244.10	橙3易伤3时间1等级	1挖尘247时间3等级5低血量敌人689易伤a核	4
163	13436 41131	   	244.10	橙3易伤3时间1等级	1挖尘247时间3等级5最后敌人689易伤a核	5
164	13443 11131	   	244.10	橙3易伤3时间1等级	1挖尘257时间3等级489易伤6低血量敌人a核	3
165	14143 41131	   	244.10	橙3易伤3时间1等级	1挖尘2低血量敌人3等级489易伤567时间a核	2
166	12116 12115	   	244.09	橙2等级1易伤2伤害2时间1核弹	19挖尘2额外掉落3核弹45等级6核79时间89伤害9序列升级a易伤	2
167	23146 51312	   	243.93	橙2易伤2伤害2时间1等级	1基地爆炸2a时间3等级46易伤5随机矿79伤害8核	2
168	13146 51312	   	243.83	橙2易伤2伤害2时间1等级	1挖尘2a时间3等级46易伤5随机矿79伤害8核	2
169	33142 36361	 * 	243.63	紫4易伤2等级2雷电1核弹1全技能	18雷电2敌人爆炸378a易伤48等级5核6核弹8序列升级9全技能	4
170	21412 23265	   	243.61	橙3易伤2等级1时间	1基地爆炸258易伤3攻速4赏金塔6核7时间9a等级	1
171	11412 23265	   	243.51	橙3易伤2等级1时间	1挖尘258易伤3攻速4赏金塔6核7时间9a等级	1
172	63232 11334	   	243.47	橙3易伤2等级1时间1卖塔	1策反29等级3雷电467易伤5卖塔8核a时间	7
173	63232 16334	   	243.47	橙3易伤2等级1时间1卖塔	1策反29等级3雷电467易伤5卖塔8核a时间	6
174	21132 31124	 * 	243.32	橙4易伤2暴击1伤害	1基地爆炸2雷电3679易伤4伤害58暴击a核	7
175	25132 22524	   	243.23	橙5易伤1时间1暴击	16基地爆炸2暴击3掉矿4568a易伤6序列升级7核9时间	8
176	63122 26421	   	243.16	橙2等级1易伤2伤害1时间2攻速	1策反2a等级3时间4易伤5双倍矿6a攻速7雷电8a伤害9核a序列升级	8
177	63121 22421	 * 	243.06	橙3等级1易伤2伤害1时间2攻速	1策反27a等级3时间4易伤5a攻速6雷电8a伤害9核a序列升级	8
178	33146 33336	   	243.03	橙2易伤2等级1伤害2雷电1暴击	17雷电2敌人爆炸36易伤49等级5暴击8核a伤害	7
179	15132 22524	   	243.03	橙5易伤1时间1暴击	16挖尘2暴击3掉矿4568a易伤6序列升级7核9时间	8
180	23146 51311	   	243.00	橙2易伤2伤害1等级1时间1暴击	1基地爆炸2时间3等级46易伤5随机矿79伤害8核a暴击	2
181	23321 23436	   	242.96	橙2易伤2时间1等级1伤害	1基地爆炸23时间47易伤5攻速6雷电8伤害9等级a核	8
182	11146 33336	   	242.93	橙2易伤2等级1伤害2雷电1暴击	1挖尘27雷电36易伤49等级5暴击8核a伤害	7
183	13146 51311	   	242.90	橙2易伤2伤害1等级1时间1暴击	1挖尘2时间3等级46易伤5随机矿79伤害8核a暴击	2
184	23336 45333	   	242.82	橙2易伤3时间1等级1暴击1全技能	1基地爆炸258时间35易伤4赏金塔5序列升级6暴击7全技能9核a等级	2
185	22513 13141	   	242.62	橙3易伤2伤害2时间	19基地爆炸2额外掉落36时间459易伤7核89伤害9序列升级a最后敌人	4
186	22513 13142	   	242.62	橙3易伤2伤害2时间	19基地爆炸2额外掉落36时间459易伤7核89伤害9序列升级a低血量敌人	4
187	22513 13144	   	242.62	橙3易伤2伤害2时间	19基地爆炸2额外掉落36时间459易伤7核89伤害9序列升级a金币生成	4
188	22515 13141	   	242.62	橙3易伤2伤害2时间	19基地爆炸2额外掉落36时间459易伤7核89伤害9序列升级a最后敌人	5
189	22515 13142	   	242.62	橙3易伤2伤害2时间	19基地爆炸2额外掉落36时间459易伤7核89伤害9序列升级a低血量敌人	5
190	22523 13141	   	242.62	橙3易伤2伤害2时间	19基地爆炸2额外掉落36时间459易伤7核89伤害9序列升级a最后敌人	3
191	22523 13142	   	242.62	橙3易伤2伤害2时间	19基地爆炸2额外掉落36时间459易伤7核89伤害9序列升级a低血量敌人	3
192	22523 13144	   	242.62	橙3易伤2伤害2时间	19基地爆炸2额外掉落36时间459易伤7核89伤害9序列升级a金币生成	3
193	22513 63142	   	242.62	橙3易伤2伤害2时间	169基地爆炸2额外掉落3a时间459易伤7核89伤害9序列升级	4
194	22523 63142	   	242.62	橙3易伤2伤害2时间	169基地爆炸2额外掉落3a时间459易伤7核89伤害9序列升级	3
195	22513 13145	   	242.52	橙3易伤2伤害2时间	19基地爆炸2额外掉落36时间459易伤7核89伤害9序列升级a赏金邻近	4
196	22523 13145	   	242.52	橙3易伤2伤害2时间	19基地爆炸2额外掉落36时间459易伤7核89伤害9序列升级a赏金邻近	3
197	63213 31266	   	242.52	橙3易伤2等级2雷电	17策反27等级35雷电4金币生成678易伤7序列升级9攻速a核	5
198	52611 63213	   	242.46	橙3易伤2等级1暴击1全技能	1平台29a易伤35等级4全技能6暴击7核8立即金币	2
199	12513 13141	   	242.42	橙3易伤2伤害2时间	19挖尘2额外掉落36时间459易伤7核89伤害9序列升级a最后敌人	4
200	12513 13142	   	242.42	橙3易伤2伤害2时间	19挖尘2额外掉落36时间459易伤7核89伤害9序列升级a低血量敌人	4
201	12513 13144	   	242.42	橙3易伤2伤害2时间	19挖尘2额外掉落36时间459易伤7核89伤害9序列升级a金币生成	4
202	12515 13141	   	242.42	橙3易伤2伤害2时间	19挖尘2额外掉落36时间459易伤7核89伤害9序列升级a最后敌人	5
203	12515 13142	   	242.42	橙3易伤2伤害2时间	19挖尘2额外掉落36时间459易伤7核89伤害9序列升级a低血量敌人	5
204	12523 13141	   	242.42	橙3易伤2伤害2时间	19挖尘2额外掉落36时间459易伤7核89伤害9序列升级a最后敌人	3
205	12523 13142	   	242.42	橙3易伤2伤害2时间	19挖尘2额外掉落36时间459易伤7核89伤害9序列升级a低血量敌人	3
206	12523 13144	   	242.42	橙3易伤2伤害2时间	19挖尘2额外掉落36时间459易伤7核89伤害9序列升级a金币生成	3
207	12513 13145	   	242.32	橙3易伤2伤害2时间	19挖尘2额外掉落36时间459易伤7核89伤害9序列升级a赏金邻近	4
208	12523 13145	   	242.32	橙3易伤2伤害2时间	19挖尘2额外掉落36时间459易伤7核89伤害9序列升级a赏金邻近	3
209	21146 31316	   	242.16	橙3易伤1等级1伤害1暴击	19基地爆炸2雷电367易伤4等级5暴击8核a伤害	7
210	21313 61316	   	242.16	橙3易伤1等级1伤害1暴击	19基地爆炸235易伤4雷电6核7暴击8等级a伤害	1
211	33132 31331	   	242.16	橙3易伤1等级1伤害1暴击	1雷电2敌人爆炸367易伤4伤害5暴击8核9等级a金币生成	7
212	33132 31332	   	242.16	橙3易伤1等级1伤害1暴击	1雷电2敌人爆炸367易伤4伤害5暴击8核9等级a额外掉落	7
