0	Index      	 *	Score 	Summary	Detail	
1	41216 33115	 * 	225.69	DCR|3VULN|2ASPD|1AART|1CDMG|2ZMB	1aZMB|23aVULN|4CGEN|5AART|6CDMG|7aASPD|8RCR|9RMIN|aBPWR
23	41613 31351	 * 	209.75	DCR|2VULN|1MDPS|1AART|1CDMG|2DUR|2ZMB	18ZMB|28VULN|3AART|4CDMG|5ERES|6RCR|78DUR|8BPWR|9MDPS|aDMSP
24	41613 31352	   	209.75	DCR|2VULN|1MDPS|1AART|1CDMG|2DUR|2ZMB	18ZMB|28VULN|3AART|4CDMG|5ERES|6RCR|78DUR|8BPWR|9MDPS|aFEWX
25	41613 31353	 * 	209.75	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|2DUR|2ZMB	18ZMB|28VULN|3AART|4CDMG|5ERES|6RCR|78DUR|8BPWR|9MDPS|aDMG
26	41613 36131	 * 	208.86	DCR|2VULN|2AART|1MDPS|1CDMG|1ZMB|1MSE	1ZMB|28VULN|37AART|4CDMG|5ERES|6RCR|9MDPS|aMSE
27	41613 36132	 * 	208.86	DCR|2VULN|2AART|1MDPS|1CDMG|1ZMB	1ZMB|28VULN|37AART|4CDMG|5ERES|6RCR|9MDPS|aRPLT
28	41613 36133	   	208.86	DCR|2VULN|2AART|1MDPS|1CDMG|1ZMB	1ZMB|28VULN|37AART|4CDMG|5ERES|6RCR|9MDPS|aLWND
29	23253 11435	 * 	207.76	DCR|2AART|2ASPD|1VULN|1DMG|1CDMG	1CDMG|2LHND|34ASPD|5ERES|68AART|7VULN|9RCR|aDMG
30	26223 11435	   	207.76	DCR|2AART|2ASPD|1VULN|1DMG|1CDMG	1CDMG|24ERES|34ASPD|4BPWR|5LWND|68AART|7VULN|9RCR|aDMG
31	41243 83332	 * 	207.21	DCR|2VULN|2DMG|1ASPD|1CDMG|2ZMB	19ZMB|23VULN|4CDMG|5MBVNT|6aDMG|7ASPD|8RCR
32	41613 31361	   	207.10	DCR|2VULN|2AART|1CDMG|2DUR|2ZMB	18ZMB|28VULN|39AART|4CDMG|5ERES|6RCR|78DUR|8BPWR|aFEWX
33	41613 31362	   	207.10	DCR|2VULN|2AART|1CDMG|2ZMB|2DUR	18ZMB|28VULN|39AART|4CDMG|5ERES|6RCR|78DUR|8BPWR|aLHND
34	41613 31363	   	207.00	DCR|2VULN|2AART|1CDMG|2DUR|2ZMB	18ZMB|28VULN|39AART|4CDMG|5ERES|6RCR|78DUR|8BPWR|aDUST
35	41235 61121	 * 	206.57	DCR|2VULN|1MDPS|2DMG|1ASPD|1AAC|1ZMB	1ZMB|23VULN|4AAC|5ASPD|67DMG|8RCR|9LHND|aMDPS
36	22353 26262	 * 	206.24	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3CGEN|4ASPD|568VULN|7RCR|9ZMB|aDMG
37	22353 26633	   	206.24	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3CGEN|4ASPD|56aVULN|7RCR|8ZMB|9DMG
38	36313 26262	   	206.24	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3CDMG|4CGEN|568VULN|7RCR|9ZMB|aDMG
39	36313 26633	   	206.24	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3CDMG|4CGEN|56aVULN|7RCR|8ZMB|9DMG
40	41235 61133	 * 	205.58	DCR|3VULN|2DMG|1ASPD|1AAC|1ZMB	1ZMB|23aVULN|4AAC|5ASPD|67DMG|8RCR|9RMIN
41	16214 36313	 * 	204.53	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1FEWX|2ASPD|35VULN|4BEXP|6AART|7RCR|8DMG|9LWND|aMDPS
42	36261 33633	   	204.53	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC|1ZMB	1DUST|25ASPD|3aVULN|4AAC|6RCR|7CDMG|8ZMB|9DMG
43	16234 36313	   	204.43	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1FEWX|2ASPD|35VULN|4DUST|6AART|7RCR|8DMG|9LWND|aMDPS
44	36214 36313	   	204.43	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1DUST|2ASPD|35VULN|4FEWX|6AART|7RCR|8DMG|9LWND|aMDPS
45	41141 36322	   	204.34	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|29VULN|3CGEN|4BEXP|5ASPD|6AART|7RCR|8DMG|aDUR
46	41161 36322	   	204.24	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|29VULN|3CGEN|4DUST|5ASPD|6AART|7RCR|8DMG|aDUR
47	41216 33633	   	204.05	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|238VULN|4CGEN|5AART|6CDMG|7ASPD|9RPLT|aRCR
48	41235 61111	   	203.99	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC|1ZMB	1ZMB|23VULN|4AAC|5ASPD|67DMG|8RCR|9DMSP|aCDMG
49	34313 26262	 * 	203.76	DCR|3VULN|2DMG|1CDMG|1ZMB	1DUST|2aDMG|3CDMG|4CGEN|568VULN|7RCR|9ZMB
50	16214 36321	   	203.53	DCR|3VULN|1AART|1ASPD|1DMG	1FEWX|2ASPD|359VULN|4BEXP|6AART|7RCR|8DMG|aLHND
51	41613 31251	 * 	203.48	DCR|2VULN|3ZMB|1AART|1CDMG|2DUR	19aZMB|29VULN|3AART|4CDMG|5ERES|6RCR|79DUR|8RPLT|9BPWR
52	41613 31311	   	203.48	DCR|2VULN|3ZMB|1AART|1CDMG|2DUR	18aZMB|28VULN|3AART|4CDMG|5ERES|6RCR|78DUR|8BPWR|9RPLT
53	23136 35152	 * 	203.46	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG|1DUR	1CDMG|2LHND|3AART|4DUR|56DMG|7ASPD|8VULN|9RCR|aRPLT
54	23136 35153	   	203.46	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2LHND|3AART|4DUR|56DMG|7ASPD|8VULN|9RCR|aLWND
55	16234 36321	   	203.43	DCR|3VULN|1AART|1ASPD|1DMG	1FEWX|2ASPD|359VULN|4DUST|6AART|7RCR|8DMG|aLHND
56	36214 36321	   	203.43	DCR|3VULN|1AART|1ASPD|1DMG	1DUST|2ASPD|359VULN|4FEWX|6AART|7RCR|8DMG|aLHND
57	23136 35151	   	203.36	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG|1DUR	1CDMG|2LHND|3AART|4DUR|56DMG|7ASPD|8VULN|9RCR|aDUST
58	45321 11148	 * 	203.29	DCR|2VULN|3ZMB|1AART|1DMG|2SPLREG	12aZMB|2aBPWR|3BELT|4DMG|5aSPLREG|6MBVNT|7aVULN|8RCR|9AART
59	46321 11148	   	203.29	DCR|2VULN|3ZMB|1AART|1DMG|2SPLREG	12aZMB|3BELT|4DMG|5aSPLREG|6MBVNT|7aVULN|8RCR|9AART|aBPWR
60	26136 11135	 * 	202.80	DCR|2VULN|2DMG|2CDMG|1AART	13CDMG|2ERES|4LHND|5aDMG|6AART|78VULN|9RCR
61	41612 13633	   	202.30	DCR|2VULN|2AART|1ASPD|1CDMG|1ZMB	1ZMB|28VULN|35AART|4CDMG|6CGEN|7ASPD|9RPLT|aRCR
62	41221 36322	   	202.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|239VULN|4FEWX|5BEXP|6AART|7RCR|8DMG|aDUR
63	41221 36422	   	202.11	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|239VULN|4FEWX|5BEXP|6AART|7RCR|8ASPD|aDUR
64	41215 21362	 * 	202.09	DCR|4VULN|2ASPD|1ZMB	1ZMB|238aVULN|4CGEN|59ASPD|6RCR|7LHND
65	41235 21362	   	201.99	DCR|4VULN|2ASPD|1AAC|1ZMB	1ZMB|238aVULN|4AAC|59ASPD|6RCR|7LHND
66	16214 36122	   	201.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2ASPD|35VULN|4BEXP|6AART|7RCR|8CDMG|9DMG|aRPLT
67	16214 36123	   	201.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2ASPD|35VULN|4BEXP|6AART|7RCR|8CDMG|9DMG|aLWND
68	16214 36121	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2ASPD|35VULN|4BEXP|6AART|7RCR|8CDMG|9DMG|aDUST
69	16234 36122	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2ASPD|35VULN|4DUST|6AART|7RCR|8CDMG|9DMG|aRPLT
70	16234 36123	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2ASPD|35VULN|4DUST|6AART|7RCR|8CDMG|9DMG|aLWND
71	36214 36122	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DUST|2ASPD|35VULN|4FEWX|6AART|7RCR|8CDMG|9DMG|aRPLT
72	36214 36123	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DUST|2ASPD|35VULN|4FEWX|6AART|7RCR|8CDMG|9DMG|aLWND
73	16213 36323	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG	15FEWX|2ASPD|39VULN|4BEXP|6aAART|7RCR|8DMG
74	16234 36121	   	201.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1MSE	1FEWX|2ASPD|35VULN|4DUST|6AART|7RCR|8CDMG|9DMG|aMSE
75	36214 36121	   	201.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1MSE	1DUST|2ASPD|35VULN|4FEWX|6AART|7RCR|8CDMG|9DMG|aMSE
76	12661 36323	   	201.68	DCR|2VULN|2AART|1ASPD|1DMG	12FEWX|39VULN|4DUST|5ASPD|6aAART|7RCR|8DMG
77	16233 36323	   	201.68	DCR|2VULN|2AART|1ASPD|1DMG	15FEWX|2ASPD|39VULN|4DUST|6aAART|7RCR|8DMG
78	16253 38323	   	201.68	DCR|2VULN|2AART|1ASPD|1DMG	15FEWX|2ASPD|39VULN|4MBVNT|6aAART|7RCR|8DMG
79	36213 36323	   	201.68	DCR|2VULN|2AART|1ASPD|1DMG	1DUST|2ASPD|39VULN|45FEWX|6aAART|7RCR|8DMG
80	34313 26632	   	201.59	DCR|3DMG|2VULN|1CDMG|1ZMB	1DUST|29aDMG|3CDMG|4CGEN|56VULN|7RCR|8ZMB
81	23231 23662	 * 	201.54	DCR|2VULN|2ASPD|1AART|2CDMG	19CDMG|2LHND|39ASPD|4TLV|5DUST|69VULN|7AART|8RCR|9BPWR|aRPLT
82	23231 23663	   	201.54	DCR|2VULN|2ASPD|1AART|2CDMG	19CDMG|2LHND|39ASPD|4TLV|5DUST|69VULN|7AART|8RCR|9BPWR|aLWND
83	23231 23664	   	201.54	DCR|2VULN|2ASPD|1AART|2CDMG	19CDMG|2LHND|39ASPD|4TLV|5DUST|69VULN|7AART|8RCR|9BPWR|aRMIN
84	23231 23665	   	201.54	DCR|2VULN|2ASPD|1AART|2CDMG	19CDMG|2LHND|39ASPD|4TLV|5DUST|69VULN|7AART|8RCR|9BPWR|aBELT
85	23231 23666	   	201.54	DCR|2VULN|2ASPD|2CDMG|1AART	19CDMG|2LHND|39ASPD|4TLV|5DUST|69VULN|7AART|8RCR|9BPWR|aLIT
86	36254 38323	   	201.48	DCR|2VULN|2AART|1ASPD|1DMG	15DUST|2ASPD|39VULN|4MBVNT|6aAART|7RCR|8DMG
87	41352 13471	   	201.47	DCR|2VULN|2ASPD|1AART|2ZMB|1AAC|1DUR|1SELL	18ZMB|28VULN|3SELL|48ASPD|5MBVNT|6AAC|7RCR|8BPWR|9DUR|aAART
88	23231 23661	   	201.44	DCR|2VULN|2ASPD|1AART|2CDMG|1MSE	19CDMG|2LHND|39ASPD|4TLV|5DUST|69VULN|7AART|8RCR|9BPWR|aMSE
89	12443 41112	   	200.59	DCR|3VULN|2ASPD|1CDMG|1ZMB	123FEWX|46aVULN|56ASPD|6BPWR|7RCR|8ZMB|9CDMG
90	41221 36325	   	200.58	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	1ZMB|239VULN|4FEWX|5BEXP|6AART|7RCR|8DMG|aAAC
91	22353 26621	   	200.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3CGEN|4ASPD|56VULN|7RCR|8ZMB|9DUR|aAART
92	34313 26621	   	200.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUST|2DMG|3CDMG|4CGEN|56VULN|7RCR|8ZMB|9DUR|aAART
93	36313 26621	   	200.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUST|2ASPD|3CDMG|4CGEN|56VULN|7RCR|8ZMB|9DUR|aAART
94	26532 13484	   	199.97	DCR|2DMG|1AART|1VULN|2CDMG|2DUR|1AAC	18CDMG|2ERES|38DMG|48DUR|5MBVNT|6AAC|7RCR|8BPWR|9AART|aVULN
95	16253 38324	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG	15FEWX|2aASPD|39VULN|4MBVNT|6AART|7RCR|8DMG
96	41263 14222	 * 	199.65	DCR|5VULN|1AART|1ZMB	1ZMB|23567VULN|46ERES|6BPWR|8DUST|9RCR|aAART
97	36254 38324	   	199.62	DCR|2VULN|2ASPD|1AART|1DMG	15DUST|2aASPD|39VULN|4MBVNT|6AART|7RCR|8DMG
98	15214 36323	   	199.45	DCR|3VULN|2AART|1DMG|1AAC	1FEWX|2AAC|359VULN|4BEXP|6aAART|7RCR|8DMG
99	15234 36323	   	199.35	DCR|3VULN|2AART|1DMG|1AAC	1FEWX|2AAC|359VULN|4DUST|6aAART|7RCR|8DMG
100	35214 36323	   	199.35	DCR|3VULN|2AART|1DMG|1AAC	1DUST|2AAC|359VULN|4FEWX|6aAART|7RCR|8DMG
101	14132 26422	 * 	199.23	DCR|3AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|3CGEN|478AART|5CDMG|6aVULN|9RCR
102	16132 26422	 * 	199.23	DCR|3AART|2VULN|1ASPD|1CDMG	1FEWX|2ASPD|3CGEN|478AART|5CDMG|6aVULN|9RCR
103	23112 21422	   	199.23	DCR|3AART|2VULN|1ASPD|1CDMG	1CDMG|2LHND|358AART|4CGEN|6ASPD|7aVULN|9RCR
104	41215 21363	 * 	199.17	DCR|3VULN|3ASPD|1ZMB	1ZMB|238VULN|4CGEN|59aASPD|6RCR|7LHND
105	34131 36422	   	199.13	DCR|3AART|2VULN|1DMG|1CDMG	1DUST|2DMG|3CGEN|478AART|5aVULN|6CDMG|9RCR
106	34132 26422	   	199.13	DCR|3AART|2VULN|1DMG|1CDMG	1DUST|2DMG|3CGEN|478AART|5CDMG|6aVULN|9RCR
107	36131 36422	   	199.13	DCR|3AART|2VULN|1ASPD|1CDMG	1DUST|2ASPD|3CGEN|478AART|5aVULN|6CDMG|9RCR
108	36132 26422	   	199.13	DCR|3AART|2VULN|1ASPD|1CDMG	1DUST|2ASPD|3CGEN|478AART|5CDMG|6aVULN|9RCR
109	41235 21363	   	199.07	DCR|3VULN|3ASPD|1AAC|1ZMB	1ZMB|238VULN|4AAC|59aASPD|6RCR|7LHND
110	14132 26423	 * 	198.91	DCR|3AART|1VULN|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3CGEN|478AART|5CDMG|6VULN|9RCR|aASPD
111	34131 36423	   	198.81	DCR|3AART|1VULN|1ASPD|1DMG|1CDMG	1DUST|2DMG|3CGEN|478AART|5VULN|6CDMG|9RCR|aASPD
112	34132 26423	   	198.81	DCR|3AART|1VULN|1ASPD|1DMG|1CDMG	1DUST|2DMG|3CGEN|478AART|5CDMG|6VULN|9RCR|aASPD
113	41216 33116	   	198.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|23VULN|4CGEN|5AART|6CDMG|7ASPD|8RCR|9RMIN|aDUR
114	41216 33126	   	198.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|23VULN|4CGEN|5AART|6CDMG|7ASPD|8RCR|9BEXP|aDUR
115	41236 33131	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|23VULN|4AAC|5AART|6CDMG|7ASPD|8RCR|9DUR|aLWND
116	41236 33132	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|23VULN|4AAC|5AART|6CDMG|7ASPD|8RCR|9DUR|aMLV
117	41236 33133	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|23VULN|4AAC|5AART|6CDMG|7ASPD|8RCR|9DUR|aLHND
118	41236 33134	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|23VULN|4AAC|5AART|6CDMG|7ASPD|8RCR|9DUR|aRCVC
119	41236 33135	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|23VULN|4AAC|5AART|6CDMG|7ASPD|8RCR|9DUR|aCGEN
120	41236 33136	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|23VULN|4AAC|5AART|6CDMG|7ASPD|8RCR|9DUR|aBEXP
121	41631 33131	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|25VULN|3AART|4AAC|6CDMG|7ASPD|8RCR|9DUR|aLWND
122	41631 33132	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|25VULN|3AART|4AAC|6CDMG|7ASPD|8RCR|9DUR|aMLV
123	41631 33133	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|25VULN|3AART|4AAC|6CDMG|7ASPD|8RCR|9DUR|aLHND
124	41631 33134	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|25VULN|3AART|4AAC|6CDMG|7ASPD|8RCR|9DUR|aRCVC
125	41631 33135	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|25VULN|3AART|4AAC|6CDMG|7ASPD|8RCR|9DUR|aCGEN
126	41631 33136	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|25VULN|3AART|4AAC|6CDMG|7ASPD|8RCR|9DUR|aBEXP
127	26136 11335	 * 	198.08	DCR|3DMG|1VULN|2CDMG|1AART	13CDMG|2ERES|4LHND|58aDMG|6AART|7VULN|9RCR
128	26262 11135	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2ERES|3ASPD|4RMIN|5AART|6CGEN|78VULN|9RCR|aDMG
129	41613 31315	   	197.80	DCR|2VULN|1AART|1CDMG|2DUR|1AAC|2ZMB	18ZMB|28VULN|3AART|4CDMG|5ERES|6RCR|78DUR|8BPWR|9RPLT|aAAC
130	41611 13111	   	197.75	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|59RMIN|6BPWR|7ASPD|8RCR|aCGEN
131	41611 13113	   	197.75	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|59RMIN|6BPWR|7ASPD|8RCR|aLHND
132	41611 13114	   	197.75	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|59RMIN|6BPWR|7ASPD|8RCR|aRCVC
133	41611 13141	   	197.75	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9LHND|aLWND
134	41611 13142	   	197.75	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9LHND|aMLV
135	41611 13143	   	197.75	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9aLHND
136	41611 13151	   	197.75	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9BEXP|aLWND
137	41611 13152	   	197.75	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9BEXP|aMLV
138	41611 13153	   	197.75	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9BEXP|aLHND
139	16261 31123	   	197.73	DCR|2VULN|2AART|2ASPD|1AAC	1FEWX|25ASPD|39VULN|4AAC|6RCR|7DUST|8aAART
140	36322 41135	   	197.65	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	14DUST|2ASPD|3CDMG|5AART|6ERES|78VULN|9RCR|aDMG
141	41611 13112	   	197.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB|1SELL	1ZMB|26VULN|3AART|46CDMG|59RMIN|6BPWR|7ASPD|8RCR|aSELL
142	41611 13116	   	197.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|59RMIN|6BPWR|7ASPD|8RCR|aERES
143	41611 13121	   	197.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9ERES|aFEWX
144	41611 13122	   	197.65	DCR|2VULN|2CDMG|1AART|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9ERES|aLHND
145	41611 13126	   	197.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9ERES|aCGEN
146	41611 13131	   	197.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9DUST|aLWND
147	41611 13132	   	197.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9DUST|aMLV
148	41611 13133	   	197.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9DUST|aLHND
149	41611 13134	   	197.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9DUST|aRCVC
150	41611 13135	   	197.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9DUST|aCGEN
151	41611 13136	   	197.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9DUST|aFEWX
152	41611 13123	   	197.55	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9ERES|aDUST
153	41611 13124	   	197.55	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|26VULN|3AART|46CDMG|5RMIN|6BPWR|7ASPD|8RCR|9aERES
