0	Index      	 *	Score 	Summary	Detail	
1	32562 11123	 * 	220.68	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1RMIN|2AART|3DUR|489VULN|5DUST|6RCR|7ASPD|aDMG
56	32313 26343	   	199.46	DCR|3AART|2DMG|1VULN|1ZMB	1RMIN|267AART|3VULN|4ZMB|59DMG|8RCR|aBEXP
57	32313 26346	   	199.46	DCR|3AART|2DMG|1VULN|1ZMB	1RMIN|267AART|3VULN|4ZMB|59DMG|8RCR|aCGEN
58	11621 52512	   	199.45	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB|1DUR	1AART|2LIT|3TLV|4ASPD|5ZMB|67DMG|8RCR|9DUR|aVULN
59	32313 26342	   	199.36	DCR|3AART|2DMG|1VULN|1ZMB|1MSE	1RMIN|267AART|3VULN|4ZMB|59DMG|8RCR|aMSE
60	32313 26345	   	199.36	DCR|3AART|2DMG|1VULN|1ZMB|1SELL	1RMIN|267AART|3VULN|4ZMB|59DMG|8RCR|aSELL
61	26122 33616	   	199.19	DCR|3VULN|2CDMG|1ASPD|1DMG|1SELL	1LWND|26aVULN|35CDMG|4DMG|7ASPD|8SELL|9RCR
62	12342 21323	   	199.13	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7ASPD|8DUR|9aVULN
63	12342 21422	   	199.13	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7ASPD|89VULN|aDUR
64	12342 22323	   	199.13	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7DUR|8ASPD|9aVULN
65	12342 22423	   	199.13	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7DUR|8DMG|9aVULN
66	14623 32143	 * 	199.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1AART|25LWND|3BASARM|48DMG|6ASPD|7RCR|9CDMG|aVULN
67	26542 11123	   	198.96	DCR|2VULN|2AART|1ASPD|1DUR	1LWND|28VULN|3aAART|4RMIN|5DUR|6RCR|7ASPD|9BEXP
68	32322 11123	   	198.96	DCR|2VULN|2AART|1ASPD|1DUR	1RMIN|2aAART|38VULN|4LWND|5DUR|6RCR|7ASPD|9BEXP
69	32322 11153	   	198.96	DCR|2VULN|2AART|1ASPD|1DUR	1RMIN|2aAART|38VULN|4LWND|5DUR|6RCR|7ASPD|9LHND
70	32561 11123	   	198.96	DCR|2VULN|2AART|1ASPD|1DUR	1RMIN|2aAART|3DUR|48VULN|5LWND|6RCR|7ASPD|9BEXP
71	32561 11153	   	198.96	DCR|2VULN|2AART|1ASPD|1DUR	1RMIN|2aAART|3DUR|48VULN|5LWND|6RCR|7ASPD|9LHND
72	32562 11153	   	198.86	DCR|2VULN|2AART|1ASPD|1DUR	1RMIN|2aAART|3DUR|48VULN|5DUST|6RCR|7ASPD|9LHND
73	26111 16432	 * 	198.67	DCR|3VULN|1SPLARM|1ASPD|1CDMG|1DUR	1LWND|25aVULN|3CDMG|4ERES|6ASPD|7RCR|8SPLARM|9DUR
74	13163 62253	   	198.34	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB|1DUR	18AART|2ZMB|3AAC|4DLOT|5CDMG|6RCR|79VULN|aDUR
75	26121 33511	   	198.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|256VULN|3CDMG|4DMG|7ASPD|8AME|9DUR|aRCR
76	26121 33311	   	198.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|256VULN|3CDMG|4DMG|7ASPD|8ERES|9DUR|aRCR
77	11221 56612	   	198.18	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB|1DUR	1AART|2LIT|3MLV|48ASPD|5ZMB|6DMG|7RCR|9DUR|aVULN
78	13163 62232	   	198.02	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB|1DUR	18AART|2ZMB|3AAC|4DLOT|5CDMG|6RCR|7VULN|9DUR|aDMG
79	11111 26132	 * 	198.01	DCR|2AART|2ASPD|1VULN|1CDMG|1DUR	1aAART|2LIT|3DUR|4DUST|59ASPD|6VULN|7CDMG|8RCR
80	22125 31162	 * 	197.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1LWND|2LHND|3CDMG|4DMG|5RPLT|68VULN|7AART|9RCR|aASPD
81	24225 31162	   	197.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1LWND|2CDMG|3LHND|4DMG|5RPLT|68VULN|7AART|9RCR|aASPD
82	13153 61136	   	197.84	DCR|2DMG|3ZMB|1AART|1ASPD|3DUR|1AAC	1AART|278ZMB|3AAC|467DUR|57DMG|7BPWR|9ASPD|aRCR
83	13413 61136	   	197.84	DCR|2DMG|3ZMB|1AART|1ASPD|3DUR|1AAC	1AART|278ZMB|367DUR|4AAC|57DMG|7BPWR|9ASPD|aRCR
84	11223 54486	   	197.59	DCR|3VULN|2ASPD|1AART	1AART|2LIT|3MLV|4aASPD|5MBVNT|689VULN|7RCR
85	26121 33344	   	197.33	DCR|3VULN|2CDMG|1ASPD|1DMG	1LWND|256VULN|39CDMG|4DMG|7ASPD|8ERES|aRCR
86	26122 33354	   	197.33	DCR|3VULN|2CDMG|1ASPD|1DMG	1LWND|269VULN|35CDMG|4DMG|7ASPD|8ERES|aRCR
87	26122 33424	   	197.33	DCR|3VULN|2CDMG|1ASPD|1DMG	1LWND|268VULN|35CDMG|4DMG|7ASPD|9ERES|aRCR
88	32312 63264	   	197.33	DCR|2VULN|2ASPD|1AART|1ZMB	1RMIN|2AART|3aVULN|4ZMB|5aLHND|6VENFST|7RCR|8BEXP|9aASPD|aBPWR
89	32313 26325	   	197.11	DCR|3AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|267AART|3VULN|4ZMB|5DMG|8RCR|9DUR|aSPLREG
90	32322 11126	   	197.10	DCR|2VULN|2ASPD|1AART|1DUR	1RMIN|2AART|38VULN|4LWND|5DUR|6RCR|7aASPD|9BEXP
91	32561 11126	   	197.10	DCR|2VULN|2ASPD|1AART|1DUR	1RMIN|2AART|3DUR|48VULN|5LWND|6RCR|7aASPD|9BEXP
92	14113 23231	 * 	196.99	DCR|3AART|2DMG|2ASPD|1DUR	146AART|2LWND|3DUR|58DMG|79ASPD|aRCR
93	52335 51113	 * 	196.83	DCR|2DMG|1AART|1ASPD|1NUKE|1ZMB	18RCVC|2ASPD|35DMG|4AME|6RCR|7ZMB|9AART|aNUKE
94	26515 11123	   	196.76	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LWND|28VULN|3AART|4DUR|5CGEN|6RCR|7ASPD|9RCVC|aDMG
95	26121 14234	   	196.73	DCR|2VULN|2ASPD|1DMG|1CDMG|1ZMB	17LWND|25VULN|3CDMG|4DMG|68ASPD|9ZMB|aRCR
96	26121 63234	   	196.73	DCR|2VULN|2ASPD|1DMG|1CDMG|1ZMB	16LWND|25VULN|3CDMG|4DMG|78ASPD|9ZMB|aRCR
97	26512 11123	   	196.66	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LWND|28VULN|3AART|4DUR|5ERES|6RCR|7ASPD|9RCVC|aDMG
98	26562 11123	   	196.66	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LWND|28VULN|3AART|4TLV|5DUR|6RCR|7ASPD|9RCVC|aDMG
99	53363 71223	 * 	196.23	DCR|2VULN|2DMG|1AART	1RCVC|2RMIN|3MBVNT|4aDMG|5LHND|6RCR|79VULN|8AART
100	26243 32334	   	196.20	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LWND|28VULN|3ZMB|4DMG|5ASPD|6CGEN|7RMIN|9RCR|aAART
101	52343 62212	   	196.04	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1RCVC|2ASPD|3DMG|4LIT|5CDMG|6RCR|7VULN|8AART|9CGEN|aDUR
102	32313 56316	   	196.03	DCR|2AART|2DMG|1VULN|1CDMG|1AAC|1ZMB	1RMIN|27AART|3VULN|4ZMB|56DMG|8CDMG|9AAC|aRCR
103	26121 33613	   	195.93	DCR|3VULN|1ASPD|1DMG|1CDMG|1SELL	1LWND|256VULN|3CDMG|4DMG|7ASPD|8SELL|9RCR|aRMIN
104	11131 53244	 * 	195.88	ACR|3VULN|2AART|1MDPS|2ASPD|1DUR	19AART|2aLIT|3DUR|4RCR|5aASPD|68aVULN|7MDPS|aBPWR
105	32261 11523	   	195.82	DCR|2VULN|1AART|1ASPD|1DMG	1RMIN|2AART|3FEWX|49VULN|5LWND|6RCR|7ASPD|8RCVC|aDMG
106	22125 31163	 * 	195.48	DCR|2VULN|2DMG|1AART|1CDMG	1LWND|2LHND|3CDMG|4aDMG|5RPLT|68VULN|7AART|9RCR
107	24225 31163	   	195.48	DCR|2VULN|2DMG|1AART|1CDMG	1LWND|2CDMG|3LHND|4aDMG|5RPLT|68VULN|7AART|9RCR
108	32261 11113	   	195.39	DCR|2VULN|1AART|1ASPD|1DMG	1RMIN|2AART|3FEWX|48VULN|5LWND|6RCR|7ASPD|9RCVC|aDMG
109	32262 11113	   	195.29	DCR|2VULN|1AART|1ASPD|1DMG	1RMIN|2AART|3FEWX|48VULN|5DUST|6RCR|7ASPD|9RCVC|aDMG
110	32312 63343	   	195.17	DCR|2VULN|2AART|1CDMG|1ZMB	1RMIN|29AART|3aVULN|4ZMB|5LHND|6VENFST|7RCR|8CDMG
111	32261 12223	   	194.64	DCR|2VULN|1AART|1ASPD|1DMG	1RMIN|2AART|3FEWX|49VULN|5LWND|6RCR|7DMSP|8ASPD|aDMG
112	32262 11143	   	194.54	DCR|2VULN|1AART|1ASPD|1DMG	1RMIN|2AART|39FEWX|48VULN|5DUST|6RCR|7ASPD|aDMG
113	32313 51636	   	194.50	DCR|2VULN|2DMG|1AART|1ZMB	1RMIN|2AART|38VULN|4ZMB|56DMG|79LWND|aRCR
114	26121 33121	   	194.17	DCR|3VULN|1ASPD|1DMG|1CDMG	1LWND|256VULN|3CDMG|4DMG|7ASPD|8LHND|9RMIN|aRCR
115	22121 33651	   	194.17	DCR|3VULN|1ASPD|1DMG|1CDMG	1LWND|2LHND|3CDMG|4DMG|569VULN|7ASPD|8RMIN|aRCR
116	24221 33651	   	194.17	DCR|3VULN|1ASPD|1DMG|1CDMG	1LWND|2CDMG|3LHND|4DMG|569VULN|7ASPD|8RMIN|aRCR
117	24121 32351	   	194.10	DCR|4VULN|1DMG|1CDMG|1DUR	1LWND|2CDMG|3DUR|4DMG|5689VULN|7LHND|aRCR
118	24143 21351	   	194.10	DCR|4VULN|1DMG|1CDMG|1DUR	1LWND|2CDMG|3DUR|4589VULN|6BEXP|7DMG|aRCR
119	26121 52351	   	194.10	DCR|4VULN|1DMG|1CDMG|1DUR	1LWND|2589VULN|3CDMG|4DMG|6DUR|7LHND|aRCR
120	22121 33313	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1LWND|2LHND|3CDMG|4DMG|56aVULN|7ASPD|8RCR|9AME
121	22121 33353	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1LWND|2LHND|3CDMG|4DMG|56aVULN|7ASPD|8RCR|9MLV
122	22143 51343	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1LWND|2LHND|3CDMG|45aVULN|6ASPD|7AME|8RCR|9DMG
123	24221 33313	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1LWND|2CDMG|3LHND|4DMG|56aVULN|7ASPD|8RCR|9AME
124	24221 33353	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1LWND|2CDMG|3LHND|4DMG|56aVULN|7ASPD|8RCR|9MLV
125	26542 13133	   	193.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|28VULN|3AART|4RMIN|5DUR|6RCR|7ZMB|9RCVC|aDMG
126	32322 13133	   	193.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2AART|38VULN|4LWND|5DUR|6RCR|7ZMB|9RCVC|aDMG
127	32561 13133	   	193.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2AART|3DUR|48VULN|5LWND|6RCR|7ZMB|9RCVC|aDMG
128	32333 32653	 * 	193.92	DCR|3AART|2VULN|1DMG	1RMIN|269AART|38VULN|4VENFST|5LWND|7RCR|aDMG
129	22143 43343	   	193.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1LWND|2LHND|3CDMG|45aVULN|6AAC|7ASPD|8RCR|9DMG
130	22145 33343	 * 	193.91	DCR|3VULN|1ASPD|1DMG|1NUKE|1CDMG	1LWND|2LHND|3CDMG|46aVULN|5NUKE|7ASPD|8RCR|9DMG
131	11561 24122	   	193.89	DCR|3VULN|2ASPD|1AART	1AART|27LIT|35LHND|47ASPD|67aVULN|7BPWR|8FEWX|9RCR
132	11621 22116	   	193.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2LIT|3TLV|4ASPD|5ZMB|6aVULN|7DMG|8RCR|9TSLFST
133	26122 33254	   	193.82	DCR|2VULN|2ASPD|2CDMG|1DMG	1LWND|26VULN|35CDMG|4DMG|78ASPD|9MLV|aRCR
134	22121 33343	   	193.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1LWND|2LHND|3CDMG|49DMG|56VULN|7ASPD|8RCR|aBEXP
135	22121 33346	   	193.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1LWND|2LHND|3CDMG|49DMG|56VULN|7ASPD|8RCR|aCGEN
136	24221 33343	   	193.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1LWND|2CDMG|3LHND|49DMG|56VULN|7ASPD|8RCR|aBEXP
137	24221 33346	   	193.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1LWND|2CDMG|3LHND|49DMG|56VULN|7ASPD|8RCR|aCGEN
138	26121 16224	   	193.72	DCR|2VULN|2ASPD|2CDMG|1DMG	1LWND|25VULN|37CDMG|4DMG|68ASPD|9ERES|aRCR
139	26122 33224	   	193.72	DCR|2VULN|2ASPD|2CDMG|1DMG	1LWND|26VULN|35CDMG|4DMG|78ASPD|9ERES|aRCR
140	22121 35226	 * 	193.72	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|2LHND|3CDMG|4DMG|569VULN|7AART|8BEXP|aRCR
141	24221 35226	   	193.72	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|2CDMG|3LHND|4DMG|569VULN|7AART|8BEXP|aRCR
142	32322 13346	 * 	193.72	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2AART|3VULN|4LWND|5DUR|6RCR|7ZMB|8DMG|9CDMG|aMDPS
143	22121 33342	   	193.66	DCR|2VULN|2DMG|1ASPD|1CDMG|1MSE	1LWND|2LHND|3CDMG|49DMG|56VULN|7ASPD|8RCR|aMSE
144	22121 33345	   	193.66	DCR|2VULN|2DMG|1ASPD|1CDMG|1SELL	1LWND|2LHND|3CDMG|49DMG|56VULN|7ASPD|8RCR|aSELL
145	24221 33342	   	193.66	DCR|2VULN|2DMG|1ASPD|1CDMG|1MSE	1LWND|2CDMG|3LHND|49DMG|56VULN|7ASPD|8RCR|aMSE
146	24221 33345	   	193.66	DCR|2VULN|2DMG|1ASPD|1CDMG|1SELL	1LWND|2CDMG|3LHND|49DMG|56VULN|7ASPD|8RCR|aSELL
147	22121 35426	   	193.62	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|2LHND|3CDMG|4DMG|569VULN|7AART|8DUST|aRCR
148	13163 61152	 * 	193.60	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1AAC|1ZMB	1AART|2ZMB|3AAC|4DLOT|5CDMG|6RCR|7TLV|8DMG|9VULN|aNUKE
149	13163 61512	 * 	193.60	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1AAC|1ZMB	1AART|2ZMB|3AAC|4DLOT|5CDMG|6RCR|7TLV|8VULN|9ASPD|aNUKE
150	13163 62612	   	193.60	DCR|1AART|1VULN|1ASPD|1NUKE|1CDMG|1AAC|1ZMB	1AART|2ZMB|3AAC|4DLOT|5CDMG|6RCR|7VULN|8ERES|9ASPD|aNUKE
151	13134 34316	 * 	193.28	DCR|2AART|1VULN|2CDMG|1DMG|1AAC|1ZMB	14AART|2ZMB|3AAC|5VULN|6RCVC|7DMG|8aCDMG|9RCR
152	32322 11163	   	193.22	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1RMIN|2AART|38VULN|4LWND|5DUR|6RCR|7ASPD|9LIT|aZMB
153	32322 13126	   	193.22	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1RMIN|2AART|38VULN|4LWND|5DUR|6RCR|7ZMB|9BEXP|aASPD
154	32561 11163	   	193.22	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1RMIN|2AART|3DUR|48VULN|5LWND|6RCR|7ASPD|9LIT|aZMB
155	32561 13126	   	193.22	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1RMIN|2AART|3DUR|48VULN|5LWND|6RCR|7ZMB|9BEXP|aASPD
156	32562 11163	   	193.12	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1RMIN|2AART|3DUR|48VULN|5DUST|6RCR|7ASPD|9LIT|aZMB
157	32313 21636	   	192.99	DCR|2VULN|2AART|1DMG|1ZMB	1RMIN|26AART|38VULN|4ZMB|5DMG|79LWND|aRCR
158	32322 15336	   	192.80	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	1RMIN|2AART|3VULN|4LWND|5DUR|6RCR|7AAC|8DMG|9ZMB|aASPD
159	14242 11133	   	192.80	DCR|2AART|2ASPD|1VULN|1DUR	1aAART|2LWND|3LHND|4RMIN|5DUR|6RCR|79ASPD|8VULN
160	14542 11133	   	192.80	DCR|2AART|2ASPD|1VULN|1DUR	1aAART|2LWND|3BEXP|4RMIN|5DUR|6RCR|79ASPD|8VULN
161	22542 11133	   	192.80	DCR|2AART|2ASPD|1VULN|1DUR	1LWND|2LHND|3aAART|4RMIN|5DUR|6RCR|79ASPD|8VULN
