0	Index      	Bounty	 *	Score 	Summary	Detail	
1	41112 31625	10	 * 	282.47	紫4易伤3伤害3时间1全技能	1全技能289伤害35挖尘4核689a易伤789时间89序列升级
27	13531 24236	3	   	267.85	橙4易伤3时间1等级	1挖尘2368易伤456时间6序列升级7等级9低血量敌人a核
28	13531 24236	2	   	267.85	橙4易伤3时间1等级	1挖尘2368易伤456时间6序列升级7等级9低血量敌人a核
29	13535 53121	6	 * 	267.57	橙5易伤3攻速1全技能	19挖尘23679易伤469攻速5立即金币69序列升级8核a全技能
30	33551 22263	1	   	267.03	橙3易伤2伤害2时间1暴击	1挖青236易伤46伤害5随机矿6序列升级78时间9暴击a核
31	12423 13235	7	 * 	266.51	橙3易伤3时间2伤害	123挖尘45a易伤6核78a时间9a伤害a序列升级
32	12423 13535	7	   	266.51	橙3易伤3时间2伤害	123挖尘45a易伤6核79a时间8a伤害a序列升级
33	12425 13235	7	   	266.51	橙3易伤3时间2伤害	123挖尘45a易伤5a序列升级6核78a时间9a伤害
34	53112 12644	5	   	266.22	橙5易伤2时间	1矿等23689易伤4加一56时间6序列升级7雷电a核
35	53113 12644	4	   	266.22	橙5易伤2时间	1矿等23689易伤4加一56时间6序列升级7雷电a核
36	66523 31132	9	   	264.91	橙3易伤2伤害1等级1时间1全技能	1a最后敌人2时间35a易伤4等级6低血量敌人7全技能8核9a伤害a序列升级
37	66523 21132	9	   	264.81	橙3易伤2伤害1等级1时间1全技能	1a最后敌人2时间35a易伤4等级6挖尘7全技能8核9a伤害a序列升级
38	53143 12331	3	   	264.69	橙4易伤1等级1时间1暴击1攻速	1矿等238a易伤4暴击5时间6核7攻速9等级
39	53163 12331	4	   	264.69	橙4易伤1等级1时间1暴击1攻速	1矿等238a易伤4暴击5时间6核7攻速9等级
40	23143 12331	3	   	264.59	橙4易伤1等级1时间1暴击1攻速	1掉矿238a易伤4暴击5时间6核7攻速9等级
41	51122 42162	9	   	264.59	橙3易伤2伤害2时间1攻速	1a矿等26时间35a易伤4金币生成7攻速8a伤害9核a序列升级
42	12423 12222	10	 * 	264.53	橙5易伤2伤害	123挖尘4589a易伤6核78伤害8序列升级
43	12425 12222	10	   	264.53	橙5易伤2伤害	123挖尘4589a易伤58序列升级6核78伤害
44	21122 42162	9	   	264.39	橙3易伤2伤害2时间1攻速	1a掉矿26时间35a易伤4金币生成7攻速8a伤害9核a序列升级
45	63323 32513	10	   	264.24	橙3易伤2伤害2时间1攻速1卖塔	1最后敌人25伤害3卖塔45时间5序列升级68a易伤7攻速9核
46	63221 32531	1	 * 	263.39	橙5易伤2暴击1等级	17最后敌人27暴击3567a易伤4加一7序列升级8核9等级
47	64221 32531	2	   	263.39	橙5易伤2暴击1等级	17最后敌人27暴击3567a易伤4加一7序列升级8核9等级
48	41321 11543	10	   	263.21	橙2易伤3时间2伤害1暴击1全技能	1全技能29伤害359时间4矿等6低血量敌人79易伤8核9序列升级a暴击
49	13363 32531	3	   	263.19	橙5易伤2暴击1等级	17挖尘2467a易伤3加一57暴击7序列升级8核9等级
50	21514 72613	4	   	262.94	橙3易伤2伤害2时间1全技能	18掉矿23时间4加一589易伤68伤害7全技能8序列升级a核
51	23112 72613	5	   	262.94	橙3易伤2伤害2时间1全技能	18掉矿239易伤4加一58时间68伤害7全技能8序列升级a核
52	23113 72613	4	   	262.94	橙3易伤2伤害2时间1全技能	18掉矿239易伤4加一58时间68伤害7全技能8序列升级a核
53	13253 52431	3	 * 	262.39	橙3易伤2攻速1伤害2暴击1等级	17挖尘27a易伤36攻速4伤害57暴击7序列升级8核9等级
54	13142 32643	3	   	261.79	橙3易伤2伤害2时间	1挖尘25a易伤3金币生成4矿等6核7a时间8雷电9a伤害a序列升级
55	23622 32643	4	   	261.79	橙3易伤2伤害2时间	1掉矿25a易伤3敌人爆炸4金币生成6核7a时间8雷电9a伤害a序列升级
56	13162 32643	4	   	261.69	橙3易伤2伤害2时间	1挖尘25a易伤3金币生成4掉矿6核7a时间8雷电9a伤害a序列升级
57	23135 32643	3	   	261.69	橙3易伤2伤害2时间	1掉矿23a易伤4矿等5挖尘6核7a时间8雷电9a伤害a序列升级
58	23161 32643	5	   	261.69	橙3易伤2伤害2时间	1掉矿23a易伤4挖尘5矿等6核7a时间8雷电9a伤害a序列升级
59	33152 25313	3	   	261.34	橙4易伤2伤害1时间	1挖青2矿等3568易伤46伤害6序列升级7挖尘9时间a核
60	33652 22263	1	   	261.34	橙2易伤2伤害2时间2攻速1暴击	1挖青25易伤36攻速46伤害6序列升级78时间9暴击a核
61	21211 52116	2	 * 	261.25	橙2易伤3时间3攻速1伤害	178掉矿237时间4雷电58易伤678攻速78序列升级9核a伤害
62	21511 52116	3	   	261.25	橙2易伤3时间3攻速1伤害	178掉矿237时间4雷电58易伤678攻速78序列升级9核a伤害
63	12423 12251	9	   	261.24	橙4易伤2伤害1等级	123挖尘458a易伤6核78伤害8序列升级9等级
64	12425 12251	9	   	261.24	橙4易伤2伤害1等级	123挖尘458a易伤58序列升级6核78伤害9等级
65	41226 32352	9	   	260.92	橙3易伤2伤害2雷电1暴击1全技能	1全技能29伤害3额外掉落4暴击5平台69雷电789易伤9序列升级a核
66	12423 12235	8	 * 	260.84	橙4易伤3伤害	123挖尘458a易伤6核78a伤害8a序列升级9a基地爆炸
67	12423 12245	9	   	260.84	橙4易伤3伤害	123挖尘458a易伤6核78a伤害8a序列升级9a最后敌人
68	12425 12235	8	   	260.84	橙4易伤3伤害	123挖尘458a易伤58a序列升级6核78a伤害9a基地爆炸
69	12423 12221	9	   	260.64	橙4易伤3伤害	123挖尘4589易伤6核78a伤害8序列升级
70	12425 12221	9	   	260.64	橙4易伤3伤害	123挖尘4589易伤58序列升级6核78a伤害
71	41321 11536	7	   	260.57	橙2易伤3时间2伤害1攻速1全技能	1全技能28伤害358时间4矿等6低血量敌人78易伤8序列升级9攻速a核
72	41321 11542	9	   	260.57	橙2易伤3时间2伤害1攻速1全技能	1全技能29伤害359时间4矿等6低血量敌人79易伤8核9序列升级a攻速
73	21432 52115	2	   	260.16	橙3易伤3时间1等级2雷电	178掉矿247时间3策反58雷电678易伤78序列升级9核a等级
74	53131 32244	5	   	260.10	橙4易伤1伤害1等级1时间	1矿等238a易伤4基地爆炸5等级6核7时间9伤害
75	53142 32243	2	   	260.10	橙4易伤1伤害1等级1时间	1矿等258a易伤3低血量敌人4等级6核7时间9伤害
76	41411 31621	10	   	260.03	紫3易伤3伤害3时间1全技能	1全技能289伤害3低血量敌人4核5双倍矿689易伤789时间89序列升级a金币生成
77	41411 31623	10	   	260.03	紫3易伤3伤害3时间1全技能	1全技能289伤害3低血量敌人4核5双倍矿689易伤789时间89序列升级a最后敌人
78	33142 32243	3	   	260.00	橙4易伤1伤害1等级1时间	1挖青2矿等358a易伤4等级6核7时间9伤害
79	36113 23323	2	 * 	259.99	橙3易伤3时间3攻速	1挖青29a攻速34低血量敌人59a时间6核79a易伤8随机矿9a序列升级
80	41411 31622	10	   	259.93	紫3易伤3伤害3时间1全技能	1全技能289伤害3低血量敌人4核5双倍矿689易伤789时间89序列升级a掉矿
81	41411 31623	9	   	259.93	紫3易伤3伤害3时间1全技能	1全技能289伤害3低血量敌人4核5双倍矿689易伤789时间89序列升级a掉矿
82	13344 46482	9	   	259.91	橙4易伤3时间	178挖尘2578易伤3加一4平台678时间78序列升级9雷电a核
83	42112 31625	10	 * 	259.90	紫4易伤3时间3攻速1全技能	1全技能289攻速35挖尘4核689a易伤789时间89序列升级
84	41112 31621	10	   	259.83	紫3易伤3伤害3时间1全技能	1全技能289伤害35挖尘4核689易伤789时间89序列升级a金币生成
85	41112 31623	10	   	259.83	紫3易伤3伤害3时间1全技能	1全技能289伤害35挖尘4核689易伤789时间89序列升级a最后敌人
86	41112 31624	9	   	259.83	紫3易伤3伤害3时间1全技能	1全技能289伤害35挖尘4核689易伤789时间89序列升级a随机矿
87	41112 31624	10	   	259.83	紫3易伤3伤害3时间1全技能	1全技能289伤害35挖尘4核689易伤789时间89序列升级a策反
88	41112 31626	9	   	259.83	紫3易伤3伤害3时间1全技能	1全技能289伤害35挖尘4核689易伤789时间89序列升级a矿等
89	41312 51624	9	   	259.83	紫3易伤3伤害3时间1全技能	1全技能28a伤害38a时间4核5挖尘6敌人爆炸78a易伤8a序列升级9加一
90	41112 31622	10	   	259.73	紫3易伤3伤害3时间1全技能	1全技能289伤害35挖尘4核689易伤789时间89序列升级a掉矿
91	41112 31623	9	   	259.73	紫3易伤3伤害3时间1全技能	1全技能289伤害35挖尘4核689易伤789时间89序列升级a掉矿
92	41333 35122	3	   	259.21	橙2易伤2伤害2攻速1等级1时间1全技能	1全技能28伤害3时间4立即金币5额外掉落68攻速78易伤8序列升级9等级a核
93	41533 35122	2	   	259.21	橙2易伤2伤害2攻速1等级1时间1全技能	1全技能28伤害3时间4立即金币5额外掉落68攻速78易伤8序列升级9等级a核
94	42333 35122	3	   	259.21	橙2易伤2伤害2攻速1等级1时间1全技能	1全技能28攻速3时间4立即金币5额外掉落68伤害78易伤8序列升级9等级a核
95	42533 35122	2	   	259.21	橙2易伤2伤害2攻速1等级1时间1全技能	1全技能28攻速3时间4立即金币5额外掉落68伤害78易伤8序列升级9等级a核
96	23112 12113	5	   	258.94	橙4易伤2时间1攻速1全技能	1掉矿2369易伤4加一56时间6序列升级7全技能8攻速a核
97	23112 65113	7	   	258.94	橙4易伤2时间1攻速1全技能	17掉矿2379易伤4加一57时间6全技能7序列升级8攻速a核
98	23112 65313	8	   	258.94	橙4易伤2时间1攻速1全技能	17掉矿2379易伤4加一57时间6全技能7序列升级8攻速a核
99	23113 12113	4	   	258.94	橙4易伤2时间1攻速1全技能	1掉矿2369易伤4加一56时间6序列升级7全技能8攻速a核
100	41315 54342	10	 * 	258.87	紫4易伤2伤害2等级1时间1全技能	1全技能28伤害3时间4核58等级6加一789a易伤8序列升级
101	61561 32233	3	 * 	258.77	橙4易伤1伤害2暴击1攻速	17最后敌人2敌人爆炸3567易伤47暴击7序列升级8伤害9攻速a核
102	61561 32233	2	   	258.77	橙4易伤1伤害2暴击1攻速	17最后敌人2敌人爆炸3567易伤47暴击7序列升级8伤害9攻速a核
103	21245 34122	2	   	258.76	橙3易伤3时间1等级1暴击	1掉矿236时间4暴击57a易伤8核9等级
104	33152 25363	3	   	258.74	橙4易伤2伤害1暴击	1挖青2矿等3568易伤46伤害6序列升级7挖尘9暴击a核
105	63241 32233	1	   	258.67	橙4易伤1伤害2暴击1攻速	17最后敌人27暴击3567易伤4挖青7序列升级8伤害9攻速a核
106	64241 32233	2	   	258.67	橙4易伤1伤害2暴击1攻速	17最后敌人27暴击3567易伤4挖青7序列升级8伤害9攻速a核
107	62561 32233	2	   	258.67	橙4易伤1伤害2暴击1攻速	17最后敌人2挖尘3567易伤47暴击7序列升级8伤害9攻速a核
108	62561 32233	3	   	258.67	橙4易伤1伤害2暴击1攻速	17最后敌人2挖尘3567易伤47暴击7序列升级8伤害9攻速a核
109	51122 32332	5	   	258.44	橙4易伤2时间1伤害	1矿等27时间3589易伤4金币生成6核a伤害
110	53153 32332	3	   	258.44	橙4易伤2时间1伤害	1矿等2389易伤4金币生成57时间6核a伤害
111	53522 32332	5	   	258.44	橙4易伤2时间1伤害	1矿等2589易伤37时间4金币生成6核a伤害
112	13535 42122	7	 * 	258.44	橙4易伤3攻速1伤害	179挖尘2379易伤479攻速56立即金币79序列升级8核a伤害
113	53653 11333	2	   	258.44	橙4易伤2时间1伤害	1矿等2689易伤3金币生成4伤害56时间6序列升级7掉矿a核
114	23123 63433	3	   	258.34	橙4易伤2时间1伤害	1掉矿2369易伤45时间7伤害8最后敌人a核
115	23123 63633	3	   	258.34	橙4易伤2时间1伤害	1掉矿2369易伤45时间7伤害8低血量敌人a核
116	23123 65123	3	   	258.34	橙4易伤2时间1伤害	1掉矿236a易伤45时间7核8额外掉落9伤害
117	23123 65232	3	   	258.34	橙4易伤2时间1伤害	1掉矿2369易伤45时间7核8金币生成a伤害
118	23124 32332	3	   	258.34	橙4易伤2时间1伤害	1掉矿2389易伤47时间5矿等6核a伤害
119	23133 32332	3	   	258.34	橙4易伤2时间1伤害	1掉矿2389易伤4矿等57时间6核a伤害
120	23142 32332	5	   	258.34	橙4易伤2时间1伤害	1掉矿2389易伤4矿等57时间6核a伤害
121	23143 32332	4	   	258.34	橙4易伤2时间1伤害	1掉矿2389易伤4矿等57时间6核a伤害
122	51162 32332	5	   	258.34	橙4易伤2时间1伤害	1矿等27时间3589易伤4掉矿6核a伤害
123	53562 32332	5	   	258.34	橙4易伤2时间1伤害	1矿等2589易伤37时间4掉矿6核a伤害
124	31164 48712	8	   	258.34	橙4易伤2时间2暴击	1挖青2额外掉落37时间4加一579a易伤67暴击7序列升级8核
125	31164 48742	9	   	258.34	橙4易伤2时间2暴击	1挖青2额外掉落37时间4加一579a易伤67暴击7序列升级8核
126	31413 34324	4	 * 	258.27	橙3易伤3伤害2等级	1挖青2额外掉落3随机矿48a易伤58等级689伤害7核8序列升级
127	13553 41233	2	   	258.24	橙4易伤2时间1伤害	1挖尘2369易伤4伤害58时间7掉矿a核
128	13553 41233	3	   	258.24	橙4易伤2时间1伤害	1挖尘2369易伤4伤害58时间7掉矿a核
129	23123 63353	3	   	258.24	橙4易伤2时间1伤害	1掉矿2368易伤45时间7伤害9挖尘a核
130	33553 23642	1	   	258.24	橙4易伤2时间1伤害	1挖青2379易伤4伤害5a时间6核8加一
131	33553 41333	1	   	258.24	橙4易伤2时间1伤害	1挖青2369易伤4伤害58时间7掉矿a核
132	41253 41213	10	   	258.23	橙2易伤3伤害2时间1等级1全技能1卖塔	1全技能24a伤害3额外掉落5等级6卖塔7a易伤8a时间9核a序列升级
133	33562 21223	1	   	258.11	橙5易伤2时间	1挖青2356a易伤46敌人爆炸6a序列升级7a低血量敌人8a时间9核
134	33562 22623	1	   	258.11	橙5易伤2时间	1挖青2356a易伤46敌人爆炸6a序列升级7a时间8a低血量敌人9核
135	13252 21223	2	   	258.01	橙5易伤2时间	1a挖尘2456a易伤36敌人爆炸6a序列升级7低血量敌人8a时间9核
136	13562 21223	3	   	258.01	橙5易伤2时间	1a挖尘2356a易伤46敌人爆炸6a序列升级7低血量敌人8a时间9核
137	13562 21223	2	   	258.01	橙5易伤2时间	1a挖尘2356a易伤46敌人爆炸6a序列升级7低血量敌人8a时间9核
138	51122 32331	5	   	257.91	橙5易伤2时间	1矿等27时间3589a易伤4金币生成6核
139	53153 32331	3	   	257.91	橙5易伤2时间	1矿等2389a易伤4金币生成57时间6核
140	53522 32331	5	   	257.91	橙5易伤2时间	1矿等2589a易伤37时间4金币生成6核
141	13535 53122	6	   	257.81	橙5易伤3攻速	19挖尘23679易伤469攻速5立即金币69序列升级8核a掉矿
142	13535 53123	6	   	257.81	橙5易伤3攻速	19挖尘23679易伤469攻速5立即金币69序列升级8核a赏金塔
143	23123 65231	3	   	257.81	橙5易伤2时间	1掉矿2369a易伤45时间7核8金币生成
144	23123 66124	3	   	257.81	橙5易伤2时间	1掉矿2367a易伤45时间8核9最后敌人
145	23123 66142	3	   	257.81	橙5易伤2时间	1掉矿23679易伤45时间8核a最后敌人
146	23123 66143	3	   	257.81	橙5易伤2时间	1掉矿23679易伤45时间8核a随机矿
147	23124 32331	3	   	257.81	橙5易伤2时间	1掉矿2389a易伤47时间5矿等6核
148	23133 32331	3	   	257.81	橙5易伤2时间	1掉矿2389a易伤4矿等57时间6核
149	23142 32331	5	   	257.81	橙5易伤2时间	1掉矿2389a易伤4矿等57时间6核
150	23143 32331	4	   	257.81	橙5易伤2时间	1掉矿2389a易伤4矿等57时间6核
151	51162 32331	5	   	257.81	橙5易伤2时间	1矿等27时间3589a易伤4掉矿6核
152	53562 32331	5	   	257.81	橙5易伤2时间	1矿等2589a易伤37时间4掉矿6核
153	21132 43543	3	   	257.78	橙2易伤2伤害2时间1等级2雷电	18掉矿2a时间38易伤4等级5a雷电68敌人爆炸7核8a序列升级9a伤害
154	23232 43543	2	   	257.78	橙2易伤2伤害2时间1等级2雷电	18掉矿2a易伤38时间4等级5a雷电68敌人爆炸7核8a序列升级9a伤害
155	23123 66135	3	   	257.71	橙5易伤2时间	1掉矿2367a易伤45时间8核9加一
156	41114 13513	2	   	257.55	橙2易伤2伤害2时间2攻速1全技能	1全技能28伤害3金币生成48时间59易伤6策反78攻速8序列升级a核
157	53163 43322	5	   	257.50	橙4易伤1伤害1时间1暴击	1矿等239a易伤4暴击5额外掉落6伤害7核8时间
158	53112 54432	10	   	257.40	橙4易伤1伤害1时间1暴击	1矿等236a易伤4加一5时间7伤害8核9暴击
159	42112 31626	10	 * 	257.32	紫3易伤3时间3攻速1伤害1全技能	1全技能289攻速35挖尘4核689易伤789时间89序列升级a伤害
160	53163 24323	10	   	256.98	橙5易伤1等级1暴击	1矿等23789易伤4暴击5额外掉落6核a等级
161	13363 34531	3	   	256.78	橙5易伤1等级1暴击	1挖尘2467a易伤3加一5暴击8核9等级
162	51245 12331	2	   	256.64	橙3易伤2时间1等级1暴击1攻速	1矿等23时间4暴击58a易伤6核7攻速9等级
163	21245 12331	2	   	256.54	橙3易伤2时间1等级1暴击1攻速	1掉矿23时间4暴击58a易伤6核7攻速9等级
164	21545 12331	3	   	256.54	橙3易伤2时间1等级1暴击1攻速	1掉矿23时间4暴击58a易伤6核7攻速9等级
165	23453 12113	2	   	256.46	橙3易伤2时间1伤害1攻速1全技能	1掉矿269易伤3策反4伤害56时间6序列升级7全技能8攻速a核
166	33122 62162	9	   	256.29	橙4易伤2伤害1攻速	1挖青2a矿等356a易伤4金币生成7攻速8a伤害9核a序列升级
167	63323 36352	7	   	256.23	橙2易伤2伤害2时间1等级1暴击1卖塔	1最后敌人25伤害3卖塔45时间5序列升级68易伤7等级9核a暴击
168	63323 36512	9	   	256.23	橙2易伤2伤害2时间1等级1暴击1卖塔	1最后敌人25伤害3卖塔45时间5序列升级68易伤7等级9核a暴击
169	63323 36513	10	   	256.23	橙2易伤2伤害2时间1等级1暴击1卖塔	1最后敌人25伤害3卖塔45时间5序列升级68易伤7等级9核a暴击
170	33162 62162	9	   	256.19	橙4易伤2伤害1攻速	1挖青2a矿等356a易伤4掉矿7攻速8a伤害9核a序列升级
171	63323 11563	9	   	255.83	橙2易伤3伤害2时间1暴击1卖塔	1a最后敌人25a伤害3卖塔45时间5a序列升级6立即金币7暴击8a易伤9核
172	21512 22826	9	 * 	255.25	橙2易伤3伤害3时间	1a掉矿235时间4加一67a伤害8a易伤9核a序列升级
173	31164 48734	9	   	255.16	橙3易伤3时间3暴击	1挖青2额外掉落37a时间4加一57a易伤67a暴击7a序列升级8核9双倍矿
174	63113 23323	2	   	254.85	橙3易伤3伤害1时间	19a最后敌人29a伤害34低血量敌人5时间6核79a易伤8随机矿9a序列升级
175	63211 23323	2	   	254.85	橙3易伤3伤害1时间	19a最后敌人29a伤害3时间45低血量敌人6核79a易伤8随机矿9a序列升级
176	63413 23323	3	   	254.85	橙3易伤3伤害1时间	19a最后敌人29a伤害34低血量敌人5时间6核79a易伤8随机矿9a序列升级
177	63511 23323	3	   	254.85	橙3易伤3伤害1时间	19a最后敌人29a伤害3时间45低血量敌人6核79a易伤8随机矿9a序列升级
178	65113 23323	1	   	254.85	橙3易伤3伤害1时间	19a最后敌人29a伤害34低血量敌人5时间6核79a易伤8随机矿9a序列升级
179	65211 23323	1	   	254.85	橙3易伤3伤害1时间	19a最后敌人29a伤害3时间45低血量敌人6核79a易伤8随机矿9a序列升级
180	12423 12252	10	   	254.85	橙3易伤2伤害1等级1时间	123挖尘458易伤6核78伤害8序列升级9等级a时间
181	12425 12252	10	   	254.85	橙3易伤2伤害1等级1时间	123挖尘458易伤58序列升级6核78伤害9等级a时间
182	13131 33643	3	 * 	254.84	橙2易伤2伤害2时间2等级	1挖尘2a易伤3金币生成47等级5a时间6核8雷电9a伤害a序列升级
183	13621 33643	4	   	254.84	橙2易伤2伤害2时间2等级	1挖尘2a易伤37等级4金币生成5a时间6核8雷电9a伤害a序列升级
184	53131 32232	5	   	254.82	橙4易伤2时间1等级	19a矿等238a易伤4基地爆炸5等级6核7a时间a序列升级
185	53131 34312	5	   	254.82	橙4易伤2时间1等级	1a矿等238a易伤47基地爆炸5等级6核9a时间a序列升级
186	53642 32232	3	   	254.82	橙4易伤2时间1等级	19a矿等258a易伤3敌人爆炸4等级6核7a时间a序列升级
187	55133 32222	4	   	254.82	橙4易伤2时间1等级	1a矿等2低血量敌人358a易伤4敌人爆炸6等级7a时间9核a序列升级
188	55153 32222	5	   	254.82	橙4易伤2时间1等级	1a矿等2低血量敌人358a易伤4基地爆炸6等级7a时间9核a序列升级
189	55163 32222	3	   	254.82	橙4易伤2时间1等级	1a矿等2低血量敌人358a易伤4敌人爆炸6等级7a时间9核a序列升级
190	41113 61621	9	   	254.76	紫4易伤3伤害1等级1全技能	1全技能289伤害3挖尘4核5789易伤689低血量敌人89序列升级a等级
191	33513 23243	1	   	254.76	橙4易伤1伤害1时间1攻速	1挖青237a易伤4攻速5时间6核8金币生成9伤害
192	53111 72111	10	   	254.76	橙4易伤1伤害1等级1攻速	1矿等2369易伤4加一5等级7攻速8伤害a核
193	63322 23322	2	   	254.75	橙3易伤3伤害1时间	139最后敌人239伤害39序列升级4时间5基地爆炸6核79a易伤8随机矿
194	65322 23322	1	   	254.75	橙3易伤3伤害1时间	139最后敌人239伤害39序列升级4时间5基地爆炸6核79a易伤8随机矿
195	65314 47323	3	   	254.75	橙3易伤3伤害1时间	179最后敌人279易伤3加一4敌人爆炸5时间679伤害79序列升级8随机矿a核
196	13363 32534	3	   	254.66	橙4易伤2暴击1等级1攻速	17挖尘2467易伤3加一57暴击7序列升级8核9等级a攻速
197	13513 26261	2	   	254.66	橙4易伤3雷电1时间1攻速	19挖尘239a易伤4攻速5时间6核789雷电9序列升级
198	13513 26261	3	   	254.66	橙4易伤3雷电1时间1攻速	19挖尘239a易伤4攻速5时间6核789雷电9序列升级
199	13532 26261	5	   	254.66	橙4易伤3雷电1时间1攻速	19挖尘239a易伤4攻速5时间6核789雷电9序列升级
200	13533 26261	4	   	254.66	橙4易伤3雷电1时间1攻速	19挖尘239a易伤4攻速5时间6核789雷电9序列升级
201	33513 23143	1	   	254.66	橙4易伤1伤害1时间1攻速	1挖青237a易伤4攻速5时间6核8掉矿9伤害
202	63153 23321	2	   	254.65	橙3易伤3伤害1时间	19最后敌人249伤害3低血量敌人5时间6核79a易伤8随机矿9序列升级
203	63252 23321	2	   	254.65	橙3易伤3伤害1时间	19最后敌人249伤害3时间5基地爆炸6核79a易伤8随机矿9序列升级
204	63453 23321	3	   	254.65	橙3易伤3伤害1时间	19最后敌人249伤害3低血量敌人5时间6核79a易伤8随机矿9序列升级
205	63552 23321	3	   	254.65	橙3易伤3伤害1时间	19最后敌人249伤害3时间5基地爆炸6核79a易伤8随机矿9序列升级
206	65153 23321	1	   	254.65	橙3易伤3伤害1时间	19最后敌人249伤害3低血量敌人5时间6核79a易伤8随机矿9序列升级
207	65252 23321	1	   	254.65	橙3易伤3伤害1时间	19最后敌人249伤害3时间5基地爆炸6核79a易伤8随机矿9序列升级
208	65344 47323	3	   	254.65	橙3易伤3伤害1时间	179最后敌人279易伤3加一4挖尘5时间679伤害79序列升级8随机矿a核
209	12423 12226	9	   	254.65	橙4易伤2伤害1全技能	123挖尘4589易伤6核78伤害8序列升级a全技能
210	12425 12226	9	   	254.65	橙4易伤2伤害1全技能	123挖尘4589易伤58序列升级6核78伤害a全技能
211	13642 32232	3	   	254.62	橙4易伤2时间1等级	1a挖尘258a易伤3等级49矿等6核7a时间a序列升级
212	25133 32222	4	   	254.62	橙4易伤2时间1等级	1a掉矿2低血量敌人358a易伤4敌人爆炸6等级7a时间9核a序列升级
213	25153 32222	5	   	254.62	橙4易伤2时间1等级	1a掉矿2低血量敌人358a易伤4基地爆炸6等级7a时间9核a序列升级
214	25153 42222	6	   	254.62	橙4易伤2时间1等级	1a掉矿2低血量敌人358a易伤4基地爆炸6等级7a时间9核a序列升级
