0	Index      	Bounty	 *	Score 	Summary	Detail	
1	15211 33134	6	 * 	302.53	橙3易伤3伤害3时间2等级	147时间2双倍矿349伤害47序列升级57等级678易伤a核
38	15211 32234	10	   	283.38	橙3易伤2伤害2时间1等级1暴击	14时间2双倍矿34伤害4序列升级5等级689易伤7核a暴击
39	15342 25221	9	   	283.21	橙3易伤2伤害2时间2等级	1a时间2双倍矿3全技能45伤害6a等级79a易伤8核a序列升级
40	11623 45232	6	   	282.94	橙3易伤3时间3雷电1伤害1暴击	178时间278雷电3金币生成4暴击578易伤6核78序列升级9伤害a平台
41	11623 45233	6	   	282.84	橙3易伤3时间3雷电1伤害1暴击	178时间278雷电3金币生成4暴击578易伤6核78序列升级9伤害a挖尘
42	11141 42311	4	   	282.67	橙5易伤2时间1等级	18时间2雷电34689易伤58基地爆炸7核8序列升级a等级
43	11142 12311	4	   	282.67	橙5易伤2时间1等级	18时间2雷电34589易伤68低血量敌人7核8序列升级a等级
44	11142 32311	4	   	282.67	橙5易伤2时间1等级	18时间2雷电34589易伤68敌人爆炸7核8序列升级a等级
45	11145 12311	5	   	282.67	橙5易伤2时间1等级	18时间2雷电34589易伤68低血量敌人7核8序列升级a等级
46	11145 32311	5	   	282.67	橙5易伤2时间1等级	18时间2雷电34589易伤68敌人爆炸7核8序列升级a等级
47	11146 42311	4	   	282.67	橙5易伤2时间1等级	18时间2雷电34689易伤58低血量敌人7核8序列升级a等级
48	21143 42311	4	   	282.67	橙5易伤2时间1等级	18敌人爆炸2雷电34689易伤58时间7核8序列升级a等级
49	41143 42311	4	   	282.67	橙5易伤2时间1等级	18低血量敌人2雷电34689易伤58时间7核8序列升级a等级
50	61113 42311	2	   	282.67	橙5易伤2时间1等级	13689易伤2雷电48敌人爆炸58时间7核8序列升级a等级
51	61113 42311	3	   	282.67	橙5易伤2时间1等级	13689易伤2雷电48敌人爆炸58时间7核8序列升级a等级
52	61133 42311	3	   	282.67	橙5易伤2时间1等级	13689易伤2雷电48基地爆炸58时间7核8序列升级a等级
53	61133 42311	2	   	282.67	橙5易伤2时间1等级	13689易伤2雷电48基地爆炸58时间7核8序列升级a等级
54	61153 42311	2	   	282.67	橙5易伤2时间1等级	13689易伤2雷电48低血量敌人58时间7核8序列升级a等级
55	61153 42311	3	   	282.67	橙5易伤2时间1等级	13689易伤2雷电48低血量敌人58时间7核8序列升级a等级
56	15213 33134	6	   	282.56	橙3易伤3伤害3时间	147时间2双倍矿349伤害47序列升级57矿等678易伤a核
57	11142 22311	4	   	282.47	橙5易伤2时间1等级	18时间2雷电34589易伤68挖尘7核8序列升级a等级
58	11145 22311	5	   	282.47	橙5易伤2时间1等级	18时间2雷电34589易伤68挖尘7核8序列升级a等级
59	31143 42311	4	   	282.47	橙5易伤2时间1等级	18挖尘2雷电34689易伤58时间7核8序列升级a等级
60	66213 52331	2	 * 	281.11	橙4易伤3伤害3雷电	1489易伤27随机矿389雷电589伤害6核89序列升级a立即金币
61	66213 52333	2	   	281.11	橙4易伤3伤害3雷电	1489易伤27随机矿389雷电589伤害6核89序列升级a金币生成
62	66213 52332	2	   	281.01	橙4易伤3伤害3雷电	1489易伤27随机矿389雷电589伤害6核89序列升级a掉矿
63	33654 32232	9	   	280.79	橙5易伤2攻速1等级1时间	1挖尘24攻速34589易伤4序列升级6等级7核a时间
64	33654 32232	10	   	280.79	橙5易伤2攻速1等级1时间	1挖尘24攻速34589易伤4序列升级6等级7核a时间
65	11121 42345	4	   	280.17	橙4易伤3时间1伤害	148时间2雷电3689易伤58基地爆炸7核8序列升级a伤害
66	11122 12345	4	   	280.17	橙4易伤3时间1伤害	148时间2雷电3589易伤68低血量敌人7核8序列升级a伤害
67	11122 32345	4	   	280.17	橙4易伤3时间1伤害	148时间2雷电3589易伤68敌人爆炸7核8序列升级a伤害
68	11125 12345	5	   	280.17	橙4易伤3时间1伤害	148时间2雷电3589易伤68低血量敌人7核8序列升级a伤害
69	11125 32345	5	   	280.17	橙4易伤3时间1伤害	148时间2雷电3589易伤68敌人爆炸7核8序列升级a伤害
70	11142 12335	4	   	280.17	橙4易伤3时间1伤害	189时间2雷电3458易伤68低血量敌人7核8序列升级a伤害
71	11142 32335	4	   	280.17	橙4易伤3时间1伤害	189时间2雷电3458易伤68敌人爆炸7核8序列升级a伤害
72	11143 12345	4	   	280.17	橙4易伤3时间1伤害	158时间2雷电3489易伤68低血量敌人7核8序列升级a伤害
73	11143 32345	4	   	280.17	橙4易伤3时间1伤害	158时间2雷电3489易伤68敌人爆炸7核8序列升级a伤害
74	11145 12335	5	   	280.17	橙4易伤3时间1伤害	189时间2雷电3458易伤68低血量敌人7核8序列升级a伤害
75	11145 32335	5	   	280.17	橙4易伤3时间1伤害	189时间2雷电3458易伤68敌人爆炸7核8序列升级a伤害
76	11212 42345	3	   	280.17	橙4易伤3时间1伤害	138时间2雷电48敌人爆炸5689易伤7核8序列升级a伤害
77	11135 12365	6	   	280.17	橙4易伤3时间3等级	18a时间2雷电358a易伤48a等级6随机矿7核8a序列升级9平台
78	11141 42335	4	   	280.17	橙4易伤3时间1伤害	189时间2雷电3468易伤58基地爆炸7核8序列升级a伤害
79	21143 42335	4	   	280.17	橙4易伤3时间1伤害	18敌人爆炸2雷电3468易伤589时间7核8序列升级a伤害
80	61113 42335	3	   	280.17	橙4易伤3时间1伤害	1368易伤2雷电48敌人爆炸589时间7核8序列升级a伤害
81	61113 42335	2	   	280.17	橙4易伤3时间1伤害	1368易伤2雷电48敌人爆炸589时间7核8序列升级a伤害
82	61133 42335	2	   	280.17	橙4易伤3时间1伤害	1368易伤2雷电48基地爆炸589时间7核8序列升级a伤害
83	61133 42335	3	   	280.17	橙4易伤3时间1伤害	1368易伤2雷电48基地爆炸589时间7核8序列升级a伤害
84	11122 22345	4	   	279.97	橙4易伤3时间1伤害	148时间2雷电3589易伤68挖尘7核8序列升级a伤害
85	11125 22345	5	   	279.97	橙4易伤3时间1伤害	148时间2雷电3589易伤68挖尘7核8序列升级a伤害
86	11142 22335	4	   	279.97	橙4易伤3时间1伤害	189时间2雷电3458易伤68挖尘7核8序列升级a伤害
87	11143 22345	4	   	279.97	橙4易伤3时间1伤害	158时间2雷电3489易伤68挖尘7核8序列升级a伤害
88	11145 22335	5	   	279.97	橙4易伤3时间1伤害	189时间2雷电3458易伤68挖尘7核8序列升级a伤害
89	31143 42335	4	   	279.97	橙4易伤3时间1伤害	18挖尘2雷电3468易伤589时间7核8序列升级a伤害
90	11145 21432	6	 * 	279.45	橙5易伤3时间1核弹	179时间2雷电34579易伤679掉矿79序列升级8核弹a核
91	61135 31432	6	   	279.45	橙5易伤3时间1核弹	13579易伤2雷电479掉矿679时间79序列升级8核弹a核
92	15211 32236	10	   	279.39	橙3易伤2伤害2时间1等级	14时间2双倍矿34伤害4序列升级5等级689易伤7核a全技能
93	15211 36221	10	   	279.39	橙3易伤2伤害2时间1等级	14时间2双倍矿34伤害4序列升级5等级69a易伤7全技能8核
94	15211 36226	9	   	279.39	橙3易伤2伤害2时间1等级	14时间2双倍矿34伤害4序列升级5等级69a易伤7全技能8核
95	66153 22312	4	   	278.50	橙4易伤2时间3雷电2等级	1489易伤2随机矿34时间48序列升级58等级68a雷电7核
96	66213 53323	2	   	278.10	橙3易伤2伤害2时间2雷电	148易伤2随机矿3a雷电58伤害6核78时间8序列升级9全技能
97	61125 32333	6	   	278.08	橙5易伤3攻速3雷电	13589易伤289雷电4矿等6基地爆炸789攻速89序列升级a核
98	15211 32231	10	   	278.04	橙3易伤2伤害2时间1等级	14时间2双倍矿34伤害4序列升级5等级689易伤7核a雷电
99	61135 42333	6	   	277.98	橙5易伤3攻速3雷电	13589易伤289雷电4掉矿6基地爆炸789攻速89序列升级a核
100	66114 12221	9	   	277.98	橙5易伤2时间2等级	1459a易伤2随机矿3a时间6双倍物品7a等级8核a序列升级
101	11135 12311	6	   	277.85	橙4易伤2时间2等级1攻速	18时间2雷电3589易伤48等级6随机矿7核8序列升级a攻速
102	11131 56311	5	 * 	277.77	橙3易伤3攻速2时间1等级2雷电	18时间28雷电379易伤4等级58a攻速6核8序列升级
103	11361 56311	5	 * 	277.61	橙4易伤3攻速2时间	18时间2雷电3随机矿4789易伤58a攻速6核8序列升级
104	14232 56311	1	   	277.61	橙4易伤3攻速2时间	18时间28a攻速3雷电4金币生成5789易伤6核8序列升级
105	64225 23212	1	 * 	277.48	橙3易伤3伤害2攻速	158易伤28攻速3雷电4全技能6挖尘78a伤害8序列升级9核
106	65231 42322	8	 * 	277.40	橙3易伤3伤害3攻速1卖塔	178易伤2双倍矿378伤害478攻速5卖塔6立即金币78序列升级9核a雷电
107	11143 42324	5	   	276.64	橙4易伤2时间2雷电1暴击	18时间28雷电3468易伤5挖青7核8序列升级9全技能a暴击
108	15216 32221	8	   	276.57	橙3易伤3时间2伤害	14a时间2双倍矿34伤害4a序列升级5a金币生成68a易伤7核9全技能
109	15216 36221	9	   	276.57	橙3易伤3时间2伤害	14a时间2双倍矿34伤害4a序列升级5a金币生成69a易伤7全技能8核
110	61113 33261	4	   	276.52	橙4易伤3时间2雷电	138a易伤2a雷电468最后敌人58a时间7全技能8a序列升级9核
111	11145 33261	4	   	276.52	橙4易伤3时间2雷电	18a时间2a雷电348a易伤568最后敌人7全技能8a序列升级9核
112	62523 63113	1	   	276.46	橙3易伤2伤害2攻速1等级1时间	18a易伤2低血量敌人38伤害4时间5金币生成68攻速7核8序列升级9等级
113	11142 22322	4	   	276.40	橙4易伤2时间1伤害	18时间2雷电3458易伤68挖尘7核8序列升级9全技能a伤害
114	11145 22322	5	   	276.40	橙4易伤2时间1伤害	18时间2雷电3458易伤68挖尘7核8序列升级9全技能a伤害
115	31143 42322	4	   	276.40	橙4易伤2时间1伤害	18挖尘2雷电3468易伤58时间7核8序列升级9全技能a伤害
116	11123 42343	5	   	276.22	橙4易伤3时间2雷电	148时间28雷电3689易伤5挖青7核8序列升级a全技能
117	11143 42333	5	   	276.22	橙4易伤3时间2雷电	189时间28雷电3468易伤5挖青7核8序列升级a全技能
118	62115 22343	5	   	276.22	橙4易伤3时间2雷电	1589易伤2挖尘348时间68雷电7核8序列升级a全技能
119	11142 22361	4	   	276.16	橙4易伤3时间1等级	18a时间2雷电3458易伤68挖尘7核8序列升级9等级
120	11145 22361	5	   	276.16	橙4易伤3时间1等级	18a时间2雷电3458易伤68挖尘7核8序列升级9等级
121	31143 42361	4	   	276.16	橙4易伤3时间1等级	18挖尘2雷电3468易伤58a时间7核8序列升级9等级
122	15216 32234	9	   	276.12	橙4易伤2伤害2时间	14时间2双倍矿34伤害4序列升级5金币生成689a易伤7核
123	15211 33534	6	   	275.62	橙2易伤3伤害3时间2等级	147时间2双倍矿349伤害47序列升级57等级67易伤8立即金币a核
124	66213 53332	2	   	275.12	橙3易伤3时间2伤害	148易伤2随机矿3雷电58伤害6核789时间8序列升级a矿等
125	66213 53331	2	   	275.02	橙3易伤3时间2伤害	148易伤2随机矿3雷电58伤害6核789时间8序列升级a赏金邻近
126	65321 24221	8	 * 	274.80	橙3易伤2伤害2时间2攻速	18a易伤2双倍矿38时间4a掉矿5金币生成68攻速7核8a序列升级9a伤害
127	64211 53311	1	   	274.64	橙4易伤2时间2攻速2雷电	1489易伤2a攻速38雷电5随机矿6核78时间8序列升级
128	11131 56335	5	 * 	274.63	橙2易伤3时间2攻速1伤害1等级2雷电	189时间28雷电37易伤4等级58攻速6核8序列升级a伤害
129	33614 32235	9	   	274.30	橙5易伤1伤害1等级1攻速	1挖尘2攻速34589易伤6等级7核a伤害
130	61323 26241	6	   	273.91	橙3易伤3时间1等级2雷电1暴击	158易伤28雷电3金币生成4暴击689时间7核8序列升级a等级
131	61323 36241	5	   	273.91	橙3易伤3时间1等级2雷电1暴击	158易伤28雷电3金币生成4暴击689时间7核8序列升级a等级
132	11142 13333	4	   	273.76	橙4易伤3时间1暴击	178时间2雷电3458易伤68低血量敌人8序列升级9暴击a核
133	11142 33363	4	   	273.76	橙4易伤3时间1暴击	178时间2雷电3458易伤68敌人爆炸8序列升级9暴击a核
134	11145 13333	5	   	273.76	橙4易伤3时间1暴击	178时间2雷电3458易伤68低血量敌人8序列升级9暴击a核
135	11145 33363	5	   	273.76	橙4易伤3时间1暴击	178时间2雷电3458易伤68敌人爆炸8序列升级9暴击a核
136	11125 14333	7	   	273.76	橙4易伤3时间1暴击	148时间2雷电3568易伤78低血量敌人8序列升级9暴击a核
137	11125 14363	6	   	273.76	橙4易伤3时间1暴击	148时间2雷电3568易伤78敌人爆炸8序列升级9暴击a核
138	11141 43363	4	   	273.76	橙4易伤3时间1暴击	178时间2雷电3468易伤58基地爆炸8序列升级9暴击a核
139	11146 43333	4	   	273.76	橙4易伤3时间1暴击	178时间2雷电3468易伤58低血量敌人8序列升级9暴击a核
140	21143 43363	4	   	273.76	橙4易伤3时间1暴击	18敌人爆炸2雷电3468易伤578时间8序列升级9暴击a核
141	41143 43333	4	   	273.76	橙4易伤3时间1暴击	18低血量敌人2雷电3468易伤578时间8序列升级9暴击a核
142	61113 43363	3	   	273.76	橙4易伤3时间1暴击	1368易伤2雷电48敌人爆炸578时间8序列升级9暴击a核
143	61113 43363	2	   	273.76	橙4易伤3时间1暴击	1368易伤2雷电48敌人爆炸578时间8序列升级9暴击a核
144	61133 43363	2	   	273.76	橙4易伤3时间1暴击	1368易伤2雷电48基地爆炸578时间8序列升级9暴击a核
145	61133 43363	3	   	273.76	橙4易伤3时间1暴击	1368易伤2雷电48基地爆炸578时间8序列升级9暴击a核
146	61153 43333	2	   	273.76	橙4易伤3时间1暴击	1368易伤2雷电48低血量敌人578时间8序列升级9暴击a核
147	61153 43333	3	   	273.76	橙4易伤3时间1暴击	1368易伤2雷电48低血量敌人578时间8序列升级9暴击a核
148	66153 22333	4	   	273.74	橙3易伤3时间2等级2雷电	148易伤2随机矿349时间48序列升级58等级68雷电7核a全技能
149	15211 32214	8	   	273.45	橙3易伤2伤害2时间2等级	14时间2双倍矿34伤害4序列升级59等级68a易伤7核
150	11135 12312	6	   	273.39	橙4易伤2时间2等级2雷电	18时间2a雷电3589易伤48等级6随机矿7核8序列升级
151	66153 22313	4	   	273.39	橙4易伤2时间2等级2雷电	1489易伤2随机矿34时间48序列升级58等级68雷电7核a掉矿
152	61115 11233	8	   	273.24	橙5易伤2伤害	13569易伤2雷电49最后敌人7随机矿89伤害9序列升级a核
153	61135 16123	8	   	273.04	橙5易伤2伤害	13589易伤2雷电49掉矿6额外掉落79伤害9序列升级a核
154	61112 13353	2	   	272.97	橙5易伤2时间2雷电	1358a易伤28雷电4敌人爆炸6低血量敌人78时间8序列升级9核
155	61112 13353	3	   	272.97	橙5易伤2时间2雷电	1358a易伤28雷电4敌人爆炸6低血量敌人78时间8序列升级9核
156	61111 43353	2	   	272.97	橙5易伤2时间2雷电	1368a易伤28雷电4敌人爆炸5基地爆炸78时间8序列升级9核
157	61111 43353	3	   	272.97	橙5易伤2时间2雷电	1368a易伤28雷电4敌人爆炸5基地爆炸78时间8序列升级9核
158	11143 42312	5	   	272.87	橙5易伤2时间2雷电	18时间28雷电34689易伤5挖青7核8序列升级a基地爆炸
159	11143 42313	5	   	272.87	橙5易伤2时间2雷电	18时间28雷电34689易伤5挖青7核8序列升级a最后敌人
160	11143 42314	5	   	272.87	橙5易伤2时间2雷电	18时间28雷电34689易伤5挖青7核8序列升级a随机矿
161	11143 42316	5	   	272.87	橙5易伤2时间2雷电	18时间28雷电34689易伤5挖青7核8序列升级a低血量敌人
162	11143 42363	5	   	272.87	橙5易伤2时间2雷电	18时间28雷电3468a易伤5挖青7核8序列升级9低血量敌人
163	61112 23353	2	   	272.87	橙5易伤2时间2雷电	1358a易伤28雷电4敌人爆炸6挖尘78时间8序列升级9核
164	61112 23353	3	   	272.87	橙5易伤2时间2雷电	1358a易伤28雷电4敌人爆炸6挖尘78时间8序列升级9核
165	11143 42353	5	   	272.77	橙5易伤2时间2雷电	18时间28雷电3468a易伤5挖青7核8序列升级9挖尘
