0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13152 32224	4	 * 	299.65	DCR|3VULN|3DUR|2DMG|2TLV|1SELL	18DMG|246VULN|368DUR|5SELL|68BPWR|78TLV|9AART|aRCR
76	13142 62341	9	   	273.51	DCR|2VULN|3DUR|2DMG|1TLV|2ASPD	19DMG|28VULN|369DUR|4MLV|5TLV|79ASPD|9BPWR|aRCR
77	13123 33116	10	   	273.44	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	168DMG|2aVULN|3aDUR|4CDMG|5TLV|7RCR|9aCGEN|aBPWR
78	13123 33156	10	   	273.44	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	168DMG|2aVULN|3aDUR|4CDMG|5TLV|7RCR|9aMLV|aBPWR
79	13123 33416	10	   	273.44	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	169DMG|2aVULN|3aDUR|4CDMG|5TLV|7RCR|8aCGEN|aBPWR
80	16431 12153	7	   	273.41	DCR|2VULN|3DUR|2DMG|1TLV|2ASPD	1aDMG|2TLV|38aDUR|46VULN|5ERES|7aASPD|9RCR|aBPWR
81	13123 33141	8	   	273.24	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	168DMG|2aVULN|39DUR|4CDMG|5TLV|7RCR
82	13123 33641	7	   	273.24	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	168DMG|2aVULN|39DUR|4CDMG|5TLV|7RCR
83	32322 63113	9	   	273.23	DCR|4VULN|2DMG|2DUR	1AART|2aDMG|3DUST|469aVULN|5aDUR|7RCR|8RPLT|aBPWR
84	13132 14241	8	   	272.99	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1DMG|269VULN|38DUR|4ASPD|5TLV|7RCR|aCDMG
85	13132 14541	7	   	272.99	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1DMG|269VULN|38DUR|4ASPD|5TLV|7RCR|aCDMG
86	13132 64141	8	   	272.99	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1DMG|289VULN|36DUR|4ASPD|5TLV|7RCR|aCDMG
87	13123 33515	7	 * 	272.96	DCR|3DMG|3DUR|1VULN|1TLV|2ASPD|1CDMG	16aDMG|2VULN|38aDUR|4CDMG|5TLV|7RCR|9aASPD|aBPWR
88	13126 23115	8	   	272.96	DCR|3DMG|3DUR|1VULN|1TLV|2ASPD|1CDMG	18aDMG|2VULN|35aDUR|4CDMG|6TLV|7RCR|9aASPD|aBPWR
89	13126 23615	7	   	272.96	DCR|3DMG|3DUR|1VULN|1TLV|2ASPD|1CDMG	18aDMG|2VULN|35aDUR|4CDMG|6TLV|7RCR|9aASPD|aBPWR
90	13123 42365	4	   	272.77	DCR|3VULN|2TLV|2DUR|1DMG|1CDMG	1DMG|25aVULN|37DUR|4CDMG|6RCR|89TLV
91	63155 11111	9	   	272.63	DCR|5VULN|2DUR|1DMG	1ASPD|24568VULN|35DUR|5BPWR|7LHND|9DMG|aRCR
92	63155 13211	9	   	272.63	DCR|5VULN|2DUR|1DMG	1ASPD|24567VULN|35DUR|5BPWR|8FEWX|9DMG|aRCR
93	13132 64251	10	   	272.57	DCR|3VULN|3DUR|1TLV|1DMG	1DMG|29aVULN|368DUR|4ASPD|5TLV|7RCR
94	13155 13321	7	   	272.53	DCR|5VULN|2DUR|1DMG	1DMG|24567VULN|35DUR|5BPWR|8TBNT|9RCR|aLIT
95	42243 11341	9	   	272.29	DCR|4VULN|2DUR|1TLV|1DMG	19DUR|259LWND|3DMG|4TLV|6789VULN|9BPWR|aRCR
96	16422 23314	10	   	272.11	DCR|2VULN|3DUR|2DMG|1TLV|2LIT|1NUKE	1aDMG|2TLV|347DUR|5aVULN|6NUKE|8RCR|9aLIT|aBPWR
97	13155 12262	6	   	272.09	DCR|4VULN|2DUR|1TLV|1DMG	1DMG|2456VULN|35DUR|5BPWR|7TLV|8MBVNT|9RCR|aDMSP
98	13155 12264	6	   	272.09	DCR|4VULN|2DUR|1TLV|1DMG	1DMG|2456VULN|35DUR|5BPWR|7TLV|8MBVNT|9RCR|aCGEN
99	11432 14142	8	   	272.09	DCR|4VULN|2DUR|1TLV|1DMG	1DMG|2ZMB|3aDUR|4689VULN|5TLV|7RCR
100	32623 22562	8	   	271.88	DCR|3VULN|2DMG|2TLV|2ASPD	1AART|29DMG|357VULN|49TLV|69ASPD|8RPLT|9BPWR|aRCR
101	16212 13463	9	 * 	271.81	DCR|3VULN|3DMG|1TLV	189DMG|2TLV|389MLV|4BEXP|5LIT|689VULN|7AART|89BPWR|aRCR
102	16212 21463	9	   	271.81	DCR|3VULN|3DMG|1TLV	189DMG|2TLV|389MLV|4BEXP|5LIT|6AART|789VULN|89BPWR|aRCR
103	16221 13463	9	   	271.81	DCR|3VULN|3DMG|1TLV	189DMG|2TLV|389MLV|4LIT|5BEXP|689VULN|7AART|89BPWR|aRCR
104	16221 21463	9	   	271.81	DCR|3VULN|3DMG|1TLV	189DMG|2TLV|389MLV|4LIT|5BEXP|6AART|789VULN|89BPWR|aRCR
105	16232 13463	9	   	271.81	DCR|3VULN|3DMG|1TLV	189DMG|2TLV|389MLV|4FEWX|5LIT|689VULN|7AART|89BPWR|aRCR
106	16232 21463	9	   	271.81	DCR|3VULN|3DMG|1TLV	189DMG|2TLV|389MLV|4FEWX|5LIT|6AART|789VULN|89BPWR|aRCR
107	13112 14141	8	   	271.05	DCR|4VULN|1TLV|1DMG|1DUR|1CDMG|1NUKE	1DMG|2689VULN|3DUR|4NUKE|5TLV|7RCR|aCDMG
108	13126 43122	5	   	271.01	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	1aDMG|2aVULN|359DUR|4CDMG|6RCR|7TLV|8aCGEN|aBPWR
109	13126 23122	7	   	271.01	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	1aDMG|2aVULN|359DUR|4CDMG|6TLV|7RCR|8aCGEN|aBPWR
110	13126 23422	8	   	271.01	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	1aDMG|2aVULN|359DUR|4CDMG|6TLV|7RCR|8aCGEN|aBPWR
111	13126 42162	5	   	270.81	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	1aDMG|2aVULN|357DUR|4CDMG|6RCR|8TLV|9aERES|aBPWR
112	13126 22662	6	   	270.81	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	1aDMG|2aVULN|357DUR|4CDMG|6TLV|8RCR|9aERES|aBPWR
113	13126 23562	7	   	270.81	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	1aDMG|2aVULN|358DUR|4CDMG|6TLV|7RCR|9aERES|aBPWR
114	35113 12354	7	   	270.71	DCR|2VULN|3DMG|2TLV|2AART|1DUR	12AART|348DMG|5CGEN|68VULN|78TLV|8BPWR|9DUR|aRCR
115	13422 12353	8	   	270.39	DCR|3VULN|2DMG|1TLV|2ASPD|1DUR	1aDMG|268VULN|3aCGEN|4DUR|5TLV|7aASPD|9RCR|aBPWR
116	13241 42222	2	 * 	269.79	DCR|3VULN|3DMG|2TLV|1SELL	148DMG|289VULN|3DMSP|5SELL|6RCR|78TLV|8BPWR|aLIT
117	13241 42222	3	 * 	269.79	DCR|3VULN|3DMG|2TLV|1SELL	148DMG|289VULN|3RCVC|5SELL|6RCR|78TLV|8BPWR|aLIT
118	14241 42222	1	 * 	269.79	DCR|3VULN|3DMG|2TLV|1SELL	148DMG|289VULN|3DMSP|5SELL|6RCR|78TLV|8BPWR|aLIT
