0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34412 35332	9	 * 	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1BEXP|2345aVULN|6DUR|7CDMG|8DMG|9RCR
34	24412 31321	9	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1LHND|2345VULN|68DUR|7RCR|9DMG|aASPD
35	24412 33251	6	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1LHND|2345VULN|69DUR|7DMG|8RCR|aASPD
36	24412 31133	7	   	268.92	DCR|5VULN|2DUR|1ASPD	1LHND|23458VULN|69DUR|7RCR|aASPD
37	24412 31133	8	   	268.92	DCR|5VULN|2DUR|1ASPD	1LHND|23458VULN|69DUR|7RCR|aASPD
38	24412 31323	8	   	268.92	DCR|5VULN|2DUR|1ASPD	1LHND|23459VULN|68DUR|7RCR|aASPD
39	24412 31623	7	   	268.92	DCR|5VULN|2DUR|1ASPD	1LHND|23459VULN|68DUR|7RCR|aASPD
40	34412 31133	8	   	268.92	DCR|5VULN|2DUR|1ASPD	1BEXP|23458VULN|69DUR|7RCR|aASPD
41	34412 31133	7	   	268.92	DCR|5VULN|2DUR|1ASPD	1BEXP|23458VULN|69DUR|7RCR|aASPD
42	34412 31141	9	   	268.92	DCR|5VULN|2DUR|1ASPD	1BEXP|23458VULN|6aDUR|7RCR|9ASPD
43	34412 31623	7	   	268.92	DCR|5VULN|2DUR|1ASPD	1BEXP|23459VULN|68DUR|7RCR|aASPD
44	24412 31411	9	   	268.27	DCR|4VULN|2DUR|1TLV|1CDMG	1LHND|2345VULN|6aDUR|7RCR|8TLV|9CDMG
45	34412 31411	9	   	268.27	DCR|4VULN|2DUR|1TLV|1CDMG	1BEXP|2345VULN|6aDUR|7RCR|8TLV|9CDMG
46	24412 31335	10	   	267.85	DCR|4VULN|3DUR|1TLV	1LHND|2345VULN|689DUR|7RCR|aTLV
47	31434 23135	10	 * 	266.81	DCR|3VULN|3DUR|2DMG	17BEXP|2LWND|347VULN|567DUR|7BPWR|8aDMG|9RCR
48	24412 31324	10	   	266.74	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9DMG|aLIT
49	24412 31253	10	   	266.22	DCR|5VULN|2DUR	1LHND|2345aVULN|69DUR|7RCR|8LIT
50	22312 13416	9	   	265.90	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	17LHND|2DMG|347VULN|5RMIN|67DUR|7BPWR|8TLV|9CDMG|aRCR
51	34412 35333	10	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1BEXP|2345VULN|6DUR|7CDMG|8DMG|9RCR|aLIT
52	34412 31431	9	   	265.63	DCR|4VULN|2DUR|1TLV|1ASPD	1BEXP|2345VULN|69DUR|7RCR|8TLV|aASPD
53	24412 31332	9	   	265.25	DCR|4VULN|3DUR|1CDMG	1LHND|2345VULN|689DUR|7RCR|aCDMG
54	22314 33463	8	 * 	264.02	DCR|4VULN|1DMG|2CDMG|1TLV	17LHND|2DMG|3479VULN|5RPLT|67CDMG|7BPWR|8TLV|aRCR
55	22313 23465	9	   	263.39	DCR|5VULN|1DMG|1DUR	1LHND|2DMG|3469aVULN|5LWND|7RCR|8DUR
56	24412 23261	5	   	263.39	DCR|5VULN|1DMG|1DUR	1LHND|23459VULN|6BEXP|7DMG|8RCR|aDUR
57	34412 13261	5	   	263.39	DCR|5VULN|1DMG|1DUR	1BEXP|23459VULN|6LHND|7DMG|8RCR|aDUR
58	24115 32126	4	   	263.29	DCR|5VULN|1DMG|1TLV	1LHND|24589VULN|3ERES|6RCR|7TLV|aDMG
59	24412 34322	5	   	263.29	DCR|5VULN|1DMG|1DUR	1LHND|23456VULN|7TBNT|8DUR|9DMG|aRCR
60	24413 32126	4	   	263.29	DCR|5VULN|1DMG|1TLV	1LHND|23489VULN|5ERES|6RCR|7TLV|aDMG
61	24423 32126	3	   	263.29	DCR|5VULN|1DMG|1TLV	1LHND|23489VULN|5ERES|6RCR|7TLV|aDMG
62	34115 32126	4	   	263.29	DCR|5VULN|1DMG|1TLV	1BEXP|24589VULN|3ERES|6RCR|7TLV|aDMG
63	34412 31226	7	   	263.29	DCR|5VULN|1DMG|1DUR	1BEXP|23459VULN|6DUR|7RCR|8DUST|aDMG
64	34413 32126	4	   	263.29	DCR|5VULN|1DMG|1TLV	1BEXP|23489VULN|5ERES|6RCR|7TLV|aDMG
65	24412 25221	10	   	263.16	DCR|4VULN|1DMG|1TLV|1ASPD	1LHND|2345VULN|6TLV|7LIT|8DMG|9ASPD|aRCR
66	34412 24221	10	   	263.16	DCR|4VULN|1DMG|1TLV|1ASPD	1BEXP|2345VULN|6ASPD|7TLV|8LIT|9DMG|aRCR
67	24412 31423	10	   	262.93	DCR|4VULN|2DUR|1TLV	1LHND|2345VULN|6aDUR|7RCR|8TLV|9LIT
68	34412 31423	10	   	262.93	DCR|4VULN|2DUR|1TLV	1BEXP|2345VULN|6aDUR|7RCR|8TLV|9LIT
69	24412 31222	10	   	262.64	DCR|5VULN|1DUR|1ASPD	1LHND|2345aVULN|6DUR|7RCR|8LIT|9ASPD
70	34412 31222	10	   	262.64	DCR|5VULN|1DUR|1ASPD	1BEXP|2345aVULN|6DUR|7RCR|8LIT|9ASPD
71	24412 31333	9	   	262.60	DCR|4VULN|3DUR|1ASPD	1LHND|2345VULN|689DUR|7RCR|aASPD
72	24412 31413	10	   	262.00	DCR|4VULN|1DUR|1TLV|1CDMG	1LHND|2345VULN|6DUR|7RCR|8TLV|9CDMG|aLIT
73	34412 31413	10	   	262.00	DCR|4VULN|1DUR|1TLV|1CDMG	1BEXP|2345VULN|6DUR|7RCR|8TLV|9CDMG|aLIT
74	22316 34521	5	   	261.64	DCR|4VULN|2DMG|1DUR	159LHND|29DMG|3489VULN|6RCR|7RPLT|9BPWR|aDUR
75	22316 34521	4	   	261.64	DCR|4VULN|2DMG|1DUR	159LHND|29DMG|3489VULN|6RCR|7RPLT|9BPWR|aDUR
76	24512 31126	9	   	261.44	DCR|4VULN|2DMG|1DUR	13LHND|2458VULN|6DUR|7RCR|9aDMG
77	24213 22526	7	   	261.40	DCR|4VULN|2DMG|1DUR|1SELL	19LHND|2689VULN|3SELL|4LWND|5DUR|79DMG|9BPWR|aRCR
78	24412 33216	6	   	261.34	DCR|4VULN|2DMG|1DUR	1LHND|2345VULN|6DUR|7aDMG|8RCR|9ERES
79	24412 31334	10	   	261.26	DCR|4VULN|3DUR|1AART	1LHND|2345VULN|689DUR|7RCR|aAART
80	31413 22662	3	 * 	261.14	DCR|4VULN|3DMG	178BEXP|2aLWND|389aVULN|48aDMG|5TBNT|6RCR|8aBPWR
81	31413 22662	4	   	261.14	DCR|4VULN|3DMG	178BEXP|2aLWND|389aVULN|48aDMG|5TBNT|6RCR|8aBPWR
82	22312 33465	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LHND|2DMG|349aVULN|5RMIN|6TLV|7RCR|8DUR
83	24412 24322	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LHND|2345VULN|6TLV|7MLV|8DUR|9DMG|aRCR
84	24412 22322	10	   	260.00	DCR|4VULN|1DMG|1DUR|1TLV	1LHND|2345VULN|6TLV|7ERES|8DUR|9DMG|aRCR
85	24412 31252	9	   	259.91	DCR|4VULN|3DUR	1LHND|2345VULN|69aDUR|7RCR|8LIT
86	24412 31362	8	   	259.91	DCR|4VULN|3DUR	1LHND|2345VULN|68aDUR|7RCR|9LIT
87	24412 34212	10	 * 	259.79	DCR|4VULN|2DUR|2ASPD	18LHND|2345VULN|68DUR|78ASPD|8BPWR|9LWND|aRCR
88	24412 34222	10	   	259.69	DCR|4VULN|2DUR|2ASPD	18LHND|2345VULN|68DUR|78ASPD|8BPWR|9DUST|aRCR
89	24412 31125	9	   	259.58	DCR|5VULN|1TLV|1DUR	1LHND|23458VULN|6DUR|7RCR|9CGEN|aTLV
90	24412 31135	9	   	259.58	DCR|5VULN|1TLV|1DUR	1LHND|23458VULN|6DUR|7RCR|9ZMB|aTLV
91	34412 31125	9	   	259.58	DCR|5VULN|1TLV|1DUR	1BEXP|23458VULN|6DUR|7RCR|9CGEN|aTLV
92	34412 31135	9	   	259.58	DCR|5VULN|1TLV|1DUR	1BEXP|23458VULN|6DUR|7RCR|9ZMB|aTLV
93	24115 32125	4	   	259.48	DCR|5VULN|1DUR|1TLV	1LHND|24589VULN|3ERES|6RCR|7TLV|aDUR
94	24412 31115	9	   	259.48	DCR|5VULN|1DUR|1TLV	1LHND|23458VULN|6DUR|7RCR|9ERES|aTLV
95	24413 32125	4	   	259.48	DCR|5VULN|1DUR|1TLV	1LHND|23489VULN|5ERES|6RCR|7TLV|aDUR
96	24423 32125	3	   	259.48	DCR|5VULN|1DUR|1TLV	1LHND|23489VULN|5ERES|6RCR|7TLV|aDUR
97	34115 32125	4	   	259.48	DCR|5VULN|1TLV|1DUR	1BEXP|24589VULN|3ERES|6RCR|7TLV|aDUR
98	34412 31115	9	   	259.48	DCR|5VULN|1TLV|1DUR	1BEXP|23458VULN|6DUR|7RCR|9ERES|aTLV
99	34413 32125	4	   	259.48	DCR|5VULN|1TLV|1DUR	1BEXP|23489VULN|5ERES|6RCR|7TLV|aDUR
100	24412 31421	10	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	1LHND|2345VULN|6DUR|7RCR|8TLV|9LIT|aASPD
101	34412 31421	10	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	1BEXP|2345VULN|6DUR|7RCR|8TLV|9LIT|aASPD
102	22316 34522	5	   	259.04	DCR|4VULN|2DMG|1CDMG	159LHND|29DMG|3489VULN|6RCR|7RPLT|9BPWR|aCDMG
103	22316 34522	4	   	259.04	DCR|4VULN|2DMG|1CDMG	159LHND|29DMG|3489VULN|6RCR|7RPLT|9BPWR|aCDMG
104	44262 32322	7	 * 	258.86	DCR|3VULN|2DMG|2CDMG|1DUR|1NUKE	1NUKE|29CDMG|3RCVC|4DUR|5RMIN|69aVULN|79DMG|8RCR|9BPWR
105	22314 33635	9	   	258.77	DCR|4VULN|1DMG|2CDMG|1ASPD	17LHND|2DMG|347aVULN|5RPLT|67CDMG|7BPWR|8RCR|9ASPD
106	21434 53122	10	   	258.64	DCR|4VULN|2DUR|1DMG	17LHND|2LWND|3478VULN|5RCVC|67DUR|7BPWR|9DMG|aRCR
107	21436 53122	10	   	258.64	DCR|4VULN|2DUR|1DMG	17LHND|25LWND|3478VULN|67DUR|7BPWR|9DMG|aRCR
108	22313 13162	8	   	258.64	DCR|4VULN|2DUR|1DMG	1aLHND|2DMG|348aVULN|5LWND|6CGEN|7RCR|9aDUR|aBPWR
109	22313 13462	7	   	258.64	DCR|4VULN|2DUR|1DMG	1aLHND|2DMG|348aVULN|5LWND|6CGEN|7RCR|9aDUR|aBPWR
110	22313 25322	9	   	258.64	DCR|4VULN|2DUR|1DMG	1aLHND|2DMG|346aVULN|5LWND|7MLV|8aDUR|9RCR|aBPWR
111	24411 53122	10	   	258.64	DCR|4VULN|2DUR|1DMG	17LHND|2348VULN|57LWND|67DUR|7BPWR|9DMG|aRCR
112	24414 13122	10	   	258.64	DCR|4VULN|2DUR|1DMG	17LHND|2348VULN|57FEWX|67DUR|7BPWR|9DMG|aRCR
113	26433 13122	10	   	258.64	DCR|4VULN|2DUR|1DMG	17LHND|25FEWX|3478VULN|67DUR|7BPWR|9DMG|aRCR
114	26434 13122	10	   	258.64	DCR|4VULN|2DUR|1DMG	17LHND|26FEWX|3478VULN|57DUR|7BPWR|9DMG|aRCR
115	26434 23122	10	   	258.64	DCR|4VULN|2DUR|1DMG	17LHND|2FEWX|3478VULN|57DUR|6RCVC|7BPWR|9DMG|aRCR
116	34411 13122	10	   	258.64	DCR|4VULN|2DUR|1DMG	17BEXP|2348VULN|57LWND|67DUR|7BPWR|9DMG|aRCR
117	34414 13122	10	   	258.64	DCR|4VULN|2DUR|1DMG	17BEXP|2348VULN|57FEWX|67DUR|7BPWR|9DMG|aRCR
118	56433 13122	10	   	258.64	DCR|4VULN|2DUR|1DMG	17LWND|25FEWX|3478VULN|67DUR|7BPWR|9DMG|aRCR
119	22313 23362	8	   	258.54	DCR|4VULN|2DUR|1DMG	1aLHND|2DMG|346aVULN|5LWND|7RCR|8ERES|9aDUR|aBPWR
120	22313 23415	9	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2DMG|346aVULN|5LWND|7RCR|89DUR
121	22313 23435	8	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2DMG|346aVULN|5LWND|7RCR|89DUR
122	24412 31316	9	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9RMIN|aDMG
123	24412 31321	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9DMG|aCGEN
124	24412 31322	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9DMG|aRMIN
125	24412 31322	9	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9DMG|aRPLT
126	24412 31323	9	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9DMG|aBEXP
127	24412 31325	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9DMG|aBELT
128	24412 31336	8	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9CGEN|aDMG
129	24412 31343	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9CGEN|aDMG
130	24412 31353	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9BEXP|aDMG
131	24412 31363	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9FEWX|aDMG
132	54411 31133	10	   	258.44	DCR|4VULN|2DUR|1DMG	15LWND|2348VULN|69DUR|7RCR|aDMG
133	22313 23462	9	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2DMG|3469VULN|5LWND|7RCR|8aDUR
134	24411 23322	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2346VULN|5LWND|78DUR|9DMG|aRCR
135	24412 23252	5	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|6BEXP|7DMG|8RCR|9aDUR
136	24412 32322	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7BEXP|9DMG|aRCR
137	24412 33242	6	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|6aDUR|7DMG|8RCR|9LWND
138	24412 33252	6	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|69DUR|7DMG|8RCR|aRPLT
139	24412 33253	6	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|69DUR|7DMG|8RCR|aBEXP
140	24412 33612	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|67DUR|8DMG|9LWND|aRCR
141	24412 43322	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|6FEWX|78DUR|9DMG|aRCR
142	24512 31133	10	   	258.44	DCR|4VULN|2DUR|1DMG	13LHND|2458VULN|69DUR|7RCR|aDMG
143	34412 13252	5	   	258.44	DCR|4VULN|2DUR|1DMG	1BEXP|2345VULN|6LHND|7DMG|8RCR|9aDUR
144	54413 23322	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LWND|2346VULN|5LHND|78DUR|9DMG|aRCR
145	24412 31324	9	   	258.34	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9DMG|aBBNT
146	24412 31325	9	   	258.34	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9DMG|aERES
147	24412 31326	10	   	258.34	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|68DUR|7RCR|9DMG|aDUST
148	24412 33522	10	   	258.34	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|67DUR|8DUST|9DMG|aRCR
149	24412 33622	10	   	258.34	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|67DUR|8DMG|9DUST|aRCR
150	24412 53322	10	   	258.34	DCR|4VULN|2DUR|1DMG	1LHND|2345VULN|6DUST|78DUR|9DMG|aRCR
151	34412 33622	10	   	258.34	DCR|4VULN|2DUR|1DMG	1BEXP|2345VULN|68DUR|7DUST|9DMG|aRCR
152	24412 31126	9	   	258.11	DCR|5VULN|2DUR	1aLHND|23458VULN|6aDUR|7RCR|9aCGEN|aBPWR
153	24412 31136	9	   	258.11	DCR|5VULN|2DUR	1aLHND|23458VULN|6aDUR|7RCR|9aZMB|aBPWR
154	34412 31126	9	   	258.11	DCR|5VULN|2DUR	1aBEXP|23458VULN|6aDUR|7RCR|9aCGEN|aBPWR
155	34412 31136	9	   	258.11	DCR|5VULN|2DUR	1aBEXP|23458VULN|6aDUR|7RCR|9aZMB|aBPWR
156	34412 31353	9	   	258.01	DCR|4VULN|1TLV|1DUR|1AART	1BEXP|2345VULN|6DUR|7RCR|8AART|9LIT|aTLV
157	24412 31115	7	   	257.91	DCR|5VULN|2DUR	1LHND|23458VULN|6aDUR|7RCR|9FEWX
158	24412 31115	8	   	257.91	DCR|5VULN|2DUR	1LHND|23458VULN|6aDUR|7RCR|9FEWX
159	24412 31116	9	   	257.91	DCR|5VULN|2DUR	1aLHND|23458VULN|6aDUR|7RCR|9aERES|aBPWR
160	24412 31131	7	   	257.91	DCR|5VULN|2DUR	1LHND|23458VULN|69DUR|7RCR|aBEXP
161	24412 31131	8	   	257.91	DCR|5VULN|2DUR	1LHND|23458VULN|69DUR|7RCR|aBEXP
162	24412 31134	8	   	257.91	DCR|5VULN|2DUR	1LHND|23458VULN|69DUR|7RCR|aFEWX
163	24412 31134	7	   	257.91	DCR|5VULN|2DUR	1LHND|23458VULN|69DUR|7RCR|aFEWX
164	24412 31136	8	   	257.91	DCR|5VULN|2DUR	1LHND|23458VULN|69DUR|7RCR|aZMB
165	24412 31136	7	   	257.91	DCR|5VULN|2DUR	1LHND|23458VULN|69DUR|7RCR|aZMB
166	24412 31321	8	   	257.91	DCR|5VULN|2DUR	1LHND|23459VULN|68DUR|7RCR|aBEXP
167	24412 31324	8	   	257.91	DCR|5VULN|2DUR	1LHND|23459VULN|68DUR|7RCR|aFEWX
168	24412 31326	8	   	257.91	DCR|5VULN|2DUR	1LHND|23459VULN|68DUR|7RCR|aZMB
169	24412 31621	7	   	257.91	DCR|5VULN|2DUR	1LHND|23459VULN|68DUR|7RCR|aBEXP
170	34412 31115	7	   	257.91	DCR|5VULN|2DUR	1BEXP|23458VULN|6aDUR|7RCR|9FEWX
171	34412 31115	8	   	257.91	DCR|5VULN|2DUR	1BEXP|23458VULN|6aDUR|7RCR|9FEWX
172	34412 31116	9	   	257.91	DCR|5VULN|2DUR	1aBEXP|23458VULN|6aDUR|7RCR|9aERES|aBPWR
173	34412 31121	9	   	257.91	DCR|5VULN|2DUR	1BEXP|23458VULN|6aDUR|7RCR|9CGEN
174	34412 31131	8	   	257.91	DCR|5VULN|2DUR	1BEXP|23458VULN|69DUR|7RCR|aFEWX
175	34412 31131	7	   	257.91	DCR|5VULN|2DUR	1BEXP|23458VULN|69DUR|7RCR|aFEWX
176	34412 31131	9	   	257.91	DCR|5VULN|2DUR	1BEXP|23458VULN|6aDUR|7RCR|9ZMB
177	34412 31136	8	   	257.91	DCR|5VULN|2DUR	1BEXP|23458VULN|69DUR|7RCR|aZMB
178	34412 31136	7	   	257.91	DCR|5VULN|2DUR	1BEXP|23458VULN|69DUR|7RCR|aZMB
179	34412 31151	9	   	257.91	DCR|5VULN|2DUR	1BEXP|23458VULN|6aDUR|7RCR|9MLV
180	34412 31161	7	   	257.91	DCR|5VULN|2DUR	1BEXP|23458VULN|6aDUR|7RCR|9CGEN
181	34412 31161	8	   	257.91	DCR|5VULN|2DUR	1BEXP|23458VULN|6aDUR|7RCR|9CGEN
182	34412 31325	7	   	257.91	DCR|5VULN|2DUR	18BEXP|23459VULN|6aDUR|7RCR
183	34412 31621	7	   	257.91	DCR|5VULN|2DUR	1BEXP|23459VULN|68DUR|7RCR|aFEWX
184	24512 31125	7	   	257.91	DCR|5VULN|2DUR	13LHND|24589VULN|6aDUR|7RCR
185	24512 31125	8	   	257.91	DCR|5VULN|2DUR	13LHND|24589VULN|6aDUR|7RCR
186	34412 31111	9	   	257.81	DCR|5VULN|2DUR	1BEXP|23458VULN|6aDUR|7RCR|9ERES
187	34412 31225	7	   	257.81	DCR|5VULN|2DUR	1BEXP|23459VULN|6aDUR|7RCR|8DUST
188	24412 31226	10	   	257.68	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|6aDUR|7RCR|8LIT|9ASPD
189	34412 31226	10	   	257.68	DCR|4VULN|2DUR|1ASPD	1BEXP|2345VULN|6aDUR|7RCR|8LIT|9ASPD
190	22311 25366	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1LHND|2DMG|3469VULN|5MLV|7CDMG|8DUR|aRCR
191	22311 43166	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1LHND|2DMG|3489VULN|5MLV|6CDMG|7DUR|aRCR
192	22312 43166	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1LHND|2DMG|3489VULN|5RMIN|6CDMG|7DUR|aRCR
193	34412 35333	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1BEXP|2345VULN|6DUR|7CDMG|8DMG|9RCR|aLHND
194	34412 35332	10	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1BEXP|2345VULN|6DUR|7CDMG|8DMG|9RCR|aERES
195	34412 35331	10	   	257.26	DCR|4VULN|1DMG|1DUR|1CDMG|1SELL	1BEXP|2345VULN|6DUR|7CDMG|8DMG|9RCR|aSELL
196	24434 23122	8	 * 	257.26	ACR|4VULN|3DUR|2DMG	17aLHND|237aVULN|4RCR|567DUR|7aBPWR|8aDMG|9BBNT
197	24412 31512	9	   	256.98	DCR|5VULN|1DUR|1CDMG	1LHND|2345aVULN|6DUR|7RCR|8RMIN|9CDMG
198	24412 31612	9	   	256.98	DCR|5VULN|1DUR|1CDMG	1LHND|2345aVULN|6DUR|7RCR|8ZMB|9CDMG
199	34412 31512	9	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|2345aVULN|6DUR|7RCR|8RMIN|9CDMG
200	34412 31612	9	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|2345aVULN|6DUR|7RCR|8ZMB|9CDMG
201	24412 31152	7	   	256.98	DCR|5VULN|1DUR|1CDMG	1LHND|23458VULN|6DUR|7RCR|9RCVC|aCDMG
202	24412 31152	8	   	256.98	DCR|5VULN|1DUR|1CDMG	1LHND|23458VULN|6DUR|7RCR|9RCVC|aCDMG
203	24413 61122	8	   	256.98	DCR|5VULN|1TLV|1CDMG	1LHND|23489VULN|5RMIN|6TLV|7RCR|aCDMG
204	24413 61122	7	   	256.98	DCR|5VULN|1TLV|1CDMG	1LHND|23489VULN|5RMIN|6TLV|7RCR|aCDMG
