0	Index      	Bounty	 *	Score 	Summary	Detail	
1	41213 42243	7	 * 	294.65	橙4易伤3等级2时间1暴击1全技能	134等级2347易伤347序列升级57策反67时间8全技能9暴击a核
36	43224 22432	6	 * 	283.53	橙4易伤2等级2暴击2雷电	18等级28雷电3攻速45暴击6789易伤8序列升级a核
37	41216 11343	10	   	283.20	橙5易伤3等级1时间	134等级2345a易伤34序列升级6最后敌人7核8时间9攻速
38	41211 23641	9	   	283.20	橙5易伤3等级1时间	134等级23469易伤34序列升级5金币生成7雷电8时间a核
39	41216 41221	5	   	283.20	橙5易伤3等级1时间	134等级23456易伤34序列升级7雷电8时间9金币生成a核
40	41216 41231	5	   	283.20	橙5易伤3等级1时间	134等级23456易伤34序列升级7雷电8时间9矿等a核
41	41216 23131	6	   	281.96	橙5易伤3等级1暴击1全技能	134等级23458易伤34序列升级6敌人爆炸7全技能9核a暴击
42	42532 23214	8	   	281.46	橙3易伤2等级2伤害1时间	1a等级2时间36a易伤4攻速5最后敌人7核8a伤害9赏金塔a序列升级
43	41211 42222	7	   	281.00	橙4易伤3等级2时间1全技能	134等级2347易伤347序列升级57金币生成67时间8全技能9随机矿a核
44	41216 11323	10	   	280.80	橙4易伤3等级2时间1全技能	134等级2345易伤34序列升级6最后敌人7核89时间a全技能
45	41213 42213	7	   	280.75	橙4易伤3等级2时间1全技能1卖塔	134等级2347易伤347序列升级57策反67时间8全技能9卖塔a核
46	41213 23615	10	   	280.60	橙5易伤3等级1暴击	134等级23468易伤34序列升级5策反7核9雷电a暴击
47	41216 53323	7	   	280.50	橙5易伤3等级1暴击	134等级2345a易伤34序列升级6攻速7核8暴击9挖尘
48	41213 42611	7	   	279.64	橙4易伤3等级2时间	134等级2347易伤347序列升级57策反67时间8核9雷电a金币生成
49	41213 42612	7	   	279.54	橙4易伤3等级2时间	134等级2347易伤347序列升级57策反67时间8核9雷电a挖尘
50	41213 42631	7	   	279.54	橙4易伤3等级2时间	134等级2347易伤347序列升级57策反67时间8核9攻速a赏金邻近
51	41213 42632	7	   	279.54	橙4易伤3等级2时间	134等级2347易伤347序列升级57策反67时间8核9攻速a赏金塔
52	41216 11324	10	   	279.44	橙4易伤3等级2时间	134等级2345易伤34序列升级6最后敌人7核89时间a攻速
53	41216 11325	9	   	279.44	橙4易伤3等级2时间	134等级2345易伤34序列升级6最后敌人7核89时间a攻速
54	41216 11326	10	   	279.44	橙4易伤3等级2时间	134等级2345易伤34序列升级6最后敌人7核89时间a雷电
55	41216 21335	7	   	279.44	橙4易伤3等级2时间	134等级2345易伤34序列升级6敌人爆炸7核89时间a攻速
56	41216 14121	3	   	278.88	橙3易伤2等级1伤害1时间1暴击1全技能	13等级237易伤3序列升级4暴击5时间6额外掉落8伤害9全技能a核
57	41213 23232	10	   	278.71	橙5易伤3等级1伤害	134等级2346a易伤34序列升级5策反7核8伤害9敌人爆炸
58	41216 33232	10	   	278.71	橙5易伤3等级1伤害	134等级2345a易伤34序列升级6随机矿7核8伤害9额外掉落
59	41216 33242	10	   	278.71	橙5易伤3等级1伤害	134等级2345a易伤34序列升级6随机矿7核8伤害9敌人爆炸
60	11264 11151	4	 * 	278.71	橙5易伤2等级2暴击	13金币生成2356a易伤36序列升级46等级78暴击9核
61	41212 13252	4	   	278.71	橙5易伤3等级1伤害	134等级23468易伤34序列升级5策反7金币生成9伤害a核
62	41212 15262	4	   	278.71	橙5易伤3等级1伤害	134等级23467易伤34序列升级5策反8低血量敌人9核a伤害
63	41213 13252	5	   	278.71	橙5易伤3等级1伤害	134等级23468易伤34序列升级5策反7金币生成9伤害a核
64	41213 15262	5	   	278.71	橙5易伤3等级1伤害	134等级23467易伤34序列升级5策反8低血量敌人9核a伤害
65	41213 22252	7	   	278.71	橙5易伤3等级1伤害	134等级23468易伤34序列升级5策反7金币生成9伤害a核
66	41213 23252	6	   	278.71	橙5易伤3等级1伤害	134等级23468易伤34序列升级5策反7金币生成9伤害a核
67	41213 23632	8	   	278.71	橙5易伤3等级1伤害	134等级23468易伤34序列升级5策反7核9基地爆炸a伤害
68	41213 23641	10	   	278.71	橙5易伤3等级1伤害	134等级23468易伤34序列升级5策反7核9随机矿a伤害
69	41213 23642	8	   	278.71	橙5易伤3等级1伤害	134等级23468易伤34序列升级5策反7核9低血量敌人a伤害
70	41213 25262	6	   	278.71	橙5易伤3等级1伤害	134等级23467易伤34序列升级5策反8低血量敌人9核a伤害
71	41216 21162	8	   	278.71	橙5易伤3等级1伤害	134等级23459易伤34序列升级6敌人爆炸7核8矿等a伤害
72	41216 26221	5	   	278.71	橙5易伤3等级1伤害	134等级23456易伤346序列升级7矿等8伤害9双倍矿a核
73	41216 33611	10	   	278.71	橙5易伤3等级1伤害	134等级23458易伤34序列升级6随机矿7核9金币生成a伤害
74	41224 11151	3	   	278.71	橙5易伤2等级2暴击	13等级2356a易伤36序列升级46金币生成78暴击9核
75	41511 11151	5	   	278.71	橙5易伤2等级2暴击	14等级2346a易伤46序列升级56金币生成78暴击9核
76	41212 15612	4	   	278.61	橙5易伤3等级1伤害	134等级23467易伤34序列升级5策反8伤害9掉矿a核
77	41213 15612	5	   	278.61	橙5易伤3等级1伤害	134等级23467易伤34序列升级5策反8伤害9掉矿a核
78	41213 23213	8	   	278.61	橙5易伤3等级1伤害	134等级2346a易伤34序列升级5策反7核8伤害9赏金塔
79	41213 25612	6	   	278.61	橙5易伤3等级1伤害	134等级23467易伤34序列升级5策反8伤害9掉矿a核
80	41216 31222	10	   	278.61	橙5易伤3等级1伤害	134等级2345a易伤34序列升级6随机矿7挖尘8伤害9核
81	41216 33213	8	   	278.61	橙5易伤3等级1伤害	134等级2345a易伤34序列升级6随机矿7核8伤害9赏金塔
82	41213 23632	9	   	278.61	橙5易伤3等级1伤害	134等级23468易伤34序列升级5策反7核9加一a伤害
83	41213 23638	10	   	278.61	橙5易伤3等级1伤害	134等级23468易伤34序列升级5策反7核9加一a伤害
84	41213 23652	9	   	278.61	橙5易伤3等级1伤害	134等级23468易伤34序列升级5策反7核9挖尘a伤害
85	41213 23661	10	   	278.61	橙5易伤3等级1伤害	134等级23468易伤34序列升级5策反7核9掉矿a伤害
86	41216 33622	8	   	278.61	橙5易伤3等级1伤害	134等级23458易伤34序列升级6随机矿7核9挖尘a伤害
87	41211 24353	9	 * 	278.56	橙5易伤3等级2暴击1卖塔	134等级2346a易伤34a序列升级5a金币生成7卖塔8a暴击9核
88	41216 53312	7	   	278.51	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6攻速7核8暴击9低血量敌人a时间
89	41224 11151	4	   	278.51	橙5易伤2等级2暴击	13等级2356a易伤36序列升级46掉矿78暴击9核
90	41216 53332	7	   	278.41	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6攻速7核8暴击9赏金塔a时间
91	41216 53233	10	   	278.33	橙4易伤3等级1伤害1全技能	134等级2345易伤34序列升级6攻速7核8伤害9敌人爆炸a全技能
92	41214 42131	9	   	278.33	橙4易伤3等级1伤害1全技能	134等级2347易伤34序列升级5雷电6全技能8伤害9核a低血量敌人
93	41214 42132	9	   	278.33	橙4易伤3等级1伤害1全技能	134等级2347易伤34序列升级5雷电6全技能8伤害9核a立即金币
94	41214 42133	9	   	278.33	橙4易伤3等级1伤害1全技能	134等级2347易伤34序列升级5雷电6全技能8伤害9核a额外掉落
95	41214 42131	10	   	278.23	橙4易伤3等级1伤害1全技能	134等级2347易伤34序列升级5雷电6全技能8伤害9核a挖尘
96	41213 23232	8	   	277.95	橙4易伤3等级2伤害	134等级2346易伤34序列升级5策反7核8a伤害9最后敌人
97	41213 23232	9	   	277.95	橙4易伤3等级2伤害	134等级2346易伤34序列升级5策反7核8a伤害9敌人爆炸
98	41213 23246	8	   	277.95	橙4易伤3等级2伤害	134等级2346易伤34序列升级5策反7核8a伤害9基地爆炸
99	41213 23253	9	   	277.95	橙4易伤3等级2伤害	134等级2346易伤34序列升级5策反7核89伤害a矿等
100	41213 23253	10	   	277.95	橙4易伤3等级2伤害	134等级2346易伤34序列升级5a策反7核89伤害
101	41213 23255	10	   	277.95	橙4易伤3等级2伤害	134等级2346易伤34序列升级5策反7核89伤害a平台
102	41213 23256	9	   	277.95	橙4易伤3等级2伤害	134等级2346易伤34序列升级5策反7核89伤害a金币生成
103	41216 11631	7	   	277.95	橙4易伤3等级2伤害	134等级2345易伤34序列升级6最后敌人7核8a伤害9基地爆炸
104	41216 21631	7	   	277.95	橙4易伤3等级2伤害	134等级2345易伤34序列升级6敌人爆炸7核8a伤害9基地爆炸
105	41216 33224	9	   	277.95	橙4易伤3等级2伤害	134等级2345易伤34序列升级69随机矿7核8a伤害
106	41216 33231	10	   	277.95	橙4易伤3等级2伤害	134等级2345易伤34序列升级6随机矿7核8a伤害9额外掉落
107	41216 33232	8	   	277.95	橙4易伤3等级2伤害	134等级2345易伤34序列升级6随机矿7核8a伤害9最后敌人
108	41216 33242	9	   	277.95	橙4易伤3等级2伤害	134等级2345易伤34序列升级6随机矿7核8a伤害9敌人爆炸
109	41216 33253	9	   	277.95	橙4易伤3等级2伤害	134等级2345易伤34序列升级6随机矿7核89伤害a矿等
110	41216 33253	10	   	277.95	橙4易伤3等级2伤害	134等级2345易伤34序列升级6随机矿7核89伤害a策反
111	41213 23222	8	   	277.85	橙4易伤3等级2伤害	134等级2346易伤34序列升级5策反7核8a伤害9挖青
112	41213 23251	9	   	277.85	橙4易伤3等级2伤害	134等级2346易伤34序列升级5策反7核89伤害a赏金塔
113	41216 11622	7	   	277.85	橙4易伤3等级2伤害	134等级2345易伤34序列升级6最后敌人7核8a伤害9掉矿
114	41216 21622	7	   	277.85	橙4易伤3等级2伤害	134等级2345易伤34序列升级6敌人爆炸7核8a伤害9掉矿
115	41216 31222	9	   	277.85	橙4易伤3等级2伤害	134等级2345易伤34序列升级6随机矿7挖尘8a伤害9核
116	41216 33222	8	   	277.85	橙4易伤3等级2伤害	134等级2345易伤34序列升级6随机矿7核8a伤害9挖青
117	41216 33251	9	   	277.85	橙4易伤3等级2伤害	134等级2345易伤34序列升级6随机矿7核89伤害a赏金塔
118	41512 22431	8	   	277.52	橙3易伤2等级1伤害1时间1暴击	14等级234易伤4序列升级5最后敌人6伤害7时间8雷电9核a暴击
119	41216 11631	9	   	276.98	橙4易伤3等级1伤害	134等级2345易伤34序列升级6最后敌人7核8雷电9攻速a伤害
120	41213 23235	10	   	276.62	橙4易伤3等级1伤害1时间	134等级2346易伤34序列升级5策反7核8伤害9敌人爆炸a时间
121	41213 23243	8	   	276.62	橙4易伤3等级1伤害1时间	134等级2346易伤34序列升级5策反7核8伤害9基地爆炸a时间
122	41213 23631	7	   	276.62	橙4易伤3等级1伤害1时间	134等级2346易伤34序列升级5策反7核8时间9基地爆炸a伤害
123	41213 23642	7	   	276.62	橙4易伤3等级1伤害1时间	134等级2346易伤34序列升级5策反7核8时间9矿等a伤害
124	41216 11222	9	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6最后敌人7核8敌人爆炸9时间a伤害
125	41216 11232	8	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6最后敌人7核8敌人爆炸9时间a伤害
126	41216 11312	8	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6最后敌人7核8时间9基地爆炸a伤害
127	41216 11332	9	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6最后敌人7核8时间9基地爆炸a伤害
128	41216 11332	8	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6最后敌人7核8时间9低血量敌人a伤害
129	41216 21232	7	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6敌人爆炸7核8最后敌人9时间a伤害
130	41216 21312	7	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6敌人爆炸7核8时间9基地爆炸a伤害
131	41216 21322	7	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6敌人爆炸7核8时间9立即金币a伤害
132	41216 21532	7	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6敌人爆炸7核8低血量敌人9时间a伤害
133	41216 21622	9	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6敌人爆炸7核8基地爆炸9时间a伤害
134	41216 33221	10	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级69随机矿7核8伤害a时间
135	41216 33233	10	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6随机矿7核8伤害9额外掉落a时间
136	41216 33234	9	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6随机矿7核8伤害9额外掉落a时间
137	41216 33243	8	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6随机矿7核8伤害9基地爆炸a时间
138	41216 33631	7	   	276.62	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6随机矿7核8时间9基地爆炸a伤害
139	11266 36221	6	   	276.62	橙4易伤2等级1伤害1时间	13金币生成2358易伤35序列升级45等级6时间7核9赏金邻近a伤害
140	41211 16161	7	   	276.62	橙4易伤3等级1伤害1时间	134等级2349易伤34序列升级5金币生成6基地爆炸7时间8核a伤害
141	41213 16161	7	   	276.62	橙4易伤3等级1伤害1时间	134等级2349易伤34序列升级5策反6基地爆炸7时间8核a伤害
142	41213 23616	9	   	276.61	橙5易伤3等级1全技能	134等级23468易伤34序列升级5策反7核9雷电a全技能
143	41213 23212	8	   	276.52	橙4易伤3等级1伤害1时间	134等级2346易伤34序列升级5策反7核8伤害9赏金塔a时间
144	41213 23622	7	   	276.52	橙4易伤3等级1伤害1时间	134等级2346易伤34序列升级5策反7核8时间9掉矿a伤害
145	41216 11312	9	 * 	276.52	橙4易伤3等级2暴击1时间	134等级2345易伤34序列升级6最后敌人7核8时间9a暴击
146	41216 11315	10	   	276.52	橙4易伤3等级2暴击1时间	134等级2345易伤34序列升级6最后敌人7核8时间9a暴击
147	41216 11342	8	   	276.52	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6最后敌人7核8时间9挖尘a伤害
148	41216 11351	9	   	276.52	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6最后敌人7核8时间9掉矿a伤害
149	41216 11352	10	   	276.52	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6最后敌人7核8时间9掉矿a伤害
150	41216 11363	8	   	276.52	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6最后敌人7核8时间9赏金邻近a伤害
151	41216 21342	7	   	276.52	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6敌人爆炸7核8时间9挖尘a伤害
152	41216 21363	7	   	276.52	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6敌人爆炸7核8时间9赏金邻近a伤害
153	41216 31225	10	   	276.52	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6随机矿7挖尘8伤害9核a时间
154	41216 33212	8	   	276.52	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6随机矿7核8伤害9赏金塔a时间
155	41216 33622	7	   	276.52	橙4易伤3等级1伤害1时间	134等级2345易伤34序列升级6随机矿7核8时间9掉矿a伤害
156	41211 41161	7	   	276.52	橙4易伤3等级1伤害1时间	134等级2349易伤34序列升级5金币生成6时间7挖尘8核a伤害
157	41211 42161	6	   	276.52	橙4易伤3等级1伤害1时间	134等级2349易伤34序列升级5金币生成6时间7挖尘8核a伤害
158	41213 41161	7	   	276.52	橙4易伤3等级1伤害1时间	134等级2349易伤34序列升级5策反6时间7挖尘8核a伤害
159	41213 42161	6	   	276.52	橙4易伤3等级1伤害1时间	134等级2349易伤34序列升级5策反6时间7挖尘8核a伤害
160	41511 36221	6	   	276.52	橙4易伤2等级1伤害1时间	14等级2348易伤4序列升级5金币生成6时间7核9赏金邻近a伤害
161	41513 33161	6	   	276.52	橙4易伤2等级1伤害1时间	14等级2349易伤4序列升级5随机矿6时间7赏金邻近8核a伤害
162	41243 36133	3	   	276.27	橙4易伤3等级1伤害1时间1卖塔	136等级2368易伤36序列升级4卖塔5双倍物品7时间9核a伤害
163	41213 31366	3	 * 	275.53	橙3易伤2等级1伤害2暴击1时间	13等级236易伤36序列升级46暴击5双倍物品7时间8伤害9矿等a核
164	62152 62211	10	   	275.46	橙4易伤3时间3雷电2攻速	157雷电28攻速3478易伤678时间78序列升级9核a低血量敌人
165	62152 62211	9	   	275.46	橙4易伤3时间3雷电2攻速	157雷电28攻速3478易伤678时间78序列升级9核a最后敌人
166	62152 62213	9	   	275.46	橙4易伤3时间3雷电2攻速	157雷电28攻速3478易伤678时间78序列升级9核a敌人爆炸
167	41213 31336	3	   	275.43	橙3易伤2等级1伤害2暴击1时间	13等级236易伤36序列升级46暴击5双倍物品7时间8伤害9掉矿a核
168	41513 31336	2	   	275.43	橙3易伤2等级1伤害2暴击1时间	13等级236易伤36序列升级46暴击5双倍物品7时间8伤害9掉矿a核
169	62152 62212	9	   	275.36	橙4易伤3时间3雷电2攻速	157雷电28攻速3478易伤678时间78序列升级9核a赏金塔
170	41421 22412	6	   	275.22	橙4易伤2等级2暴击2雷电	18等级2678易伤39雷电4策反58暴击8序列升级a核
171	43121 22432	6	   	275.22	橙4易伤2等级2暴击2雷电	18等级28雷电3679易伤4策反58暴击8序列升级a核
172	43531 22412	6	   	275.22	橙4易伤2等级2暴击2雷电	18等级29雷电3随机矿4678易伤58暴击8序列升级a核
173	41211 12623	8	   	275.10	橙5易伤3等级1时间	134等级23478易伤347序列升级57金币生成67基地爆炸9时间a核
174	41211 12633	9	   	275.10	橙5易伤3等级1时间	134等级23478易伤347序列升级57金币生成67基地爆炸9时间a核
175	41211 22353	9	   	275.00	橙5易伤3等级2攻速	134等级2346a易伤34a序列升级57a金币生成8a攻速9核
176	41211 56422	5	   	274.90	橙5易伤3等级1时间	134等级23468易伤346序列升级56金币生成7加一9时间a核
177	41213 23634	7	   	274.90	橙5易伤3等级1时间	134等级2346a易伤34序列升级5策反7核8时间9基地爆炸
178	41213 56422	4	   	274.90	橙5易伤3等级1时间	134等级23468易伤346序列升级56金币生成7加一9时间a核
179	41216 11222	10	   	274.90	橙5易伤3等级1时间	134等级2345a易伤34序列升级6最后敌人7核8敌人爆炸9时间
180	41216 21622	10	   	274.90	橙5易伤3等级1时间	134等级2345a易伤34序列升级6敌人爆炸7核8基地爆炸9时间
181	41216 23153	5	   	274.90	橙5易伤3等级1时间	134等级23456易伤346序列升级7基地爆炸8时间9金币生成a核
182	41213 23642	9	   	274.90	橙5易伤3等级1时间	134等级23468易伤34序列升级5策反7核9随机矿a时间
183	41213 23662	8	   	274.90	橙5易伤3等级1时间	134等级23468易伤34序列升级5策反7核9金币生成a时间
184	41216 22115	5	   	274.90	橙5易伤3等级1时间	134等级23456易伤346序列升级78立即金币9核a时间
185	41216 33612	9	   	274.90	橙5易伤3等级1时间	134等级23458易伤34序列升级6随机矿7核9金币生成a时间
186	11266 16422	5	   	274.90	橙5易伤3等级1时间	13金币生成23568易伤356序列升级456等级7加一9时间a核
187	41216 11353	10	   	274.80	橙5易伤3等级1时间	134等级2345a易伤34序列升级6最后敌人7核8时间9掉矿
188	41213 23623	8	   	274.80	橙5易伤3等级1时间	134等级23468易伤34序列升级5策反7核9掉矿a时间
189	41213 23632	10	   	274.80	橙5易伤3等级1时间	134等级23468易伤34序列升级5策反7核9加一a时间
190	41213 23652	10	   	274.80	橙5易伤3等级1时间	134等级23468易伤34序列升级5策反7核9挖尘a时间
191	41213 23663	9	   	274.80	橙5易伤3等级1时间	134等级23468易伤34序列升级5策反7核9掉矿a时间
192	41216 23113	5	   	274.80	橙5易伤3等级1时间	134等级23456易伤346序列升级7基地爆炸8时间9掉矿a核
193	41216 23223	5	   	274.80	橙5易伤3等级1时间	134等级23456易伤346序列升级7基地爆炸8掉矿9时间a核
194	41432 63233	4	   	274.77	橙3易伤2等级2伤害1全技能	18等级258易伤3雷电4挖尘6赏金塔78伤害8序列升级9核a全技能
195	41213 23353	7	   	274.65	橙5易伤3等级1时间1卖塔	134等级2346a易伤34序列升级5策反7核8卖塔9时间
196	41216 33353	7	   	274.65	橙5易伤3等级1时间1卖塔	134等级2345a易伤34序列升级6随机矿7核8卖塔9时间
197	41243 36132	3	   	274.55	橙5易伤3等级1时间1卖塔	136等级2368a易伤36序列升级4卖塔5双倍物品7时间9核
198	41216 11342	9	   	274.52	橙4易伤3等级1时间1全技能	134等级2345易伤34序列升级6最后敌人7核8时间9攻速a全技能
199	34316 22343	9	 * 	274.35	橙2易伤3伤害2时间2攻速2雷电1核弹1全技能	1核弹279伤害3全技能49时间57雷电67易伤79序列升级89攻速a核
200	41213 23145	9	   	274.02	橙4易伤3等级1伤害1暴击	134等级2346易伤34序列升级5策反7核8低血量敌人9暴击a伤害
201	41213 23345	9	   	274.02	橙4易伤3等级1伤害1暴击	134等级2346易伤34序列升级5策反7核8敌人爆炸9暴击a伤害
202	41216 11211	9	   	274.02	橙4易伤3等级1伤害1暴击	134等级2345易伤34序列升级6最后敌人7核8敌人爆炸9暴击a伤害
203	41216 11216	10	   	274.02	橙4易伤3等级1伤害1暴击	134等级2345易伤34序列升级6最后敌人7核8敌人爆炸9暴击a伤害
204	41216 21611	9	   	274.02	橙4易伤3等级1伤害1暴击	134等级2345易伤34序列升级6敌人爆炸7核8基地爆炸9暴击a伤害
205	41216 21631	8	   	274.02	橙4易伤3等级1伤害1暴击	134等级2345易伤34序列升级6敌人爆炸7核8基地爆炸9暴击a伤害
206	41211 23334	8	   	273.50	橙5易伤3等级2雷电	134等级2346a易伤34序列升级5金币生成78雷电9核
207	41211 23434	7	   	273.50	橙5易伤3等级2雷电	134等级2346a易伤34序列升级5金币生成78雷电9核
208	41213 23611	10	   	273.50	橙5易伤3等级2雷电	134等级23468易伤34序列升级5策反7核9a雷电
209	31132 33463	7	   	273.25	橙3易伤2等级2伤害1时间1核弹	1核弹26a易伤3时间4a等级56最后敌人6a序列升级7核8金币生成9a伤害
210	56312 51313	4	   	273.25	橙4易伤3伤害1时间	189最后敌人2雷电3589易伤489伤害6额外掉落7核89序列升级a时间
211	41216 11633	10	   	273.17	橙4易伤3等级1时间	134等级2345易伤34序列升级6最后敌人7核8雷电9攻速a时间
212	31132 23463	7	   	273.15	橙3易伤2等级2伤害1时间1核弹	1核弹26a易伤3时间4a等级5最后敌人7核8金币生成9a伤害a序列升级
213	31135 21663	7	   	273.15	橙3易伤2等级2伤害1时间1核弹	1核弹29a易伤3时间4a等级5金币生成6敌人爆炸7核8a伤害a序列升级
214	31135 31663	7	   	273.05	橙3易伤2等级2伤害1时间1核弹	1核弹29a易伤3时间4a等级5金币生成6挖尘7核8a伤害a序列升级
215	41263 23251	10	   	273.05	橙3易伤3等级2伤害1时间	134等级236易伤3序列升级5策反7核89伤害a时间
216	31452 62212	10	   	272.76	橙4易伤3时间3雷电1暴击1核弹	1核弹2478易伤357雷电678时间78序列升级9核a暴击
217	41213 23141	10	   	272.30	橙5易伤3等级1暴击	134等级2346a易伤34序列升级5策反7核8低血量敌人9暴击
218	41213 23341	10	   	272.30	橙5易伤3等级1暴击	134等级2346a易伤34序列升级5策反7核8敌人爆炸9暴击
