0	Index      	 *	Score 	Summary	Detail	Bounty	
1	22223 35636	 * 	270.09	橙3易伤3伤害1等级1时间	178最后敌人2随机矿378伤害4等级5金币生成678易伤78序列升级9时间a核	8
40	53152 11533	   	249.86	橙3易伤1等级1伤害1时间1暴击1卖塔	1卖塔2平台345易伤6等级7核8暴击9伤害a时间	1
41	63143 11257	   	249.66	橙4易伤2等级1全技能	1掉矿2加一35等级4578易伤5序列升级6赏金塔9核a全技能	2
42	63143 41257	   	249.66	橙4易伤2等级1全技能	1掉矿2加一35等级4578易伤5序列升级6赏金邻近9核a全技能	2
43	63442 42874	   	249.36	橙4易伤1等级1伤害	1掉矿2加一3雷电4567易伤8核9等级a伤害	3
44	63442 42874	   	249.36	橙4易伤1等级1伤害	1掉矿2加一3雷电4567易伤8核9等级a伤害	4
45	63442 42874	   	249.36	橙4易伤1等级1伤害	1掉矿2加一3雷电4567易伤8核9等级a伤害	2
46	63143 11448	   	248.85	橙3易伤2等级1时间1暴击	1掉矿2加一35等级457易伤5序列升级6赏金塔8暴击9时间a核	2
47	63143 41448	   	248.85	橙3易伤2等级1时间1暴击	1掉矿2加一35等级457易伤5序列升级6赏金邻近8暴击9时间a核	2
48	34152 22332	   	248.51	橙4易伤2等级	1基地爆炸23等级4579易伤6雷电8核a随机矿	2
49	34152 22333	   	248.51	橙4易伤2等级	1基地爆炸23等级4579易伤6雷电8核a低血量敌人	2
50	34252 22332	   	248.51	橙4易伤2等级	1基地爆炸23等级4579易伤6雷电8核a随机矿	3
51	34252 22333	   	248.51	橙4易伤2等级	1基地爆炸23等级4579易伤6雷电8核a低血量敌人	3
52	26213 13543	 * 	248.46	橙2易伤2等级2伤害1时间	1a最后敌人2挖尘3a等级4时间56易伤7平台8a伤害9核a序列升级	7
53	26213 13543	   	248.46	橙2易伤2等级2伤害1时间	1a最后敌人2挖尘3a等级4时间56易伤7平台8a伤害9核a序列升级	6
54	36213 13543	   	248.46	橙2易伤2等级2伤害1时间	1a基地爆炸2挖尘3a等级4时间56易伤7平台8a伤害9核a序列升级	7
55	36213 13543	   	248.46	橙2易伤2等级2伤害1时间	1a基地爆炸2挖尘3a等级4时间56易伤7平台8a伤害9核a序列升级	6
56	34152 22331	   	248.41	橙4易伤2等级	1基地爆炸23等级4579易伤6雷电8核a挖尘	2
57	34152 22334	   	248.41	橙4易伤2等级	1基地爆炸23等级4579易伤6雷电8核a赏金塔	2
58	34252 22331	   	248.41	橙4易伤2等级	1基地爆炸23等级4579易伤6雷电8核a挖尘	3
59	34252 22334	   	248.41	橙4易伤2等级	1基地爆炸23等级4579易伤6雷电8核a赏金塔	3
60	11132 35326	   	248.41	橙2等级1易伤2伤害2攻速1时间1暴击1核弹	1核弹28攻速3立即金币48等级5暴击6易伤78伤害8序列升级9时间a核	9
61	11112 11335	   	248.28	橙2易伤2等级3时间1核弹1全技能	1核弹28a时间3a等级4全技能5平台6额外掉落7核9a易伤a序列升级	1
62	16112 11335	   	248.28	橙2易伤2等级3时间1核弹1全技能	1核弹28a时间3a等级4全技能5平台6额外掉落7核9a易伤a序列升级	2
63	11112 11145	   	248.28	橙2易伤2等级3时间1核弹1全技能	1核弹29a时间3a等级4全技能5平台6额外掉落7核8a易伤a序列升级	1
64	16112 11145	   	248.28	橙2易伤2等级3时间1核弹1全技能	1核弹29a时间3a等级4全技能5平台6额外掉落7核8a易伤a序列升级	2
65	63833 53243	   	248.09	橙4易伤3伤害	1掉矿2加一359a易伤456伤害5序列升级7核8赏金邻近	3
66	63833 53313	   	248.09	橙4易伤3伤害	1掉矿2加一358a易伤456伤害5序列升级7核9赏金塔	3
67	63833 53333	   	248.09	橙4易伤3伤害	1掉矿2加一358a易伤456伤害5序列升级7核9赏金邻近	3
68	11612 11543	 * 	248.04	橙2易伤2等级3攻速1时间1暴击1核弹	1核弹238攻速4平台5时间68易伤78等级8序列升级9暴击a核	10
69	12222 35562	   	247.49	橙3易伤2时间1等级1核弹	1核弹27掉矿37时间4等级5攻速67a易伤7序列升级8雷电9核	9
70	63812 41226	   	247.32	橙3易伤2等级1伤害	14掉矿2加一345易伤4序列升级6伤害7核8a等级9雷电	3
71	63842 41226	   	247.32	橙3易伤2等级1伤害	1掉矿2加一345易伤6伤害7核8a等级9雷电	4
72	53112 11162	   	247.28	橙3易伤2等级1伤害1卖塔	1卖塔2平台345易伤4序列升级6a等级7核8攻速9伤害	1
73	53152 11162	   	247.28	橙3易伤2等级1伤害1卖塔	1卖塔2平台345易伤6a等级7核8攻速9伤害	1
74	63113 41782	   	247.25	橙3易伤2伤害1等级1全技能	19掉矿2加一3等级4全技能59a易伤6核79伤害8赏金邻近9序列升级	2
75	63284 53312	 * 	246.93	橙2易伤3伤害2时间1暴击	1掉矿2加一356伤害45时间5序列升级7核8a易伤9暴击	5
76	63284 63312	   	246.93	橙2易伤3伤害2时间1暴击	1掉矿2加一356伤害45时间5序列升级7核8a易伤9暴击	6
77	25323 36342	   	246.14	橙2易伤2等级1伤害1暴击1全技能	1最后敌人2雷电3全技能4伤害57等级69易伤8暴击a核	2
78	16221 26512	   	246.09	紫3易伤2伤害2时间1等级1核弹1全技能	1核弹2a时间3a伤害4等级5核6矿等78a易伤9全技能a序列升级	9
79	63814 44472	 * 	245.91	橙3易伤3暴击1伤害1时间1全技能	19a掉矿2加一39a易伤4时间5伤害6全技能7核89a暴击9a序列升级	9
80	16213 16362	 * 	245.91	橙2易伤3时间2伤害2雷电1核弹	1核弹25a时间3a伤害4低血量敌人67雷电8a易伤9核a序列升级	10
81	53131 41132	   	245.85	橙3易伤2伤害1等级1卖塔	1卖塔2平台359易伤46伤害7核8攻速a等级	1
82	61332 22336	   	245.65	橙4易伤1等级1时间	1掉矿2策反3579易伤4等级6雷电8核a时间	2
83	61632 22336	   	245.65	橙4易伤1等级1时间	1掉矿2策反3579易伤4等级6雷电8核a时间	3
84	12332 22336	   	245.55	橙4易伤1等级1时间1核弹	1核弹2掉矿3579易伤4等级6雷电8核a时间	2
85	12632 22336	   	245.55	橙4易伤1等级1时间1核弹	1核弹2掉矿3579易伤4等级6雷电8核a时间	3
86	63442 42873	   	245.55	橙4易伤1等级1时间	1掉矿2加一3雷电4567易伤8核9等级a时间	2
87	63442 42873	   	245.55	橙4易伤1等级1时间	1掉矿2加一3雷电4567易伤8核9等级a时间	3
88	63442 42873	   	245.55	橙4易伤1等级1时间	1掉矿2加一3雷电4567易伤8核9等级a时间	4
89	63442 42134	   	245.55	橙4易伤1等级1时间	1掉矿2加一3雷电4567易伤8等级9时间a核	3
90	63442 42134	   	245.55	橙4易伤1等级1时间	1掉矿2加一3雷电4567易伤8等级9时间a核	2
91	63442 42134	   	245.55	橙4易伤1等级1时间	1掉矿2加一3雷电4567易伤8等级9时间a核	4
92	63811 42134	   	245.55	橙4易伤1等级1时间	14掉矿2加一3467易伤4序列升级5雷电8等级9时间a核	3
93	63841 42134	   	245.55	橙4易伤1等级1时间	1掉矿2加一3467易伤5雷电8等级9时间a核	4
94	63842 42134	   	245.55	橙4易伤1等级1时间	1掉矿2加一3567易伤4雷电8等级9时间a核	3
95	53112 11633	   	245.50	橙4易伤1等级1时间1卖塔	1卖塔2平台3459易伤4序列升级6等级7核8时间a雷电	1
96	53112 11634	   	245.50	橙4易伤1等级1时间1卖塔	1卖塔2平台3459易伤4序列升级6等级7核8时间a攻速	1
97	53152 11633	   	245.50	橙4易伤1等级1时间1卖塔	1卖塔2平台3459易伤6等级7核8时间a雷电	1
98	63814 54242	 * 	245.16	橙2易伤2等级2时间1伤害	1掉矿2加一36易伤4a时间5伤害7核89等级	10
99	24232 16262	   	245.06	橙3易伤2等级1时间1全技能	1最后敌人26等级3赏金塔46a易伤5立即金币6序列升级7时间8核9全技能	2
100	34231 16262	   	245.06	橙3易伤2等级1时间1全技能	15基地爆炸26等级3赏金塔46a易伤6序列升级7时间8核9全技能	2
101	51236 22324	 * 	245.01	橙2易伤2等级2时间2暴击1卖塔	1卖塔2a易伤3挖青45等级6a时间7核8赏金塔9a暴击a序列升级	2
102	63814 14272	   	244.80	橙2易伤3伤害1等级1时间	1掉矿2加一3a易伤4时间569伤害7核8等级	9
103	16221 26513	   	244.74	紫3易伤2伤害2时间1等级1核弹	1核弹29时间39伤害4等级5核6矿等789易伤9序列升级a雷电	8
104	21223 33642	   	244.60	橙3易伤3时间1等级	189最后敌人2立即金币378时间4等级59金币生成689易伤89序列升级a核	9
105	21223 35612	   	244.60	橙3易伤3时间1等级	178最后敌人2立即金币378时间4等级59金币生成678易伤78序列升级a核	8
106	21223 35622	   	244.60	橙3易伤3时间1等级	178最后敌人2立即金币378时间4等级59金币生成678易伤78序列升级a核	9
107	63812 41113	   	244.56	橙3易伤1等级1伤害1时间	14掉矿2加一345易伤4序列升级6伤害7核8攻速9等级a时间	3
108	63842 41113	   	244.56	橙3易伤1等级1伤害1时间	1掉矿2加一345易伤6伤害7核8攻速9等级a时间	4
109	63842 18411	   	244.52	橙3易伤2时间1等级1暴击	18掉矿2加一348易伤5双倍矿68时间7核8序列升级9暴击a等级	10
110	51324 32252	   	244.41	橙3易伤1等级1伤害1时间1卖塔	1卖塔249易伤3时间5伤害6挖尘7核8攻速a等级	2
111	65121 13263	   	244.20	橙3易伤3时间1等级	19掉矿29a时间3等级4最后敌人589易伤6核7平台9序列升级	1
112	22224 16322	   	244.13	橙2易伤2伤害2时间1等级	158最后敌人2随机矿3a伤害4等级6a时间7a易伤9核a序列升级	10
113	22223 35643	   	244.13	橙2易伤2伤害2时间1等级	17最后敌人2随机矿37伤害4等级5金币生成67易伤7序列升级8a时间9核	7
114	63842 18413	   	244.10	橙3易伤3时间1等级	18掉矿2加一348易伤5双倍矿68a时间7核8序列升级9等级	8
115	22231 52313	   	244.05	橙3易伤3伤害	19最后敌人2随机矿369伤害4攻速5雷电789易伤9序列升级a核	4
116	63814 14432	   	243.73	橙2易伤2伤害2时间1等级	1掉矿2加一39易伤48时间56伤害7核a等级	7
117	63814 14642	   	243.73	橙2易伤2伤害2时间1等级	1掉矿2加一38易伤49时间56伤害7核a等级	9
118	12223 12562	   	243.61	橙3易伤2等级1时间1核弹	1核弹29掉矿3时间49等级5金币生成6雷电79a易伤8核9序列升级	7
119	61332 22366	   	243.61	橙3易伤2等级1时间	1掉矿2策反357易伤49等级6雷电8核a时间	2
120	34152 23132	   	243.61	橙3易伤2等级1时间	1基地爆炸23等级458易伤6雷电7掉矿9时间a核	2
121	34252 23132	   	243.61	橙3易伤2等级1时间	1基地爆炸23等级458易伤6雷电7掉矿9时间a核	3
122	11631 22543	 * 	243.61	橙2易伤2时间1等级3攻速1暴击1核弹	1核弹238攻速4等级5平台68时间78易伤8序列升级9暴击a核	10
123	12332 22366	   	243.51	橙3易伤2等级1时间1核弹	1核弹2掉矿357易伤49等级6雷电8核a时间	2
124	12632 22366	   	243.51	橙3易伤2等级1时间1核弹	1核弹2掉矿357易伤49等级6雷电8核a时间	3
125	53112 11243	   	243.47	橙3易伤2等级1时间1卖塔	1卖塔2平台345易伤4序列升级68等级7核9时间a雷电	1
126	53112 11244	   	243.47	橙3易伤2等级1时间1卖塔	1卖塔2平台345易伤4序列升级68等级7核9时间a攻速	1
127	53152 11243	   	243.47	橙3易伤2等级1时间1卖塔	1卖塔2平台345易伤68等级7核9时间a雷电	1
128	32223 35643	   	243.20	橙2易伤2伤害1等级1时间1暴击	17基地爆炸2随机矿37伤害4等级5金币生成67易伤7序列升级8时间9核a暴击	7
129	11631 22513	 * 	243.19	橙2易伤3时间1等级3攻速1核弹	1核弹238攻速4等级5平台689时间78易伤8序列升级a核	10
130	63814 14246	   	242.80	橙2易伤2伤害1等级1时间1暴击	1掉矿2加一3a易伤4时间56伤害7核8等级9暴击	8
131	53131 41512	   	242.75	橙2易伤2伤害1等级1时间1暴击1卖塔	1卖塔2平台35易伤46伤害7核8暴击9时间a等级	1
132	21112 31524	 * 	242.62	橙3易伤2伤害2时间	1a最后敌人2立即金币3额外掉落47时间5a伤害68a易伤9核a序列升级	4
133	21132 21524	   	242.62	橙3易伤2伤害2时间	1a最后敌人2立即金币3额外掉落45伤害68a易伤7a时间9核a序列升级	7
134	21132 25524	   	242.62	橙3易伤2伤害2时间	1a最后敌人2立即金币3额外掉落45伤害68a易伤7a时间9核a序列升级	6
135	21132 61524	   	242.62	橙3易伤2伤害2时间	1a最后敌人2立即金币3额外掉落45伤害6a时间78a易伤9核a序列升级	5
136	31622 31524	   	242.62	橙3易伤2伤害2时间	1a基地爆炸2立即金币3额外掉落47时间5a伤害68a易伤9核a序列升级	2
137	31622 31524	   	242.62	橙3易伤2伤害2时间	1a基地爆炸2立即金币3额外掉落47时间5a伤害68a易伤9核a序列升级	1
138	52233 43433	   	242.38	橙3易伤2伤害2时间1卖塔	1卖塔2a策反36伤害4随机矿56a易伤6a序列升级7赏金邻近8a时间9核	2
139	52333 43433	   	242.38	橙3易伤2伤害2时间1卖塔	1卖塔2a策反36伤害4随机矿56a易伤6a序列升级7赏金邻近8a时间9核	3
140	34152 22343	   	242.32	橙3易伤2等级2雷电	1基地爆炸23等级457易伤6a雷电8核9攻速	2
141	34252 22343	   	242.32	橙3易伤2等级2雷电	1基地爆炸23等级457易伤6a雷电8核9攻速	3
142	63814 14633	   	242.22	橙3易伤2伤害2时间	1掉矿2加一389易伤4a时间56伤害7核	8
143	53112 11531	   	241.91	橙3易伤1等级1伤害1暴击1卖塔	1卖塔2平台345易伤4序列升级6等级7核8暴击9伤害a雷电	1
144	53152 11531	   	241.91	橙3易伤1等级1伤害1暴击1卖塔	1卖塔2平台345易伤6等级7核8暴击9伤害a雷电	1
145	24221 73482	   	241.87	橙2易伤2等级2伤害1全技能	1a最后敌人23等级4双倍矿5加一6核7全技能8a伤害9a易伤a序列升级	9
146	34221 74482	   	241.87	橙2易伤2等级2伤害1全技能	1a基地爆炸23等级4双倍矿5加一6核7全技能8a伤害9a易伤a序列升级	9
147	63442 42837	 * 	241.50	橙5易伤1伤害	1掉矿2加一3雷电45679易伤8核a伤害	4
148	63442 42837	   	241.50	橙5易伤1伤害	1掉矿2加一3雷电45679易伤8核a伤害	3
149	63442 42837	   	241.50	橙5易伤1伤害	1掉矿2加一3雷电45679易伤8核a伤害	2
150	16233 21615	 * 	241.50	橙2等级1易伤2伤害2时间1核弹	1核弹29时间39伤害4攻速5策反69等级7平台8核9序列升级a易伤	6
151	63814 44471	 * 	241.28	橙2易伤1等级1伤害2暴击1时间1全技能	19掉矿2加一39易伤4时间5伤害6全技能7核89暴击9序列升级a等级	10
152	24253 31322	   	241.11	橙3易伤2等级1暴击	1最后敌人23等级4雷电5额外掉落6暴击7核89a易伤	8
153	34152 22316	   	241.11	橙3易伤2等级1暴击	1基地爆炸23等级457易伤6雷电8核9最后敌人a暴击	2
154	34252 22316	   	241.11	橙3易伤2等级1暴击	1基地爆炸23等级457易伤6雷电8核9最后敌人a暴击	3
155	44253 31322	   	241.11	橙3易伤2等级1暴击	1低血量敌人23等级4雷电5额外掉落6暴击7核89a易伤	8
156	63812 41231	   	241.05	橙4易伤1等级1伤害	14掉矿2加一3459易伤4序列升级6伤害7核8等级a敌人爆炸	3
157	63812 41232	   	241.05	橙4易伤1等级1伤害	14掉矿2加一3459易伤4序列升级6伤害7核8等级a平台	3
158	63812 41233	   	241.05	橙4易伤1等级1伤害	14掉矿2加一3459易伤4序列升级6伤害7核8等级a基地爆炸	3
159	63812 41238	   	241.05	橙4易伤1等级1伤害	14掉矿2加一3459易伤4序列升级6伤害7核8等级a金币生成	3
160	63842 41231	   	241.05	橙4易伤1等级1伤害	1掉矿2加一3459易伤6伤害7核8等级a敌人爆炸	4
161	63842 41232	   	241.05	橙4易伤1等级1伤害	1掉矿2加一3459易伤6伤害7核8等级a平台	4
162	63842 41233	   	241.05	橙4易伤1等级1伤害	1掉矿2加一3459易伤6伤害7核8等级a基地爆炸	4
163	63842 41238	   	241.05	橙4易伤1等级1伤害	1掉矿2加一3459易伤6伤害7核8等级a金币生成	4
164	63142 11253	   	240.95	橙4易伤1等级1伤害	1掉矿2加一3等级4578易伤6赏金塔9核a伤害	2
165	63142 41253	   	240.95	橙4易伤1等级1伤害	1掉矿2加一3等级4578易伤6赏金邻近9核a伤害	2
166	63813 11253	   	240.95	橙4易伤1等级1伤害	14掉矿2加一3478易伤4序列升级5等级6赏金塔9核a伤害	3
167	63813 41253	   	240.95	橙4易伤1等级1伤害	14掉矿2加一3478易伤4序列升级5等级6赏金邻近9核a伤害	3
168	63843 11253	   	240.95	橙4易伤1等级1伤害	1掉矿2加一3478易伤5等级6赏金塔9核a伤害	4
169	63843 41253	   	240.95	橙4易伤1等级1伤害	1掉矿2加一3478易伤5等级6赏金邻近9核a伤害	4
170	63812 41235	   	240.95	橙4易伤1等级1伤害	14掉矿2加一3459易伤4序列升级6伤害7核8等级a赏金邻近	3
171	63842 41235	   	240.95	橙4易伤1等级1伤害	1掉矿2加一3459易伤6伤害7核8等级a赏金邻近	4
172	63833 53412	   	240.79	橙3易伤3伤害1暴击	1掉矿2加一35a易伤456伤害5序列升级7核8敌人爆炸9暴击	3
173	63833 21316	   	240.79	橙3易伤3伤害1暴击	1掉矿2加一359易伤458伤害5序列升级6暴击7低血量敌人a核	3
174	63833 24216	   	240.79	橙3易伤3伤害1暴击	1掉矿2加一359易伤457伤害5序列升级6暴击8最后敌人a核	3
175	64331 32336	   	240.75	橙3易伤1等级2攻速1时间	1掉矿26攻速379易伤4等级5雷电8核a时间	1
176	63833 24416	   	240.69	橙3易伤3伤害1暴击	1掉矿2加一359易伤457伤害5序列升级6暴击8挖尘a核	3
177	22251 31261	   	240.52	橙2易伤2等级2伤害	1最后敌人2随机矿3a伤害4掉矿5雷电6a等级7矿等8核9a易伤a序列升级	4
178	51314 41233	   	240.47	橙2易伤3时间2伤害1全技能1卖塔	1卖塔27易伤346时间56伤害6序列升级8最后敌人9全技能a核	2
179	16221 26212	   	240.41	紫2易伤2等级2伤害2时间1核弹1全技能	1核弹2a时间3a伤害48等级5核6矿等7a易伤9全技能a序列升级	9
180	16221 26262	   	240.41	紫2易伤2等级2伤害2时间1核弹1全技能	1核弹2a时间3a伤害48等级5核6矿等7a易伤9全技能a序列升级	8
181	63814 42481	   	240.33	橙2易伤2等级1伤害1时间1全技能	19掉矿2加一39易伤4时间5伤害6全技能7随机矿89等级9序列升级a核	9
182	23133 16642	 * 	240.30	橙4易伤3等级	157最后敌人2金币生成378等级4579易伤57序列升级6赏金塔a核	1
183	53131 41142	   	240.17	橙2易伤2等级2伤害1卖塔	1卖塔2平台35易伤46伤害7核8攻速9a等级	1
184	53131 41262	   	240.17	橙2易伤2等级2伤害1卖塔	1卖塔2平台35易伤46伤害7核8a等级9攻速	1
185	16323 12563	   	240.15	橙2易伤2等级2时间2雷电1核弹	1核弹29时间3掉矿49等级5金币生成6a雷电79易伤8核9序列升级	7
