0	Index      	 *	Score 	Summary	Detail	
1	31236 56222	 * 	250.48	ACR|DCR|2VULN|2AART|1MLV|1CDMG	1aAART|2MDPS|36RCR|4BEXP|57VULN|8MLV|9CDMG
56	21354 62231	   	232.09	DCR|3VULN|2DUR|1TLV|1AART	1BEXP|2TLV|39DUR|48aVULN|5AART|6RCR|7FEWX
57	12412 31324	   	231.89	DCR|4VULN|1TLV|1DUR	1AME|2ASPD|367aVULN|4TLV|5AEFRZ|8DUR|9RCR
58	22434 12512	   	231.57	DCR|4VULN|2DUR|1DMG	12aBEXP|2aBPWR|347aVULN|5DMG|6BASHEA|8aDUR|9RCR
59	23315 45111	 * 	231.56	DCR|DCR|1DMG|1AART|1DUR|1CDMG	1BEXP|2DUST|3DUR|4DMG|5MDPS|67RCR|8CDMG|9ERES|aAART
60	32255 52212	   	231.49	DCR|2DMG|1VULN|1TLV|1MLV|1DUR|1AART	1AART|2RPLT|3ASPD|4DUR|5TLV|68DMG|7MLV|9RCR|aVULN
61	22434 31321	   	231.47	DCR|4VULN|2DUR|1DMG	12BEXP|2BPWR|3467VULN|5DMG|8aDUR|9RCR
62	52434 31321	   	231.47	DCR|4VULN|2DUR|1DMG	12FEWX|2BPWR|3467VULN|5DMG|8aDUR|9RCR
63	15435 31223	 * 	231.37	DCR|4VULN|1FLTARM|1DMG|1AAC	1AME|2DMG|3467VULN|5AAC|8DUST|9RCR|aFLTARM
64	15435 31321	   	231.37	DCR|4VULN|2DUR|1DMG|1AAC	1AME|2DMG|3467VULN|5AAC|8aDUR|9RCR
65	15412 31224	   	231.27	DCR|4VULN|1TLV|1DMG	1AME|2DMG|367aVULN|4TLV|5AEFRZ|8DUST|9RCR
66	31236 51521	   	230.91	ACR|DCR|3VULN|1AART	1AART|2MDPS|36RCR|4BEXP|58aVULN|79FEWX
67	31236 56121	   	230.91	ACR|DCR|3VULN|1AART	1AART|2MDPS|36RCR|4BEXP|57aVULN|89FEWX
68	31236 56312	   	230.91	ACR|DCR|3VULN|1AART	1AART|2MDPS|36RCR|48BEXP|579VULN|aZMB
69	31236 56313	   	230.91	ACR|DCR|3VULN|1AART	1AART|2MDPS|36RCR|48aBEXP|579VULN
70	31236 56321	   	230.91	ACR|DCR|3VULN|1AART	1AART|2MDPS|36RCR|48BEXP|57aVULN|9CGEN
71	31236 51531	   	230.81	ACR|DCR|3VULN|1AART	1AART|2MDPS|36RCR|4BEXP|58aVULN|7FEWX|9AEFRZ
72	31236 56131	   	230.81	ACR|DCR|3VULN|1AART	1AART|2MDPS|36RCR|4BEXP|57aVULN|8FEWX|9AEFRZ
73	31236 56311	   	230.81	ACR|DCR|3VULN|1AART	1AART|2MDPS|36RCR|48BEXP|579VULN|aDUST
74	21353 21536	 * 	230.02	DCR|2VULN|1FLTARM|1TLV|1DMG|1DUR	1BEXP|2TLV|3DUR|45VULN|6DMG|7RAT|8LEGI|9RCR|aFLTARM
75	21331 52626	 * 	229.89	DCR|3VULN|3DUR|1TLV	1BEXP|2TLV|345DUR|6LWND|7RCR|89aVULN
76	15434 11321	 * 	229.79	DCR|3VULN|2DMG|2DUR	1AME|25DMG|347VULN|6CGEN|8aDUR|9RCR
77	31236 52362	   	229.36	ACR|DCR|2VULN|1AART|1DUR	1AART|2MDPS|36RCR|4BEXP|58VULN|7LIT|9DUR|aASPD
78	31236 53521	   	229.36	ACR|DCR|2VULN|1DUR|1AART	1AART|2MDPS|36RCR|4BEXP|58VULN|7DUR|9FEWX|aASPD
79	31236 53251	   	229.36	ACR|DCR|1VULN|1TLV|1DUR|1AART	1AART|2MDPS|36RCR|4BEXP|5VULN|7DUR|8ZMB|9TLV|aASPD
80	24524 44325	 * 	229.04	DCR|DCR|2VULN	1BEXP|2MBVNT|3LHND|4FEWX|5BELT|69VULN|7aRCR|8RPLT
81	22215 32113	   	228.84	DCR|DCR|1VULN|1FLTARM	12BEXP|2BPWR|3ZMB|4SNIFST|5ERES|69RCR|7FLTARM|8BASICY|aVULN
82	22215 32413	   	228.84	DCR|DCR|1VULN|1FLTARM	12BEXP|2BPWR|3ZMB|4SNIFST|5ERES|69RCR|7FLTARM|8MGNBOS|aVULN
83	31236 52322	   	228.83	ACR|DCR|2VULN|1DMG|1AART	1AART|2MDPS|36RCR|4BEXP|58VULN|7LIT|9DMG|aLWND
84	31236 52325	   	228.83	ACR|DCR|2VULN|1DMG|1AART	1AART|2MDPS|36RCR|4BEXP|58VULN|7aLIT|9DMG
85	31236 52326	   	228.83	ACR|DCR|2VULN|1DMG|1AART	1AART|2MDPS|36RCR|4BEXP|58VULN|7LIT|9DMG|aMGNSTR
86	31236 52321	   	228.73	ACR|DCR|2VULN|1DMG|1AART	1AART|2MDPS|36RCR|4BEXP|58VULN|7LIT|9DMG|aERES
87	31236 52324	   	228.73	ACR|DCR|2VULN|1DMG|1AART	1AART|2MDPS|36RCR|4BEXP|58VULN|7LIT|9DMG|aMBVNT
88	21351 33468	   	228.73	ACR|DCR|1VULN|1TLV|1DMG|1DUR	1BEXP|2TLV|3DUR|4VULN|5aRCR|6MBVNT|7DMG|8RAT|9TBNT
89	31236 53126	   	228.73	ACR|DCR|1VULN|2AART|1DMG|1DUR	18AART|2MDPS|36RCR|4BEXP|5VULN|7DUR|9FEWX|aDMG
90	62215 32113	   	228.64	DCR|DCR|1VULN|1FLTARM	12DUST|2BPWR|3ZMB|4SNIFST|5ERES|69RCR|7FLTARM|8BASICY|aVULN
91	62215 32413	   	228.64	DCR|DCR|1VULN|1FLTARM	12DUST|2BPWR|3ZMB|4SNIFST|5ERES|69RCR|7FLTARM|8MGNBOS|aVULN
92	63215 32113	   	228.64	DCR|DCR|1VULN|1FLTARM	12DUST|3ZMB|4SNIFST|5ERES|69RCR|7FLTARM|8BASICY|aVULN
93	63215 32413	   	228.64	DCR|DCR|1VULN|1FLTARM	12DUST|3ZMB|4SNIFST|5ERES|69RCR|7FLTARM|8MGNBOS|aVULN
94	31364 23215	   	228.33	DCR|3VULN|1TLV|1MLV|1AART	1AART|2MDPS|3AME|469VULN|5ASPD|7MLV|8TLV|aRCR
95	31236 52223	 * 	226.53	ACR|DCR|3AART|1VULN|1DMG	18aAART|2MDPS|36RCR|4BEXP|5VULN|7LIT|9DMG
96	15315 44451	 * 	226.50	DCR|2VULN|2TLV|2AART|1DMG	1AME|2DMG|3MBVNT|49TLV|57AART|68VULN|aRCR
97	21353 21625	   	226.05	DCR|3VULN|1TLV|1DMG|1DUR	1BEXP|2TLV|3DUR|458VULN|6DMG|7RAT|9LIT|aRCR
98	32462 26312	   	225.95	DCR|3VULN|1TLV|1DMG|1AART	1AART|2RPLT|3DMG|46aVULN|5AEPOI|7TLV|8RCR|9LWND
99	15412 31323	   	225.85	DCR|3VULN|1TLV|1DMG|1DUR	1AME|2DMG|367VULN|4TLV|5AEFRZ|8DUR|9RCR|aLIT
100	12424 31423	   	225.85	DCR|3VULN|1FLTARM|1DMG|2ASPD	1AME|24ASPD|367VULN|5DMG|8LWND|9RCR|aFLTARM
101	15412 31421	   	225.85	DCR|3VULN|1TLV|1DMG|1DUR	1AME|2DMG|367VULN|4TLV|5AEFRZ|8LWND|9RCR|aDUR
102	12424 31223	   	225.75	DCR|3VULN|1FLTARM|1DMG|2ASPD	1AME|24ASPD|367VULN|5DMG|8DUST|9RCR|aFLTARM
103	12424 31321	   	225.75	DCR|3VULN|2DUR|1DMG|2ASPD	1AME|24ASPD|367VULN|5DMG|8aDUR|9RCR
104	15412 31221	   	225.75	DCR|3VULN|1TLV|1DMG|1DUR	1AME|2DMG|367VULN|4TLV|5AEFRZ|8DUST|9RCR|aDUR
105	15412 31322	   	225.75	DCR|3VULN|1TLV|1DMG|1DUR|1MSE	1AME|2DMG|367VULN|4TLV|5AEFRZ|8DUR|9RCR|aMSE
106	15412 31325	   	225.75	DCR|3VULN|1TLV|1DMG|1DUR	1AME|2DMG|367VULN|4TLV|5AEFRZ|8DUR|9RCR|aVENFST
107	15422 31324	   	225.75	DCR|4VULN|1DMG|1DUR	1AME|2DMG|367aVULN|4ASPD|5AEFRZ|8DUR|9RCR
108	15412 31122	   	225.61	DCR|3VULN|1TLV|1DMG|1CDMG|1SELL	1AME|2DMG|367VULN|4TLV|5AEFRZ|8CDMG|9SELL|aRCR
109	31244 43321	   	225.37	ACR|DCR|1VULN|1MLV|1DUR|1AART|1CDMG	1AART|2MDPS|3aRCR|4RAT|5MLV|6DUR|7CDMG|8VULN|9TBNT
110	51343 36132	 * 	225.22	DCR|2DMG|2TLV|1VULN|2DUR	18FEWX|29TLV|38DUR|4LHND|5VULN|68DMG|7RCR|8BPWR|aASPD
111	12412 31321	   	225.18	DCR|3VULN|2DUR|1TLV	1AME|2ASPD|367VULN|4TLV|5AEFRZ|8aDUR|9RCR
112	31236 52141	   	224.28	ACR|DCR|2VULN|1MLV|1AART	1AART|2MDPS|36RCR|4BEXP|5aVULN|7LIT|8ERES|9MLV
113	31236 56232	   	224.28	ACR|DCR|2VULN|1MLV|1AART	1AART|2MDPS|36RCR|4BEXP|57VULN|8MLV|9AME|aZMB
114	31236 56211	   	224.18	ACR|DCR|2VULN|1MLV|1AART|1MSE	1AART|2MDPS|36RCR|4BEXP|57VULN|8MLV|9MSE|aFEWX
115	31236 56213	   	224.18	ACR|DCR|2VULN|1MLV|1AART|1MSE	1AART|2MDPS|36RCR|4BEXP|57VULN|8MLV|9MSE|aAEPOI
116	31236 56233	   	224.18	ACR|DCR|2VULN|1MLV|1AART|1MSE	1AART|2MDPS|36RCR|4BEXP|57VULN|8MLV|9AME|aMSE
117	51343 36113	 * 	223.50	DCR|3DMG|1VULN|2DUR|1TLV	18FEWX|2TLV|38DUR|4LHND|5VULN|68aDMG|7RCR|8BPWR|9TSLARM
118	61343 36113	   	223.30	DCR|3DMG|1VULN|2DUR|1TLV	18DUST|2TLV|38DUR|4LHND|5VULN|68aDMG|7RCR|8BPWR|9TSLARM
119	12341 52434	   	223.23	DCR|DCR|1VULN|1AART	1AME|2ASPD|3MBVNT|4RAT|5VENICY|6AART|7aRCR|8VULN|9CGEN
120	12344 52434	   	223.23	DCR|DCR|1VULN|1AART	1AME|2ASPD|3MBVNT|4RAT|5LSRICY|6AART|7aRCR|8VULN|9CGEN
121	12341 52564	   	223.13	DCR|DCR|1VULN|1AART	1AME|2ASPD|3MBVNT|4RAT|5VENICY|6AART|7aRCR|8ERES|9VULN
122	12344 52564	   	223.13	DCR|DCR|1VULN|1AART	1AME|2ASPD|3MBVNT|4RAT|5LSRICY|6AART|7aRCR|8ERES|9VULN
123	24214 17228	 * 	222.80	DCR|DCR|1VULN|1DMG	1BEXP|2MBVNT|38LWND|4DMG|5VULN|6CGEN|7MDPS|9aRCR
124	24214 17428	   	222.80	DCR|DCR|1VULN|1DMG	18BEXP|2MBVNT|3LWND|4DMG|5VULN|6CGEN|7MDPS|9aRCR
125	62434 33312	 * 	222.75	DCR|4VULN|2DMG	128DUST|28BPWR|3468VULN|58DMG|7BBNT|9BEXP|aRCR
126	63434 33312	   	222.75	DCR|4VULN|2DMG	128DUST|3468VULN|58DMG|7BBNT|8BPWR|9BEXP|aRCR
127	31236 52343	   	222.42	ACR|DCR|2VULN|1AART|1DUR	1AART|2MDPS|36RCR|4BEXP|58VULN|7LIT|9CGEN|aDUR
128	31236 52353	   	222.42	ACR|DCR|2VULN|1AART|1DUR	1AART|2MDPS|36RCR|4BEXP|58VULN|7LIT|9RAT|aDUR
129	31236 53231	   	222.42	ACR|DCR|2VULN|1DUR|1AART	1AART|2MDPS|36RCR|4BEXP|59VULN|7DUR|8ZMB|aFEWX
130	31236 51413	   	222.32	ACR|DCR|2VULN|1DUR|1AART|1NUKE	1AART|2MDPS|36RCR|4BEXP|5aVULN|7FEWX|8NUKE|9DUR
131	31236 52136	   	222.32	ACR|DCR|2VULN|1CDMG|1AART	1AART|2MDPS|36RCR|4BEXP|5aVULN|7LIT|8ERES|9CDMG
132	31236 52331	   	222.32	ACR|DCR|2VULN|1AART|1CDMG	1AART|2MDPS|36RCR|4BEXP|58VULN|7LIT|9AEFRZ|aCDMG
133	31236 52363	   	222.32	ACR|DCR|2VULN|1AART|1DUR|1MSE	1AART|2MDPS|36RCR|4BEXP|58VULN|7LIT|9DUR|aMSE
134	31236 52533	   	222.32	ACR|DCR|2VULN|1DUR|1AART	1AART|2MDPS|36RCR|4BEXP|59VULN|7LIT|8BBNT|aDUR
135	31236 53232	   	222.32	ACR|DCR|2VULN|1DUR|1AART	1AART|2aMDPS|36RCR|4BEXP|59VULN|7DUR|8ZMB
136	31236 53233	   	222.32	ACR|DCR|2VULN|1DUR|1AART	1AART|2MDPS|36RCR|4BEXP|59VULN|7DUR|8ZMB|aDLOT
137	31236 53234	   	222.32	ACR|DCR|2VULN|1DUR|1AART	1AART|2MDPS|36RCR|4BEXP|59VULN|7DUR|8ZMB|aSNITOX
138	31236 53431	   	222.32	ACR|DCR|2VULN|1DUR|1AART|1NUKE	1AART|2MDPS|36RCR|4BEXP|59VULN|7DUR|8NUKE|aFEWX
139	31236 53522	   	222.32	ACR|DCR|2VULN|1DUR|1AART	1AART|2MDPS|36RCR|4BEXP|58VULN|7DUR|9FEWX|aBBNT
140	31236 53523	   	222.32	ACR|DCR|2VULN|1DUR|1AART|1MSE	1AART|2MDPS|36RCR|4BEXP|58VULN|7DUR|9FEWX|aMSE
141	31236 53533	   	222.32	ACR|DCR|2VULN|1DUR|1AART	1AART|2MDPS|36RCR|4BEXP|58VULN|7DUR|9BBNT|aCGEN
142	31236 54333	   	222.32	ACR|DCR|2VULN|1DUR|1AART	1AART|2MDPS|36RCR|49BEXP|58VULN|7BASICY|aDUR
143	12431 43313	   	222.32	ACR|DCR|1VULN|1TLV|1DUR|2ASPD	1AME|2aASPD|3VULN|4DUR|58RCR|6BOSS|7BEXP|9TLV
144	12431 44313	   	222.32	ACR|DCR|1VULN|1TLV|1DUR|2ASPD	1AME|2aASPD|3VULN|4DUR|58RCR|6BOSS|7LHND|9TLV
145	12431 46313	   	222.32	ACR|DCR|1VULN|1TLV|2ASPD|1DUR	1AME|2aASPD|3VULN|4DUR|58RCR|6BOSS|7FEWX|9TLV
146	31236 53252	   	222.32	ACR|DCR|1VULN|1TLV|1DUR|1AART	1AART|2MDPS|36RCR|4BEXP|5VULN|7DUR|8ZMB|9TLV|aBBNT
147	31236 53253	   	222.32	ACR|DCR|1VULN|1TLV|1DUR|1AART|1MSE	1AART|2MDPS|36RCR|4BEXP|5VULN|7DUR|8ZMB|9TLV|aMSE
148	21261 43341	   	222.22	ACR|DCR|1VULN|1TLV|1DMG	1BEXP|2TLV|3ZMB|4VULN|58RCR|6BOSS|7FEWX|9ASPD|aDMG
149	31236 53432	   	222.22	ACR|DCR|2VULN|1DUR|1AART|1NUKE	1AART|2aMDPS|36RCR|4BEXP|59VULN|7DUR|8NUKE
150	31236 53433	   	222.22	ACR|DCR|2VULN|1DUR|1AART|1NUKE	1AART|2MDPS|36RCR|4BEXP|59VULN|7DUR|8NUKE|aDLOT
151	31236 53511	   	222.22	ACR|DCR|2VULN|1DUR|1AART|1MSE	1AART|2MDPS|36RCR|4BEXP|58VULN|7DUR|9MSE|aASPD
152	31236 53512	   	222.22	ACR|DCR|2VULN|1DUR|1AART|1MSE	1AART|2MDPS|36RCR|4BEXP|58VULN|7DUR|9MSE|aBBNT
153	31236 53513	   	222.22	ACR|DCR|2VULN|1DUR|1AART|2MSE	1AART|2MDPS|36RCR|4BEXP|58VULN|7DUR|9aMSE
154	31236 53531	   	222.22	ACR|DCR|2VULN|1DUR|1AART	1AART|2MDPS|36RCR|4BEXP|58VULN|7DUR|9BBNT|aERES
155	31236 53532	   	222.22	ACR|DCR|2VULN|1DUR|1AART|1MSE	1AART|2MDPS|36RCR|4BEXP|58VULN|7DUR|9BBNT|aMSE
156	31242 13531	   	222.22	ACR|DCR|1VULN|1TLV|1AART|1CDMG	1AART|2MDPS|3aRCR|4RAT|5DUST|6TBNT|7CDMG|8TLV|9VULN
157	31242 53531	   	222.22	ACR|DCR|1VULN|1TLV|1AART|1CDMG	1AART|2MDPS|3aRCR|4RAT|5DUST|6BBNT|7CDMG|8TLV|9VULN
158	32251 11236	 * 	222.20	DCR|2VULN|3DUR|1DMG|1AART	1AART|2RPLT|3ASPD|458DUR|6RCR|7aVULN|9DMG
159	21361 11636	 * 	222.18	DCR|2VULN|2TLV|2MLV|1DUR|1AAC	1BEXP|2aTLV|3DUR|4ERES|5AAC|6aMLV|7RAT|8aVULN|9RCR|aBPWR
160	22434 31224	   	222.16	DCR|5VULN|1DMG	12BEXP|2BPWR|3467aVULN|5DMG|8DUST|9RCR
161	12645 13311	   	222.12	ACR|DCR|1VULN|1TLV|1DMG	1AME|2ASPD|3BOSS|48RCR|5FEWX|6VULN|7BEXP|9TLV|aDMG
162	62434 31331	   	222.06	DCR|5VULN|1DMG	12DUST|2BPWR|34678VULN|5DMG|9RCR|aRMIN
163	62434 31332	   	222.06	DCR|5VULN|1DMG	12DUST|2BPWR|34678VULN|5DMG|9RCR|aRAT
164	62434 31333	   	222.06	DCR|5VULN|1DMG	12DUST|2BPWR|34678VULN|5DMG|9RCR|aLIT
165	63434 31331	   	222.06	DCR|5VULN|1DMG	12DUST|34678VULN|5DMG|9RCR|aRMIN
166	63434 31332	   	222.06	DCR|5VULN|1DMG	12DUST|34678VULN|5DMG|9RCR|aRAT
167	63434 31333	   	222.06	DCR|5VULN|1DMG	12DUST|34678VULN|5DMG|9RCR|aLIT
168	12643 13311	   	222.02	ACR|DCR|1VULN|1TLV|1DMG	1AME|2ASPD|3BOSS|48RCR|5DUST|6VULN|7FEWX|9TLV|aDMG
169	12643 14311	   	222.02	ACR|DCR|1VULN|1TLV|1DMG	1AME|2ASPD|3BOSS|48RCR|5DUST|6VULN|7LHND|9TLV|aDMG
170	21331 61642	   	221.40	DCR|2VULN|3DUR|1TLV|1AART	1BEXP|2TLV|345DUR|6AART|79VULN|8LHND|aRCR
171	21331 52625	   	221.40	DCR|2VULN|3DUR|1TLV|1AAC	1BEXP|2TLV|345DUR|6LWND|7RCR|89VULN|aAAC
172	54131 82333	   	221.32	ACR|DCR|2VULN|1TLV	13aFEWX|2MBVNT|46VULN|58RCR|7TLV|9RAT
173	54131 82342	   	221.32	ACR|DCR|2VULN|1TLV	13FEWX|2MBVNT|46VULN|58RCR|7TLV|9BEXP|aLWND
174	21231 43332	   	221.32	ACR|DCR|1VULN|2DUR|1TLV	1BEXP|2TLV|3ZMB|4aDUR|58RCR|6BOSS|7FEWX|9VULN
175	21311 43332	   	221.32	ACR|DCR|1VULN|2DUR|1TLV	1BEXP|2TLV|3aDUR|4ZMB|58RCR|6BOSS|7FEWX|9VULN
