0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13312 44233	7	 * 	297.67	橙4易伤3时间2暴击1等级	1全技能257时间3678易伤47暴击7序列升级9核a等级
54	21633 34653	6	   	276.12	橙4易伤2伤害2时间	18基地爆炸2458易伤3加一6核78时间8序列升级9a伤害
55	23233 12543	6	   	276.12	橙4易伤2伤害2时间	18基地爆炸2挖尘3458易伤68时间7核8序列升级9a伤害
56	52511 32211	10	   	276.02	橙4易伤2伤害3攻速	149攻速2挖尘3随机矿589a易伤6核79伤害9序列升级
57	52511 32232	9	   	276.02	橙4易伤2伤害3攻速	14a攻速2挖尘3随机矿589a易伤6核7a伤害a序列升级
58	52511 33411	10	   	276.02	橙4易伤2伤害3攻速	149攻速2挖尘3随机矿579a易伤6核89伤害9序列升级
59	52511 33432	9	   	276.02	橙4易伤2伤害3攻速	14a攻速2挖尘3随机矿579a易伤6核8a伤害a序列升级
60	54111 32211	10	   	276.02	橙4易伤2伤害3攻速	149攻速2随机矿3挖尘589a易伤6核79伤害9序列升级
61	54111 32232	9	   	276.02	橙4易伤2伤害3攻速	14a攻速2随机矿3挖尘589a易伤6核7a伤害a序列升级
62	54111 33411	10	   	276.02	橙4易伤2伤害3攻速	149攻速2随机矿3挖尘579a易伤6核89伤害9序列升级
63	54111 33432	9	   	276.02	橙4易伤2伤害3攻速	14a攻速2随机矿3挖尘579a易伤6核8a伤害a序列升级
64	13312 14133	9	   	275.93	橙3易伤3时间3暴击1攻速	1全技能257时间367易伤467暴击67序列升级8平台9核a攻速
65	13312 14635	7	   	275.93	橙3易伤3时间3暴击1攻速	1全技能257时间367易伤467暴击67序列升级8立即金币9攻速a核
66	13312 14234	8	   	275.83	橙3易伤3时间3暴击1攻速	1全技能257时间367易伤467暴击67序列升级8核9加一a攻速
67	23264 63321	6	   	275.19	橙4易伤2伤害1等级1暴击	1a基地爆炸2挖尘389a易伤4等级5暴击6核7a伤害a序列升级
68	23244 63311	6	   	274.79	橙4易伤3伤害1暴击	19a基地爆炸2挖尘389a易伤4矿等5暴击6核79a伤害9a序列升级
69	23233 12546	6	   	274.79	橙4易伤2时间1伤害1等级	18基地爆炸2挖尘3458易伤68时间7核8序列升级9伤害a等级
70	21243 23311	3	   	274.59	橙4易伤3伤害1暴击	18基地爆炸2368易伤478伤害5赏金塔8序列升级9核a暴击
71	21246 34311	3	   	274.59	橙4易伤3伤害1暴击	18基地爆炸2358易伤468伤害7赏金塔8序列升级9核a暴击
72	21246 63311	3	   	274.59	橙4易伤3伤害1暴击	18基地爆炸2358易伤478伤害6赏金邻近8序列升级9核a暴击
73	21443 23311	2	   	274.59	橙4易伤3伤害1暴击	18基地爆炸2368易伤478伤害5赏金塔8序列升级9核a暴击
74	21133 63212	5	   	274.26	橙5易伤2时间1等级	18基地爆炸2458a易伤38时间6核7赏金塔8序列升级9等级
75	21135 63212	4	   	274.26	橙5易伤2时间1等级	18基地爆炸2458a易伤38时间6核7赏金塔8序列升级9等级
76	13112 16513	2	   	274.22	橙2易伤3时间2伤害1暴击1攻速	1全技能279时间3基地爆炸49易伤5暴击6攻速89伤害9序列升级a核
77	13412 16513	3	   	274.22	橙2易伤3时间2伤害1暴击1攻速	1全技能279时间3基地爆炸49易伤5暴击6攻速89伤害9序列升级a核
78	13312 14212	10	   	273.23	橙3易伤3时间3暴击	1全技能257时间367易伤467暴击67序列升级8核9最后敌人a雷电
79	13312 14214	8	   	273.23	橙3易伤3时间3暴击	1全技能257时间367易伤467暴击67序列升级8核9金币生成a雷电
80	13312 14232	10	   	273.23	橙3易伤3时间3暴击	1全技能257时间367易伤467暴击67序列升级8核9敌人爆炸a雷电
81	13312 14264	8	   	273.23	橙3易伤3时间3暴击	1全技能257时间367易伤467暴击67序列升级8核9策反a雷电
82	21633 32217	9	   	273.14	橙5易伤2伤害	19基地爆炸24589易伤3加一6核79伤害9序列升级a雷电
83	21633 33517	9	   	273.14	橙5易伤2伤害	19基地爆炸24579易伤3加一6核89伤害9序列升级a雷电
84	13312 14222	10	   	273.13	橙3易伤3时间3暴击	1全技能257时间367易伤467暴击67序列升级8核9掉矿a雷电
85	13312 14224	9	   	273.13	橙3易伤3时间3暴击	1全技能257时间367易伤467暴击67序列升级8核9掉矿a雷电
86	13312 14224	8	   	273.13	橙3易伤3时间3暴击1核弹	1全技能257时间367易伤467暴击67序列升级8核9核弹a雷电
87	13312 14151	8	   	272.69	橙3易伤3时间3暴击2全技能	19全技能257时间367易伤467暴击67序列升级8平台a核
88	21243 23312	3	   	271.95	橙4易伤3伤害1攻速	18基地爆炸2368易伤478伤害5赏金塔8序列升级9核a攻速
89	21246 34312	3	   	271.95	橙4易伤3伤害1攻速	18基地爆炸2358易伤468伤害7赏金塔8序列升级9核a攻速
90	21246 63312	3	   	271.95	橙4易伤3伤害1攻速	18基地爆炸2358易伤478伤害6赏金邻近8序列升级9核a攻速
91	21443 23312	2	   	271.95	橙4易伤3伤害1攻速	18基地爆炸2368易伤478伤害5赏金塔8序列升级9核a攻速
92	21133 24611	9	 * 	271.86	橙4易伤3时间1伤害	19基地爆炸2459易伤379时间6随机矿8核9序列升级a伤害
93	21633 34652	6	   	271.76	橙4易伤3时间1伤害	18基地爆炸2458易伤3加一6核78a时间8序列升级9伤害
94	23233 12542	6	   	271.76	橙4易伤3时间1伤害	18基地爆炸2挖尘3458易伤68a时间7核8序列升级9伤害
95	23233 13365	10	   	271.66	橙5易伤2时间1暴击	19基地爆炸2挖尘34579易伤69时间8核9序列升级a暴击
96	13321 53344	5	   	271.35	橙3易伤2伤害2时间	1全技能25时间367易伤4雷电8核9a伤害
97	21133 24632	9	 * 	271.34	橙5易伤3时间	1a基地爆炸2459a易伤37a时间6随机矿8核a序列升级
98	21215 12636	3	   	271.24	橙5易伤3时间	14基地爆炸23458易伤4序列升级6核79a时间
99	21214 33265	10	   	271.11	橙4易伤1伤害1等级1时间1攻速	1基地爆炸238a易伤4攻速5伤害6核7等级9时间
100	21336 12513	8	 * 	270.91	橙3易伤2时间2暴击1伤害2雷电	1a基地爆炸269易伤3a暴击4伤害56雷电6a序列升级7a时间8核
101	31236 13513	8	   	270.91	橙3易伤2时间1伤害2暴击2雷电	1a低血量敌人269易伤3a暴击4伤害56雷电6a序列升级7a时间8核
102	21243 23316	3	   	270.61	橙4易伤3伤害	18基地爆炸2368易伤478伤害5赏金塔8序列升级9核a全技能
103	21443 23316	2	   	270.61	橙4易伤3伤害	18基地爆炸2368易伤478伤害5赏金塔8序列升级9核a全技能
104	13623 43335	7	 * 	270.11	橙3易伤2时间2等级1暴击1攻速	1全技能27时间37等级4攻速5暴击67a易伤7序列升级8赏金邻近9核
105	21215 13136	3	   	269.85	橙4易伤2伤害1时间	14基地爆炸2345易伤4序列升级6核78伤害9时间a雷电
106	21415 13136	2	   	269.85	橙4易伤2伤害1时间	14基地爆炸2345易伤4序列升级6核78伤害9时间a雷电
107	13112 43435	7	   	269.79	橙3易伤3时间2暴击1攻速	1全技能257时间3敌人爆炸47暴击678易伤7序列升级9核a攻速
108	13312 44335	8	   	269.79	橙3易伤3时间2暴击1攻速	1全技能257时间367易伤47暴击7序列升级8最后敌人9核a攻速
109	52243 13212	9	 * 	269.78	紫5易伤3时间3攻速	19a攻速25挖尘3核4789a易伤69a时间9a序列升级
110	52541 23212	1	 * 	269.75	橙3易伤3时间3攻速	189攻速289时间3基地爆炸4策反5额外掉落6核789易伤89序列升级a全技能
111	13312 53435	7	   	269.69	橙3易伤3时间2暴击1攻速	1全技能257时间378易伤47暴击6挖青7序列升级9核a攻速
112	52241 23212	1	   	269.65	橙3易伤3时间3攻速	189攻速289时间3挖尘4策反5额外掉落6核789易伤89序列升级a全技能
113	52511 32214	10	   	269.63	橙3易伤2伤害3攻速1时间	149攻速2挖尘3随机矿589易伤6核79伤害9序列升级a时间
114	52511 32215	9	   	269.63	橙3易伤2伤害3攻速1等级	149攻速2挖尘3随机矿589易伤6核79伤害9序列升级a等级
115	54111 32214	10	   	269.63	橙3易伤2伤害3攻速1时间	149攻速2随机矿3挖尘589易伤6核79伤害9序列升级a时间
116	54111 32215	9	   	269.63	橙3易伤2伤害3攻速1等级	149攻速2随机矿3挖尘589易伤6核79伤害9序列升级a等级
117	21133 66311	5	 * 	269.61	橙3易伤2时间2等级1伤害1暴击	1a基地爆炸245易伤3a时间6核7暴击8伤害9a等级a序列升级
118	21135 66311	4	   	269.61	橙3易伤2时间2等级1伤害1暴击	1a基地爆炸245易伤3a时间6核7暴击8伤害9a等级a序列升级
119	13216 53353	2	   	269.57	橙4易伤3时间	1全技能239时间4雷电567a易伤8核
120	13321 53353	5	   	269.57	橙4易伤3时间	1全技能259时间367a易伤4雷电8核
121	21633 34643	6	   	269.54	橙4易伤2时间1伤害1攻速	18基地爆炸2458易伤3加一6核78时间8序列升级9攻速a伤害
122	13651 51223	9	 * 	269.53	橙2易伤3时间2伤害2等级	1全技能249时间37等级59伤害6平台89易伤9序列升级a核
123	21636 36343	8	   	269.35	橙4易伤3伤害	17基地爆炸2467易伤3加一567伤害67序列升级8敌人爆炸9雷电a核
124	21211 32212	9	   	269.34	橙3易伤3伤害3攻速	19a基地爆炸238易伤49a攻速5随机矿6核79a伤害9a序列升级
125	21211 33412	9	   	269.34	橙3易伤3伤害3攻速	19a基地爆炸237易伤49a攻速5随机矿6核89a伤害9a序列升级
126	31115 15112	3	   	269.34	橙3易伤3伤害2时间	14a低血量敌人245易伤3立即金币4a序列升级6核78a伤害9a时间
127	31315 15112	3	   	269.34	橙3易伤3伤害2时间	134a低血量敌人245易伤4a序列升级6核78a伤害9a时间
128	31411 15112	2	   	269.34	橙3易伤3伤害2时间	145a低血量敌人234易伤4a序列升级6核78a伤害9a时间
129	35215 15112	3	   	269.34	橙3易伤3伤害2时间	124a低血量敌人345易伤4a序列升级6核78a伤害9a时间
130	36215 15112	3	   	269.34	橙3易伤3伤害2时间	14a低血量敌人2立即金币345易伤4a序列升级6核78a伤害9a时间
131	21216 34213	9	 * 	269.31	橙4易伤3攻速2时间	19基地爆炸2368易伤469攻速5挖青69序列升级79时间a核
132	21636 36143	7	   	269.25	橙4易伤3伤害	17基地爆炸2467易伤3加一567伤害67序列升级8挖尘9雷电a核
133	21636 36443	8	   	269.25	橙4易伤3伤害	17基地爆炸2467易伤3加一567伤害67序列升级8挖尘9雷电a核
134	21261 13132	5	   	269.24	橙3易伤3伤害2时间	14a基地爆炸235易伤6核78a伤害9a时间a序列升级
135	21265 13132	4	   	269.24	橙3易伤3伤害2时间	14a基地爆炸235易伤6核78a伤害9a时间a序列升级
136	31425 15112	2	   	269.24	橙3易伤3伤害2时间	14a低血量敌人235易伤6核78a伤害9a时间a序列升级
137	55211 61121	7	   	269.21	橙4易伤3攻速2时间	14a攻速26掉矿356a易伤6a序列升级7平台8a时间9核
138	54221 32412	9	   	269.14	橙3易伤3伤害3攻速	19a攻速2随机矿3立即金币48挖尘59a易伤6核79a伤害9a序列升级
139	13223 42333	2	   	268.52	橙3易伤3时间1等级1暴击	1全技能234时间578易伤6核8序列升级9暴击a等级
140	52241 23214	1	   	268.30	橙3易伤3时间3攻速	189攻速289时间3挖尘4策反5额外掉落6核789易伤89序列升级a雷电
141	14512 22633	9	   	268.24	橙2易伤3伤害2时间1等级	1全技能2平台389伤害4随机矿59时间69易伤7核9序列升级a等级
142	23264 63121	6	   	268.20	橙3易伤3伤害1等级1暴击	1a基地爆炸2挖尘39a易伤4等级5暴击6核78a伤害a序列升级
143	21133 24614	9	   	268.05	橙4易伤3时间1等级	19基地爆炸2459易伤379时间6随机矿8核9序列升级a等级
144	13312 16426	7	   	267.75	橙3易伤2时间3暴击1等级	1全技能25时间368易伤46a暴击6序列升级7等级9核
