0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22221 63463	10	 * 	269.80	橙2易伤3时间2伤害1等级1暴击	1额外掉落289时间3敌人爆炸48易伤5暴击6等级78伤害8序列升级a核
56	24422 34132	2	 * 	253.28	橙5易伤3暴击	1额外掉落23578易伤47低血量敌人679暴击7序列升级a核
57	21421 61232	10	 * 	253.26	橙3易伤3伤害2雷电	1额外掉落2立即金币3随机矿4a雷电58a易伤67a伤害9核a序列升级
58	21521 61232	10	   	253.16	橙3易伤3伤害2雷电1核弹	1额外掉落2立即金币3核弹4a雷电58a易伤67a伤害9核a序列升级
59	41135 51121	8	   	252.73	橙3易伤1伤害1等级1暴击1全技能	1掉矿2全技能3等级4暴击569易伤7核8雷电a伤害
60	21253 23526	1	   	252.49	橙2易伤2伤害2时间1等级1全技能	1额外掉落2赏金邻近38伤害4全技能58时间6随机矿78易伤8序列升级9等级a核
61	14211 41362	10	   	252.45	橙3易伤2伤害1时间1暴击	1低血量敌人2金币生成3a伤害467易伤5暴击8时间9核
62	63211 41362	10	   	252.45	橙3易伤2伤害1时间1暴击	1金币生成2低血量敌人3a伤害467易伤5暴击8时间9核
63	15523 31332	3	 * 	252.36	橙2易伤2时间2等级1伤害1暴击1全技能	17低血量敌人2全技能34等级57易伤67时间7序列升级8核9暴击a伤害
64	12211 41362	10	   	252.35	橙3易伤2伤害1时间1暴击	1低血量敌人2掉矿3a伤害467易伤5暴击8时间9核
65	43211 41362	10	   	252.35	橙3易伤2伤害1时间1暴击	1掉矿2低血量敌人3a伤害467易伤5暴击8时间9核
66	32411 41362	10	   	252.25	橙3易伤2伤害1时间1暴击	1挖尘2掉矿3a伤害467易伤5暴击8时间9核
67	31411 16331	8	   	252.01	橙2易伤3时间1伤害1等级1暴击	18挖尘2随机矿3伤害48易伤5暴击6等级789时间8序列升级a核
68	24313 21621	10	   	251.53	橙5易伤1等级	1额外掉落2456a易伤34掉矿4序列升级7核8雷电9等级
69	24323 21621	10	   	251.53	橙5易伤1等级	1额外掉落2456a易伤3掉矿7核8雷电9等级
70	21151 23636	6	   	251.11	橙3易伤1伤害1等级1时间1暴击	1额外掉落2立即金币3时间4等级5暴击6伤害789易伤a核
71	32121 61636	1	   	251.01	橙3易伤1伤害1时间1等级1暴击	1挖尘2敌人爆炸379易伤4伤害5等级6核8时间a暴击
72	24313 32254	1	   	249.92	橙3易伤1伤害1时间2雷电1暴击	1额外掉落2a雷电3时间46a易伤5暴击7伤害8核9a敌人爆炸a序列升级
73	24511 22633	6	   	249.66	橙4易伤1伤害1暴击	1额外掉落2489易伤34金币生成4序列升级5暴击6伤害7核a雷电
74	24621 22633	6	   	249.66	橙4易伤1伤害1暴击	1额外掉落2489易伤34策反4序列升级5暴击6伤害7核a雷电
75	24311 31563	4	   	249.60	橙4易伤1等级1时间1全技能	1额外掉落2456易伤34掉矿4序列升级7时间8等级9全技能a核
76	24313 21563	6	   	249.60	橙4易伤1等级1时间1全技能	1额外掉落2456易伤34掉矿4序列升级7时间8等级9全技能a核
77	24313 22563	7	   	249.60	橙4易伤1等级1时间1全技能	1额外掉落2456易伤34掉矿4序列升级7时间8等级9全技能a核
78	24313 31563	5	   	249.60	橙4易伤1等级1时间1全技能	1额外掉落2456易伤34掉矿4序列升级7时间8等级9全技能a核
79	24321 31563	4	   	249.60	橙4易伤1等级1时间1全技能	1额外掉落2456易伤3掉矿7时间8等级9全技能a核
80	24323 21563	6	   	249.60	橙4易伤1等级1时间1全技能	1额外掉落2456易伤3掉矿7时间8等级9全技能a核
81	24323 22563	7	   	249.60	橙4易伤1等级1时间1全技能	1额外掉落2456易伤3掉矿7时间8等级9全技能a核
82	24323 31563	5	   	249.60	橙4易伤1等级1时间1全技能	1额外掉落2456易伤3掉矿7时间8等级9全技能a核
83	24521 22633	6	   	249.56	橙4易伤1伤害1暴击	1额外掉落2489易伤3金币生成5暴击6伤害7核a雷电
84	24511 22236	7	   	249.55	橙3易伤2时间1伤害1暴击	1额外掉落249易伤34金币生成4序列升级5暴击6伤害78时间a核
85	22521 23636	6	   	249.55	橙3易伤2时间1伤害1暴击	1额外掉落24时间34金币生成4序列升级5暴击6伤害789易伤a核
86	22113 62364	3	   	249.48	橙4易伤2时间1攻速	1额外掉落28时间3挖青458a易伤68最后敌人7核8序列升级9攻速
87	22123 62364	4	   	249.48	橙4易伤2时间1攻速	1额外掉落28时间3挖青458a易伤68最后敌人7核8序列升级9攻速
88	24311 22633	6	   	249.46	橙4易伤1伤害1暴击	1额外掉落2489易伤34掉矿4序列升级5暴击6伤害7核a雷电
89	24321 22633	6	   	249.46	橙4易伤1伤害1暴击	1额外掉落2489易伤3掉矿5暴击6伤害7核a雷电
90	14211 41114	7	   	249.45	橙3易伤2时间1伤害1暴击	1低血量敌人2金币生成3伤害467易伤5暴击8核9a时间
91	22531 23636	6	   	249.45	橙3易伤2时间1伤害1暴击	1额外掉落24时间3金币生成5暴击6伤害789易伤a核
92	63211 41114	7	   	249.45	橙3易伤2时间1伤害1暴击	1金币生成2低血量敌人3伤害467易伤5暴击8核9a时间
93	24521 22236	7	   	249.45	橙3易伤2时间1伤害1暴击	1额外掉落249易伤3金币生成5暴击6伤害78时间a核
94	41421 32225	7	   	249.41	橙3易伤3攻速2全技能1时间	178掉矿25全技能3时间478攻速678易伤78序列升级9最后敌人a核
95	12211 41114	7	   	249.35	橙3易伤2时间1伤害1暴击	1低血量敌人2掉矿3伤害467易伤5暴击8核9a时间
96	12211 41364	9	   	249.35	橙3易伤2时间1伤害1暴击	1低血量敌人2掉矿3伤害467易伤5暴击8a时间9核
97	43211 41114	7	   	249.35	橙3易伤2时间1伤害1暴击	1掉矿2低血量敌人3伤害467易伤5暴击8核9a时间
98	32411 41114	7	   	249.25	橙3易伤2时间1伤害1暴击	1挖尘2掉矿3伤害467易伤5暴击8核9a时间
99	32411 44331	10	   	249.25	橙3易伤2时间1伤害1暴击	1挖尘2掉矿3伤害469易伤5暴击78时间a核
100	22221 13536	10	 * 	249.12	橙3易伤3时间2暴击	1额外掉落278时间3敌人爆炸468易伤58暴击8序列升级9策反a核
101	22221 13553	10	   	249.12	橙3易伤3时间2暴击	1额外掉落278时间3敌人爆炸468易伤58暴击8序列升级9低血量敌人a核
102	22421 12551	10	   	249.12	橙3易伤3时间2暴击	1额外掉落28a时间37基地爆炸468易伤58暴击8序列升级9核
103	22121 13536	10	   	249.02	橙3易伤3时间2暴击	1额外掉落278时间3挖青468易伤58暴击8序列升级9策反a核
104	22121 13553	10	   	249.02	橙3易伤3时间2暴击	1额外掉落278时间3挖青468易伤58暴击8序列升级9低血量敌人a核
105	22221 13513	10	   	249.02	橙3易伤3时间2暴击	1额外掉落278时间3敌人爆炸468易伤58暴击8序列升级9挖尘a核
106	22121 13513	10	   	248.92	橙3易伤3时间2暴击	1额外掉落278时间3挖青468易伤58暴击8序列升级9挖尘a核
107	41612 32511	9	   	248.80	橙2易伤2伤害1时间1等级1攻速1全技能	17掉矿2全技能3攻速47伤害5随机矿67易伤7序列升级8核9等级a时间
108	61323 34622	3	   	248.55	橙2易伤2时间1伤害1等级1暴击1全技能	18金币生成2全技能38易伤4等级5伤害68时间7赏金邻近8序列升级9核a暴击
109	24511 61121	4	   	248.54	橙4易伤1时间1暴击1攻速	1额外掉落2458易伤34金币生成4序列升级6暴击7攻速9核a时间
110	24521 61121	4	   	248.44	橙4易伤1时间1暴击1攻速	1额外掉落2458易伤3金币生成6暴击7攻速9核a时间
111	11412 31323	1	   	248.23	橙4易伤2时间1全技能	137低血量敌人2金币生成479a易伤5全技能67时间7序列升级8核
112	14312 31323	3	   	248.23	橙4易伤2时间1全技能	137低血量敌人2金币生成479a易伤5全技能67时间7序列升级8核
113	14412 31323	2	   	248.23	橙4易伤2时间1全技能	137低血量敌人2金币生成479a易伤5全技能67时间7序列升级8核
114	14552 31323	4	   	248.23	橙4易伤2时间1全技能	17低血量敌人24金币生成379a易伤5全技能67时间7序列升级8核
115	14612 31323	3	   	248.23	橙4易伤2时间1全技能	17低血量敌人2金币生成3立即金币479a易伤5全技能67时间7序列升级8核
116	15255 31323	4	   	248.23	橙4易伤2时间1全技能	17低血量敌人2全技能3立即金币4随机矿579a易伤67时间7序列升级8核
117	15256 31323	5	   	248.23	橙4易伤2时间1全技能	17低血量敌人2全技能3立即金币4随机矿579a易伤67时间7序列升级8核
118	61225 31323	2	   	248.23	橙4易伤2时间1全技能	137金币生成2全技能37序列升级4基地爆炸579a易伤67时间8核
119	61253 31323	4	   	248.23	橙4易伤2时间1全技能	147金币生成2全技能3低血量敌人579a易伤67时间7序列升级8核
120	61425 31323	2	   	248.23	橙4易伤2时间1全技能	17金币生成2全技能3立即金币4基地爆炸579a易伤67时间7序列升级8核
121	61525 31323	3	   	248.23	橙4易伤2时间1全技能	137金币生成2全技能4基地爆炸579a易伤67时间7序列升级8核
122	62412 31323	1	   	248.23	橙4易伤2时间1全技能	17金币生成23低血量敌人479a易伤5全技能67时间7序列升级8核
123	63312 31323	3	   	248.23	橙4易伤2时间1全技能	17金币生成23低血量敌人479a易伤5全技能67时间7序列升级8核
124	63412 31323	2	   	248.23	橙4易伤2时间1全技能	17金币生成23低血量敌人479a易伤5全技能67时间7序列升级8核
125	63552 31323	4	   	248.23	橙4易伤2时间1全技能	147金币生成2低血量敌人379a易伤5全技能67时间7序列升级8核
126	63612 31323	3	   	248.23	橙4易伤2时间1全技能	17金币生成2低血量敌人3立即金币479a易伤5全技能67时间7序列升级8核
127	61355 31323	3	   	248.13	橙4易伤2时间1全技能	157金币生成2全技能379a易伤4挖青67时间7序列升级8核
128	62552 31323	4	   	248.13	橙4易伤2时间1全技能	147金币生成2挖青379a易伤5全技能67时间7序列升级8核
129	62612 31323	3	   	248.13	橙4易伤2时间1全技能	17金币生成2挖青3立即金币479a易伤5全技能67时间7序列升级8核
130	21163 11226	7	 * 	247.89	橙2易伤2伤害2时间2攻速	1额外掉落2立即金币3a时间4a攻速56易伤7核8金币生成9a伤害a序列升级
131	21163 11316	9	   	247.89	橙2易伤2伤害2时间2攻速	1额外掉落2立即金币3a时间4a攻速56易伤7核8金币生成9a伤害a序列升级
132	21163 11326	8	   	247.89	橙2易伤2伤害2时间2攻速	1额外掉落2立即金币3a时间4a攻速56易伤7核8金币生成9a伤害a序列升级
133	21163 11416	9	   	247.89	橙2易伤2伤害2时间2攻速	1额外掉落2立即金币3a时间4a攻速56易伤7核8矿等9a伤害a序列升级
134	21163 11426	8	   	247.89	橙2易伤2伤害2时间2攻速	1额外掉落2立即金币3a时间4a攻速56易伤7核8矿等9a伤害a序列升级
135	21163 11516	9	   	247.79	橙2易伤2伤害2时间2攻速	1额外掉落2立即金币3a时间4a攻速56易伤7核8掉矿9a伤害a序列升级
136	21163 11526	8	   	247.79	橙2易伤2伤害2时间2攻速	1额外掉落2立即金币3a时间4a攻速56易伤7核8掉矿9a伤害a序列升级
137	24311 22635	6	 * 	247.47	橙4易伤1伤害2暴击	1额外掉落2489易伤34掉矿4序列升级5a暴击6伤害7核
138	24321 22635	6	   	247.47	橙4易伤2暴击1伤害	1额外掉落2489易伤3掉矿5a暴击6伤害7核
139	24311 66222	4	   	247.14	橙5易伤2暴击	1额外掉落2457a易伤34掉矿4a序列升级6a暴击8a金币生成9核
140	24313 44122	7	   	247.14	橙5易伤2暴击	1额外掉落2458a易伤34掉矿4a序列升级6a暴击7a金币生成9核
141	24313 46222	6	   	247.14	橙5易伤2暴击	1额外掉落2457a易伤34掉矿4a序列升级6a暴击8a金币生成9核
142	24313 66222	5	   	247.14	橙5易伤2暴击	1额外掉落2457a易伤34掉矿4a序列升级6a暴击8a金币生成9核
143	24321 66222	4	   	247.14	橙5易伤2暴击	1额外掉落2457a易伤3掉矿6a暴击8a金币生成9核a序列升级
144	24323 44122	7	   	247.14	橙5易伤2暴击	1额外掉落2458a易伤3掉矿6a暴击7a金币生成9核a序列升级
145	24323 46222	6	   	247.14	橙5易伤2暴击	1额外掉落2457a易伤3掉矿6a暴击8a金币生成9核a序列升级
146	24323 66222	5	   	247.14	橙5易伤2暴击	1额外掉落2457a易伤3掉矿6a暴击8a金币生成9核a序列升级
147	24511 35214	4	 * 	247.14	橙5易伤1伤害	1额外掉落24568易伤34金币生成4序列升级7伤害9加一a核
148	12143 61631	1	   	247.12	橙3易伤1伤害1等级1时间1全技能	1低血量敌人2敌人爆炸379易伤4等级5伤害6核8时间a全技能
149	61334 32114	7	   	247.12	橙3易伤1伤害1等级1时间1全技能	1金币生成2全技能389易伤4低血量敌人5时间6等级7核a伤害
150	16142 22532	3	   	247.09	橙2易伤2时间1伤害1等级1暴击	1低血量敌人2雷电3暴击4a易伤5等级69时间7伤害8核
151	22443 32263	2	   	247.09	橙2易伤2时间1伤害1等级1暴击	1额外掉落2a时间36易伤4雷电5暴击7伤害8核9等级
152	24313 32263	1	   	247.09	橙2易伤2时间1伤害1等级1暴击	1额外掉落2雷电3a时间46易伤5暴击7伤害8核9等级
153	24521 35214	4	   	247.04	橙5易伤1伤害	1额外掉落24568易伤3金币生成7伤害9加一a核
154	35121 61631	1	   	247.02	橙3易伤1伤害1时间1等级1全技能	1挖尘2低血量敌人379易伤4伤害5等级6核8时间a全技能
155	32411 41622	8	   	247.00	橙3易伤2伤害1暴击1攻速	1挖尘2掉矿38伤害467易伤5暴击9攻速a核
156	24313 21122	8	   	246.94	橙5易伤1伤害	1额外掉落2456a易伤348掉矿4序列升级7核9伤害
157	24313 21133	9	   	246.94	橙5易伤1伤害	1额外掉落24569易伤348掉矿4序列升级7核a伤害
158	24313 21513	7	 * 	246.94	橙5易伤2等级	1额外掉落24569易伤34掉矿4序列升级7核8a等级
159	24313 23514	8	   	246.94	橙5易伤1伤害	1额外掉落24567易伤34掉矿4序列升级8加一9伤害a核
160	24323 21513	7	   	246.94	橙5易伤2等级	1额外掉落24569易伤3掉矿7核8a等级
161	24323 23514	8	   	246.94	橙5易伤1伤害	1额外掉落24567易伤3掉矿8加一9伤害a核
162	22122 52364	5	   	246.80	橙3易伤2时间2等级1攻速	1额外掉落28时间3挖青48a易伤5随机矿68等级7核8序列升级9攻速
163	61422 32421	7	 * 	246.77	橙2易伤3时间2攻速1暴击1全技能	17金币生成2全技能36a时间47攻速57易伤7序列升级8暴击9核
164	11454 31231	10	 * 	246.64	橙2易伤2伤害2时间2暴击	19低血量敌人2随机矿39伤害45暴击68时间79易伤9序列升级a核
165	41422 32421	7	   	246.57	橙2易伤3时间2攻速1暴击1全技能	17掉矿2全技能36a时间47攻速57易伤7序列升级8暴击9核
166	24313 21611	10	   	246.29	橙5易伤1攻速	1额外掉落2456a易伤34掉矿4序列升级7核8雷电9攻速
167	24323 21611	10	   	246.29	橙5易伤1攻速	1额外掉落2456a易伤3掉矿7核8雷电9攻速
168	61323 36212	7	 * 	246.28	橙4易伤2攻速2全技能	18金币生成25全技能3678易伤48攻速8序列升级9赏金邻近a核
169	41612 32512	10	   	246.20	橙2易伤2伤害1等级1暴击1攻速1全技能	17掉矿2全技能3攻速47伤害5随机矿67易伤7序列升级8核9等级a暴击
170	24511 22335	9	   	245.96	橙3易伤1伤害1时间1暴击1攻速	1额外掉落249易伤34金币生成4序列升级5暴击6伤害7时间8攻速a核
171	61113 32534	10	 * 	245.89	橙3易伤3等级1伤害1攻速1全技能	17a金币生成2全技能37a等级4伤害5攻速67a易伤7a序列升级8核9平台
172	14211 41361	10	   	245.86	橙3易伤1伤害1时间1暴击1攻速	1低血量敌人2金币生成3伤害467易伤5暴击8时间9核a攻速
173	24161 22631	6	   	245.86	橙3易伤1伤害1时间1暴击1攻速	1额外掉落289易伤3双倍矿4攻速5暴击6伤害7核a时间
174	63211 41361	10	   	245.86	橙3易伤1伤害1时间1暴击1攻速	1金币生成2低血量敌人3伤害467易伤5暴击8时间9核a攻速
175	21161 23636	6	   	245.86	橙3易伤1伤害1时间1暴击1攻速	1额外掉落2立即金币3时间4攻速5暴击6伤害789易伤a核
176	24521 22335	9	   	245.86	橙3易伤1伤害1时间1暴击1攻速	1额外掉落249易伤3金币生成5暴击6伤害7时间8攻速a核
177	61113 32551	10	   	245.79	橙3易伤2等级1伤害1攻速1全技能	17金币生成2全技能37等级4伤害5攻速67a易伤7序列升级8核9敌人爆炸
178	12211 41361	10	   	245.76	橙3易伤1伤害1时间1暴击1攻速	1低血量敌人2掉矿3伤害467易伤5暴击8时间9核a攻速
179	43211 41361	10	   	245.76	橙3易伤1伤害1时间1暴击1攻速	1掉矿2低血量敌人3伤害467易伤5暴击8时间9核a攻速
180	22326 15422	2	   	245.73	橙3易伤2时间1等级1暴击	1额外掉落28时间3双倍物品4等级58低血量敌人6核78a易伤8序列升级9暴击
181	61113 32511	10	   	245.69	橙3易伤3等级1伤害1攻速1全技能	17金币生成2全技能379等级4伤害5攻速67a易伤7序列升级8核
182	61113 32515	8	   	245.69	橙3易伤2等级1伤害1攻速1全技能	17金币生成2全技能37等级4伤害5攻速67a易伤7序列升级8核9赏金塔
183	61113 32561	10	   	245.69	橙3易伤2等级1伤害1攻速1全技能	17金币生成2全技能37等级4伤害5攻速67a易伤7序列升级8核9挖青
184	61324 32511	10	   	245.69	橙3易伤3等级1伤害1攻速1全技能	17金币生成2全技能37a易伤4攻速5伤害679等级7序列升级8核
185	32411 41361	10	   	245.66	橙3易伤1伤害1时间1暴击1攻速	1挖尘2掉矿3伤害467易伤5暴击8时间9核a攻速
186	24313 21421	7	   	245.65	橙4易伤1时间1暴击	1额外掉落2456易伤34掉矿4序列升级7核8暴击9雷电a时间
187	24313 21623	10	   	245.65	橙4易伤1等级1暴击	1额外掉落2456易伤34掉矿4序列升级7核8雷电9等级a暴击
188	24323 21421	7	   	245.65	橙4易伤1时间1暴击	1额外掉落2456易伤3掉矿7核8暴击9雷电a时间
189	24323 21623	10	   	245.65	橙4易伤1等级1暴击	1额外掉落2456易伤3掉矿7核8雷电9等级a暴击
190	41113 32534	10	   	245.59	橙3易伤3等级1伤害1攻速1全技能	17a掉矿2全技能37a等级4伤害5攻速67a易伤7a序列升级8核9平台
191	41113 32551	10	   	245.59	橙3易伤1伤害2等级1攻速1全技能	17掉矿2全技能37等级4伤害5攻速67a易伤7序列升级8核9敌人爆炸
192	15523 31322	3	   	245.56	橙3易伤2时间2等级1全技能	17低血量敌人2全技能34等级579易伤67时间7序列升级8核a最后敌人
193	15523 31324	3	   	245.56	橙3易伤2时间2等级1全技能	17低血量敌人2全技能34等级579易伤67时间7序列升级8核a平台
194	15523 31325	3	   	245.56	橙3易伤2时间2等级1全技能	17低血量敌人2全技能34等级579易伤67时间7序列升级8核a矿等
195	22321 15422	2	   	245.53	橙3易伤2时间1等级1暴击	1额外掉落28时间3双倍物品4等级58挖尘6核78a易伤8序列升级9暴击
196	61322 31421	3	   	245.52	橙2易伤3时间2等级1暴击1全技能	17金币生成2全技能35易伤47等级67a时间7序列升级8暴击9核
197	41113 32511	10	   	245.49	橙3易伤3等级1伤害1攻速1全技能	17掉矿2全技能379等级4伤害5攻速67a易伤7序列升级8核
198	41113 32515	8	   	245.49	橙3易伤1伤害2等级1攻速1全技能	17掉矿2全技能37等级4伤害5攻速67a易伤7序列升级8核9赏金塔
199	41113 32561	10	   	245.49	橙3易伤2等级1伤害1攻速1全技能	17掉矿2全技能37等级4伤害5攻速67a易伤7序列升级8核9挖青
200	24313 21652	9	   	245.47	橙4易伤1伤害1全技能	1额外掉落2456易伤34掉矿4序列升级7核8雷电9全技能a伤害
201	24323 21652	9	   	245.47	橙4易伤1伤害1全技能	1额外掉落2456易伤3掉矿7核8雷电9全技能a伤害
202	15523 31326	3	   	245.46	橙3易伤2时间2等级1全技能	17低血量敌人2全技能34等级579易伤67时间7序列升级8核a赏金塔
203	15523 34321	3	   	245.36	橙3易伤2时间2等级1全技能	1低血量敌人2全技能34等级579易伤6a时间8核
204	41333 51163	4	   	245.36	橙3易伤2时间1伤害1全技能	19掉矿2全技能389易伤4低血量敌人5伤害69时间7赏金塔9序列升级a核
205	42212 51163	2	   	245.26	橙3易伤2时间1伤害1全技能	19掉矿2挖青3伤害489易伤5全技能69时间7赏金塔9序列升级a核
206	35623 28334	6	   	244.90	橙4易伤2攻速1时间	17挖尘2双倍矿3时间47攻速5789易伤6加一7序列升级a核
