0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23335 47224	9	 * 	297.64	橙3易伤3时间2伤害3攻速	18a易伤28a攻速3加一458时间6平台7核8a序列升级9a伤害
22	21134 26362	6	   	278.28	橙5易伤2伤害1暴击	12568易伤2序列升级3挖尘49伤害7暴击a核
23	21213 26362	2	   	278.28	橙5易伤2伤害1暴击	12348易伤24序列升级5挖尘69伤害7暴击a核
24	15653 32321	10	   	278.10	橙3易伤2伤害2时间2雷电	18时间26雷电3平台489易伤58伤害7核8序列升级a全技能
25	21216 23143	2	   	277.69	橙4易伤2伤害1等级1时间	1234易伤24序列升级57伤害6额外掉落8等级9核a时间
26	21216 23623	2	   	277.09	橙4易伤3伤害1时间	1234易伤24序列升级578伤害6额外掉落9时间a核
27	21214 52162	2	   	276.94	橙5易伤1伤害1等级1暴击	12347易伤24序列升级5暴击6等级8伤害9掉矿a核
28	21214 52252	2	   	276.94	橙5易伤1伤害1等级1暴击	12347易伤24序列升级5暴击6等级8掉矿9伤害a核
29	21134 11141	8	   	276.12	橙4易伤2伤害2时间	125a易伤2a序列升级3挖尘4a伤害6敌人爆炸7基地爆炸8a时间9核
30	21134 12141	8	   	276.12	橙4易伤2伤害2时间	125a易伤2a序列升级3挖尘4a伤害6敌人爆炸7最后敌人8a时间9核
31	15653 21332	8	   	275.12	橙3易伤3时间2伤害	178时间2雷电3平台489易伤58伤害6核8序列升级a立即金币
32	15653 21333	8	   	275.12	橙3易伤3时间2伤害	178时间2雷电3平台489易伤58伤害6核8序列升级a敌人爆炸
33	15653 21331	8	   	275.02	橙3易伤3时间2伤害	178时间2雷电3平台489易伤58伤害6核8序列升级a挖尘
34	21357 24142	8	   	275.02	橙3易伤3时间2伤害	127易伤27序列升级3敌人爆炸4加一578时间67伤害9核a雷电
35	21357 24442	7	   	275.02	橙3易伤3时间2伤害	127易伤27序列升级3敌人爆炸4加一578时间67伤害9核a雷电
36	25616 12322	9	   	274.64	橙4易伤2时间2攻速2雷电	189a易伤24雷电3平台58攻速68时间7核8序列升级
37	21636 14133	9	   	274.41	橙5易伤2全技能1时间1暴击	12478易伤2序列升级35全技能6暴击9核a时间
38	21232 14246	2	 * 	274.26	橙5易伤3攻速1等级	12389易伤29序列升级4等级59矿等679攻速a核
39	15232 26521	1	   	273.91	橙3易伤3时间1等级2雷电1暴击	127时间378易伤4低血量敌人5等级67雷电7序列升级9暴击a核
40	25232 26521	1	   	273.91	橙3易伤3时间1等级2雷电1暴击	178易伤237时间4低血量敌人5等级67雷电7序列升级9暴击a核
41	23156 24346	8	   	273.76	橙3易伤2伤害2攻速1等级1暴击	17a易伤27攻速3等级4加一5敌人爆炸67伤害7序列升级8暴击9核
42	23336 62322	9	   	273.61	橙4易伤2攻速1时间2雷电1暴击	189a易伤28攻速3加一4时间5暴击68雷电7核8序列升级
43	21516 32612	2	   	273.49	橙4易伤2时间1伤害2雷电	1248易伤248序列升级3双倍矿5伤害68雷电78时间9策反a核
44	15653 32323	10	 * 	273.45	橙3易伤2伤害2时间3雷电	18时间26a雷电3平台489易伤58伤害7核8序列升级
45	25633 32322	9	   	273.24	橙5易伤2伤害	1689a易伤2雷电3平台48低血量敌人58伤害7核8序列升级
46	21514 52332	2	   	273.23	橙5易伤1等级1时间1暴击	12479易伤24序列升级3双倍矿5暴击6等级8时间a核
47	24214 52332	2	   	273.23	橙5易伤1等级1时间1暴击	13479易伤2立即金币4序列升级5暴击6等级8时间a核
48	21633 34122	10	   	273.15	橙5易伤2暴击1时间	12489易伤28序列升级3全技能5时间68低血量敌人78暴击a核
49	21463 26222	6	   	273.05	橙5易伤1伤害1等级	12568易伤2序列升级3等级4敌人爆炸7伤害9全技能a核
50	21635 11122	4	   	273.05	橙5易伤1伤害1时间	12467易伤2序列升级3全技能5金币生成8伤害9时间a核
51	21644 23133	9	   	273.05	橙5易伤2暴击1时间	12678易伤27序列升级3全技能47暴击5立即金币9核a时间
52	21662 11122	5	   	273.05	橙5易伤1伤害1时间	12567易伤2序列升级3全技能4金币生成8伤害9时间a核
53	15621 52322	9	   	272.97	橙5易伤2时间2雷电	18时间28雷电3平台4随机矿5689a易伤7核8序列升级
54	25621 12322	9	   	272.97	橙5易伤2时间2雷电	1589a易伤28雷电3平台4随机矿68时间7核8序列升级
55	21631 11122	4	   	272.95	橙5易伤1伤害1时间	12467易伤2序列升级3全技能5掉矿8伤害9时间a核
56	23335 47261	10	   	272.91	橙4易伤3时间2攻速	189a易伤28攻速3加一458时间6平台7核8序列升级
57	23634 13521	7	   	272.81	橙4易伤3时间2攻速	189a易伤27攻速39挖尘459时间6核9序列升级
58	21631 11526	6	   	272.59	橙4易伤2时间1等级	1249易伤2序列升级3全技能5等级6雷电7核8a时间
59	23133 22356	10	   	272.44	橙4易伤2伤害1等级1攻速	1568易伤2攻速3等级49伤害7随机矿a核
60	21133 21656	10	   	272.34	橙4易伤2伤害1时间1攻速	1269易伤2序列升级3挖尘45伤害7攻速8时间a核
61	11153 44231	4	   	272.09	橙4易伤2时间1伤害1暴击	16时间2矿等3789易伤4暴击5伤害a核
62	11133 26432	6	   	271.56	橙5易伤2时间1暴击	14时间2矿等35689易伤7暴击a核
63	13313 54235	1	   	271.56	橙5易伤2时间1暴击	13时间2暴击46789易伤5敌人爆炸a核
64	13314 24235	1	   	271.56	橙5易伤2时间1暴击	13时间2暴击45789易伤6基地爆炸a核
65	13311 54235	1	   	271.46	橙5易伤2时间1暴击	13时间2暴击46789易伤5挖尘a核
66	25235 33261	8	   	271.36	橙3易伤2时间2攻速1等级	178易伤2雷电37时间4金币生成5等级67攻速7序列升级9核a全技能
67	21631 33632	10	   	271.30	橙4易伤2伤害1等级	1248易伤28序列升级3全技能5等级68基地爆炸78伤害9低血量敌人a核
68	21631 63632	10	   	271.30	橙4易伤2伤害1等级	1248易伤28序列升级3全技能5等级68敌人爆炸78伤害9低血量敌人a核
69	25225 33261	8	   	271.26	橙3易伤2时间2攻速1等级	178易伤2雷电37时间4掉矿5等级67攻速7序列升级9核a全技能
70	21631 33642	10	   	271.20	橙4易伤2伤害1等级	1248易伤28序列升级3全技能5等级68基地爆炸78伤害9挖尘a核
71	23133 26225	8	   	271.11	橙4易伤1伤害1等级1时间1攻速	156a易伤2攻速3等级4伤害7平台8核9时间
72	23133 26265	9	   	271.11	橙4易伤1伤害1等级1时间1攻速	156a易伤2攻速3等级4伤害7平台8核9时间
73	21415 22341	7	   	271.11	橙4易伤1伤害1等级1时间1攻速	126a易伤2序列升级3等级4随机矿5攻速7核8时间9伤害
74	23113 22341	7	   	271.11	橙4易伤1伤害1等级1时间1攻速	156a易伤2攻速3等级4矿等7核8时间9伤害
75	23133 22326	10	   	271.11	橙4易伤1伤害1等级1时间1攻速	1568易伤2攻速3等级4伤害7随机矿9时间a核
76	23133 22556	10	   	271.11	橙4易伤1伤害1等级1时间1攻速	1569易伤2攻速3等级4伤害7随机矿8时间a核
77	23336 62325	10	   	271.03	橙3易伤2攻速1伤害1时间2雷电1暴击	189易伤28攻速3加一4时间5暴击68雷电7核8序列升级a伤害
78	15653 32322	8	   	271.01	橙2易伤3时间2伤害1等级2雷电	18a时间26雷电3平台48易伤58伤害7核8序列升级9等级
79	21636 13363	10	 * 	270.81	橙5易伤3暴击2全技能	12479易伤279序列升级35全技能679暴击89金币生成a核
80	21641 22411	3	   	270.59	橙3易伤3伤害2全技能2雷电	129易伤29序列升级36全技能459伤害7挖青89雷电a核
81	21463 21111	8	   	270.58	橙5易伤1等级1时间1攻速	1256a易伤2序列升级3等级4敌人爆炸7攻速8核9时间
82	21421 21111	8	   	270.48	橙5易伤1等级1时间1攻速	1246a易伤2序列升级3等级5挖尘7攻速8核9时间
83	21434 21111	8	   	270.48	橙5易伤1等级1时间1攻速	1256a易伤2序列升级3等级4挖尘7攻速8核9时间
84	25633 32321	10	   	269.95	橙4易伤2伤害1时间	1689易伤2雷电3平台48低血量敌人58伤害7核8序列升级a时间
85	25633 32326	10	   	269.95	橙4易伤2伤害1等级	1689易伤2雷电3平台48低血量敌人58伤害7核8序列升级a等级
86	21133 32626	10	   	269.65	橙4易伤2伤害1时间	1278易伤2序列升级3挖尘45伤害6雷电9时间a核
87	21631 11354	6	   	269.62	橙4易伤2攻速1等级2雷电	124a易伤2a序列升级3全技能5等级6a雷电7核8a攻速9加一
88	23115 11112	7	 * 	269.47	橙3易伤3伤害3等级1攻速	19a易伤2攻速39a等级4矿等5最后敌人6核7平台89a伤害9a序列升级
89	23115 11412	8	   	269.47	橙3易伤3伤害3等级1攻速	19a易伤2攻速39a等级4矿等5最后敌人6核7平台89a伤害9a序列升级
90	21333 21666	10	   	269.44	橙4易伤2时间1伤害1攻速	1256易伤2序列升级3敌人爆炸4伤害7攻速89时间a核
91	23523 32212	7	 * 	269.31	橙4易伤3攻速2时间	1489易伤259攻速3双倍矿69时间7核9序列升级a最后敌人
92	23523 32213	7	   	269.31	橙4易伤3攻速2时间	1489易伤259攻速3双倍矿69时间7核9序列升级a敌人爆炸
93	23523 32215	7	   	269.31	橙4易伤3攻速2时间	1489易伤259攻速3双倍矿69时间7核9序列升级a平台
94	25216 21241	1	 * 	269.29	橙3易伤3时间3雷电1伤害	189易伤238时间4伤害59低血量敌人689雷电7额外掉落89序列升级a核
95	15216 21241	1	   	269.29	橙3易伤3时间3雷电1伤害	128时间389易伤4伤害59低血量敌人689雷电7额外掉落89序列升级a核
96	16563 11212	10	   	269.24	橙3易伤3伤害2时间	18时间29基地爆炸348伤害58a易伤6核7平台8序列升级
97	16563 11221	10	   	269.24	橙3易伤3伤害2时间	18时间2基地爆炸348伤害58a易伤6核7平台8序列升级9最后敌人
98	21613 11632	8	   	269.23	橙4易伤3时间2全技能	1278易伤28序列升级34全技能589时间68敌人爆炸a核
99	23523 32211	7	   	269.21	橙4易伤3攻速2时间	1489易伤259攻速3双倍矿69时间7核9序列升级a掉矿
100	23523 32216	7	   	269.21	橙4易伤3攻速2时间	1489易伤259攻速3双倍矿69时间7核9序列升级a挖尘
101	21221 23261	2	   	269.20	橙4易伤2时间1伤害1攻速1卖塔	1238易伤2序列升级4卖塔5攻速69时间7伤害a核
102	21357 24335	8	   	269.14	橙3易伤3伤害2时间	127易伤27序列升级38敌人爆炸4加一57时间679伤害a核
103	21133 11141	8	   	269.14	橙3易伤3伤害2时间	12a易伤2a序列升级3挖尘45a伤害6敌人爆炸7基地爆炸8a时间9核
104	21133 12141	8	   	269.14	橙3易伤3伤害2时间	12a易伤2a序列升级3挖尘45a伤害6敌人爆炸7最后敌人8a时间9核
105	21335 12321	9	   	269.14	橙3易伤3伤害2时间	12a易伤2a序列升级3敌人爆炸48a伤害5最后敌人6核7挖尘9a时间
106	21336 12321	9	   	269.14	橙3易伤3伤害2时间	12a易伤2a序列升级3敌人爆炸48a伤害5低血量敌人6核7挖尘9a时间
107	23383 21111	9	   	269.11	橙4易伤3攻速2时间	156a易伤247攻速3加一8a时间9核a序列升级
108	23523 32214	7	   	269.06	橙4易伤3攻速2时间1卖塔	1489易伤259攻速3双倍矿69时间7核9序列升级a卖塔
109	21133 42354	5	   	269.04	橙3易伤3伤害2时间	129易伤29序列升级3挖尘459伤害69时间7平台8赏金塔a核
110	34333 23314	8	   	269.04	橙3易伤3伤害2时间	139挖尘23时间39序列升级459伤害679易伤8立即金币a核
111	21631 11335	6	   	269.01	橙4易伤1等级1时间1攻速	1249易伤2序列升级3全技能5等级6雷电7核8攻速a时间
112	34533 21214	6	   	268.94	橙3易伤3伤害2时间	179挖尘24时间359伤害689易伤9序列升级a核
113	21221 22432	2	   	268.67	橙5易伤2时间1攻速1卖塔	12389易伤2序列升级4卖塔5攻速67时间a核
114	21415 22125	7	   	268.51	橙4易伤1伤害1等级1暴击1攻速	1269易伤2序列升级3等级4随机矿5攻速7核8暴击a伤害
115	23113 22125	7	   	268.51	橙4易伤1伤害1等级1暴击1攻速	1569易伤2攻速3等级4矿等7核8暴击a伤害
116	15653 32321	9	   	268.44	橙3易伤2伤害2时间2雷电	18时间26雷电3平台489易伤58伤害7核8序列升级a矿等
117	15653 32322	10	   	268.44	橙3易伤2伤害2时间2雷电	18时间26雷电3平台489易伤58伤害7核8序列升级a立即金币
118	15653 32323	9	   	268.44	橙3易伤2伤害2时间2雷电	18时间26雷电3平台489易伤58伤害7核8序列升级a基地爆炸
119	21331 51145	7	   	268.44	橙3易伤2伤害2时间2雷电	12a易伤2a序列升级3敌人爆炸4a伤害5金币生成6核78雷电9a时间
120	21131 51145	7	   	268.34	橙3易伤2伤害2时间2雷电	12a易伤2a序列升级3挖尘4a伤害5金币生成6核78雷电9a时间
121	23133 21534	8	   	268.33	橙3易伤2攻速1伤害1等级1时间	156易伤27攻速3等级4伤害8全技能9核a时间
122	23335 74513	7	   	268.10	橙3易伤3时间3攻速	17a易伤267攻速3加一457时间7序列升级8核9雷电
123	23415 53311	7	   	268.09	橙3易伤3时间2攻速1卖塔	179易伤27攻速3卖塔467时间5全技能7序列升级8核a雷电
124	23113 22122	7	   	267.98	橙5易伤1等级1暴击1攻速	1569a易伤2攻速3等级4矿等7核8暴击
125	21633 11452	8	   	267.77	橙5易伤2时间	12479易伤29序列升级3全技能59时间69敌人爆炸8立即金币a核
