0	Index      	 *	Score 	Summary	Detail	Bounty	
1	26442 33133	 * 	311.95	橙5易伤3伤害3等级	1加一289伤害358等级45678易伤58序列升级a核	4
27	27481 33113	   	296.30	橙5易伤2等级2伤害	1加一23678易伤48等级58伤害8序列升级9策反a核	3
28	27481 33183	   	296.30	橙5易伤2等级2伤害	1加一23678易伤48等级58伤害8序列升级9随机矿a核	3
29	26443 33113	   	296.20	橙5易伤3等级2伤害	1加一28伤害358等级46789易伤8序列升级a核	4
30	26484 33113	   	296.20	橙5易伤3等级2伤害	1加一28伤害348等级56789易伤8序列升级a核	3
31	27481 33173	   	296.20	橙5易伤2等级2伤害	1加一23678易伤48等级58伤害8序列升级9掉矿a核	3
32	27763 33113	   	296.20	橙5易伤3等级2伤害	1加一26789易伤358等级48伤害8序列升级a核	3
33	21442 33135	   	294.86	橙5易伤3等级1伤害2攻速	1加一28攻速358等级45678易伤58序列升级9伤害a核	4
34	26443 33183	   	294.10	橙4易伤3等级2伤害1时间	1加一28伤害358等级4678易伤8序列升级9时间a核	4
35	26484 33183	   	294.10	橙4易伤3等级2伤害1时间	1加一28伤害348等级5678易伤8序列升级9时间a核	3
36	26414 77112	   	293.71	橙4易伤3伤害3等级	1加一278伤害378等级4立即金币5678易伤78序列升级9核a敌人爆炸	7
37	26414 27118	   	293.71	橙4易伤3伤害3等级	1加一278伤害378等级46立即金币578a易伤78序列升级9核	7
38	26444 33173	   	293.61	橙4易伤3伤害2等级	1加一258伤害38等级4678易伤8序列升级9核a随机矿	5
39	26444 33175	   	293.61	橙4易伤3伤害2等级	1加一258伤害38等级4678易伤8序列升级9核a平台	5
40	26444 73173	   	293.61	橙4易伤3伤害2等级	1加一258伤害38等级4678易伤8序列升级9核a随机矿	6
41	26444 74173	   	293.61	橙4易伤3伤害2等级	1加一258伤害38等级4678易伤8序列升级9核a随机矿	7
42	26444 23171	   	293.61	橙4易伤3伤害2等级	1加一258伤害38等级478a易伤6立即金币8序列升级9核	6
43	26444 24171	   	293.61	橙4易伤3伤害2等级	1加一258伤害38等级478a易伤6立即金币8序列升级9核	7
44	26444 27351	   	293.61	橙4易伤3伤害2等级	1加一257伤害37等级479a易伤6立即金币7序列升级8核	7
45	27762 33112	   	293.61	橙4易伤3伤害3等级	1加一2678易伤358等级458伤害58序列升级9核a敌人爆炸	3
46	26444 33172	   	293.51	橙4易伤3伤害2等级	1加一258伤害38等级4678易伤8序列升级9核a赏金塔	5
47	26444 33174	   	293.51	橙4易伤3伤害2等级	1加一258伤害38等级4678易伤8序列升级9核a赏金邻近	5
48	26444 33176	   	293.51	橙4易伤3伤害2等级	1加一258伤害38等级4678易伤8序列升级9核a挖青	5
49	26444 33177	   	293.51	橙4易伤3伤害2等级	1加一258伤害38等级4678易伤8序列升级9核a核弹	5
50	26444 73172	   	293.51	橙4易伤3伤害2等级	1加一258伤害38等级4678易伤8序列升级9核a赏金塔	6
51	26444 73174	   	293.51	橙4易伤3伤害2等级	1加一258伤害38等级4678易伤8序列升级9核a赏金邻近	6
52	26444 74172	   	293.51	橙4易伤3伤害2等级	1加一258伤害38等级4678易伤8序列升级9核a赏金塔	7
53	26444 74174	   	293.51	橙4易伤3伤害2等级	1加一258伤害38等级4678易伤8序列升级9核a赏金邻近	7
54	32222 43313	 * 	292.75	橙4易伤3伤害3时间	1平台29a时间356伤害456a易伤56a序列升级7a敌人爆炸8核	9
55	32222 43353	   	292.75	橙4易伤3伤害3时间	1平台29a时间356伤害456a易伤56a序列升级7a敌人爆炸8核	8
56	51121 25333	   	292.75	橙4易伤3伤害3时间	179伤害279a易伤3立即金币4低血量敌人5最后敌人679时间79序列升级8核	7
57	51123 25333	   	292.75	橙4易伤3伤害3时间	179伤害279a易伤3立即金币4低血量敌人5基地爆炸679时间79序列升级8核	7
58	51322 25333	   	292.75	橙4易伤3伤害3时间	179伤害279a易伤35低血量敌人4敌人爆炸679时间79序列升级8核	7
59	51326 25333	   	292.75	橙4易伤3伤害3时间	179伤害279a易伤3低血量敌人4敌人爆炸5双倍矿679时间79序列升级8核	7
60	51361 25333	   	292.75	橙4易伤3伤害3时间	179伤害279a易伤34低血量敌人5最后敌人679时间79序列升级8核	7
61	51363 25333	   	292.75	橙4易伤3伤害3时间	179伤害279a易伤34低血量敌人5基地爆炸679时间79序列升级8核	7
62	51124 25333	   	292.65	橙4易伤3伤害3时间	179伤害279a易伤3立即金币4低血量敌人5挖尘679时间79序列升级8核	7
63	52222 53126	   	292.65	橙4易伤3伤害3时间	158伤害2矿等368时间4578易伤58序列升级9基地爆炸a核	3
64	26414 27114	   	288.91	橙3易伤3伤害3等级1时间	1加一278伤害378等级46立即金币578易伤78序列升级9核a时间	7
65	26444 77333	   	288.81	橙3易伤3伤害2等级1时间	1加一257伤害37等级467易伤7序列升级8核9最后敌人a时间	7
66	26444 23178	   	288.81	橙3易伤3伤害2等级1时间	1加一258伤害38等级478易伤6立即金币8序列升级9核a时间	6
67	26444 24178	   	288.81	橙3易伤3伤害2等级1时间	1加一258伤害38等级478易伤6立即金币8序列升级9核a时间	7
68	26444 77211	   	288.81	橙3易伤3伤害2等级1时间	1加一257伤害37等级467易伤7序列升级8额外掉落9核a时间	10
69	26444 77214	   	288.81	橙3易伤3伤害2等级1时间	1加一257伤害37等级467易伤7序列升级8额外掉落9核a时间	9
70	26444 77324	   	288.71	橙3易伤3伤害2等级1时间	1加一257伤害37等级467易伤7序列升级8核9掉矿a时间	7
71	26444 77342	   	288.71	橙3易伤3伤害2等级1时间	1加一257伤害37等级467易伤7序列升级8核9赏金邻近a时间	7
72	52222 36153	   	287.73	橙4易伤3伤害2时间	158伤害27矿等38时间4568易伤58序列升级9攻速a核	3
73	52226 33153	   	287.63	橙4易伤3伤害2时间	158伤害2矿等38时间4678易伤8序列升级9攻速a核	3
74	32322 41533	 * 	287.49	橙4易伤3等级2时间2攻速	1平台29时间356等级4569易伤569序列升级7随机矿89攻速a核	6
75	27433 22753	   	286.80	橙3易伤2等级2伤害1时间1暴击	1加一237易伤4暴击57等级67伤害7序列升级8平台9时间a核	3
76	26444 77211	   	286.21	橙3易伤3伤害2等级1暴击	1加一257伤害37等级467易伤7序列升级8额外掉落9核a暴击	9
77	27433 22523	   	286.11	橙3易伤3伤害2等级1暴击	1加一237易伤4暴击57等级679伤害7序列升级8赏金邻近a核	3
78	27473 22523	   	286.11	橙3易伤3伤害2等级1暴击	1加一237易伤4暴击57等级679伤害7序列升级8赏金邻近a核	4
79	26441 74172	 * 	285.93	橙2易伤2等级3时间2伤害	1加一27伤害38等级47易伤579时间6全技能7序列升级a核	5
80	32222 54547	   	284.97	橙3易伤2伤害2时间1等级2攻速	1平台28时间35伤害458易伤58序列升级6加一78攻速9等级a核	7
81	32322 41243	   	284.79	橙4易伤3等级2时间1暴击	1平台27时间356等级4569易伤56序列升级8暴击a核	7
82	32223 53246	   	284.22	橙3易伤3时间2伤害3雷电	1平台278时间38伤害478易伤567雷电78序列升级9核a攻速	7
83	21414 77111	 * 	284.05	橙4易伤3等级3攻速1伤害	1加一278攻速378等级4立即金币5678易伤78序列升级9核a伤害	7
84	41326 31326	 * 	283.95	橙4易伤2等级3全技能3雷电	1457易伤247雷电389全技能47序列升级67等级a核	1
85	42326 31326	   	283.95	橙4易伤2等级3全技能3雷电	1457易伤247雷电389全技能47序列升级67等级a核	2
86	15326 31326	   	283.95	橙4易伤2等级3全技能3雷电	147雷电2457易伤389全技能47序列升级67等级a核	1
87	27722 33111	   	283.95	橙4易伤3等级3攻速1伤害	1加一2678易伤358等级458攻速58序列升级9核a伤害	3
88	32332 55361	   	283.81	橙2易伤2等级2伤害2时间1核弹	1平台2a时间34等级5核弹6a伤害7全技能8a易伤9核a序列升级	9
89	55122 33116	   	283.18	橙5易伤3伤害1时间	158伤害2时间38金币生成45678易伤58序列升级9立即金币a核	2
90	32222 43331	   	283.08	橙5易伤3伤害1时间	1平台2时间356伤害4569a易伤56序列升级7敌人爆炸8核	10
91	26442 51531	   	282.82	橙3易伤2等级2伤害2攻速	1加一2a伤害35等级45a易伤5a序列升级6全技能7a攻速8核9平台	4
92	21414 77118	 * 	282.32	橙5易伤3等级3攻速	1加一278攻速378等级4立即金币5678a易伤78序列升级9核	7
93	26414 27115	   	282.32	橙3易伤3伤害3等级	1加一278伤害378等级46立即金币578易伤78序列升级9核a全技能	7
94	27722 33118	   	282.22	橙5易伤3等级3攻速	1加一2678a易伤358等级458攻速58序列升级9核	3
