0	Index      	Bounty	 *	Score 	Summary	Detail	
1	44411 41213	3	 * 	290.38	DCR|3VULN|3DMG|3DUR|2SELL	179DMG|2MBVNT|3LIT|479VULN|58SELL|679DUR|79BPWR|aRCR
15	24111 62263	2	   	281.50	DCR|4VULN|2DMG|3LIT|1TLV	1268VULN|3LWND|48DMG|578LIT|8BPWR|9TLV|aRCR
16	24611 62213	3	   	281.50	DCR|4VULN|2DMG|3LIT|1DUR	1268VULN|3DUR|48DMG|578LIT|8BPWR|9CGEN|aRCR
17	25311 62263	3	   	281.50	DCR|4VULN|2DMG|3LIT|1TLV	1368VULN|2LWND|48DMG|578LIT|8BPWR|9TLV|aRCR
18	25325 23333	9	 * 	281.21	DCR|4VULN|3DMG|2TLV	138aVULN|268LWND|4BEXP|5aTLV|78aDMG|8aBPWR|9RCR
19	31124 54213	3	 * 	280.96	DCR|4VULN|3CDMG|1DMG|1DUR|1ASPD	147CDMG|2349VULN|4BPWR|5DUR|6ASPD|8DMG|aRCR
20	45211 15332	10	   	280.84	DCR|3VULN|2DMG|2DUR|1TLV|1ASPD	1aDMG|26aVULN|3BELT|4RMIN|5TLV|7ASPD|8RCR|9aDUR|aBPWR
21	41311 72264	3	 * 	280.81	DCR|4VULN|3DMG|3LIT	189DMG|278LIT|3468VULN|5MBVNT|8BPWR|aRCR
22	23333 64422	3	 * 	280.27	DCR|4VULN|3DUR|1DMG	1579VULN|2LIT|367LWND|457DUR|57BPWR|8DMG|aRCR
23	22324 31232	9	 * 	280.21	DCR|4VULN|2DMG|2CDMG|2LIT	1269VULN|269BPWR|3ERES|49LIT|56DMG|7BEXP|89CDMG|aRCR
24	24324 31234	10	   	280.21	DCR|4VULN|2DMG|2CDMG|2LIT	1269VULN|3ERES|49LIT|56DMG|69BPWR|7BEXP|89CDMG|aRCR
25	31126 14411	10	   	280.17	DCR|4VULN|1DMG|2CDMG|1TLV|1DUR	15CDMG|2345VULN|5BPWR|6ZMB|7DUR|8TLV|9RCR|aDMG
26	33232 31123	9	 * 	279.70	DCR|4VULN|2DMG|3CDMG	189CDMG|2LIT|39DMG|4679VULN|5RCVC|9BPWR|aRCR
27	31126 14413	10	   	279.64	DCR|5VULN|2CDMG|1TLV|1DUR	15CDMG|2345aVULN|5BPWR|6ZMB|7DUR|8TLV|9RCR
28	22422 62253	5	 * 	278.50	DCR|4VULN|2DUR|3LIT|1DMG	1268VULN|28BPWR|3RMIN|478LIT|58DUR|9DMG|aRCR
29	31126 11342	5	 * 	278.21	DCR|5VULN|1DMG|2CDMG|1ASPD	15CDMG|23457VULN|5BPWR|6RCVC|8DMG|9ASPD|aRCR
30	22651 33622	10	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	12aVULN|2aBPWR|369DUR|4ASPD|5aFEWX|7aDMG|8RCR
31	22653 13622	10	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	12aVULN|2aBPWR|359DUR|4ASPD|6aBEXP|7aDMG|8RCR
32	22653 33622	10	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	12aVULN|2aBPWR|359DUR|4ASPD|6aFEWX|7aDMG|8RCR
33	42116 14133	2	   	277.61	DCR|2VULN|3DMG|3DUR|1CDMG	137DMG|237DUR|37BPWR|4ZMB|5LIT|67VULN|8CGEN|9RCR|aCDMG
34	33231 66413	6	 * 	277.53	DCR|3VULN|2DMG|3TLV|2CDMG|2LIT	19CDMG|26LIT|39DMG|49aVULN|567TLV|69BPWR|8RCR
35	22112 54141	3	 * 	277.12	ACR|4VULN|3DUR|2DMG|2TLV	126aVULN|2aBPWR|3RCR|4aDMG|579DUR|8aTLV
36	42142 13342	2	   	276.87	DCR|2VULN|3DMG|3DUR|2ASPD	139DMG|235DUR|39BPWR|49VULN|6RCR|7RMIN|89ASPD|aZMB
37	41316 52321	3	   	276.40	DCR|4VULN|2DMG|1DUR|2LIT	17DMG|27LIT|3457VULN|6BBNT|7BPWR|8DUR|9RCVC|aRCR
38	41316 62321	3	   	276.40	DCR|4VULN|2DMG|1DUR|2LIT	17DMG|27LIT|3457VULN|6TBNT|7BPWR|8DUR|9RCVC|aRCR
39	31126 12551	10	   	275.51	DCR|5VULN|1DMG|2CDMG	15CDMG|2345aVULN|5BPWR|6ZMB|7LIT|8DMG|9RCR
40	22422 54311	5	   	275.12	DCR|3VULN|3DUR|2DMG	127VULN|27BPWR|39RMIN|4LIT|578DUR|67DMG|aRCR
41	21322 54361	5	   	275.02	DCR|3VULN|3DUR|2DMG|1NUKE	179VULN|2NUKE|3DMSP|4LIT|578DUR|67DMG|7BPWR|aRCR
42	31126 31411	10	   	274.92	DCR|4VULN|1DMG|2CDMG|1TLV|1ASPD	15CDMG|2345VULN|5BPWR|6LWND|7ASPD|8TLV|9RCR|aDMG
43	31126 32161	10	   	274.91	DCR|4VULN|2DMG|2CDMG|1AART	15CDMG|2345VULN|5BPWR|6LWND|7AART|89DMG|aRCR
44	31122 32315	10	 * 	274.79	DCR|4VULN|2DUR|2CDMG|1TLV	18CDMG|2347VULN|58ZMB|68DUR|8BPWR|9TLV|aRCR
45	22611 52211	3	   	274.52	DCR|3VULN|3DMG|3LIT|1DUR	128VULN|28BPWR|3DUR|468DMG|578LIT|9CGEN|aRCR
46	24611 52211	3	   	274.52	DCR|3VULN|3DMG|3LIT|1DUR	128VULN|3DUR|468DMG|578LIT|8BPWR|9CGEN|aRCR
47	22611 52251	3	   	274.42	DCR|3VULN|3DMG|3LIT|1DUR	128VULN|28BPWR|3DUR|468DMG|578LIT|9ERES|aRCR
48	31126 31413	10	   	274.40	DCR|5VULN|2CDMG|1TLV|1ASPD	15CDMG|2345aVULN|5BPWR|6LWND|7ASPD|8TLV|9RCR
49	31126 31414	9	   	274.40	DCR|5VULN|2CDMG|1TLV|1ASPD	15CDMG|2345aVULN|5BPWR|6LWND|7ASPD|8TLV|9RCR
50	22623 23265	2	   	274.30	DCR|5VULN|2CDMG|1TLV|1ASPD	1246aVULN|24BPWR|34CDMG|5MBVNT|7ASPD|8TLV|9RCR
51	31123 23265	3	   	274.30	DCR|5VULN|2CDMG|1TLV|1ASPD	14CDMG|2346aVULN|4BPWR|5MBVNT|7ASPD|8TLV|9RCR
52	31122 32411	10	   	273.75	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1CDMG|2347VULN|5ZMB|6DUR|8TLV|9RCR|aDMG
53	31135 42213	6	   	273.56	DCR|4VULN|2DMG|2CDMG	19CDMG|239aVULN|4LWND|5LIT|6RCR|79DMG|8MBVNT|9BPWR
54	31135 42213	5	   	273.56	DCR|4VULN|2DMG|2CDMG	19CDMG|239aVULN|4LWND|5LIT|6RCR|79DMG|8MBVNT|9BPWR
55	22611 12213	3	   	273.45	DCR|3VULN|2DMG|2DUR|3LIT	128VULN|28BPWR|36DUR|48DMG|578LIT|9CGEN|aRCR
56	24611 12213	3	   	273.45	DCR|3VULN|2DMG|2DUR|3LIT	128VULN|36DUR|48DMG|578LIT|8BPWR|9CGEN|aRCR
57	42141 11611	2	   	273.42	DCR|2VULN|3DMG|3DUR|1AART	139DMG|236DUR|3BPWR|4aVULN|5LIT|7AART|8RCR
58	31122 32413	10	   	273.23	DCR|5VULN|1TLV|1DUR|1CDMG	1CDMG|2347aVULN|5ZMB|6DUR|8TLV|9RCR
59	31122 32414	9	   	273.23	DCR|5VULN|1TLV|1DUR|1CDMG	1CDMG|2347aVULN|5ZMB|6DUR|8TLV|9RCR
60	33232 34126	9	 * 	272.71	DCR|3VULN|3DMG|3CDMG	189CDMG|2LIT|379DMG|469VULN|5RCVC|9BPWR|aRCR
61	14331 54331	4	   	272.54	DCR|4VULN|2DMG|1TLV|1ASPD	17CGEN|2MBVNT|3579VULN|47DMG|6RCR|7BPWR|8ASPD|aTLV
62	31132 63532	10	   	272.34	DCR|3VULN|2DMG|2TLV|2CDMG|1AART	18CDMG|238VULN|4LWND|5AART|69TLV|78DMG|8BPWR|aRCR
63	21235 46313	8	 * 	272.09	DCR|4VULN|2DUR|2TLV|1CDMG|1NUKE	1479VULN|2NUKE|3BELT|59TLV|69DUR|8RCR|9BPWR|aCDMG
64	31122 15154	7	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	1CDMG|234aVULN|5ZMB|6DMG|78DUR|9RCR
65	14331 54335	4	   	271.95	DCR|4VULN|3DMG|1ASPD	17CGEN|2MBVNT|3579VULN|47aDMG|6RCR|7BPWR|8ASPD
66	31122 11245	10	   	271.80	DCR|5VULN|1DMG|1CDMG|1ASPD	1CDMG|2349aVULN|5ZMB|6DMG|7ASPD|8RCR
67	31126 12424	9	   	271.70	DCR|5VULN|2CDMG|1DUR	15CDMG|23458VULN|5BPWR|6ZMB|7LIT|9DUR|aRCR
68	22613 15223	2	   	271.66	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1257VULN|2BPWR|3CDMG|4AART|6RCR|8TLV|9DUR|aLIT
69	24613 15223	2	   	271.66	DCR|4VULN|1DUR|1TLV|1CDMG|1AART	1257VULN|3CDMG|4AART|6RCR|8TLV|9DUR|aLIT
70	31113 15223	3	   	271.66	DCR|4VULN|1DUR|1TLV|1CDMG|1AART	1CDMG|2357VULN|4AART|6RCR|8TLV|9DUR|aLIT
71	23333 64122	3	   	271.21	DCR|4VULN|3DUR|1ASPD	1579VULN|2LIT|367LWND|457DUR|57BPWR|8ASPD|aRCR
72	21342 12436	6	 * 	271.14	DCR|5VULN|3DUR|1NUKE	1678aVULN|2NUKE|3DMSP|478DUR|578ERES|78BPWR|9RCR
73	31126 14412	9	   	271.11	DCR|4VULN|2CDMG|1TLV|1DUR|1ASPD	15CDMG|2345VULN|5BPWR|6ZMB|7DUR|8TLV|9RCR|aASPD
74	45232 15223	8	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1DMG|2469VULN|3BELT|5DUR|7ASPD|8TLV|aRCR
75	45233 43123	4	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1DMG|2489VULN|3BELT|5TLV|6DUR|7ASPD|aRCR
76	22113 62346	2	   	271.10	DCR|4VULN|2DMG|1DUR|1AART	1267VULN|267BPWR|3LWND|47DMG|567ERES|8DUR|9RCR|aAART
77	22623 23261	2	   	271.01	DCR|4VULN|2CDMG|1TLV|1DUR|1ASPD	1246VULN|24BPWR|34CDMG|5MBVNT|7ASPD|8TLV|9RCR|aDUR
78	24623 23261	2	   	271.01	DCR|4VULN|2CDMG|1TLV|1DUR|1ASPD	1246VULN|34CDMG|4BPWR|5MBVNT|7ASPD|8TLV|9RCR|aDUR
79	31123 23261	3	   	271.01	DCR|4VULN|2CDMG|1TLV|1DUR|1ASPD	14CDMG|2346VULN|4BPWR|5MBVNT|7ASPD|8TLV|9RCR|aDUR
80	31123 27861	3	   	271.01	DCR|4VULN|2CDMG|1TLV|1DUR|1ASPD	14CDMG|2346VULN|4BPWR|5MBVNT|7TLV|8ASPD|9RCR|aDUR
81	42141 15231	2	   	270.51	DCR|2VULN|3DMG|3DUR|2LIT	139DMG|236DUR|39BPWR|49VULN|59LIT|7BELT|8RPLT|aRCR
82	24623 48333	2	   	270.06	DCR|4VULN|3CDMG|1DMG|1DUR	1247VULN|347CDMG|47BPWR|5MBVNT|67CGEN|8RCR|9DUR|aDMG
83	31123 48333	3	   	270.06	DCR|4VULN|3CDMG|1DMG|1DUR	147CDMG|2347VULN|47BPWR|5MBVNT|67CGEN|8RCR|9DUR|aDMG
84	31126 43621	9	   	269.96	DCR|4VULN|3CDMG|1DMG|1DUR	156CDMG|2345VULN|5BPWR|7ZMB|8RCR|9DUR|aDMG
85	24132 11161	1	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	159VULN|29DMG|3LWND|4AART|6RCR|7TLV|89ASPD|9BPWR|aRMIN
86	24132 11162	1	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	159VULN|29DMG|3LWND|4AART|6RCR|7TLV|89ASPD|9BPWR|aCGEN
87	24132 11166	1	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	159VULN|29DMG|3LWND|4AART|6RCR|7TLV|89ASPD|9BPWR|aRPLT
88	24332 11161	1	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	159VULN|29DMG|3LHND|4AART|6RCR|7TLV|89ASPD|9BPWR|aRMIN
89	24332 11162	1	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	159VULN|29DMG|3LHND|4AART|6RCR|7TLV|89ASPD|9BPWR|aCGEN
90	24332 11166	1	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	159VULN|29DMG|3LHND|4AART|6RCR|7TLV|89ASPD|9BPWR|aRPLT
91	43132 11161	1	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LWND|4AART|6RCR|7TLV|89ASPD|9BPWR|aRMIN
92	43132 11162	1	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LWND|4AART|6RCR|7TLV|89ASPD|9BPWR|aCGEN
93	43132 11166	1	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LWND|4AART|6RCR|7TLV|89ASPD|9BPWR|aRPLT
94	43332 11161	1	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LHND|4AART|6RCR|7TLV|89ASPD|9BPWR|aRMIN
95	43332 11162	1	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LHND|4AART|6RCR|7TLV|89ASPD|9BPWR|aCGEN
96	43332 11166	1	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LHND|4AART|6RCR|7TLV|89ASPD|9BPWR|aRPLT
97	45132 11161	2	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LWND|4AART|6RCR|7TLV|89ASPD|9BPWR|aRMIN
98	45132 11162	2	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LWND|4AART|6RCR|7TLV|89ASPD|9BPWR|aCGEN
99	45332 11161	2	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LHND|4AART|6RCR|7TLV|89ASPD|9BPWR|aRMIN
100	45332 11162	2	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LHND|4AART|6RCR|7TLV|89ASPD|9BPWR|aCGEN
101	24132 11163	1	   	269.77	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	159VULN|29DMG|3LWND|4AART|6RCR|7TLV|89ASPD|9BPWR|aDUST
102	24332 11163	1	   	269.77	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	159VULN|29DMG|3LHND|4AART|6RCR|7TLV|89ASPD|9BPWR|aDUST
103	43132 11163	1	   	269.77	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LWND|4AART|6RCR|7TLV|89ASPD|9BPWR|aDUST
104	43332 11163	1	   	269.77	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LHND|4AART|6RCR|7TLV|89ASPD|9BPWR|aDUST
105	45132 11163	2	   	269.77	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LWND|4AART|6RCR|7TLV|89ASPD|9BPWR|aDUST
106	45332 11163	2	   	269.77	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	19DMG|259VULN|3LHND|4AART|6RCR|7TLV|89ASPD|9BPWR|aDUST
107	42141 11631	2	   	268.77	DCR|2VULN|3DUR|2DMG|1ASPD|1AART	13DMG|236DUR|3BPWR|49VULN|5LIT|7AART|8RCR|aASPD
108	24232 23254	1	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	136aVULN|2DMG|4CDMG|5CGEN|7ASPD|8TLV|9RCR
109	31121 11254	7	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5CGEN|6DMG|7ASPD|8TLV|9RCR
110	31121 11414	9	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5CGEN|6DMG|7ASPD|8TLV|9RCR
111	31121 11454	8	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5CGEN|6DMG|7ASPD|8TLV|9RCR
112	31121 13254	6	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5CGEN|6DMG|7ASPD|8TLV|9RCR
113	31122 11254	7	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5ZMB|6DMG|7ASPD|8TLV|9RCR
114	31122 11454	8	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5ZMB|6DMG|7ASPD|8TLV|9RCR
115	31122 11463	10	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|2349VULN|5ZMB|6DMG|7ASPD|8TLV|aRCR
116	31122 13254	6	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5ZMB|6DMG|7ASPD|8TLV|9RCR
117	31125 11254	7	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5RMIN|6DMG|7ASPD|8TLV|9RCR
118	31125 11414	9	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5RMIN|6DMG|7ASPD|8TLV|9RCR
119	31125 11435	10	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|2349VULN|5RMIN|6DMG|7ASPD|8TLV|aRCR
120	31125 13254	6	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5RMIN|6DMG|7ASPD|8TLV|9RCR
121	43232 23254	1	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1DMG|236aVULN|4CDMG|5CGEN|7ASPD|8TLV|9RCR
122	23122 12361	7	   	268.43	DCR|3VULN|3DUR|1DMG|1ASPD	169VULN|2LIT|3RCVC|4ASPD|568DUR|6BPWR|7DMG|aRCR
123	31123 11254	7	   	268.41	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5ERES|6DMG|7ASPD|8TLV|9RCR
124	31123 11414	9	   	268.41	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5ERES|6DMG|7ASPD|8TLV|9RCR
125	31123 11454	8	   	268.41	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5ERES|6DMG|7ASPD|8TLV|9RCR
126	31123 13254	6	   	268.41	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|234aVULN|5ERES|6DMG|7ASPD|8TLV|9RCR
127	31126 31662	10	   	268.33	DCR|4VULN|1DMG|2CDMG|1ASPD|1AART	15CDMG|2345VULN|5BPWR|6LWND|7ASPD|8AART|9DMG|aRCR
128	31126 12434	8	   	268.24	DCR|5VULN|3CDMG|2LIT	159CDMG|23458VULN|59BPWR|69ZMB|79LIT|aRCR
129	31126 15134	7	   	268.24	DCR|5VULN|3CDMG|2LIT	159CDMG|23457VULN|59BPWR|69ZMB|89LIT|aRCR
130	22341 26133	4	 * 	268.15	DCR|3VULN|2DUR|2ASPD|1TLV|2LIT	129VULN|29BPWR|3ERES|49DUR|5aLIT|6TLV|7RCR|89ASPD
131	24341 26133	4	   	268.15	DCR|3VULN|2DUR|2ASPD|1TLV|2LIT	129VULN|3ERES|49DUR|5aLIT|6TLV|7RCR|89ASPD|9BPWR
132	31126 21441	5	   	268.14	DCR|5VULN|3CDMG|2LIT	159CDMG|23459VULN|59BPWR|6BBNT|79LIT|8RCR|aLWND
133	31126 21443	5	   	268.04	DCR|5VULN|3CDMG|2LIT	159CDMG|23459VULN|59BPWR|6BBNT|79LIT|8RCR|aERES
134	21132 11564	2	   	267.93	DCR|3VULN|3DMG|2TLV|1NUKE|1AART	159VULN|2NUKE|3LWND|4AART|6RCR|79TLV|89aDMG|9BPWR
135	21332 11564	2	   	267.93	DCR|3VULN|3DMG|2TLV|1NUKE|1AART	159VULN|2NUKE|3LHND|4AART|6RCR|79TLV|89aDMG|9BPWR
136	31123 23265	4	   	267.88	DCR|5VULN|1TLV|1CDMG|1ASPD	1CDMG|2346aVULN|5MBVNT|7ASPD|8TLV|9RCR
137	22324 36412	7	   	267.77	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	126VULN|26BPWR|3ERES|4LIT|56DMG|7ASPD|8RCR|9AART|aDUR
138	22324 36333	8	   	267.72	DCR|3VULN|3DMG|2ASPD	126VULN|26BPWR|3ERES|4LIT|569DMG|78ASPD|aRCR
139	24324 36333	8	   	267.72	DCR|3VULN|3DMG|2ASPD	126VULN|3ERES|4LIT|569DMG|6BPWR|78ASPD|aRCR
140	33532 42314	4	 * 	267.28	DCR|3VULN|3CDMG|3LIT|1DMG|1DUR	139CDMG|239LIT|39BPWR|4LEGI|5DUR|6RCR|7DMG|89aVULN
141	31126 11342	9	   	267.21	DCR|5VULN|1DMG|2CDMG	15CDMG|23458VULN|5BPWR|6ZMB|7RCVC|9DMG|aRCR
142	31126 15342	9	   	267.21	DCR|5VULN|1DMG|2CDMG	15CDMG|23457VULN|5BPWR|68ZMB|9DMG|aRCR
143	31135 42214	5	   	267.17	DCR|3VULN|2DMG|2CDMG|1DUR	19CDMG|239VULN|4LWND|5LIT|6RCR|79DMG|8MBVNT|9BPWR|aDUR
144	31135 42214	6	   	267.17	DCR|3VULN|2DMG|2CDMG|1DUR	19CDMG|239VULN|4LWND|5LIT|6RCR|79DMG|8MBVNT|9BPWR|aDUR
145	31135 42218	6	   	267.17	DCR|3VULN|2DMG|2CDMG|1TLV	19CDMG|239VULN|4LWND|5LIT|6RCR|79DMG|8MBVNT|9BPWR|aTLV
146	31135 42218	5	   	267.17	DCR|3VULN|2DMG|2CDMG|1TLV	19CDMG|239VULN|4LWND|5LIT|6RCR|79DMG|8MBVNT|9BPWR|aTLV
147	22613 11434	2	   	267.16	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	125aVULN|2BPWR|3CDMG|4AART|6RCR|7DUR|8DMG|9LWND
148	22613 11452	2	   	267.16	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	125aVULN|2BPWR|3CDMG|4AART|6RCR|7DUR|8DMG|9CGEN
149	22613 12662	2	   	267.16	DCR|4VULN|1DMG|1TLV|1CDMG|1AART	125aVULN|2BPWR|3CDMG|4AART|6RCR|7LHND|8TLV|9DMG
150	31113 11434	3	   	267.16	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|235aVULN|4AART|6RCR|7DUR|8DMG|9LWND
151	31113 11444	3	   	267.16	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|235aVULN|4AART|6RCR|7DUR|8DMG|9LHND
152	31113 11452	3	   	267.16	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|235aVULN|4AART|6RCR|7DUR|8DMG|9CGEN
153	31113 12662	3	   	267.16	DCR|4VULN|1DMG|1TLV|1CDMG|1AART	1CDMG|235aVULN|4AART|6RCR|7LHND|8TLV|9DMG
154	31121 32662	10	   	267.16	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|2347VULN|5CGEN|6DUR|8AART|9DMG|aRCR
155	31153 44233	2	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	1CDMG|246VULN|34DUR|4BPWR|5LWND|7aDMG|8FEWX|9RCR
156	32153 44233	1	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	1CDMG|246VULN|34DUR|4BPWR|5LWND|7aDMG|8FEWX|9RCR
157	22613 11415	2	   	267.06	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	125aVULN|2BPWR|3CDMG|4AART|6RCR|7DUR|8DMG|9TBNT
158	22613 11424	2	   	267.06	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	125aVULN|2BPWR|3CDMG|4AART|6RCR|7DUR|8DMG|9DUST
159	31113 11415	3	   	267.06	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|235aVULN|4AART|6RCR|7DUR|8DMG|9TBNT
160	31113 11424	3	   	267.06	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|235aVULN|4AART|6RCR|7DUR|8DMG|9DUST
161	31155 32352	2	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	1CDMG|248VULN|34DUR|4BPWR|5ZMB|6TBNT|79DMG|aRCR
162	32155 32352	1	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	1CDMG|248VULN|34DUR|4BPWR|5ZMB|6TBNT|79DMG|aRCR
163	31126 12552	10	   	266.98	DCR|4VULN|1DMG|2CDMG|1ASPD	15CDMG|2345VULN|5BPWR|6ZMB|7LIT|8DMG|9RCR|aASPD
164	31115 41513	6	   	266.84	DCR|4VULN|2DUR|2CDMG	19CDMG|239aVULN|4BEXP|5LIT|6RCR|7RMIN|89DUR|9BPWR
