0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32223 56512	9	 * 	277.71	DCR|5VULN|2TLV|1DUR|1CDMG	17LWND|2DUR|34578VULN|67TLV|7BPWR|9RCR|aCDMG
48	32223 26515	10	   	255.78	DCR|5VULN|1TLV|1DUR	17LWND|2DUR|34578VULN|67ERES|7BPWR|9RCR|aTLV
49	41111 21621	6	   	255.73	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2RPLT|3AART|4RMIN|5RCVC|69aVULN|7RCR|8aDMG|aBPWR
50	41111 23621	7	   	255.73	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2RPLT|3AART|4RMIN|5RCVC|69aVULN|7RCR|8aDMG|aBPWR
51	41111 42621	4	   	255.73	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2RPLT|3AART|4RMIN|5RCVC|6RCR|79aVULN|8aDMG|aBPWR
52	41111 42621	5	   	255.73	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2RPLT|3AART|4RMIN|5RCVC|6RCR|79aVULN|8aDMG|aBPWR
53	41111 52621	6	   	255.73	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2RPLT|3AART|4RMIN|5RCVC|6RCR|79aVULN|8aDMG|aBPWR
54	41163 33136	8	   	255.73	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2RPLT|3AART|46DMG|59aVULN|7RCR|8aLWND|aBPWR
55	41163 33136	9	   	255.73	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2RPLT|3AART|46DMG|59aVULN|7RCR|8aLWND|aBPWR
56	32223 52515	10	   	255.68	DCR|5VULN|1TLV|1DUR	1LWND|2DUR|34578VULN|6TLV|9RCR|aERES
57	32223 52516	9	   	255.68	DCR|5VULN|1TLV|1DUR	1LWND|2DUR|34578VULN|6TLV|9RCR|aDUST
58	13653 43331	1	   	255.18	DCR|4VULN|2TLV|1DUR|1AART	1ERES|2369VULN|46TLV|5AART|6BPWR|7DUR|8RCR|aLHND
59	13653 43332	1	   	255.18	DCR|4VULN|2TLV|1DUR|1AART	1ERES|2369VULN|46TLV|5AART|6BPWR|7DUR|8RCR|aDMSP
60	13653 43333	1	   	255.18	DCR|4VULN|2TLV|1DUR|1AART	1ERES|2369VULN|46TLV|5AART|6BPWR|7DUR|8RCR|aZMB
61	43313 34134	8	 * 	254.18	DCR|3VULN|2DMG|3TLV|1NUKE	18aTLV|2LIT|3NUKE|4RCVC|56aVULN|7RCR|9aDMG|aBPWR
62	42233 55312	1	   	254.01	DCR|3VULN|2TLV|2DUR|2LIT	19TLV|25DUR|3BELT|4TBNT|679VULN|89LIT|9BPWR|aRCR
63	46142 84142	10	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2DUR|3MBVNT|4RMIN|57DMG|6RCR|89aVULN
64	53153 43321	1	   	253.92	DCR|2VULN|2TLV|2DUR|2ASPD|1CDMG|1AART	13ASPD|26VULN|46TLV|5AART|6BPWR|7aDUR|8RCR|9CDMG
65	11331 54335	1	   	253.76	DCR|3VULN|3DUR|1TLV|1AART	1ERES|2AART|379VULN|4TLV|56aDUR|8RCR
66	41163 33532	10	 * 	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1TLV|2RPLT|3AART|46DMG|59VULN|7RCR|8aDUR
67	43121 62332	2	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1TLV|2LIT|39aVULN|4DMG|5CGEN|6ASPD|7RCR|8DUR
68	54125 32332	3	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2TLV|3CGEN|4LIT|5DMG|69aVULN|7RCR|8DUR
69	54152 12312	9	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2TLV|3CGEN|4DUR|58aVULN|6LIT|7RCR|9DMG
70	41366 23323	8	   	252.99	DCR|2VULN|2DMG|2TLV|1CDMG|1AART	17TLV|2RPLT|3ASPD|4RCVC|57DMG|67VULN|7BPWR|8AART|9CDMG|aRCR
71	43124 52332	2	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	19TLV|2LIT|35aVULN|4DMG|6BEXP|7RCR|8DUR
72	46114 11831	9	   	252.70	DCR|3VULN|3TLV|2DUR|1CDMG	158TLV|28DUR|3MBVNT|4DMSP|6RCR|789VULN|8BPWR|aCDMG
73	46114 11841	8	   	252.70	DCR|3VULN|3TLV|2DUR|1CDMG	158TLV|28DUR|3MBVNT|4DMSP|6RCR|789VULN|8BPWR|aCDMG
74	46134 84434	5	   	252.60	DCR|3VULN|2TLV|2DUR|1CDMG	15TLV|24DUR|3MBVNT|6CDMG|789VULN|aRCR
75	42134 21854	10	   	252.48	DCR|3VULN|3DUR|3TLV	18aTLV|2aFEWX|3MBVNT|468DUR|58aVULN|7RCVC|8aBPWR|9RCR
76	42134 26254	10	   	252.38	DCR|3VULN|3DUR|2TLV	1aTLV|2aFEWX|3MBVNT|467DUR|58aVULN|9RCR|aBPWR
77	42134 27221	10	   	252.38	DCR|3VULN|3DUR|2TLV	17TLV|2FEWX|3MBVNT|467DUR|578VULN|7BPWR|9RMIN|aRCR
78	42134 27251	10	   	252.38	DCR|3VULN|3DUR|2TLV	17TLV|2FEWX|3MBVNT|467DUR|578VULN|7BPWR|9RCR|aBEXP
79	42134 27253	10	   	252.38	DCR|3VULN|3DUR|2TLV	17TLV|2FEWX|3MBVNT|467DUR|578VULN|7BPWR|9RCR|aLHND
80	42134 27261	10	   	252.38	DCR|3VULN|3DUR|2TLV	17TLV|2FEWX|3MBVNT|467DUR|578VULN|7BPWR|9CGEN|aRCR
81	46114 11832	8	   	252.28	DCR|3VULN|3DUR|3TLV	158TLV|289DUR|3MBVNT|4DMSP|6RCR|78aVULN|8BPWR
82	46134 11824	9	   	252.28	DCR|3VULN|3DUR|3TLV	158TLV|248DUR|3MBVNT|6RCR|789VULN|8BPWR|aBEXP
83	46134 11824	10	   	252.28	DCR|3VULN|3DUR|3TLV	158TLV|248DUR|3MBVNT|6RCR|789VULN|8BPWR|aFEWX
84	46134 11832	9	   	252.28	DCR|3VULN|3DUR|3TLV	158TLV|248DUR|3MBVNT|6RCR|78aVULN|8BPWR|9DMSP
85	46134 11833	10	   	252.28	DCR|3VULN|3DUR|3TLV	158TLV|248DUR|3MBVNT|6RCR|78aVULN|8BPWR|9DMSP
86	46134 11841	10	   	252.28	DCR|3VULN|3DUR|3TLV	158TLV|248DUR|3MBVNT|6RCR|78aVULN|8BPWR|9CGEN
87	42134 27252	9	   	252.28	DCR|3VULN|3DUR|2TLV	17TLV|2FEWX|3MBVNT|467DUR|578VULN|7BPWR|9RCR|aTBNT
88	42134 27253	9	   	252.28	DCR|3VULN|3DUR|3TLV	17aTLV|2FEWX|3MBVNT|467DUR|578VULN|7BPWR|9RCR
89	46134 11822	10	   	252.18	DCR|3VULN|3DUR|3TLV	158TLV|248DUR|3MBVNT|6RCR|789VULN|8BPWR|aLEGI
90	46134 11823	9	   	252.18	DCR|3VULN|3DUR|3TLV	158TLV|248DUR|3MBVNT|6RCR|789VULN|8BPWR|aERES
91	43124 22334	2	   	252.14	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|2LIT|35VULN|4aDMG|68DUR|7RCR|9DUST
92	46117 11132	8	   	251.92	DCR|4VULN|2DUR|1TLV	1TLV|25DUR|3MBVNT|4DMSP|6RCR|789aVULN
93	46117 11132	7	   	251.92	DCR|4VULN|2DUR|1TLV	1TLV|25DUR|3MBVNT|4DMSP|6RCR|789aVULN
94	46117 14132	6	   	251.92	DCR|4VULN|2DUR|1TLV	1TLV|25DUR|3MBVNT|4DMSP|6RCR|789aVULN
95	46134 11374	9	 * 	251.91	DCR|2VULN|2DMG|2TLV|2DUR	15TLV|24DUR|3MBVNT|6RCR|79VULN|8aDMG
96	43124 22621	2	   	251.31	DCR|3VULN|1TLV|1DMG|1DUR|2LIT	1TLV|2aLIT|359VULN|4DMG|6DUR|7RCR|8CGEN
97	43124 22521	2	   	251.21	DCR|3VULN|1TLV|1DMG|1DUR|2LIT	1TLV|2aLIT|359VULN|4DMG|6DUR|7RCR|8ERES
98	32223 52212	10	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2DUR|3457VULN|6TLV|8CDMG|9LHND|aRCR
99	32223 52222	10	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2DUR|3457VULN|6TLV|8CDMG|9BEXP|aRCR
100	32223 52432	10	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2DUR|3457VULN|6TLV|8BEXP|9CDMG|aRCR
101	43523 33133	6	   	251.05	DCR|2VULN|3DUR|2TLV|2LIT	17TLV|24LIT|347DUR|47BPWR|5RMIN|67VULN|8RCR|9MLV|aASPD
102	51422 43322	1	 * 	250.43	DCR|2VULN|2DMG|1TLV|3ASPD|1CDMG	145ASPD|2DMSP|35DMG|5BPWR|6aVULN|7CDMG|8TLV|9RCR
103	53153 43331	1	   	250.38	DCR|3VULN|2TLV|2ASPD|1DUR|1AART	13ASPD|269VULN|46TLV|5AART|6BPWR|7DUR|8RCR|aLHND
104	53153 43332	1	   	250.38	DCR|3VULN|2TLV|2ASPD|1DUR|1AART	13ASPD|269VULN|46TLV|5AART|6BPWR|7DUR|8RCR|aDMSP
105	53153 43333	1	   	250.38	DCR|3VULN|2TLV|2ASPD|1DUR|1AART	13ASPD|269VULN|46TLV|5AART|6BPWR|7DUR|8RCR|aZMB
106	53155 22313	10	   	250.17	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1ASPD|2LIT|3AART|4CDMG|568VULN|7RCR|9DUR|aDMG
107	32224 42153	8	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|2DUR|34aVULN|5RPLT|6CDMG|7TLV|8DMG|9RCR
108	12623 51151	1	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ERES|2DUR|368VULN|4RPLT|5CDMG|7DMG|9RCR|aTLV
109	16313 51151	4	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ERES|2DUR|3RPLT|468VULN|5CDMG|7DMG|9RCR|aTLV
110	51252 31315	3	   	249.73	DCR|2VULN|3DMG|2DUR|2ASPD	1aASPD|2RPLT|39DUR|45aDMG|6RCR|7aVULN|8RMIN|aBPWR
111	32228 48152	2	 * 	249.70	DCR|4VULN|2DUR|3ASPD	178LWND|29DUR|3MBVNT|489aVULN|589ASPD|6RCR|89BPWR
112	32223 42653	5	 * 	249.64	DCR|5VULN|1DMG|1DUR	1LWND|2DUR|34569VULN|7DMSP|8RCR|aDMG
113	11331 54324	1	   	249.56	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1ERES|2AART|37VULN|4TLV|56DUR|8RCR|9CDMG|aDMG
114	53353 23216	1	   	248.94	DCR|3VULN|2DUR|1TLV|1AART	1ASPD|238VULN|4TLV|5AART|6CGEN|79DUR|aRCR
115	11331 54334	1	   	248.84	DCR|3VULN|2DUR|1TLV|1AART	1ERES|2AART|379VULN|4TLV|56DUR|8RCR|aASPD
116	11332 43413	1	   	248.71	DCR|3VULN|3TLV|2DUR|1AART	1aERES|2AART|36aVULN|456TLV|6aBPWR|7RCR|8RPLT|9aDUR
117	15332 43413	2	   	248.71	DCR|3VULN|3TLV|2DUR|1AART	1aERES|2AART|36aVULN|456TLV|6aBPWR|7RCR|8RPLT|9aDUR
118	43124 22363	2	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1TLV|2LIT|35VULN|4DMG|68DUR|7RCR|9ZMB|aCDMG
119	43124 22633	2	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1TLV|2LIT|35VULN|4DMG|69DUR|7RCR|8CGEN|aCDMG
120	51213 61151	4	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1ASPD|2RPLT|36DUR|48VULN|5CDMG|7DMG|9RCR|aTLV
121	43124 22336	2	   	248.20	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1TLV|2LIT|35VULN|4DMG|68DUR|7RCR|9DUST|aCDMG
122	46142 21241	7	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	19TLV|29DUR|3MBVNT|4RMIN|5DMG|6CGEN|7RCR|89VULN|9BPWR|aCDMG
123	46142 21341	8	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	19TLV|29DUR|3MBVNT|4RMIN|5DMG|6CGEN|7RCR|89VULN|9BPWR|aCDMG
124	46142 83241	7	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	19TLV|29DUR|3MBVNT|4RMIN|5DMG|6RCR|7CGEN|89VULN|9BPWR|aCDMG
125	46142 83341	8	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	19TLV|29DUR|3MBVNT|4RMIN|5DMG|6RCR|7CGEN|89VULN|9BPWR|aCDMG
126	46142 84241	6	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	19TLV|29DUR|3MBVNT|4RMIN|5DMG|6RCR|7ERES|89VULN|9BPWR|aCDMG
127	46143 27311	9	   	248.07	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG|1NUKE	17TLV|27DUR|3MBVNT|4RMIN|57VULN|6NUKE|7BPWR|8DMG|9RCR|aCDMG
128	13653 43322	1	   	247.78	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	1ERES|236VULN|46TLV|5AART|6BPWR|7DUR|8RCR|9CDMG|aRPLT
129	13653 43323	1	   	247.78	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	1ERES|236VULN|46TLV|5AART|6BPWR|7DUR|8RCR|9CDMG|aZMB
