0	Index      	Bounty	 *	Score 	Summary	Detail	
1	25623 11132	6	 * 	291.98	DCR|4VULN|3DMG|2DUR	1358VULN|25aDMG|4RPLT|58BPWR|68DUR|78ZMB|9RCR
15	26141 33331	5	   	283.16	DCR|3VULN|3DUR|2DMG|1TLV	14aVULN|234DUR|4aBPWR|5aCGEN|6FEWX|7TLV|8RCR|9aDMG
16	26141 43331	5	   	283.16	DCR|3VULN|3DUR|2DMG|1TLV	14aVULN|234DUR|4aBPWR|5aCGEN|6BEXP|7TLV|8RCR|9aDMG
17	26142 36231	9	   	283.16	DCR|3VULN|3DUR|2DMG|1TLV	14aVULN|234DUR|4aBPWR|5aBEXP|6MLV|7TLV|8aDMG|9RCR
18	26142 36331	7	   	283.16	DCR|3VULN|3DUR|2DMG|1TLV	14aVULN|234DUR|4aBPWR|5aBEXP|6MLV|7TLV|8RCR|9aDMG
19	26143 36231	9	   	282.96	DCR|3VULN|3DUR|2DMG|1TLV	14aVULN|234DUR|4aBPWR|5aDUST|6MLV|7TLV|8aDMG|9RCR
20	26143 36331	7	   	282.96	DCR|3VULN|3DUR|2DMG|1TLV	14aVULN|234DUR|4aBPWR|5aDUST|6MLV|7TLV|8RCR|9aDMG
21	26143 53331	6	   	282.96	DCR|3VULN|3DUR|2DMG|1TLV	14aVULN|234DUR|4aBPWR|5aDUST|6CGEN|7TLV|8RCR|9aDMG
22	26243 43313	8	   	282.57	DCR|5VULN|2DUR|1CDMG|1ASPD	13479VULN|24DUR|4BPWR|5ERES|6ASPD|8CDMG|aRCR
23	26242 53232	10	   	281.70	DCR|4VULN|3DUR|1TLV|1CDMG	1347VULN|245DUR|47BPWR|67CGEN|8CDMG|9RCR|aTLV
24	26136 31162	5	   	280.66	DCR|3VULN|3DUR|2DMG|1CDMG	189VULN|238DUR|4LHND|59DMG|6RCR|789CGEN|89BPWR|aCDMG
25	26242 43222	5	   	278.92	DCR|3VULN|3DUR|1DMG|1TLV|1CDMG	134VULN|245DUR|4BPWR|6CDMG|7TLV|8TBNT|9DMG|aRCR
26	25612 21513	3	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	13589VULN|2DMG|4CGEN|6DUR|7CDMG|aRCR
27	25612 21513	4	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	13589VULN|2DMG|4CGEN|6DUR|7CDMG|aRCR
28	25612 63313	8	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	13679VULN|2DMG|4CGEN|5DUR|8CDMG|aRCR
29	22144 22522	9	   	276.57	DCR|3VULN|3DUR|2DMG|1AART	179VULN|246FEWX|349DUR|49BPWR|5AART|89DMG|aRCR
30	22144 24222	9	   	276.57	DCR|3VULN|3DUR|2DMG|1AART	189VULN|246FEWX|349DUR|49BPWR|5AART|79DMG|aRCR
31	25623 11133	6	   	276.32	DCR|4VULN|2DMG|2DUR	1358VULN|25DMG|4RPLT|58BPWR|68DUR|78ZMB|9RCR|aBELT
32	25623 11136	6	   	276.32	DCR|4VULN|2DMG|2DUR	1358VULN|25DMG|4RPLT|58BPWR|68DUR|78ZMB|9RCR|aCGEN
33	23342 66232	10	   	276.32	DCR|4VULN|2DMG|2DUR	147aVULN|234BEXP|4aBPWR|5FEWX|6aDUR|8aDMG|9RCR
34	26243 43323	9	   	276.25	DCR|4VULN|3DUR|1CDMG|1ASPD	1347VULN|249DUR|4BPWR|5ERES|6ASPD|8CDMG|aRCR
35	25623 11112	6	   	276.22	DCR|4VULN|2DMG|2DUR	1358VULN|25DMG|4RPLT|58BPWR|68DUR|78ZMB|9BBNT|aRCR
36	25623 11131	6	   	276.22	DCR|4VULN|2DMG|2DUR	1358VULN|25DMG|4RPLT|58BPWR|68DUR|78ZMB|9RCR|aDUST
37	52243 16232	10	   	276.22	DCR|4VULN|2DMG|2DUR	1aDUR|246FEWX|347aVULN|4aBPWR|5LEGI|8aDMG|9RCR
38	25135 33152	3	 * 	275.87	DCR|3VULN|3DMG|2ASPD|1TLV	18aVULN|289DMG|3LHND|4RMIN|5TLV|6RCR|78ASPD|8BPWR
39	25135 33152	2	   	275.87	DCR|3VULN|3DMG|2ASPD|1TLV	18aVULN|289DMG|3RMIN|4LHND|5TLV|6RCR|78ASPD|8BPWR
40	25623 16212	10	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	1357VULN|25DMG|4RPLT|5BPWR|6DUR|8CDMG|9CGEN|aRCR
41	25623 25132	8	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	135aVULN|25DMG|4RPLT|5BPWR|6LWND|7CDMG|8DUR|9RCR
42	26243 11324	9	   	274.44	DCR|4VULN|2DUR|1DMG|1TLV|1SELL	134aVULN|24DUR|4BPWR|5ERES|6TLV|7SELL|8RCR|9DMG
43	26243 11324	8	   	274.44	DCR|4VULN|2DUR|1DMG|1TLV|1SELL	134aVULN|24DUR|4BPWR|5ERES|6TLV|7SELL|8RCR|9DMG
44	26243 11513	7	   	273.92	DCR|5VULN|2DUR|1TLV|1SELL	13489VULN|24DUR|4BPWR|5ERES|6TLV|7SELL|aRCR
45	26246 11321	8	 * 	273.20	DCR|3VULN|2DMG|2DUR|2TLV|1SELL	134VULN|24DUR|4BPWR|59DMG|6aTLV|7SELL|8RCR
46	26246 31232	10	   	271.96	DCR|4VULN|3DUR|1DMG	134aVULN|248DUR|4aBPWR|5DMG|6aFEWX|7aLWND|9RCR
47	26241 34133	6	 * 	271.86	DCR|4VULN|3DUR|2CDMG	1348VULN|248DUR|48BPWR|5LWND|69FEWX|78CDMG|aRCR
48	26246 32232	10	   	271.76	DCR|4VULN|3DUR|1DMG	134aVULN|248DUR|4aBPWR|5DMG|6aFEWX|7aDUST|9RCR
49	26241 11513	4	   	271.66	DCR|5VULN|2DUR|1CDMG	13489VULN|24DUR|4BPWR|5CGEN|6RMIN|7CDMG|aRCR
50	26241 31513	5	   	271.66	DCR|5VULN|2DUR|1CDMG	13489VULN|24DUR|4BPWR|5LWND|6RCVC|7CDMG|aRCR
51	26242 11513	4	   	271.56	DCR|5VULN|2DUR|1CDMG	13489VULN|24DUR|4BPWR|5ERES|6RMIN|7CDMG|aRCR
52	26243 11513	5	   	271.56	DCR|5VULN|2DUR|1CDMG	13489VULN|24DUR|4BPWR|5ERES|6RMIN|7CDMG|aRCR
53	26243 21513	6	   	271.56	DCR|5VULN|2DUR|1CDMG	13489VULN|24DUR|4BPWR|5ERES|6CGEN|7CDMG|aRCR
54	26243 31513	4	   	271.56	DCR|5VULN|2DUR|1CDMG	13489VULN|24DUR|4BPWR|5DUST|6RCVC|7CDMG|aRCR
55	26242 23153	8	   	271.52	DCR|4VULN|3DUR|1DMG|1SELL	1347VULN|245DUR|47BPWR|6RMIN|8DMG|9SELL|aRCR
56	25524 23232	2	   	269.75	DCR|4VULN|2DMG|1TLV	159aVULN|26DMG|3LIT|4FEWX|7TLV|8RCR
57	26246 11322	8	   	269.49	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	134VULN|24DUR|4BPWR|59DMG|6TLV|7SELL|8RCR|aLHND
58	26246 11323	8	   	269.49	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	134VULN|24DUR|4BPWR|59DMG|6TLV|7SELL|8RCR|aCGEN
59	26246 21321	8	   	269.49	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	134VULN|24DUR|4BPWR|59DMG|6CGEN|7SELL|8RCR|aTLV
60	33325 16231	9	   	269.44	DCR|3VULN|3DMG|2DUR	189MLV|258DMG|3ZMB|4RPLT|69DUR|789VULN|89BPWR|aRCR
61	25625 11132	6	   	269.24	DCR|3VULN|3DMG|2DUR	138VULN|25aDMG|4RPLT|68DUR|78ZMB|8BPWR|9RCR
62	23431 12232	1	   	268.41	DCR|4VULN|1DMG|1TLV|1DUR	139aVULN|2RCVC|4TLV|5DMG|6LIT|7DUR|8RCR
63	26241 12613	9	   	268.37	DCR|4VULN|2DUR|1TLV|1CDMG	134aVULN|24DUR|4BPWR|5LWND|6TLV|7RMIN|8CDMG|9RCR
64	26241 13613	9	   	268.37	DCR|4VULN|2DUR|1TLV|1CDMG	134aVULN|24DUR|4BPWR|5LWND|6TLV|7CGEN|8CDMG|9RCR
65	26243 12613	9	   	268.27	DCR|4VULN|2DUR|1TLV|1CDMG	134aVULN|24DUR|4BPWR|5ERES|6TLV|7LWND|8CDMG|9RCR
66	26236 31122	5	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	138VULN|28DUR|4LHND|5aDMG|6RCR|78CGEN|8BPWR|9CDMG
67	26236 36122	5	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	138VULN|28DUR|4LHND|5aDMG|6RCR|78MLV|8BPWR|9CDMG
68	25623 15112	10	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	135VULN|25DMG|4RPLT|5BPWR|68DUR|7CDMG|9CGEN|aRCR
69	25623 15222	10	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	135VULN|25DMG|4RPLT|5BPWR|69DUR|7CDMG|8MLV|aRCR
70	26136 31111	5	   	267.01	DCR|3VULN|3DUR|2DMG	18aVULN|238DUR|4LHND|5aDMG|6RCR|78aCGEN|8aBPWR|9BELT
71	26136 31161	5	   	267.01	DCR|3VULN|3DUR|2DMG	189VULN|238DUR|4LHND|59DMG|6RCR|789CGEN|89BPWR|aZMB
72	26136 31163	5	   	267.01	DCR|3VULN|3DUR|2DMG	189VULN|238DUR|4aLHND|59DMG|6RCR|789CGEN|89BPWR
73	26136 36111	5	   	267.01	DCR|3VULN|3DUR|2DMG	18aVULN|238DUR|4LHND|5aDMG|6RCR|78aMLV|8aBPWR|9BELT
74	23342 61232	10	   	266.91	DCR|3VULN|3DUR|2DMG	14aVULN|234BEXP|4aBPWR|5FEWX|67aDUR|8aDMG|9RCR
75	21144 26232	10	   	266.91	DCR|3VULN|3DUR|2DMG	17aVULN|24LHND|345DUR|4aBPWR|6aFEWX|8aDMG|9RCR
76	21146 21243	8	   	266.91	DCR|3VULN|3DUR|2DMG	178VULN|24LHND|348DUR|48BPWR|58DMG|6RPLT|9BEXP|aRCR
77	26142 21232	10	   	266.91	DCR|3VULN|3DUR|2DMG	14aVULN|234DUR|4aBPWR|5BEXP|6aFEWX|7RCVC|8aDMG|9RCR
78	26142 24232	10	   	266.91	DCR|3VULN|3DUR|2DMG	14aVULN|234DUR|4aBPWR|5BEXP|68aFEWX|7aDMG|9RCR
79	26142 36331	6	   	266.91	DCR|3VULN|3DUR|2DMG	14aVULN|234DUR|4aBPWR|5aBEXP|6MLV|7CGEN|8RCR|9aDMG
80	26146 21232	10	   	266.91	DCR|3VULN|3DUR|2DMG	14aVULN|234DUR|4aBPWR|5LHND|6aFEWX|7RCVC|8aDMG|9RCR
81	26143 24232	10	   	266.81	DCR|3VULN|3DUR|2DMG	14aVULN|234DUR|4aBPWR|5DUST|68aFEWX|7aDMG|9RCR
82	22143 16232	10	   	266.81	DCR|3VULN|3DUR|2DMG	17aVULN|246FEWX|34aDUR|4aBPWR|5LEGI|8aDMG|9RCR
83	23143 56232	10	   	266.81	DCR|3VULN|3DUR|2DMG	17aVULN|246BEXP|34aDUR|4aBPWR|5LEGI|8aDMG|9RCR
84	26134 26232	10	   	266.81	DCR|3VULN|3DUR|2DMG	17aVULN|235DUR|4LHND|6aFEWX|8aDMG|9RCR|aBPWR
85	26141 26331	4	   	266.81	DCR|3VULN|3DUR|2DMG	14aVULN|234DUR|4aBPWR|5aMLV|6DUST|7CGEN|8RCR|9aDMG
86	26143 21232	10	   	266.81	DCR|3VULN|3DUR|2DMG	14aVULN|234DUR|4aBPWR|5DUST|6aFEWX|7RCVC|8aDMG|9RCR
87	26143 61232	10	   	266.81	DCR|3VULN|3DUR|2DMG	14aVULN|234DUR|4aBPWR|5DUST|6aBEXP|7RCVC|8aDMG|9RCR
88	26152 26232	10	   	266.81	DCR|3VULN|3DUR|2DMG	17aVULN|234DUR|5BEXP|6aFEWX|8aDMG|9RCR|aBPWR
89	26252 35232	10	   	266.81	DCR|3VULN|3DUR|2DMG	13aVULN|245DUR|6LWND|7aLHND|8aDMG|9RCR|aBPWR
90	15523 61322	10	   	266.71	DCR|3VULN|3DUR|2DMG	189DUST|2aDMG|39aDUR|4RPLT|5RCVC|6RCR|79aVULN|9aBPWR
91	26153 26232	10	   	266.71	DCR|3VULN|3DUR|2DMG	17aVULN|234DUR|5DUST|6aFEWX|8aDMG|9RCR|aBPWR
92	26221 32435	8	   	266.71	DCR|3VULN|3DUR|2DMG	139VULN|259DUR|4ERES|6FEWX|7RMIN|89DMG|9BPWR|aRCR
93	26232 34251	5	   	266.71	DCR|3VULN|3DUR|2DMG	13aVULN|29aDUR|4LHND|5ZMB|6RCR|7BBNT|8aDMG|aBPWR
94	26232 36361	5	   	266.71	DCR|3VULN|3DUR|2DMG	13aVULN|27aDUR|4LHND|5ZMB|6RCR|8BBNT|9aDMG|aBPWR
95	26142 41232	10	   	266.71	DCR|3VULN|3DUR|2DMG	14aVULN|234DUR|4aBPWR|5BEXP|6aDUST|7RCVC|8aDMG|9RCR
96	26143 36331	6	   	266.71	DCR|3VULN|3DUR|2DMG	14aVULN|234DUR|4aBPWR|5aDUST|6MLV|7CGEN|8RCR|9aDMG
97	21146 21121	9	   	266.67	DCR|3VULN|3DUR|2DMG|1SELL	179VULN|24LHND|349DUR|49BPWR|59DMG|6RPLT|8SELL|aRCR
98	21146 21221	8	   	266.67	DCR|3VULN|3DUR|2DMG|1SELL	178VULN|24LHND|348DUR|48BPWR|58DMG|6RPLT|9SELL|aRCR
99	16342 36232	10	   	266.61	DCR|3VULN|3DUR|2DMG	134DUST|24aDUR|4aBPWR|5FEWX|67aVULN|8aDMG|9RCR
100	26242 33236	7	   	266.51	DCR|4VULN|3DUR|2LIT|1SELL	134aVULN|245DUR|4aBPWR|6aLWND|7SELL|8aLIT|9RCR
101	26241 12612	9	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	134VULN|24DUR|4BPWR|5LWND|6TLV|7RMIN|8CDMG|9RCR|aDMG
102	26241 13612	9	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	134VULN|24DUR|4BPWR|5LWND|6TLV|7CGEN|8CDMG|9RCR|aDMG
103	26243 12612	9	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	134VULN|24DUR|4BPWR|5ERES|6TLV|7LWND|8CDMG|9RCR|aDMG
104	26241 16313	8	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	134VULN|24DUR|4BPWR|5LWND|6TLV|7DMG|8CDMG|9BBNT|aRCR
105	26246 12313	8	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	134VULN|24DUR|4BPWR|5DMG|6TLV|7LWND|8CDMG|9BBNT|aRCR
106	26246 11113	6	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	134VULN|24DUR|4BPWR|5DMG|6TLV|7CDMG|8DUST|9BBNT|aRCR
107	26141 41331	9	   	265.57	DCR|3VULN|3DUR|1DMG|1TLV	14aVULN|234DUR|4aBPWR|5aCGEN|6DMG|7TLV|8aLHND|9RCR
108	26246 11312	10	   	265.55	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1SELL	134VULN|24DUR|4BPWR|5DMG|6TLV|7SELL|8RCR|9RMIN|aCDMG
109	21141 64123	8	   	265.55	DCR|4VULN|3DUR|1CDMG	1679VULN|247LHND|347DUR|47BPWR|5RCVC|8CDMG|aRCR
110	21143 64123	8	   	265.55	DCR|4VULN|3DUR|1CDMG	1679VULN|247LHND|347DUR|47BPWR|5DMSP|8CDMG|aRCR
111	26243 11323	10	   	265.45	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1SELL	134VULN|24DUR|4BPWR|5ERES|6TLV|7SELL|8RCR|9DMG|aCDMG
112	26242 53223	9	   	265.45	DCR|4VULN|3DUR|1CDMG	1347VULN|245DUR|47BPWR|67CGEN|8CDMG|9RMIN|aRCR
113	26242 53231	9	   	265.45	DCR|4VULN|3DUR|1CDMG	1347VULN|245DUR|47BPWR|67CGEN|8CDMG|9RCR|aRCVC
114	26242 53233	10	   	265.45	DCR|4VULN|3DUR|1CDMG	1347VULN|245DUR|47BPWR|67CGEN|8CDMG|9RCR|aRCVC
115	21124 64123	8	   	265.45	DCR|4VULN|3DUR|1CDMG	1679VULN|27LHND|357DUR|4RCVC|7BPWR|8CDMG|aRCR
116	26131 64123	8	   	265.45	DCR|4VULN|3DUR|1CDMG	1679VULN|237DUR|47LHND|5RCVC|7BPWR|8CDMG|aRCR
117	26133 64123	8	   	265.45	DCR|4VULN|3DUR|1CDMG	1679VULN|237DUR|47LHND|5DMSP|7BPWR|8CDMG|aRCR
118	26241 13135	8	   	265.37	DCR|3VULN|3DUR|1DMG|1TLV	134VULN|248DUR|4BPWR|5LWND|6TLV|7CGEN|9DMG|aRCR
119	26144 31123	8	   	265.35	DCR|4VULN|3DUR|1CDMG	1479VULN|234DUR|4BPWR|5RCVC|6LWND|8CDMG|aRCR
120	26146 11323	5	   	265.35	DCR|4VULN|3DUR|1CDMG	1489VULN|234DUR|4BPWR|57LHND|6CDMG|aRCR
121	26242 31123	9	   	265.35	DCR|4VULN|3DUR|1CDMG	1347VULN|245DUR|4BPWR|6LWND|8CDMG|9RCVC|aRCR
122	26242 31135	9	   	265.35	DCR|4VULN|3DUR|1CDMG	1347VULN|245DUR|4BPWR|6LWND|8CDMG|9BELT|aRCR
123	26242 31143	9	   	265.35	DCR|4VULN|3DUR|1CDMG	1347VULN|245DUR|4BPWR|6LWND|8CDMG|9LHND|aRCR
124	26242 41123	9	   	265.35	DCR|4VULN|3DUR|1CDMG	1347VULN|245DUR|4BPWR|6BEXP|8CDMG|9RCVC|aRCR
125	26242 53231	10	   	265.35	DCR|4VULN|3DUR|1CDMG	1347VULN|245DUR|47BPWR|67CGEN|8CDMG|9RCR|aDUST
126	26252 53233	9	   	265.35	DCR|4VULN|3DUR|1CDMG	137aVULN|245DUR|67CGEN|7BPWR|8CDMG|9RCR
127	26242 22123	8	   	265.25	DCR|4VULN|3DUR|1CDMG	1349VULN|245DUR|4BPWR|6RMIN|7ERES|8CDMG|aRCR
128	26242 22163	9	   	265.25	DCR|4VULN|3DUR|1CDMG	1349VULN|245DUR|4BPWR|6RMIN|7ERES|8CDMG|aRCR
129	26242 23263	8	   	265.25	DCR|4VULN|3DUR|1CDMG	1347VULN|245DUR|47BPWR|6RMIN|8CDMG|9ERES|aRCR
130	26242 31142	8	   	265.25	DCR|4VULN|3DUR|1CDMG	1347VULN|245DUR|4BPWR|6LWND|8CDMG|9BBNT|aRCR
131	26242 52123	8	   	265.25	DCR|4VULN|3DUR|1CDMG	1349VULN|245DUR|4BPWR|6CGEN|7ERES|8CDMG|aRCR
132	26243 31223	4	   	265.25	DCR|4VULN|3DUR|1CDMG	1349VULN|248DUR|4BPWR|5DUST|6RCVC|7CDMG|aRCR
133	26252 31123	8	   	265.25	DCR|4VULN|3DUR|1CDMG	1379VULN|245DUR|6LWND|8CDMG|aRCR
134	26252 31163	9	   	265.25	DCR|4VULN|3DUR|1CDMG	1379VULN|245DUR|6LWND|8CDMG|aRCR
135	26252 41123	8	   	265.25	DCR|4VULN|3DUR|1CDMG	1379VULN|245DUR|6BEXP|8CDMG|aRCR
136	26143 41123	8	   	265.15	DCR|4VULN|3DUR|1CDMG	1479VULN|234DUR|4BPWR|56DUST|8CDMG|aRCR
137	26243 11326	10	   	265.03	DCR|3VULN|3DUR|1DMG|1TLV|1SELL	134VULN|24aDUR|4BPWR|5ERES|6TLV|7SELL|8RCR|9DMG
138	26241 12431	8	 * 	264.27	5VULN|3DMG|3DUR|2TLV	1349aVULN|249DUR|49aBPWR|5LWND|6aTLV|7RMIN|89aDMG
139	26221 44323	9	 * 	263.82	DCR|3VULN|3DUR|2ASPD|1CDMG	137VULN|259DUR|47ERES|67ASPD|7BPWR|8CDMG|aRCR
140	22154 33313	7	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	169aVULN|2FEWX|3DUR|4ASPD|5LIT|7RCR|8DMG
141	23154 33313	7	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	169aVULN|2BEXP|3DUR|4ASPD|5LIT|7RCR|8DMG
142	26354 33313	7	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	169aVULN|2DUR|3FEWX|4ASPD|5LIT|7RCR|8DMG
143	52254 33313	7	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1DUR|2FEWX|369aVULN|4ASPD|5LIT|7RCR|8DMG
144	53254 33313	7	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1DUR|2BEXP|369aVULN|4ASPD|5LIT|7RCR|8DMG
145	26241 23413	4	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	134VULN|24DUR|4BPWR|5CGEN|6TBNT|7ASPD|8RCR|9DMG|aTLV
146	26243 43332	10	   	263.03	DCR|4VULN|2DUR|1CDMG|1ASPD	1347VULN|24DUR|4BPWR|5ERES|6ASPD|8CDMG|9FEWX|aRCR
147	25632 22316	4	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	13aVULN|2DMG|46aDUST|5ASPD|7TLV|8aDUR|9RCR|aBPWR
148	26242 23413	4	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	134VULN|24DUR|4BPWR|5ERES|6TBNT|7ASPD|8RCR|9DMG|aTLV
149	26243 23413	5	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	134VULN|24DUR|4BPWR|5ERES|6TBNT|7ASPD|8RCR|9DMG|aTLV
150	21521 13626	2	   	262.92	DCR|3VULN|3DMG|2LIT|1AART	139VULN|2LHND|4AART|5RPLT|679DMG|89LIT|9BPWR|aRCR
151	26141 42323	8	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	149VULN|234DUR|4BPWR|57CGEN|6DMG|8CDMG|aRCR
152	26252 53232	9	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	137VULN|245DUR|67CGEN|7BPWR|8CDMG|9RCR|aDMG
153	26242 21263	7	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	134VULN|245DUR|4BPWR|6RMIN|7DUST|8DMG|9CDMG|aRCR
154	26256 23323	9	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	137VULN|249DUR|5DMG|6CGEN|8CDMG|aRCR
155	26121 46323	8	   	262.57	DCR|3VULN|3DUR|1DMG|1CDMG	179VULN|235DUR|4ERES|6DMG|8CDMG|aRCR
156	26221 56323	9	   	262.57	DCR|3VULN|3DUR|1DMG|1CDMG	136VULN|259DUR|4ERES|7DMG|8CDMG|aRCR
157	26242 36231	6	   	262.02	DCR|3VULN|3DUR|1CDMG|1ASPD	134VULN|245DUR|4BPWR|6LWND|7CDMG|8LIT|9RCR|aASPD
158	26242 36231	5	   	262.02	DCR|3VULN|3DUR|1CDMG|1ASPD	134VULN|245DUR|4BPWR|6FEWX|7CDMG|8LIT|9RCR|aASPD
159	26242 41231	5	   	262.02	DCR|3VULN|3DUR|1CDMG|1ASPD	134VULN|245DUR|4BPWR|6CDMG|7BEXP|8LIT|9RCR|aASPD
