0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42561 32321	5	 * 	273.85	DCR|4VULN|2TLV|2DUR|1CDMG	1CDMG|24DUR|3478VULN|4BPWR|5DMSP|6RCR|9aTLV
50	11432 33246	4	   	253.98	DCR|2VULN|2DMG|2TLV|2ASPD|1DUR	1DMSP|28aCGEN|38ASPD|4aTLV|5DUR|68VULN|7RCR|8aBPWR|9aDMG
51	11623 13636	1	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1DMSP|2TBNT|36DMG|4TLV|578VULN|9DUR|aRCR
52	61326 42221	10	   	253.93	DCR|3VULN|2DMG|3TLV|1SELL	128TLV|28BPWR|38DMG|4LIT|5ERES|689VULN|7SELL|aRCR
53	61326 42223	9	   	253.93	DCR|3VULN|2DMG|3TLV|1SELL	128TLV|28BPWR|38DMG|4LIT|5ERES|689VULN|7SELL|aRCR
54	11336 21126	9	   	253.79	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1DMSP|27CGEN|37DMG|4TLV|5aVULN|67DUR|7BPWR|8AART|9RCR
55	15215 12363	6	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1DMSP|2ASPD|35aVULN|4DUR|6DMG|7TLV|8LIT|9RCR
56	15332 35363	4	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1DMSP|2ASPD|3DMG|4TLV|5DUR|67aVULN|8LIT|9RCR
57	42561 33113	4	   	253.03	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|24DUR|347VULN|4BPWR|5LIT|6RCR|8BELT|9RMIN|aTLV
58	42532 12335	3	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1CDMG|24DUR|378VULN|5TLV|6CGEN|9LIT|aRCR
59	61312 35126	6	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3DMG|479VULN|5LIT|6DUR|8BELT|aRCR
60	61322 35126	6	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3DMG|4LIT|579VULN|6DUR|8BELT|aRCR
61	61312 33363	8	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3DMG|48aVULN|5LIT|6DUR|7ZMB|9RCR
62	61312 33563	7	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3DMG|48aVULN|5LIT|6DUR|7ZMB|9RCR
63	61312 63126	6	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3DMG|469VULN|5LIT|7DUR|8BELT|aRCR
64	61322 33363	8	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3DMG|4LIT|58aVULN|6DUR|7ZMB|9RCR
65	61322 33563	7	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3DMG|4LIT|58aVULN|6DUR|7ZMB|9RCR
66	61322 63126	6	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3DMG|4LIT|569VULN|7DUR|8BELT|aRCR
67	61236 32613	4	   	252.80	DCR|3VULN|3TLV|2DUR|1CDMG	129TLV|29BPWR|379VULN|4CDMG|5CGEN|6RCR|89DUR|aRCVC
68	61312 34363	8	   	252.74	DCR|3VULN|2TLV|1DMG|1DUR|1NUKE	12TLV|2BPWR|3DMG|48aVULN|5LIT|6DUR|7NUKE|9RCR
69	61322 34363	8	   	252.74	DCR|3VULN|2TLV|1DMG|1DUR|1NUKE	12TLV|2BPWR|3DMG|4LIT|58aVULN|6DUR|7NUKE|9RCR
70	42561 32112	5	 * 	252.70	DCR|4VULN|3DUR|1CDMG	1CDMG|24aDUR|3479VULN|4BPWR|5DMSP|6RCR|8ERES
71	24224 12212	6	   	252.65	DCR|3VULN|2DMG|1TLV|2LIT	1BEXP|28aVULN|3ERES|4DUST|5aLIT|6TLV|7RCR|9aDMG|aBPWR
72	34224 12212	6	   	252.65	DCR|3VULN|2DMG|1TLV|2LIT	1FEWX|28aVULN|3ERES|4DUST|5aLIT|6TLV|7RCR|9aDMG|aBPWR
73	15212 35326	4	   	252.60	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	1DMSP|25ASPD|367VULN|4DUR|8DMG|9TLV|aRCR
74	15212 35342	4	   	252.60	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	1DMSP|25ASPD|367VULN|4DUR|8DMG|9RCR|aTLV
75	11336 23253	6	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	1DMSP|28CGEN|38DMG|4TLV|5aVULN|68DUR|7RCR|8BPWR|9LIT
76	11336 21653	7	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	1DMSP|27CGEN|37DMG|4TLV|5aVULN|67DUR|7BPWR|8RCR|9LIT
77	11336 22653	6	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	1DMSP|27CGEN|37DMG|4TLV|5aVULN|67DUR|7BPWR|8RCR|9LIT
78	23631 16216	4	 * 	252.28	DCR|3VULN|2DMG|2DUR|1AART	159BEXP|24DUR|3AART|69DMG|7RCR|89aVULN|9BPWR
79	62161 13264	5	   	252.28	DCR|3VULN|3DUR|3TLV	189TLV|2FEWX|349DUR|5MBVNT|69aVULN|7RCR|9BPWR
80	61314 21234	7	   	252.01	DCR|2VULN|2DMG|3TLV|2DUR	127TLV|27BPWR|37DMG|4aVULN|5ERES|67DUR|8MLV|9RCR
81	61314 21234	8	   	252.01	DCR|2VULN|2DMG|3TLV|2DUR	127TLV|27BPWR|37DMG|4aVULN|5ERES|67DUR|8MLV|9RCR
82	61314 21334	8	   	252.01	DCR|2VULN|2DMG|3TLV|2DUR	127TLV|27BPWR|37DMG|4aVULN|5ERES|67DUR|8CGEN|9RCR
83	61314 22234	6	   	252.01	DCR|2VULN|2DMG|3TLV|2DUR	127TLV|27BPWR|37DMG|4aVULN|5ERES|67DUR|8MLV|9RCR
84	41122 34513	4	   	251.31	DCR|3VULN|1TLV|2CDMG|1DUR|2LIT	19CDMG|2ERES|3RMIN|49aVULN|5TLV|6DUR|79LIT|8RCR|9BPWR
85	31144 13341	10	   	251.24	DCR|2VULN|2TLV|2DUR|1DMG	1FEWX|2CGEN|3aDUR|4aVULN|5LIT|6aTLV|7DMG|8ASPD|9RCR|aBPWR
86	31144 13342	9	   	251.24	DCR|2VULN|2TLV|2DUR|1DMG	1FEWX|2CGEN|3aDUR|4aVULN|5LIT|6aTLV|7DMG|8ASPD|9RCR|aBPWR
87	64233 12335	5	   	251.23	DCR|4VULN|2TLV|1CDMG	15TLV|2ERES|3LHND|4578VULN|5BPWR|6CDMG|9LIT|aRCR
88	42561 32221	4	   	251.22	DCR|2VULN|3DUR|1TLV|1CDMG|1AART	1CDMG|247DUR|34VULN|4BPWR|5LIT|6RCR|8AART|9TLV|aRPLT
89	33144 13141	10	   	251.14	DCR|2VULN|2TLV|2DUR|1DMG	1FEWX|2ASPD|3aDUR|4aVULN|5LIT|6aTLV|7DMG|8ERES|9RCR|aBPWR
90	33144 13142	9	   	251.14	DCR|2VULN|2TLV|2DUR|1DMG	1FEWX|2ASPD|3aDUR|4aVULN|5LIT|6aTLV|7DMG|8ERES|9RCR|aBPWR
91	42561 32222	4	   	251.12	DCR|2VULN|3DUR|1TLV|1CDMG|1AART	1CDMG|247DUR|34VULN|4BPWR|5LIT|6RCR|8AART|9TLV|aERES
92	42563 12234	4	   	251.12	DCR|2VULN|3DUR|2DMG|2CDMG	1aCDMG|24aDUR|34VULN|4aBPWR|59FEWX|6MBVNT|7aDMG|8RCR
93	42561 31211	5	   	251.04	DCR|3VULN|2DUR|1TLV|2CDMG	18CDMG|24DUR|349VULN|4BPWR|5DMSP|6RCR|7MLV|aTLV
94	23533 24342	4	   	250.93	DCR|3VULN|2DMG|2DUR	1BEXP|2aDUR|3FEWX|4LIT|59aVULN|6RCR|7MLV|8aDMG|aBPWR
95	23533 23342	4	   	250.83	DCR|3VULN|2DMG|2DUR	1BEXP|2aDUR|3FEWX|4LIT|59aVULN|6RCR|7ERES|8aDMG|aBPWR
96	61432 33221	3	   	250.67	DCR|2VULN|3TLV|2DUR|1DMG|2ASPD	128TLV|28BPWR|38ASPD|4CGEN|5aDUR|68VULN|7RCR|9DMG
97	62531 34334	1	 * 	249.43	DCR|4VULN|2TLV|1DMG	19TLV|2DMSP|3DMG|4789VULN|59LHND|6MBVNT|9BPWR|aRCR
98	42561 32333	5	   	249.23	DCR|4VULN|2DUR|1CDMG|1AART	1CDMG|24DUR|3478VULN|4BPWR|5DMSP|6RCR|9AART|aLWND
99	42561 32331	5	   	249.13	DCR|4VULN|2DUR|1CDMG|1AART	1CDMG|24DUR|3478VULN|4BPWR|5DMSP|6RCR|9AART|aBBNT
100	31342 61335	2	 * 	248.99	DCR|4VULN|2DMG|1DUR	18FEWX|2CGEN|348aVULN|5BBNT|6RCR|78DMG|8BPWR|9DUR
101	31342 61361	2	   	248.99	DCR|4VULN|2DMG|1DUR	18FEWX|2CGEN|3489VULN|5BBNT|6RCR|78DMG|8BPWR|aDUR
102	31343 61335	2	   	248.99	DCR|4VULN|2DMG|1DUR	18FEWX|2CGEN|348aVULN|5TBNT|6RCR|78DMG|8BPWR|9DUR
103	31343 61361	2	   	248.99	DCR|4VULN|2DMG|1DUR	18FEWX|2CGEN|3489VULN|5TBNT|6RCR|78DMG|8BPWR|aDUR
104	12421 53423	1	   	248.39	DCR|2VULN|3DUR|2CDMG|1DMG|2LIT	1DMSP|28CDMG|37VULN|468DUR|58LIT|8BPWR|9DMG|aRCR
105	25153 22253	5	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	19BEXP|28TLV|39DUR|4DMG|5MLV|6RCR|79VULN|9BPWR|aCDMG
106	35152 13253	5	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	19FEWX|28TLV|39DUR|4DMG|5ZMB|69VULN|7RCR|9BPWR|aCDMG
107	35153 22253	5	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	19FEWX|28TLV|39DUR|4DMG|5MLV|6RCR|79VULN|9BPWR|aCDMG
108	41443 31231	10	   	248.20	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|2ERES|39VULN|49DUST|5DMG|69DUR|7LIT|8TLV|9BPWR|aRCR
109	42132 12371	3	   	248.20	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|28DUR|3LIT|46VULN|5DMG|7MBVNT|9RCR|aTLV
110	42162 12371	4	   	248.20	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|28DUR|3LIT|46VULN|5DMG|7MBVNT|9RCR|aTLV
111	42632 12371	2	   	248.20	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|28DUR|3LIT|46VULN|5DMG|7MBVNT|9RCR|aTLV
112	35152 22253	4	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	19FEWX|28TLV|39DUR|4DMG|5ERES|6RCR|79VULN|9BPWR|aCDMG
113	42561 32233	5	   	247.88	DCR|4VULN|2DUR|1CDMG	1CDMG|24DUR|347aVULN|4BPWR|5DMSP|6RCR|8LIT|9LHND
114	42561 33211	4	   	247.88	DCR|4VULN|2DUR|1CDMG	1CDMG|24DUR|347aVULN|4BPWR|5LIT|6RCR|89CGEN
115	42561 33323	4	   	247.88	DCR|4VULN|2DUR|1CDMG	1CDMG|24DUR|347aVULN|4BPWR|5LIT|6RCR|89LWND
116	42531 32521	2	   	247.88	DCR|2VULN|3DUR|1TLV|2CDMG	13CDMG|237DUR|3BPWR|4aVULN|5LIT|6RCR|8DMSP|9TLV
117	42531 32623	2	   	247.88	DCR|2VULN|3DUR|1TLV|2CDMG	13CDMG|237DUR|3BPWR|48VULN|5LIT|6RCR|9TLV|aRPLT
118	42531 33623	2	   	247.88	DCR|2VULN|3DUR|1TLV|2CDMG	13CDMG|238DUR|3BPWR|47VULN|5LIT|6RCR|9TLV|aRPLT
119	35161 13264	5	 * 	247.75	DCR|2VULN|3DUR|2TLV|1DMG	19FEWX|28TLV|349DUR|5MBVNT|69VULN|7RCR|9BPWR|aDMG
120	33135 11752	9	   	247.69	DCR|3VULN|2DUR|1TLV	1aFEWX|2ASPD|3aDUR|4MBVNT|5LIT|6TLV|78aVULN|9RCR|aBPWR
121	42531 32622	2	   	247.63	DCR|2VULN|3DUR|1TLV|2CDMG|1SELL	13CDMG|237DUR|3BPWR|48VULN|5LIT|6RCR|9TLV|aSELL
122	42531 33622	2	   	247.63	DCR|2VULN|3DUR|1TLV|2CDMG|1SELL	13CDMG|238DUR|3BPWR|47VULN|5LIT|6RCR|9TLV|aSELL
123	61235 13623	3	 * 	247.51	DCR|5VULN|3TLV	124TLV|2BPWR|3567aVULN|8RCR|9RCVC
124	33124 11442	8	   	247.49	DCR|3VULN|1TLV|2ASPD|1DUR|2LIT	1FEWX|2aASPD|3DUR|4DUST|5aLIT|6TLV|79aVULN|8RCR|aBPWR
125	61211 16336	4	   	247.46	DCR|3VULN|3TLV|2DUR	129TLV|29BPWR|389VULN|4RCVC|5ASPD|6LHND|79DUR|aRCR
126	61235 13632	3	   	247.41	DCR|5VULN|3TLV	124TLV|2BPWR|3567aVULN|8RCR|9ERES
127	11432 33263	4	   	247.32	DCR|3VULN|2DUR|1TLV|2ASPD	1DMSP|28CGEN|38ASPD|4TLV|59DUR|68aVULN|7RCR|8BPWR
128	11432 32663	4	   	247.32	DCR|3VULN|2DUR|1TLV|2ASPD	1DMSP|27CGEN|37ASPD|4TLV|59DUR|67aVULN|7BPWR|8RCR
129	61113 32634	3	   	247.26	DCR|3VULN|3TLV|2DUR|1NUKE	127TLV|27BPWR|3ERES|47DUR|5NUKE|67aVULN|8ASPD|9RCR
130	42561 31323	5	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1CDMG|24DUR|34aVULN|4BPWR|5DMSP|6RCR|7MLV|8LIT|9DMG
131	42561 33111	4	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1CDMG|24DUR|347VULN|4BPWR|5LIT|6RCR|8BELT|9RMIN|aDMG
132	42561 33133	4	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1CDMG|24DUR|347VULN|4BPWR|5LIT|6RCR|8BELT|9LWND|aDMG
133	42132 12373	3	   	246.69	DCR|3VULN|2DUR|1DMG|1CDMG	1CDMG|28DUR|3LIT|46aVULN|5DMG|7MBVNT|9RCR
134	42162 12373	4	   	246.69	DCR|3VULN|2DUR|1DMG|1CDMG	1CDMG|28DUR|3LIT|46aVULN|5DMG|7MBVNT|9RCR
135	42632 12373	2	   	246.69	DCR|3VULN|2DUR|1DMG|1CDMG	1CDMG|28DUR|3LIT|46aVULN|5DMG|7MBVNT|9RCR
136	11623 15523	1	   	246.59	DCR|2VULN|3DMG|2TLV|1AART	1DMSP|2TBNT|367DMG|47TLV|57VULN|7BPWR|8AART|9RCR|aLWND
137	61236 33235	9	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|2BPWR|379VULN|4CDMG|5LIT|6MLV|8DUR|aRCR
138	61236 32253	4	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|2BPWR|37aVULN|4CDMG|5CGEN|6RCR|8LIT|9DUR
139	42531 32631	2	   	246.37	DCR|3VULN|3DUR|2CDMG	13CDMG|237DUR|3BPWR|48aVULN|5LIT|6RCR|9RMIN
140	42531 33631	2	   	246.37	DCR|3VULN|3DUR|2CDMG	13CDMG|238DUR|3BPWR|47aVULN|5LIT|6RCR|9RMIN
141	24534 12212	6	   	246.30	DCR|3VULN|2DMG|1TLV	1BEXP|28aVULN|3FEWX|4LIT|5aMLV|6TLV|7RCR|9aDMG|aBPWR
142	11332 32653	5	   	246.30	DCR|3VULN|2DMG|1TLV	1DMSP|27CGEN|37DMG|4TLV|5LWND|67aVULN|7BPWR|8RCR|9LIT
143	11332 33253	5	   	246.30	DCR|3VULN|2DMG|1TLV	1DMSP|28CGEN|38DMG|4TLV|5LWND|68aVULN|7RCR|8BPWR|9LIT
144	11334 32653	5	   	246.30	DCR|3VULN|2DMG|1TLV	1DMSP|27CGEN|37DMG|4TLV|5LHND|67aVULN|7BPWR|8RCR|9LIT
145	11334 33253	5	   	246.30	DCR|3VULN|2DMG|1TLV	1DMSP|28CGEN|38DMG|4TLV|5LHND|68aVULN|7RCR|8BPWR|9LIT
146	11336 23126	9	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1DMSP|2CGEN|3DMG|4TLV|57aVULN|6DUR|8AART|9RCR
147	62531 37334	1	   	245.97	DCR|3VULN|2DMG|2TLV	19TLV|2DMSP|37DMG|489VULN|59LHND|6MBVNT|9BPWR|aRCR
148	63551 34444	6	   	245.97	DCR|3VULN|2DMG|2TLV	18TLV|23BEXP|478VULN|5MBVNT|68DMG|8BPWR|9RCVC|aRCR
149	23324 13642	6	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	1BEXP|2aDUR|3CGEN|4DUST|5aLIT|6TLV|7RCR|89aVULN|aBPWR
150	23324 11442	8	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	1BEXP|2aDUR|3CGEN|4DUST|5aLIT|6TLV|79aVULN|8RCR|aBPWR
151	42561 32312	5	   	245.88	DCR|4VULN|2DUR|2CDMG	19CDMG|24DUR|3478VULN|4BPWR|5DMSP|6RCR|aRMIN
152	42561 32313	5	   	245.88	DCR|4VULN|2DUR|2CDMG	19CDMG|24DUR|3478VULN|4BPWR|5DMSP|6RCR|aRCVC
153	61311 23643	7	   	245.87	DCR|3VULN|2DMG|2TLV	12TLV|2BPWR|39DMG|47aVULN|5LWND|6CGEN|8RCR
154	61342 32234	4	   	245.87	DCR|3VULN|2DMG|3TLV	127TLV|27BPWR|37DMG|4LWND|5ERES|67aVULN|8MLV|9RCR
155	23224 12242	6	   	245.83	DCR|3VULN|2DUR|1TLV|2LIT	1BEXP|2aDUR|3ERES|4DUST|5aLIT|6TLV|7RCR|89aVULN|aBPWR
156	23224 11442	8	   	245.83	DCR|3VULN|2DUR|1TLV|2LIT	1BEXP|2aDUR|3ERES|4DUST|5aLIT|6TLV|79aVULN|8RCR|aBPWR
157	42561 32311	5	   	245.78	DCR|4VULN|2DUR|2CDMG	19CDMG|24DUR|3478VULN|4BPWR|5DMSP|6RCR|aMBVNT
158	61225 14232	9	   	245.77	DCR|3VULN|2DMG|2TLV	12TLV|2BPWR|35aVULN|4DUST|68DMG|7RCR|9RPLT
159	61312 31233	9	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	12TLV|2BPWR|38DMG|49VULN|5LIT|6DUR|7LHND|aRCR
160	61312 32234	9	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	12TLV|2BPWR|38DMG|49VULN|5LIT|6DUR|7FEWX|aRCR
161	61312 33263	8	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	12TLV|2BPWR|38DMG|4aVULN|5LIT|6DUR|7ZMB|9RCR
162	61312 53126	6	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	12TLV|2BPWR|36DMG|49VULN|5LIT|7DUR|8BELT|aRCR
