0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53211 23256	3	 * 	275.01	DCR|3VULN|2DMG|2DUR|2AART|2LIT	1BELT|29DUR|3aAART|46DMG|569VULN|69BPWR|79LIT|8RCR
44	65111 61323	9	   	255.75	DCR|3VULN|3DUR|2DMG|1NUKE	14aDUR|2LWND|3RPLT|5aDMG|67aVULN|8RCR|9NUKE|aBPWR
45	65131 21315	3	   	255.75	DCR|3VULN|3DUR|2DMG	159DUR|2LWND|3RPLT|49aVULN|6RCR|79DMG|8BBNT|9BPWR
46	61214 13533	5	   	255.67	DCR|2VULN|3DUR|2DMG|2LIT|1AART	14aDUR|2AART|3RPLT|58VULN|6aDMG|7RCR|9aLIT|aBPWR
47	61216 13533	3	   	255.67	DCR|2VULN|3DUR|2DMG|2LIT|1AART	14aDUR|2AART|3RPLT|4aBPWR|58VULN|6aDMG|7RCR|9aLIT
48	61216 13533	4	   	255.67	DCR|2VULN|3DUR|2DMG|2LIT|1AART	14aDUR|2AART|3RPLT|58VULN|6aDMG|7RCR|9aLIT|aBPWR
49	63533 21315	5	   	255.65	DCR|3VULN|3DUR|2DMG	129DUR|3DUST|4RPLT|59aVULN|6RCR|79DMG|8BBNT|9BPWR
50	26213 56333	3	 * 	255.43	DCR|3VULN|3DUR|3ASPD|1CDMG	18aASPD|23aVULN|4FEWX|5CDMG|6RCR|79aDUR|aBPWR
51	26251 12114	5	   	254.40	DCR|3VULN|2DMG|1TLV	1ASPD|239VULN|4LIT|5ZMB|6RCR|7aDMG|8TLV
52	13315 33226	7	 * 	254.29	DCR|4VULN|2DUR|2CDMG	1aFEWX|2aDUR|3LIT|4578VULN|6RCR|9aCDMG|aBPWR
53	53221 23323	10	   	254.28	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1BELT|26DUR|3AART|4TLV|59aVULN|7CDMG|8RCR
54	13315 31413	6	 * 	254.19	DCR|4VULN|2DUR|1DMG	1FEWX|2aDUR|3LIT|4589VULN|6RCR|7DMG
55	13315 33313	8	   	254.19	DCR|4VULN|2DUR|1DMG	1FEWX|2aDUR|3LIT|4579VULN|6RCR|8DMG
56	13315 33333	9	   	254.19	DCR|4VULN|2DUR|1DMG	1FEWX|2aDUR|3LIT|4579VULN|6RCR|8DMG
57	13315 33344	10	   	254.19	DCR|4VULN|2DUR|1DMG	1FEWX|29DUR|3LIT|457aVULN|6RCR|8DMG
58	53252 61111	10	   	253.88	DCR|3VULN|1TLV|1DMG|2AART|1DUR	1BELT|2DUR|35AART|49aVULN|6RCR|7TLV|8DMG
59	26243 43213	5	   	253.81	DCR|4VULN|1TLV|1DUR|1SELL	1ASPD|2379VULN|4SELL|5LIT|6TLV|8RCR|aDUR
60	26253 22512	8	   	253.27	DCR|4VULN|3CDMG|3ASPD	189ASPD|2389VULN|4LIT|5FEWX|689CDMG|7RCR|89BPWR|aMLV
61	13315 31416	6	   	253.26	DCR|4VULN|1DMG|1DUR|1CDMG	1FEWX|2DUR|3LIT|4589VULN|6RCR|7DMG|aCDMG
62	13315 33221	7	   	253.26	DCR|4VULN|1DMG|1DUR|1CDMG	1FEWX|2DUR|3LIT|4578VULN|6RCR|9CDMG|aDMG
63	13315 33316	8	   	253.26	DCR|4VULN|1DMG|1DUR|1CDMG	1FEWX|2DUR|3LIT|4579VULN|6RCR|8DMG|aCDMG
64	13315 33336	9	   	253.26	DCR|4VULN|1DMG|1DUR|1CDMG	1FEWX|2DUR|3LIT|4579VULN|6RCR|8DMG|aCDMG
65	26253 22511	8	   	253.17	DCR|4VULN|3CDMG|3ASPD	189ASPD|2389VULN|4LIT|5FEWX|689CDMG|7RCR|89BPWR|aTBNT
66	26243 52332	4	   	253.01	DCR|4VULN|1DMG|1DUR|1CDMG|1SELL	1ASPD|2389VULN|4SELL|5DUR|6RCR|7DMG|aCDMG
67	26254 12213	5	   	252.97	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|239VULN|4LIT|5TLV|6RCR|7DMG|8DUST|aDUR
68	26136 14123	2	   	252.97	DCR|3VULN|1TLV|2CDMG|1DUR	1ASPD|256VULN|3TLV|49CDMG|7RCR|8LIT|aDUR
69	26136 16223	2	   	252.97	DCR|3VULN|1TLV|2CDMG|1DUR	1ASPD|256VULN|3TLV|49CDMG|7LIT|8RCR|aDUR
70	13315 36223	6	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1FEWX|27DUR|3LIT|458VULN|6RCR|9CDMG|aTLV
71	53211 21334	3	   	252.76	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	19BELT|2DUR|3AART|46DMG|56VULN|6BPWR|7CDMG|8TLV|aRCR
72	53411 21334	2	   	252.76	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	19BELT|2DUR|3AART|46DMG|56VULN|6BPWR|7CDMG|8TLV|aRCR
73	26235 14111	7	   	252.57	DCR|5VULN|2DUR	1ASPD|23569VULN|45ZMB|5BPWR|7RCR|8aDUR
74	13315 33233	10	   	252.50	DCR|4VULN|1TLV|1DUR|2LIT	189FEWX|2DUR|39LIT|4579VULN|6RCR|9BPWR|aTLV
75	63313 52311	9	 * 	252.48	DCR|3VULN|3DUR|2TLV	127DUR|38ZMB|4LHND|58TLV|68aVULN|8BPWR|9RCR
76	13313 33216	7	   	252.30	DCR|4VULN|1TLV|1DUR|2LIT	1FEWX|2DUR|35LIT|4789VULN|6RCR|aTLV
77	13315 33246	7	   	252.30	DCR|4VULN|1TLV|1DUR|2LIT	1FEWX|2DUR|39LIT|4578VULN|6RCR|aTLV
78	63342 31376	2	   	252.28	DCR|3VULN|3DUR|2TLV	129DUR|3MBVNT|4BBNT|59aVULN|6RCR|79TLV|8RPLT|9BPWR
79	63342 31376	1	   	252.28	DCR|3VULN|3DUR|2TLV	129DUR|29BPWR|3MBVNT|4BBNT|59aVULN|6RCR|79TLV|8RPLT
80	33235 34312	2	   	252.12	DCR|4VULN|2DUR|1TLV	157LHND|27DUR|3467VULN|7BPWR|8BBNT|9RCR|aTLV
81	25316 14111	2	   	251.86	DCR|4VULN|1DMG|2LIT|1CDMG	1ASPD|2CDMG|3DMG|4569VULN|7RCR|8aLIT
82	25316 14122	2	   	251.63	DCR|4VULN|2CDMG|1DMG	1ASPD|29CDMG|3DMG|456aVULN|7RCR|8LIT
83	21214 31242	9	 * 	251.62	DCR|3VULN|2DMG|3ASPD|1DUR	167ASPD|24LHND|378VULN|57DMG|7BPWR|9RCR|aDUR
84	26214 31242	9	   	251.62	DCR|3VULN|2DMG|3ASPD|1DUR	167ASPD|238VULN|47LHND|57DMG|7BPWR|9RCR|aDUR
85	25215 33252	7	 * 	251.57	ACR|3VULN|3DUR|1TLV|2ASPD|1CDMG|1AART	17ASPD|2CDMG|3RCR|478VULN|579DUR|6AART|7BPWR|aTLV
86	25215 33523	7	   	251.57	ACR|3VULN|3DUR|1TLV|2ASPD|1CDMG|1AART	17ASPD|2CDMG|3RCR|479VULN|57aDUR|6AART|7BPWR|8TLV
87	26235 14313	9	   	251.46	DCR|5VULN|1DMG|1AART	1ASPD|23568VULN|45ZMB|5BPWR|7RCR|9AART|aDMG
88	26231 33523	9	   	251.37	DCR|3VULN|2DMG|3ASPD|1DUR|1SELL	16aASPD|23aVULN|4ZMB|5DUR|7RCR|8aDMG|9SELL|aBPWR
89	26136 13116	2	   	251.35	DCR|4VULN|1TLV|1CDMG	1ASPD|2569VULN|3TLV|4CDMG|7DUST|8LIT|aRCR
90	13313 33336	10	   	251.31	DCR|3VULN|1TLV|1DMG|1DUR|2LIT	1FEWX|2DUR|35LIT|479VULN|6RCR|8DMG|aTLV
91	26114 11214	2	   	251.31	DCR|3VULN|1TLV|1DMG|2ASPD|2LIT	15ASPD|289VULN|3TLV|45LIT|5BPWR|6RCR|7BEXP|aDMG
92	26114 12116	2	   	251.31	DCR|3VULN|1TLV|1DMG|2ASPD|2LIT	15ASPD|29aVULN|3TLV|45LIT|5BPWR|6RCR|7DMG|8MLV
93	53211 21225	3	   	251.25	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1BELT|2DUR|3AART|46DMG|56aVULN|6BPWR|7CDMG|8RCR|9LWND
94	53211 21255	3	   	251.25	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1BELT|2DUR|3AART|46DMG|56aVULN|6BPWR|7CDMG|8RCR|9BEXP
95	53211 21262	3	   	251.25	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1BELT|2DUR|3AART|46DMG|56aVULN|6BPWR|7CDMG|8RCR|9MLV
96	53411 21225	2	   	251.25	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1BELT|2DUR|3AART|46DMG|56aVULN|6BPWR|7CDMG|8RCR|9LWND
97	53411 21262	2	   	251.25	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1BELT|2DUR|3AART|46DMG|56aVULN|6BPWR|7CDMG|8RCR|9MLV
98	65121 31513	8	   	251.24	DCR|3VULN|2DUR|1TLV|1DMG	1aDUR|2aLWND|3RPLT|4TLV|5DMG|69aVULN|7BELT|8RCR|aBPWR
99	53211 21235	3	   	251.15	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1BELT|2DUR|3AART|46DMG|56aVULN|6BPWR|7CDMG|8RCR|9DUST
100	53411 21235	2	   	251.15	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1BELT|2DUR|3AART|46DMG|56aVULN|6BPWR|7CDMG|8RCR|9DUST
101	13242 13653	2	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	1FEWX|25DUR|357VULN|4RMIN|5BPWR|6MLV|8TLV|9DMG|aRCR
102	32253 33552	3	 * 	251.10	DCR|3VULN|1TLV|3CDMG|1DUR	178LHND|2CGEN|378VULN|4LIT|5TLV|678CDMG|78BPWR|9DUR|aRCR
103	33111 61355	9	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1LHND|24DUR|3RPLT|5DMG|67aVULN|8RCR|9TLV
104	13315 31435	6	   	250.83	DCR|3VULN|2DMG|2DUR	1aFEWX|2aDUR|3LIT|458VULN|6RCR|7aDMG|9TBNT|aBPWR
105	13315 33335	8	   	250.83	DCR|3VULN|2DMG|2DUR	1aFEWX|2aDUR|3LIT|457VULN|6RCR|8aDMG|9TBNT|aBPWR
106	13315 33365	8	   	250.83	DCR|3VULN|2DMG|2DUR	1aFEWX|2aDUR|3LIT|457VULN|6RCR|8aDMG|9BBNT|aBPWR
107	26136 14131	2	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1ASPD|256VULN|3TLV|4CDMG|7RCR|8LIT|9DMG|aRMIN
108	26136 14132	2	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1ASPD|256VULN|3TLV|4CDMG|7RCR|8LIT|9DMG|aRCVC
109	26136 14133	2	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1ASPD|256VULN|3TLV|4CDMG|7RCR|8LIT|9DMG|aCGEN
110	26136 16231	2	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1ASPD|256VULN|3TLV|4CDMG|7LIT|8RCR|9DMG|aRMIN
111	26136 16232	2	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1ASPD|256VULN|3TLV|4CDMG|7LIT|8RCR|9DMG|aRCVC
112	26136 16233	2	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1ASPD|256VULN|3TLV|4CDMG|7LIT|8RCR|9DMG|aCGEN
113	26255 32321	8	   	250.00	DCR|5VULN|1DMG	1ASPD|23578VULN|4LIT|6DMG|9RCR|aLWND
114	26255 32322	8	   	250.00	DCR|5VULN|1DMG	1ASPD|23578VULN|4LIT|6DMG|9RCR|aZMB
115	26255 32323	8	   	250.00	DCR|5VULN|1DMG	1ASPD|23578VULN|4LIT|6DMG|9RCR|aRCVC
116	53211 51324	3	   	249.66	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1BELT|29DUR|3AART|4DMG|56VULN|7CDMG|8TLV|aRCR
117	53221 51324	4	   	249.66	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1BELT|29DUR|3AART|4TLV|56VULN|7CDMG|8DMG|aRCR
118	53221 51324	5	   	249.66	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1BELT|29DUR|3AART|4TLV|56VULN|7CDMG|8DMG|aRCR
119	15315 33336	10	   	249.56	DCR|4VULN|1TLV|1DMG	1FEWX|2LWND|3LIT|4579VULN|6RCR|8DMG|aTLV
120	53211 53251	3	   	249.55	DCR|3VULN|2DUR|1DMG|2LIT|1AART	1BELT|29DUR|3AART|4DMG|569VULN|79LIT|8RCR|9BPWR|aBEXP
121	53211 53252	3	   	249.45	DCR|3VULN|2DUR|1DMG|2LIT|1AART	1BELT|29DUR|3AART|4DMG|569VULN|79LIT|8RCR|9BPWR|aTBNT
122	53211 53253	3	   	249.45	DCR|3VULN|2DUR|1DMG|2LIT|1AART	1BELT|29DUR|3AART|4DMG|569VULN|79LIT|8RCR|9BPWR|aDUST
123	21214 31243	9	   	249.02	DCR|3VULN|2DMG|3ASPD|1CDMG	167ASPD|24LHND|378VULN|57DMG|7BPWR|9RCR|aCDMG
124	26214 31243	9	   	249.02	DCR|3VULN|2DMG|3ASPD|1CDMG	167ASPD|238VULN|47LHND|57DMG|7BPWR|9RCR|aCDMG
125	62362 11143	2	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|2CGEN|3BBNT|45aVULN|6RCR|7AART|8MBVNT|9aTLV|aBPWR
126	62462 11143	2	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|2CGEN|3TBNT|45aVULN|6RCR|7AART|8MBVNT|9aTLV|aBPWR
127	25316 14131	2	   	248.40	DCR|3VULN|2DMG|2LIT|1CDMG	1ASPD|2CDMG|39DMG|456VULN|7RCR|8aLIT
128	25336 13513	6	 * 	248.36	DCR|3VULN|2DMG|2CDMG	1ASPD|28CDMG|3MLV|4LIT|58DMG|6CGEN|789VULN|8BPWR|aRCR
129	33324 52521	8	   	247.98	DCR|4VULN|2DUR|1CDMG	18LHND|28DUR|3LIT|4CDMG|5689VULN|7RMIN|8BPWR|aRCR
130	33324 52531	9	   	247.98	DCR|4VULN|2DUR|1CDMG	18LHND|28DUR|3LIT|4CDMG|5689VULN|7RMIN|8BPWR|aRCR
131	15315 33211	7	   	247.84	DCR|5VULN|1TLV	1FEWX|2LWND|3LIT|45789VULN|6RCR|aTLV
132	13315 41216	8	   	247.78	DCR|4VULN|2DUR|1CDMG	1FEWX|26DUR|3LIT|4579VULN|8CDMG|aRCR
133	13315 41236	9	   	247.78	DCR|4VULN|2DUR|1CDMG	1FEWX|26DUR|3LIT|4579VULN|8CDMG|aRCR
134	33324 51316	7	   	247.78	DCR|4VULN|2DUR|1CDMG	1LHND|28DUR|3LIT|4CDMG|5679VULN|aRCR
135	26232 64122	4	   	247.65	DCR|4VULN|1DMG|2ASPD|1DUR	17ASPD|2357VULN|47ZMB|6RCR|7BPWR|8DUR|9DMG|aRCVC
136	26232 64123	4	   	247.65	DCR|4VULN|1DMG|2ASPD|1DUR	17ASPD|2357VULN|47ZMB|6RCR|7BPWR|8DUR|9DMG|aDMSP
137	26235 14312	9	   	247.65	DCR|5VULN|1DUR|1AART	1ASPD|23568VULN|45ZMB|5BPWR|7RCR|9AART|aDUR
138	26232 64121	4	   	247.55	DCR|4VULN|1DMG|2ASPD|1DUR	17ASPD|2357VULN|47ZMB|6RCR|7BPWR|8DUR|9DMG|aDUST
139	26114 14212	2	   	247.49	DCR|3VULN|1TLV|2ASPD|1DUR|2LIT	15ASPD|289VULN|3TLV|45LIT|5BPWR|6RCR|7DUR|aFEWX
140	53252 53323	10	   	247.47	DCR|3VULN|1TLV|2AART|1DUR|1CDMG	1BELT|2DUR|35AART|49aVULN|6TLV|7CDMG|8RCR
141	53211 23213	3	   	247.41	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1BELT|2DUR|3AART|46DMG|56VULN|6BPWR|7LIT|8RCR|9ZMB|aTLV
142	53411 23213	2	   	247.41	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1BELT|2DUR|3AART|46DMG|56VULN|6BPWR|7LIT|8RCR|9ZMB|aTLV
143	55411 23213	1	   	247.41	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1BELT|2DUR|3AART|46DMG|56VULN|6BPWR|7LIT|8RCR|9ZMB|aTLV
144	26114 14211	2	   	247.39	DCR|3VULN|1TLV|2ASPD|1DUR|2LIT	15ASPD|289VULN|3TLV|45LIT|5BPWR|6RCR|7DUR|aERES
145	26114 14213	2	   	247.39	DCR|3VULN|1TLV|2ASPD|1DUR|2LIT	15ASPD|289VULN|3TLV|45LIT|5BPWR|6RCR|7DUR|aDUST
146	25316 14123	2	   	246.83	DCR|3VULN|2CDMG|1DMG|1DUR	1ASPD|29CDMG|3DMG|456VULN|7RCR|8LIT|aDUR
147	63231 63343	8	 * 	246.81	DCR|2VULN|3DMG|3DUR	12aDUR|3LHND|4RPLT|57aDMG|6aVULN|8RCR|9RMIN|aBPWR
148	13315 33346	9	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	1FEWX|29DUR|3LIT|457VULN|6RCR|8DMG|aCDMG
149	13315 36221	6	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	1FEWX|27DUR|3LIT|458VULN|6RCR|9CDMG|aDMG
150	63231 63323	9	   	246.71	DCR|2VULN|3DMG|3DUR|1NUKE	12aDUR|3LHND|4RPLT|57aDMG|6aVULN|8RCR|9NUKE|aBPWR
151	63421 63323	9	   	246.71	DCR|2VULN|3DMG|3DUR|1NUKE	12aDUR|3RPLT|4LWND|57aDMG|6aVULN|8RCR|9NUKE|aBPWR
152	65111 63323	9	   	246.71	DCR|2VULN|3DMG|3DUR|1NUKE	14aDUR|2LWND|3RPLT|57aDMG|6aVULN|8RCR|9NUKE|aBPWR
153	33326 22515	8	 * 	246.67	DCR|3VULN|3DUR|2CDMG	189LHND|289DUR|3LIT|45CDMG|689VULN|7RMIN|89BPWR|aRCR
154	26243 52232	4	   	246.55	DCR|3VULN|2DUR|1DMG|1CDMG|1SELL	1ASPD|239VULN|4SELL|58DUR|6RCR|7DMG|aCDMG
155	13315 36226	6	   	246.47	DCR|3VULN|3DUR|2CDMG	1aFEWX|27aDUR|3LIT|458VULN|6RCR|9aCDMG|aBPWR
156	13315 33343	9	   	246.37	DCR|3VULN|3DUR|1DMG	1FEWX|29aDUR|3LIT|457VULN|6RCR|8DMG
157	26113 33521	2	   	246.20	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	1ASPD|29VULN|3TLV|4LIT|5aDUR|6CDMG|7RCR|8AART
158	26153 33521	3	   	246.20	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	1ASPD|29VULN|3aDUR|4LIT|5TLV|6CDMG|7RCR|8AART
159	13313 33334	10	   	246.16	DCR|4VULN|1DMG|1DUR|2LIT	1FEWX|2DUR|35LIT|479aVULN|6RCR|8DMG
160	13315 33335	10	   	246.16	DCR|4VULN|1DMG|1DUR|2LIT	1FEWX|2DUR|3aLIT|4579VULN|6RCR|8DMG
161	26253 22531	10	   	246.16	DCR|4VULN|2CDMG|2ASPD|2LIT	18ASPD|2389VULN|4aLIT|5FEWX|68CDMG|7RCR|8BPWR
162	13341 13636	8	   	245.96	DCR|2VULN|2DMG|1TLV|1DUR	1FEWX|2DUR|3LIT|4ASPD|59DMG|67VULN|8RCR|aTLV
163	26232 64112	4	   	245.93	DCR|5VULN|2ASPD|1DUR	17ASPD|23579VULN|47ZMB|6RCR|7BPWR|8DUR|aMLV
164	26232 64113	4	   	245.93	DCR|5VULN|2ASPD|1DUR	17ASPD|23579VULN|47ZMB|6RCR|7BPWR|8DUR|aRCVC
165	26232 64132	4	   	245.93	DCR|5VULN|2ASPD|1DUR	17ASPD|2357aVULN|47ZMB|6RCR|7BPWR|8DUR|9LHND
166	26232 64213	4	   	245.93	DCR|5VULN|2ASPD|1DUR	17ASPD|23579VULN|47ZMB|6RCR|7BPWR|8RCVC|aDUR
167	26232 64311	4	   	245.93	DCR|5VULN|2ASPD|1DUR	17ASPD|23579VULN|47ZMB|6RCR|7BPWR|8BEXP|aDUR
168	13313 36216	6	   	245.83	DCR|3VULN|2DUR|1TLV|2LIT	1FEWX|27DUR|35LIT|489VULN|6RCR|aTLV
169	33313 36216	6	   	245.83	DCR|3VULN|2DUR|1TLV|2LIT	1LHND|27DUR|35LIT|489VULN|6RCR|aTLV
170	53211 23245	3	   	245.80	DCR|3VULN|2DMG|1DUR|1AART	1BELT|2DUR|3AART|46DMG|56aVULN|6BPWR|7LIT|8RCR|9DUST
171	26254 11224	5	   	245.75	DCR|4VULN|1TLV|2ASPD	1aASPD|238aVULN|4LIT|5TLV|6RCR|7aBEXP|9MBVNT|aBPWR
