0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63122 13631	6	 * 	298.03	DCR|3VULN|3DMG|2DUR|1TLV|1CDMG	19DUR|29aVULN|3LEGI|4TLV|5CDMG|689DMG|7RCR|9BPWR
47	63122 13636	6	   	273.34	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	19DUR|29VULN|3LEGI|4TLV|5CDMG|689DMG|7RCR|9BPWR|aLWND
48	63631 32234	2	 * 	273.28	DCR|3VULN|3DUR|2DMG|2AART	159DUR|289VULN|3RMIN|49DMG|67AART|9BPWR|aRCR
49	63132 13531	6	   	272.87	DCR|3VULN|2TLV|2DUR|1DMG|1CDMG	19DUR|29aVULN|3LEGI|4RMIN|5CDMG|6DMG|7RCR|89TLV|9BPWR
50	63134 33531	6	   	272.87	DCR|3VULN|2TLV|2DUR|1DMG|1CDMG	19DUR|29aVULN|3LEGI|4RMIN|5DMG|6CDMG|7RCR|89TLV|9BPWR
51	63152 52133	7	   	272.87	DCR|3VULN|2TLV|2DUR|1DMG|1CDMG	19DUR|279VULN|3LEGI|4DMG|5CDMG|69TLV|8RCR|9BPWR|aZMB
52	63152 13531	5	   	272.77	DCR|3VULN|3TLV|2DUR|1DMG|1CDMG	19DUR|29aVULN|3LEGI|4DMG|5CDMG|689TLV|7RCR|9BPWR
53	63152 52132	7	   	272.77	DCR|3VULN|2TLV|2DUR|1DMG|1CDMG	19DUR|279VULN|3LEGI|4DMG|5CDMG|69TLV|8RCR|9BPWR|aBBNT
54	63222 13431	6	   	272.77	DCR|3VULN|1TLV|1DMG|2CDMG|2ASPD|1DUR	1DUR|29aVULN|3LWND|4TLV|59CDMG|6DMG|7RCR|89ASPD|9BPWR
55	63322 13431	6	   	272.77	DCR|3VULN|1TLV|1DMG|2CDMG|2ASPD|1DUR	1DUR|29aVULN|3TLV|4LWND|59CDMG|6DMG|7RCR|89ASPD|9BPWR
56	63362 13431	6	   	272.77	DCR|3VULN|1TLV|1DMG|2CDMG|2ASPD|1DUR	1DUR|29aVULN|3TLV|4LHND|59CDMG|6DMG|7RCR|89ASPD|9BPWR
57	63522 13431	6	   	272.77	DCR|3VULN|1TLV|1DMG|2CDMG|2ASPD|1DUR	1DUR|29aVULN|3LHND|4TLV|59CDMG|6DMG|7RCR|89ASPD|9BPWR
58	36511 52213	3	 * 	272.57	DCR|3VULN|3DUR|1TLV|1DMG	1LIT|248VULN|349DUR|4BPWR|5ERES|6DMG|7RCR|aTLV
59	36514 32213	3	   	272.57	DCR|3VULN|3DUR|1TLV|1DMG	1LIT|248VULN|349DUR|4BPWR|5DMG|6ERES|7RCR|aTLV
60	64332 52213	3	   	272.57	DCR|3VULN|3DUR|1TLV|1DMG	159DUR|2ERES|3LIT|458VULN|5BPWR|6DMG|7RCR|aTLV
61	36282 42347	4	 * 	272.23	DCR|5VULN|3TLV|2LIT	17LIT|2578aVULN|3MBVNT|457TLV|57BPWR|6RCR|9AART
62	53331 35152	3	   	271.90	DCR|3VULN|3DUR|2DMG|2ASPD	1LEGI|27aVULN|34DMG|57ASPD|678DUR|7BPWR|9RCR
63	63124 32133	7	 * 	271.10	DCR|3VULN|2DUR|1TLV|1DMG|2CDMG	19DUR|279VULN|3LEGI|4TLV|5DMG|69CDMG|8RCR|9BPWR|aZMB
64	63124 32134	7	   	271.10	DCR|3VULN|2DUR|1TLV|1DMG|2CDMG	19DUR|279VULN|3LEGI|4TLV|5DMG|69CDMG|8RCR|9BPWR|aLWND
65	63124 32136	7	   	271.10	DCR|3VULN|2DUR|1TLV|1DMG|2CDMG	19DUR|279VULN|3LEGI|4TLV|5DMG|69CDMG|8RCR|9BPWR|aCGEN
66	63124 32132	7	   	271.00	DCR|3VULN|2DUR|1TLV|1DMG|2CDMG	19DUR|279VULN|3LEGI|4TLV|5DMG|69CDMG|8RCR|9BPWR|aBBNT
67	63124 32135	7	   	271.00	DCR|3VULN|2DUR|1TLV|1DMG|2CDMG	19DUR|279VULN|3LEGI|4TLV|5DMG|69CDMG|8RCR|9BPWR|aTBNT
68	63122 12136	6	   	270.91	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	179DUR|29VULN|3LEGI|4TLV|5CDMG|69DMG|8RCR|9BPWR|aMLV
69	63122 12132	6	   	270.81	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	179DUR|29VULN|3LEGI|4TLV|5CDMG|69DMG|8RCR|9BPWR|aTBNT
70	63122 66132	6	   	270.81	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	169DUR|29VULN|3LEGI|4TLV|5CDMG|79DMG|8RCR|9BPWR|aTBNT
71	36282 44713	4	   	270.43	DCR|3VULN|2DMG|2TLV|1DUR	1LIT|25aVULN|3MBVNT|45TLV|5BPWR|6RCR|78DMG|9DUR
72	63152 12131	5	   	269.71	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	179DUR|29VULN|3LEGI|4DMG|5CDMG|69TLV|8RCR|9BPWR|aASPD
73	63152 52131	6	   	269.71	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	179DUR|29VULN|3LEGI|4DMG|5CDMG|69TLV|8RCR|9BPWR|aASPD
74	63213 21533	8	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	19DUR|289VULN|3LWND|4RCVC|5RPLT|6TLV|79DMG|9BPWR|aRCR
75	63335 21533	8	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	19DUR|289VULN|3TLV|4RCVC|5RPLT|6LHND|79DMG|9BPWR|aRCR
76	63344 22333	6	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	19DUR|269VULN|3TLV|4BEXP|59DMG|7RPLT|8DMSP|9BPWR|aRCR
77	66632 22311	3	   	268.74	DCR|4VULN|2DUR|1TLV	15DUR|2TLV|3LIT|459aVULN|5BPWR|6ZMB|7RCR|8ASPD
78	66632 22311	2	   	268.74	DCR|4VULN|2DUR|1TLV	15DUR|2TLV|3LIT|459aVULN|5BPWR|6ZMB|7RCR|8ASPD
79	63224 26133	6	   	268.58	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	19DUR|269VULN|3LWND|4TLV|59DMG|7SELL|8RCR|9BPWR|aZMB
80	63324 26133	6	   	268.58	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	19DUR|269VULN|3TLV|4LWND|59DMG|7SELL|8RCR|9BPWR|aZMB
81	62421 22316	2	   	268.48	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	18DUR|2SELL|3TBNT|4BELT|5TLV|68aVULN|78DMG|8BPWR|9RCR
82	63224 26132	6	   	268.48	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	19DUR|269VULN|3LWND|4TLV|59DMG|7SELL|8RCR|9BPWR|aBBNT
83	63324 26132	6	   	268.48	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	19DUR|269VULN|3TLV|4LWND|59DMG|7SELL|8RCR|9BPWR|aBBNT
