0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22153 12114	8	 * 	308.57	DCR|3VULN|3DMG|3DUR|3CDMG|1NUKE	137DMG|2NUKE|49aVULN|59aDUR|6RCR|89aCDMG|9aBPWR
59	31222 51251	3	   	288.79	DCR|4VULN|2DMG|1TLV|1DUR|1ASPD	1578VULN|2BEXP|3ASPD|45DMG|5BPWR|6DUR|9RCR|aTLV
60	22351 14632	8	 * 	288.35	DCR|3VULN|2DMG|2DUR|2ASPD|1CDMG|1NUKE	1aDMG|2NUKE|37aVULN|45DUR|6RCR|8CDMG|9aASPD|aBPWR
61	11311 21411	8	   	288.17	DCR|3VULN|2DMG|1TLV|2LIT|1CDMG|1ASPD	18LIT|28aVULN|3AART|4CDMG|5TLV|6RCR|78DMG|8BPWR|9ASPD
62	22361 12331	8	   	288.17	DCR|3VULN|3DMG|3LIT|1TLV|1CDMG|1NUKE	157DMG|2NUKE|378VULN|478LIT|6RCR|78BPWR|9TLV|aCDMG
63	22361 12331	9	   	288.17	DCR|3VULN|3DMG|3LIT|1TLV|1CDMG|1NUKE	157DMG|2NUKE|378VULN|478LIT|6RCR|78BPWR|9TLV|aCDMG
64	22361 12351	8	   	288.17	DCR|3VULN|3DMG|3LIT|1DUR|1CDMG|1NUKE	157DMG|2NUKE|378VULN|478LIT|6RCR|78BPWR|9CDMG|aDUR
65	22155 12331	9	   	288.17	DCR|3VULN|3DMG|3LIT|1TLV|1CDMG|1NUKE	137DMG|2NUKE|478VULN|578LIT|6RCR|78BPWR|9TLV|aCDMG
66	22155 12331	8	   	288.17	DCR|3VULN|3DMG|3LIT|1TLV|1CDMG|1NUKE	137DMG|2NUKE|478VULN|578LIT|6RCR|78BPWR|9TLV|aCDMG
67	22155 12351	8	   	288.17	DCR|3VULN|3DMG|3LIT|1DUR|1CDMG|1NUKE	137DMG|2NUKE|478VULN|578LIT|6RCR|78BPWR|9CDMG|aDUR
68	21322 62225	9	 * 	288.05	ACR|4VULN|3DMG|2DUR|2TLV	17aDMG|2RCR|3LIT|457aVULN|67TLV|7aBPWR|8MLV|9aDUR
69	21322 62425	9	   	287.95	ACR|4VULN|3DMG|2DUR|2TLV	17aDMG|2RCR|3LIT|457aVULN|67TLV|7aBPWR|8ERES|9aDUR
70	31222 51253	3	   	287.13	DCR|4VULN|2DMG|2DUR|1ASPD	1578VULN|2BEXP|3ASPD|45DMG|5BPWR|6aDUR|9RCR
71	33441 72312	5	   	286.72	DCR|4VULN|3DUR|1DMG|2LIT	1689VULN|2DMG|3MBVNT|48LIT|568DUR|68BPWR|7RPLT|aRCR
72	33448 72312	4	   	286.72	DCR|4VULN|3DUR|1DMG|2LIT	1689VULN|2DMG|3MBVNT|48LIT|568DUR|68BPWR|7RPLT|aRCR
73	22366 23632	3	   	286.04	DCR|5VULN|2DMG|2ASPD|1NUKE	1aDMG|2NUKE|3468aVULN|5RPLT|7RCR|9aASPD|aBPWR
74	33324 32151	4	   	286.00	DCR|4VULN|2DMG|1TLV|1DUR	145aVULN|27DMG|3LIT|6RCR|8DUR|9TLV
75	33364 32151	3	   	286.00	DCR|4VULN|2DMG|1TLV|1DUR	145aVULN|27DMG|3LIT|6RCR|8DUR|9TLV
76	31111 33351	1	   	285.62	DCR|3VULN|3DMG|2TLV|1DUR|1ASPD	12aVULN|35aDMG|4ASPD|6RPLT|7RCR|8DUR|9aTLV|aBPWR
77	33311 33351	2	   	285.62	DCR|3VULN|3DMG|2TLV|1DUR|1ASPD	13aVULN|25aDMG|4ASPD|6RPLT|7RCR|8DUR|9aTLV|aBPWR
78	33442 62426	10	   	284.43	DCR|4VULN|2DMG|2DUR	158aVULN|2aDMG|3MBVNT|4LIT|6BEXP|7aDUR|9RCR|aBPWR
79	33324 34522	4	   	284.33	DCR|4VULN|2DMG|2DUR	145aVULN|2aDMG|3LIT|6RCR|79ERES|8aDUR|aBPWR
80	33324 34532	3	   	283.99	DCR|3VULN|3DMG|2DUR|2LIT	15aVULN|29aDMG|34LIT|6RCR|7ERES|8aDUR|aBPWR
81	33341 66232	4	   	283.99	DCR|3VULN|3DMG|2DUR|2LIT	18aVULN|29aDMG|37LIT|4ERES|5aDUR|6RCR|aBPWR
82	11311 21454	10	   	283.48	DCR|3VULN|2DMG|2CDMG|1TLV|2LIT	18LIT|28aVULN|3AART|49CDMG|5TLV|6RCR|78DMG|8BPWR
83	33431 28811	5	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	168VULN|28DMG|3MBVNT|4CDMG|5TLV|78DUR|8BPWR|9FEWX|aRCR
84	33431 61811	7	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	168VULN|28DMG|3MBVNT|4CDMG|5TLV|78DUR|8BPWR|9FEWX|aRCR
85	33431 71211	9	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	19aVULN|2aDMG|3MBVNT|4CDMG|5TLV|6aDUR|7RMIN|8RCR|aBPWR
86	33153 12285	7	   	283.28	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	168VULN|24DMG|3CDMG|56DUR|6BPWR|7MBVNT|9TLV|aRCR
87	33153 12445	7	   	283.28	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	169VULN|24DMG|3CDMG|56DUR|6BPWR|7MBVNT|8TLV|aRCR
88	22361 12112	7	   	283.06	DCR|3VULN|3DMG|1DUR|2LIT|1CDMG|1NUKE	157DMG|2NUKE|379VULN|47LIT|6RCR|7BPWR|8DUR|aCDMG
89	22361 12652	7	   	283.06	DCR|3VULN|3DMG|1DUR|2LIT|1CDMG|1NUKE	157DMG|2NUKE|378VULN|47LIT|6RCR|7BPWR|9DUR|aCDMG
90	22155 12112	7	   	283.06	DCR|3VULN|3DMG|1DUR|2LIT|1CDMG|1NUKE	137DMG|2NUKE|479VULN|57LIT|6RCR|7BPWR|8DUR|aCDMG
91	25632 15112	9	   	282.99	DCR|3VULN|3DMG|2DUR|1CDMG	16aDMG|2DMSP|3aBEXP|4CDMG|567VULN|6aBPWR|8RCR|9aDUR
92	26162 15112	9	   	282.99	DCR|3VULN|3DMG|2DUR|1CDMG	16aDMG|2aLWND|3CDMG|4RCVC|567VULN|6aBPWR|8RCR|9aDUR
93	43152 15112	9	   	282.99	DCR|3VULN|3DMG|2DUR|1CDMG	16aLWND|24aDMG|3CDMG|567VULN|6aBPWR|8RCR|9aDUR
94	33153 55132	8	   	282.89	DCR|3VULN|3DMG|2DUR|1CDMG	17aVULN|24aDMG|3CDMG|56DUR|8RCR|9aLHND|aBPWR
95	33155 15112	9	   	282.89	DCR|3VULN|3DMG|2DUR|1CDMG	17aVULN|24aDMG|3CDMG|5DMSP|6LHND|8RCR|9aDUR|aBPWR
96	33516 31334	6	   	282.85	DCR|4VULN|2DMG|2ASPD|1DUR	157aVULN|2aDMG|3FEWX|4RPLT|6DUR|8RCR|9aASPD|aBPWR
97	33524 31334	6	   	282.85	DCR|4VULN|2DMG|2ASPD|1DUR	147aVULN|2aDMG|3FEWX|5RPLT|6DUR|8RCR|9aASPD|aBPWR
98	33153 15111	8	   	282.79	DCR|3VULN|3DMG|2DUR|1CDMG	167VULN|249DMG|3CDMG|56DUR|6BPWR|8RCR|aMLV
99	33153 15114	8	   	282.79	DCR|3VULN|3DMG|2DUR|1CDMG	167VULN|249DMG|3CDMG|56DUR|6BPWR|8RCR|aZMB
100	33163 15111	8	   	282.79	DCR|3VULN|3DMG|2DUR|1CDMG	167VULN|29aDMG|3CDMG|4RCVC|56DUR|6BPWR|8RCR
101	31116 33346	1	   	282.75	DCR|4VULN|2DMG|2ASPD|1DUR	129aVULN|36DMG|46ASPD|5RPLT|6BPWR|7RCR|8DUR
102	33316 33346	2	   	282.75	DCR|4VULN|2DMG|2ASPD|1DUR	139aVULN|26DMG|46ASPD|5RPLT|6BPWR|7RCR|8DUR
103	22112 15231	1	   	282.72	DCR|3VULN|3DUR|2DMG|1TLV|1SELL	14DMG|2SELL|345DUR|4BPWR|6RCR|79aVULN|8TLV
104	33112 16254	4	   	282.69	DCR|3VULN|3DMG|2DUR|1CDMG	18aVULN|28aDMG|3CDMG|49DUR|5TBNT|6RCR|78aDUST|8aBPWR
105	33153 12215	7	   	282.69	DCR|3VULN|3DMG|2DUR|1CDMG	168VULN|249DMG|3CDMG|56DUR|6BPWR|7MBVNT|aRCR
106	33153 12883	7	   	282.69	DCR|3VULN|3DMG|2DUR|1CDMG	16aVULN|248DMG|3CDMG|56DUR|6BPWR|7MBVNT|9RCR
107	33153 55122	9	   	282.69	DCR|3VULN|3DMG|2DUR|1CDMG	17aVULN|24aDMG|3CDMG|56DUR|8RCR|9aDUST|aBPWR
108	33153 15116	8	   	282.69	DCR|3VULN|3DMG|2DUR|1CDMG	167VULN|249DMG|3CDMG|56DUR|6BPWR|8RCR|aDUST
109	33153 15122	10	   	282.69	DCR|3VULN|3DMG|2DUR|1CDMG	167VULN|24aDMG|3CDMG|56DUR|6BPWR|8RCR|9DUST
110	22452 13314	8	   	282.56	DCR|3VULN|3DMG|3DUR|1NUKE	19aDMG|2NUKE|3LWND|49aDUR|5DMSP|6RCR|7RPLT|89aVULN|9aBPWR
111	21424 45373	4	 * 	282.47	ACR|4VULN|3DMG|3DUR	15aDMG|2RCR|3MBVNT|457aVULN|5aBPWR|68aDUR|9AART
112	24212 15214	4	   	282.32	DCR|3VULN|3DMG|3DUR|1SELL	18aDMG|29BEXP|3SELL|48aDUR|5TBNT|6RCR|78aVULN|8aBPWR
113	22346 33632	3	   	282.26	DCR|4VULN|3DMG|2ASPD|1NUKE	16aDMG|2NUKE|368aVULN|4RCVC|5RPLT|6aBPWR|7RCR|9aASPD
114	22156 23632	4	   	282.16	DCR|4VULN|3DMG|2ASPD|1NUKE	13aDMG|2NUKE|468aVULN|5RPLT|7RCR|9aASPD|aBPWR
115	31111 33634	1	   	282.16	DCR|4VULN|3DMG|2ASPD	128aVULN|359DMG|4aASPD|6RPLT|7RCR|aBPWR
116	31116 33633	1	   	282.16	DCR|4VULN|3DMG|2ASPD	128aVULN|369DMG|46ASPD|5RPLT|6BPWR|7RCR
117	33311 33634	2	   	282.16	DCR|4VULN|3DMG|2ASPD	138aVULN|259DMG|4aASPD|6RPLT|7RCR|aBPWR
118	33316 33633	2	   	282.16	DCR|4VULN|3DMG|2ASPD	138aVULN|269DMG|46ASPD|5RPLT|6BPWR|7RCR
119	22111 53311	1	   	282.12	DCR|3VULN|3DMG|3DUR|1SELL	147DMG|2SELL|346DUR|47BPWR|579VULN|8TBNT|aRCR
120	22111 53511	1	   	282.12	DCR|3VULN|3DMG|3DUR|1SELL	147DMG|2SELL|346DUR|47BPWR|579VULN|8BBNT|aRCR
121	22112 53311	1	   	282.12	DCR|3VULN|3DMG|3DUR|1SELL	147DMG|2SELL|345DUR|47BPWR|679VULN|8TBNT|aRCR
122	22112 53511	1	   	282.12	DCR|3VULN|3DMG|3DUR|1SELL	147DMG|2SELL|345DUR|47BPWR|679VULN|8BBNT|aRCR
123	22153 12414	7	   	282.12	DCR|3VULN|3DMG|3DUR|1NUKE|1SELL	137DMG|2NUKE|49aVULN|59aDUR|6RCR|8SELL|9aBPWR
124	22153 12414	6	   	282.12	DCR|3VULN|3DMG|3DUR|1NUKE|1SELL	137DMG|2NUKE|49aVULN|59aDUR|6RCR|8SELL|9aBPWR
125	33324 32651	3	   	280.91	DCR|4VULN|3DMG|3LIT	1589VULN|279DMG|349LIT|6RCR|9BPWR|aLHND
126	33324 32652	3	   	280.91	DCR|4VULN|3DMG|3LIT	1589VULN|279DMG|349LIT|6RCR|9BPWR|aRPLT
127	33324 32653	3	   	280.91	DCR|4VULN|3DMG|3LIT	1589VULN|279DMG|349LIT|6RCR|9BPWR|aLWND
128	31222 51255	3	   	280.85	DCR|4VULN|2DMG|1DUR|1ASPD	1578VULN|2BEXP|3ASPD|45DMG|5BPWR|6DUR|9RCR|aLIT
129	33625 16113	8	   	280.78	DCR|5VULN|3DMG	14789VULN|278DMG|39LHND|59ERES|678ZMB|789BPWR|aRCR
130	33324 32632	4	   	280.75	DCR|4VULN|2DMG|1TLV|1ASPD	1458VULN|27DMG|3LIT|6RCR|9ASPD|aTLV
131	33364 32632	3	   	280.75	DCR|4VULN|2DMG|1TLV|1ASPD	1458VULN|27DMG|3LIT|6RCR|9ASPD|aTLV
132	31222 51351	3	   	280.74	DCR|3VULN|2DMG|2DUR|1TLV|1ASPD	157VULN|2BEXP|3ASPD|45DMG|5BPWR|68DUR|9RCR|aTLV
133	11512 26236	1	   	280.51	DCR|3VULN|3DMG|1DUR|2LIT|1ASPD	17LIT|2ASPD|357VULN|4RPLT|678DMG|7BPWR|9DUR|aRCR
134	33126 42232	2	   	280.38	DCR|5VULN|3DMG	1489aVULN|248DMG|3BBNT|48BPWR|5RPLT|6MBVNT|7RCR
135	22156 31233	4	   	280.38	DCR|5VULN|3DMG|1NUKE	136DMG|2NUKE|4678aVULN|5RPLT|6BPWR|9RCR
136	22156 31234	4	   	280.38	DCR|5VULN|3DMG|1NUKE	136DMG|2NUKE|4678aVULN|5RPLT|6aBPWR|9RCR
137	33153 15111	9	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|569DUR|6BPWR|8RCR|aLWND
138	33153 15111	10	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|569DUR|6BPWR|8RCR|aRCVC
139	33153 15112	10	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|569DUR|6BPWR|8RCR|aLWND
140	33153 15113	10	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|569DUR|6BPWR|8RCR|aZMB
141	33153 15114	9	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|569DUR|6BPWR|8RCR|aMLV
142	33153 15114	10	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|569DUR|6BPWR|8RCR|aRMIN
143	33153 15115	10	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|569DUR|6BPWR|8RCR|aBEXP
144	33153 15116	10	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|569DUR|6BPWR|8RCR|aLHND
145	33153 15161	8	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|569DUR|6BPWR|8RCR|aLWND
146	33153 15122	8	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|56aDUR|6BPWR|8RCR|9CGEN
147	33153 15142	9	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|56aDUR|6BPWR|8RCR|9ZMB
148	33153 15152	9	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|56aDUR|6BPWR|8RCR|9CGEN
149	25316 33351	3	   	280.27	DCR|3VULN|2DMG|2ASPD|2TLV|1DUR	1aDMG|2DMSP|36aVULN|46ASPD|5RPLT|6aBPWR|7RCR|8DUR|9aTLV
150	33153 15112	9	   	280.26	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|569DUR|6BPWR|8RCR|aDUST
151	33153 15123	10	   	280.26	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|56aDUR|6BPWR|8RCR|9DUST
152	33153 15142	8	   	280.26	DCR|3VULN|3DUR|2DMG|1CDMG|1NUKE	167VULN|24DMG|3CDMG|56aDUR|6BPWR|8RCR|9NUKE
153	33153 15162	8	   	280.26	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|569DUR|6BPWR|8RCR|aDUST
154	33153 15214	10	   	280.26	DCR|3VULN|3DUR|2DMG|1CDMG	167VULN|24DMG|3CDMG|569DUR|6BPWR|8DUST|aRCR
155	33324 31452	3	   	280.21	DCR|4VULN|2DMG|2TLV|2LIT	158aVULN|2aDMG|34LIT|6RCR|7LWND|9aTLV|aBPWR
156	33324 33452	3	   	280.21	DCR|4VULN|2DMG|2TLV|2LIT	158aVULN|2aDMG|34LIT|6RCR|7FEWX|9aTLV|aBPWR
157	21463 23351	1	   	280.17	DCR|3VULN|2DMG|2ASPD|2TLV|1DUR	1aDMG|2RPLT|36aVULN|45ASPD|7RCR|8DUR|9aTLV|aBPWR
158	22343 14632	8	   	280.05	DCR|4VULN|2DMG|2ASPD|1CDMG|1NUKE	1aDMG|2NUKE|357aVULN|4DUST|6RCR|8CDMG|9aASPD|aBPWR
159	31116 16341	1	 * 	279.75	DCR|4VULN|2DUR|2ASPD|1DMG	129aVULN|3DMG|49ASPD|5RPLT|69DUR|7TBNT|8RCR|9BPWR
160	33316 16341	2	   	279.75	DCR|4VULN|2DUR|2ASPD|1DMG	139aVULN|2DMG|49ASPD|5RPLT|69DUR|7TBNT|8RCR|9BPWR
161	33324 32661	4	   	279.59	DCR|5VULN|2DMG|2LIT	1458aVULN|27DMG|39LIT|6RCR
162	21152 12272	7	   	279.55	ACR|4VULN|3DMG|2DUR|2CDMG	14aDMG|2RCR|36CDMG|568aVULN|6aBPWR|7MBVNT|9aDUR
163	21152 15212	9	   	279.55	ACR|4VULN|3DMG|2DUR|2CDMG	14aDMG|2RCR|36CDMG|567aVULN|6aBPWR|8MBVNT|9aDUR
164	21152 15272	8	   	279.55	ACR|4VULN|3DMG|2DUR|2CDMG	14aDMG|2RCR|36CDMG|567aVULN|6aBPWR|8MBVNT|9aDUR
165	21321 32655	4	 * 	279.40	ACR|5VULN|3DMG|1TLV|2LIT	179DMG|2RCR|39LIT|45689VULN|9BPWR|aTLV
166	21322 32655	5	   	279.40	ACR|5VULN|3DMG|1TLV|2LIT	179DMG|2RCR|39LIT|45689VULN|9BPWR|aTLV
167	25211 14522	6	   	279.24	DCR|2VULN|3DMG|2DUR|1TLV|1ASPD	138DMG|2DMSP|48DUR|5TLV|6ASPD|78VULN|8BPWR|9AART|aRCR
