0	Index      	 *	Score 	Summary	Detail	
1	31335 55311	 * 	221.36	DCR|2VULN|2AART|2DMG|1ASPD	1CGEN|2LWND|35AART|47DMG|6RCR|8ASPD|9aVULN
15	31312 34541	   	203.53	DCR|3VULN|1AART|1ASPD|1DMG	1CGEN|2LWND|3AART|4AELBLL|5DMG|69aVULN|7RCR|8ASPD
16	31331 34541	   	203.53	DCR|3VULN|1AART|1ASPD|1DMG	15CGEN|2LWND|3AART|4DMG|69aVULN|7RCR|8ASPD
17	34332 42511	 * 	203.39	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB	1CGEN|2VULN|3AART|4ASPD|57DMG|6BASFIG|8CDMG|9ZMB|aRCR
18	31332 34511	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|2LWND|3AART|45DMG|6aVULN|7RCR|8ASPD|9RCVC
19	31332 34542	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|2LWND|3AART|45DMG|69VULN|7RCR|8ASPD|aLIT
20	31332 34543	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	1aCGEN|2LWND|3AART|45DMG|69VULN|7RCR|8ASPD
21	31332 64343	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|2LWND|3AART|45DMG|6FEWX|7RCR|8ASPD|9aVULN
22	31412 34511	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|2LWND|35DMG|4AART|6aVULN|7RCR|8ASPD|9RCVC
23	31332 34533	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|2LWND|3AART|45DMG|6aVULN|7RCR|8ASPD|9DUST
24	31412 34533	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|2LWND|35DMG|4AART|6aVULN|7RCR|8ASPD|9DUST
25	34453 33232	   	202.85	DCR|3VULN|2ASPD|1DMG|1AAC	19CGEN|249VULN|3DMG|5BELT|6RCR|7ERES|89ASPD|9BPWR|aAAC
26	23621 34361	   	202.11	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CGEN|3VULN|4ZMB|5DMG|6RCR|7ASPD|8CDMG|9DUR|aAART
27	31332 34266	 * 	201.95	DCR|2VULN|2DMG|1MDPS|1AART|1SELL	1CGEN|2LWND|3AART|45DMG|68VULN|7RCR|9SELL|aMDPS
28	13621 36115	 * 	201.88	ACR|3VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1RCR|2CGEN|367VULN|4ZMB|5DMG|8ASPD|9DUR|aAART
29	31335 34511	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG	1CGEN|2LWND|35AART|4DMG|6aVULN|7RCR|8ASPD|9RCVC
30	34342 51223	 * 	201.72	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|24aVULN|3AART|5DMG|6RCR|7RPLT|8FEWX|9CDMG
31	31335 34533	   	201.68	DCR|2VULN|2AART|1ASPD|1DMG	1CGEN|2LWND|35AART|4DMG|6aVULN|7RCR|8ASPD|9DUST
32	34342 51231	   	201.55	DCR|3VULN|2AART|1DMG	1CGEN|249VULN|3aAART|5DMG|6RCR|7RPLT|8FEWX
33	31332 51543	 * 	201.48	DCR|2VULN|2DMG|1AART|1CDMG	1CGEN|2LWND|3AART|45DMG|6RCR|7RPLT|8CDMG|9aVULN
34	34412 51223	   	201.48	DCR|2VULN|2DMG|1AART|1CDMG	1CGEN|2aVULN|35DMG|4AART|6RCR|7RPLT|8FEWX|9CDMG
35	34453 33323	   	201.48	DCR|2VULN|2DMG|1AART|1CDMG	18CGEN|24VULN|38DMG|5BELT|6RCR|78ERES|8BPWR|9CDMG|aAART
36	34412 51231	   	201.30	DCR|2VULN|2AART|2DMG	1CGEN|29VULN|35DMG|4aAART|6RCR|7RPLT|8FEWX
37	31332 55114	   	201.16	DCR|3DMG|2AART|1ASPD|1DUR	1CGEN|2LWND|39AART|457DMG|6RCR|8ASPD|aDUR
38	31332 34141	   	201.06	DCR|3VULN|2DMG|1AART	1CGEN|2LWND|3AART|45DMG|69aVULN|7RCR|8AME
39	31332 34211	   	201.06	DCR|3VULN|2DMG|1AART	1CGEN|2LWND|3AART|45DMG|68aVULN|7RCR|9RMIN
40	31412 34141	   	201.06	DCR|3VULN|2DMG|1AART	1CGEN|2LWND|35DMG|4AART|69aVULN|7RCR|8AME
41	31412 34211	   	201.06	DCR|3VULN|2DMG|1AART	1CGEN|2LWND|35DMG|4AART|68aVULN|7RCR|9RMIN
42	31335 55312	   	200.98	DCR|2AART|2DMG|1VULN|1ASPD	1CGEN|2LWND|35AART|47DMG|6RCR|8ASPD|9VULN|aLIT
43	31335 55313	   	200.98	DCR|2AART|2DMG|1VULN|1ASPD	1aCGEN|2LWND|35AART|47DMG|6RCR|8ASPD|9VULN
44	26221 12345	   	200.96	DCR|3VULN|2AART|1MDPS|2CDMG	179DUST|2MDPS|39CDMG|45AART|69aVULN|8RCR|9BPWR
45	31312 55314	   	200.56	DCR|3DMG|1AART|1VULN|1ASPD	1CGEN|2LWND|3AART|4AELBLL|57aDMG|6RCR|8ASPD|9VULN
46	31331 55314	   	200.56	DCR|3DMG|1VULN|1AART|1ASPD	15CGEN|2LWND|3AART|47aDMG|6RCR|8ASPD|9VULN
47	31332 55163	   	200.56	DCR|3DMG|1VULN|1AART|1ASPD	1CGEN|29LWND|3AART|457DMG|6RCR|8ASPD|aVULN
48	51223 26523	 * 	200.14	DCR|2VULN|2DMG|2ASPD|1DUR	15BEXP|2aDUST|3DUR|45VULN|5aBPWR|6aASPD|7LWND|8RCR|9aDMG
49	34335 51223	 * 	199.96	DCR|2VULN|2AART|1ASPD|1CDMG	1CGEN|2aVULN|35AART|4ASPD|6RCR|7RPLT|8FEWX|9CDMG
50	31335 34141	   	199.55	DCR|3VULN|2AART|1DMG	1CGEN|2LWND|35AART|4DMG|69aVULN|7RCR|8AME
51	31335 34211	   	199.55	DCR|3VULN|2AART|1DMG	1CGEN|2LWND|35AART|4DMG|68aVULN|7RCR|9RMIN
52	31415 34211	   	199.55	DCR|3VULN|2AART|1DMG	1CGEN|2LWND|3DMG|45AART|68aVULN|7RCR|9RMIN
53	34312 24243	   	199.35	DCR|3VULN|2AART|1DMG	1CGEN|28aVULN|39AART|4TLV|5DMG|6ERES|7RCR
54	31335 34214	   	199.30	DCR|2VULN|2AART|2DMG	1CGEN|2LWND|35AART|4aDMG|68VULN|7RCR|9RMIN
55	31332 34241	   	199.30	DCR|2VULN|2AART|2DMG	1CGEN|2aLWND|39AART|45DMG|68VULN|7RCR
56	31332 34242	   	199.30	DCR|2VULN|2AART|2DMG	1CGEN|2LWND|39AART|45DMG|68VULN|7RCR|aMLV
57	31332 34244	   	199.30	DCR|2VULN|2AART|2DMG	1CGEN|2LWND|39AART|45DMG|68VULN|7RCR|aRPLT
58	31332 34246	   	199.30	DCR|2VULN|2AART|2DMG	1CGEN|2LWND|39AART|45DMG|68VULN|7RCR|aAME
59	31332 64216	   	199.30	DCR|2VULN|2AART|2DMG	1CGEN|2LWND|39AART|45DMG|6FEWX|7RCR|8aVULN
60	31412 34241	   	199.30	DCR|2VULN|2AART|2DMG	1CGEN|2aLWND|35DMG|49AART|68VULN|7RCR
61	31412 34242	   	199.30	DCR|2VULN|2AART|2DMG	1CGEN|2LWND|35DMG|49AART|68VULN|7RCR|aMLV
62	31335 34234	   	199.20	DCR|2VULN|2AART|2DMG	1CGEN|2LWND|35AART|4aDMG|68VULN|7RCR|9ERES
63	31332 34243	   	199.20	DCR|2VULN|2AART|2DMG	1CGEN|2LWND|39AART|45DMG|68VULN|7RCR|aTLV
64	31332 34245	   	199.20	DCR|2VULN|2AART|2DMG	1CGEN|2LWND|39AART|45DMG|68VULN|7RCR|aDUST
65	31412 34243	   	199.20	DCR|2VULN|2AART|2DMG	1CGEN|2LWND|35DMG|49AART|68VULN|7RCR|aTLV
66	11451 24131	 * 	199.02	ACR|4VULN|3DMG|1ZMB	1RCR|267MLV|357DMG|4789VULN|78BPWR|aZMB
67	31332 64351	   	198.98	DCR|2AART|2DMG|1VULN|1ASPD	1CGEN|2LWND|39AART|45DMG|6FEWX|7RCR|8ASPD|aVULN
68	31332 34144	 * 	198.88	DCR|3DMG|2VULN|1AART	1CGEN|2LWND|3AART|45aDMG|69VULN|7RCR|8AME
69	31332 34214	   	198.88	DCR|3DMG|2VULN|1AART	1CGEN|2LWND|3AART|45aDMG|68VULN|7RCR|9RMIN
70	31412 34214	   	198.88	DCR|3DMG|2VULN|1AART	1CGEN|2LWND|35aDMG|4AART|68VULN|7RCR|9RMIN
71	31332 34234	   	198.78	DCR|3DMG|2VULN|1AART	1CGEN|2LWND|3AART|45aDMG|68VULN|7RCR|9ERES
72	31332 34634	   	198.78	DCR|3DMG|2VULN|1AART	1CGEN|2LWND|3AART|45aDMG|69VULN|7RCR|8ERES
73	31412 34234	   	198.78	DCR|3DMG|2VULN|1AART	1CGEN|2LWND|35aDMG|4AART|68VULN|7RCR|9ERES
74	31332 34514	   	198.56	DCR|3DMG|1VULN|1AART|1ASPD	1CGEN|2LWND|3AART|45aDMG|6VULN|7RCR|8ASPD|9RCVC
75	31332 34525	   	198.56	DCR|3DMG|1AART|1VULN|1ASPD	1aCGEN|2LWND|3AART|45aDMG|6VULN|7RCR|8ASPD|9aERES|aBPWR
76	34521 34173	   	197.97	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	17CGEN|27VULN|3DUR|4ZMB|57DMG|6MBVNT|7BPWR|8LHND|9RCR|aAART
77	22621 34231	   	197.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1DUST|2ERES|39VULN|4ZMB|5DMG|6RCR|7ASPD|8CGEN|aAART
78	23621 34131	   	197.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1DUST|2CGEN|39VULN|4ZMB|5DMG|6RCR|7ASPD|8TLV|aAART
79	24621 34231	   	197.84	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1DUST|2AAC|39VULN|4ZMB|5DMG|6RCR|7ASPD|8CGEN|aAART
80	32535 32632	 * 	197.74	DCR|2VULN|1ASPD|1DMG|1NUKE|2SPLREG	19CGEN|2RCVC|3ASPD|49VULN|5DMG|6RCR|7LIT|89SPLREG|9BPWR|aNUKE
81	22621 34131	   	197.74	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1DUST|2ERES|39VULN|4ZMB|5DMG|6RCR|7ASPD|8TLV|aAART
82	24621 34131	   	197.74	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1DUST|2AAC|39VULN|4ZMB|5DMG|6RCR|7ASPD|8TLV|aAART
83	24621 34331	   	197.74	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1DUST|2AAC|39VULN|4ZMB|5DMG|6RCR|7ASPD|8ERES|aAART
84	31342 64211	 * 	197.69	DCR|3VULN|2ASPD|1AART	1CGEN|2LWND|3AART|48aVULN|56ASPD|7RCR|9RMIN
85	32535 36333	 * 	197.50	DCR|4VULN|1ASPD|1DMG	1CGEN|2RCVC|3ASPD|479aVULN|5DMG|6RCR|8DUST
86	32542 23311	 * 	197.23	DCR|2DMG|2ASPD|1AART|2CDMG	1aCGEN|2RCVC|35ASPD|4aDMG|6RPLT|7RCR|8aCDMG|9AART|aBPWR
87	31332 51551	 * 	197.17	DCR|2AART|2DMG|1VULN|1CDMG	1CGEN|2LWND|39AART|45DMG|6RCR|7RPLT|8CDMG|aVULN
88	11351 36633	   	197.01	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|2MLV|3CGEN|467VULN|5aDMG|8CDMG|9AART
89	13151 36633	   	197.01	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|2CGEN|3MLV|467VULN|5aDMG|8CDMG|9AART
90	13432 36633	   	197.01	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|2CGEN|3aDMG|4MLV|567VULN|8CDMG|9AART
91	15223 54231	   	196.89	ACR|3VULN|1AART|1ASPD|1DMG|2DUR	1RCR|2BEXP|35DUR|459VULN|5BPWR|6DMG|7ASPD|8CGEN|aAART
92	15223 54131	   	196.79	ACR|3VULN|1AART|1ASPD|1DMG|2DUR	1RCR|2BEXP|35DUR|459VULN|5BPWR|6DMG|7ASPD|8TLV|aAART
93	15223 54331	   	196.79	ACR|3VULN|1AART|1ASPD|1DMG|2DUR	1RCR|2BEXP|35DUR|459VULN|5BPWR|6DMG|7ASPD|8ERES|aAART
94	31332 55213	   	196.47	DCR|3DMG|2AART|1VULN	1CGEN|2LWND|39AART|457DMG|6RCR|8TLV|aVULN
95	31412 55213	   	196.47	DCR|3DMG|2AART|1VULN	1CGEN|2LWND|357DMG|49AART|6RCR|8TLV|aVULN
96	34331 55213	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	15CGEN|2aVULN|3AART|4ASPD|6RCR|7DMG|8FEWX|9DUR
97	34331 55311	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	15CGEN|2aVULN|3AART|4ASPD|6RCR|7DMG|8DUR|9RCVC
98	34333 55213	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1CGEN|2aVULN|3AART|4ASPD|5RCVC|6RCR|7DMG|8FEWX|9DUR
99	34333 55311	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1CGEN|2aVULN|3AART|4ASPD|59RCVC|6RCR|7DMG|8DUR
100	32535 36123	   	195.97	DCR|3VULN|2ASPD|1DMG	1CGEN|2RCVC|38ASPD|47aVULN|5DMG|6RCR|9BEXP
101	34453 33231	   	195.97	DCR|3VULN|2ASPD|1DMG|1SELL	19CGEN|249VULN|3DMG|5BELT|6RCR|7ERES|89ASPD|9BPWR|aSELL
102	34331 52334	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	15CGEN|29VULN|3AART|4ASPD|6RCR|7ERES|8DUR|aDMG
103	34331 55323	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	15CGEN|2aVULN|3AART|4ASPD|6RCR|7DMG|8DUR|9ERES
104	34331 55333	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	15CGEN|2aVULN|3AART|4ASPD|6RCR|7DMG|8DUR|9DUST
105	34333 52334	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1CGEN|29VULN|3AART|4ASPD|5RCVC|6RCR|7ERES|8DUR|aDMG
106	34333 55323	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1CGEN|2aVULN|3AART|4ASPD|5RCVC|6RCR|7DMG|8DUR|9ERES
107	34333 55333	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1CGEN|2aVULN|3AART|4ASPD|5RCVC|6RCR|7DMG|8DUR|9DUST
108	15223 22523	 * 	195.85	ACR|3VULN|2DMG|1MDPS|1ASPD|3DUR	1RCR|2aBEXP|35aDUR|457VULN|5aBPWR|6ASPD|8MDPS|9aDMG
109	34332 26141	 * 	195.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CGEN|29VULN|3AART|4ASPD|5DMG|6ERES|7CDMG|8TSLARM|aRCR
110	13621 36114	   	195.69	ACR|3VULN|2DMG|1ASPD|1ZMB|1DUR	1RCR|2CGEN|367VULN|4ZMB|5aDMG|8ASPD|9DUR
111	23621 32331	   	195.60	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2CGEN|379VULN|4ZMB|5DMG|6RCR|8MBVNT|aAART
112	24621 32131	   	195.60	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	1DUST|2AAC|379VULN|4ZMB|5DMG|6RCR|8LHND|aAART
113	41551 32131	   	195.60	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	1AAC|2ZMB|3DUST|479VULN|5DMG|6RCR|8LHND|aAART
114	46621 32131	   	195.60	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	1AAC|2DUST|379VULN|4ZMB|5DMG|6RCR|8LHND|aAART
115	31312 55511	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2LWND|3AART|4AELBLL|57DMG|6RCR|8ZMB|9aVULN
116	31331 55511	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	15CGEN|2LWND|3AART|47DMG|6RCR|8ZMB|9aVULN
117	34453 33322	 * 	195.53	DCR|3VULN|2DMG|1CDMG	18CGEN|24aVULN|38DMG|5BELT|6RCR|78ERES|8BPWR|9CDMG
118	22621 32235	   	195.50	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|28ERES|379VULN|4ZMB|5DMG|6RCR|aAART
119	22621 32251	   	195.50	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|28ERES|37aVULN|4ZMB|5DMG|6RCR|9AART
120	22621 32431	   	195.50	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2ERES|379VULN|4ZMB|5DMG|6RCR|8MBVNT|aAART
121	24621 32331	   	195.50	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	1DUST|2AAC|379VULN|4ZMB|5DMG|6RCR|8MBVNT|aAART
122	41551 32331	   	195.50	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	1AAC|2ZMB|3DUST|479VULN|5DMG|6RCR|8MBVNT|aAART
123	46621 32331	   	195.50	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	1AAC|2DUST|379VULN|4ZMB|5DMG|6RCR|8MBVNT|aAART
124	16221 43133	 * 	195.41	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1RCR|27LWND|37DUR|47VULN|5BELT|6AART|7BPWR|8DMG|9ASPD|aCDMG
125	22621 32254	   	195.26	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|28ERES|37VULN|4ZMB|5aDMG|6RCR|9AART
126	43235 36131	   	195.21	DCR|3VULN|1ASPD|1DMG|1AAC|2SPLREG	1AAC|2RCVC|3aERES|47aVULN|5DMG|6RCR|8ASPD|9aSPLREG|aBPWR
127	15223 51133	   	194.61	ACR|3VULN|2DMG|1AART|2DUR	1RCR|289BEXP|35DUR|459VULN|59BPWR|69DMG|7RPLT|aAART
128	13621 36116	 * 	193.95	ACR|4VULN|1ASPD|1DMG|1ZMB|1DUR	1RCR|2CGEN|367aVULN|4ZMB|5DMG|8ASPD|9DUR
129	34342 52331	   	193.68	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|249VULN|3AART|5DMG|6RCR|7ERES|8DUR|aAELBLL
130	34342 52333	   	193.68	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|249VULN|3AART|5DMG|6RCR|7ERES|8DUR|aDMSP
131	34453 32233	   	193.68	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|249VULN|3DMG|5BELT|6RCR|7DUR|8MBVNT|aAART
132	23621 34323	   	193.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2ZMB	1DUST|2CGEN|3aVULN|49ZMB|5DMG|6RCR|7ASPD|8CDMG
133	34342 52332	   	193.58	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|249VULN|3AART|5DMG|6RCR|7ERES|8DUR|aTLV
134	13621 36126	   	193.57	ACR|3VULN|1AART|1ASPD|1DMG|1ZMB	1RCR|29CGEN|367VULN|4ZMB|5DMG|8ASPD|aAART
135	64413 32331	   	193.52	DCR|3VULN|1AART|1DMG|1CDMG	1MLV|256VULN|3DMG|4AART|7MSLFST|8MBVNT|9CDMG|aRCR
136	31332 52333	   	193.43	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2LWND|3AART|45DMG|6RCR|7ERES|8DUR|9aVULN
137	31412 52333	   	193.43	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2LWND|35DMG|4AART|6RCR|7ERES|8DUR|9aVULN
138	34412 52331	   	193.43	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|29VULN|35DMG|4AART|6RCR|7ERES|8DUR|aAELBLL
139	34412 52333	   	193.43	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|29VULN|35DMG|4AART|6RCR|7ERES|8DUR|aDMSP
140	15423 22251	 * 	193.38	ACR|5VULN|1AART|1ASPD	1RCR|2BEXP|35LHND|4578aVULN|5BPWR|6ASPD|9AART
141	34412 52332	   	193.33	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|29VULN|35DMG|4AART|6RCR|7ERES|8DUR|aTLV
142	11351 36151	   	193.30	ACR|3VULN|2DMG|1ASPD|1CDMG	1RCR|2MLV|3CGEN|467VULN|5aDMG|8ASPD|9CDMG
143	13151 36151	   	193.30	ACR|3VULN|2DMG|1ASPD|1CDMG	1RCR|2CGEN|3MLV|467VULN|5aDMG|8ASPD|9CDMG
144	13432 36151	   	193.30	ACR|3VULN|2DMG|1ASPD|1CDMG	1RCR|2CGEN|3aDMG|4MLV|567VULN|8ASPD|9CDMG
145	14621 25233	 * 	193.23	ACR|2VULN|1MDPS|2DMG|2CDMG|1ASPD|1ZMB	1RCR|2LIT|3aDMG|4TLV|5ZMB|6aVULN|7ASPD|8MDPS|9aCDMG|aBPWR
146	14631 25233	   	193.23	ACR|2VULN|2DMG|1MDPS|2CDMG|1ASPD|1ZMB	1RCR|2LIT|3aDMG|4ERES|5ZMB|6aVULN|7ASPD|8MDPS|9aCDMG|aBPWR
147	31332 36424	   	193.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1CGEN|2LWND|3AART|45DMG|6VULN|7ASPD|8CDMG|9DUST|aRCR
148	31332 55111	   	192.86	DCR|3DMG|2AART|1ASPD	1CGEN|2LWND|39AART|457DMG|6RCR|8ASPD|aLIT
149	31332 55112	   	192.86	DCR|3DMG|2AART|1ASPD	1CGEN|2LWND|39AART|457DMG|6RCR|8ASPD|aBEXP
150	31332 55115	   	192.86	DCR|3DMG|2AART|1ASPD	1aCGEN|2LWND|39AART|457DMG|6RCR|8ASPD
151	31412 55111	   	192.86	DCR|3DMG|2AART|1ASPD	1CGEN|2LWND|357DMG|49AART|6RCR|8ASPD|aLIT
152	31412 55112	   	192.86	DCR|3DMG|2AART|1ASPD	1CGEN|2LWND|357DMG|49AART|6RCR|8ASPD|aBEXP
153	31332 55116	   	192.76	DCR|3DMG|2AART|1ASPD	1CGEN|2LWND|39AART|457DMG|6RCR|8ASPD|aDUST
154	15223 22131	   	192.67	ACR|4VULN|1AART|1ASPD|2DUR	1RCR|2BEXP|35DUR|4579VULN|5BPWR|6ASPD|8LHND|aAART
155	15223 52131	 * 	192.67	ACR|4VULN|1AART|1DMG|2DUR	1RCR|2BEXP|35DUR|4579VULN|5BPWR|6DMG|8LHND|aAART
156	16112 14622	 * 	192.59	ACR|3DMG|2ASPD|1VULN|1AART	1RCR|248LWND|389DMG|5VULN|6DUST|78ASPD|8BPWR|aAART
157	15223 22331	   	192.57	ACR|4VULN|1AART|1ASPD|2DUR	1RCR|2BEXP|35DUR|4579VULN|5BPWR|6ASPD|8MBVNT|aAART
158	15223 52331	   	192.57	ACR|4VULN|1AART|1DMG|2DUR	1RCR|2BEXP|35DUR|4579VULN|5BPWR|6DMG|8MBVNT|aAART
159	15223 24523	 * 	192.24	ACR|2VULN|2DMG|1MDPS|2ASPD|3DUR	1RCR|2aBEXP|35aDUR|45VULN|5aBPWR|67ASPD|8MDPS|9aDMG
160	34331 51513	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	15CGEN|2aVULN|3AART|4ASPD|6RCR|7RPLT|8CDMG|9DUR
161	34333 51513	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CGEN|2aVULN|3AART|4ASPD|5RCVC|6RCR|7RPLT|8CDMG|9DUR
162	52623 36223	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1BEXP|2ERES|36VULN|4ZMB|5BELT|7DMG|8ASPD|9RCR|aAART
163	31335 52333	   	191.92	DCR|2VULN|2AART|1DMG|1DUR	1CGEN|2LWND|35AART|4DMG|6RCR|7ERES|8DUR|9aVULN
164	31415 52333	   	191.92	DCR|2VULN|2AART|1DMG|1DUR	1CGEN|2LWND|3DMG|45AART|6RCR|7ERES|8DUR|9aVULN
165	34335 52331	   	191.92	DCR|2VULN|2AART|1ASPD|1DUR	1CGEN|29VULN|35AART|4ASPD|6RCR|7ERES|8DUR|aAELBLL
166	34335 52333	   	191.92	DCR|2VULN|2AART|1ASPD|1DUR	1CGEN|29VULN|35AART|4ASPD|6RCR|7ERES|8DUR|aDMSP
167	13621 36621	   	191.88	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|2CGEN|367VULN|4ZMB|59DMG|8CDMG|aDUR
168	42112 33563	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1AAC|2CGEN|3aVULN|4AART|5DMG|6DUST|7ZMB|8ASPD|9RCR
169	34335 52332	   	191.82	DCR|2VULN|2AART|1ASPD|1DUR	1CGEN|29VULN|35AART|4ASPD|6RCR|7ERES|8DUR|aTLV
170	11351 36116	   	191.55	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1RCR|2MLV|3CGEN|467VULN|5DMG|8ASPD|9DUR|aAART
171	13151 36116	   	191.55	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1RCR|2CGEN|3MLV|467VULN|5DMG|8ASPD|9DUR|aAART
172	13432 36116	   	191.55	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1RCR|2CGEN|3DMG|4MLV|567VULN|8ASPD|9DUR|aAART
