0	Index      	 *	Score 	Summary	Detail	
1	23424 43231	 * 	227.92	DCR|3VULN|2AART|1ASPD|1DMG|1DUR	1DUR|23AART|49aVULN|5ASPD|6CGEN|7RCR|8DMG
30	13212 15234	   	214.04	DCR|3VULN|3ASPD|2DUR|2ZMB|1AAC	168VULN|2aDUR|3AAC|48ZMB|589ASPD|7RCR|8BPWR
31	23424 21432	 * 	213.63	DCR|2VULN|2AART|1MDPS|1ASPD|1CDMG|1DUR	1DUR|23AART|49VULN|5ASPD|6CDMG|7FEWX|8RCR|aMDPS
32	13224 63431	   	213.37	DCR|2VULN|2ASPD|1AART|1DMG|2DUR|1AAC	1aVULN|24DUR|3AAC|5AART|68ASPD|7RCR|9DMG
33	13324 63431	   	213.37	DCR|2VULN|2ASPD|1AART|1DMG|2DUR	1aVULN|24DUR|3TLV|5AART|68ASPD|7RCR|9DMG
34	14333 23432	   	213.26	DCR|2VULN|2AART|2DMG|1ASPD|1AAC	13VULN|2DMSP|4ASPD|57AART|6AAC|89DMG|aRCR
35	15333 23432	   	213.26	DCR|2VULN|2AART|2DMG|1ASPD|1AAC	13VULN|2AELBLL|4ASPD|57AART|6AAC|89DMG|aRCR
36	13212 45233	   	212.46	DCR|3ASPD|2VULN|1CDMG|2DUR|2ZMB|1AAC	18VULN|26DUR|3AAC|48ZMB|589ASPD|7RCR|8BPWR|aCDMG
37	25212 15233	   	212.46	DCR|3ASPD|2VULN|1CDMG|2DUR|2ZMB|1AAC	18DUR|26VULN|3AAC|48ZMB|589ASPD|7RCR|8BPWR|aCDMG
38	13324 63335	   	212.43	DCR|2AART|2DMG|1VULN|1ASPD|2DUR	1VULN|24DUR|3TLV|58AART|6ASPD|7RCR|9aDMG
39	23561 13234	 * 	212.43	DCR|2VULN|3ZMB|1AART|1DMG|2DUR	1aDUR|2AART|3RMIN|46aZMB|56LWND|6aBPWR|7RCR|8DMG|9aVULN
40	13124 63231	   	211.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	19aVULN|2DUR|3DMSP|4TLV|5AART|6ASPD|7RCR|8DMG
41	25124 63231	   	211.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1DUR|29aVULN|3DMSP|4TLV|5AART|6ASPD|7RCR|8DMG
42	13561 33512	 * 	211.63	DCR|2VULN|2AART|1MDPS|1DMG|1CDMG|1DUR	16VULN|2DUR|3FEWX|4DMG|57AART|8CDMG|9RCR|aMDPS
43	13124 63235	   	211.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	19VULN|2DUR|3DMSP|4TLV|5AART|6ASPD|7RCR|8aDMG
44	16212 15216	   	211.34	DCR|3VULN|2ASPD|1AART|2ZMB|1AAC	168VULN|2AAC|3LHND|48ZMB|58ASPD|7RCR|8BPWR|9FEWX|aAART
45	23424 63332	   	210.08	DCR|2VULN|2AART|1ASPD|1DMG|1DUR	1DUR|23AART|4aVULN|5ASPD|6DMG|7RCR|8LIT|9LHND
46	23424 43232	   	210.08	DCR|2VULN|2AART|1ASPD|1DMG|1DUR	1DUR|23AART|49VULN|5ASPD|6CGEN|7RCR|8DMG|aBEXP
47	23424 43233	   	210.08	DCR|2VULN|2AART|1ASPD|1DMG|1DUR	1DUR|23AART|49VULN|5ASPD|6CGEN|7RCR|8DMG|aLIT
48	23434 43232	   	210.08	DCR|2VULN|2AART|1ASPD|1DMG|1DUR	1DUR|23AART|4LHND|5ASPD|6CGEN|7RCR|8DMG|9aVULN
49	23426 63232	   	209.98	DCR|2VULN|2AART|1ASPD|1DMG|1AAC|1DUR	1DUR|23AART|49VULN|5AAC|6ASPD|7RCR|8DMG|aBEXP
50	23426 63233	   	209.98	DCR|2VULN|2AART|1ASPD|1DMG|1AAC|1DUR	1DUR|23AART|49VULN|5AAC|6ASPD|7RCR|8DMG|aLIT
51	23426 63331	   	209.98	DCR|2VULN|2AART|1ASPD|1DMG|1AAC|1DUR	1DUR|23AART|4aVULN|5AAC|6ASPD|7RCR|8DMSP|9DMG
52	23432 63232	   	209.98	DCR|2VULN|2AART|1ASPD|1DMG|1DUR	1DUR|23AART|4LHND|5TLV|6ASPD|7RCR|8DMG|9aVULN
53	23436 63232	   	209.98	DCR|2VULN|2AART|1ASPD|1DMG|1AAC|1DUR	1DUR|23AART|4LHND|5AAC|6ASPD|7RCR|8DMG|9aVULN
54	13124 63331	   	209.98	DCR|2VULN|2AART|1ASPD|1DMG|1DUR	1aVULN|2DUR|3DMSP|4TLV|58AART|6ASPD|7RCR|9DMG
55	25124 63331	   	209.98	DCR|2VULN|2AART|1ASPD|1DMG|1DUR	1DUR|2aVULN|3DMSP|4TLV|58AART|6ASPD|7RCR|9DMG
56	13212 15322	 * 	209.89	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE|1AAC|1ZMB|1DUR	16VULN|2DUR|3AAC|4ZMB|5ASPD|7RCR|8DMG|9MDPS|aNUKE
57	16412 15322	   	209.89	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE|1AAC|1ZMB|1DUR	16VULN|2AAC|3DUR|4ZMB|5ASPD|7RCR|8DMG|9MDPS|aNUKE
58	25212 15322	   	209.89	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE|1AAC|1ZMB|1DUR	1DUR|26VULN|3AAC|4ZMB|5ASPD|7RCR|8DMG|9MDPS|aNUKE
59	16212 16423	   	209.77	DCR|3VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	16aVULN|2AAC|3LHND|4ZMB|5ASPD|7AART|8DMG|9RCR
60	23413 13235	 * 	209.72	DCR|3DMG|2AART|1VULN|1DUR	1DUR|23AART|4RMIN|589DMG|6DUST|7RCR|aVULN
61	16212 15234	   	208.79	DCR|3VULN|3ASPD|2ZMB|1AAC|1DUR	168VULN|2AAC|3LHND|48ZMB|589ASPD|7RCR|8BPWR|aDUR
62	13212 15232	   	208.79	DCR|3VULN|3ASPD|2ZMB|1AAC|1DUR	168VULN|2DUR|3AAC|48ZMB|589ASPD|7RCR|8BPWR|aBEXP
63	13212 15236	   	208.79	DCR|3VULN|3ASPD|2ZMB|1AAC|1DUR	168VULN|2DUR|3AAC|48ZMB|589ASPD|7RCR|8BPWR|aLWND
64	16412 15232	   	208.79	DCR|3VULN|3ASPD|2ZMB|1AAC|1DUR	168VULN|2AAC|3DUR|48ZMB|589ASPD|7RCR|8BPWR|aBEXP
65	13212 15231	   	208.69	DCR|3VULN|3ASPD|1AAC|2ZMB|1DUR	168VULN|2DUR|3AAC|48ZMB|589ASPD|7RCR|8BPWR|aERES
66	16412 15231	   	208.69	DCR|3VULN|3ASPD|1AAC|2ZMB|1DUR	168VULN|2AAC|3DUR|48ZMB|589ASPD|7RCR|8BPWR|aERES
67	13212 45235	   	208.66	DCR|3ASPD|2VULN|3ZMB|2DUR|1AAC	18VULN|26DUR|3AAC|48aZMB|589ASPD|7RCR|8BPWR
68	25212 15235	   	208.66	DCR|3ASPD|2VULN|3ZMB|2DUR|1AAC	18DUR|26VULN|3AAC|48aZMB|589ASPD|7RCR|8BPWR
69	16313 12632	   	208.14	DCR|3VULN|1SPLARM|1AART|1ASPD|1CDMG|1AAC	147VULN|2AAC|3SPLARM|5CDMG|6BEXP|8ASPD|9AART|aRCR
70	16313 22632	   	208.14	DCR|3VULN|1SPLARM|1AART|1ASPD|1CDMG|1AAC	147VULN|2AAC|3SPLARM|5CDMG|6FEWX|8ASPD|9AART|aRCR
71	16313 42632	   	208.14	DCR|3VULN|1SPLARM|1AART|1ASPD|1CDMG|1AAC	147VULN|2AAC|3SPLARM|5CDMG|6LWND|8ASPD|9AART|aRCR
72	16333 42632	   	208.14	DCR|3VULN|1SPLARM|1AART|1ASPD|1CDMG|1AAC	167VULN|2AAC|3SPLARM|4LWND|5CDMG|8ASPD|9AART|aRCR
73	13124 63431	   	208.13	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	1aVULN|2DUR|3DMSP|4TLV|5AART|68ASPD|7RCR|9DMG
74	16313 52632	   	208.04	DCR|3VULN|1SPLARM|1AART|1ASPD|1CDMG|1AAC	147VULN|2AAC|3SPLARM|5CDMG|6DUST|8ASPD|9AART|aRCR
75	23426 43231	   	207.75	DCR|3VULN|2AART|1DMG|1AAC|1DUR	1DUR|23AART|49aVULN|5AAC|6CGEN|7RCR|8DMG
76	23424 63212	   	207.62	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1DUR|23AART|4VULN|5ASPD|68DMG|7RCR|9LHND|aRCVC
77	23424 63222	   	207.62	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1DUR|23AART|4VULN|5ASPD|68DMG|7RCR|9LWND|aRCVC
78	23424 25321	 * 	207.54	DCR|3AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|237AART|4VULN|5ASPD|6CDMG|8DMG|9RCR|aRCVC
79	23434 63211	   	207.29	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1DUR|23AART|49LHND|5ASPD|68DMG|7RCR|aVULN
80	23424 25322	   	207.21	DCR|3AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|237AART|4VULN|5ASPD|6CDMG|8DMG|9RCR|aAME
81	13124 63335	   	207.19	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1VULN|2DUR|3DMSP|4TLV|58AART|6ASPD|7RCR|9aDMG
82	23424 63211	   	207.19	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1DUR|23AART|4VULN|5ASPD|68DMG|7RCR|9LHND|aMBVNT
83	23424 63213	   	207.19	DCR|2AART|2DMG|1VULN|1ASPD|1DUR|1MSE	1DUR|23AART|4VULN|5ASPD|68DMG|7RCR|9LHND|aMSE
84	23424 63221	   	207.19	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1DUR|23AART|4VULN|5ASPD|68DMG|7RCR|9LWND|aMBVNT
85	23424 63223	   	207.19	DCR|2AART|2DMG|1VULN|1ASPD|1DUR|1MSE	1DUR|23AART|4VULN|5ASPD|68DMG|7RCR|9LWND|aMSE
86	23424 25323	   	207.11	DCR|3AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|237AART|4VULN|5ASPD|6CDMG|8DMG|9RCR|aDUST
87	13212 45213	   	207.06	DCR|2VULN|2ASPD|1AART|2DUR|2ZMB|1AAC	18VULN|26DUR|3AAC|48ZMB|58ASPD|7RCR|8BPWR|9FEWX|aAART
88	13212 45223	   	207.06	DCR|2VULN|2ASPD|1AART|2DUR|2ZMB|1AAC	18VULN|26DUR|3AAC|48ZMB|58ASPD|7RCR|8BPWR|9BEXP|aAART
89	25212 15213	   	207.06	DCR|2VULN|2ASPD|1AART|2DUR|2ZMB|1AAC	18DUR|26VULN|3AAC|48ZMB|58ASPD|7RCR|8BPWR|9FEWX|aAART
90	25212 15223	   	207.06	DCR|2VULN|2ASPD|1AART|2DUR|2ZMB|1AAC	18DUR|26VULN|3AAC|48ZMB|58ASPD|7RCR|8BPWR|9BEXP|aAART
91	13114 63214	   	206.19	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1aVULN|2aDUR|3DMSP|4RMIN|5AART|6ASPD|7RCR|8DMG|9aDUST|aBPWR
92	13114 63221	   	206.19	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1aVULN|29DUR|3DMSP|4RMIN|5AART|6ASPD|7RCR|8DMG
93	25114 63221	   	206.19	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	19DUR|2aVULN|3DMSP|4RMIN|5AART|6ASPD|7RCR|8DMG
94	23413 13435	 * 	206.00	DCR|3DMG|2AART|1ASPD|1DUR	1DUR|23AART|4RMIN|59aDMG|6DUST|7RCR|8ASPD
95	23534 32225	 * 	205.50	ACR|2AART|2DMG|2ASPD|1VULN|2DUR	1aDUR|29AART|3RMIN|4MBVNT|5RCR|6VULN|7aASPD|8aDMG|aBPWR
96	13212 15212	 * 	205.23	DCR|3VULN|1MDPS|2ASPD|2ZMB|1AAC|1DUR	168VULN|2DUR|3AAC|48ZMB|58ASPD|7RCR|8BPWR|9FEWX|aMDPS
97	13212 15222	   	205.23	DCR|3VULN|1MDPS|2ASPD|2ZMB|1AAC|1DUR	168VULN|2DUR|3AAC|48ZMB|58ASPD|7RCR|8BPWR|9BEXP|aMDPS
98	16412 15212	   	205.23	DCR|3VULN|1MDPS|2ASPD|2ZMB|1AAC|1DUR	168VULN|2AAC|3DUR|48ZMB|58ASPD|7RCR|8BPWR|9FEWX|aMDPS
99	16412 15222	   	205.23	DCR|3VULN|1MDPS|2ASPD|2ZMB|1AAC|1DUR	168VULN|2AAC|3DUR|48ZMB|58ASPD|7RCR|8BPWR|9BEXP|aMDPS
100	13212 15252	   	205.13	DCR|3VULN|1MDPS|2ASPD|2ZMB|1AAC|1DUR|1MSE	168VULN|2DUR|3AAC|48ZMB|58ASPD|7RCR|8BPWR|9MSE|aMDPS
101	23424 21431	   	204.60	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	1DUR|23AART|49VULN|5ASPD|6CDMG|7FEWX|8RCR|aRCVC
102	13114 63234	   	204.28	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	19VULN|2DUR|3DMSP|4RMIN|5AART|6ASPD|7RCR|8DMG|aAAC
103	13224 63214	 * 	204.21	DCR|2VULN|1AART|1ASPD|1DMG|3DUR|1AAC	1aVULN|24aDUR|3AAC|5AART|6ASPD|7RCR|8DMG|9aDUST|aBPWR
104	13324 63225	   	204.21	DCR|2VULN|1AART|1ASPD|1DMG|3DUR	1aVULN|249DUR|3TLV|5AART|6ASPD|7RCR|8DMG
105	23424 21433	   	204.17	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	1DUR|23AART|49VULN|5ASPD|6CDMG|7FEWX|8RCR|aTLV
106	16343 32132	   	203.86	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|2DUR|1AAC	17VULN|2AAC|3SPLARM|48DUR|5ASPD|6CDMG|9AART|aRCR
107	23356 33631	 * 	203.82	DCR|2AART|2ASPD|1VULN|1DMG|1DUR	1DUR|28AART|3BEXP|46ASPD|5TLV|7RCR|9DMG|aVULN
108	13114 63225	   	203.40	DCR|2DMG|1VULN|1AART|1ASPD|2DUR	1VULN|29DUR|3DMSP|4RMIN|5AART|6ASPD|7RCR|8aDMG
109	23451 13235	   	202.78	DCR|3DMG|2AART|1VULN|1DUR	1DUR|23AART|489DMG|5CGEN|6DUST|7RCR|aVULN
110	13243 52224	 * 	202.77	ACR|2VULN|2DMG|2ASPD|1AART|2DUR|1AAC	1aVULN|29DUR|3AAC|4AART|5RCR|6LEGI|7aASPD|8aDMG|aBPWR
111	13561 33511	   	202.60	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	16VULN|2DUR|3FEWX|4DMG|57AART|8CDMG|9RCR|aRCVC
112	13324 63234	   	202.49	DCR|2VULN|1AART|1ASPD|1DMG|2DUR|1AAC	19VULN|24DUR|3TLV|5AART|6ASPD|7RCR|8DMG|aAAC
113	13224 63234	 * 	202.19	DCR|2VULN|2AAC|1AART|1ASPD|1DMG|2DUR	19VULN|24DUR|3aAAC|5AART|6ASPD|7RCR|8DMG
114	23424 22612	   	202.18	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|23AART|4VULN|5ASPD|6CDMG|7DMG|8TLV|9RCR|aRCVC
115	13561 33513	   	202.17	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	16VULN|2DUR|3FEWX|4DMG|57AART|8CDMG|9RCR|aTLV
116	23413 53421	   	201.88	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	19DUR|23AART|4RMIN|5DMG|6LWND|7RCR|8ASPD|aVULN
117	23413 53433	   	201.88	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	1aDUR|23AART|4RMIN|5DMG|6LWND|7RCR|8ASPD|9VULN
118	23416 63221	   	201.88	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	19DUR|23AART|4RMIN|5LWND|6ASPD|7RCR|8DMG|aVULN
119	23416 63233	   	201.88	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	1aDUR|23AART|4RMIN|5LWND|6ASPD|7RCR|8DMG|9VULN
120	23424 22611	   	201.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|23AART|4VULN|5ASPD|6CDMG|7DMG|8TLV|9RCR|aBELT
121	23424 22613	   	201.75	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR|1MSE	1DUR|23AART|4VULN|5ASPD|6CDMG|7DMG|8TLV|9RCR|aMSE
122	23334 33435	   	201.61	DCR|2VULN|2AART|2DMG|1DUR	1DUR|27AART|3BEXP|46VULN|5MLV|89DMG|aRCR
123	16212 15322	   	201.58	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE|1AAC|1ZMB	16VULN|2AAC|3LHND|4ZMB|5ASPD|7RCR|8DMG|9MDPS|aNUKE
124	23331 33435	   	201.51	DCR|2VULN|2AART|2DMG|1DUR	1DUR|27AART|3BEXP|46VULN|5TLV|89DMG|aRCR
125	23332 33435	   	201.51	DCR|2VULN|2AART|2DMG|1AAC|1DUR	1DUR|27AART|3BEXP|46VULN|5AAC|89DMG|aRCR
126	16512 15322	   	201.48	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE|1AAC|1ZMB	16VULN|2AAC|3DUST|4ZMB|5ASPD|7RCR|8DMG|9MDPS|aNUKE
127	55212 15322	   	201.48	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE|1AAC|1ZMB	1DUST|26VULN|3AAC|4ZMB|5ASPD|7RCR|8DMG|9MDPS|aNUKE
128	13231 33435	   	201.41	DCR|2VULN|2AART|2DMG|1AAC|1DUR	16VULN|2DUR|3AAC|4DUST|57AART|89DMG|aRCR
129	25231 33435	   	201.41	DCR|2VULN|2AART|2DMG|1AAC|1DUR	1DUR|26VULN|3AAC|4DUST|57AART|89DMG|aRCR
130	13212 45234	 * 	201.26	DCR|3ASPD|2VULN|3DUR|2ZMB|1AAC	18VULN|26aDUR|3AAC|48ZMB|589ASPD|7RCR|8BPWR
131	25212 15234	   	201.26	DCR|3ASPD|2VULN|3DUR|2ZMB|1AAC	18aDUR|26VULN|3AAC|48ZMB|589ASPD|7RCR|8BPWR
132	13114 63232	   	200.95	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	19VULN|2DUR|3DMSP|4RMIN|5AART|6ASPD|7RCR|8DMG|aBEXP
133	13114 63233	   	200.95	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	19VULN|2DUR|3DMSP|4RMIN|5AART|6ASPD|7RCR|8DMG|aLIT
134	13114 63331	   	200.95	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1aVULN|2DUR|38DMSP|4RMIN|5AART|6ASPD|7RCR|9DMG
135	25114 63232	   	200.95	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|29VULN|3DMSP|4RMIN|5AART|6ASPD|7RCR|8DMG|aBEXP
136	25114 63233	   	200.95	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|29VULN|3DMSP|4RMIN|5AART|6ASPD|7RCR|8DMG|aLIT
137	25114 63331	   	200.95	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2aVULN|38DMSP|4RMIN|5AART|6ASPD|7RCR|9DMG
138	16212 35233	   	200.94	DCR|3ASPD|2VULN|1CDMG|2ZMB|1AAC	18VULN|2AAC|3LHND|48ZMB|589ASPD|6RCVC|7RCR|8BPWR|aCDMG
139	13114 63236	   	200.85	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	19VULN|2DUR|3DMSP|4RMIN|5AART|6ASPD|7RCR|8DMG|aLEGI
140	16212 15232	   	200.49	DCR|3VULN|3ASPD|2ZMB|1AAC	168VULN|2AAC|3LHND|48ZMB|589ASPD|7RCR|8BPWR|aBEXP
141	16212 15235	   	200.49	DCR|3VULN|3ASPD|1AAC|2ZMB	168VULN|2AAC|3LHND|48ZMB|589ASPD|7RCR|8BPWR|aCGEN
142	16212 15231	   	200.39	DCR|3VULN|3ASPD|2ZMB|1AAC	168VULN|2AAC|3LHND|48ZMB|589ASPD|7RCR|8BPWR|aERES
143	16212 16422	   	200.24	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	16VULN|2AAC|3LHND|4ZMB|5ASPD|7AART|8DMG|9RCR|aDUR
144	13111 32665	   	199.85	DCR|2VULN|2DMG|1AART|2DUR	17VULN|27DUR|3DMSP|4RMIN|57DMG|6RCVC|7BPWR|8LEGI|9AART|aRCR
145	14333 55313	   	199.55	DCR|3VULN|2AART|1ASPD	13aVULN|2DMSP|4ASPD|56AART|7RCR|8LIT|9LWND
146	14333 55323	   	199.55	DCR|3VULN|2AART|1ASPD	13aVULN|2DMSP|4ASPD|56AART|7RCR|8LIT|9LHND
147	14333 55333	   	199.55	DCR|3VULN|2AART|1ASPD	13aVULN|2DMSP|4ASPD|56AART|7RCR|8LIT|9FEWX
148	15333 55313	   	199.55	DCR|3VULN|2AART|1ASPD	13aVULN|2AELBLL|4ASPD|56AART|7RCR|8LIT|9LWND
149	15333 55323	   	199.55	DCR|3VULN|2AART|1ASPD	13aVULN|2AELBLL|4ASPD|56AART|7RCR|8LIT|9LHND
150	15333 55333	   	199.55	DCR|3VULN|2AART|1ASPD	13aVULN|2AELBLL|4ASPD|56AART|7RCR|8LIT|9FEWX
151	13212 15323	 * 	199.40	DCR|2MDPS|2VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	16VULN|2DUR|3AAC|4ZMB|5ASPD|7RCR|8DMG|9aMDPS
152	16412 15323	   	199.40	DCR|2MDPS|2VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	16VULN|2AAC|3DUR|4ZMB|5ASPD|7RCR|8DMG|9aMDPS
153	25212 15323	   	199.40	DCR|2MDPS|2VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1DUR|26VULN|3AAC|4ZMB|5ASPD|7RCR|8DMG|9aMDPS
154	14353 12326	 * 	199.36	DCR|3VULN|2DMG|2DUR|1ZMB	139VULN|2DMSP|45LIT|69DUR|79DMG|8RCR|9BPWR|aZMB
155	13413 25142	   	199.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1aVULN|29DUR|3LIT|4FEWX|5AART|6DMG|7RCR|8ASPD
156	13224 63232	   	199.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR|1AAC	19VULN|24DUR|3AAC|5AART|6ASPD|7RCR|8DMG|aBEXP
157	13224 63233	   	199.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR|1AAC	19VULN|24DUR|3AAC|5AART|6ASPD|7RCR|8DMG|aLIT
