0	Index      	 *	Score 	Summary	Detail	
1	41311 45223	 * 	289.91	DCR|3MLV|2VULN|1TLV|2CDMG	1aVULN|24aMLV|3TLV|57FEWX|6AART|8RCR|9aCDMG|aBPWR
39	41311 63611	   	276.55	DCR|3VULN|2MLV|2TLV	19aVULN|24MLV|37TLV|5FEWX|6BEXP|8RCR
40	41211 13443	   	276.12	DCR|3VULN|2MLV|1TLV|1CDMG	167VULN|2aMLV|3LWND|4TLV|5CDMG|8TBNT|9RCR
41	41312 61633	   	275.89	ACR|3VULN|3MLV|2TLV|1CDMG	169VULN|248MLV|39TLV|5RCR|79ZMB|9BPWR|aCDMG
42	41133 63113	   	275.32	DCR|2VULN|2MLV|1TLV|1DMG|1ASPD	15VULN|28MLV|3FRZICY|4TBNT|6TLV|7DMG|9RCR|aASPD
43	42314 62311	   	275.23	DCR|4VULN|1TLV|1MLV|1AAC	189aVULN|2AAC|3TLV|4MLV|5CGEN|6BEXP|7RCR
44	42315 52311	   	275.23	DCR|4VULN|1TLV|1MLV|1AAC	189aVULN|2AAC|3TLV|4MLV|5DUST|6CGEN|7RCR
45	41321 13113	   	275.22	DCR|2VULN|2MLV|1TLV|1DMG|1ASPD	16VULN|28MLV|3TLV|4BBNT|5CANSTR|7DMG|9RCR|aASPD
46	42316 62311	   	275.13	DCR|4VULN|1TLV|1MLV|1AAC	189aVULN|2AAC|3TLV|4MLV|5ERES|6BEXP|7RCR
47	42324 32311	 * 	274.98	DCR|5VULN|1TLV|1AAC	1689aVULN|2AAC|3TLV|4BEXP|5DUR|7RCR
48	42414 32311	   	274.98	DCR|5VULN|1TLV|1AAC	1689aVULN|2AAC|3BEXP|4TLV|5DUR|7RCR
49	41511 14254	   	274.89	DCR|3MLV|2VULN|1TLV|1CDMG	16VULN|279MLV|3MBVNT|4TLV|5CDMG|8ERES|aRCR
50	42226 25211	 * 	274.56	DCR|4VULN|2MLV|1AAC	1678VULN|2AAC|38LWND|48MLV|5RMIN|8BPWR|9RAT|aRCR
51	41511 42345	   	274.50	DCR|2VULN|2TLV|1MLV|1AAC|2DUR|1CDMG	1aVULN|2MLV|3MBVNT|4aTLV|5CDMG|6LHND|7aDUR|8AAC|9RCR|aBPWR
52	42573 21134	 * 	273.98	DCR|3VULN|2TLV|2ASPD|1AAC	16aVULN|2AAC|3MBVNT|4MDPS|5aASPD|7RCR|8BBNT|9aTLV|aBPWR
53	42212 23612	   	273.78	DCR|DCR|1VULN|1TLV|1AAC	1VULN|2AAC|3LWND|4TLV|5RPLT|6FEWX|7DUR|8aRCR|9DMSP
54	42332 22612	   	273.78	DCR|DCR|1VULN|1TLV|1AAC	1VULN|2AAC|3TLV|4DUR|5RPLT|6FEWX|7LHND|8aRCR|9DMSP
55	42332 22622	   	273.78	DCR|DCR|1VULN|1TLV|1AAC	1VULN|2AAC|3TLV|4DUR|5RPLT|6FEWX|79LHND|8aRCR
56	42332 22632	   	273.78	DCR|DCR|1VULN|1TLV|1AAC	1VULN|2AAC|3TLV|4DUR|5RPLT|69FEWX|7LHND|8aRCR
57	42212 13612	   	273.68	DCR|DCR|1VULN|1TLV|1AAC	1VULN|2AAC|3LWND|4TLV|5RPLT|6DUST|7DUR|8aRCR|9DMSP
58	42332 12612	   	273.68	DCR|DCR|1VULN|1TLV|1AAC	1VULN|2AAC|3TLV|4DUR|5RPLT|6DUST|7LHND|8aRCR|9DMSP
59	42332 12622	   	273.68	DCR|DCR|1VULN|1TLV|1AAC	1VULN|2AAC|3TLV|4DUR|5RPLT|6DUST|79LHND|8aRCR
60	42332 23612	   	273.68	DCR|DCR|1VULN|1TLV|1AAC	1VULN|2AAC|3TLV|4DUR|5RPLT|6FEWX|7DUST|8aRCR|9DMSP
61	42332 42612	   	273.68	DCR|DCR|1VULN|1TLV|1AAC	1VULN|2AAC|3TLV|4DUR|5RPLT|6MDPS|7RCVC|8aRCR|9DMSP
62	42332 33612	   	273.58	DCR|DCR|1VULN|1TLV|1AAC	1VULN|2AAC|3TLV|4DUR|5RPLT|6AEBURN|7MDPS|8aRCR|9DMSP
63	42332 63612	   	273.58	DCR|DCR|1VULN|1TLV|1AAC	1VULN|2AAC|3TLV|4DUR|5RPLT|6AEPOI|7MDPS|8aRCR|9DMSP
64	41216 23631	   	272.52	DCR|3VULN|2TLV|1MLV|1DMG	16aVULN|2MLV|3LWND|49TLV|5RMIN|7DMG|8RCR
65	41314 23231	   	272.34	DCR|2MLV|1VULN|1TLV|1DMG|1AAC|1ASPD	1VULN|24MLV|3TLV|5ASPD|6DUST|7DMG|8AAC|9DUR|aRCR
66	41211 13366	   	272.09	DCR|4VULN|1TLV|1MLV|1CDMG	1679VULN|2MLV|3LWND|4TLV|5CDMG|8LIT|aRCR
67	13323 13542	 * 	271.59	DCR|3VULN|2DMG|1TLV|1CDMG	18BEXP|2CDMG|38DMG|4DUR|5TLV|68aVULN|7MDPS|8BPWR|9RCR
68	42324 32361	 * 	271.50	DCR|4VULN|2TLV|1AAC	168aVULN|2AAC|39TLV|4BEXP|5DUR|7RCR
69	41313 13511	   	271.05	DCR|2VULN|2MLV|1TLV|1AAC	18VULN|24MLV|3TLV|5AEFRZ|6AAC|7RAT|9DUR|aRCR
70	42312 43311	   	271.05	DCR|2VULN|2MLV|1TLV|1AAC	16VULN|2AAC|3TLV|48MLV|5AEFBLL|7RAT|9DUR|aRCR
71	42324 32315	   	270.98	DCR|4VULN|1TLV|1AAC|1CDMG	1689VULN|2AAC|3TLV|4BEXP|5DUR|7RCR|aCDMG
72	41313 26611	   	270.58	DCR|3VULN|2MLV|1TLV	19aVULN|24MLV|3TLV|5AEFRZ|6BEXP|7DUR|8RCR
73	42216 25211	   	270.44	DCR|4VULN|2TLV|1AAC	1678VULN|2AAC|38LWND|48TLV|5RMIN|8BPWR|9RAT|aRCR
74	41314 33511	   	270.40	DCR|2VULN|2MLV|1TLV|1ASPD	18VULN|24MLV|3TLV|5ASPD|6AEPOI|7RAT|9DUR|aRCR
75	42312 43511	   	270.32	DCR|3VULN|1TLV|1MLV|1AAC	168VULN|2AAC|3TLV|4MLV|5AEFBLL|7RAT|9DUR|aRCR
76	42326 25211	   	270.24	DCR|4VULN|2TLV|1AAC	1678VULN|2AAC|38TLV|48BEXP|5RMIN|8BPWR|9RAT|aRCR
77	11361 13163	   	270.23	DCR|DCR|1VULN|1TLV|1CDMG	1BEXP|2AME|3TLV|4DUR|5CDMG|6VULN|7aRCR|8LSRREG|9MBVNT
78	13233 13163	   	270.23	DCR|DCR|1VULN|1TLV|1CDMG	1BEXP|2CDMG|3DUR|4CGEN|5TLV|6VULN|7aRCR|8LSRREG|9MBVNT
79	13523 13163	   	270.23	DCR|DCR|1VULN|1TLV|1CDMG	1BEXP|2CDMG|3AME|4DUR|5TLV|6VULN|7aRCR|8LSRREG|9MBVNT
80	13625 13163	   	270.23	DCR|DCR|1VULN|1TLV|1CDMG	1BEXP|2CDMG|3TLV|4DUR|5AME|6VULN|7aRCR|8LSRREG|9MBVNT
81	42314 33611	 * 	270.18	DCR|3VULN|2AAC|1TLV|1MLV	19aVULN|26AAC|3TLV|4MLV|5CGEN|7DUST|8RCR
82	51321 63163	   	270.13	DCR|DCR|1VULN|1TLV|1CDMG	1ERES|2VULN|3TLV|4BEXP|5CDMG|6DUR|7aRCR|8LSRREG|9MBVNT
83	42316 33611	   	270.08	DCR|3VULN|2AAC|1TLV|1MLV	19aVULN|26AAC|3TLV|4MLV|5ERES|7DUST|8RCR
84	41311 36631	   	270.08	DCR|2VULN|2MLV|2TLV|1AAC	1aVULN|24MLV|39TLV|5FEWX|6AAC|7AME|8RCR
85	42422 31143	   	270.08	DCR|2VULN|2MLV|2TLV|1AAC	1aVULN|2AAC|3BEXP|4aMLV|5RPLT|6AEBURN|7CGEN|8aTLV|9RCR|aBPWR
86	41324 13113	 * 	269.74	DCR|2VULN|2MLV|1TLV|2ASPD	16VULN|28MLV|3TLV|4BBNT|5aASPD|7VENFST|9RCR
87	42314 13611	   	269.25	DCR|3VULN|2TLV|1MLV|1AAC	19aVULN|2AAC|36TLV|4MLV|5CGEN|7DUST|8RCR
88	42316 13611	   	269.15	DCR|3VULN|2TLV|1MLV|1AAC	19aVULN|2AAC|36TLV|4MLV|5ERES|7DUST|8RCR
89	12161 13542	   	269.13	DCR|3VULN|2MLV|1AAC|1CDMG	18BEXP|2AAC|38MLV|4DUR|5CDMG|68aVULN|7MDPS|8BPWR|9RCR
90	42424 32311	 * 	269.10	DCR|5VULN|1MLV|1AAC	1689aVULN|2AAC|3BEXP|4MLV|5DUR|7RCR
91	41133 61513	   	268.91	DCR|3VULN|2TLV|1MLV|1ASPD	157VULN|2MLV|37FRZICY|4TBNT|67TLV|7BPWR|8CGEN|9RCR|aASPD
92	41211 13442	   	268.83	DCR|3VULN|1TLV|1MLV|1AAC|1CDMG	167VULN|2MLV|3LWND|4TLV|5CDMG|8TBNT|9RCR|aAAC
93	41321 11513	   	268.71	DCR|3VULN|2TLV|1MLV|1ASPD	167VULN|2MLV|37TLV|4BBNT|57CANSTR|7BPWR|8CGEN|9RCR|aASPD
94	42362 42123	   	268.45	DCR|2VULN|1TLV|1MLV|1AAC|1ASPD|1CDMG	16VULN|2AAC|3TLV|4RAT|5CDMG|7RCR|8ERES|9ASPD|aMLV
95	23312 12462	 * 	267.98	ACR|DCR|2VULN|1TLV|1DMG	1aRCR|2FEWX|3RPLT|4DMG|5DUR|68VULN|7LWND|9TLV
96	32132 24612	   	267.89	DCR|DCR|1VULN|1MLV|1AAC	1LWND|2AAC|3MLV|4DUR|5RPLT|6FEWX|7VULN|8aRCR|9DMSP
97	42222 23612	   	267.89	DCR|DCR|1VULN|1MLV|1AAC	1VULN|2AAC|3LWND|4MLV|5RPLT|6FEWX|7DUR|8aRCR|9DMSP
98	32132 14612	   	267.79	DCR|DCR|1VULN|1MLV|1AAC	1LWND|2AAC|3MLV|4DUR|5RPLT|6DUST|7VULN|8aRCR|9DMSP
99	42222 13612	   	267.79	DCR|DCR|1VULN|1MLV|1AAC	1VULN|2AAC|3LWND|4MLV|5RPLT|6DUST|7DUR|8aRCR|9DMSP
100	43211 43122	   	267.62	DCR|2VULN|2MLV|1TLV|2DUR|1CDMG	18VULN|2CDMG|38DUR|4RMIN|5AETHUN|68MLV|7RCR|8BPWR|9RPLT|aTLV
101	41361 22341	   	267.38	DCR|2VULN|2MLV|1TLV|1DMG	16VULN|2aMLV|3TLV|4RMIN|5DUR|7LIT|8RCR|9DMG
102	22443 22212	 * 	267.24	ACR|DCR|2VULN|1MLV|1DMG|1CDMG	1aRCR|2MDPS|3MLV|4FEWX|57VULN|6CDMG|8DMG|9MBVNT
103	22433 22512	   	267.14	ACR|DCR|2VULN|1MLV|1DMG|1CDMG	1aRCR|2MDPS|3MLV|4BEXP|57VULN|6CDMG|8DMG|9MBVNT
104	22523 22512	   	267.14	ACR|DCR|2VULN|1MLV|1DMG|1CDMG	1aRCR|2MDPS|3DUST|4MLV|57VULN|6CDMG|8DMG|9MBVNT
105	41351 52311	   	266.74	DCR|4VULN|1TLV|1MLV	189aVULN|2MLV|3TLV|4ZMB|5DUR|6CGEN|7RCR
106	41361 23613	   	266.66	DCR|3VULN|1TLV|1MLV|1DMG	169VULN|2MLV|3TLV|4RMIN|5DUR|7DMG|8RCR|aLHND
107	45311 23613	   	266.66	DCR|3VULN|1TLV|1MLV|1DMG	169VULN|2AME|3TLV|4MLV|5DUR|7DMG|8RCR|aLHND
108	41331 26611	   	266.64	DCR|4VULN|1TLV|1MLV	169aVULN|2MLV|3TLV|4ERES|5DUR|7AME|8RCR
109	51311 26611	   	266.64	DCR|4VULN|1TLV|1MLV	1ERES|269aVULN|3TLV|4MLV|5DUR|7AME|8RCR
110	41331 23613	   	266.56	DCR|3VULN|1TLV|1MLV|1DMG	169VULN|2MLV|3TLV|4ERES|5DUR|7DMG|8RCR|aLHND
111	41331 23614	   	266.56	DCR|3VULN|1TLV|1MLV|1DMG	169VULN|2MLV|3TLV|4ERES|5DUR|7DMG|8RCR|aFEWX
112	41361 23612	   	266.56	DCR|3VULN|1TLV|1MLV|1DMG|1SELL	169VULN|2MLV|3TLV|4RMIN|5DUR|7DMG|8RCR|aSELL
113	41361 23623	   	266.56	DCR|3VULN|1TLV|1MLV|1DMG	16aVULN|2MLV|3TLV|4RMIN|5DUR|7DMG|8RCR|9BEXP
114	45311 23612	   	266.56	DCR|3VULN|1TLV|1MLV|1DMG|1SELL	169VULN|2AME|3TLV|4MLV|5DUR|7DMG|8RCR|aSELL
115	45311 23623	   	266.56	DCR|3VULN|1TLV|1MLV|1DMG	16aVULN|2AME|3TLV|4MLV|5DUR|7DMG|8RCR|9BEXP
116	51311 23613	   	266.56	DCR|3VULN|1TLV|1MLV|1DMG	1ERES|269VULN|3TLV|4MLV|5DUR|7DMG|8RCR|aLHND
117	51311 23614	   	266.56	DCR|3VULN|1TLV|1MLV|1DMG	1ERES|269VULN|3TLV|4MLV|5DUR|7DMG|8RCR|aFEWX
118	41513 82311	   	266.54	DCR|4VULN|1TLV|1MLV	189aVULN|2MLV|3MBVNT|4TLV|5AEFRZ|6DUR|7RCR
119	41331 23612	   	266.46	DCR|3VULN|1TLV|1MLV|1DMG|1SELL	169VULN|2MLV|3TLV|4ERES|5DUR|7DMG|8RCR|aSELL
120	41331 23616	   	266.46	DCR|3VULN|1TLV|1MLV|1DMG	169VULN|2MLV|3TLV|4ERES|5DUR|7DMG|8RCR|aMBVNT
121	41331 23623	   	266.46	DCR|3VULN|1TLV|1MLV|1DMG	16aVULN|2MLV|3TLV|4ERES|5DUR|7DMG|8RCR|9BEXP
122	41331 63611	   	266.46	DCR|3VULN|1TLV|1MLV|1DMG	19aVULN|2MLV|3TLV|4ERES|5DUR|6AEFRZ|7DMG|8RCR
123	51311 23612	   	266.46	DCR|3VULN|1TLV|1MLV|1DMG|1SELL	1ERES|269VULN|3TLV|4MLV|5DUR|7DMG|8RCR|aSELL
124	51311 23616	   	266.46	DCR|3VULN|1TLV|1MLV|1DMG	1ERES|269VULN|3TLV|4MLV|5DUR|7DMG|8RCR|aMBVNT
125	51311 23623	   	266.46	DCR|3VULN|1TLV|1MLV|1DMG	1ERES|26aVULN|3TLV|4MLV|5DUR|7DMG|8RCR|9BEXP
126	51311 63611	   	266.46	DCR|3VULN|1TLV|1MLV|1DMG	1ERES|29aVULN|3TLV|4MLV|5DUR|6AEFRZ|7DMG|8RCR
127	41314 21215	   	266.40	DCR|3MLV|1VULN|1TLV|1AAC|1ASPD	1VULN|249MLV|3TLV|5ASPD|6DUST|7ZMB|8AAC|aRCR
128	42331 13442	   	266.03	DCR|3VULN|2AAC|1TLV|1CDMG	167VULN|2aAAC|3TLV|4DUR|5CDMG|8TBNT|9RCR
129	42212 42612	   	265.37	DCR|DCR|1VULN|1TLV|1AAC	1VULN|2AAC|3LWND|4TLV|5RPLT|6MDPS|7RCVC|8aRCR|9DMSP
130	42433 15211	 * 	265.29	DCR|3VULN|2TLV|2AAC	178VULN|24AAC|3BEXP|58ZMB|68TLV|8BPWR|9RAT|aRCR
131	42313 21212	 * 	265.25	DCR|3MLV|1VULN|2AAC|1TLV	1VULN|28AAC|3TLV|47aMLV|5BBNT|6VENFST|9RCR
132	33323 13542	   	265.22	DCR|2VULN|2DMG|1TLV|1AAC|1CDMG	18LWND|2CDMG|38DMG|4DUR|5TLV|68VULN|7MDPS|8BPWR|9RCR|aAAC
133	42583 13211	   	265.09	DCR|3VULN|1TLV|1DMG|1AAC|1ASPD	19aVULN|2AAC|3MBVNT|4ASPD|5AEFRZ|6TLV|7DMG|8RCR
134	23222 12462	   	264.81	ACR|DCR|2VULN|1TLV|1AAC	1aRCR|2FEWX|3AAC|4RPLT|5DUR|68VULN|7LWND|9TLV
135	41311 11216	 * 	264.33	DCR|3MLV|2TLV|1VULN|1AAC	1VULN|249MLV|36TLV|5FEWX|7MBVNT|8AAC|aRCR
136	41322 21112	   	264.33	DCR|3MLV|2TLV|1VULN|1AAC	1VULN|25aMLV|36TLV|4BBNT|7AAC|8CANSTR|9RCR
137	41316 11216	   	264.23	DCR|3MLV|2TLV|1VULN|1AAC	1VULN|249MLV|36TLV|5DUST|7MBVNT|8AAC|aRCR
138	42311 52513	   	264.21	DCR|2VULN|2MLV|1TLV|1AAC	19VULN|2AAC|3TLV|48MLV|5DUR|6CGEN|7RCR|aLHND
139	42311 52512	   	264.11	DCR|2VULN|2MLV|1TLV|1AAC|1SELL	19VULN|2AAC|3TLV|48MLV|5DUR|6CGEN|7RCR|aSELL
140	41314 23221	   	264.04	DCR|2MLV|1VULN|1TLV|1DMG|1AAC|1ASPD	1VULN|24MLV|3TLV|5ASPD|6DUST|7DMG|8AAC|9FEWX|aRCR
141	41513 73231	   	264.01	DCR|2VULN|2MLV|1TLV|1AAC	17VULN|27MLV|3MBVNT|4TLV|5AEFRZ|67BEXP|7BPWR|8AAC|9DUR|aRCR
142	42313 12231	   	263.96	DCR|2VULN|2MLV|1TLV|1AAC|1SELL	16VULN|2AAC|3TLV|49MLV|5BBNT|7SELL|8AART|aRCR
143	41314 23241	   	263.94	DCR|2MLV|1VULN|1TLV|1DMG|1AAC|1ASPD	1VULN|24MLV|3TLV|5ASPD|6DUST|7DMG|8AAC|9BEXP|aRCR
144	42311 21342	   	263.48	DCR|3VULN|1TLV|1MLV|1AAC	16aVULN|2AAC|3TLV|4MLV|5DUR|7RPLT|8CGEN|9RCR
145	42311 26613	   	263.48	DCR|3VULN|1TLV|1MLV|1AAC	169VULN|2AAC|3TLV|4MLV|5DUR|7AME|8RCR|aLHND
146	42311 52313	   	263.48	DCR|3VULN|1TLV|1MLV|1AAC	189VULN|2AAC|3TLV|4MLV|5DUR|6CGEN|7RCR|aLHND
147	42311 52314	   	263.48	DCR|3VULN|1TLV|1MLV|1AAC	189VULN|2AAC|3TLV|4MLV|5DUR|6CGEN|7RCR|aFEWX
148	13362 14243	 * 	263.47	DCR|DCR|2DMG|2ASPD|1CDMG	15BEXP|2CDMG|39DMG|45ASPD|5BPWR|6SNIFST|7TBNT|8aRCR
149	42311 21641	   	263.38	DCR|3VULN|1TLV|1MLV|1AAC	16aVULN|2AAC|3TLV|4MLV|5DUR|7RPLT|8DUST|9RCR
150	42311 26612	   	263.38	DCR|3VULN|1TLV|1MLV|1AAC|1SELL	169VULN|2AAC|3TLV|4MLV|5DUR|7AME|8RCR|aSELL
151	42311 26623	   	263.38	DCR|3VULN|1TLV|1MLV|1AAC	16aVULN|2AAC|3TLV|4MLV|5DUR|7AME|8RCR|9BEXP
152	42311 52111	   	263.38	DCR|3VULN|1TLV|1MLV|1AAC	19aVULN|2AAC|3TLV|4MLV|5DUR|6CGEN|7RCR|8AEPOI
153	42311 52312	   	263.38	DCR|3VULN|1TLV|1MLV|1AAC|1SELL	189VULN|2AAC|3TLV|4MLV|5DUR|6CGEN|7RCR|aSELL
154	42311 52316	   	263.38	DCR|3VULN|1TLV|1MLV|1AAC	189VULN|2AAC|3TLV|4MLV|5DUR|6CGEN|7RCR|aMBVNT
155	42311 53611	   	263.38	DCR|3VULN|1TLV|1MLV|1AAC	19aVULN|2AAC|3TLV|4MLV|5DUR|6CGEN|7AEWIND|8RCR
156	41324 15231	   	263.32	DCR|2VULN|2MLV|1TLV|1ASPD|1SELL	16VULN|29MLV|3TLV|4BBNT|5ASPD|7SELL|8AART|aRCR
157	41312 63532	 * 	263.23	ACR|5VULN|2MLV|1TLV	1678aVULN|24MLV|3TLV|5RCR|9LHND
158	41312 63522	   	263.13	ACR|5VULN|2MLV|1TLV	1678aVULN|24MLV|3TLV|5RCR|9BEXP
159	41313 13241	   	262.74	DCR|2VULN|2MLV|1TLV|1AAC	19VULN|24MLV|3TLV|5AEFRZ|6AAC|7RAT|8FEWX|aRCR
160	41313 15211	   	262.74	DCR|2VULN|2MLV|1TLV|1AAC	17VULN|24MLV|3TLV|5AEFRZ|6AAC|8LHND|9RAT|aRCR
161	42312 44211	   	262.74	DCR|2VULN|2MLV|1TLV|1AAC	16VULN|2AAC|3TLV|47MLV|5AEFBLL|8LHND|9RAT|aRCR
162	41313 13541	   	262.64	DCR|2VULN|2MLV|1TLV|1AAC	18VULN|24MLV|3TLV|5AEFRZ|6AAC|7RAT|9DUST|aRCR
163	41313 13551	   	262.64	DCR|2VULN|2MLV|1TLV|1AAC	18VULN|24MLV|3TLV|5AEFRZ|6AAC|7RAT|9BEXP|aRCR
164	42312 43341	   	262.64	DCR|2VULN|2MLV|1TLV|1AAC	16VULN|2AAC|3TLV|48MLV|5AEFBLL|7RAT|9DUST|aRCR
165	42312 43351	   	262.64	DCR|2VULN|2MLV|1TLV|1AAC	16VULN|2AAC|3TLV|48MLV|5AEFBLL|7RAT|9BEXP|aRCR
166	41312 61631	   	262.23	ACR|3VULN|3MLV|2TLV	169VULN|248MLV|39TLV|5RCR|79ZMB|9BPWR|aLHND
167	41314 33241	   	262.10	DCR|2VULN|2MLV|1TLV|1ASPD	19VULN|24MLV|3TLV|5ASPD|6AEPOI|7RAT|8FEWX|aRCR
168	41314 35211	   	262.10	DCR|2VULN|2MLV|1TLV|1ASPD	17VULN|24MLV|3TLV|5ASPD|6AEPOI|8LHND|9RAT|aRCR
169	42312 43241	   	262.02	DCR|3VULN|1TLV|1MLV|1AAC	169VULN|2AAC|3TLV|4MLV|5AEFBLL|7RAT|8FEWX|aRCR
170	41213 35311	   	262.02	DCR|3VULN|1TLV|1MLV|1AAC	178VULN|2MLV|3LWND|4TLV|5AEFRZ|6AAC|9RAT|aRCR
