0	Index      	 *	Score 	Summary	Detail	
1	44231 22341	 * 	207.38	ACR|2AART|2VULN|2DMG|3CDMG	149CDMG|2RCR|35AART|6DUST|79DMG|89VULN|9BPWR|aBEXP
28	44232 22234	   	189.60	ACR|2VULN|2DMG|1AART|2CDMG	14CDMG|2RCR|3AART|58ERES|67DMG|9aVULN
29	15221 16314	 * 	189.27	ACR|3DMG|2VULN|1AART|2DUR|1SELL	17aDMG|2SELL|3LWND|4RCR|57VULN|67DUR|7BPWR|8LHND|9AART
30	15221 16114	 * 	189.17	ACR|3DMG|2VULN|1AART|2DUR|1SELL	17aDMG|2SELL|3LWND|4RCR|57VULN|67DUR|7BPWR|8LEGI|9AART
31	44252 22311	   	188.39	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3AART|4RCVC|5ERES|679DMG|8VULN|aDUR
32	42623 42212	 * 	188.09	DCR|3VULN|2DMG|3ASPD|2CDMG	17CDMG|247ASPD|34aVULN|47BPWR|5LIT|67DMG|8DUST|9RCR
33	44232 22312	   	187.76	ACR|3DMG|1AART|1VULN|2CDMG	14CDMG|2RCR|3AART|5ERES|679DMG|8VULN|aLIT
34	44232 22313	   	187.76	ACR|3DMG|1AART|1VULN|2CDMG	14CDMG|2RCR|3AART|5ERES|679DMG|8VULN|aLWND
35	44232 22322	   	187.76	ACR|3DMG|1AART|1VULN|2CDMG	14CDMG|2RCR|3AART|5ERES|67aDMG|8VULN|9FEWX
36	13333 13643	   	187.67	DCR|3VULN|2DMG|1AART|1ZMB	19DMG|2RCVC|39DUST|469VULN|5AART|7RMIN|8RCR|9BPWR|aZMB
37	44232 22352	   	187.66	ACR|3DMG|1AART|1VULN|2CDMG	14CDMG|2RCR|3AART|5ERES|67aDMG|8VULN|9LEGI
38	15221 16315	   	187.27	ACR|2VULN|2DMG|1AART|1CDMG|2DUR|1SELL	17DMG|2SELL|3LWND|4RCR|57VULN|67DUR|7BPWR|8LHND|9AART|aCDMG
39	15221 16115	   	187.17	ACR|2VULN|2DMG|1AART|1CDMG|2DUR|1SELL	17DMG|2SELL|3LWND|4RCR|57VULN|67DUR|7BPWR|8LEGI|9AART|aCDMG
40	15623 14121	 * 	185.68	ACR|3DMG|2VULN|1AART|1DUR|1SELL	17aDMG|2SELL|3aVULN|4RCR|5DUR|6AART|8ERES|9aMLV|aBPWR
41	44232 22114	   	185.64	ACR|3DMG|1AART|2CDMG|1ZMB|1DUR	14CDMG|2RCR|3AART|5ERES|679DMG|8DUR|aZMB
42	15321 14236	 * 	185.48	ACR|3DMG|2VULN|1AART|1DUR|1SELL	178DMG|2SELL|3DUR|4RCR|5aVULN|6AART|9ERES
43	15623 11351	 * 	185.48	ACR|3VULN|2DMG|1AART|1DUR|1SELL	1aDMG|2SELL|39aVULN|4RCR|5DUR|6AART|7TLV|8aERES|aBPWR
44	44232 21421	   	185.29	ACR|2DMG|1AART|3CDMG|1VULN|1DUR	14aCDMG|2RCR|3AART|5ERES|6aDMG|7VULN|8DUR|9aMLV|aBPWR
45	15623 16233	   	185.03	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG|2DUR|1SELL	1aDMG|2SELL|3VULN|4RCR|5aDUR|6AART|7LWND|8CDMG|9aASPD|aBPWR
46	26631 12361	 * 	184.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2DUR|3RCR|4CDMG|5DMG|6AART|78aVULN|9BEXP
47	13333 13344	   	184.20	DCR|3VULN|2DMG|1AART|2DUR	19DMG|2RCVC|3DUST|469VULN|5AART|7RMIN|89DUR|9BPWR|aRCR
48	26631 12321	   	184.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2DUR|3RCR|4CDMG|5DMG|6AART|78aVULN|9DUST
49	15321 36314	 * 	183.98	ACR|3DMG|2VULN|1AART|1DUR|1SELL	17aDMG|2SELL|3DUR|4RCR|57VULN|67LWND|7BPWR|8LHND|9AART
50	15321 13642	   	183.93	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1DMG|2SELL|3DUR|4RCR|5aVULN|6AART|7CDMG|8ASPD|9ZMB
51	15321 36114	 * 	183.88	ACR|3DMG|2VULN|1AART|1DUR|1SELL	17aDMG|2SELL|3DUR|4RCR|57VULN|67LWND|7BPWR|8LEGI|9AART
52	44231 22342	   	183.84	ACR|2AART|2VULN|2DMG|3CDMG|1MSE	149CDMG|2RCR|35AART|6DUST|79DMG|89VULN|9BPWR|aMSE
53	13335 13344	   	183.60	DCR|3VULN|2DMG|1AART|2DUR	19DMG|2RCVC|35DUST|459VULN|59BPWR|6AART|7RMIN|89DUR|aRCR
54	15321 13322	   	183.58	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	18DMG|2SELL|3DUR|4RCR|5aVULN|6AART|7CDMG|9FEWX
55	15321 13332	   	183.58	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	18DMG|2SELL|3DUR|4RCR|5aVULN|6AART|7CDMG|9LWND
56	15321 13362	   	183.58	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	18DMG|2SELL|3DUR|4RCR|5aVULN|6AART|7CDMG|9LHND
57	15321 16252	   	183.58	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	19DMG|2SELL|3DUR|4RCR|5aVULN|6AART|7LWND|8CDMG
58	15623 13322	   	183.58	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	18DMG|2SELL|3aVULN|4RCR|5DUR|6AART|7CDMG|9FEWX
59	15623 13332	   	183.58	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	18DMG|2SELL|3aVULN|4RCR|5DUR|6AART|7CDMG|9LWND
60	15623 13362	   	183.58	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	18DMG|2SELL|3aVULN|4RCR|5DUR|6AART|7CDMG|9LHND
61	44231 22332	   	183.56	ACR|2AART|2DMG|1VULN|2CDMG	14CDMG|2RCR|35AART|6DUST|7aDMG|8VULN|9CGEN
62	44231 22352	   	183.56	ACR|2AART|2DMG|1VULN|2CDMG	14CDMG|2RCR|35AART|6DUST|7aDMG|8VULN|9RMIN
63	44231 22362	   	183.56	ACR|2AART|2VULN|1DMG|2CDMG	14CDMG|2RCR|35AART|6DUST|7DMG|89VULN|aFEWX
64	44231 41413	   	183.56	ACR|2AART|2VULN|1DMG|2CDMG	14CDMG|2RCR|35AART|6MBVNT|78VULN|9DMG|aLWND
65	44231 41414	   	183.56	ACR|2AART|2VULN|1DMG|2CDMG	14CDMG|2RCR|35AART|6MBVNT|78VULN|9DMG|aLHND
66	44231 41442	   	183.56	ACR|2AART|2VULN|1DMG|2CDMG	14CDMG|2RCR|35AART|6MBVNT|78VULN|9BEXP|aDMG
67	44231 42332	   	183.56	ACR|2AART|2DMG|1VULN|2CDMG	14CDMG|2RCR|35AART|6MBVNT|7aDMG|8VULN|9CGEN
68	15321 12252	   	183.48	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	19DMG|2SELL|3DUR|4RCR|5aVULN|6AART|7DUST|8CDMG
69	15321 13352	   	183.48	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	18DMG|2SELL|3DUR|4RCR|5aVULN|6AART|7CDMG|9DUST
70	15623 12252	   	183.48	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	19DMG|2SELL|3aVULN|4RCR|5DUR|6AART|7DUST|8CDMG
71	15623 13352	   	183.48	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	18DMG|2SELL|3aVULN|4RCR|5DUR|6AART|7CDMG|9DUST
72	44231 22361	   	183.46	ACR|2AART|2VULN|1DMG|2CDMG	14CDMG|2RCR|35AART|6aDUST|7DMG|89VULN
73	44231 41411	   	183.46	ACR|2AART|2VULN|1DMG|2CDMG	14CDMG|2RCR|35AART|6MBVNT|78VULN|9DMG|aDUST
74	44231 42342	   	183.46	ACR|2AART|2DMG|1VULN|2CDMG	14CDMG|2RCR|35AART|6MBVNT|7aDMG|8VULN|9ERES
75	26643 12332	   	183.43	ACR|2VULN|2DMG|2CDMG|2DUR|1ZMB	1LIT|2aDUR|3RCR|4LHND|59DMG|6aCDMG|7ZMB|8aVULN|aBPWR
76	44232 21532	   	183.11	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	14CDMG|2RCR|3AART|5ERES|6aDMG|7VULN|8ZMB|9CGEN
77	44231 31242	   	183.11	ACR|2AART|3CDMG|1VULN|1DMG|1ZMB	146CDMG|2RCR|35AART|6BPWR|7DMG|8ZMB|9RMIN|aVULN
78	21538 35331	 * 	183.10	DCR|2AART|2DMG|2VULN|1DUR	18LIT|2CGEN|39AART|4MBVNT|58DMG|68VULN|7RCR|8BPWR|aDUR
79	21538 35332	   	183.10	DCR|2AART|2DMG|2VULN|1ASPD	18LIT|2CGEN|39AART|4MBVNT|58DMG|68VULN|7RCR|8BPWR|aASPD
80	15321 13342	 * 	182.20	ACR|3DMG|2VULN|1AART|2CDMG|1DUR|1SELL|1MSE	189DMG|2SELL|3DUR|4RCR|59VULN|6AART|79CDMG|9BPWR|aMSE
81	15321 36315	   	181.98	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	17DMG|2SELL|3DUR|4RCR|57VULN|67LWND|7BPWR|8LHND|9AART|aCDMG
82	44343 12322	   	181.94	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1CDMG|2RCR|3DUST|4SELL|5AART|6aVULN|78DMG|9BELT
83	44343 12331	   	181.94	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1CDMG|2RCR|3DUST|4SELL|5AART|6aVULN|78DMG|9DMSP
84	15321 36115	   	181.88	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	17DMG|2SELL|3DUR|4RCR|57VULN|67LWND|7BPWR|8LEGI|9AART|aCDMG
85	11362 32143	   	181.76	DCR|2AART|2DMG|2VULN|1ZMB	16DMG|2ZMB|3LWND|48AART|56CGEN|6BPWR|7aVULN|9RCR
86	11522 32143	   	181.76	DCR|2AART|2DMG|2VULN|1ZMB	16DMG|2ZMB|3BEXP|48AART|56CGEN|6BPWR|7aVULN|9RCR
87	11362 12143	   	181.66	DCR|2AART|2DMG|2VULN|1ZMB	17DMG|2ZMB|3LWND|48AART|5CGEN|6aVULN|9RCR
88	11522 12143	   	181.66	DCR|2AART|2VULN|2DMG|1ZMB	17DMG|2ZMB|3BEXP|48AART|5CGEN|6aVULN|9RCR
89	15321 14211	   	181.64	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	178DMG|2SELL|3DUR|4RCR|5VULN|6AART|9CDMG|aBEXP
90	15321 14213	   	181.64	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	178DMG|2SELL|3DUR|4RCR|5VULN|6AART|9CDMG|aLWND
91	15321 14214	   	181.64	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	178DMG|2SELL|3DUR|4RCR|5VULN|6AART|9CDMG|aMLV
92	15321 14216	   	181.64	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	178DMG|2SELL|3DUR|4RCR|5VULN|6AART|9CDMG|aLHND
93	15623 14211	   	181.64	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	178DMG|2SELL|3VULN|4RCR|5DUR|6AART|9CDMG|aBEXP
94	15623 14213	   	181.64	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	178DMG|2SELL|3VULN|4RCR|5DUR|6AART|9CDMG|aLWND
95	44131 16222	   	181.58	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2RCR|39MLV|4DUST|57VULN|6AART|8aDMG
96	44232 22116	   	181.58	ACR|3DMG|1AART|2CDMG|1ASPD|1DUR	14CDMG|2RCR|3AART|5ERES|679DMG|8DUR|aASPD
97	11361 12143	   	181.56	DCR|2AART|2VULN|2DMG|1ZMB	17DMG|2ZMB|3LWND|48AART|5ERES|6aVULN|9RCR
98	11361 32143	   	181.56	DCR|2AART|2VULN|2DMG|1ZMB	16DMG|2ZMB|3LWND|48AART|56ERES|6BPWR|7aVULN|9RCR
99	11521 12143	   	181.56	DCR|2AART|2VULN|2DMG|1ZMB	17DMG|2ZMB|3BEXP|48AART|5ERES|6aVULN|9RCR
100	11521 32143	   	181.56	DCR|2AART|2VULN|2DMG|1ZMB	16DMG|2ZMB|3BEXP|48AART|56ERES|6BPWR|7aVULN|9RCR
101	15321 14215	   	181.54	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	178DMG|2SELL|3DUR|4RCR|5VULN|6AART|9CDMG|aTLV
102	15322 14215	   	181.54	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	178DMG|2SELL|3DUR|4RCR|5DUST|6AART|9CDMG|aVULN
103	44231 12342	   	181.53	ACR|2AART|2VULN|2CDMG|1ZMB|1DUR	14CDMG|2RCR|35AART|6RPLT|7aVULN|8DUR|9ZMB
104	13335 15142	   	181.50	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	19DMG|2RCVC|359DUST|45VULN|59BPWR|6AART|7CDMG|89DUR|aRCR
105	12216 23643	 * 	181.47	DCR|3DMG|2VULN|2ZMB|1CDMG	15aDMG|2RMIN|3CDMG|4aVULN|6LEGI|7RCR|8aZMB|9RCVC|aBPWR
106	12216 23663	   	181.47	DCR|3DMG|2VULN|2ZMB|1CDMG	15aDMG|29RMIN|3CDMG|4aVULN|6LEGI|7RCR|8aZMB|aBPWR
107	12222 23643	   	181.47	DCR|3DMG|2VULN|2ZMB|1CDMG	14aDMG|2RMIN|3CDMG|5aVULN|6LEGI|7RCR|8aZMB|9RCVC|aBPWR
108	12222 23663	   	181.47	DCR|3DMG|2VULN|2ZMB|1CDMG	14aDMG|29RMIN|3CDMG|5aVULN|6LEGI|7RCR|8aZMB|aBPWR
109	44252 22312	   	181.45	ACR|3DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|3AART|4RCVC|5ERES|679DMG|8VULN|aLIT
110	44252 22313	   	181.45	ACR|3DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|3AART|4RCVC|5ERES|679DMG|8VULN|aLWND
111	44252 22322	   	181.45	ACR|3DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|3AART|4RCVC|5ERES|67aDMG|8VULN|9FEWX
112	11533 32143	   	181.16	DCR|2AART|2DMG|2VULN|1ZMB	16DMG|2ZMB|3BEXP|46CGEN|58AART|6BPWR|7aVULN|9RCR
113	11533 12143	   	181.06	DCR|2AART|2VULN|2DMG|1ZMB	17DMG|2ZMB|3BEXP|4CGEN|58AART|6aVULN|9RCR
114	31334 22143	   	181.06	DCR|2AART|2VULN|2DMG|1ZMB	1MLV|2ZMB|3LWND|4aVULN|58AART|67DMG|9RCR
115	31634 22143	   	181.06	DCR|2AART|2VULN|2DMG|1ZMB	1MLV|2ZMB|3LHND|4aVULN|58AART|67DMG|9RCR
116	11213 12143	   	180.96	DCR|2AART|2VULN|2DMG|1ZMB	17DMG|2ZMB|3CGEN|4DUST|58AART|6aVULN|9RCR
117	11213 32143	   	180.96	DCR|2AART|2DMG|2VULN|1ZMB	16DMG|2ZMB|3CGEN|46DUST|58AART|6BPWR|7aVULN|9RCR
118	11313 12143	   	180.96	DCR|2AART|2VULN|2DMG|1ZMB	17DMG|2ZMB|3LWND|4TLV|58AART|6aVULN|9RCR
119	11313 32143	   	180.96	DCR|2AART|2VULN|2DMG|1ZMB	16DMG|2ZMB|3LWND|46TLV|58AART|6BPWR|7aVULN|9RCR
120	11513 12143	   	180.96	DCR|2AART|2VULN|2DMG|1ZMB	17DMG|2ZMB|3BEXP|4TLV|58AART|6aVULN|9RCR
121	11513 32143	   	180.96	DCR|2AART|2VULN|2DMG|1ZMB	16DMG|2ZMB|3BEXP|46TLV|58AART|6BPWR|7aVULN|9RCR
122	11613 12143	   	180.96	DCR|2AART|2VULN|2DMG|1ZMB	17DMG|2ZMB|3LHND|4TLV|58AART|6aVULN|9RCR
123	11613 32143	   	180.96	DCR|2AART|2VULN|2DMG|1ZMB	16DMG|2ZMB|3LHND|46TLV|58AART|6BPWR|7aVULN|9RCR
124	26631 12313	   	180.87	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1LIT|2aDUR|3RCR|4CDMG|5DMG|6AART|78VULN|9ASPD
125	44232 22115	   	180.68	ACR|3DMG|1AART|3CDMG|1DUR	14aCDMG|2RCR|3AART|5ERES|679DMG|8DUR
126	13336 16342	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	15DMG|2RCVC|3DUST|4aVULN|6AART|7RCR|8DUR|9ZMB
127	11535 12143	   	180.56	DCR|2VULN|2DMG|2AART|1ZMB	15DMG|2ZMB|3BEXP|45CGEN|5BPWR|68AART|7aVULN|9RCR
128	26531 52312	   	180.55	DCR|2VULN|2DMG|2ZMB|1CDMG|2DUR	1LIT|2aDUR|3LHND|4CDMG|5aDMG|6RCR|79ZMB|8aVULN|aBPWR
129	11163 12143	   	180.46	DCR|2VULN|2DMG|2AART|1ZMB	14DMG|2ZMB|3RMIN|5LHND|68AART|7aVULN|9RCR
130	11536 12143	   	180.46	DCR|2VULN|2DMG|2AART|1ZMB	15DMG|2ZMB|3BEXP|4CGEN|68AART|7aVULN|9RCR
131	21538 35344	 * 	180.37	DCR|3DMG|2VULN|1AART	18LIT|2CGEN|3AART|4MBVNT|58aDMG|68VULN|7RCR|8BPWR|9LWND
132	11215 12143	   	180.36	DCR|2VULN|2DMG|2AART|1ZMB	15DMG|2ZMB|3CGEN|45DUST|5BPWR|68AART|7aVULN|9RCR
133	11216 12143	   	180.36	DCR|2VULN|2DMG|2AART|1ZMB	15DMG|2ZMB|3CGEN|4DUST|68AART|7aVULN|9RCR
134	11315 12143	   	180.36	DCR|2VULN|2DMG|2AART|1ZMB	15DMG|2ZMB|3LWND|45TLV|5BPWR|68AART|7aVULN|9RCR
135	11316 12143	   	180.36	DCR|2VULN|2DMG|2AART|1ZMB	15DMG|2ZMB|3LWND|4TLV|68AART|7aVULN|9RCR
136	11515 12143	   	180.36	DCR|2VULN|2DMG|2AART|1ZMB	15DMG|2ZMB|3BEXP|45TLV|5BPWR|68AART|7aVULN|9RCR
137	11516 12143	   	180.36	DCR|2VULN|2DMG|2AART|1ZMB	15DMG|2ZMB|3BEXP|4TLV|68AART|7aVULN|9RCR
138	11615 12143	   	180.36	DCR|2VULN|2DMG|2AART|1ZMB	15DMG|2ZMB|3LHND|45TLV|5BPWR|68AART|7aVULN|9RCR
139	11616 12143	   	180.36	DCR|2VULN|2DMG|2AART|1ZMB	15DMG|2ZMB|3LHND|4TLV|68AART|7aVULN|9RCR
140	12216 23223	   	180.16	DCR|3DMG|2VULN|2ASPD|1CDMG	15aDMG|2RMIN|3CDMG|4aVULN|6LEGI|7RCR|8aASPD|9RCVC|aBPWR
141	12216 23263	   	180.16	DCR|3DMG|2VULN|2ASPD|1CDMG	15aDMG|29RMIN|3CDMG|4aVULN|6LEGI|7RCR|8aASPD|aBPWR
142	12222 23223	   	180.16	DCR|3DMG|2VULN|2ASPD|1CDMG	14aDMG|2RMIN|3CDMG|5aVULN|6LEGI|7RCR|8aASPD|9RCVC|aBPWR
143	12222 23263	   	180.16	DCR|3DMG|2VULN|2ASPD|1CDMG	14aDMG|29RMIN|3CDMG|5aVULN|6LEGI|7RCR|8aASPD|aBPWR
144	26631 12351	   	180.08	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1LIT|2DUR|3RCR|4CDMG|5DMG|69AART|78VULN|aBELT
145	26631 12353	   	180.08	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1LIT|2DUR|3RCR|4CDMG|5DMG|69AART|78VULN|aFEWX
146	44211 35322	 * 	180.03	ACR|3VULN|1AART|2CDMG|2DUR	1aCDMG|2RCR|3AART|4LWND|5aDUR|6MBVNT|7DLOT|89aVULN|aBPWR
147	44343 12313	   	180.00	ACR|3DMG|1AART|1VULN|1CDMG|1SELL	1CDMG|2RCR|3DUST|4SELL|5AART|6VULN|78aDMG|9CGEN
148	26631 12352	   	179.98	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1LIT|2DUR|3RCR|4CDMG|5DMG|69AART|78VULN|aDUST
149	44232 22111	   	179.93	ACR|3DMG|1AART|2CDMG|2DUR	14CDMG|2RCR|3AART|5ERES|679DMG|8aDUR
150	44221 35322	   	179.93	ACR|3VULN|1AART|2CDMG|2DUR	1aCDMG|2RCR|3AART|4LEGI|5aDUR|6MBVNT|7DLOT|89aVULN|aBPWR
151	44361 12232	   	179.55	ACR|3DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|37DUST|48aDMG|5VULN|6AART|9CGEN
152	44213 31131	   	179.43	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2RCR|3AART|4LWND|5LIT|67aVULN|8ZMB|9DUR
153	44263 31131	   	179.43	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2RCR|3AART|4BEXP|5LIT|67aVULN|8ZMB|9DUR
154	15321 14162	 * 	179.34	ACR|3DMG|2AART|1VULN|1DUR|1SELL	17aDMG|2SELL|3DUR|4RCR|5VULN|69AART|8ERES
155	44223 31131	   	179.33	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2RCR|3AART|4LEGI|5LIT|67aVULN|8ZMB|9DUR
156	13333 16342	   	179.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2RCVC|3DUST|46aVULN|5AART|7RCR|8DUR|9ZMB
157	44232 22161	   	179.05	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	14CDMG|2RCR|3AART|5ERES|67DMG|8DUR|9VULN|aLHND
158	44232 22163	   	179.05	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	14CDMG|2RCR|3AART|5ERES|67DMG|8DUR|9VULN|aRPLT
159	44232 22361	   	179.05	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	14CDMG|2RCR|3AART|5ERES|67DMG|8VULN|9DUR|aLHND
160	44232 22363	   	179.05	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	14CDMG|2RCR|3AART|5ERES|67DMG|8VULN|9DUR|aRPLT
161	44231 31325	   	179.05	ACR|2AART|3CDMG|1DMG|1VULN|1DUR	146CDMG|2RCR|35AART|6BPWR|7DMG|8DUR|9LWND|aVULN
162	44231 31362	   	179.05	ACR|2AART|3CDMG|1VULN|1DMG|1DUR	146CDMG|2RCR|35AART|6BPWR|7DMG|8DUR|9BEXP|aVULN
163	44232 21162	   	179.05	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	14CDMG|2RCR|3AART|5ERES|6aDMG|7VULN|8RCVC|9DUR
164	15321 14233	   	178.90	ACR|3DMG|1AART|1VULN|1ZMB|1DUR|1SELL	178DMG|2SELL|3DUR|4RCR|5VULN|6AART|9ERES|aZMB
