0	Index      	 *	Score 	Summary	Detail	
1	41243 13326	 * 	205.49	ACR|4VULN|3ZMB|1AART|1DMG	189BEXP|289ZMB|3789VULN|4AART|5RCR|6RCVC|89BPWR|aDMG
76	12451 32334	   	181.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8ZMB|9BASHEA|aBEXP
77	12451 32335	   	181.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8ZMB|9BASHEA|aDMSP
78	12451 32342	   	181.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8ZMB|9CGEN|aDUST
79	12431 13334	   	181.47	DCR|3VULN|1AART|3ASPD|1FLTHEA|1DUR	145ASPD|2AART|357VULN|5BPWR|6RCVC|8DUR|9RCR|aFLTHEA
80	12451 32333	   	181.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8ZMB|9BASHEA|aERES
81	12431 24521	   	181.12	DCR|3VULN|1AART|3ASPD|1ZMB|1DUR	145ASPD|2AART|35aVULN|5BPWR|6LHND|7RCR|8DUR|9ZMB
82	12431 54231	   	181.12	DCR|3VULN|1AART|3ASPD|1ZMB|1DUR	145ASPD|2AART|35aVULN|5BPWR|6DUR|7RCR|8CGEN|9ZMB
83	12534 35321	   	181.10	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	18ASPD|2AART|3DUR|48LWND|5aVULN|6FEWX|78DMG|8BPWR|9RCR
84	21243 52511	   	180.97	ACR|3VULN|1AART|2ZMB|1CDMG|2DUR	18LWND|27ZMB|389VULN|4AART|5RCR|68DUR|8BPWR|aCDMG
85	12431 13532	   	180.95	DCR|3VULN|1AART|3ASPD|1DMG	145ASPD|2AART|357VULN|5BPWR|6RCVC|8DMSP|9RCR|aDMG
86	12441 53323	   	180.63	DCR|3VULN|1AART|1DMG|2ASPD|1ZMB	18ASPD|2AART|378VULN|4FEWX|5ZMB|68DUST|8BPWR|9DMG|aRCR
87	12461 53323	   	180.63	DCR|3VULN|1AART|1DMG|2ASPD|1ZMB	18ASPD|2AART|378VULN|4LHND|5ZMB|68DUST|8BPWR|9DMG|aRCR
88	21243 22526	   	180.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	18LWND|2ZMB|38VULN|4AART|5RCR|6RMIN|78DMG|8BPWR|9RPLT|aDUR
89	31221 14443	 * 	179.90	ACR|4VULN|1AART|2CDMG	1RCVC|2LIT|3RCR|46CDMG|567aVULN|6BPWR|8MBVNT|9AART
90	12451 33324	   	179.76	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	1aASPD|2AART|35aVULN|4CDMG|6RCR|7DUR|8RPLT|9aTLV|aBPWR
91	12451 36221	   	179.76	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	19ASPD|2AART|35aVULN|4CDMG|6RCR|7BELT|8DUR
92	41243 12511	   	179.63	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	18BEXP|2ZMB|389VULN|4AART|5RCR|6RCVC|78DUR|8BPWR|aCDMG
93	51243 12511	   	179.63	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	18FEWX|2ZMB|389VULN|4AART|5RCR|6RCVC|78DUR|8BPWR|aCDMG
94	31221 14444	   	179.45	ACR|3VULN|1AART|2CDMG|1FLTHEA	1RCVC|2LIT|3RCR|46CDMG|567VULN|6BPWR|8MBVNT|9AART|aFLTHEA
95	12452 31334	 * 	179.33	DCR|3VULN|1AART|2CDMG|2ASPD	19ASPD|2AART|389VULN|4aCDMG|5LWND|6RCR|79LIT|9BPWR
96	12451 32431	   	179.16	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8DUR|9RCVC|aLIT
97	12451 32432	   	179.16	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8DUR|9RCVC|aRMIN
98	12451 32433	   	179.16	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8DUR|9RCVC|aCGEN
99	43142 35311	 * 	179.13	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB|1DUR	17BEXP|2LHND|37CDMG|4VULN|5ZMB|67DMG|7BPWR|8RCR|9AART|aDUR
100	53142 35311	   	179.13	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB|1DUR	17FEWX|2LHND|37CDMG|4VULN|5ZMB|67DMG|7BPWR|8RCR|9AART|aDUR
101	12431 24522	   	179.12	DCR|2VULN|1AART|3ASPD|1CDMG|1ZMB|1DUR	145ASPD|2AART|35VULN|5BPWR|6LHND|7RCR|8DUR|9ZMB|aCDMG
102	21243 63312	   	179.02	ACR|4VULN|1AART|1ZMB|1DUR|1ASPD	1LWND|2ZMB|3679VULN|4AART|5RCR|8DUR|aASPD
103	21243 63111	   	178.79	ACR|4VULN|1AART|1CDMG|1ZMB	1LWND|2ZMB|3679VULN|4AART|5RCR|8BEXP|aCDMG
104	12431 24332	   	178.59	DCR|2VULN|1AART|3ASPD|1DMG|1ZMB	145ASPD|2AART|35VULN|5BPWR|6LHND|7RCR|8DMG|9ZMB|aBEXP
105	12431 24333	   	178.59	DCR|2VULN|1AART|3ASPD|1DMG|1ZMB	145ASPD|2AART|35VULN|5BPWR|6aLHND|7RCR|8DMG|9ZMB
106	12431 24334	   	178.59	DCR|2VULN|1AART|3ASPD|1DMG|1ZMB	145ASPD|2AART|35VULN|5BPWR|6LHND|7RCR|8DMG|9ZMB|aFEWX
107	12431 24336	   	178.59	DCR|2VULN|1AART|3ASPD|1DMG|1ZMB	145ASPD|2AART|35VULN|5BPWR|6LHND|7RCR|8DMG|9ZMB|aLWND
108	12431 33251	   	178.34	DCR|3VULN|1AART|3ASPD|1DMG	145ASPD|2AART|35aVULN|5BPWR|6ERES|7DMG|8CGEN|9RCR
109	12431 33551	   	178.34	DCR|3VULN|1AART|3ASPD|1DMG	145ASPD|2AART|35aVULN|5BPWR|6ERES|7DMG|8MLV|9RCR
110	21243 62333	   	178.04	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2ZMB|36aVULN|4AART|5RCR|7DUR|8BELT|9DMG
111	12431 64331	 * 	177.94	DCR|3VULN|1AART|3ASPD|2ZMB	145ASPD|2AART|35aVULN|5BPWR|6DUST|7RCR|89ZMB
112	41243 13315	   	177.66	ACR|3VULN|1AART|1DMG|2ZMB	18BEXP|28ZMB|378VULN|4AART|5RCR|6RCVC|8BPWR|9RMIN|aDMG
113	41243 13335	   	177.66	ACR|3VULN|1AART|1DMG|2ZMB	18BEXP|28ZMB|378VULN|4AART|5RCR|6RCVC|8BPWR|9MLV|aDMG
114	12451 32111	   	177.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8BEXP|9LWND|aDUR
115	12451 32412	   	177.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8DUR|9LWND|aRPLT
116	12451 32511	   	177.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8FEWX|9LWND|aDUR
117	21243 62513	   	177.47	ACR|4VULN|1AART|2DUR|1ZMB	18LWND|2ZMB|3689VULN|4AART|5RCR|78DUR|8BPWR|aDUST
118	12451 32121	   	177.45	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8BEXP|9DUST|aDUR
119	12451 32413	   	177.45	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8DUR|9LWND|aDUST
120	12451 32422	   	177.45	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8DUR|9DUST|aRPLT
121	12451 32521	   	177.45	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8FEWX|9DUST|aDUR
122	12451 32611	   	177.45	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8DUST|9LWND|aDUR
123	34311 53334	   	177.41	DCR|3VULN|1AART|3ASPD|1FLTHEA	18RCVC|257VULN|3AART|457ASPD|57BPWR|67LWND|9RCR|aFLTHEA
124	21243 63316	   	177.37	ACR|4VULN|1AART|2DUR|1ZMB	1LWND|2ZMB|3679VULN|4AART|5RCR|8aDUR
125	12451 32423	   	177.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2AART|35VULN|4CDMG|6RCR|7DMG|8DUR|9aDUST
126	21243 22534	   	177.09	ACR|2VULN|2DMG|1AART|2ZMB	18LWND|29ZMB|38VULN|4AART|5RCR|6RMIN|78DMG|8BPWR|aCGEN
127	21243 22535	   	177.09	ACR|2VULN|2DMG|1AART|2ZMB	18aLWND|29ZMB|38VULN|4AART|5RCR|6RMIN|78DMG|8BPWR
128	12431 12535	   	177.03	DCR|3VULN|1AART|3ASPD|3DUR	145ASPD|2AART|358VULN|58BPWR|6RCVC|78aDUR|9RCR
129	21243 22531	   	176.99	ACR|2VULN|2DMG|1AART|2ZMB	18LWND|29ZMB|38VULN|4AART|5RCR|6RMIN|78DMG|8BPWR|aMBVNT
130	21243 22532	   	176.99	ACR|2VULN|2DMG|1AART|2ZMB	18LWND|29ZMB|38VULN|4AART|5RCR|6RMIN|78DMG|8BPWR|aDUST
131	12451 32113	   	176.93	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2AART|35VULN|4aCDMG|6RCR|7DMG|8BEXP|9LWND
132	12451 32513	   	176.93	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2AART|35VULN|4aCDMG|6RCR|7DMG|8FEWX|9LWND
133	12451 32123	   	176.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2AART|35VULN|4aCDMG|6RCR|7DMG|8BEXP|9DUST
134	12451 32232	   	176.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2AART|35VULN|4aCDMG|6RCR|7DMG|8CGEN|9CANHEL
135	12451 32523	   	176.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2AART|35VULN|4aCDMG|6RCR|7DMG|8FEWX|9DUST
136	12451 32613	   	176.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2AART|35VULN|4aCDMG|6RCR|7DMG|8DUST|9LWND
137	31221 14442	   	176.81	ACR|3VULN|1AART|2CDMG|1ZMB	1RCVC|2LIT|3RCR|46CDMG|567VULN|6BPWR|8MBVNT|9AART|aZMB
138	34323 34422	   	176.77	DCR|4VULN|1AART|1CDMG	1RCVC|289aVULN|3AART|4CDMG|5CGEN|6RCR|7LIT
139	12223 32115	   	176.33	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2AART|3ERES|46CDMG|5DMG|7RCR|8RCVC|9aVULN
140	12323 32115	   	176.33	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2AART|3TLV|46CDMG|5DMG|7RCR|8RCVC|9aVULN
141	21243 62336	   	176.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LWND|2ZMB|36VULN|4AART|5RCR|7DUR|8BELT|9DMG|aCDMG
142	34311 43431	   	175.99	DCR|3VULN|1AART|3ASPD|2DUR	18RCVC|257VULN|3AART|457ASPD|57BPWR|67DUR|9RCR|aBEXP
143	34311 43432	   	175.99	DCR|3VULN|1AART|3ASPD|2DUR	18RCVC|257VULN|3AART|457ASPD|57BPWR|67DUR|9RCR|aFEWX
144	34311 43433	   	175.99	DCR|3VULN|1AART|3ASPD|2DUR	18RCVC|257VULN|3AART|457ASPD|57BPWR|67DUR|9RCR|aLWND
145	14523 32115	   	175.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2RMIN|3AART|46CDMG|5DMG|7RCR|8RCVC|9aVULN
146	34322 36136	 * 	175.77	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1RCVC|26VULN|35AART|4CDMG|7BASICY|8DUR|9DMG|aRCR
147	41243 13422	   	175.54	ACR|2VULN|2DMG|1AART|1ZMB	1BEXP|2ZMB|37VULN|4AART|5RCR|6RCVC|89DMG|aLWND
148	41243 13423	   	175.54	ACR|2VULN|2DMG|1AART|1ZMB	1BEXP|2ZMB|37VULN|4AART|5RCR|6RCVC|89DMG|aFEWX
149	51243 13422	   	175.54	ACR|2VULN|2DMG|1AART|1ZMB	1FEWX|2ZMB|37VULN|4AART|5RCR|6RCVC|89DMG|aLWND
150	51243 13423	   	175.54	ACR|2VULN|2DMG|1AART|1ZMB	1FEWX|2ZMB|37VULN|4AART|5RCR|6RCVC|89DMG|aBEXP
