0	Index      	 *	Score 	Summary	Detail	
1	31214 23562	 * 	195.91	DCR|3VULN|2AART|1DMG|1CDMG|2DUR	1RMIN|23AART|468VULN|56DUR|6BPWR|7CDMG|9RCR|aDMG
18	31212 23663	   	183.68	DCR|3VULN|2AART|1DMG|1CDMG	1RMIN|23AART|468VULN|56LWND|6BPWR|7CDMG|9RCR|aDMG
19	31215 23662	   	183.68	DCR|3VULN|2AART|1DMG|1CDMG	1RMIN|23AART|468VULN|56LHND|6BPWR|7CDMG|9RCR|aDMG
20	25313 34234	   	183.60	DCR|2VULN|2DMG|3ZMB|1AART	128ZMB|28BPWR|3BELT|4LWND|58DMG|68VULN|7AART|9BEXP|aRCR
21	25313 34214	   	183.50	DCR|2VULN|2DMG|3ZMB|1AART	128ZMB|28BPWR|3BELT|4LWND|58DMG|68VULN|7AART|9DUST|aRCR
22	31211 43262	 * 	183.48	DCR|3DMG|2AART|1VULN|1CDMG	1RMIN|23AART|4VULN|5ERES|68aDMG|7CDMG|9RCR
23	22125 21122	   	183.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5aDUR|68DMG|7RCR|9VULN
24	22125 21166	   	183.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1ZMB|2RPLT|3CDMG|4AART|59DUR|68DMG|7RCR|aVULN
25	22124 21162	   	183.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9aDUR
26	52324 21116	 * 	183.27	ACR|2VULN|1AART|1DMG|2ZMB|2DUR|1ASPD	12DUR|3RCR|4AART|58VULN|6DMG|7aZMB|9ASPD
27	34412 26112	 * 	182.77	DCR|3VULN|1AART|2CDMG|2ZMB|1DUR	1RMIN|29ZMB|39CDMG|4FEWX|5DUR|6RCR|789VULN|9BPWR|aAART
28	22124 21621	   	182.53	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|48AART|59VULN|6DMG|7RCR|aLWND
29	22124 21622	   	182.53	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|48AART|59VULN|6DMG|7RCR|aBEXP
30	22124 21623	   	182.53	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|48AART|59VULN|6DMG|7RCR|aMLV
31	22124 21624	   	182.53	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|48AART|59VULN|6DMG|7RCR|aDMSP
32	22124 21625	   	182.53	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|48AART|59VULN|6DMG|7RCR|aFEWX
33	22124 21626	   	182.53	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|48AART|59VULN|6DMG|7RCR|aRMIN
34	25414 32121	 * 	182.48	ACR|3VULN|3ZMB|1AART|1CDMG	125ZMB|2BPWR|378VULN|4RCR|6CDMG|9RCVC|aAART
35	22124 26126	   	181.37	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|59VULN|68DMG|7DUST|aRCR
36	31142 45132	   	180.29	ACR|2VULN|2DMG|1AART|1CDMG	1RMIN|2AART|3RCVC|4MLV|5RCR|6aDMG|78VULN|9CDMG
37	31214 23662	   	180.26	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	1RMIN|23AART|46VULN|56DUR|6BPWR|7CDMG|8DMSP|9RCR|aDMG
38	52324 21325	 * 	180.15	ACR|2VULN|1AART|1DMG|3DUR|2ZMB	128DUR|3RCR|4AART|5aVULN|6DMG|7aZMB|9aERES|aBPWR
39	52324 21111	   	179.42	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	12DUR|3RCR|4AART|58VULN|6DMG|7ZMB|9ASPD|aLWND
40	52324 21113	   	179.42	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	12DUR|3RCR|4AART|58VULN|6DMG|7ZMB|9ASPD|aMLV
41	52324 21114	   	179.42	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	12DUR|3RCR|4AART|58VULN|6DMG|7ZMB|9ASPD|aDMSP
42	52324 21115	   	179.42	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	12DUR|3RCR|4AART|58VULN|6DMG|7ZMB|9ASPD|aFEWX
43	52324 25122	   	179.07	ACR|2VULN|2DMG|1AART|2DUR	12DUR|3RCR|4AART|5aVULN|68DMG|7FEWX|9LIT
44	22125 21121	   	178.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|4AART|5DUR|68DMG|7RCR|9VULN|aFEWX
45	22125 21123	   	178.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|4AART|5DUR|68DMG|7RCR|9VULN|aMLV
46	22125 21125	   	178.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|4AART|5DUR|68DMG|7RCR|9VULN|aLIT
47	22125 21126	   	178.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|4AART|5DUR|68DMG|7RCR|9VULN|aLHND
48	22124 21152	   	178.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9BEXP|aDUR
49	22124 21161	   	178.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9DUR|aFEWX
50	22124 21163	   	178.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9DUR|aMLV
51	22124 21165	   	178.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9DUR|aLIT
52	22124 21166	   	178.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9DUR|aLHND
53	22126 11125	   	177.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RPLT|3CDMG|4AART|5ASPD|6DUST|7RCR|8DMG|9aVULN
54	22121 21122	   	177.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|4AART|5DUST|68DMG|7RCR|9VULN|aDUR
55	31214 23266	   	177.86	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	1RMIN|23AART|46VULN|56DUR|6BPWR|7CDMG|8DMG|9RPLT|aRCR
56	25414 32112	   	177.73	ACR|3VULN|3ZMB|1DMG|1CDMG	125ZMB|2BPWR|378VULN|4RCR|6CDMG|9DMG|aLIT
57	25414 32113	   	177.73	ACR|3VULN|3ZMB|1DMG|1CDMG	125ZMB|2BPWR|378VULN|4RCR|6CDMG|9DMG|aLHND
58	52324 21335	   	177.60	ACR|2DMG|1AART|1VULN|3DUR|1ZMB	128DUR|3RCR|4AART|5VULN|69DMG|7ZMB|aRCVC
59	22124 21115	 * 	177.39	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1ZMB|2RPLT|3aCDMG|4AART|5VULN|68DMG|7RCR|9BELT
60	22124 21662	   	177.17	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|2RPLT|3CDMG|48AART|5VULN|6DMG|7RCR|9aDUR
61	52324 22531	   	177.13	ACR|3DMG|1AART|1VULN|2DUR	12DUR|3RCR|4AART|5VULN|69aDMG|7BEXP|8RPLT
62	22125 21136	   	176.34	DCR|2AART|2DMG|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2RPLT|3CDMG|4aAART|5DUR|68DMG|7RCR|9ASPD
63	52324 13342	   	176.30	ACR|2VULN|1AART|1DMG|3DUR|1ZMB	127DUR|3RCR|4AART|5aVULN|6LHND|8DMG|9ZMB
64	52324 21312	   	176.30	ACR|2VULN|1AART|1DMG|3DUR|1ZMB	128DUR|3RCR|4AART|5aVULN|6DMG|7ZMB|9BEXP
65	52324 21334	   	176.30	ACR|2DMG|1AART|1VULN|3DUR|1ZMB	128DUR|3RCR|4AART|5VULN|69DMG|7ZMB|aLIT
66	52324 21336	   	176.30	ACR|2DMG|1AART|1VULN|3DUR|1ZMB	128DUR|3RCR|4AART|5VULN|69DMG|7ZMB|aLHND
67	52324 21126	   	176.23	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	12DUR|3RCR|4AART|58VULN|6DMG|7aZMB|9ERES
68	52323 61132	   	176.20	ACR|2DMG|1AART|1VULN|3DUR|1ZMB	12aDUR|3RCR|4AART|5ZMB|6aDMG|7TLV|8VULN|9aERES|aBPWR
69	52324 21331	   	176.20	ACR|2DMG|1AART|1VULN|3DUR|1ZMB	128DUR|3RCR|4AART|5VULN|69DMG|7ZMB|aERES
70	31214 23561	   	175.85	DCR|3VULN|2AART|1CDMG|2DUR	1RMIN|23AART|468VULN|56DUR|6BPWR|7CDMG|9RCR|aLWND
71	31214 23563	   	175.75	DCR|3VULN|2AART|1CDMG|2DUR	1RMIN|23AART|468VULN|56DUR|6BPWR|7CDMG|9RCR|aDLOT
72	31112 23663	   	175.63	DCR|3VULN|1AART|1DMG|1CDMG	1RMIN|2AART|3RCVC|468VULN|56LWND|6BPWR|7CDMG|9RCR|aDMG
73	31115 23662	   	175.63	DCR|3VULN|1AART|1DMG|1CDMG	1RMIN|2AART|3RCVC|468VULN|56LHND|6BPWR|7CDMG|9RCR|aDMG
74	31253 24351	 * 	175.46	DCR|3AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|235AART|4LWND|6RCR|7FLTHEA|8VULN|9CDMG|aDMG
75	31111 43262	   	175.43	DCR|3DMG|1AART|1VULN|1CDMG	1RMIN|2AART|3RCVC|4VULN|5ERES|68aDMG|7CDMG|9RCR
76	52324 24333	 * 	175.30	ACR|2AART|1VULN|1DMG|2CDMG|2DUR	12DUR|3RCR|49AART|5VULN|6DMG|7MGNLIT|8aCDMG
77	22126 11155	 * 	175.16	DCR|2DMG|1AART|2CDMG|2ZMB|1ASPD|1DUR	19ZMB|2RPLT|39CDMG|4AART|5ASPD|6DUST|7RCR|89DMG|9BPWR|aDUR
78	52324 24313	   	175.13	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|3RCR|4AART|5VULN|6aDMG|7MGNLIT|8CDMG|9RMIN
79	52324 24321	   	175.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3RCR|4AART|5aVULN|6DMG|7MGNLIT|8CDMG|9DUST
80	52324 24322	   	175.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|3RCR|4AART|5VULN|6aDMG|7MGNLIT|8CDMG|9DUST
81	52324 32351	   	175.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3RCR|4AART|5aVULN|6AIRHEA|7BELT|8CDMG|9DMG
82	31214 13562	   	174.86	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	16RMIN|23AART|48VULN|5DUR|7CDMG|9RCR|aDMG
83	52324 23162	   	174.53	ACR|2AART|2DMG|1VULN|2DUR	12DUR|3RCR|4aAART|5VULN|68DMG|7LWND|9RCVC
84	52426 31132	   	174.09	DCR|3DMG|1VULN|2CDMG|3DUR	127DUR|38CDMG|478CGEN|578DMG|6RCR|78BPWR|9MLV|aVULN
85	52322 21125	   	173.78	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5FEWX|6DMG|7ZMB|89VULN|aRCVC
86	52324 21225	   	173.78	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|59VULN|6DMG|7ZMB|8FEWX|aRCVC
87	52321 21125	   	173.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5DUST|6DMG|7ZMB|89VULN|aRCVC
88	52323 41362	 * 	173.62	ACR|2VULN|3ZMB|1AART|3DUR	12aDUR|3RCR|4AART|567ZMB|89VULN
89	52326 43232	 * 	173.52	ACR|3DMG|1AART|1CDMG|2DUR	12DUR|3RCR|4AART|5RCVC|68aDMG|7CDMG|9FEWX
90	31242 43213	 * 	172.65	ACR|3DMG|2AART|2CDMG	1RMIN|23AART|4MLV|5RCR|68aDMG|79CDMG
91	61134 32114	 * 	172.53	DCR|2VULN|1AART|1DMG|1CDMG|2ASPD	19LIT|2CDMG|39VULN|4TLV|5DMSP|6RCR|7DMG|89ASPD|9BPWR|aAART
92	52322 21123	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5FEWX|6DMG|7ZMB|89VULN|aMLV
93	52322 21124	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5FEWX|6DMG|7ZMB|89VULN|aLHND
94	52322 21165	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5FEWX|6DMG|7ZMB|8aVULN|9BELT
95	52323 62123	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DMG|7LHND|89VULN|aMLV
96	52323 62126	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DMG|7aLHND|89VULN
97	52323 63421	   	172.48	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6aDMG|7RPLT|8CGEN|9VULN
98	52324 21151	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|58VULN|6DMG|7ZMB|9CGEN|aLWND
99	52324 21153	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|58VULN|6DMG|7ZMB|9CGEN|aMLV
100	52324 21223	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|59VULN|6DMG|7ZMB|8FEWX|aMLV
101	52324 21224	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|59VULN|6DMG|7ZMB|8FEWX|aLHND
102	52322 15152	   	172.43	ACR|2DMG|1AART|1VULN|3DUR|1ASPD	129DUR|3RCR|4AART|59FEWX|6LWND|7ASPD|89DMG|9BPWR|aVULN
103	22124 23166	   	172.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7DUR|9RCVC|aRCR
104	34412 21312	   	172.41	DCR|2VULN|1AART|2CDMG|2ZMB|2DUR	1RMIN|29ZMB|39CDMG|4FEWX|57DUR|6RCR|89VULN|9BPWR|aAART
105	22124 21114	   	172.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9BELT|aRCVC
106	52321 21123	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5DUST|6DMG|7ZMB|89VULN|aMLV
107	52321 21124	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5DUST|6DMG|7ZMB|89VULN|aLHND
108	52322 21121	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5FEWX|6DMG|7ZMB|89VULN|aTLV
109	52322 21122	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5FEWX|6DMG|7ZMB|89VULN|aAIRHEL
110	52322 21126	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5FEWX|6DMG|7ZMB|89VULN|aLEGI
111	52323 62121	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DMG|7LHND|89VULN|aTLV
112	52323 62122	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DMG|7LHND|89VULN|aAIRHEL
113	52323 62124	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DMG|7LHND|89VULN|aLEGI
114	52323 63321	   	172.38	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6aDMG|7RPLT|8ERES|9VULN
115	52323 66123	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DMG|7DUST|89VULN|aMLV
116	52324 21121	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|58VULN|6DMG|7ZMB|9ERES|aLWND
117	52324 21123	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|58VULN|6DMG|7ZMB|9ERES|aMLV
118	52324 21124	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|58VULN|6DMG|7ZMB|9ERES|aDMSP
119	52324 21125	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|58VULN|6DMG|7ZMB|9ERES|aFEWX
120	52324 21221	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|59VULN|6DMG|7ZMB|8FEWX|aTLV
121	52324 21222	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|59VULN|6DMG|7ZMB|8FEWX|aAIRHEL
122	52324 21226	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|59VULN|6DMG|7ZMB|8FEWX|aLEGI
123	52324 21423	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|59VULN|6DMG|7ZMB|8DUST|aMLV
124	52324 24132	   	172.38	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	12DUR|3RCR|4AART|5VULN|69DMG|7MGNLIT|8VENICY|aZMB
125	52323 63222	 * 	172.36	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	12aDUR|3RCR|4AART|5ZMB|6DMG|7RPLT|8CDMG|9VULN
126	22124 21131	   	172.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5VULN|68DMG|7RCR|9CANHEL|aRCVC
127	52321 21121	   	172.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5DUST|6DMG|7ZMB|89VULN|aTLV
128	52321 21122	   	172.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5DUST|6DMG|7ZMB|89VULN|aAIRHEL
129	52321 21126	   	172.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5DUST|6DMG|7ZMB|89VULN|aLEGI
130	52323 66121	   	172.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DMG|7DUST|89VULN|aTLV
131	52323 66122	   	172.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|5ZMB|6DMG|7DUST|89VULN|aAIRHEL
132	52324 21421	   	172.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|59VULN|6DMG|7ZMB|8DUST|aTLV
133	52324 21422	   	172.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4AART|59VULN|6DMG|7ZMB|8DUST|aAIRHEL
134	52323 41113	   	172.28	ACR|3ZMB|1AART|1VULN|1DMG|2DUR	12DUR|3RCR|4AART|567ZMB|8DMG|9BEXP|aVULN
135	52323 41123	   	172.28	ACR|3ZMB|1AART|1VULN|1DMG|2DUR	12DUR|3RCR|4AART|567ZMB|8DMG|9VULN|aRPLT
136	52323 41153	   	172.28	ACR|3ZMB|1AART|1VULN|1DMG|2DUR	12DUR|3RCR|4AART|567ZMB|8DMG|9FEWX|aVULN
137	52321 15152	   	172.23	ACR|2DMG|1AART|1VULN|3DUR|1ASPD	129DUR|3RCR|4AART|59DUST|6LWND|7ASPD|89DMG|9BPWR|aVULN
138	31331 23662	   	172.23	DCR|3VULN|1AART|1DMG|1CDMG	1RMIN|2AART|36LHND|468VULN|5DMSP|6BPWR|7CDMG|9RCR|aDMG
139	31612 23663	   	172.23	DCR|3VULN|1AART|1DMG|1CDMG	1RMIN|2AART|3DMSP|468VULN|56LWND|6BPWR|7CDMG|9RCR|aDMG
140	31114 23662	   	172.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RMIN|2AART|3RCVC|46VULN|56DUR|6BPWR|7CDMG|8DMSP|9RCR|aDMG
141	52323 41121	   	172.18	ACR|3ZMB|1AART|1VULN|1DMG|2DUR	12DUR|3RCR|4AART|567ZMB|8DMG|9VULN|aERES
142	52323 41122	   	172.18	ACR|3ZMB|1AART|1VULN|1DMG|2DUR	12DUR|3RCR|4AART|567ZMB|8DMG|9VULN|aCANHEL
143	52323 41125	   	172.18	ACR|3ZMB|1AART|1VULN|1DMG|2DUR	12DUR|3RCR|4AART|567ZMB|8DMG|9VULN|aDUST
144	52323 41126	   	172.18	ACR|3ZMB|1AART|1VULN|1DMG|2DUR	12DUR|3RCR|4AART|567ZMB|8DMG|9VULN|aDLOT
145	52323 41133	   	172.18	ACR|3ZMB|1AART|1VULN|1DMG|2DUR	12DUR|3RCR|4AART|567ZMB|8DMG|9DUST|aVULN
146	25416 13122	 * 	172.15	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	12ZMB|2BPWR|35VULN|4RCR|6ERES|7CDMG|8TLV|9AART|aDMG
147	31611 43262	   	172.03	DCR|3DMG|1AART|1VULN|1CDMG	1RMIN|2AART|3DMSP|4VULN|5ERES|68aDMG|7CDMG|9RCR
148	22124 21652	   	171.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|48AART|5VULN|6DMG|7RCR|9BEXP|aDUR
149	22124 21661	   	171.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|48AART|5VULN|6DMG|7RCR|9DUR|aFEWX
150	22124 21663	   	171.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2RPLT|3CDMG|48AART|5VULN|6DMG|7RCR|9DUR|aMLV
151	25412 62214	 * 	171.63	ACR|2VULN|3ZMB|1AART|1DMG	126ZMB|26BPWR|36VULN|4RCR|5RPLT|7MBVNT|8DMG|9LHND|aAART
152	31315 65322	   	171.59	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB|1ASPD	1RMIN|2AART|3aLHND|4CDMG|5aDUR|6ZMB|7RCR|8ASPD|9aDMG|aBPWR
153	31153 13663	   	171.33	DCR|2AART|2VULN|1DMG|1CDMG	1RMIN|25AART|3RCVC|4LWND|68VULN|7CDMG|9RCR|aDMG
154	22124 21615	 * 	171.25	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	1ZMB|2RPLT|3aCDMG|48AART|5VULN|6DMG|7RCR|9BELT
155	22122 21121	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5aFEWX|68DMG|7RCR|9VULN
156	22122 21122	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5FEWX|68DMG|7RCR|9VULN|aBEXP
157	22122 21123	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5FEWX|68DMG|7RCR|9VULN|aMLV
158	22122 21125	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5FEWX|68DMG|7RCR|9VULN|aLIT
159	22122 21126	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|5FEWX|68DMG|7RCR|9VULN|aLHND
160	22122 21146	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RPLT|3CDMG|4AART|59FEWX|68DMG|7RCR|aVULN
