0	Index      	Bounty	 *	Score 	Summary	Detail	
1	25133 63352	7	 * 	292.17	DCR|5VULN|3DUR|2TLV	179DUR|2RMIN|3579aVULN|457FEWX|579BPWR|6RCR|89TLV
75	25153 32113	7	   	270.37	DCR|5VULN|2DUR|1TLV	15DUR|2RMIN|3459aVULN|5BPWR|6DUST|7RCR|8TLV
76	53324 22233	8	   	270.09	DCR|4VULN|2DUR|1TLV|1AART	1FEWX|235aVULN|45DUR|5BPWR|6TLV|7RCR|8LIT|9AART
77	53324 22633	7	   	270.09	DCR|4VULN|2DUR|1TLV|1AART	1FEWX|235aVULN|45DUR|5BPWR|6TLV|7RCR|8LIT|9AART
78	53324 23633	5	   	269.29	DCR|4VULN|2DUR|1DMG|1CDMG|1AART	1FEWX|2358VULN|45DUR|5BPWR|6AART|7CDMG|9RCR|aDMG
79	11227 78313	9	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	159VULN|2BELT|35DUR|4MBVNT|59BPWR|69LWND|79DMG|8RCR|aTLV
80	11227 78343	8	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	159VULN|2BELT|35DUR|4MBVNT|59BPWR|69LWND|79DMG|8RCR|aTLV
81	25153 12222	5	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	15DUR|29RMIN|345VULN|5BPWR|6TLV|78DMG|aRCR
82	25163 12252	3	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	14DUR|25RMIN|349VULN|4BPWR|6TLV|78DMG|aRCR
83	51224 22413	7	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	1FEWX|2RCVC|359VULN|45DUR|5BPWR|6TLV|7RCR|8aDMG
84	53324 22423	7	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	1FEWX|235VULN|45DUR|5BPWR|6TLV|7RCR|8aDMG|9CGEN
85	53324 22521	7	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	1FEWX|235VULN|45DUR|5BPWR|6TLV|7RCR|8BELT|9aDMG
86	13416 16213	1	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	139VULN|2BEXP|48DUR|5aDMG|6TLV|7RCR
87	12111 13855	10	   	268.51	DCR|4VULN|2TLV|2DUR	1789VULN|2LIT|37DUR|47TLV|5RCVC|6MBVNT|7BPWR|aRCR
88	12112 13454	8	   	268.51	DCR|4VULN|2TLV|2DUR	1679VULN|2LIT|37DUR|47TLV|5LEGI|7BPWR|8CGEN|aRCR
89	22211 13855	10	   	268.51	DCR|4VULN|2TLV|2DUR	17DUR|2LIT|3789VULN|47TLV|5RCVC|6MBVNT|7BPWR|aRCR
90	22212 13454	8	   	268.51	DCR|4VULN|2TLV|2DUR	17DUR|2LIT|3679VULN|47TLV|5LEGI|7BPWR|8CGEN|aRCR
91	53324 22133	7	   	268.51	DCR|4VULN|2TLV|2DUR	1FEWX|235aVULN|45DUR|5BPWR|68TLV|7RCR|9LIT
92	53324 22253	8	   	268.51	DCR|4VULN|2TLV|2DUR	1FEWX|235aVULN|45DUR|5BPWR|69TLV|7RCR|8LIT
93	12112 13354	7	   	268.41	DCR|4VULN|2TLV|2DUR	1679VULN|2LIT|37DUR|47TLV|5LEGI|7BPWR|8ERES|aRCR
94	12112 13414	7	   	268.41	DCR|4VULN|2TLV|2DUR	1678VULN|2LIT|37DUR|47TLV|5LEGI|7BPWR|9ERES|aRCR
95	22212 13354	7	   	268.41	DCR|4VULN|2TLV|2DUR	17DUR|2LIT|3679VULN|47TLV|5LEGI|7BPWR|8ERES|aRCR
96	22212 13414	7	   	268.41	DCR|4VULN|2TLV|2DUR	17DUR|2LIT|3678VULN|47TLV|5LEGI|7BPWR|9ERES|aRCR
97	22523 43123	10	 * 	267.80	DCR|2VULN|3DUR|1TLV|1DMG|2CDMG|1SELL	178DUR|2LIT|3SELL|47CDMG|57VULN|6RCR|7BPWR|9TLV|aDMG
98	22523 43124	9	 * 	267.80	DCR|2VULN|3DUR|1TLV|1DMG|2CDMG|1SELL	178DUR|2LIT|3SELL|47CDMG|57VULN|6RCR|7BPWR|9TLV|aDMG
99	12112 63631	10	   	267.52	DCR|3VULN|3TLV|2DUR|1DMG	167VULN|2LIT|37DUR|467TLV|5LEGI|67BPWR|8DMG|9RCR|aCGEN
100	12112 63632	9	   	267.52	DCR|3VULN|3TLV|2DUR|1DMG	167VULN|2LIT|37DUR|467TLV|5LEGI|67BPWR|8DMG|9RCR|aLHND
101	12112 63632	10	   	267.52	DCR|3VULN|3TLV|2DUR|1DMG	167VULN|2LIT|37DUR|467TLV|5LEGI|67BPWR|8DMG|9RCR|aRMIN
102	12112 63634	9	   	267.52	DCR|3VULN|3TLV|2DUR|1DMG	167VULN|2LIT|37DUR|467TLV|5LEGI|67BPWR|8DMG|9RCR|aFEWX
103	12112 63635	10	   	267.52	DCR|3VULN|3TLV|2DUR|1DMG	167VULN|2LIT|37DUR|467TLV|5LEGI|67BPWR|8DMG|9RCR|aLWND
104	12112 63635	9	   	267.52	DCR|3VULN|3TLV|2DUR|1DMG	167VULN|2LIT|37DUR|467TLV|5LEGI|67BPWR|8DMG|9RCR|aCGEN
105	53324 22113	7	   	267.52	DCR|3VULN|2TLV|2DUR|1DMG	1FEWX|235VULN|45DUR|5BPWR|68TLV|7RCR|9ASPD|aDMG
106	12112 63165	10	 * 	267.42	DCR|3VULN|3TLV|2DUR|2CDMG	167VULN|2LIT|37DUR|467TLV|5LEGI|67BPWR|89CDMG|aRCR
107	12112 63631	9	   	267.42	DCR|3VULN|3TLV|2DUR|1DMG	167VULN|2LIT|37DUR|467TLV|5LEGI|67BPWR|8DMG|9RCR|aDUST
108	12112 63634	10	   	267.42	DCR|3VULN|3TLV|2DUR|1DMG	167VULN|2LIT|37DUR|467TLV|5LEGI|67BPWR|8DMG|9RCR|aERES
109	12112 63636	9	   	267.42	DCR|3VULN|3TLV|2DUR|1DMG	167VULN|2LIT|37DUR|467TLV|5LEGI|67BPWR|8DMG|9RCR|aBBNT
110	22523 43151	9	 * 	267.27	DCR|4VULN|3DUR|2CDMG|1SELL	178DUR|2LIT|3SELL|47CDMG|579aVULN|6RCR|7BPWR
111	12112 33352	10	   	267.23	DCR|3VULN|3DUR|2TLV|2LIT	179VULN|28LIT|367DUR|47TLV|5LEGI|7BPWR|aRCR
112	22212 33352	10	   	267.23	DCR|3VULN|3DUR|2TLV|2LIT	167DUR|28LIT|379VULN|47TLV|5LEGI|7BPWR|aRCR
113	13263 23255	1	 * 	266.93	DCR|5VULN|3DMG	1578aVULN|24aBEXP|34aDMG|4aBPWR|6RMIN|9RCR
114	53324 22262	10	   	266.26	DCR|3VULN|3DUR|1TLV|1CDMG	1FEWX|235VULN|45aDUR|5BPWR|6TLV|7RCR|8LIT|9CDMG
115	12631 11166	10	   	266.09	DCR|3VULN|2DUR|1TLV|1DMG|2LIT	178VULN|28LIT|3RCVC|4ZMB|5DMG|68DUR|8BPWR|9RCR|aTLV
116	22413 22115	9	   	265.99	DCR|3VULN|2DUR|1TLV|2CDMG|2LIT	17DUR|27LIT|3LHND|4TLV|57CDMG|6RCR|7BPWR|89aVULN
117	25133 63334	7	   	265.97	DCR|4VULN|2DUR|1TLV|1CDMG	17DUR|2RMIN|357aVULN|457FEWX|57BPWR|6RCR|8TLV|9CDMG
118	25132 63112	7	   	265.87	DCR|4VULN|2DUR|1TLV|1CDMG	17DUR|2RMIN|3579VULN|47FEWX|6RCR|7BPWR|8TLV|aCDMG
119	25142 63112	7	   	265.87	DCR|4VULN|2DUR|1TLV|1CDMG	17DUR|2RMIN|3579VULN|47BEXP|6RCR|7BPWR|8TLV|aCDMG
120	25362 63112	7	   	265.87	DCR|4VULN|2DUR|1TLV|1CDMG	17DUR|2RMIN|37BEXP|4579VULN|6RCR|7BPWR|8TLV|aCDMG
121	14224 11142	2	 * 	265.83	DCR|3VULN|2DMG|2TLV|2CDMG	158VULN|28DUST|3aDMG|46CDMG|78TLV|8BPWR|9RCR
122	12111 63224	5	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1679VULN|2LIT|3DUR|4TLV|5RCVC|8RCR|aDMG
123	12153 63224	4	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1679VULN|2LIT|3DUR|4RCVC|5TLV|8RCR|aDMG
124	12163 63224	3	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1679VULN|2LIT|3DUR|4DMSP|5TLV|8RCR|aDMG
125	22211 63224	5	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1DUR|2LIT|3679VULN|4TLV|5RCVC|8RCR|aDMG
126	22253 63224	4	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1DUR|2LIT|3679VULN|4RCVC|5TLV|8RCR|aDMG
127	22263 63224	3	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1DUR|2LIT|3679VULN|4DMSP|5TLV|8RCR|aDMG
128	53324 22112	8	   	265.77	DCR|4VULN|2DUR|1TLV|1CDMG	1FEWX|2359VULN|45DUR|5BPWR|6TLV|7RCR|8CGEN|aCDMG
129	53324 22152	9	   	265.77	DCR|4VULN|2DUR|1TLV|1CDMG	1FEWX|2359VULN|45DUR|5BPWR|6TLV|7RCR|8CGEN|aCDMG
130	53324 22232	7	   	265.77	DCR|4VULN|2DUR|1TLV|1CDMG	1FEWX|2359VULN|45DUR|5BPWR|6TLV|7RCR|8BEXP|aCDMG
131	53324 22326	10	   	265.77	DCR|4VULN|2DUR|1TLV|1CDMG	18FEWX|2359VULN|45DUR|5BPWR|6TLV|7RCR|aCDMG
132	53324 22612	8	   	265.77	DCR|4VULN|2DUR|1TLV|1CDMG	1FEWX|2359VULN|45DUR|5BPWR|6TLV|7RCR|8ZMB|aCDMG
133	53324 42112	7	   	265.77	DCR|4VULN|2DUR|1TLV|1CDMG	1FEWX|2359VULN|45DUR|5BPWR|6CGEN|7RCR|8TLV|aCDMG
134	25153 32112	7	   	265.67	DCR|4VULN|2DUR|1TLV|1CDMG	15DUR|2RMIN|3459VULN|5BPWR|6DUST|7RCR|8TLV|aCDMG
135	53324 22423	10	   	265.67	DCR|4VULN|2DUR|1TLV|1CDMG	1FEWX|235aVULN|45DUR|5BPWR|6TLV|7RCR|8CDMG|9MBVNT
136	25133 63221	8	   	265.55	DCR|4VULN|3DUR|1TLV	178DUR|2RMIN|3579VULN|457FEWX|57BPWR|6RCR|aTLV
137	25133 63241	9	   	265.55	DCR|4VULN|3DUR|1TLV	178DUR|2RMIN|3579VULN|457FEWX|57BPWR|6RCR|aTLV
138	25133 63421	7	   	265.55	DCR|4VULN|3DUR|1TLV	178DUR|2RMIN|3579VULN|457FEWX|57BPWR|6RCR|aTLV
139	25143 63221	8	   	265.55	DCR|4VULN|3DUR|1TLV	178DUR|2RMIN|3579VULN|457BEXP|57BPWR|6RCR|aTLV
140	25363 63221	8	   	265.55	DCR|4VULN|3DUR|1TLV	178DUR|2RMIN|357BEXP|4579VULN|57BPWR|6RCR|aTLV
141	25133 63612	7	   	265.55	DCR|4VULN|3DUR|1TLV	179DUR|2RMIN|3579VULN|457FEWX|579BPWR|6RCR|89DUST|aTLV
142	23242 23352	7	 * 	265.54	DCR|2VULN|3DUR|2DMG|2TLV	137DUR|279LHND|49DMG|5DUST|67VULN|79BPWR|89TLV|aRCR
143	25132 63115	7	   	265.45	DCR|4VULN|3DUR|1TLV	17aDUR|2RMIN|3579VULN|47FEWX|6RCR|7BPWR|8TLV
144	13223 73245	4	   	265.41	DCR|3VULN|3DUR|2DMG|1AART	19aVULN|2LHND|36aDUR|4AART|5MBVNT|7aDMG|8RCR|aBPWR
145	21212 32236	9	   	265.41	DCR|3VULN|3DUR|2DMG|1AART	134DUR|2BELT|5aDMG|67aVULN|8AART|9RCR|aBPWR
146	23243 28245	7	   	265.41	DCR|3VULN|3DUR|2DMG|1AART	13aDUR|2LHND|4aDMG|5MBVNT|69aVULN|7AART|8RCR|aBPWR
147	53324 22115	8	   	265.35	DCR|4VULN|3DUR|1TLV	1FEWX|2359VULN|45aDUR|5BPWR|6TLV|7RCR|8CGEN
148	53324 22153	10	   	265.35	DCR|4VULN|3DUR|1TLV	1FEWX|2359VULN|45aDUR|5BPWR|6TLV|7RCR|8CGEN
149	25153 41321	5	 * 	265.25	DCR|4VULN|3DUR|3CDMG	158DUR|2RMIN|3458VULN|58BPWR|6BBNT|78aCDMG|9RCR
150	25153 61321	5	   	265.25	DCR|4VULN|3DUR|3CDMG	158DUR|2RMIN|3458VULN|58BPWR|6TBNT|78aCDMG|9RCR
151	25153 32115	7	   	265.25	DCR|4VULN|3DUR|1TLV	15aDUR|2RMIN|3459VULN|5BPWR|6DUST|7RCR|8TLV
152	13224 11126	1	   	264.70	DCR|3VULN|2TLV|1DMG|2CDMG|1DUR	158VULN|28BEXP|3DMG|46CDMG|78TLV|8BPWR|9DUR|aRCR
153	14224 11126	2	   	264.49	DCR|3VULN|2TLV|1DMG|2CDMG|1DUR	158VULN|28DUST|3DMG|46CDMG|78TLV|8BPWR|9DUR|aRCR
154	31161 12232	3	 * 	264.46	DCR|3VULN|3DUR|1TLV|2CDMG	1aMLV|248DUR|34aVULN|4aBPWR|5FEWX|6TLV|7RCR|9aCDMG
155	31162 12232	3	   	264.46	DCR|3VULN|3DUR|1TLV|2CDMG	1aMLV|248DUR|34aVULN|4aBPWR|5BEXP|6TLV|7RCR|9aCDMG
156	31166 12232	3	   	264.46	DCR|3VULN|3DUR|1TLV|2CDMG	1aMLV|248DUR|34aVULN|4aBPWR|5LHND|6TLV|7RCR|9aCDMG
157	53324 22316	10	   	264.36	DCR|3VULN|3DUR|1TLV|1DMG	18FEWX|235VULN|459DUR|5BPWR|6TLV|7RCR|aDMG
158	15272 13245	1	   	263.96	DCR|5VULN|2TLV|2ASPD	14789VULN|24ASPD|3MBVNT|49BPWR|59BEXP|69TLV|aRCR
159	25132 63413	7	   	263.67	DCR|4VULN|2DMG|2DUR	17DUR|2RMIN|3579VULN|47FEWX|6RCR|7BPWR|8aDMG
160	25153 22252	6	   	263.57	DCR|4VULN|2DMG|2DUR	15DUR|2RMIN|3458VULN|5BPWR|67DMG|9RCR|aBEXP
161	53324 12252	6	   	263.57	DCR|4VULN|2DMG|2DUR	16FEWX|2359VULN|45DUR|5BPWR|78DMG|aRCR
162	25153 12252	6	   	263.47	DCR|4VULN|2DMG|2DUR	15DUR|2RMIN|3459VULN|5BPWR|6ERES|78DMG|aRCR
163	25153 22232	6	   	263.47	DCR|4VULN|2DMG|2DUR	15DUR|2RMIN|3458VULN|5BPWR|67DMG|9ERES|aRCR
164	25153 22253	6	   	263.47	DCR|4VULN|2DMG|2DUR	15DUR|2RMIN|3458VULN|5BPWR|67DMG|9RCR|aERES
165	25153 32413	7	   	263.47	DCR|4VULN|2DMG|2DUR	15DUR|2RMIN|3459VULN|5BPWR|6DUST|7RCR|8aDMG
166	25153 22251	6	   	263.33	DCR|4VULN|2DMG|2DUR|1SELL	15DUR|2RMIN|3458VULN|5BPWR|67DMG|9RCR|aSELL
167	14343 13361	8	   	262.31	DCR|3VULN|2DMG|1TLV|2LIT|1AART	137VULN|2DUST|47DMG|5MBVNT|67LIT|7BPWR|8RCR|9TLV|aAART
168	53324 22236	8	   	262.27	DCR|3VULN|3DUR|1TLV|1AART	1FEWX|235VULN|45aDUR|5BPWR|6TLV|7RCR|8LIT|9AART
