0	Index      	Bounty	 *	Score 	Summary	Detail	
1	43121 34161	9	 * 	291.78	DCR|4VULN|3DMG|3ASPD	17aASPD|2MBVNT|37aDMG|4CGEN|5ERES|678aVULN|7aBPWR|9RCR
15	41311 23156	7	 * 	274.89	DCR|3VULN|3DUR|2ASPD|2LIT|1AART	19ASPD|245DUR|3AART|69LIT|7RCR|89aVULN|9BPWR
16	42152 22132	8	 * 	274.40	DCR|5VULN|1DMG|1DUR|1ASPD	1ASPD|24589VULN|3DMG|6RCR|7LWND|aDUR
17	42152 11226	6	   	274.30	DCR|5VULN|1DMG|1DUR|1ASPD	1ASPD|24569VULN|3DMG|7BBNT|8DUR|aRCR
18	41135 15314	8	   	272.17	DCR|2VULN|3DMG|2ASPD|1DUR|1CDMG|1AART	17ASPD|2DUR|347DMG|5AART|67VULN|7BPWR|8MBVNT|9RCR|aCDMG
19	13181 34161	9	   	272.05	DCR|4VULN|3DMG|1ASPD	17aCGEN|2MBVNT|37aDMG|4ASPD|5ERES|678aVULN|7aBPWR|9RCR
20	42152 22136	8	   	271.80	DCR|5VULN|1DMG|1CDMG|1ASPD	1ASPD|24589VULN|3DMG|6RCR|7LWND|aCDMG
21	42162 22341	5	   	271.80	DCR|5VULN|1DMG|1CDMG|1ASPD	1ASPD|2567aVULN|3DMG|4CDMG|8RCR|9LWND
22	42162 13335	9	   	271.76	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1ASPD|25aVULN|37DMG|4CDMG|6LIT|8RCR|9DUR
23	32463 11124	8	 * 	271.66	DCR|4VULN|3DUR|1DMG	1DLOT|2LHND|368aVULN|456DUR|6BPWR|7DMG|9RCR
24	42152 21521	10	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|245aVULN|3DMG|6RCR|7BEXP|8DUR|9TLV
25	42152 22421	10	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|245aVULN|3DMG|6RCR|7LWND|8DUR|9TLV
26	42152 13211	8	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2456VULN|3DMG|7LHND|8DUR|9TLV|aRCR
27	42152 14211	8	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2456VULN|3DMG|7LWND|8DUR|9TLV|aRCR
28	42155 31111	8	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2468VULN|3DMG|5DUR|7BEXP|9TLV|aRCR
29	42155 32111	8	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2468VULN|3DMG|5DUR|7LWND|9TLV|aRCR
30	42152 11311	8	   	271.01	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2456VULN|3DMG|7DUST|8DUR|9TLV|aRCR
31	42124 31316	8	   	270.42	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD	1ASPD|258VULN|3DMG|4TLV|6DUR|7LIT|9RCR|aCDMG
32	42153 61112	6	   	269.84	DCR|4VULN|2DMG|1CDMG|1ASPD	1ASPD|246aVULN|36DMG|5DLOT|6BPWR|7RCR|8CDMG|9LHND
33	42153 61121	6	   	269.84	DCR|4VULN|2DMG|1CDMG|1ASPD	1ASPD|246aVULN|36DMG|5DLOT|6BPWR|7RCR|8CDMG|9CGEN
34	42152 15333	6	   	269.84	DCR|4VULN|2DMG|1CDMG|1ASPD	1ASPD|2456VULN|3aDMG|7CDMG|8RCR|9BELT
35	42162 22333	5	   	269.84	DCR|4VULN|2DMG|1CDMG|1ASPD	1ASPD|2567VULN|3aDMG|4CDMG|8RCR|9BELT
36	42165 22333	4	   	269.84	DCR|4VULN|2DMG|1CDMG|1ASPD	1ASPD|2567VULN|3aDMG|4CDMG|8RCR|9BELT
37	12152 13423	9	   	269.75	DCR|4VULN|2DMG|1DUR	1CGEN|2456VULN|39DMG|7DUR|8LIT|aRCR
38	43121 34261	9	   	269.14	DCR|3VULN|3DMG|3ASPD	17aASPD|2MBVNT|37aDMG|4CGEN|5ERES|67aVULN|7aBPWR|8RCVC|9RCR
39	43121 34661	9	   	269.14	DCR|3VULN|3DMG|3ASPD	17aASPD|2MBVNT|37aDMG|4CGEN|5ERES|67aVULN|7aBPWR|8DMSP|9RCR
40	43624 13154	9	   	269.14	DCR|3VULN|3DMG|3ASPD	16aASPD|2MBVNT|3RPLT|4BELT|56aVULN|6aBPWR|7RCR|89aDMG
41	43624 13184	8	   	269.14	DCR|3VULN|3DMG|3ASPD	16aASPD|2MBVNT|3RPLT|4BELT|56aVULN|6aBPWR|7RCR|89aDMG
42	42235 36222	10	 * 	268.83	DCR|2VULN|2DMG|3ASPD|3CDMG|1DUR	136ASPD|29VULN|459CDMG|7RCR|89DMG|9BPWR|aDUR
43	42152 12211	10	   	268.51	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2456VULN|3DMG|7CGEN|8RCR|9CDMG|aDUR
44	42152 15212	6	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2456VULN|3DMG|7CDMG|8DMSP|9TLV|aRCR
45	42152 15312	6	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2456VULN|3DMG|7CDMG|8RCR|9TLV|aLWND
46	42152 15313	6	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2456VULN|3DMG|7CDMG|8RCR|9TLV|aLHND
47	42162 22212	5	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2567VULN|3DMG|4CDMG|8DMSP|9TLV|aRCR
48	42162 22312	5	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2567VULN|3DMG|4CDMG|8RCR|9TLV|aLWND
49	42162 22313	5	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2567VULN|3DMG|4CDMG|8RCR|9TLV|aLHND
50	42162 22315	5	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2567VULN|3DMG|4CDMG|8RCR|9TLV|aCGEN
51	42165 22212	4	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2567VULN|3DMG|4CDMG|8DMSP|9TLV|aRCR
52	42165 22312	4	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2567VULN|3DMG|4CDMG|8RCR|9TLV|aLWND
53	42165 22313	4	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2567VULN|3DMG|4CDMG|8RCR|9TLV|aLHND
54	42152 12412	9	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2456VULN|3DMG|7CGEN|8TLV|9RCR|aCDMG
55	42162 22412	6	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2578VULN|3DMG|4CDMG|6DMSP|9TLV|aRCR
56	42152 15311	6	   	268.41	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2456VULN|3DMG|7CDMG|8RCR|9TLV|aERES
57	42152 23511	10	   	268.41	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2458VULN|3DMG|6RCR|7ERES|9CDMG|aDUR
58	42162 22311	5	   	268.41	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2567VULN|3DMG|4CDMG|8RCR|9TLV|aERES
59	42165 22311	4	   	268.41	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2567VULN|3DMG|4CDMG|8RCR|9TLV|aERES
60	42152 12263	8	 * 	268.35	DCR|5VULN|2ASPD|1DMG	19ASPD|2456aVULN|3DMG|7CGEN|8RCR
61	42235 36222	9	 * 	268.23	DCR|2VULN|3DMG|3ASPD|3CDMG	136ASPD|29VULN|459CDMG|7RCR|89aDMG|9BPWR
62	42152 12225	9	   	267.81	DCR|5VULN|1DMG|1ASPD|1AART	1ASPD|2456aVULN|3DMG|7CGEN|8RCR|9AART
63	11223 26422	4	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1CGEN|28DUR|3ASPD|4TLV|58DMG|6ERES|78VULN|8BPWR|9CDMG|aRCR
64	12152 14315	6	 * 	267.31	DCR|5VULN|2TLV|1DMG	1aCGEN|2456aVULN|3DMG|7RCR|8BEXP|9aTLV|aBPWR
65	12152 21115	8	   	267.31	DCR|5VULN|2TLV|1DMG	1aCGEN|2458aVULN|3DMG|6RCR|7BEXP|9aTLV|aBPWR
66	12152 22115	8	   	267.31	DCR|5VULN|2TLV|1DMG	1aCGEN|2458aVULN|3DMG|6RCR|7LWND|9aTLV|aBPWR
67	12152 25115	8	   	267.31	DCR|5VULN|2TLV|1DMG	1aCGEN|2458aVULN|3DMG|6RCR|7LHND|9aTLV|aBPWR
68	12152 26115	8	   	267.31	DCR|5VULN|2TLV|1DMG	1aCGEN|2458aVULN|3DMG|6RCR|7FEWX|9aTLV|aBPWR
69	12152 24115	8	   	267.21	DCR|5VULN|2TLV|1DMG	1aCGEN|2458aVULN|3DMG|6RCR|7DUST|9aTLV|aBPWR
70	42153 61131	6	   	267.07	DCR|3VULN|2DMG|2ASPD|1CDMG|1AART	1aASPD|246VULN|36DMG|5DLOT|6BPWR|7RCR|8CDMG|9AART
71	11223 26431	4	   	267.05	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	1CGEN|289DUR|3ASPD|4TLV|58DMG|6ERES|78VULN|8BPWR|aRCR
72	42152 14132	6	   	266.45	DCR|5VULN|1DMG|1ASPD	1ASPD|2456aVULN|3DMG|7RCR|8LIT|9LWND
73	41132 32621	10	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1ASPD|2DUR|34DMG|56aVULN|7LWND|8RCR|9TLV
74	41132 35621	10	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1ASPD|2DUR|34DMG|56aVULN|7LHND|8RCR|9TLV
75	42153 61323	10	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1ASPD|246VULN|36DMG|5DLOT|6BPWR|7FEWX|8TLV|9RCR|aDUR
76	41132 31111	8	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1ASPD|2DUR|34DMG|568VULN|7BEXP|9TLV|aRCR
77	41132 32111	8	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1ASPD|2DUR|34DMG|568VULN|7LWND|9TLV|aRCR
78	41132 35111	8	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1ASPD|2DUR|34DMG|568VULN|7LHND|9TLV|aRCR
79	41132 36111	8	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1ASPD|2DUR|34DMG|568VULN|7FEWX|9TLV|aRCR
80	41132 34111	8	   	265.95	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1ASPD|2DUR|34DMG|568VULN|7DUST|9TLV|aRCR
81	42121 16251	4	   	265.95	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1ASPD|279VULN|36DMG|4TLV|5DUST|8DUR|aRCR
82	42123 16251	4	   	265.95	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1ASPD|279VULN|35DMG|4TLV|6DUST|8DUR|aRCR
83	42153 61232	9	   	265.85	DCR|4VULN|2DMG|1ASPD|1AART	1ASPD|246aVULN|36DMG|5DLOT|6BPWR|7FEWX|8RCR|9AART
84	52162 22314	5	   	265.81	DCR|4VULN|1DMG|1TLV|1CDMG	1ZMB|2567VULN|3DMG|4CDMG|8RCR|9TLV|aLIT
85	11124 32422	5	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	17CGEN|27DUR|3DMG|4TLV|578VULN|6MBVNT|7BPWR|9CDMG|aRCR
86	12125 32422	5	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	17CGEN|278VULN|3DMG|4TLV|57DUR|6MBVNT|7BPWR|9CDMG|aRCR
87	11124 32572	5	   	265.57	DCR|3VULN|3DUR|1DMG|1TLV	178CGEN|278DUR|3DMG|4TLV|578VULN|6MBVNT|78BPWR|9RCR|aLWND
88	12125 32572	5	   	265.57	DCR|3VULN|3DUR|1DMG|1TLV	178CGEN|278VULN|3DMG|4TLV|578DUR|6MBVNT|78BPWR|9RCR|aLWND
89	11124 32571	5	   	265.47	DCR|3VULN|3DUR|1DMG|1TLV	178CGEN|278DUR|3DMG|4TLV|578VULN|6MBVNT|78BPWR|9RCR|aLEGI
90	11124 32573	5	   	265.47	DCR|3VULN|3DUR|1DMG|1TLV	178CGEN|278DUR|3DMG|4TLV|578VULN|6MBVNT|78BPWR|9RCR|aBBNT
91	12125 32571	5	   	265.47	DCR|3VULN|3DUR|1DMG|1TLV	178CGEN|278VULN|3DMG|4TLV|578DUR|6MBVNT|78BPWR|9RCR|aLEGI
92	12125 32573	5	   	265.47	DCR|3VULN|3DUR|1DMG|1TLV	178CGEN|278VULN|3DMG|4TLV|578DUR|6MBVNT|78BPWR|9RCR|aBBNT
93	42124 32621	8	   	265.21	DCR|2VULN|3DMG|2ASPD|1TLV|1DUR	1aASPD|25VULN|39aDMG|4TLV|6DUR|7aCGEN|8RCR|aBPWR
94	42152 12262	8	   	265.06	DCR|4VULN|2ASPD|1DMG|1TLV	19ASPD|2456VULN|3DMG|7CGEN|8RCR|aTLV
95	52513 43733	4	 * 	264.83	DCR|5VULN|2DMG	1aZMB|2489aVULN|3MBVNT|5aDMG|6RCR|7BELT|aBPWR
96	53483 43733	2	   	264.83	DCR|5VULN|2DMG	1aZMB|2MBVNT|3489aVULN|5aDMG|6RCR|7BELT|aBPWR
97	42116 61132	4	 * 	264.82	ACR|3VULN|3DMG|2ASPD|2CDMG|2AART	1aASPD|267VULN|36aDMG|4RCR|59AART|6aBPWR|8aCDMG
98	42116 61222	4	   	264.82	ACR|3VULN|3DMG|2ASPD|2CDMG|2AART	1aASPD|267VULN|36aDMG|4RCR|58AART|6aBPWR|9aCDMG
99	12152 14222	6	   	264.73	DCR|5VULN|2DMG	1aCGEN|24569VULN|3aDMG|7RCR|8BBNT|aBPWR
100	12152 64222	5	   	264.73	DCR|5VULN|2DMG	1aCGEN|24569VULN|3aDMG|7RCR|8BBNT|aBPWR
101	42152 23523	10	   	264.42	DCR|4VULN|1DMG|1DUR|1ASPD|1AART	1ASPD|2458VULN|3DMG|6RCR|7ERES|9AART|aDUR
102	42236 22314	5	   	264.38	DCR|3VULN|2ASPD|1DMG|1TLV|1CDMG	13ASPD|267VULN|4CDMG|5DMG|8RCR|9TLV|aLIT
103	41311 23152	7	   	264.23	DCR|2VULN|3DUR|2ASPD|1TLV|2LIT|1AART	19ASPD|245DUR|3AART|69LIT|7RCR|89VULN|9BPWR|aTLV
104	42124 32631	8	 * 	264.14	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	1aASPD|25VULN|3aDMG|4TLV|69DUR|7aCGEN|8RCR|aBPWR
105	42153 21132	4	   	263.97	DCR|2VULN|2DMG|3ASPD|2CDMG|2AART	15aASPD|24VULN|3aDMG|69AART|7RCR|8aCDMG|aBPWR
106	42153 21222	4	   	263.97	DCR|2VULN|2DMG|3ASPD|2CDMG|2AART	15aASPD|24VULN|3aDMG|68AART|7RCR|9aCDMG|aBPWR
107	42311 51522	7	   	263.83	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD|1AART	1ASPD|28aVULN|3AART|4DUR|5CDMG|6RCR|7LIT|9DMG
108	42153 61111	6	   	263.45	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1ASPD|246VULN|36DMG|5DLOT|6BPWR|7RCR|8CDMG|9LHND|aDUR
109	12152 14532	6	   	263.39	DCR|5VULN|1DMG|1DUR	1CGEN|24569VULN|3DMG|7RCR|8LWND|aDUR
110	12152 22132	8	   	263.39	DCR|5VULN|1DMG|1DUR	1CGEN|24589VULN|3DMG|6RCR|7LWND|aDUR
111	52152 22132	8	   	263.39	DCR|5VULN|1DMG|1DUR	1ZMB|24589VULN|3DMG|6RCR|7LWND|aDUR
112	41132 33514	10	   	263.35	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1ASPD|2DUR|34DMG|568VULN|7ERES|9CDMG|aRCR
113	42152 21131	5	   	263.30	DCR|3VULN|1DMG|2AART|1DUR|1CDMG|1ASPD	1ASPD|245VULN|3DMG|69AART|7RCR|8CDMG|aDUR
114	42152 21136	5	   	263.30	DCR|3VULN|1DMG|2AART|1TLV|1CDMG|1ASPD	1ASPD|245VULN|3DMG|69AART|7RCR|8CDMG|aTLV
115	42152 21221	5	   	263.30	DCR|3VULN|1DMG|2AART|1DUR|1CDMG|1ASPD	1ASPD|245VULN|3DMG|68AART|7RCR|9CDMG|aDUR
116	42152 21226	5	   	263.30	DCR|3VULN|1DMG|2AART|1TLV|1CDMG|1ASPD	1ASPD|245VULN|3DMG|68AART|7RCR|9CDMG|aTLV
117	12152 11226	6	   	263.29	DCR|5VULN|1DMG|1DUR	1CGEN|24569VULN|3DMG|7TBNT|8DUR|aRCR
118	12152 13226	7	   	263.29	DCR|5VULN|1DMG|1DUR	1CGEN|24569VULN|3DMG|7DUR|8BBNT|aRCR
119	12152 61226	5	   	263.29	DCR|5VULN|1DMG|1DUR	1CGEN|24569VULN|3DMG|7TBNT|8DUR|aRCR
120	52152 11226	6	   	263.29	DCR|5VULN|1DMG|1DUR	1ZMB|24569VULN|3DMG|7BBNT|8DUR|aRCR
121	42152 14133	6	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1ASPD|2456VULN|3DMG|7RCR|8LIT|9LWND|aDUR
122	12512 11485	10	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	19CGEN|248VULN|3MBVNT|5AART|69DUR|79DMG|9BPWR|aRCR
123	23112 61485	10	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1DMSP|29DUR|3CGEN|4MBVNT|5AART|689VULN|79DMG|9BPWR|aRCR
124	31161 15235	9	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1DLOT|27DMG|35DUR|47ZMB|67aVULN|7BPWR|8RCR|9AART
125	41122 32621	10	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|27DUR|3DMG|46aVULN|5LHND|8RCR|9TLV
126	41123 32621	10	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|25DUR|3DMG|46aVULN|7LWND|8RCR|9TLV
127	41123 35621	10	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|25DUR|3DMG|46aVULN|7LHND|8RCR|9TLV
128	41162 32621	10	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|24DUR|3DMG|56aVULN|7LWND|8RCR|9TLV
129	42124 36231	6	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|257VULN|3DMG|4TLV|68DUR|9LHND|aRCR
130	42124 36331	6	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|257VULN|3DMG|4TLV|69DUR|8FEWX|aRCR
131	41122 32111	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|27DUR|3DMG|468VULN|5LHND|9TLV|aRCR
132	41123 31111	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|25DUR|3DMG|468VULN|7BEXP|9TLV|aRCR
133	41123 32111	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|25DUR|3DMG|468VULN|7LWND|9TLV|aRCR
134	41123 35111	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|25DUR|3DMG|468VULN|7LHND|9TLV|aRCR
135	41123 36111	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|25DUR|3DMG|468VULN|7FEWX|9TLV|aRCR
136	41162 31111	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|24DUR|3DMG|568VULN|7BEXP|9TLV|aRCR
137	41162 32111	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|24DUR|3DMG|568VULN|7LWND|9TLV|aRCR
138	41162 35111	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|24DUR|3DMG|568VULN|7LHND|9TLV|aRCR
139	41162 36111	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|24DUR|3DMG|568VULN|7FEWX|9TLV|aRCR
140	42124 16231	6	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|257VULN|3DMG|4TLV|6LWND|89DUR|aRCR
141	42132 66231	5	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|257VULN|3DMG|4BEXP|6TLV|89DUR|aRCR
142	41123 34111	8	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|25DUR|3DMG|468VULN|7DUST|9TLV|aRCR
143	41124 32151	6	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|28DUR|3DMG|469VULN|5DUST|7TLV|aRCR
144	41162 34111	8	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|24DUR|3DMG|568VULN|7DUST|9TLV|aRCR
145	42124 12151	5	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|259VULN|3DMG|4TLV|6DUST|78DUR|aRCR
146	42124 16231	5	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|257VULN|3DMG|4TLV|6DUST|89DUR|aRCR
147	42613 12151	4	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|249VULN|3DUST|58DUR|6DMG|7TLV|aRCR
148	46123 32151	6	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|2DUST|3DMG|469VULN|58DUR|7TLV|aRCR
149	42233 36224	10	   	262.79	DCR|2VULN|2DMG|3ASPD|2CDMG|1DUR	136ASPD|29VULN|49CDMG|5RCVC|7RCR|89DMG|9BPWR|aDUR
150	32463 11123	8	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	1DLOT|2LHND|368VULN|456DUR|6BPWR|7DMG|9RCR|aCDMG
151	42152 12216	10	   	262.47	DCR|4VULN|2ASPD|1DMG|1CDMG	1aASPD|2456VULN|3DMG|7CGEN|8RCR|9CDMG
152	42236 22341	5	   	262.47	DCR|4VULN|2ASPD|1DMG|1CDMG	13ASPD|267aVULN|4CDMG|5DMG|8RCR|9LWND
153	42163 42121	4	   	262.39	DCR|3VULN|2ASPD|1DMG|2CDMG|1DUR	18ASPD|27aVULN|3DMG|49CDMG|5DUR|6RCR
154	42124 16222	6	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ASPD|257VULN|3DMG|4TLV|6LWND|8DUR|9CDMG|aRCR
155	42124 36322	6	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ASPD|257VULN|3DMG|4TLV|6DUR|8FEWX|9CDMG|aRCR
156	42132 66222	5	   	262.11	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD	1ASPD|257VULN|3DMG|4BEXP|6TLV|8DUR|9CDMG|aRCR
157	42152 21522	9	   	262.11	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD	1ASPD|245VULN|3DMG|6RCR|7BEXP|8DUR|9TLV|aCDMG
158	42162 13363	8	   	262.06	DCR|3VULN|2DMG|2LIT|1CDMG|1ASPD	1ASPD|25aVULN|37DMG|4CDMG|69LIT|8RCR
159	42124 16222	5	   	262.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ASPD|257VULN|3DMG|4TLV|6DUST|8DUR|9CDMG|aRCR
160	42152 21225	6	   	262.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ASPD|245VULN|3DMG|6RCR|7ERES|8DUR|9CDMG|aTLV
161	42152 23225	7	   	262.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ASPD|245VULN|3DMG|6RCR|7ERES|8DUR|9CDMG|aTLV
162	42152 12223	9	   	261.92	DCR|4VULN|1DMG|1CDMG|1ASPD|1AART	1ASPD|2456VULN|3DMG|7CGEN|8RCR|9AART|aCDMG
163	42152 21112	5	   	261.92	DCR|4VULN|1DMG|1CDMG|1ASPD|1AART	1ASPD|245aVULN|3DMG|6AART|7RCR|8CDMG|9LHND
164	42152 21121	5	   	261.92	DCR|4VULN|1DMG|1CDMG|1ASPD|1AART	1ASPD|245aVULN|3DMG|6AART|7RCR|8CDMG|9CGEN
165	42162 22342	5	   	261.92	DCR|4VULN|1DMG|1CDMG|1ASPD|1AART	1ASPD|2567VULN|3DMG|4CDMG|8RCR|9LWND|aAART
166	12122 16524	9	   	261.91	DCR|3VULN|2DUR|1DMG|1TLV|1AART	1aCGEN|28aVULN|3DMG|4TLV|5AART|6aDUR|7RPLT|9RCR|aBPWR
