0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12326 66232	9	 * 	277.13	DCR|3VULN|2DMG|2DUR|1TLV	1TLV|24aVULN|3LWND|5LIT|6RCR|7aDMG|8ZMB|9aDUR|aBPWR
77	33332 34251	4	 * 	256.62	DCR|3VULN|1TLV|3LIT|1DMG|1DUR	189LWND|2DUR|389LIT|4DMG|5TLV|689VULN|7BBNT|89BPWR|aRCR
78	15321 43115	5	   	256.48	DCR|3VULN|2TLV|2DUR|2AART	13TLV|23DUR|3BPWR|489VULN|5ERES|67AART|aRCR
79	15512 32341	4	   	256.48	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	15TLV|26DUR|3ASPD|45VULN|5BPWR|7RCR|8LHND|9CDMG|aDMG
80	23422 24621	2	   	256.10	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG|1AART	1RPLT|2AART|39DUR|49DMG|5CDMG|6aVULN|79LIT|8RCR|9BPWR
81	12132 42211	2	   	256.06	DCR|2VULN|3DUR|2TLV|1DMG	15TLV|2aVULN|3DMG|459DUR|5BPWR|6DMSP|7RCR|8ASPD
82	15321 42211	4	   	256.06	DCR|2VULN|3DUR|2TLV|1DMG	13TLV|239DUR|3BPWR|4aVULN|5DMG|6DMSP|7RCR|8ASPD
83	15361 12513	4	   	256.05	DCR|2VULN|3DUR|3TLV|2LIT|1CDMG|1SELL	139TLV|239DUR|39BPWR|4SELL|5CDMG|6aVULN|7RCR|89LIT
84	11665 32211	3	   	255.96	DCR|2VULN|3DUR|2TLV|1DMG	12TLV|3DMG|469DUR|5aVULN|7RCR|8ASPD
85	21231 53563	1	   	255.63	DCR|3VULN|2DMG|2TLV|1AART	1RPLT|269VULN|3ZMB|49TLV|59DMG|7AART|8BBNT|9BPWR|aRCR
86	23411 11252	10	   	255.63	DCR|3VULN|2DMG|2TLV|1AART	1RPLT|2AART|3DMSP|49aVULN|5aTLV|6RCR|7aDMG|8LEGI|aBPWR
87	23411 12622	10	   	255.63	DCR|3VULN|2DMG|2TLV|1AART	1RPLT|2AART|3DMSP|47aVULN|5aTLV|6RCR|8aDMG|9LEGI|aBPWR
88	15512 32211	4	   	255.30	DCR|3VULN|2TLV|2DUR|2ASPD	15TLV|26DUR|38ASPD|459VULN|5BPWR|7RCR|aFEWX
89	15512 32212	4	   	255.30	DCR|3VULN|2TLV|2DUR|2ASPD	15TLV|26DUR|38ASPD|459VULN|5BPWR|7RCR|aLHND
90	15512 32213	4	   	255.30	DCR|3VULN|2TLV|2DUR|2ASPD	15TLV|26DUR|38ASPD|459VULN|5BPWR|7RCR|aBEXP
91	15512 32215	4	   	255.30	DCR|3VULN|2TLV|2DUR|2ASPD	15TLV|26DUR|38ASPD|459VULN|5BPWR|7RCR|aRMIN
92	11213 41115	5	   	255.18	DCR|4VULN|2TLV|1DUR|1AART	12TLV|3CGEN|4DUR|5789VULN|6AART|aRCR
93	11215 41115	4	   	255.18	DCR|4VULN|2TLV|1DUR|1AART	12TLV|3CGEN|4DUR|5789VULN|6AART|aRCR
94	12126 13266	2	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1TLV|2569VULN|3DMG|4CDMG|7RPLT|8LWND|aRCR
95	12126 13636	2	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1TLV|2568VULN|3DMG|4CDMG|7RPLT|9FEWX|aRCR
96	23411 11461	10	   	254.76	DCR|2VULN|3DMG|1TLV|2ASPD|1AART	1RPLT|2AART|3DMSP|4aVULN|5TLV|6RCR|78aDMG|9aASPD|aBPWR
97	23651 23261	9	   	254.61	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	1RPLT|2AART|368aVULN|4CDMG|5DUR|7DMG|9RCR
98	15323 21515	9	 * 	254.59	DCR|2VULN|3TLV|2DUR|1DMG|2CDMG	13aTLV|23DUR|3aBPWR|4aVULN|5LHND|6DMG|7RMIN|8aCDMG|9RCR
99	12123 35616	2	   	254.49	DCR|2VULN|2TLV|2DUR|1DMG|2CDMG	1aTLV|2aVULN|3DMG|47CDMG|5MBVNT|6RMIN|8RCR|9aDUR|aBPWR
100	12126 33116	2	   	254.49	DCR|2VULN|2TLV|2DUR|1DMG|2CDMG	16TLV|25VULN|3DMG|46CDMG|6BPWR|7RPLT|89DUR|aRCR
101	12326 61411	7	   	254.38	DCR|3VULN|2DMG|2TLV	19TLV|249VULN|3LWND|5LIT|6RCR|7DMSP|89DMG|9BPWR|aCGEN
102	12326 61412	7	   	254.38	DCR|3VULN|2DMG|2TLV	19TLV|249VULN|3LWND|5LIT|6RCR|7DMSP|89DMG|9BPWR|aLHND
103	12326 62411	6	   	254.38	DCR|3VULN|2DMG|2TLV	19TLV|249VULN|3LWND|5LIT|6RCR|7RCVC|89DMG|9BPWR|aCGEN
104	12326 62412	6	   	254.38	DCR|3VULN|2DMG|2TLV	19TLV|249VULN|3LWND|5LIT|6RCR|7RCVC|89DMG|9BPWR|aLHND
105	12326 66111	8	   	254.28	DCR|3VULN|2DMG|3TLV	189TLV|249VULN|3aLWND|5LIT|6RCR|79DMG|9BPWR
106	11334 61241	8	   	254.19	DCR|3VULN|2TLV|1DMG|1DUR|1AART	12TLV|3FEWX|48aVULN|5DUR|6AART|7RCR|9DMG
107	12152 31663	2	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|258VULN|35DMG|4LEGI|5BPWR|6DUR|7ZMB|9MLV|aRCR
108	12326 66112	8	   	254.03	DCR|3VULN|2DMG|3TLV|1SELL	189TLV|249VULN|3LWND|5LIT|6RCR|79DMG|9BPWR|aSELL
109	12324 24315	8	   	253.83	DCR|4VULN|2TLV|1DUR	17TLV|2489VULN|3LWND|5DUR|6ASPD|aRCR
110	11223 62522	6	   	253.83	DCR|4VULN|2TLV|1DUR	12TLV|3CGEN|459aVULN|6DUR|7RCR|8LIT
111	61213 62522	6	   	253.83	DCR|4VULN|2TLV|1DUR	1CGEN|24TLV|359aVULN|6DUR|7RCR|8LIT
112	14161 11261	8	   	253.80	DCR|3VULN|2DMG|1TLV|1DUR|1SELL	1TLV|2SELL|349VULN|5LHND|67DMG|8RCR|aDUR
113	14165 11221	9	   	253.80	DCR|3VULN|2DMG|1TLV|1DUR|1SELL	1TLV|2SELL|345VULN|6aDMG|7BEXP|8RCR|9DUR
114	23411 11652	7	   	253.79	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1RPLT|2AART|3DMSP|49VULN|5TLV|6RCR|79DMG|89DUR|9BPWR|aFEWX
115	23431 33425	2	   	253.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1RPLT|2AART|38DUR|4TLV|58DMG|6TBNT|78VULN|8BPWR|9ZMB|aRCR
116	23411 11651	7	   	253.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1RPLT|2AART|3DMSP|49VULN|5TLV|6RCR|79DMG|89DUR|9BPWR|aDUST
117	12134 32124	2	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1TLV|29VULN|35DMG|46DUR|7RCR|8BELT|aAART
118	12134 32311	2	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1TLV|2aVULN|35DMG|46DUR|7RCR|8AART|9BEXP
119	12134 32321	2	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1TLV|2aVULN|35DMG|46DUR|7RCR|8AART|9LHND
120	12134 32335	2	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1TLV|2aVULN|35DMG|46DUR|7RCR|8AART|9RCVC
121	12134 32361	2	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1TLV|2aVULN|35DMG|46DUR|7RCR|8AART|9LWND
122	23421 54223	2	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1RPLT|2AART|3aDUR|45DMG|68VULN|7RCR|9TLV
123	23621 34223	3	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1RPLT|2AART|38VULN|45DMG|6aDUR|7RCR|9TLV
124	11632 33663	3	   	253.28	DCR|2VULN|3DMG|3TLV|1DUR	124TLV|348DMG|48BPWR|5LWND|68VULN|78FEWX|9RCR|aDUR
125	31142 61413	10	   	253.10	DCR|4VULN|3DUR|1CDMG	18aLWND|2LHND|348aVULN|5ZMB|6CDMG|78aDUR|8aBPWR|9RCR
126	12143 13611	2	   	253.00	DCR|3VULN|2TLV|1DMG|2LIT|1AART	18TLV|28aVULN|3DMG|4MLV|5AART|6RCR|78LIT|8BPWR|9BEXP
127	12631 32341	6	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	18TLV|28aVULN|3LHND|4RPLT|5CDMG|68DUR|7RMIN|8BPWR|9RCR
128	12631 42341	5	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	18TLV|28aVULN|3LHND|4RPLT|5CDMG|68DUR|7RMIN|8BPWR|9RCR
129	12633 42341	4	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	18TLV|28aVULN|3LHND|4RPLT|5CDMG|68DUR|7RMIN|8BPWR|9RCR
130	21532 32341	1	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	1RPLT|28aVULN|38DUR|4CDMG|5LWND|68TLV|7RMIN|8BPWR|9RCR
131	25532 32341	2	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	1RPLT|28aVULN|38DUR|4CDMG|5LWND|68TLV|7RMIN|8BPWR|9RCR
132	12143 13621	2	   	252.90	DCR|3VULN|3TLV|1DMG|2LIT|1AART	189TLV|28aVULN|3DMG|4MLV|5AART|6RCR|78LIT|8BPWR
133	12143 13641	2	   	252.90	DCR|3VULN|2TLV|1DMG|2LIT|1AART	18TLV|28aVULN|3DMG|4MLV|5AART|6RCR|78LIT|8BPWR|9DUST
134	12421 63321	5	   	252.84	DCR|3VULN|2TLV|2CDMG|1DUR	18TLV|289VULN|3ERES|4BELT|5LIT|6RCR|78CDMG|8BPWR|aDUR
135	12213 24263	3	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	17TLV|257VULN|3DUST|4FEWX|67DUR|7BPWR|8LHND|9CDMG|aRCR
136	12313 24363	3	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	17TLV|257VULN|3LWND|4FEWX|67DUR|7BPWR|8DUST|9CDMG|aRCR
137	12333 24363	4	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	17TLV|257VULN|3LWND|4FEWX|67DUR|7BPWR|8DUST|9CDMG|aRCR
138	12413 24363	2	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	17TLV|257VULN|3LWND|4FEWX|67DUR|7BPWR|8DUST|9CDMG|aRCR
139	15323 31245	7	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	13TLV|23DUR|3BPWR|48aVULN|5LHND|6CGEN|7RCR|9CDMG
140	15323 36225	9	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	13TLV|23DUR|3BPWR|48aVULN|5LHND|6CGEN|7CDMG|9RCR
141	15321 31245	7	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	13TLV|23DUR|3BPWR|48aVULN|5ERES|6BEXP|7RCR|9CDMG
142	15321 36225	9	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	13TLV|23DUR|3BPWR|48aVULN|5ERES|6BEXP|7CDMG|9RCR
143	12121 35463	2	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	1TLV|29VULN|38DMG|4CDMG|5DUR|6RMIN|7RCR|aAART
144	12232 42211	2	   	252.61	DCR|3VULN|3DUR|1TLV	1TLV|25aVULN|3RMIN|459DUR|5BPWR|6DMSP|7RCR|8ASPD
145	12435 31312	10	   	252.58	DCR|3VULN|3DUR|3TLV	159TLV|29aVULN|3ERES|45aDUR|59aBPWR|69aBEXP|7RCR|8RMIN
146	15321 31612	10	   	252.58	DCR|3VULN|3DUR|3TLV	139TLV|23aDUR|39aBPWR|49aVULN|5ERES|6BEXP|7RCR|89aZMB
147	15415 31312	10	   	252.58	DCR|3VULN|3DUR|3TLV	159TLV|29aDUR|3ERES|45aVULN|59aBPWR|69aBEXP|7RCR|8RMIN
148	61232 32211	3	   	252.51	DCR|3VULN|3DUR|1TLV	1CGEN|2TLV|35aVULN|469DUR|7RCR|8ASPD
149	61232 32211	4	   	252.51	DCR|3VULN|3DUR|1TLV	1CGEN|2TLV|35aVULN|469DUR|7RCR|8ASPD
150	12134 42511	2	   	252.48	DCR|2VULN|2DMG|2TLV|1DUR|2LIT	19TLV|29VULN|35DMG|4DUR|6DMSP|7RCR|89LIT|9BPWR|aCGEN
151	12134 42512	2	   	252.48	DCR|2VULN|2DMG|2TLV|1DUR|2LIT	19TLV|29VULN|35DMG|4DUR|6DMSP|7RCR|89LIT|9BPWR|aLHND
152	15321 61612	10	   	252.48	DCR|3VULN|3DUR|3TLV	139TLV|23aDUR|39aBPWR|49aVULN|5ERES|6DUST|7RCR|89aZMB
153	12316 66232	9	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|2aVULN|34LWND|5LIT|6RCR|7aDMG|8ZMB|9aDUR|aBPWR
154	15322 13625	10	   	252.38	DCR|3VULN|3DUR|2TLV	13TLV|238DUR|3BPWR|479VULN|56LWND|aRCR
155	14163 13243	10	   	252.33	DCR|3VULN|3DUR|3TLV|1SELL	17aTLV|2SELL|34aVULN|579ZMB|67aDUR|7aBPWR|8RCR
156	12435 61312	10	   	252.28	DCR|3VULN|3DUR|3TLV	159TLV|29aVULN|3ERES|45aDUR|59aBPWR|69aDUST|7RCR|8RMIN
157	12134 32414	2	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|29VULN|35DMG|46DUR|7RCR|8RCVC|aLIT
158	12134 33365	2	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|28VULN|35DMG|46DUR|7DMSP|9LIT|aRCR
159	15321 24326	9	   	252.18	DCR|3VULN|3DUR|3TLV	139TLV|239DUR|39BPWR|479VULN|568ERES|aRCR
160	12134 32221	2	   	252.14	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|2aVULN|35DMG|46DUR|7RCR|8ASPD|9BBNT
161	33142 11245	4	   	252.12	DCR|4VULN|2DUR|1TLV	1LWND|25DUR|3458VULN|5BPWR|6TLV|7DMSP|9RMIN|aRCR
162	13132 11352	1	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1aTLV|2TBNT|3RPLT|4aDUR|58VULN|6LWND|7RCR|9aDMG|aBPWR
163	15323 25115	8	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	13TLV|23DUR|3BPWR|49VULN|57LHND|68DMG|aRCR
164	15323 26121	8	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	13TLV|23DUR|3BPWR|47VULN|5LHND|68DMG|9RCR|aLWND
165	15323 26123	8	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	13TLV|23DUR|3BPWR|47VULN|5LHND|68DMG|9RCR|aRMIN
166	15323 26124	8	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	13TLV|23DUR|3BPWR|47VULN|5LHND|68DMG|9RCR|aFEWX
167	15323 26141	9	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	13TLV|23DUR|3BPWR|47VULN|5LHND|68DMG|9RCR|aLWND
