0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12142 36226	10	 * 	272.77	DCR|3VULN|2TLV|2DUR|1DMG|1CDMG	19DUST|29TLV|3CDMG|47DUR|589VULN|6RCR|9BPWR|aDMG
31	12142 36223	10	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	19DUST|29TLV|3CDMG|47DUR|589VULN|6RCR|9BPWR|aBEXP
32	12142 36225	8	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	19DUST|29TLV|3CDMG|47DUR|589VULN|6RCR|9BPWR|aLHND
33	12142 36225	9	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	19DUST|29TLV|3CDMG|47DUR|589VULN|6RCR|9BPWR|aLHND
34	32162 31363	4	   	252.61	DCR|3VULN|3DUR|1TLV	1ZMB|2BELT|367DUR|456VULN|6BPWR|8LIT|9RCR|aTLV
35	32162 36163	4	   	252.61	DCR|3VULN|3DUR|1TLV	1ZMB|2BELT|368DUR|456VULN|6BPWR|7LIT|9RCR|aTLV
36	12142 36224	10	   	252.60	DCR|3VULN|2TLV|2DUR|1CDMG	19DUST|29TLV|3CDMG|47DUR|589VULN|6RCR|9BPWR|aERES
37	12142 36226	9	   	252.60	DCR|3VULN|2TLV|2DUR|1CDMG	19DUST|29TLV|3CDMG|47DUR|589VULN|6RCR|9BPWR|aBBNT
38	12142 36226	8	   	252.60	DCR|3VULN|2TLV|2DUR|1CDMG	19DUST|29TLV|3CDMG|47DUR|589VULN|6RCR|9BPWR|aBBNT
39	41211 61122	7	   	252.51	DCR|3VULN|3DUR|3CDMG	19aCDMG|2ASPD|3RPLT|49aVULN|5MBVNT|6RCR|79aDUR|8BBNT|9aBPWR
40	41211 63822	6	   	252.51	DCR|3VULN|3DUR|3CDMG	19aCDMG|2ASPD|3RPLT|49aVULN|5MBVNT|6RCR|7BBNT|89aDUR|9aBPWR
41	41211 66122	6	   	252.51	DCR|3VULN|3DUR|3CDMG	19aCDMG|2ASPD|3RPLT|49aVULN|5MBVNT|6RCR|79aDUR|8BBNT|9aBPWR
42	43422 12143	10	   	252.15	DCR|3VULN|1TLV|3CDMG|2ASPD|1AART	167CDMG|2CGEN|37ASPD|4DLOT|567VULN|67BPWR|8AART|9TLV|aRCR
43	42422 12143	10	   	252.05	DCR|3VULN|1TLV|3CDMG|2ASPD|1AART	167CDMG|2ERES|37ASPD|4DLOT|567VULN|67BPWR|8AART|9TLV|aRCR
44	41123 25211	10	 * 	251.16	DCR|4VULN|1DMG|2CDMG|2ASPD	13CDMG|29ASPD|4DMG|5678VULN|aRCR
45	21122 14443	9	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|289aVULN|3CDMG|4BEXP|5TLV|6DUR|7RCR
46	21122 14443	8	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|289aVULN|3CDMG|4BEXP|5TLV|6DUR|7RCR
47	21322 14443	8	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|289aVULN|3BEXP|4TLV|5CDMG|6DUR|7RCR
48	21322 14443	9	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|289aVULN|3BEXP|4TLV|5CDMG|6DUR|7RCR
49	21323 34443	8	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|289aVULN|3BEXP|4TLV|5DUR|6CDMG|7RCR
50	21323 34443	9	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|289aVULN|3BEXP|4TLV|5DUR|6CDMG|7RCR
51	31322 14443	9	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1ZMB|289aVULN|3BEXP|4TLV|5CDMG|6DUR|7RCR
52	31322 14443	8	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1ZMB|289aVULN|3BEXP|4TLV|5CDMG|6DUR|7RCR
53	31323 34443	9	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1ZMB|289aVULN|3BEXP|4TLV|5DUR|6CDMG|7RCR
54	31323 34443	8	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1ZMB|289aVULN|3BEXP|4TLV|5DUR|6CDMG|7RCR
55	31216 62421	2	 * 	251.08	DCR|5VULN|2DMG	17ZMB|23578VULN|47DMG|6LEGI|7BPWR|9RCR|aBEXP
56	31216 62422	2	   	251.08	DCR|5VULN|2DMG	17ZMB|23578VULN|47DMG|6LEGI|7BPWR|9RCR|aLWND
57	31216 62423	2	   	251.08	DCR|5VULN|2DMG	17ZMB|23578VULN|47DMG|6LEGI|7BPWR|9RCR|aFEWX
58	12142 35343	6	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1DUST|2TLV|3CDMG|4DUR|579aVULN|6RCR|8ZMB
59	43422 12243	7	   	250.80	DCR|3VULN|1TLV|3CDMG|2ASPD	167CDMG|2CGEN|37ASPD|4DLOT|567VULN|67BPWR|8TLV|9LIT|aRCR
60	42422 12243	7	   	250.70	DCR|3VULN|1TLV|3CDMG|2ASPD	167CDMG|2ERES|37ASPD|4DLOT|567VULN|67BPWR|8TLV|9LIT|aRCR
61	21133 66232	10	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1MLV|278VULN|3CDMG|4ASPD|5LIT|6DMG|9TLV|aRCR
62	12122 34662	6	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2TLV|3CDMG|4BEXP|59aVULN|6RCR|7DUR|8DMG
63	12122 36662	7	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2TLV|3CDMG|4BEXP|59aVULN|6RCR|7DUR|8DMG
64	12142 31662	7	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2TLV|3CDMG|4DUR|59aVULN|6RCR|7LWND|8DMG
65	12142 32662	7	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2TLV|3CDMG|4DUR|59aVULN|6RCR|7LHND|8DMG
66	12142 33662	6	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2TLV|3CDMG|4DUR|59aVULN|6RCR|7LHND|8DMG
67	41152 32633	10	 * 	249.92	DCR|2VULN|2DUR|3CDMG|3ASPD|1DMG	138CDMG|247ASPD|58VULN|68DUR|8BPWR|9DMG|aRCR
68	41122 41621	5	   	249.67	DCR|2VULN|2DMG|1TLV|2CDMG	13CDMG|2ASPD|4aDMG|5TLV|6LIT|78VULN|9RCR
69	62623 32214	6	   	249.63	DCR|4VULN|2TLV|1DMG	137FEWX|23TLV|37BPWR|4578VULN|67ZMB|9DMG|aRCR
70	12142 36122	10	   	249.56	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1DUST|2TLV|3CDMG|47DUR|5aVULN|6RCR|8DMG|9AART
71	33112 15414	4	   	249.54	DCR|5VULN|1DMG|1DUR	1ZMB|2ERES|34678VULN|5DUR|9DMG|aRCR
72	62623 12622	5	   	249.43	DCR|4VULN|2TLV|1DMG	13FEWX|23TLV|3BPWR|4567VULN|8RCR|9DMG|aDMSP
73	62623 12623	5	   	249.43	DCR|4VULN|2TLV|1DMG	13FEWX|23TLV|3BPWR|4567VULN|8RCR|9DMG|aMLV
74	12623 32214	6	   	249.33	DCR|4VULN|2TLV|1DMG	137DUST|23TLV|37BPWR|4578VULN|67ZMB|9DMG|aRCR
75	62623 12125	5	   	249.33	DCR|4VULN|2TLV|1DMG	13FEWX|23TLV|3BPWR|4567VULN|8DUST|9DMG|aRCR
76	62623 12225	5	   	249.33	DCR|4VULN|2TLV|1DMG	13FEWX|23TLV|3BPWR|4567VULN|8DMG|9DUST|aRCR
77	41212 16263	9	   	249.10	DCR|2VULN|2DUR|1TLV|3CDMG	157CDMG|2ASPD|3RPLT|47VULN|67DUR|7BPWR|8LIT|9RCR|aTLV
78	12522 43222	1	   	248.79	DCR|4VULN|2DMG|1DUR	1aDUST|2DUR|367aVULN|4aDMG|5RMIN|8BBNT|9RCR|aBPWR
79	21133 66225	8	   	248.36	DCR|3VULN|2DMG|2CDMG	1aMLV|278VULN|3aCDMG|4ASPD|5LIT|6aDMG|9RCR|aBPWR
80	41261 13162	10	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|2ASPD|3RPLT|4DMG|5TLV|69DUR|78VULN|aRCR
81	33144 12411	3	   	248.29	DCR|4VULN|3DMG|1NUKE	17ZMB|2ERES|3678VULN|4NUKE|579DMG|7BPWR|aRCR
82	14216 12224	2	   	248.09	DCR|4VULN|3DMG	137DUST|23ERES|37BPWR|47aDMG|5678VULN|9RCR
83	62623 12633	5	   	247.91	DCR|5VULN|2TLV	13aFEWX|23TLV|3aBPWR|4567aVULN|8RCR|9aCGEN
84	12136 14422	10	   	247.91	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1DUST|2TLV|3CDMG|4ASPD|58aVULN|6DUR|7RCR|9AART
85	21444 12483	2	   	247.71	DCR|5VULN|2TLV	1aMLV|2567aVULN|3MBVNT|4DMSP|8aTLV|9RCR|aBPWR
86	12623 12663	5	   	247.61	DCR|5VULN|2TLV	13aDUST|23TLV|3aBPWR|4567aVULN|8RCR|9aCGEN
87	12632 31246	8	   	247.61	DCR|5VULN|2TLV	137DUST|23TLV|37BPWR|47BEXP|5678aVULN|9RCR
88	62623 12351	5	   	247.61	DCR|5VULN|2TLV	13FEWX|23TLV|3BPWR|4567aVULN|8DLOT|9RCR
89	41212 16262	10	   	247.59	DCR|3VULN|2DUR|3CDMG	157CDMG|2ASPD|3RPLT|47aVULN|67DUR|7BPWR|8LIT|9RCR
90	12115 12525	2	   	247.59	DCR|3VULN|2DUR|1TLV	18DUST|2TLV|38DUR|4LIT|5DMSP|6ASPD|78aVULN|8BPWR|9RCR
91	12532 31245	8	   	247.41	DCR|5VULN|2TLV	147DUST|27TLV|3LEGI|5678aVULN|7BPWR|9RCR
92	62131 34551	5	   	246.53	DCR|3VULN|2TLV|1DUR|1CDMG	18FEWX|28TLV|3CDMG|4ASPD|5MBVNT|689VULN|7RCR|8BPWR|aDUR
93	12136 14243	7	   	246.33	DCR|3VULN|2TLV|1DUR|1CDMG	1DUST|28TLV|3CDMG|4ASPD|59aVULN|6DUR|7RCR
94	12111 45422	1	   	246.27	DCR|3VULN|3DUR|1DMG	1aDUST|27aDUR|3BBNT|4DMG|5ASPD|68aVULN|9RCR|aBPWR
95	12211 45422	1	   	246.27	DCR|3VULN|3DUR|1DMG	1aDUST|27aDUR|3TBNT|4DMG|5ASPD|68aVULN|9RCR|aBPWR
96	31216 14222	2	   	245.98	DCR|4VULN|2DUR|1DMG	1aZMB|235aVULN|4DMG|6LHND|7aDUR|8BBNT|9RCR|aBPWR
97	31216 24222	2	   	245.98	DCR|4VULN|2DUR|1DMG	1aZMB|235aVULN|4DMG|6FEWX|7aDUR|8BBNT|9RCR|aBPWR
98	12623 14224	5	 * 	245.67	DCR|3VULN|2DMG|2TLV	137DUST|23TLV|3BPWR|456VULN|8aDMG|9RCR
99	12632 31425	7	   	245.52	DCR|4VULN|2TLV|1DUR	137DUST|23TLV|37BPWR|47BEXP|567aVULN|8DUR|9RCR
100	12623 52224	6	   	245.42	DCR|4VULN|2TLV|2ASPD	137DUST|23TLV|37BPWR|4578VULN|67ASPD|9CGEN|aRCR
101	12532 31244	8	   	245.32	DCR|4VULN|2TLV|1DUR	147DUST|27TLV|3LEGI|5678VULN|7BPWR|9RCR|aDUR
102	12623 12333	5	   	245.32	DCR|4VULN|2TLV|1DUR	13DUST|23TLV|3BPWR|4567VULN|8DLOT|9DUR|aRCR
103	21216 12165	2	   	245.31	DCR|3VULN|3DMG|1AART	17MLV|237VULN|457DMG|6LEGI|7BPWR|8AART|9RCR|aLIT
104	31322 14443	7	   	244.82	DCR|3VULN|2DUR|1TLV|1CDMG	18ZMB|29aVULN|38BEXP|4TLV|5CDMG|68DUR|7RCR|8BPWR
105	31216 43362	2	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ZMB|235VULN|4DMG|6LIT|7DUR|8TLV|9RCR|aFEWX
106	31216 43363	2	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ZMB|235VULN|4DMG|6LIT|7DUR|8TLV|9RCR|aMLV
107	13422 62223	7	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DUST|2LHND|3DUR|48aVULN|5DMG|6RCR|7ASPD|9TLV
108	21252 32163	2	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1MLV|239VULN|4BBNT|5TLV|6LIT|7DMG|8RCR|aDUR
109	31216 43361	2	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ZMB|235VULN|4DMG|6LIT|7DUR|8TLV|9RCR|aBBNT
110	31252 32163	2	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ZMB|239VULN|4BBNT|5TLV|6LIT|7DMG|8RCR|aDUR
111	31417 41147	2	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1ZMB|279VULN|3MBVNT|4LIT|5DMG|6TLV|8DUR|aRCR
112	21145 36233	8	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1MLV|28aVULN|3CDMG|47DUR|5BEXP|6RCR|9TLV
113	23142 36233	8	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1MLV|2BEXP|3CDMG|47DUR|58aVULN|6RCR|9TLV
114	31142 33662	10	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1ZMB|29aVULN|3CDMG|48DUR|5TLV|6BELT|7RCR
115	63113 16113	8	   	244.60	DCR|3VULN|3DUR|1TLV	137FEWX|29LHND|479VULN|579DUR|6DMSP|79BPWR|8RCR|aTLV
116	66112 16113	8	   	244.60	DCR|3VULN|3DUR|1TLV	127FEWX|349VULN|579LHND|679DUR|79BPWR|8RCR|aTLV
117	11142 36233	8	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1DUST|2MLV|3CDMG|47DUR|58aVULN|6RCR|9TLV
118	12142 34343	6	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1DUST|2TLV|3CDMG|47DUR|59aVULN|6RCR|8ZMB
119	12142 36243	8	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1DUST|2TLV|3CDMG|47DUR|58aVULN|6RCR|9CGEN
120	12142 36263	8	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1DUST|2TLV|3CDMG|47DUR|58aVULN|6RCR|9RMIN
121	12142 36343	7	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1DUST|2TLV|3CDMG|47DUR|59aVULN|6RCR|8ZMB
122	32162 34231	4	   	244.46	DCR|5VULN|2DUR	19ZMB|2BELT|36DUR|45679VULN|69BPWR|89FEWX|aRCR
123	32162 34331	4	   	244.46	DCR|5VULN|2DUR	19ZMB|2BELT|36DUR|45679VULN|69BPWR|89BEXP|aRCR
124	32162 34431	4	   	244.46	DCR|5VULN|2DUR	19ZMB|2BELT|36DUR|45679VULN|69BPWR|89LHND|aRCR
125	32162 34631	4	   	244.46	DCR|5VULN|2DUR	19ZMB|2BELT|36DUR|45679VULN|69BPWR|89LWND|aRCR
126	32232 31131	3	   	244.46	DCR|5VULN|2DUR	19ZMB|2BELT|36LWND|45689VULN|69BPWR|79DUR|aRCR
127	32332 31131	3	   	244.46	DCR|5VULN|2DUR	19ZMB|2BELT|36LHND|45689VULN|69BPWR|79DUR|aRCR
128	32532 31131	2	   	244.46	DCR|5VULN|2DUR	19ZMB|2BELT|36LHND|45689VULN|69BPWR|79DUR|aRCR
129	12142 36213	9	   	244.42	DCR|3VULN|2DUR|1TLV|1CDMG	1DUST|2TLV|3CDMG|47DUR|58aVULN|6RCR|9ERES
130	13313 16113	8	   	244.30	DCR|3VULN|3DUR|1TLV	137DUST|29LHND|479VULN|579DUR|6DMSP|79BPWR|8RCR|aTLV
131	13423 26113	8	   	244.30	DCR|3VULN|3DUR|1TLV	167DUST|259LHND|379DUR|479VULN|79BPWR|8RCR|aTLV
132	16313 26111	8	   	244.30	DCR|3VULN|3DUR|1TLV	137DUST|269FEWX|479VULN|579DUR|79BPWR|8RCR|aTLV
133	16315 16111	8	   	244.30	DCR|3VULN|3DUR|1TLV	137DUST|259FEWX|479VULN|679DUR|79BPWR|8RCR|aTLV
134	13423 36113	8	   	244.30	DCR|3VULN|3DUR|1TLV	179DUST|259LHND|367DUR|479VULN|79BPWR|8RCR|aTLV
135	33115 12346	6	   	244.30	DCR|3VULN|3DUR|1TLV	17ZMB|2ERES|347VULN|567DUR|7BPWR|8CGEN|9RCR|aTLV
136	32162 32131	4	   	244.26	DCR|5VULN|2DUR	19ZMB|2BELT|36DUR|45689VULN|69BPWR|79DUST|aRCR
137	33112 12424	4	   	244.26	DCR|5VULN|2DUR	17ZMB|2ERES|34678VULN|57DUR|7BPWR|9CGEN|aRCR
138	33115 12424	5	   	244.26	DCR|5VULN|2DUR	17ZMB|2ERES|34678VULN|57DUR|7BPWR|9CGEN|aRCR
139	21216 12542	2	   	243.59	DCR|3VULN|3DMG|1DUR	17MLV|237VULN|457DMG|6LEGI|7BPWR|8RPLT|9DUR|aRCR
140	41123 21451	6	   	243.32	DCR|4VULN|1DMG|2CDMG	13CDMG|2ASPD|4DMG|569aVULN|7ZMB|8RCR
141	31112 25451	6	   	243.15	DCR|4VULN|1TLV|1CDMG	14ZMB|269aVULN|3CDMG|5TLV|7ASPD|8RCR
142	44411 44421	7	   	243.13	DCR|5VULN|1DUR|1CDMG	1CDMG|2FEWX|34679VULN|5MBVNT|8DUR|aRCR
143	12632 31242	8	   	242.92	DCR|4VULN|2TLV|1CDMG	137DUST|23TLV|37BPWR|47BEXP|5678VULN|9RCR|aCDMG
144	21143 61512	10	   	242.85	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1SELL	17MLV|27VULN|3CDMG|4DUR|5SELL|67DMG|7BPWR|8TLV|9ERES|aRCR
145	12222 61441	7	 * 	242.80	ACR|4VULN|2DMG|1TLV|1DUR	18DUST|2TLV|3RCR|4RPLT|58DMG|6789VULN|8BPWR|aDUR
146	12222 62441	6	   	242.80	ACR|4VULN|2DMG|1TLV|1DUR	18DUST|2TLV|3RCR|4RPLT|58DMG|6789VULN|8BPWR|aDUR
