0	Index      	Bounty	 *	Score 	Summary	Detail	
1	24335 22611	7	 * 	281.77	DCR|3VULN|3ASPD|3TLV|2CDMG|1DUR|1AART	148TLV|2AART|389VULN|5DUR|69CDMG|789ASPD|89BPWR|aRCR
33	22531 21146	1	   	265.87	DCR|3VULN|3DUR|1TLV|1ASPD|1AART	1TLV|259VULN|37aDUR|4AART|6RCR|8ASPD
34	52241 32211	1	   	265.73	DCR|4VULN|2DUR|1TLV|1ASPD	1ASPD|268aVULN|3FEWX|4LHND|56DUR|6BPWR|7RCR|9TLV
35	52441 32211	1	   	265.63	DCR|4VULN|2DUR|1TLV|1ASPD	1ASPD|268aVULN|3DUST|4LHND|56DUR|6BPWR|7RCR|9TLV
36	22531 25161	1	 * 	265.62	DCR|3VULN|2DUR|2TLV|1DMG|1AART	1aTLV|25aVULN|39DUR|4AART|6RCR|7DMG|8aLHND|aBPWR
37	24313 22311	8	   	265.52	DCR|3VULN|3ASPD|3TLV|2CDMG|1AART	158TLV|2AART|389VULN|4FEWX|69CDMG|789ASPD|89BPWR|aRCR
38	24313 22611	7	   	265.52	DCR|3VULN|3ASPD|3TLV|2CDMG|1AART	158TLV|2AART|389VULN|4FEWX|69CDMG|789ASPD|89BPWR|aRCR
39	24332 22611	7	   	265.52	DCR|3VULN|3ASPD|3TLV|2CDMG|1AART	148TLV|2AART|389VULN|5LWND|69CDMG|789ASPD|89BPWR|aRCR
40	22344 33167	1	 * 	265.15	DCR|4VULN|2DMG|2TLV	15TLV|2569VULN|3MBVNT|4RMIN|5BPWR|7RCR|8aDMG
41	53333 53136	3	 * 	265.14	ACR|4VULN|2DMG|2DUR|2ASPD	17ASPD|2RCR|37DUR|4ZMB|5aDMG|6789VULN|7BPWR
42	22531 25242	1	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1TLV|259VULN|3DUR|4AART|6RCR|78DMG|aZMB
43	22531 25243	1	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1TLV|259VULN|3DUR|4AART|6RCR|78DMG|aLHND
44	22131 25246	1	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1TLV|259VULN|3LWND|4AART|6RCR|78DMG|aDUR
45	22231 25246	1	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1TLV|259VULN|3FEWX|4AART|6RCR|78DMG|aDUR
46	14253 13511	9	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD	1RCVC|2RPLT|39DMG|4MLV|59DUR|6RCR|789VULN|9BPWR|aASPD
47	22344 33161	1	   	263.82	DCR|4VULN|2TLV|1DMG|1DUR	15TLV|2569VULN|3MBVNT|4RMIN|5BPWR|7RCR|8DMG|aDUR
48	22531 21614	1	   	263.60	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1TLV|259VULN|37DUR|4AART|6RCR|8LIT|aCDMG
49	22531 25234	1	   	263.39	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1AART	1TLV|25VULN|3aDUR|4AART|6RCR|78DMG|9ASPD
50	22331 48212	1	   	263.28	DCR|3VULN|2DMG|2TLV|1ASPD|1AART	17TLV|257VULN|3MBVNT|4AART|67DMG|7BPWR|8ASPD|9ZMB|aRCR
51	22332 18212	1	   	263.28	DCR|3VULN|2DMG|2TLV|1ASPD|1AART	17TLV|267VULN|3MBVNT|4AART|57DMG|7BPWR|8ASPD|9ZMB|aRCR
52	52241 32212	1	   	263.15	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|268VULN|3FEWX|4LHND|56DUR|6BPWR|7RCR|9TLV|aDMG
53	54216 31131	3	 * 	263.14	DCR|3VULN|2DMG|3ASPD|1AART	139ASPD|2AART|39BPWR|469VULN|5BELT|7RCR|89DMG|aZMB
54	53633 52313	3	   	263.12	ACR|3VULN|2DUR|2ASPD|1DMG|1TLV|1CDMG	19ASPD|2RCR|3TLV|469VULN|5DMG|7LIT|89DUR|9BPWR|aCDMG
55	52441 32212	1	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|268VULN|3DUST|4LHND|56DUR|6BPWR|7RCR|9TLV|aDMG
56	54216 31133	3	   	263.04	DCR|3VULN|2DMG|3ASPD|1AART	139ASPD|2AART|39BPWR|469VULN|5BELT|7RCR|89DMG|aBBNT
57	53311 53112	3	 * 	261.31	ACR|3VULN|3DUR|3ASPD|1DMG|1CDMG	17aASPD|2RCR|357DUR|467VULN|7BPWR|8DMG|9CDMG
58	22531 21144	1	   	260.95	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1TLV|259VULN|37DUR|4AART|6RCR|8ASPD|aLIT
59	53623 23351	4	 * 	260.93	ACR|2VULN|3DMG|3ASPD|2DUR|2TLV	167ASPD|2RCR|39TLV|47DUR|579DMG|79BPWR|89VULN|aBELT
60	53623 23353	4	   	260.93	ACR|2VULN|3DMG|3ASPD|2DUR|2TLV	167ASPD|2RCR|39TLV|47DUR|579DMG|79BPWR|89VULN|aBEXP
61	53623 23352	4	   	260.83	ACR|2VULN|3DMG|3ASPD|2DUR|2TLV	167ASPD|2RCR|39TLV|47DUR|579DMG|79BPWR|89VULN|aTBNT
62	53311 53152	3	   	260.78	ACR|4VULN|3DUR|2ASPD|1DMG	17ASPD|2RCR|357DUR|467aVULN|7BPWR|8DMG|9RPLT
63	53311 53161	3	   	260.78	ACR|4VULN|3DUR|2ASPD|1DMG	17ASPD|2RCR|357DUR|467aVULN|7BPWR|8DMG|9BELT
64	53333 53131	3	   	260.78	ACR|4VULN|3DUR|2ASPD|1DMG	17ASPD|2RCR|37aDUR|4ZMB|5DMG|6789VULN|7BPWR
65	24356 31221	4	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	1TLV|2AART|346VULN|5BELT|7RCR|8DUR|9DMG|aCDMG
66	45344 13111	5	 * 	260.74	DCR|4VULN|3DMG	17DUST|2FEWX|3MBVNT|4578VULN|679DMG|7BPWR|aRCR
67	12613 46313	3	   	260.69	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG	1RCVC|29DUR|389VULN|4LWND|5TLV|69LIT|7RCR|9BPWR|aCDMG
68	53311 53126	3	   	260.54	ACR|4VULN|3DUR|2ASPD|1DMG|1SELL	17ASPD|2RCR|357DUR|467aVULN|7BPWR|8DMG|9SELL
69	53312 33331	1	   	260.36	DCR|3VULN|2DUR|2ASPD|1CDMG|1AART	19ASPD|2DLOT|3RCVC|489VULN|5AART|6RCR|79DUR|9BPWR|aCDMG
70	53312 36631	1	   	260.36	DCR|3VULN|2DUR|2ASPD|1CDMG|1AART	19ASPD|2DLOT|3RCVC|479VULN|5AART|6RCR|89DUR|9BPWR|aCDMG
71	53331 36331	1	   	260.36	DCR|3VULN|2DUR|2ASPD|1CDMG|1AART	19ASPD|2DLOT|3RCVC|4AART|59DUR|6RCR|789VULN|9BPWR|aCDMG
72	22231 26266	1	   	260.14	DCR|3VULN|2DMG|2TLV|2AART	1aTLV|25aVULN|3FEWX|49AART|6RCR|7ZMB|8aDMG|aBPWR
73	22331 34737	1	   	260.04	DCR|3VULN|2DMG|2TLV|2AART	1aTLV|25aVULN|3MBVNT|46AART|7RCR|8aDMG|9RMIN|aBPWR
74	12214 36333	4	 * 	260.03	DCR|3VULN|3DUR|3LIT|1ASPD	1RCVC|249DUR|3ASPD|59aLIT|6RCR|789VULN|9BPWR
75	12216 36333	5	   	260.03	DCR|3VULN|3DUR|3LIT|1ASPD	1RCVC|249DUR|3ASPD|59aLIT|6RCR|789VULN|9BPWR
76	12251 36333	3	   	260.03	DCR|3VULN|3DUR|3LIT|1ASPD	1RCVC|259DUR|3ASPD|49aLIT|6RCR|789VULN|9BPWR
77	62348 45111	1	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR	1RMIN|246VULN|3MBVNT|56ASPD|6BPWR|79DMG|8RCR|aDUR
78	52316 53123	1	   	259.97	DCR|3VULN|2DMG|2ASPD|1DUR|1SELL	17ASPD|267VULN|3RPLT|47DMG|5SELL|7BPWR|8RCR|9DUR|aFEWX
79	52316 33151	1	   	259.97	DCR|3VULN|2DMG|2ASPD|1DUR|1SELL	17ASPD|279VULN|3RPLT|47DMG|5SELL|6RCVC|7BPWR|8RCR|aDUR
80	52316 53122	1	   	259.87	DCR|3VULN|2DMG|2ASPD|1DUR|1SELL	17ASPD|267VULN|3RPLT|47DMG|5SELL|7BPWR|8RCR|9DUR|aDUST
81	51432 53111	5	   	259.62	DCR|3VULN|3DMG|2ASPD	17ASPD|2ZMB|379DMG|4BEXP|5FEWX|678VULN|7BPWR|aRCR
82	51333 53311	2	   	259.52	DCR|3VULN|3DMG|2ASPD	17ASPD|2ZMB|3LEGI|467VULN|579DMG|7BPWR|8FEWX|aRCR
83	51333 13434	2	   	259.52	DCR|3VULN|3DMG|2ASPD	17ASPD|2ZMB|3LEGI|47aVULN|578DMG|6DMSP|7BPWR|9RCR
84	51333 53431	2	   	259.52	DCR|3VULN|3DMG|2ASPD	17ASPD|2ZMB|3LEGI|467VULN|578DMG|7BPWR|9RCR|aRMIN
85	51333 53433	2	   	259.52	DCR|3VULN|3DMG|2ASPD	17ASPD|2ZMB|3LEGI|467VULN|578DMG|7BPWR|9RCR|aLWND
86	51333 53432	2	   	259.42	DCR|3VULN|3DMG|2ASPD	17ASPD|2ZMB|3LEGI|467VULN|578DMG|7BPWR|9RCR|aDUST
87	52316 53111	1	   	259.37	DCR|3VULN|3DMG|2ASPD|1SELL	17ASPD|267VULN|3RPLT|479DMG|5SELL|7BPWR|8RCR|aRMIN
88	52316 53113	1	   	259.37	DCR|3VULN|3DMG|2ASPD|1SELL	17ASPD|267VULN|3RPLT|479DMG|5SELL|7BPWR|8RCR|aLWND
89	52316 33114	1	   	259.37	DCR|3VULN|3DMG|2ASPD|1SELL	17ASPD|27aVULN|3RPLT|479DMG|5SELL|6RCVC|7BPWR|8RCR
90	52316 53112	1	   	259.27	DCR|3VULN|3DMG|2ASPD|1SELL	17ASPD|267VULN|3RPLT|479DMG|5SELL|7BPWR|8RCR|aDUST
91	22531 21134	1	   	259.03	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD|1AART	1TLV|25VULN|37aDUR|4AART|6RCR|8ASPD|9DMG
92	22344 33111	1	   	258.76	DCR|3VULN|2DMG|2TLV|1DUR	15TLV|256VULN|3MBVNT|4RMIN|5BPWR|7RCR|89DMG|aDUR
93	22531 22561	1	 * 	258.68	DCR|3VULN|3DUR|2TLV|1AART	1aTLV|25aVULN|39aDUR|4AART|6RCR|7LEGI|8RMIN|aBPWR
94	24351 31421	6	   	258.56	DCR|3VULN|2ASPD|2TLV|2AART|2LIT	1aTLV|25AART|346VULN|7RCR|8aASPD|9aLIT|aBPWR
95	14263 13513	9	   	258.37	DCR|3VULN|3DMG|2TLV	1RCVC|2RPLT|39aDMG|4FEWX|59TLV|6RCR|789VULN|9BPWR
96	14233 13513	9	   	258.27	DCR|3VULN|3DMG|2TLV	1RCVC|2RPLT|39aDMG|4DUST|59TLV|6RCR|789VULN|9BPWR
97	14233 13516	10	   	258.27	DCR|3VULN|3DMG|2TLV	1RCVC|2RPLT|39aDMG|4DUST|59TLV|6RCR|789VULN|9BPWR
98	23214 12224	2	   	258.27	DCR|3VULN|3DMG|2TLV	17TLV|2RPLT|359VULN|45aDMG|5BPWR|6MLV|8RCR
99	22344 33117	1	   	258.17	DCR|3VULN|3DMG|2TLV	15TLV|256VULN|3MBVNT|4RMIN|5BPWR|7RCR|89aDMG
100	53333 53116	3	 * 	258.16	ACR|3VULN|3DMG|2DUR|2ASPD	17ASPD|2RCR|37DUR|4ZMB|59aDMG|678VULN|7BPWR
101	24352 22632	7	   	257.89	DCR|3VULN|2ASPD|2TLV|1CDMG|1AART	18TLV|2AART|348VULN|5LWND|6CDMG|78ASPD|8BPWR|9RCR|aLIT
102	22131 25141	1	   	257.43	DCR|4VULN|2TLV|1DMG|1AART	1aTLV|259aVULN|3LWND|4AART|6RCR|7DMG|8aLHND|aBPWR
103	22231 25141	1	   	257.43	DCR|4VULN|2TLV|1DMG|1AART	1aTLV|259aVULN|3FEWX|4AART|6RCR|7DMG|8aLHND|aBPWR
104	24311 25141	4	   	257.43	DCR|4VULN|2TLV|1DMG|1AART	1aTLV|2AART|359aVULN|4FEWX|6RCR|7DMG|8aLHND|aBPWR
105	24331 25141	3	   	257.43	DCR|4VULN|2TLV|1DMG|1AART	1aTLV|2AART|359aVULN|4LWND|6RCR|7DMG|8aLHND|aBPWR
106	24352 22633	7	   	257.36	DCR|3VULN|2ASPD|2TLV|2AART|1CDMG	18TLV|2aAART|348VULN|5LWND|6CDMG|78ASPD|8BPWR|9RCR
107	22431 25141	1	   	257.33	DCR|4VULN|2TLV|1DMG|1AART	1aTLV|259aVULN|3DUST|4AART|6RCR|7DMG|8aLHND|aBPWR
108	24311 25141	3	   	257.33	DCR|4VULN|2TLV|1DMG|1AART	1aTLV|2AART|359aVULN|4DUST|6RCR|7DMG|8aLHND|aBPWR
109	53622 23642	10	   	257.29	ACR|4VULN|2DUR|2ASPD|1TLV|1CDMG	19ASPD|2RCR|3TLV|49DUR|5MBVNT|6789VULN|9BPWR|aCDMG
110	23214 23561	2	   	257.21	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD|1AART	1TLV|2RPLT|35VULN|45DMG|5BPWR|6AART|7LIT|8DUR|9RCR|aASPD
111	22531 25236	1	   	257.11	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD|1AART	1TLV|25VULN|3DUR|4AART|6RCR|78DMG|9ASPD|aLIT
112	62348 45121	1	 * 	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	1RMIN|246VULN|3MBVNT|56ASPD|6BPWR|7DMG|8RCR|9aDUR
113	22131 25244	1	   	256.77	DCR|3VULN|2DMG|1TLV|1AART	1TLV|259VULN|3LWND|4AART|6RCR|78DMG|aLIT
114	22231 25244	1	   	256.77	DCR|3VULN|2DMG|1TLV|1AART	1TLV|259VULN|3FEWX|4AART|6RCR|78DMG|aLIT
115	22344 34438	1	 * 	256.70	DCR|5VULN|2TLV|1AART	15TLV|25678VULN|3MBVNT|4RMIN|5BPWR|9RCR|aAART
116	25313 12124	3	   	256.57	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1TLV|2BEXP|3aDUR|4aVULN|5MLV|6aDMG|7RCR|8LHND|9CDMG|aBPWR
117	25313 12524	3	   	256.57	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1TLV|2BEXP|3aDUR|4aVULN|5MLV|6aDMG|7RCR|8FEWX|9CDMG|aBPWR
118	25316 12124	3	   	256.57	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1TLV|2BEXP|3aDUR|4aVULN|5CGEN|6aDMG|7RCR|8LHND|9CDMG|aBPWR
119	22531 21111	1	   	256.56	DCR|3VULN|2DUR|2TLV|1ASPD|1AART	1aTLV|25aVULN|37DUR|4AART|6RCR|8ASPD|9aBEXP|aBPWR
120	22531 21121	1	   	256.56	DCR|3VULN|2DUR|2TLV|1ASPD|1AART	1aTLV|25aVULN|37DUR|4AART|6RCR|8ASPD|9aFEWX|aBPWR
121	24355 21111	5	   	256.56	DCR|3VULN|2DUR|2TLV|1ASPD|1AART	1aTLV|2AART|34aVULN|57DUR|6RCR|8ASPD|9aBEXP|aBPWR
122	24355 21121	5	   	256.56	DCR|3VULN|2DUR|2TLV|1ASPD|1AART	1aTLV|2AART|34aVULN|57DUR|6RCR|8ASPD|9aFEWX|aBPWR
123	22531 21612	1	   	256.50	DCR|3VULN|2DUR|1TLV|2LIT|1AART	1TLV|259VULN|37DUR|4AART|6RCR|8aLIT
124	55432 22113	1	   	256.44	DCR|3VULN|3ASPD|1TLV|1DUR	126ASPD|345VULN|7LIT|8TLV|9RCR|aDUR
125	32511 53343	1	   	256.41	DCR|3VULN|3DUR|1TLV|1ASPD	17LWND|2ASPD|357DUR|467VULN|7BPWR|8LHND|9RCR|aTLV
126	14263 13512	10	   	256.36	DCR|3VULN|2DMG|2TLV|1CDMG	1RCVC|2RPLT|39DMG|4FEWX|59TLV|6RCR|789VULN|9BPWR|aCDMG
127	14233 13514	10	   	256.26	DCR|3VULN|2DMG|2TLV|1CDMG	1RCVC|2RPLT|39DMG|4DUST|59TLV|6RCR|789VULN|9BPWR|aCDMG
128	23214 22223	2	   	256.23	DCR|3VULN|2DMG|2AART|1TLV	1TLV|2RPLT|35aVULN|45DMG|5BPWR|68AART|7ERES|9RCR
129	24341 25221	4	   	256.00	DCR|3VULN|2ASPD|2TLV|1DMG|1AART	1aTLV|2AART|35aVULN|4LHND|6RCR|7DMG|8aASPD|9RMIN|aBPWR
130	53311 52331	3	   	256.00	ACR|4VULN|2DUR|2ASPD|2LIT|1CDMG	19ASPD|2RCR|35DUR|4689VULN|79LIT|9BPWR|aCDMG
131	22344 33164	1	   	255.87	DCR|4VULN|2TLV|1DMG	15TLV|2569VULN|3MBVNT|4RMIN|5BPWR|7RCR|8DMG|aLIT
132	26312 31463	10	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	16TLV|2ERES|3BELT|48aVULN|56DUR|6BPWR|7RCR|9DMG
133	26312 31463	9	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	16TLV|2ERES|3BELT|48aVULN|56DUR|6BPWR|7RCR|9DMG
134	53333 53111	3	 * 	255.73	ACR|3VULN|3DUR|2DMG|2ASPD	17ASPD|2RCR|37aDUR|4ZMB|59DMG|678VULN|7BPWR
135	12214 36353	4	   	255.10	DCR|3VULN|2DUR|1DMG|1ASPD	1RCVC|24DUR|3ASPD|5LIT|6RCR|78aVULN|9DMG
136	12216 36353	5	   	255.10	DCR|3VULN|2DUR|1DMG|1ASPD	1RCVC|24DUR|3ASPD|5LIT|6RCR|78aVULN|9DMG
137	12251 36353	3	   	255.10	DCR|3VULN|2DUR|1DMG|1ASPD	1RCVC|25DUR|3ASPD|4LIT|6RCR|78aVULN|9DMG
138	12214 36332	4	   	255.02	DCR|3VULN|3DUR|2LIT|1ASPD	1RCVC|249DUR|3ASPD|59LIT|6RCR|789VULN|9BPWR|aLHND
139	12214 36334	4	   	255.02	DCR|3VULN|3DUR|2LIT|1ASPD	1RCVC|249DUR|3ASPD|59LIT|6RCR|789VULN|9BPWR|aZMB
140	12216 36332	5	   	255.02	DCR|3VULN|3DUR|2LIT|1ASPD	1RCVC|249DUR|3ASPD|59LIT|6RCR|789VULN|9BPWR|aLHND
141	12216 36334	5	   	255.02	DCR|3VULN|3DUR|2LIT|1ASPD	1RCVC|249DUR|3ASPD|59LIT|6RCR|789VULN|9BPWR|aZMB
142	12251 36332	3	   	255.02	DCR|3VULN|3DUR|2LIT|1ASPD	1RCVC|259DUR|3ASPD|49LIT|6RCR|789VULN|9BPWR|aLHND
143	12251 36334	3	   	255.02	DCR|3VULN|3DUR|2LIT|1ASPD	1RCVC|259DUR|3ASPD|49LIT|6RCR|789VULN|9BPWR|aZMB
144	12214 36331	4	   	254.92	DCR|3VULN|3DUR|2LIT|1ASPD	1RCVC|249DUR|3ASPD|59LIT|6RCR|789VULN|9BPWR|aTBNT
145	12216 36331	5	   	254.92	DCR|3VULN|3DUR|2LIT|1ASPD	1RCVC|249DUR|3ASPD|59LIT|6RCR|789VULN|9BPWR|aTBNT
146	12251 36331	3	   	254.92	DCR|3VULN|3DUR|2LIT|1ASPD	1RCVC|259DUR|3ASPD|49LIT|6RCR|789VULN|9BPWR|aTBNT
147	22531 21246	1	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	1TLV|259VULN|37aDUR|4AART|6RCR|8MLV
148	22531 21324	1	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	1TLV|259VULN|37aDUR|4AART|6RCR|8FEWX
149	22344 33128	1	   	254.82	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	15TLV|256VULN|3MBVNT|4RMIN|5BPWR|7RCR|8DMG|9DUR|aCDMG
150	22344 33563	1	   	254.82	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	15TLV|256VULN|3MBVNT|4RMIN|5BPWR|7RCR|8CDMG|9DUR|aDMG
151	23263 34151	2	   	254.82	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	15TLV|2RPLT|369VULN|4CDMG|7DMG|8RCR|aDUR
152	22331 34757	1	   	254.79	DCR|3VULN|1DMG|2AART|1TLV|1DUR	1TLV|259VULN|3MBVNT|46AART|7RCR|8DMG|aDUR
153	42213 24314	6	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1DUST|2RPLT|378aVULN|4DUR|5ASPD|6RCR|9DMG
154	61311 32211	2	   	254.62	DCR|4VULN|2DUR|1TLV	1RMIN|2LHND|3MBVNT|468aVULN|56DUR|6BPWR|7RCR|9TLV
155	61311 32263	2	   	254.62	DCR|4VULN|2DUR|1TLV	1RMIN|2LHND|3MBVNT|4689VULN|56DUR|6BPWR|7RCR|aTLV
156	55432 23121	1	 * 	254.52	DCR|4VULN|3ASPD|1DUR	126ASPD|3457VULN|7BPWR|8RCR|9LHND|aDUR
157	55432 23123	1	   	254.52	DCR|4VULN|3ASPD|1TLV	126ASPD|3457VULN|7BPWR|8RCR|9LHND|aTLV
158	55432 23131	1	   	254.52	DCR|4VULN|3ASPD|1DUR	126ASPD|3457VULN|7BPWR|8RCR|9DMSP|aDUR
159	55432 23112	1	   	254.42	DCR|4VULN|3ASPD|1DUR|1NUKE	126ASPD|3457VULN|7BPWR|8RCR|9NUKE|aDUR
160	23214 31111	2	   	254.31	DCR|3VULN|3DMG|1TLV|1SELL	1TLV|2RPLT|358VULN|459DMG|5BPWR|6LWND|7SELL|aRCR
161	23214 61111	2	   	254.31	DCR|3VULN|3DMG|1TLV|1SELL	1TLV|2RPLT|358VULN|459DMG|5BPWR|6BEXP|7SELL|aRCR
162	53622 23445	10	   	254.29	ACR|3VULN|3DUR|2ASPD|1DMG|1TLV	19ASPD|2RCR|3TLV|489DUR|5MBVNT|679VULN|9BPWR|aDMG
163	53311 53125	3	   	254.15	ACR|3VULN|3DUR|2ASPD|1DMG|1TLV|1SELL	17ASPD|2RCR|357DUR|467VULN|7BPWR|8DMG|9SELL|aTLV
