0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12425 11511	1	 * 	268.26	DCR|4VULN|2DMG|1TLV|1AART|1SELL	1SELL|2AART|3479VULN|5TLV|6aDMG|8RCR
41	56221 12631	5	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1FEWX|236VULN|4LIT|5CDMG|7TLV|8AART|9RCR|aDUR
42	33221 12362	7	 * 	247.98	DCR|2VULN|3DUR|1TLV|2CDMG	1CGEN|26aDUR|3TLV|4LIT|5aCDMG|7MLV|8aVULN|9RCR|aBPWR
43	23221 12362	7	   	247.88	DCR|2VULN|3DUR|1TLV|2CDMG	1ERES|26aDUR|3TLV|4LIT|5aCDMG|7MLV|8aVULN|9RCR|aBPWR
44	23221 12662	8	   	247.88	DCR|2VULN|3DUR|1TLV|2CDMG	1ERES|26aDUR|3TLV|4LIT|5aCDMG|7MLV|8aVULN|9RCR|aBPWR
45	33253 33314	9	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	16CGEN|249DUR|34TLV|4BPWR|5DMG|7RCR|8aVULN
46	33253 22354	5	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	1CGEN|247DUR|34TLV|4BPWR|5DMG|6RCR|8aVULN|9RCVC
47	23251 41126	4	   	247.65	DCR|2VULN|3DUR|2TLV|1DMG	1ERES|245DUR|34TLV|4BPWR|6FEWX|7RCR|8aVULN|9DMG
48	23253 53314	9	   	247.55	DCR|2VULN|3DUR|2TLV|1DMG	16ERES|249DUR|34TLV|4BPWR|5DMG|7RCR|8aVULN
49	16224 32153	1	   	247.51	DCR|2VULN|3DUR|2TLV|1DMG|1SELL	1SELL|2TBNT|3aVULN|48aDUR|5DMG|6RCR|7LWND|9aTLV|aBPWR
50	12435 11511	1	   	247.21	DCR|3VULN|2DMG|1TLV|1AART|1SELL	1SELL|2AART|379VULN|4RCVC|5TLV|6aDMG|8RCR
51	56221 12522	9	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1FEWX|23aVULN|4LIT|5CDMG|6DUR|7TLV|8RCR|9ASPD
52	33221 13415	5	   	246.63	DCR|3VULN|2TLV|1DUR|1CDMG	1aCGEN|2DUR|3aTLV|4LIT|5CDMG|68aVULN|7RCR|9RPLT|aBPWR
53	33221 13462	5	   	246.63	DCR|3VULN|2TLV|1DUR|1CDMG	1aCGEN|2DUR|3aTLV|4LIT|5CDMG|68aVULN|7RCR|9RMIN|aBPWR
54	33221 33415	6	   	246.63	DCR|3VULN|2TLV|1DUR|1CDMG	1aCGEN|2DUR|3aTLV|4LIT|5CDMG|68aVULN|7RCR|9RPLT|aBPWR
55	33221 33462	6	   	246.63	DCR|3VULN|2TLV|1DUR|1CDMG	1aCGEN|2DUR|3aTLV|4LIT|5CDMG|68aVULN|7RCR|9RMIN|aBPWR
56	33221 32354	10	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	1CGEN|2DUR|37TLV|4LIT|5CDMG|68aVULN|9RCR
57	56253 32221	10	   	246.36	DCR|4VULN|1DMG|1DUR|2LIT	149FEWX|2349VULN|49BPWR|5DMG|6RCR|7DUST|89LIT|aDUR
58	33155 24312	5	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1CGEN|2DUR|3AART|4DMG|568VULN|7RCR|9FEWX|aTLV
59	22542 24113	1	   	246.09	DCR|4VULN|2DMG|1CDMG	12ERES|36DMG|4TBNT|568aVULN|6BPWR|7CDMG|9RCR
60	12425 11134	1	   	245.87	DCR|3VULN|1TLV|1DMG|1DUR|1AART|1SELL	1SELL|2AART|347VULN|5TLV|6DMG|8DUR|9ZMB|aRCR
61	12425 11521	1	   	245.87	DCR|3VULN|1TLV|1DMG|1DUR|1AART|1SELL	1SELL|2AART|347VULN|5TLV|6DMG|8RCR|9DUR|aRCVC
62	12425 11523	1	   	245.87	DCR|3VULN|1TLV|1DMG|1DUR|1AART|1SELL	1SELL|2AART|347VULN|5TLV|6DMG|8RCR|9DUR|aZMB
63	12425 11522	1	   	245.77	DCR|3VULN|1TLV|1DMG|1DUR|1AART|1SELL	1SELL|2AART|347VULN|5TLV|6DMG|8RCR|9DUR|aERES
64	51252 31121	4	 * 	245.55	DCR|3VULN|3TLV|3ASPD|1CDMG	1FEWX|245ASPD|345TLV|45BPWR|6CDMG|79aVULN|8RCR
65	33512 53112	5	 * 	245.00	DCR|3VULN|2DUR|1DMG|2CDMG	1CGEN|2aDUR|3FEWX|4LWND|5aCDMG|6DMG|78aVULN|9RCR|aBPWR
66	23512 53112	5	   	244.90	DCR|3VULN|2DUR|1DMG|2CDMG	1ERES|2aDUR|3FEWX|4LWND|5aCDMG|6DMG|78aVULN|9RCR|aBPWR
67	33221 33351	9	   	244.90	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1CGEN|2DUR|3TLV|4aLIT|5CDMG|678VULN|9RCR
68	56253 22223	5	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	14FEWX|234VULN|4BPWR|5DMG|6RCR|7DUR|8ASPD|9ERES|aTLV
69	56253 32223	6	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	14FEWX|234VULN|4BPWR|5DMG|6RCR|7DUR|8ASPD|9ERES|aTLV
70	11536 13112	1	 * 	244.49	DCR|3VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2aLHND|3DMG|4aTLV|5BEXP|6DUR|78aVULN|9RCR|aBPWR
71	12536 13112	2	 * 	244.49	DCR|3VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2aLHND|3DMG|4aTLV|5BEXP|6DUR|78aVULN|9RCR|aBPWR
72	12536 13112	3	 * 	244.49	DCR|3VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2aLHND|3DMG|4aTLV|5BEXP|6DUR|78aVULN|9RCR|aBPWR
73	13661 53112	1	 * 	244.49	DCR|3VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2aFEWX|3DUR|4aTLV|5LHND|6DMG|78aVULN|9RCR|aBPWR
74	11533 16112	1	 * 	243.79	DCR|2VULN|2DMG|2DUR|1TLV|1SELL	1SELL|2aLHND|3aDMG|4TLV|58VULN|6aDUR|7LEGI|9RCR|aBPWR
75	11552 16112	1	 * 	243.79	DCR|2VULN|2DMG|2DUR|1TLV|1SELL	1SELL|2aLHND|3aDMG|48VULN|5TLV|6aDUR|7LEGI|9RCR|aBPWR
76	12533 16112	3	 * 	243.79	DCR|2VULN|2DMG|2DUR|1TLV|1SELL	1SELL|2aLHND|3aDMG|4TLV|58VULN|6aDUR|7LEGI|9RCR|aBPWR
77	12533 16112	2	 * 	243.79	DCR|2VULN|2DMG|2DUR|1TLV|1SELL	1SELL|2aLHND|3aDMG|4TLV|58VULN|6aDUR|7LEGI|9RCR|aBPWR
78	12552 16112	2	 * 	243.79	DCR|2VULN|2DMG|2DUR|1TLV|1SELL	1SELL|2aLHND|3aDMG|48VULN|5TLV|6aDUR|7LEGI|9RCR|aBPWR
79	12552 16112	3	 * 	243.79	DCR|2VULN|2DMG|2DUR|1TLV|1SELL	1SELL|2aLHND|3aDMG|48VULN|5TLV|6aDUR|7LEGI|9RCR|aBPWR
80	33253 25224	5	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1CGEN|24DUR|34TLV|4BPWR|5DMG|6RCR|7BEXP|8ASPD|9aVULN
81	33255 21224	7	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1CGEN|24DUR|34TLV|4BPWR|5LIT|6RCVC|7RCR|8aVULN|9DMG
82	33255 21224	8	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1CGEN|24DUR|34TLV|4BPWR|5LIT|6RCVC|7RCR|8aVULN|9DMG
83	33255 31224	7	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	16CGEN|24DUR|34TLV|4BPWR|5LIT|7RCR|8aVULN|9DMG
84	33255 31224	8	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	16CGEN|24DUR|34TLV|4BPWR|5LIT|7RCR|8aVULN|9DMG
85	33255 21225	9	   	242.74	DCR|2VULN|3DUR|2TLV|2LIT	1aCGEN|249DUR|34TLV|4aBPWR|5aLIT|6RCVC|7RCR|8aVULN
86	33255 31225	9	   	242.74	DCR|2VULN|3DUR|2TLV|2LIT	16aCGEN|249DUR|34TLV|4aBPWR|5aLIT|7RCR|8aVULN
87	23253 22224	5	   	242.73	DCR|2VULN|2TLV|2DUR|1DMG	1ERES|24DUR|34TLV|4BPWR|5DMG|6RCR|7BEXP|8ASPD|9aVULN
88	23255 21224	8	   	242.73	DCR|2VULN|2TLV|2DUR|1DMG	1ERES|24DUR|34TLV|4BPWR|5LIT|6RCVC|7RCR|8aVULN|9DMG
89	23255 21224	7	   	242.73	DCR|2VULN|2TLV|2DUR|1DMG	1ERES|24DUR|34TLV|4BPWR|5LIT|6RCVC|7RCR|8aVULN|9DMG
90	33341 22516	4	 * 	242.62	DCR|3VULN|2DMG|2DUR	1aCGEN|27DUR|3RCVC|48aVULN|5DMSP|6RCR|9aDMG|aBPWR
91	56253 33132	10	   	242.62	DCR|3VULN|2DMG|2DUR|1NUKE	14aFEWX|234VULN|4aBPWR|5aDMG|6RCR|7RCVC|8NUKE|9aDUR
92	51232 54112	6	   	242.59	DCR|2VULN|2DUR|1TLV|2CDMG|2ASPD	1FEWX|2aASPD|3TLV|4LHND|5aDUR|68VULN|7aCDMG|9RCR|aBPWR
93	33255 51223	9	   	242.54	DCR|2VULN|3DUR|2TLV|2LIT	1CGEN|249DUR|34TLV|4BPWR|56LIT|7RCR|8aVULN
94	23255 21225	9	   	242.54	DCR|2VULN|3DUR|2TLV|2LIT	1aERES|249DUR|34TLV|4aBPWR|5aLIT|6RCVC|7RCR|8aVULN
95	23255 51223	9	   	242.44	DCR|2VULN|3DUR|2TLV|2LIT	1ERES|249DUR|34TLV|4BPWR|56LIT|7RCR|8aVULN
96	53413 11351	1	   	242.42	DCR|3VULN|2DMG|2DUR	19FEWX|2TBNT|368VULN|4BBNT|59DMG|79DUR|9BPWR|aRCR
97	23452 41133	4	   	242.39	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD	17ERES|24DUR|34ASPD|4BPWR|59VULN|6DMG|8RCR|aTLV
98	53431 21312	1	   	242.28	DCR|3VULN|2DMG|2DUR|1SELL	1aFEWX|2TBNT|346VULN|5aDMG|7aDUR|8SELL|9RCR|aBPWR
99	12421 36224	1	   	242.25	DCR|4VULN|2DMG|1AART|1SELL	1SELL|2AART|3478VULN|58BEXP|68DMG|8BPWR|9LHND|aRCR
100	12421 36263	1	   	242.25	DCR|4VULN|2DMG|1AART|1SELL	1SELL|2AART|3478VULN|589BEXP|68DMG|8BPWR|aRCR
101	13221 46326	4	   	242.18	DCR|3VULN|2DMG|2DUR|1SELL	1SELL|2RMIN|3MBVNT|4aDMG|5TBNT|6RCR|7aDUR|89aVULN|aBPWR
102	12422 11511	1	   	242.05	DCR|4VULN|2DMG|1AART|1SELL	1SELL|2AART|3479VULN|5CGEN|6aDMG|8RCR
103	56221 12521	10	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|23VULN|4LIT|5CDMG|6DUR|7TLV|8RCR|9ASPD|aDMG
104	56253 33332	8	   	241.35	DCR|4VULN|1TLV|1DMG	14FEWX|2348VULN|4BPWR|5DMG|6RCR|7RCVC|9TLV|aZMB
105	33251 61611	4	   	241.34	DCR|2VULN|3DUR|2TLV|1CDMG	1CGEN|245DUR|34TLV|4BPWR|6aVULN|7RCR|8CDMG|9LHND
106	33251 61622	4	   	241.34	DCR|2VULN|3DUR|2TLV|1CDMG	1CGEN|245DUR|34TLV|4BPWR|69VULN|7RCR|8CDMG|aLWND
107	33251 61623	4	   	241.34	DCR|2VULN|3DUR|2TLV|1CDMG	1CGEN|245DUR|34TLV|4BPWR|69VULN|7RCR|8CDMG|aMLV
108	56253 32332	10	   	241.25	DCR|4VULN|1TLV|1DMG	14FEWX|2349VULN|4BPWR|5DMG|6RCR|7DUST|8BELT|aTLV
109	56253 33313	9	   	241.25	DCR|4VULN|1TLV|1DMG	14FEWX|2348VULN|4BPWR|5DMG|6RCR|7RCVC|9MBVNT|aTLV
110	56253 33323	8	   	241.25	DCR|4VULN|1TLV|1DMG	14FEWX|2348VULN|4BPWR|5DMG|6RCR|7RCVC|9DUST|aTLV
111	56253 33331	8	   	241.25	DCR|4VULN|1TLV|1DMG	14FEWX|2348VULN|4BPWR|5DMG|6RCR|7RCVC|9TLV|aMBVNT
112	56253 33333	8	   	241.25	DCR|4VULN|1TLV|1DMG	14FEWX|2348VULN|4BPWR|5DMG|6RCR|7RCVC|9TLV|aBBNT
113	16242 61233	3	   	241.24	DCR|3VULN|2DMG|2ASPD|1CDMG|1SELL	1SELL|2DMSP|3aDMG|46aVULN|5CDMG|7ERES|8aASPD|9RCR|aBPWR
114	23251 61611	4	   	241.24	DCR|2VULN|3DUR|2TLV|1CDMG	1ERES|245DUR|34TLV|4BPWR|6aVULN|7RCR|8CDMG|9LHND
115	23251 61622	4	   	241.24	DCR|2VULN|3DUR|2TLV|1CDMG	1ERES|245DUR|34TLV|4BPWR|69VULN|7RCR|8CDMG|aLWND
116	23251 61623	4	   	241.24	DCR|2VULN|3DUR|2TLV|1CDMG	1ERES|245DUR|34TLV|4BPWR|69VULN|7RCR|8CDMG|aMLV
117	15512 53233	1	 * 	241.22	DCR|2VULN|2DMG|1TLV|2CDMG|1SELL	1SELL|27CDMG|37DMG|4FEWX|5DUST|67VULN|7BPWR|8RCR|9ASPD|aTLV
118	56253 33312	8	   	241.04	DCR|4VULN|2DMG	14FEWX|2348VULN|4BPWR|59DMG|6RCR|7RCVC|aASPD
119	33155 24331	5	   	240.96	DCR|4VULN|1DMG|1DUR|1AART	1aCGEN|2DUR|3AART|4DMG|5689VULN|7RCR
120	33155 24332	5	   	240.96	DCR|4VULN|1DMG|1DUR|1AART	1CGEN|2DUR|3AART|4DMG|5689VULN|7RCR|aLWND
121	31621 13552	8	   	240.23	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	1CGEN|29LHND|3TLV|4LIT|59CDMG|6DUR|79VULN|8RCR|9BPWR|aDMG
122	32221 53356	10	   	240.04	DCR|3VULN|2TLV|1CDMG|1AART	18CGEN|2FEWX|38TLV|4LIT|5CDMG|678VULN|8BPWR|9RCR|aAART
123	33253 22161	5	   	239.85	DCR|3DUR|1VULN|2TLV|1DMG|1CDMG	1CGEN|247DUR|34TLV|4BPWR|5DMG|6RCR|8ASPD|9CDMG|aVULN
124	56221 12633	5	   	239.84	DCR|3VULN|2TLV|1CDMG|1AART	1FEWX|236VULN|4LIT|5CDMG|7aTLV|8AART|9RCR
125	56253 31221	10	   	239.71	DCR|4VULN|1DMG|1DUR	149FEWX|2349VULN|49BPWR|5DMG|6RCR|7LIT|89DUST|aDUR
126	33451 13531	6	   	239.61	DCR|3DUR|1VULN|1TLV|1DMG|2ASPD|1CDMG	1CGEN|247DUR|34ASPD|4BPWR|5CDMG|6DMG|8RCR|9TLV|aVULN
127	23451 13531	6	   	239.51	DCR|3DUR|1VULN|1TLV|1DMG|2ASPD|1CDMG	1ERES|247DUR|34ASPD|4BPWR|5CDMG|6DMG|8RCR|9TLV|aVULN
128	56224 22112	3	   	239.25	DCR|3VULN|2TLV|2DUR	1aFEWX|238VULN|4RPLT|5RMIN|6aTLV|7aDUR|9RCR|aBPWR
129	33115 24336	5	   	239.24	DCR|5VULN|1DUR|1AART	1CGEN|2DUR|3AART|4ZMB|5689aVULN|7RCR
130	13456 22112	1	   	239.24	DCR|3VULN|2DUR|1TLV|1SELL	1SELL|2aFEWX|3ASPD|48aVULN|5BEXP|6TLV|7aDUR|9RCR|aBPWR
131	51256 22112	2	   	239.24	DCR|3VULN|2DUR|1TLV|1SELL	1aFEWX|2ASPD|3SELL|48aVULN|5BEXP|6TLV|7aDUR|9RCR|aBPWR
132	33252 32113	4	   	239.15	DCR|3VULN|2TLV|2DUR	1CGEN|24DUR|34TLV|4BPWR|58aVULN|6LHND|7RPLT|9RCR
133	33254 63113	4	   	239.15	DCR|3VULN|2TLV|2DUR	1CGEN|24DUR|34TLV|4BPWR|5RPLT|6FEWX|78aVULN|9RCR
134	33256 53113	6	   	239.15	DCR|3VULN|2TLV|2DUR	1CGEN|24DUR|34TLV|4BPWR|5FEWX|6RPLT|78aVULN|9RCR
135	23252 32113	4	   	239.05	DCR|3VULN|2TLV|2DUR	1ERES|24DUR|34TLV|4BPWR|58aVULN|6LHND|7RPLT|9RCR
136	23254 63113	4	   	239.05	DCR|3VULN|2TLV|2DUR	1ERES|24DUR|34TLV|4BPWR|5RPLT|6FEWX|78aVULN|9RCR
137	23256 53113	6	   	239.05	DCR|3VULN|2TLV|2DUR	1ERES|24DUR|34TLV|4BPWR|5FEWX|6RPLT|78aVULN|9RCR
138	13218 13112	4	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	1SELL|2RMIN|3MBVNT|4aTLV|5LHND|6aDUR|78aVULN|9RCR|aBPWR
139	13218 13112	5	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	1SELL|2RMIN|3MBVNT|4aTLV|5LHND|6aDUR|78aVULN|9RCR|aBPWR
140	13218 33112	6	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	1SELL|2RMIN|3MBVNT|4aTLV|5LHND|6aDUR|78aVULN|9RCR|aBPWR
141	13215 22112	6	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	1SELL|2RMIN|3MBVNT|4aTLV|5FEWX|68aVULN|7aDUR|9RCR|aBPWR
142	13215 27212	8	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	1SELL|2RMIN|3MBVNT|4aTLV|5FEWX|67aVULN|8aDUR|9RCR|aBPWR
143	13215 37162	7	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	1SELL|2RMIN|3MBVNT|4aTLV|5FEWX|6RCR|78aVULN|9aDUR|aBPWR
144	13215 38112	7	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	1SELL|2RMIN|3MBVNT|4aTLV|5FEWX|6RCR|7aDUR|89aVULN|aBPWR
145	13215 82112	5	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	1SELL|2RMIN|3MBVNT|4aTLV|5FEWX|68aVULN|7aDUR|9RCR|aBPWR
146	13217 82112	4	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	1SELL|2RMIN|3MBVNT|4aTLV|5BEXP|68aVULN|7aDUR|9RCR|aBPWR
147	13218 14112	4	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	1SELL|2RMIN|3MBVNT|4aTLV|5LHND|6aDUR|7RCR|89aVULN|aBPWR
148	13218 14112	5	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	1SELL|2RMIN|3MBVNT|4aTLV|5LHND|6aDUR|7RCR|89aVULN|aBPWR
149	13218 34112	6	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	1SELL|2RMIN|3MBVNT|4aTLV|5LHND|6aDUR|7RCR|89aVULN|aBPWR
150	56253 32223	10	   	238.41	DCR|4VULN|1DMG|2LIT	149FEWX|2349VULN|49BPWR|5DMG|6RCR|7DUST|89LIT|aASPD
151	33221 33154	10	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	18CGEN|2DUR|3TLV|4LIT|5CDMG|67aVULN|9RCR
152	33221 33351	10	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CGEN|2DUR|3TLV|4LIT|5CDMG|678VULN|9RCR|aLWND
153	33221 33352	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CGEN|2DUR|3TLV|4LIT|5CDMG|678VULN|9RCR|aLHND
154	33221 33353	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CGEN|2DUR|3TLV|4LIT|5CDMG|678VULN|9RCR|aFEWX
155	33221 33353	10	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CGEN|2DUR|3TLV|4LIT|5CDMG|678VULN|9RCR|aLHND
156	33221 33354	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CGEN|2DUR|3TLV|4LIT|5CDMG|678VULN|9RCR|aRPLT
157	33221 33355	10	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1aCGEN|2DUR|3TLV|4LIT|5CDMG|678VULN|9RCR
158	56221 12262	7	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1FEWX|23aVULN|4LIT|5CDMG|6DUR|7TLV|8RMIN|9RCR
159	56221 12512	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1FEWX|239VULN|4LIT|5CDMG|6DUR|7TLV|8RCR|aMLV
160	56221 12512	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1FEWX|23aVULN|4LIT|5CDMG|6DUR|7TLV|8RCR|9RMIN
161	56221 12513	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1FEWX|239VULN|4LIT|5CDMG|6DUR|7TLV|8RCR|aLWND
