0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23615 11125	7	 * 	292.08	DCR|4VULN|3DMG|2DUR	18FEWX|2458VULN|345DMG|458BPWR|68MLV|7RCR|9aDUR
47	23655 13211	8	   	277.29	DCR|4VULN|3DMG|1TLV|1NUKE	178FEWX|2458VULN|358DMG|58BPWR|6NUKE|9RCR|aTLV
48	23615 11236	7	   	277.19	DCR|4VULN|3DMG|1DUR	1FEWX|2458VULN|345DMG|45BPWR|6MLV|7RCR|9TBNT|aDUR
49	23615 11332	7	   	277.19	DCR|4VULN|3DMG|1DUR	1FEWX|245aVULN|345DMG|45BPWR|6MLV|7RCR|8DUR|9TBNT
50	23614 11242	3	   	277.19	DCR|4VULN|3DMG|1TLV	19FEWX|248aVULN|347DMG|4BPWR|5TLV|6RCR
51	23614 11242	4	   	277.19	DCR|4VULN|3DMG|1TLV	19FEWX|248aVULN|347DMG|4BPWR|5TLV|6RCR
52	23612 55211	9	   	276.79	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	1FEWX|249VULN|34DMG|4BPWR|5aDUR|6CDMG|7RCR|8AART
53	23612 55231	10	   	276.79	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	1FEWX|24aVULN|34DMG|4BPWR|59DUR|6CDMG|7RCR|8AART
54	23612 55231	8	   	276.79	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	1FEWX|249VULN|34DMG|4BPWR|5aDUR|6CDMG|7RCR|8AART
55	23612 55332	10	   	276.51	DCR|3VULN|3DMG|1DUR|1CDMG	1FEWX|248VULN|349DMG|4BPWR|5DUR|6CDMG|7RCR|aLIT
56	35125 11632	1	   	276.40	DCR|4VULN|2DMG|1DUR|2LIT	1aLIT|245aVULN|3DUR|6LWND|7TBNT|8RCR|9aDMG|aBPWR
57	36125 11632	2	   	276.40	DCR|4VULN|2DMG|1DUR|2LIT	1aLIT|245aVULN|3DUR|6LWND|7TBNT|8RCR|9aDMG|aBPWR
58	23612 62313	7	   	276.37	DCR|3VULN|3DUR|2DMG|1AART	1FEWX|246VULN|34DMG|4BPWR|57aDUR|8RCR|9AART
59	23612 63323	5	   	276.12	DCR|4VULN|2DMG|2DUR	1FEWX|2467VULN|34DMG|4BPWR|5aDUR|8RCR|9LWND
60	23612 63323	6	   	276.12	DCR|4VULN|2DMG|2DUR	1FEWX|2467VULN|34DMG|4BPWR|5aDUR|8RCR|9LWND
61	23612 63333	5	   	276.12	DCR|4VULN|2DMG|2DUR	1FEWX|2467VULN|34DMG|4BPWR|5aDUR|8RCR|9RPLT
62	23612 63333	6	   	276.12	DCR|4VULN|2DMG|2DUR	1FEWX|2467VULN|34DMG|4BPWR|5aDUR|8RCR|9RPLT
63	23655 33313	5	   	276.12	DCR|4VULN|2DMG|2DUR	1FEWX|2457VULN|35DMG|5BPWR|6LHND|8RCR|9aDUR
64	23612 63353	5	   	276.02	DCR|4VULN|2DMG|2DUR	1FEWX|2467VULN|34DMG|4BPWR|5aDUR|8RCR|9DUST
65	23612 63353	6	   	276.02	DCR|4VULN|2DMG|2DUR	1FEWX|2467VULN|34DMG|4BPWR|5aDUR|8RCR|9DUST
66	23614 63313	6	   	276.02	DCR|4VULN|2DMG|2DUR	1FEWX|2467VULN|34DMG|4BPWR|5LEGI|8RCR|9aDUR
67	23614 63313	5	   	276.02	DCR|4VULN|2DMG|2DUR	1FEWX|2467VULN|34DMG|4BPWR|5LEGI|8RCR|9aDUR
68	36122 25143	6	 * 	275.62	DCR|2VULN|3DMG|3DUR|3LIT	17aLIT|29VULN|3RCVC|47aDMG|57aDUR|6RMIN|7aBPWR|8RCR
69	23655 33333	5	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	1FEWX|2457VULN|35DMG|5BPWR|6LHND|8RCR|9CDMG|aDUR
70	23612 55312	8	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	1FEWX|2489VULN|34DMG|4BPWR|5DUR|6CDMG|7RCR|aDUST
71	23613 65313	8	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	1FEWX|2489VULN|34DMG|4BPWR|5MBVNT|6CDMG|7RCR|aDUR
72	23613 65323	10	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	1FEWX|248aVULN|34DMG|4BPWR|5MBVNT|6CDMG|7RCR|9DUR
73	23614 63333	5	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	1FEWX|2467VULN|34DMG|4BPWR|5LEGI|8RCR|9CDMG|aDUR
74	23614 63333	6	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	1FEWX|2467VULN|34DMG|4BPWR|5LEGI|8RCR|9CDMG|aDUR
75	23615 42123	7	   	274.82	DCR|3VULN|3DMG|2TLV|1DUR	18FEWX|245VULN|345DMG|458BPWR|68LWND|78TLV|9DUR|aRCR
76	23614 11112	4	   	274.72	DCR|3VULN|3DMG|2TLV|1DUR	18FEWX|248VULN|347DMG|48BPWR|58TLV|6RCR|9BEXP|aDUR
77	23614 11112	3	   	274.72	DCR|3VULN|3DMG|2TLV|1DUR	18FEWX|248VULN|347DMG|48BPWR|58TLV|6RCR|9BEXP|aDUR
78	23614 11122	4	   	274.72	DCR|3VULN|3DMG|2TLV|1DUR	18FEWX|248VULN|347DMG|48BPWR|58TLV|6RCR|9LWND|aDUR
79	23614 11122	3	   	274.72	DCR|3VULN|3DMG|2TLV|1DUR	18FEWX|248VULN|347DMG|48BPWR|58TLV|6RCR|9LWND|aDUR
80	23615 11313	10	   	274.69	DCR|4VULN|3DMG|1CDMG	1FEWX|245aVULN|345DMG|45BPWR|6MLV|7RCR|8CGEN|9CDMG
81	23615 11613	10	   	274.69	DCR|4VULN|3DMG|1CDMG	1FEWX|245aVULN|345DMG|45BPWR|6MLV|7RCR|8RMIN|9CDMG
82	23614 11136	4	   	274.62	DCR|3VULN|3DMG|2TLV|1DUR	18FEWX|248VULN|347DMG|48BPWR|58TLV|6RCR|9TBNT|aDUR
83	23614 11136	3	   	274.62	DCR|3VULN|3DMG|2TLV|1DUR	18FEWX|248VULN|347DMG|48BPWR|58TLV|6RCR|9TBNT|aDUR
84	23615 11413	10	   	274.59	DCR|4VULN|3DMG|1CDMG	1FEWX|245aVULN|345DMG|45BPWR|6MLV|7RCR|8ERES|9CDMG
85	23612 11164	4	   	274.59	DCR|4VULN|3DMG|1CDMG	18FEWX|2489VULN|347DMG|48BPWR|58ERES|6RCR|aCDMG
86	23612 11164	3	   	274.59	DCR|4VULN|3DMG|1CDMG	18FEWX|2489VULN|347DMG|48BPWR|58ERES|6RCR|aCDMG
87	23612 11264	4	   	274.49	DCR|4VULN|3DMG|1CDMG	1FEWX|2489VULN|347DMG|4BPWR|5ERES|6RCR|aCDMG
88	23612 11264	3	   	274.49	DCR|4VULN|3DMG|1CDMG	1FEWX|2489VULN|347DMG|4BPWR|5ERES|6RCR|aCDMG
89	23616 63311	6	   	274.49	DCR|5VULN|2DMG|1AART	1FEWX|2467aVULN|34DMG|4BPWR|5BEXP|8RCR|9AART
90	23616 63311	5	   	274.49	DCR|5VULN|2DMG|1AART	1FEWX|2467aVULN|34DMG|4BPWR|5BEXP|8RCR|9AART
91	23611 41333	9	   	274.46	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1FEWX|247VULN|34DMG|4BPWR|5ASPD|6LIT|8RCR|9TLV|aDUR
92	41633 32334	1	 * 	274.45	DCR|3VULN|2DMG|2DUR|2ASPD|1AART|1SELL	1AART|27aVULN|36ASPD|4aDUR|5SELL|8aDMG|9RCR|aBPWR
93	23611 14531	5	   	274.26	DCR|4VULN|2DMG|1ASPD|1AART	1FEWX|248aVULN|34DMG|4BPWR|5ASPD|6RCR|7AART|9LIT
94	23615 21152	9	   	273.96	DCR|3VULN|3DMG|1DUR|1ASPD	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LIT|8ASPD|9LHND|aRCR
95	23615 41122	8	   	273.96	DCR|3VULN|3DMG|1DUR|1ASPD	1FEWX|245VULN|345DMG|45BPWR|6LWND|7LIT|8ASPD|9DUR|aRCR
96	23615 51122	8	   	273.96	DCR|3VULN|3DMG|1DUR|1ASPD	1FEWX|245VULN|345DMG|45BPWR|6LHND|7LIT|8ASPD|9DUR|aRCR
97	23611 41325	9	   	273.86	DCR|3VULN|3DMG|1DUR|1ASPD	1FEWX|247VULN|349DMG|4BPWR|5ASPD|6LIT|8RCR|aDUR
98	23611 41326	10	   	273.86	DCR|3VULN|3DMG|1TLV|1ASPD	1FEWX|247VULN|349DMG|4BPWR|5ASPD|6LIT|8RCR|aTLV
99	23611 41332	10	   	273.86	DCR|3VULN|3DMG|1TLV|1ASPD	1FEWX|247VULN|34aDMG|4BPWR|5ASPD|6LIT|8RCR|9TLV
100	23615 21112	8	   	273.86	DCR|3VULN|3DMG|1DUR|1ASPD	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LIT|8ASPD|9DUST|aRCR
101	35122 31541	1	 * 	273.68	DCR|3VULN|3DUR|3LIT|1CDMG|1ASPD	168LIT|248VULN|358DUR|7RCR|8BPWR|9CDMG|aASPD
102	36122 31541	2	   	273.68	DCR|3VULN|3DUR|3LIT|1CDMG|1ASPD	168LIT|248VULN|358DUR|7RCR|8BPWR|9CDMG|aASPD
103	36322 21143	7	 * 	273.45	DCR|3VULN|2DMG|2DUR|3LIT	13aLIT|279VULN|4aDMG|5aDUR|6RMIN|8RCR|aBPWR
104	23611 56232	8	   	273.21	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD|1AART	1FEWX|247VULN|34DMG|4BPWR|5ASPD|6CDMG|8AART|9RCR|aDUR
105	23611 42332	3	   	273.21	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD|1AART	1FEWX|247VULN|34DMG|4BPWR|5AART|6CDMG|8ASPD|9RCR|aDUR
106	23611 42332	4	   	273.21	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD|1AART	1FEWX|247VULN|34DMG|4BPWR|5AART|6CDMG|8ASPD|9RCR|aDUR
107	23635 63311	3	   	273.05	DCR|5VULN|1DMG|1DUR|1AART	1FEWX|2567aVULN|3DMG|4DUR|8RCR|9AART
108	23652 63311	6	   	273.05	DCR|5VULN|1DMG|1DUR|1AART	1FEWX|2467aVULN|3DMG|5DUR|8RCR|9AART
109	23652 63311	5	   	273.05	DCR|5VULN|1DMG|1DUR|1AART	1FEWX|2467aVULN|3DMG|5DUR|8RCR|9AART
110	23611 16216	5	   	272.54	DCR|4VULN|2DMG|1DUR|1ASPD	1FEWX|248aVULN|34DMG|4BPWR|5ASPD|6RCR|7DUR|9LHND
111	23611 16232	5	   	272.54	DCR|4VULN|2DMG|1DUR|1ASPD	1FEWX|248aVULN|34DMG|4BPWR|5ASPD|6RCR|7DUR|9LWND
112	23611 33326	9	   	272.54	DCR|4VULN|2DMG|1DUR|1ASPD	1FEWX|248aVULN|34DMG|4BPWR|5ASPD|6LHND|7RCR|9DUR
113	36321 63136	4	   	272.45	DCR|2VULN|2DMG|2DUR|3LIT|1TLV|1AART	139LIT|29VULN|46DMG|5TLV|79DUR|8RCR|9BPWR|aAART
114	23611 13312	5	   	272.44	DCR|4VULN|2DMG|1DUR|1ASPD	1FEWX|247aVULN|34DMG|4BPWR|5ASPD|6RCR|8BBNT|9DUR
115	23611 16252	5	   	272.44	DCR|4VULN|2DMG|1DUR|1ASPD	1FEWX|248aVULN|34DMG|4BPWR|5ASPD|6RCR|7DUR|9DUST
116	23611 16262	5	   	272.44	DCR|4VULN|2DMG|1DUR|1ASPD	1FEWX|248aVULN|34DMG|4BPWR|5ASPD|6RCR|7DUR|9BBNT
117	23615 11216	8	   	272.05	DCR|4VULN|3DMG|1ASPD	1FEWX|245aVULN|345DMG|45BPWR|6MLV|7RCR|8RPLT|9ASPD
118	23615 11262	7	   	272.05	DCR|4VULN|3DMG|1ASPD	1FEWX|2458VULN|345DMG|45BPWR|6MLV|7RCR|9CGEN|aASPD
119	23615 11362	9	   	272.05	DCR|4VULN|3DMG|1ASPD	1FEWX|2459VULN|345DMG|45BPWR|6MLV|7RCR|8CGEN|aASPD
120	23615 52131	5	   	272.05	DCR|4VULN|3DMG|1ASPD	1aFEWX|2457VULN|345DMG|45BPWR|6RMIN|8ASPD|9RCR
121	23615 52132	5	   	272.05	DCR|4VULN|3DMG|1ASPD	1FEWX|2457VULN|345DMG|45BPWR|6RMIN|8ASPD|9RCR|aBEXP
122	23615 11252	7	   	271.95	DCR|4VULN|3DMG|1ASPD	1FEWX|2458VULN|345DMG|45BPWR|6MLV|7RCR|9ERES|aASPD
123	23614 11312	4	   	271.70	DCR|2VULN|3DMG|3DUR|1TLV	1FEWX|24VULN|347DMG|4BPWR|5TLV|6RCR|89aDUR
124	23614 11312	3	   	271.70	DCR|2VULN|3DMG|3DUR|1TLV	1FEWX|24VULN|347DMG|4BPWR|5TLV|6RCR|89aDUR
125	35122 31552	1	 * 	271.66	DCR|4VULN|3DUR|3LIT	168LIT|2489VULN|358DUR|7RCR|89BPWR|aFEWX
126	36122 31552	2	   	271.66	DCR|4VULN|3DUR|3LIT	168LIT|2489VULN|358DUR|7RCR|89BPWR|aFEWX
127	35122 31551	1	   	271.42	DCR|4VULN|3DUR|3LIT|1SELL	168LIT|2489VULN|358DUR|7RCR|89BPWR|aSELL
128	36122 31551	2	   	271.42	DCR|4VULN|3DUR|3LIT|1SELL	168LIT|2489VULN|358DUR|7RCR|89BPWR|aSELL
129	23611 41363	9	   	271.35	DCR|4VULN|2DMG|2LIT|1ASPD	19aFEWX|247aVULN|34DMG|4aBPWR|5ASPD|6aLIT|8RCR
130	23611 45113	6	   	271.35	DCR|4VULN|2DMG|2LIT|1ASPD	17FEWX|247aVULN|34DMG|47BPWR|5ASPD|67LIT|8RCR|9CGEN
131	23611 45113	5	   	271.35	DCR|4VULN|2DMG|2LIT|1ASPD	17FEWX|247aVULN|34DMG|47BPWR|5ASPD|67LIT|8RCR|9CGEN
132	23611 45123	6	   	271.25	DCR|4VULN|2DMG|2LIT|1ASPD	17FEWX|247aVULN|34DMG|47BPWR|5ASPD|67LIT|8RCR|9ERES
133	23611 45123	5	   	271.25	DCR|4VULN|2DMG|2LIT|1ASPD	17FEWX|247aVULN|34DMG|47BPWR|5ASPD|67LIT|8RCR|9ERES
134	23651 41323	9	   	271.25	DCR|4VULN|2DMG|2LIT|1ASPD	1aFEWX|247aVULN|39DMG|5ASPD|6aLIT|8RCR|aBPWR
135	23612 13311	5	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	16FEWX|247aVULN|34DMG|4BPWR|5DUR|8RCR|9AART
136	23612 33311	6	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|247aVULN|34DMG|4BPWR|5DUR|6RCVC|8RCR|9AART
137	23612 43311	6	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|247aVULN|34DMG|4BPWR|5DUR|6DMSP|8RCR|9AART
138	23612 62311	5	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|246aVULN|34DMG|4BPWR|5DUR|7RCVC|8RCR|9AART
139	23612 62311	6	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|246aVULN|34DMG|4BPWR|5DUR|7RCVC|8RCR|9AART
140	23612 63314	5	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|2467VULN|34DMG|4BPWR|5DUR|8RCR|9AART|aZMB
141	23612 63314	6	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|2467VULN|34DMG|4BPWR|5DUR|8RCR|9AART|aZMB
142	23612 63315	6	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1aFEWX|2467VULN|34DMG|4BPWR|5DUR|8RCR|9AART
143	23612 63315	5	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1aFEWX|2467VULN|34DMG|4BPWR|5DUR|8RCR|9AART
144	23612 63316	5	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|2467VULN|34DMG|4BPWR|5DUR|8RCR|9AART|aRPLT
145	23612 63316	6	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|2467VULN|34DMG|4BPWR|5DUR|8RCR|9AART|aRPLT
146	23616 63313	5	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|2467VULN|34DMG|4BPWR|5BEXP|8RCR|9AART|aDUR
147	23616 63313	6	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|2467VULN|34DMG|4BPWR|5BEXP|8RCR|9AART|aDUR
148	23612 63312	6	   	271.10	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|2467VULN|34DMG|4BPWR|5DUR|8RCR|9AART|aLEGI
149	23612 63312	5	   	271.10	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|2467VULN|34DMG|4BPWR|5DUR|8RCR|9AART|aLEGI
150	23613 72415	7	   	271.10	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|2469VULN|34DMG|4BPWR|5MBVNT|7DUR|8AART|aRCR
151	23613 72415	6	   	271.10	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|2469VULN|34DMG|4BPWR|5MBVNT|7DUR|8AART|aRCR
152	23613 72415	5	   	271.10	DCR|4VULN|2DMG|1DUR|1AART	1FEWX|2469VULN|34DMG|4BPWR|5MBVNT|7DUR|8AART|aRCR
153	23615 11163	7	   	270.91	DCR|4VULN|3DMG|1AART	18FEWX|2458VULN|345DMG|458BPWR|68MLV|7RCR|9CGEN|aAART
154	23615 22115	9	   	270.90	DCR|3VULN|3DMG|1TLV|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7TLV|8LWND|9ZMB|aRCR
155	23615 22125	9	   	270.90	DCR|3VULN|3DMG|1TLV|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7TLV|8LWND|9CGEN|aRCR
156	23615 22335	9	   	270.90	DCR|3VULN|3DMG|1TLV|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7TLV|8CGEN|9LWND|aRCR
157	23615 22335	8	   	270.90	DCR|3VULN|3DMG|1DUR|1TLV	1FEWX|245VULN|345DMG|45BPWR|6DUR|7TLV|8CGEN|9LHND|aRCR
158	23614 11212	4	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	1FEWX|248VULN|347DMG|4BPWR|5TLV|6RCR|9BEXP|aDUR
159	23614 11212	3	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	1FEWX|248VULN|347DMG|4BPWR|5TLV|6RCR|9BEXP|aDUR
160	23614 11222	3	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	1FEWX|248VULN|347DMG|4BPWR|5TLV|6RCR|9LWND|aDUR
161	23614 11222	4	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	1FEWX|248VULN|347DMG|4BPWR|5TLV|6RCR|9LWND|aDUR
162	23615 22135	8	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7TLV|8LWND|9ERES|aRCR
163	23615 11226	8	   	270.71	DCR|4VULN|3DMG|1AART	1FEWX|245aVULN|345DMG|45BPWR|6MLV|7RCR|8RPLT|9AART
164	23615 11313	8	   	270.71	DCR|4VULN|3DMG|1AART	1FEWX|245aVULN|345DMG|45BPWR|6MLV|7RCR|8CGEN|9AART
165	23614 11236	3	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	1FEWX|248VULN|347DMG|4BPWR|5TLV|6RCR|9TBNT|aDUR
166	23614 11236	4	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	1FEWX|248VULN|347DMG|4BPWR|5TLV|6RCR|9TBNT|aDUR
167	23614 11332	4	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	1FEWX|24aVULN|347DMG|4BPWR|5TLV|6RCR|8DUR|9TBNT
168	23614 11332	3	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	1FEWX|24aVULN|347DMG|4BPWR|5TLV|6RCR|8DUR|9TBNT
169	23615 11413	8	   	270.61	DCR|4VULN|3DMG|1AART	1FEWX|245aVULN|345DMG|45BPWR|6MLV|7RCR|8ERES|9AART
