0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53516 23231	8	 * 	269.92	ACR|4VULN|3DMG|3DUR|1AART	1RCR|268aVULN|34aDUR|57aDMG|9AART|aBPWR
18	23121 58123	7	   	259.17	DCR|4VULN|2TLV|1DUR|1CDMG	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7RCR|8CDMG|9DUR
19	23121 58382	9	   	259.17	DCR|4VULN|2TLV|1DUR|1CDMG	1MLV|2569VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|aCDMG
20	23161 43324	10	 * 	259.14	DCR|4VULN|2DMG|1TLV	16aMLV|257aVULN|3TLV|46LHND|6aBPWR|8RCR|9aDMG
21	23161 33324	10	   	259.04	DCR|4VULN|2DMG|1TLV	1aMLV|257aVULN|3TLV|4LHND|6DMSP|8RCR|9aDMG|aBPWR
22	63161 33324	10	   	259.04	DCR|4VULN|2DMG|1TLV	1aCGEN|257aVULN|3TLV|4LHND|6DMSP|8RCR|9aDMG|aBPWR
23	23122 45825	10	   	258.94	DCR|4VULN|2DMG|1TLV	19MLV|279aVULN|3TLV|4MBVNT|5LHND|6RCR|89DMG|9BPWR
24	52161 34723	9	 * 	258.40	ACR|4VULN|2DMG|2TLV|3ASPD	1RCR|28DMG|36TLV|4MBVNT|568aVULN|68BPWR|789ASPD
25	52161 34724	10	   	258.40	ACR|4VULN|2DMG|2TLV|3ASPD	1RCR|28DMG|36TLV|4MBVNT|568aVULN|68BPWR|789ASPD
26	16162 11472	6	   	258.28	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	18FEWX|2DMG|38TLV|4MBVNT|5DUR|6CDMG|789VULN|8BPWR|aRCR
27	53321 54133	5	 * 	258.26	ACR|3VULN|2DMG|2TLV|2DUR|1CDMG	1RCR|27aVULN|37DMG|4CDMG|5LWND|67TLV|7BPWR|89DUR
28	23121 58344	10	   	258.18	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG|aCDMG
29	52162 11433	6	   	258.16	ACR|3VULN|2DMG|2TLV|2DUR|1CDMG	1RCR|28DMG|38TLV|4MBVNT|59DUR|6CDMG|78aVULN|8BPWR
30	23121 58714	7	   	257.64	DCR|4VULN|2TLV|1DMG	1MLV|2569VULN|36TLV|4MBVNT|6BPWR|7RCR|8ASPD|aDMG
31	31414 21521	1	 * 	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1BELT|28DUR|38VULN|4DUST|5CDMG|6RCR|78DMG|8BPWR|9BBNT|aTLV
32	53115 32612	8	 * 	257.58	ACR|4VULN|2DMG|2DUR|1TLV	1RCR|2689VULN|3LHND|48DUR|5RCVC|78DMG|8BPWR|aTLV
33	53511 12612	8	   	257.58	ACR|4VULN|2DMG|2DUR|1TLV	1RCR|2589VULN|34DUR|68BEXP|78DMG|8BPWR|aTLV
34	53511 32612	8	   	257.58	ACR|4VULN|2DMG|2DUR|1TLV	1RCR|2589VULN|34DUR|68LHND|78DMG|8BPWR|aTLV
35	53512 32612	8	   	257.58	ACR|4VULN|2DMG|2DUR|1TLV	1RCR|2689VULN|34DUR|58LHND|78DMG|8BPWR|aTLV
36	23121 48345	10	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1MLV|256aVULN|3TLV|4MBVNT|7RCR|8DUR|9DMG
37	23126 45145	10	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1MLV|278aVULN|3TLV|4MBVNT|5DUR|6RCR|9DMG
38	53325 22235	3	 * 	257.36	ACR|4VULN|3DMG|1TLV|2LIT	1RCR|268aVULN|389DMG|4TLV|56LIT|68BPWR|78CGEN
39	53534 21121	2	   	257.34	ACR|4VULN|2DMG|2DUR|1TLV|1SELL	1RCR|245aVULN|3TLV|6aDUR|7DMSP|8SELL|9aDMG|aBPWR
40	52131 34123	6	   	256.55	ACR|4VULN|2DMG|1TLV|1DUR|1CDMG	1RCR|26DMG|3TLV|4BEXP|567aVULN|6BPWR|8CDMG|9DUR
41	52131 35163	9	   	256.55	ACR|4VULN|2DMG|1TLV|1DUR|1CDMG	1RCR|26DMG|3TLV|4BEXP|568aVULN|6BPWR|7DUR|9CDMG
42	34113 21543	2	 * 	255.50	DCR|3VULN|3DUR|2DMG|1SELL	1BELT|2SELL|389DUR|4DUST|58aVULN|6RCR|78DMG|8BPWR
43	23241 42161	6	 * 	255.20	ACR|5VULN|2DMG|2CDMG|1DUR	1aMLV|2567aVULN|3RCR|46DMG|6aBPWR|8DUR|9aCDMG
44	23121 58381	9	   	255.18	DCR|4VULN|2TLV|1DUR|1AART	1MLV|2569VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|aAART
45	23121 46745	8	   	254.80	DCR|4VULN|1TLV|1DMG|1CDMG	1MLV|2568VULN|3TLV|4MBVNT|7CDMG|9DMG|aRCR
46	23121 46773	10	   	254.80	DCR|4VULN|1TLV|1DMG|1CDMG	1MLV|2568VULN|3TLV|4MBVNT|7CDMG|9DMG|aRCR
47	23121 46845	7	   	254.80	DCR|4VULN|1TLV|1DMG|1CDMG	1MLV|2568VULN|3TLV|4MBVNT|7CDMG|9DMG|aRCR
48	53516 22231	8	   	254.26	ACR|4VULN|3DUR|2DMG|1AART	1RCR|268aVULN|34aDUR|5aDMG|7DMSP|9AART|aBPWR
49	23121 58343	10	   	254.19	DCR|3VULN|2TLV|1DMG|1DUR|1AART	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG|aAART
50	23121 58343	9	   	254.19	DCR|3VULN|2TLV|1DMG|1DUR|1AART	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8DUR|9DMG|aAART
51	23126 45821	9	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	19MLV|279VULN|3TLV|4MBVNT|5DUR|6RCR|89DMG|9BPWR|aBEXP
52	23126 45821	10	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	19MLV|279VULN|3TLV|4MBVNT|5DUR|6RCR|89DMG|9BPWR|aRCVC
53	23126 45822	9	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	19MLV|279VULN|3TLV|4MBVNT|5DUR|6RCR|89DMG|9BPWR|aCGEN
54	23126 45824	9	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	19MLV|279VULN|3TLV|4MBVNT|5DUR|6RCR|89DMG|9BPWR|aDLOT
55	23121 48342	10	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1MLV|256VULN|3TLV|4MBVNT|7RCR|8DUR|9aDMG
56	23126 32475	10	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1MLV|26aVULN|3TLV|4MBVNT|5DUR|78DMG|9RCR
57	23126 45142	10	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1MLV|278VULN|3TLV|4MBVNT|5DUR|6RCR|9aDMG
58	23122 45822	10	   	253.54	DCR|3VULN|3DMG|1TLV	19MLV|279VULN|3TLV|4MBVNT|5LHND|6RCR|89aDMG|9BPWR
59	23127 45822	10	   	253.54	DCR|3VULN|3DMG|1TLV	19MLV|279VULN|3TLV|4MBVNT|5LWND|6RCR|89aDMG|9BPWR
60	52523 31621	4	 * 	253.11	ACR|2VULN|3DUR|2DMG|2TLV|2CDMG	1RCR|2aDMG|39aDUR|48CDMG|57VULN|6aTLV|aBPWR
61	52133 34161	2	   	253.09	ACR|3VULN|2DMG|2TLV|1DUR|1CDMG|1AART|1SELL	1RCR|27DMG|3DUR|47aVULN|5SELL|67TLV|7BPWR|8AART|9CDMG
62	52161 34723	10	 * 	253.01	ACR|3VULN|3DMG|2TLV|3ASPD	1RCR|28aDMG|36TLV|4MBVNT|568VULN|68BPWR|789ASPD
63	52161 34428	10	   	253.01	ACR|3VULN|3DMG|2TLV|3ASPD	1RCR|28aDMG|36TLV|4MBVNT|56aVULN|6aBPWR|79aASPD
64	23126 24237	4	   	252.85	DCR|3VULN|2DMG|1TLV|2LIT	168MLV|289VULN|3TLV|4MBVNT|56LIT|68BPWR|78DMG|aRCR
65	23126 45522	10	   	252.70	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	19MLV|279VULN|3TLV|4MBVNT|5DUR|6RCR|89ASPD|9BPWR|aDMG
66	23121 58171	7	   	252.58	DCR|4VULN|2TLV|1CDMG|1AART	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7RCR|8CDMG|9AART
67	23125 23536	2	   	252.40	DCR|4VULN|1TLV|1DUR|2LIT	1MLV|2679VULN|3DUR|4TLV|56LIT|6BPWR|8RPLT|aRCR
68	34133 21423	2	 * 	252.13	DCR|3VULN|3DUR|3TLV|1SELL	1BELT|2SELL|39aDUR|4ERES|5BBNT|6RCR|79aTLV|89aVULN|9aBPWR
69	34533 21423	3	 * 	252.13	DCR|3VULN|3DUR|3TLV|1SELL	1BELT|2SELL|39aDUR|4ERES|5BBNT|6RCR|79aTLV|89aVULN|9aBPWR
70	23121 48383	10	   	251.92	DCR|4VULN|2DUR|1TLV	1MLV|2569VULN|3TLV|4MBVNT|7RCR|8aDUR
71	23126 45183	10	   	251.92	DCR|4VULN|2DUR|1TLV	1MLV|2789VULN|3TLV|4MBVNT|5aDUR|6RCR
72	52162 11471	6	   	251.88	ACR|3VULN|2DMG|2TLV|1DUR|1CDMG	1RCR|28DMG|38TLV|4MBVNT|5DUR|6CDMG|789VULN|8BPWR|aLIT
73	53326 22421	6	 * 	251.82	ACR|3VULN|3DUR|2DMG|2CDMG	1RCR|26aVULN|3aDMG|45CDMG|7ASPD|89aDUR|aBPWR
74	23122 45824	10	   	251.54	DCR|3VULN|2DMG|1TLV|1CDMG	19MLV|279VULN|3TLV|4MBVNT|5LHND|6RCR|89DMG|9BPWR|aCDMG
75	23127 45824	10	   	251.54	DCR|3VULN|2DMG|1TLV|1CDMG	19MLV|279VULN|3TLV|4MBVNT|5LWND|6RCR|89DMG|9BPWR|aCDMG
76	23241 43121	6	 * 	251.44	ACR|4VULN|2DMG|2DUR|2CDMG	1aMLV|256aVULN|3RCR|46DMG|6aBPWR|79DUR|8aCDMG
77	63241 43121	6	   	251.44	ACR|4VULN|2DMG|2DUR|2CDMG	1aCGEN|256aVULN|3RCR|46DMG|6aBPWR|79DUR|8aCDMG
78	23121 44125	6	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	1MLV|256VULN|3TLV|4MBVNT|79DMG|8CDMG|aRCR
79	63121 44125	6	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	1CGEN|256VULN|3TLV|4MBVNT|79DMG|8CDMG|aRCR
80	52231 34121	6	   	251.34	ACR|4VULN|2DMG|2DUR|2CDMG	1RCR|2aDMG|3RMIN|49DUR|567aVULN|8aCDMG|aBPWR
81	52511 34121	6	   	251.34	ACR|4VULN|2DMG|2DUR|2CDMG	1RCR|2aDMG|39DUR|4RMIN|567aVULN|8aCDMG|aBPWR
82	53333 24121	3	   	251.34	ACR|4VULN|2DMG|2DUR|2CDMG	1RCR|247aVULN|3aDMG|59DUR|6MLV|8aCDMG|aBPWR
83	53334 22121	3	   	251.34	ACR|4VULN|2DMG|2DUR|2CDMG	1RCR|245aVULN|3aDMG|69DUR|7CGEN|8aCDMG|aBPWR
84	53352 24121	4	   	251.34	ACR|4VULN|2DMG|2DUR|2CDMG	1RCR|257aVULN|3aDMG|49DUR|6MLV|8aCDMG|aBPWR
85	53333 54121	3	   	251.24	ACR|4VULN|2DMG|2DUR|2CDMG	1RCR|247aVULN|3aDMG|59DUR|6ERES|8aCDMG|aBPWR
86	23241 43612	6	   	251.20	ACR|4VULN|2DMG|1TLV|1DUR	1MLV|2569VULN|3RCR|46DMG|6BPWR|7DUR|8ASPD|aTLV
87	16162 11425	6	   	251.18	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	18FEWX|2aDMG|38TLV|4MBVNT|5DUR|6CDMG|78VULN|8BPWR|9RCR
88	23241 43143	6	   	251.15	ACR|3VULN|3DMG|1TLV|1DUR|1CDMG	1MLV|256VULN|3RCR|46aDMG|6BPWR|7DUR|8CDMG|9TLV
89	63126 43233	6	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	18CGEN|28aVULN|3TLV|4MBVNT|5DUST|6RCR|78DUR|8BPWR|9DMG
90	23153 26362	3	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1MLV|269VULN|3TLV|4ERES|56DUR|6BPWR|7RPLT|8DMG|aRCR
91	31414 21532	1	 * 	251.02	DCR|2VULN|3DUR|2DMG|2CDMG	1BELT|28aDUR|38VULN|4DUST|59CDMG|6RCR|78DMG|8BPWR
92	23121 46723	7	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|256aVULN|3TLV|4MBVNT|7CDMG|8RCR|9DUR
93	23121 48123	7	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|256aVULN|3TLV|4MBVNT|7RCR|8CDMG|9DUR
94	23121 48382	9	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|2569VULN|3TLV|4MBVNT|7RCR|8DUR|aCDMG
95	23126 45182	9	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|2789VULN|3TLV|4MBVNT|5DUR|6RCR|aCDMG
96	52161 34712	8	   	250.98	ACR|4VULN|2DMG|2TLV|2ASPD	1RCR|28DMG|36TLV|4MBVNT|5689VULN|68BPWR|78ASPD|aMLV
97	52161 34713	8	   	250.98	ACR|4VULN|2DMG|2TLV|2ASPD	1RCR|28DMG|36TLV|4MBVNT|5689VULN|68BPWR|78ASPD|aCGEN
98	52161 34714	8	   	250.98	ACR|4VULN|2DMG|2TLV|2ASPD	1RCR|28DMG|36TLV|4MBVNT|5689VULN|68BPWR|78ASPD|aBELT
99	23126 45345	10	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1MLV|27aVULN|3TLV|4MBVNT|58DUR|6RCR|9DMG
100	52161 34711	8	   	250.88	ACR|4VULN|2DMG|2TLV|2ASPD	1RCR|28DMG|36TLV|4MBVNT|5689VULN|68BPWR|78ASPD|aTBNT
101	53361 32224	10	   	250.88	ACR|4VULN|2DMG|2TLV|1DUR	1RCR|259aVULN|39DMG|4ERES|6LEGI|7DUR|89TLV|9BPWR
102	52133 34363	2	   	250.83	ACR|4VULN|2DMG|2TLV|1DUR|1SELL	1RCR|27DMG|3DUR|479aVULN|5SELL|67TLV|7BPWR|8FEWX
103	34143 21513	2	 * 	250.68	DCR|3VULN|2DMG|2DUR|1SELL	1BELT|2SELL|38DUR|4LHND|58aVULN|6RCR|78DMG|8BPWR|9LIT
104	34513 21513	4	 * 	250.68	DCR|3VULN|2DMG|2DUR|1SELL	1BELT|2SELL|38DUR|4FEWX|58aVULN|6RCR|78DMG|8BPWR|9LIT
105	34113 21513	2	 * 	250.58	DCR|3VULN|2DMG|2DUR|1SELL	1BELT|2SELL|38DUR|4DUST|58aVULN|6RCR|78DMG|8BPWR|9LIT
106	34513 21513	3	 * 	250.58	DCR|3VULN|2DMG|2DUR|1SELL	1BELT|2SELL|38DUR|4DUST|58aVULN|6RCR|78DMG|8BPWR|9LIT
107	52161 31445	10	 * 	250.28	ACR|4VULN|3DMG|2TLV	1RCR|28aDMG|36TLV|4MBVNT|569aVULN|6aBPWR|7aERES
108	52161 32145	10	   	250.28	ACR|4VULN|3DMG|2TLV	1RCR|27aDMG|36TLV|4MBVNT|569aVULN|6aBPWR|8aERES
109	52161 44723	9	   	250.22	ACR|4VULN|2DMG|1TLV|3ASPD	1RCR|28DMG|3TLV|4MBVNT|568aVULN|789ASPD|8BPWR
110	52161 44724	10	   	250.22	ACR|4VULN|2DMG|1TLV|3ASPD	1RCR|28DMG|3TLV|4MBVNT|568aVULN|789ASPD|8BPWR
111	16161 35122	6	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	16FEWX|2DMG|3TLV|4MBVNT|567VULN|6BPWR|8CDMG|9DUR|aRCR
112	52131 35132	8	   	250.08	ACR|3VULN|2DMG|2DUR|1TLV|1CDMG	1RCR|26DMG|3TLV|4BEXP|568VULN|6BPWR|79DUR|aCDMG
113	52131 35363	9	   	250.08	ACR|3VULN|2DMG|2DUR|1TLV|1CDMG	1RCR|26DMG|3TLV|4BEXP|56aVULN|6BPWR|78DUR|9CDMG
114	16161 45122	6	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2DMG|3TLV|4MBVNT|567VULN|8CDMG|9DUR|aRCR
115	23121 48344	10	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1MLV|256VULN|3TLV|4MBVNT|7RCR|8DUR|9DMG|aCDMG
116	23126 45144	10	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1MLV|278VULN|3TLV|4MBVNT|5DUR|6RCR|9DMG|aCDMG
117	23126 45841	10	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1MLV|27aVULN|3TLV|4MBVNT|5DUR|6RCR|8DMG|9CDMG
118	53322 34623	4	 * 	249.99	ACR|3VULN|2DMG|2TLV|2CDMG|1DUR	1RCR|27aVULN|37DMG|48CDMG|5FEWX|67TLV|7BPWR|9DUR
119	52131 34161	6	   	249.96	ACR|4VULN|2DMG|1TLV|1CDMG|1AART	1RCR|26DMG|3TLV|4BEXP|567aVULN|6BPWR|8CDMG|9AART
120	23121 48714	7	   	249.46	DCR|4VULN|1TLV|1DMG	1MLV|2569VULN|3TLV|4MBVNT|7RCR|8ASPD|aDMG
121	53326 24313	9	 * 	249.45	ACR|4VULN|2DUR|3CDMG|1DMG|1AART	1RCR|2679VULN|3DMG|459CDMG|89DUR|9BPWR|aAART
122	52131 34141	6	 * 	249.39	ACR|3VULN|3DMG|3TLV|2CDMG	1RCR|26aDMG|39aTLV|4BEXP|567VULN|6aBPWR|8aCDMG
123	23121 58445	10	   	249.33	DCR|4VULN|2TLV|1DMG	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7RCR|8BEXP|9DMG
124	52161 42151	7	   	249.29	ACR|3VULN|3DMG|2TLV|2CDMG	1RCR|27aDMG|39TLV|4MBVNT|56aVULN|8aCDMG|aBPWR
125	52161 42271	8	   	249.29	ACR|3VULN|3DMG|2TLV|2CDMG	1RCR|27aDMG|38TLV|4MBVNT|56aVULN|9aCDMG|aBPWR
126	52312 35321	2	   	249.14	ACR|3VULN|3DMG|2DUR|2LIT	1RCR|245DMG|39LIT|679VULN|89DUR|9BPWR|aASPD
127	32452 21315	1	   	249.13	DCR|4VULN|2DUR|1CDMG|1AART	1BELT|234aVULN|5CDMG|6RCR|7aDUR|8AART|9aERES|aBPWR
128	32452 21341	1	   	249.13	DCR|4VULN|2DUR|1CDMG|1AART	1BELT|2349VULN|5CDMG|6RCR|7aDUR|8AART
129	23121 54745	8	   	249.09	DCR|4VULN|2TLV|1DMG|1SELL	1MLV|2568VULN|36TLV|4MBVNT|6BPWR|7SELL|9DMG|aRCR
130	23121 54773	10	   	249.09	DCR|4VULN|2TLV|1DMG|1SELL	1MLV|2568VULN|36TLV|4MBVNT|6BPWR|7SELL|9DMG|aRCR
131	23121 54845	7	   	249.09	DCR|4VULN|2TLV|1DMG|1SELL	1MLV|2568VULN|36TLV|4MBVNT|6BPWR|7SELL|9DMG|aRCR
132	23126 47451	4	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	18MLV|28aVULN|3TLV|4MBVNT|5LIT|6AART|78DUR|8BPWR|9RCR
133	23413 21123	4	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	1MLV|26aVULN|3CGEN|4TLV|56DUR|6BPWR|7AART|8LIT|9RCR
134	23153 21123	3	   	248.94	DCR|3VULN|2DUR|1TLV|1AART	1MLV|26aVULN|3TLV|4ERES|56DUR|6BPWR|7AART|8LIT|9RCR
135	16161 14472	7	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	18FEWX|2DMG|38TLV|4MBVNT|59VULN|6CDMG|78DUR|8BPWR|aRCR
136	53326 24311	9	   	248.10	ACR|4VULN|2DUR|3CDMG|1DMG	1RCR|2679VULN|3DMG|459CDMG|89DUR|9BPWR|aLIT
137	53326 24313	10	   	248.10	ACR|4VULN|2DUR|3CDMG|1DMG	1RCR|2679VULN|3DMG|459CDMG|89DUR|9BPWR|aASPD
138	65522 11113	4	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1CGEN|2AART|35aVULN|4LIT|6CDMG|7RCR|8TLV|9DUR
139	23112 31165	4	   	247.78	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	1MLV|256VULN|34TLV|7AART|8CDMG|9RCR|aDUR
140	63112 31165	4	   	247.78	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	1CGEN|256VULN|34TLV|7AART|8CDMG|9RCR|aDUR
141	52133 34153	2	   	247.75	ACR|3VULN|2DMG|2TLV|1DUR|1AART|1SELL	1RCR|27DMG|3DUR|47aVULN|5SELL|67TLV|7BPWR|8AART|9LIT
142	23122 45823	10	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	19MLV|279VULN|3TLV|4MBVNT|5LHND|6RCR|89DMG|9BPWR|aAART
143	23122 45823	9	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	19MLV|279VULN|3TLV|4MBVNT|5LHND|6RCR|89DMG|9BPWR|aAART
144	23127 45823	9	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	19MLV|279VULN|3TLV|4MBVNT|5LWND|6RCR|89DMG|9BPWR|aAART
145	23127 45823	10	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	19MLV|279VULN|3TLV|4MBVNT|5LWND|6RCR|89DMG|9BPWR|aAART
146	23121 58246	10	 * 	247.51	DCR|5VULN|3TLV	1MLV|2569aVULN|368TLV|4MBVNT|6BPWR|7RCR
147	23121 48377	8	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1MLV|256aVULN|3TLV|4MBVNT|7RCR|8DUR|9AART
148	23121 48381	9	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1MLV|2569VULN|3TLV|4MBVNT|7RCR|8DUR|aAART
149	23126 45181	9	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1MLV|2789VULN|3TLV|4MBVNT|5DUR|6RCR|aAART
150	52161 35123	6	   	246.94	ACR|4VULN|2TLV|1DMG|1DUR|1CDMG	1RCR|2DMG|36TLV|4MBVNT|567aVULN|6BPWR|8CDMG|9DUR
151	23241 42533	6	   	246.93	ACR|4VULN|3DMG|2DUR	1MLV|2567VULN|3RCR|468DMG|6BPWR|9aDUR
152	23241 44123	9	   	246.93	ACR|4VULN|3DMG|2DUR	1MLV|2567VULN|3RCR|469DMG|6BPWR|8aDUR
153	23314 22336	2	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	1MLV|269VULN|3LIT|4DMG|56DUR|6BPWR|7DUST|8CDMG|aRCR
154	25522 11261	4	   	246.67	DCR|4VULN|1DMG|1CDMG|1AART	1MLV|2AART|3589VULN|4LIT|6CDMG|7RCR|aDMG
155	52161 12841	9	 * 	246.61	ACR|4VULN|2DMG|1TLV|2CDMG	1RCR|2aDMG|3TLV|4MBVNT|589aVULN|6aCDMG|7RCVC|aBPWR
156	53531 33123	2	   	246.61	ACR|4VULN|2DMG|1TLV|2CDMG	1RCR|249aVULN|3TLV|5TBNT|69CDMG|79DMG|8BELT|9BPWR
157	54531 33123	1	   	246.61	ACR|4VULN|2DMG|1TLV|2CDMG	1RCR|249aVULN|3TLV|5TBNT|69CDMG|79DMG|8BELT|9BPWR
158	23121 56721	7	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7CDMG|8RCR|9DUR|aLIT
159	23121 58121	7	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8CDMG|9DUR|aLIT
160	23123 84525	10	   	246.20	DCR|3VULN|2DMG|1TLV	19MLV|29aVULN|3TLV|4MBVNT|5RMIN|6RCR|7ASPD|89DMG|9BPWR
161	52161 34744	10	   	246.18	ACR|3VULN|2DMG|2TLV|2ASPD|1DUR	1RCR|28DMG|36TLV|4MBVNT|568VULN|68BPWR|78ASPD|9ZMB|aDUR
162	23131 42224	10	   	246.17	DCR|3VULN|2DMG|2TLV	16aMLV|25aVULN|38TLV|46FEWX|6aBPWR|7RCR|9aDMG
163	63131 42224	10	   	246.17	DCR|3VULN|2DMG|2TLV	16aCGEN|25aVULN|38TLV|46FEWX|6aBPWR|7RCR|9aDMG
164	23111 43324	10	   	246.17	DCR|3VULN|2DMG|2TLV	16aMLV|27aVULN|34TLV|56LHND|6aBPWR|8RCR|9aDMG
