0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12334 31523	9	 * 	302.39	DCR|5VULN|2DMG|2ASPD|1DUR	18DMG|2578aVULN|38ASPD|4RPLT|6RCR|8BPWR|9DUR
17	12352 28623	8	   	292.51	DCR|4VULN|2DMG|2CDMG|1DUR|1ASPD	18DMG|268aVULN|3ASPD|4DUR|5MBVNT|78CDMG|8BPWR|9RCR
18	12314 48616	10	 * 	292.37	DCR|4VULN|2DMG|3ASPD|1DUR	18DMG|2568VULN|368ASPD|4MBVNT|68BPWR|7RPLT|9DUR|aRCR
19	12314 48684	8	   	292.37	DCR|4VULN|2DMG|3ASPD|1TLV	18DMG|2568VULN|368ASPD|4MBVNT|68BPWR|7RPLT|9TLV|aRCR
20	12212 11456	10	 * 	292.27	DCR|4VULN|2DMG|2DUR|1TLV	13DMG|259aVULN|4TLV|68DUR|7RCR
21	12334 31335	7	 * 	291.92	DCR|4VULN|3DMG|2ASPD	19aDMG|2579VULN|39ASPD|4RPLT|6RCR|8AART|9BPWR
22	12314 47233	10	 * 	291.68	DCR|4VULN|3DMG|3ASPD	189DMG|2568VULN|367ASPD|4MBVNT|68BPWR|aRCR
23	12116 14262	2	   	291.54	DCR|4VULN|2DMG|1TLV|1DUR|1CDMG	19DMG|2369VULN|4DUR|5CDMG|7RCR|89CGEN|9BPWR|aTLV
24	13116 14262	1	   	291.54	DCR|4VULN|2DMG|1TLV|1DUR|1CDMG	19DMG|2369VULN|4DUR|5CDMG|7RCR|89CGEN|9BPWR|aTLV
25	12334 31526	10	   	291.16	DCR|4VULN|2DMG|2ASPD|1DUR	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9DUR|aLIT
26	14312 11344	7	   	291.08	DCR|4VULN|2DMG|2DUR|2LIT	17DMG|27LIT|3CGEN|4aDUR|5789VULN|6RCR|7BPWR
27	12241 62124	10	   	290.94	DCR|4VULN|3DMG|1TLV|1CDMG	137DMG|2457VULN|67MLV|7BPWR|8TLV|9CDMG|aRCR
28	14312 11346	7	   	290.15	DCR|4VULN|2DMG|1DUR|2LIT|1CDMG	17DMG|27LIT|3CGEN|4DUR|5789VULN|6RCR|7BPWR|aCDMG
29	12353 25332	4	   	289.84	DCR|3VULN|2DMG|2ASPD|2CDMG|1DUR	19DMG|29aVULN|36ASPD|4DUR|59CDMG|7AART|8RCR|9BPWR
30	12353 35331	4	   	289.84	DCR|3VULN|2DMG|2ASPD|2CDMG|1DUR	19DMG|269VULN|3aASPD|4DUR|59CDMG|7AART|8RCR|9BPWR
31	12356 25332	5	   	289.84	DCR|3VULN|2DMG|2ASPD|2CDMG|1DUR	19DMG|29aVULN|36ASPD|4DUR|59CDMG|7AART|8RCR|9BPWR
32	12356 35331	5	   	289.84	DCR|3VULN|2DMG|2ASPD|2CDMG|1DUR	19DMG|269VULN|3aASPD|4DUR|59CDMG|7AART|8RCR|9BPWR
33	12232 32666	8	 * 	289.20	DCR|3VULN|3DMG|2DUR|2TLV	138DMG|27aVULN|4aDUR|5aTLV|6BELT|9RCR|aBPWR
34	12326 51134	9	 * 	288.35	DCR|3VULN|2DMG|2DUR|2ASPD|1CDMG	19DMG|267VULN|39ASPD|4DUST|5CDMG|89DUR|9BPWR|aRCR
35	12241 36262	8	   	287.05	DCR|4VULN|3DMG|3CDMG	139DMG|2459VULN|6RPLT|789CDMG|9BPWR|aRCR
36	12514 54462	6	   	287.03	DCR|4VULN|2DMG|2DUR|1ASPD|1NUKE	17DMG|257aVULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|9ASPD
37	12514 74462	5	   	287.03	DCR|4VULN|2DMG|2DUR|1ASPD|1NUKE	17DMG|257aVULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|9ASPD
38	12552 24462	6	   	287.03	DCR|4VULN|2DMG|2DUR|1ASPD|1NUKE	17DMG|267aVULN|3NUKE|47DUR|5MBVNT|7BPWR|8RCR|9ASPD
39	12314 45464	9	   	286.57	DCR|4VULN|2DMG|2ASPD|2CDMG	1aDMG|256aVULN|36ASPD|4MBVNT|6aBPWR|7LHND|8RCR|9aCDMG
40	12334 31533	8	   	286.14	DCR|5VULN|2DMG|2ASPD	18DMG|2578aVULN|38ASPD|4RPLT|6RCR|8BPWR|9BEXP
41	12334 31541	9	   	286.14	DCR|5VULN|2DMG|2ASPD	18DMG|2578aVULN|38ASPD|4RPLT|6RCR|8BPWR|9RCVC
42	12334 31543	10	   	286.14	DCR|5VULN|2DMG|2ASPD	18DMG|2578aVULN|38ASPD|4RPLT|6RCR|8BPWR|9RCVC
43	11332 11523	8	   	286.04	DCR|5VULN|2DMG|2ASPD	18DMG|2LEGI|38ASPD|4RPLT|5678aVULN|8BPWR|9RCR
44	12334 31553	8	   	286.04	DCR|5VULN|2DMG|2ASPD	18DMG|2578aVULN|38ASPD|4RPLT|6RCR|8BPWR|9DUST
45	12334 31553	10	   	286.04	DCR|5VULN|2DMG|2ASPD	18DMG|2578aVULN|38ASPD|4RPLT|6RCR|8BPWR|9ERES
46	12312 11684	10	   	286.04	DCR|5VULN|2DMG|2ASPD	18DMG|26789VULN|38ASPD|4MBVNT|5RPLT|8BPWR|aRCR
47	12317 31624	8	   	285.80	DCR|4VULN|3DMG|1CDMG|1ASPD	18aDMG|278aVULN|3ASPD|4MBVNT|5CDMG|68aLWND|8aBPWR|9RCR
48	12317 62624	8	   	285.80	DCR|4VULN|3DMG|1CDMG|1ASPD	18aDMG|268aVULN|3ASPD|4MBVNT|5CDMG|78aLWND|8aBPWR|9RCR
49	12334 31331	7	   	285.79	DCR|4VULN|2DMG|3ASPD	19DMG|2579VULN|39aASPD|4RPLT|6RCR|8AART|9BPWR
50	12314 48335	7	   	285.79	DCR|4VULN|2DMG|3ASPD	19DMG|2569VULN|369ASPD|4MBVNT|69BPWR|7RPLT|8AART|aRCR
51	12334 23133	7	   	285.79	DCR|4VULN|2DMG|3ASPD	19DMG|259aVULN|389ASPD|4RPLT|6AART|7RCR|9BPWR
52	12514 54413	6	   	285.69	DCR|4VULN|2DMG|2DUR|1NUKE	17DMG|257aVULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|9AART
53	12514 74413	5	   	285.69	DCR|4VULN|2DMG|2DUR|1NUKE	17DMG|257aVULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|9AART
54	12552 24413	6	   	285.69	DCR|4VULN|2DMG|2DUR|1NUKE	17DMG|267aVULN|3NUKE|47DUR|5MBVNT|7BPWR|8RCR|9AART
55	12245 11134	10	   	285.62	DCR|3VULN|3DMG|2TLV|1DUR|1ASPD	139DMG|249VULN|5CGEN|6DUR|7RCR|89TLV|9BPWR|aASPD
56	12252 11134	10	   	285.62	DCR|3VULN|3DMG|2TLV|1DUR|1ASPD	139DMG|259VULN|4CGEN|6DUR|7RCR|89TLV|9BPWR|aASPD
57	12212 11452	9	   	285.29	DCR|3VULN|3DMG|2DUR|1TLV	13aDMG|259VULN|4TLV|68DUR|7RCR
58	12245 11133	9	   	284.28	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|249VULN|5CGEN|6DUR|7RCR|89TLV|9BPWR|aAART
59	12252 11133	9	   	284.28	DCR|3VULN|3DMG|2TLV|1DUR	139DMG|259VULN|4CGEN|6DUR|7RCR|89TLV|9BPWR|aAART
60	12212 11451	9	   	283.28	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	13DMG|259VULN|4TLV|68DUR|7RCR|aCDMG
61	11216 14336	4	   	283.06	DCR|3VULN|3DMG|1DUR|2LIT|1CDMG	13aDMG|2LEGI|46aVULN|5CDMG|7RCR|8DUR|9aLIT|aBPWR
62	12353 15335	4	   	282.96	DCR|2VULN|3DMG|2DUR|2CDMG|1ASPD	19aDMG|29VULN|3ASPD|46DUR|59CDMG|7AART|8RCR|9BPWR
63	12212 11451	10	 * 	282.86	DCR|3VULN|3DUR|2DMG|1TLV	13DMG|259VULN|4TLV|68aDUR|7RCR
64	12334 31522	10	   	282.85	DCR|4VULN|2DMG|2ASPD|1DUR	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9DUR|aDMSP
65	12334 31522	9	   	282.85	DCR|4VULN|2DMG|2ASPD|1DUR	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9DUR|aLHND
66	12334 31524	10	   	282.85	DCR|4VULN|2DMG|2ASPD|1DUR	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9DUR|aRMIN
67	12334 31524	9	   	282.85	DCR|4VULN|2DMG|2ASPD|1DUR	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9DUR|aCGEN
68	12334 31525	8	   	282.85	DCR|4VULN|2DMG|2ASPD|1DUR	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9RMIN|aDUR
69	12334 31525	9	   	282.85	DCR|4VULN|2DMG|2ASPD|1DUR	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9DUR|aBELT
70	12334 31525	10	   	282.85	DCR|4VULN|2DMG|2ASPD|1DUR	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9DUR|aLHND
71	12334 31521	9	   	282.75	DCR|4VULN|2DMG|2ASPD|1DUR	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9DUR|aERES
72	12334 31521	10	   	282.75	DCR|4VULN|2DMG|2ASPD|1DUR	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9DUR|aERES
73	12334 31526	9	   	282.61	DCR|4VULN|2DMG|2ASPD|1DUR|1SELL	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9DUR|aSELL
74	11213 86474	10	 * 	282.36	DCR|3VULN|3DMG|3DUR	139DMG|2LEGI|49aVULN|5MBVNT|6RCR|79aDUR|8RMIN|9aBPWR
75	12334 31524	8	   	282.26	DCR|4VULN|3DMG|2ASPD	18aDMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9RMIN
76	12334 31552	10	   	282.16	DCR|4VULN|3DMG|2ASPD	18aDMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9ERES
77	12241 13333	6	   	282.10	DCR|4VULN|2DMG|1DUR|1ASPD	13DMG|245aVULN|6ASPD|7DUR|8RCR|9AART
78	12212 11234	10	   	281.91	DCR|3VULN|3DMG|1TLV|1DUR|1ASPD	139DMG|259VULN|4TLV|6DUR|7RCR|89CGEN|9BPWR|aASPD
79	12145 11131	9	   	281.60	DCR|4VULN|2DMG|2TLV|1DUR	19DMG|249aVULN|3RCVC|5CGEN|6DUR|7RCR|89TLV|9BPWR
80	12152 11131	9	   	281.60	DCR|4VULN|2DMG|2TLV|1DUR	19DMG|259aVULN|3RCVC|4CGEN|6DUR|7RCR|89TLV|9BPWR
81	14312 11341	7	   	281.50	DCR|4VULN|2DMG|3LIT|1DUR	17DMG|27aLIT|3CGEN|4DUR|5789VULN|6RCR|7BPWR
82	12212 11156	10	   	281.40	DCR|4VULN|2DMG|2TLV|1DUR	13DMG|259aVULN|48TLV|6DUR|7RCR
83	12634 31523	9	   	281.08	DCR|5VULN|2DMG|1DUR	18DMG|2578aVULN|3RMIN|4RPLT|6RCR|8BPWR|9DUR
84	12245 21131	9	   	281.01	DCR|4VULN|3DMG|2TLV	139DMG|249aVULN|5CGEN|6BEXP|7RCR|89TLV|9BPWR
85	12252 21131	9	   	281.01	DCR|4VULN|3DMG|2TLV	139DMG|259aVULN|4CGEN|6BEXP|7RCR|89TLV|9BPWR
86	12534 31523	9	   	280.98	DCR|5VULN|2DMG|1DUR|1NUKE	18DMG|2578aVULN|3NUKE|4RPLT|6RCR|8BPWR|9DUR
87	22232 11565	8	 * 	280.78	DCR|5VULN|3DMG	189FEWX|2CGEN|389DMG|4RPLT|56789VULN|89BPWR|aRCR
88	12514 54464	6	   	280.64	DCR|3VULN|2DMG|2DUR|1TLV|1ASPD|1NUKE	17DMG|257VULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|9ASPD|aTLV
89	12514 74464	5	   	280.64	DCR|3VULN|2DMG|2DUR|1TLV|1ASPD|1NUKE	17DMG|257VULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|9ASPD|aTLV
90	12552 24464	6	   	280.64	DCR|3VULN|2DMG|2DUR|1TLV|1ASPD|1NUKE	17DMG|267VULN|3NUKE|47DUR|5MBVNT|7BPWR|8RCR|9ASPD|aTLV
91	12212 11233	9	   	280.56	DCR|3VULN|3DMG|1TLV|1DUR	139DMG|259VULN|4TLV|6DUR|7RCR|89CGEN|9BPWR|aAART
92	12514 44861	8	   	280.48	DCR|5VULN|3DMG|1NUKE	168DMG|2568aVULN|3NUKE|4MBVNT|68BPWR|78MLV|9RCR
93	12116 14333	2	   	280.39	DCR|4VULN|2DUR|1DMG|1CDMG	1DMG|236aVULN|48DUR|5CDMG|7RCR|9LIT
94	13116 14333	1	   	280.39	DCR|4VULN|2DUR|1DMG|1CDMG	1DMG|236aVULN|48DUR|5CDMG|7RCR|9LIT
95	12334 31522	8	   	280.25	DCR|4VULN|2DMG|2ASPD|1CDMG	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9RMIN|aCDMG
96	12334 31562	8	   	280.25	DCR|4VULN|2DMG|2ASPD|1CDMG	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9MLV|aCDMG
97	12666 23211	8	   	279.69	DCR|5VULN|2DMG|2LIT	14DMG|2689aVULN|3RMIN|56LIT|6BPWR|7RCR
98	14224 13211	8	   	279.69	DCR|5VULN|2DMG|2LIT	13DMG|23LIT|3BPWR|4589aVULN|6ZMB|7RCR
99	14224 23211	8	   	279.69	DCR|5VULN|2DMG|2LIT	13DMG|23LIT|3BPWR|4589aVULN|6RMIN|7RCR
100	14224 43211	8	   	279.69	DCR|5VULN|2DMG|2LIT	13DMG|23LIT|3BPWR|4589aVULN|6CGEN|7RCR
101	12353 35333	4	   	279.63	DCR|3VULN|2DMG|2CDMG|1DUR|1ASPD	19DMG|269VULN|3ASPD|4DUR|59CDMG|7AART|8RCR|9BPWR|aMLV
102	12353 35334	4	   	279.63	DCR|3VULN|2DMG|2CDMG|1DUR|1ASPD	19DMG|269VULN|3ASPD|4DUR|59CDMG|7AART|8RCR|9BPWR|aFEWX
103	12353 35336	4	   	279.63	DCR|3VULN|2DMG|2CDMG|1DUR|1ASPD	19DMG|269VULN|3ASPD|4DUR|59CDMG|7AART|8RCR|9BPWR|aBEXP
104	12356 35333	5	   	279.63	DCR|3VULN|2DMG|2CDMG|1DUR|1ASPD	19DMG|269VULN|3ASPD|4DUR|59CDMG|7AART|8RCR|9BPWR|aMLV
105	14233 24243	7	   	279.58	DCR|3VULN|3DMG|2ASPD|3LIT	135DMG|23aLIT|3aBPWR|4CGEN|6RCR|7aASPD|89aVULN
106	12111 13333	2	   	279.10	DCR|4VULN|2DUR|1DMG|1ASPD	1DMG|236aVULN|45DUR|7ASPD|8RCR|9AART
107	13111 13333	1	   	279.10	DCR|4VULN|2DUR|1DMG|1ASPD	1DMG|236aVULN|45DUR|7ASPD|8RCR|9AART
108	12353 25335	4	   	278.58	DCR|2VULN|3DMG|2ASPD|2CDMG|1DUR	19aDMG|29VULN|36ASPD|4DUR|59CDMG|7AART|8RCR|9BPWR
109	12146 25333	2	   	278.56	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	19DMG|239VULN|4TLV|5CDMG|69FEWX|7AART|8RCR|9BPWR|aDUR
110	13146 25333	1	   	278.56	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	19DMG|239VULN|4TLV|5CDMG|69FEWX|7AART|8RCR|9BPWR|aDUR
111	12116 35335	2	   	277.96	DCR|3VULN|3DMG|1DUR|1CDMG	19aDMG|239VULN|4DUR|5CDMG|69MLV|7AART|8RCR|9BPWR
112	12216 25333	4	   	277.96	DCR|3VULN|3DMG|1TLV|1CDMG	139DMG|29aVULN|4TLV|5CDMG|69FEWX|7AART|8RCR|9BPWR
113	12216 35333	3	   	277.96	DCR|3VULN|3DMG|1DUR|1CDMG	139DMG|29aVULN|4DUR|5CDMG|69MLV|7AART|8RCR|9BPWR
114	12236 35333	4	   	277.96	DCR|3VULN|3DMG|1DUR|1CDMG	139DMG|29aVULN|4DUR|5CDMG|69MLV|7AART|8RCR|9BPWR
115	12246 25333	3	   	277.96	DCR|3VULN|3DMG|1TLV|1CDMG	139DMG|29aVULN|4TLV|5CDMG|69FEWX|7AART|8RCR|9BPWR
116	13116 35335	1	   	277.96	DCR|3VULN|3DMG|1DUR|1CDMG	19aDMG|239VULN|4DUR|5CDMG|69MLV|7AART|8RCR|9BPWR
117	12112 11231	9	   	277.89	DCR|4VULN|2DMG|1TLV|1DUR	19DMG|259aVULN|3RCVC|4TLV|6DUR|7RCR|89CGEN|9BPWR
118	12245 11241	7	   	277.69	DCR|4VULN|2DMG|1TLV|1DUR	13DMG|248aVULN|5CGEN|6DUR|7RCR|9TLV
119	12252 11241	7	   	277.69	DCR|4VULN|2DMG|1TLV|1DUR	13DMG|258aVULN|4CGEN|6DUR|7RCR|9TLV
120	12212 11223	7	   	277.59	DCR|4VULN|2DMG|1TLV|1DUR	13DMG|258aVULN|4TLV|6DUR|7RCR|9BBNT
121	12212 11243	7	   	277.59	DCR|4VULN|2DMG|1TLV|1DUR	13DMG|258aVULN|4TLV|6DUR|7RCR|9TBNT
122	12353 15331	4	   	277.51	DCR|2VULN|2DMG|2DUR|2ASPD|2CDMG	19DMG|29VULN|3aASPD|46DUR|59CDMG|7AART|8RCR|9BPWR
123	12356 15331	5	   	277.51	DCR|2VULN|2DMG|2DUR|2ASPD|2CDMG	19DMG|29VULN|3aASPD|46DUR|59CDMG|7AART|8RCR|9BPWR
124	12212 21231	9	   	277.29	DCR|4VULN|3DMG|1TLV	139DMG|259aVULN|4TLV|6BEXP|7RCR|89CGEN|9BPWR
125	12212 21531	9	   	277.29	DCR|4VULN|3DMG|1TLV	139DMG|259aVULN|4TLV|6BEXP|7RCR|89MLV|9BPWR
126	12212 21533	10	   	277.29	DCR|4VULN|3DMG|1TLV	139DMG|259aVULN|4TLV|6BEXP|7RCR|89MLV|9BPWR
127	12245 11231	9	   	277.29	DCR|4VULN|3DMG|1DUR	139DMG|249aVULN|5CGEN|6DUR|7RCR|89MLV|9BPWR
128	12252 11231	9	   	277.29	DCR|4VULN|3DMG|1DUR	139DMG|259aVULN|4CGEN|6DUR|7RCR|89MLV|9BPWR
129	12212 23233	5	   	277.09	DCR|4VULN|3DMG|1TLV	13aDMG|2589VULN|4TLV|6ZMB|7RCR
130	12212 53233	6	   	277.09	DCR|4VULN|3DMG|1TLV	13aDMG|2589VULN|4TLV|6ZMB|7RCR
131	12216 13233	5	   	277.09	DCR|4VULN|3DMG|1TLV	13aDMG|2689VULN|4TLV|5ZMB|7RCR
132	12216 43233	6	   	277.09	DCR|4VULN|3DMG|1TLV	13aDMG|2689VULN|4TLV|5ZMB|7RCR
133	12614 43423	10	   	277.09	DCR|4VULN|3DMG|1DUR	169DMG|256aVULN|3RMIN|4MBVNT|6BPWR|7DUR|8RCR
134	12614 44873	10	   	277.09	DCR|4VULN|3DMG|1DUR	167DMG|256aVULN|3RMIN|4MBVNT|6BPWR|8RCR|9DUR
135	15614 43423	10	   	277.09	DCR|4VULN|3DMG|1DUR	169DMG|2RMIN|356aVULN|4MBVNT|6BPWR|7DUR|8RCR
136	12514 54412	6	   	276.69	DCR|3VULN|2DMG|2DUR|1CDMG|1NUKE	17DMG|257VULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|9AART|aCDMG
137	12514 74412	5	   	276.69	DCR|3VULN|2DMG|2DUR|1CDMG|1NUKE	17DMG|257VULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|9AART|aCDMG
138	12552 24412	6	   	276.69	DCR|3VULN|2DMG|2DUR|1CDMG|1NUKE	17DMG|267VULN|3NUKE|47DUR|5MBVNT|7BPWR|8RCR|9AART|aCDMG
139	14312 11342	7	   	276.50	DCR|4VULN|2DMG|1DUR|2LIT	17DMG|27LIT|3CGEN|4DUR|5789VULN|6RCR|7BPWR|aLHND
140	14312 11343	7	   	276.50	DCR|4VULN|2DMG|1DUR|2LIT	17DMG|27LIT|3CGEN|4DUR|5789VULN|6RCR|7BPWR|aBEXP
141	14132 11344	7	   	276.50	DCR|4VULN|2DMG|1DUR|2LIT	17DMG|27LIT|3LWND|4CGEN|5789VULN|6RCR|7BPWR|aDUR
142	14322 11344	7	   	276.50	DCR|4VULN|2DMG|1DUR|2LIT	17DMG|27LIT|3CGEN|4LHND|5789VULN|6RCR|7BPWR|aDUR
143	12334 31333	7	   	276.26	DCR|4VULN|2DMG|2ASPD	19DMG|2579VULN|39ASPD|4RPLT|6RCR|8AART|9BPWR|aMLV
144	12334 31334	7	   	276.26	DCR|4VULN|2DMG|2ASPD	19DMG|2579VULN|39ASPD|4RPLT|6RCR|8AART|9BPWR|aFEWX
145	12334 31336	7	   	276.26	DCR|4VULN|2DMG|2ASPD	19DMG|2579VULN|39ASPD|4RPLT|6RCR|8AART|9BPWR|aBEXP
146	12334 31513	10	   	276.26	DCR|4VULN|2DMG|2ASPD	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9LWND|aAART
147	12334 31563	10	   	276.26	DCR|4VULN|2DMG|2ASPD	18DMG|2578VULN|38ASPD|4RPLT|6RCR|8BPWR|9LHND|aAART
148	12334 23132	8	   	276.26	DCR|4VULN|2DMG|2ASPD	19DMG|259aVULN|39ASPD|4RPLT|6AART|7RCR|8RCVC|9BPWR
149	12334 23332	7	   	276.26	DCR|4VULN|2DMG|2ASPD	19DMG|259aVULN|39ASPD|4RPLT|6AART|7RCR|8RCVC|9BPWR
150	12422 14336	4	   	276.25	DCR|4VULN|2DMG|1DUR|2LIT|1SELL	1aDMG|246aVULN|3SELL|5FEWX|7RCR|8DUR|9aLIT|aBPWR
151	12141 33134	9	   	276.22	DCR|4VULN|2DMG|2DUR	19DMG|2459VULN|3RCVC|6RPLT|7RMIN|89DUR|9BPWR|aRCR
152	12334 23534	8	   	276.16	DCR|4VULN|2DMG|2ASPD	19DMG|259aVULN|39ASPD|4RPLT|6AART|7RCR|8MBVNT|9BPWR
153	11317 61623	8	   	276.16	DCR|4VULN|2DMG|2CDMG|1ASPD	18DMG|2LEGI|3ASPD|4MBVNT|58CDMG|678aVULN|8BPWR|9RCR
154	11314 28623	8	   	276.16	DCR|4VULN|2DMG|2CDMG|1ASPD	18DMG|2LEGI|3ASPD|4MBVNT|568aVULN|78CDMG|8BPWR|9RCR
155	12314 68623	8	   	276.16	DCR|4VULN|2DMG|2CDMG|1ASPD	18DMG|258aVULN|3ASPD|4MBVNT|6DUST|78CDMG|8BPWR|9RCR
156	12322 28623	8	   	276.16	DCR|4VULN|2DMG|2CDMG|1ASPD	18DMG|268aVULN|3ASPD|4DUST|5MBVNT|78CDMG|8BPWR|9RCR
157	12314 44861	8	   	276.12	DCR|4VULN|2DMG|3ASPD	18DMG|256aVULN|368ASPD|4MBVNT|68BPWR|78MLV|9RCR
158	12314 48644	8	   	276.12	DCR|4VULN|2DMG|3ASPD	18DMG|2568VULN|368ASPD|4MBVNT|68BPWR|7RPLT|9MLV|aRCR
159	12314 48644	9	   	276.12	DCR|4VULN|2DMG|3ASPD	18DMG|2568VULN|368ASPD|4MBVNT|68BPWR|7RPLT|9MLV|aRCR
160	12334 31541	10	   	276.12	DCR|4VULN|2DMG|3ASPD	18DMG|2578VULN|38aASPD|4RPLT|6RCR|8BPWR|9RCVC
161	12314 48674	9	   	276.02	DCR|4VULN|2DMG|3ASPD	18DMG|2568VULN|368ASPD|4MBVNT|68BPWR|7RPLT|9ERES|aRCR
162	12514 54481	6	   	276.02	DCR|4VULN|2DMG|2DUR|1NUKE	17DMG|2579VULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|aMLV
163	12514 54482	6	   	276.02	DCR|4VULN|2DMG|2DUR|1NUKE	17DMG|2579VULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|aLHND
164	12514 54484	6	   	276.02	DCR|4VULN|2DMG|2DUR|1NUKE	17DMG|2579VULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|aRMIN
165	12514 74481	5	   	276.02	DCR|4VULN|2DMG|2DUR|1NUKE	17DMG|2579VULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|aMLV
166	12514 74482	5	   	276.02	DCR|4VULN|2DMG|2DUR|1NUKE	17DMG|2579VULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|aLHND
167	12514 74484	5	   	276.02	DCR|4VULN|2DMG|2DUR|1NUKE	17DMG|2579VULN|3NUKE|4MBVNT|67DUR|7BPWR|8RCR|aRMIN
168	12552 24481	6	   	276.02	DCR|4VULN|2DMG|2DUR|1NUKE	17DMG|2679VULN|3NUKE|47DUR|5MBVNT|7BPWR|8RCR|aMLV
