0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35236 11314	9	 * 	295.94	DCR|5VULN|2DMG|1TLV|2LIT	1349aVULN|2LEGI|5TLV|6RCR|79LIT|89DMG|9BPWR
36	32323 45221	1	 * 	280.48	DCR|5VULN|3DMG	14679VULN|234DMG|4BPWR|5BEXP|8FEWX|aRCR
37	32422 51221	3	   	280.48	DCR|5VULN|3DMG	12479VULN|348DMG|4BPWR|5BEXP|6LWND|aRCR
38	32422 63221	3	   	280.48	DCR|5VULN|3DMG	12469VULN|347DMG|4BPWR|5BEXP|8FEWX|aRCR
39	32422 65221	3	   	280.48	DCR|5VULN|3DMG	12469VULN|348DMG|4BPWR|5BEXP|7LWND|aRCR
40	32422 66221	3	   	280.48	DCR|5VULN|3DMG	12469VULN|348DMG|4BPWR|5BEXP|7FEWX|aRCR
41	32424 31221	3	   	280.48	DCR|5VULN|3DMG	12479VULN|348DMG|4BPWR|5LHND|6BEXP|aRCR
42	32424 51221	3	   	280.48	DCR|5VULN|3DMG	12479VULN|348DMG|4BPWR|5LHND|6LWND|aRCR
43	32424 63221	3	   	280.48	DCR|5VULN|3DMG	12469VULN|347DMG|4BPWR|5LHND|8FEWX|aRCR
44	33422 51221	3	   	280.48	DCR|5VULN|3DMG	12479VULN|24BPWR|348DMG|5BEXP|6LWND|aRCR
45	33422 63221	3	   	280.48	DCR|5VULN|3DMG	12469VULN|24BPWR|347DMG|5BEXP|8FEWX|aRCR
46	33422 65221	3	   	280.48	DCR|5VULN|3DMG	12469VULN|24BPWR|348DMG|5BEXP|7LWND|aRCR
47	33422 66221	3	   	280.48	DCR|5VULN|3DMG	12469VULN|24BPWR|348DMG|5BEXP|7FEWX|aRCR
48	33424 31221	3	   	280.48	DCR|5VULN|3DMG	12479VULN|24BPWR|348DMG|5LHND|6BEXP|aRCR
49	33424 51221	3	   	280.48	DCR|5VULN|3DMG	12479VULN|24BPWR|348DMG|5LHND|6LWND|aRCR
50	33424 63221	3	   	280.48	DCR|5VULN|3DMG	12469VULN|24BPWR|347DMG|5LHND|8FEWX|aRCR
51	32424 31361	3	   	280.48	DCR|5VULN|3DMG	12478VULN|349DMG|4BPWR|5LHND|6BEXP|aRCR
52	33424 31361	3	   	280.48	DCR|5VULN|3DMG	12478VULN|24BPWR|349DMG|5LHND|6BEXP|aRCR
53	32321 45221	1	   	280.38	DCR|5VULN|3DMG	14679VULN|234DMG|4BPWR|5DUST|8FEWX|aRCR
54	32421 31221	3	   	280.38	DCR|5VULN|3DMG	12479VULN|348DMG|4BPWR|5DUST|6BEXP|aRCR
55	32421 51221	3	   	280.38	DCR|5VULN|3DMG	12479VULN|348DMG|4BPWR|5DUST|6LWND|aRCR
56	32421 63221	3	   	280.38	DCR|5VULN|3DMG	12469VULN|347DMG|4BPWR|5DUST|8FEWX|aRCR
57	32421 65221	3	   	280.38	DCR|5VULN|3DMG	12469VULN|348DMG|4BPWR|5DUST|7LWND|aRCR
58	32421 66221	3	   	280.38	DCR|5VULN|3DMG	12469VULN|348DMG|4BPWR|5DUST|7FEWX|aRCR
59	33421 31221	3	   	280.38	DCR|5VULN|3DMG	12479VULN|24BPWR|348DMG|5DUST|6BEXP|aRCR
60	33421 51221	3	   	280.38	DCR|5VULN|3DMG	12479VULN|24BPWR|348DMG|5DUST|6LWND|aRCR
61	33421 63221	3	   	280.38	DCR|5VULN|3DMG	12469VULN|24BPWR|347DMG|5DUST|8FEWX|aRCR
62	33421 65221	3	   	280.38	DCR|5VULN|3DMG	12469VULN|24BPWR|348DMG|5DUST|7LWND|aRCR
63	33421 66221	3	   	280.38	DCR|5VULN|3DMG	12469VULN|24BPWR|348DMG|5DUST|7FEWX|aRCR
64	32322 14165	1	   	280.15	DCR|4VULN|3DMG|1ASPD	147aVULN|234DMG|4BPWR|5LIT|6RCR|8ERES|9ASPD
65	32322 16365	1	   	280.15	DCR|4VULN|3DMG|1ASPD	148aVULN|234DMG|4BPWR|5LIT|6RCR|7ERES|9ASPD
66	35236 11313	10	 * 	280.11	DCR|4VULN|2DMG|2TLV|2LIT	1349VULN|2LEGI|5aTLV|6RCR|79LIT|89DMG|9BPWR
67	52236 11326	9	   	279.61	DCR|4VULN|2DMG|1TLV	1aLHND|234aVULN|5TLV|6RCR|7LIT|8aDMG|9AART|aBPWR
68	32322 12441	1	   	279.17	DCR|3VULN|3DMG|1DUR|2LIT	148VULN|234DMG|48BPWR|58LIT|6RCR|7AART|9CGEN|aDUR
69	32322 12453	1	   	279.17	DCR|3VULN|3DMG|1TLV|2LIT	148VULN|234DMG|48BPWR|58LIT|6RCR|7AART|9TLV|aLWND
70	32322 12454	1	   	279.17	DCR|3VULN|3DMG|1TLV|2LIT	148VULN|234DMG|48BPWR|58LIT|6RCR|7AART|9TLV|aBELT
71	32322 12455	1	   	279.17	DCR|3VULN|3DMG|1TLV|2LIT	148VULN|234DMG|48BPWR|58LIT|6RCR|7AART|9TLV|aRPLT
72	32322 12456	1	   	279.17	DCR|3VULN|3DMG|1TLV|2LIT	148VULN|234DMG|48BPWR|58LIT|6RCR|7AART|9TLV|aRMIN
73	32322 11513	1	   	279.11	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5LIT|6RCR|7CGEN|8DUR|aTLV
74	32322 12452	1	   	279.07	DCR|3VULN|3DMG|1TLV|2LIT	148VULN|234DMG|48BPWR|58LIT|6RCR|7AART|9TLV|aDUST
75	32322 12461	1	   	279.07	DCR|3VULN|3DMG|1DUR|2LIT	148VULN|234DMG|48BPWR|58LIT|6RCR|7AART|9ERES|aDUR
76	32322 16513	1	   	279.01	DCR|3VULN|3DMG|1TLV|1DUR	149VULN|234DMG|4BPWR|5LIT|6RCR|7ERES|8DUR|aTLV
77	32423 13562	3	   	278.25	DCR|4VULN|2DMG|1CDMG|1ASPD	1247VULN|34DMG|4BPWR|5CDMG|6LWND|8LIT|9ASPD|aRCR
78	33423 13562	3	   	278.25	DCR|4VULN|2DMG|1CDMG|1ASPD	1247VULN|24BPWR|34DMG|5CDMG|6LWND|8LIT|9ASPD|aRCR
79	32411 23652	6	 * 	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	129VULN|39DMG|4DMSP|5FEWX|6ASPD|79aDUR|8RCR|9BPWR
80	32412 23652	6	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	129VULN|39DMG|4DMSP|5BEXP|6ASPD|79aDUR|8RCR|9BPWR
81	33411 23652	6	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	129VULN|29BPWR|39DMG|4DMSP|5FEWX|6ASPD|79aDUR|8RCR
82	33412 23652	6	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	129VULN|29BPWR|39DMG|4DMSP|5BEXP|6ASPD|79aDUR|8RCR
83	32462 12152	8	   	277.79	DCR|4VULN|2DMG|1TLV|1DUR	1257VULN|35DMG|4RPLT|5BPWR|6CGEN|8TLV|9RCR|aDUR
84	33462 12152	8	   	277.79	DCR|4VULN|2DMG|1TLV|1DUR	1257VULN|25BPWR|35DMG|4RPLT|6CGEN|8TLV|9RCR|aDUR
85	32542 33623	6	 * 	277.47	DCR|4VULN|3LIT|1DMG|1DUR|1CDMG	1246VULN|356LIT|6BPWR|7DUR|8DMG|9RCR|aCDMG
86	33542 33623	6	   	277.47	DCR|4VULN|3LIT|1DMG|1DUR|1CDMG	1246VULN|26BPWR|356LIT|7DUR|8DMG|9RCR|aCDMG
87	32323 11136	1	   	277.19	DCR|4VULN|3DMG|1TLV	149aVULN|234DMG|4BPWR|5BEXP|6RCR|7FEWX|8TLV
88	32324 11136	1	   	277.19	DCR|4VULN|3DMG|1TLV	149aVULN|234DMG|4BPWR|5FEWX|6RCR|7BEXP|8TLV
89	32462 12114	7	   	277.19	DCR|4VULN|3DMG|1DUR	1257VULN|359DMG|4RPLT|5BPWR|6CGEN|8RCR|aDUR
90	32462 12151	8	   	277.19	DCR|4VULN|3DMG|1TLV	1257VULN|35aDMG|4RPLT|5BPWR|6CGEN|8TLV|9RCR
91	32462 23351	6	   	277.19	DCR|4VULN|3DMG|1DUR	1257VULN|35aDMG|4RPLT|5BPWR|6DUR|8RCVC|9RCR
92	32462 26111	9	   	277.19	DCR|4VULN|3DMG|1DUR	1257VULN|35aDMG|4RPLT|5BPWR|6DUR|8FEWX|9RCR
93	32462 26211	9	   	277.19	DCR|4VULN|3DMG|1DUR	1257VULN|35aDMG|4RPLT|5BPWR|6DUR|8BEXP|9RCR
94	33462 12114	7	   	277.19	DCR|4VULN|3DMG|1DUR	1257VULN|25BPWR|359DMG|4RPLT|6CGEN|8RCR|aDUR
95	33462 12151	8	   	277.19	DCR|4VULN|3DMG|1TLV	1257VULN|25BPWR|35aDMG|4RPLT|6CGEN|8TLV|9RCR
96	33462 23351	6	   	277.19	DCR|4VULN|3DMG|1DUR	1257VULN|25BPWR|35aDMG|4RPLT|6DUR|8RCVC|9RCR
97	33462 26111	9	   	277.19	DCR|4VULN|3DMG|1DUR	1257VULN|25BPWR|35aDMG|4RPLT|6DUR|8FEWX|9RCR
98	33462 26211	9	   	277.19	DCR|4VULN|3DMG|1DUR	1257VULN|25BPWR|35aDMG|4RPLT|6DUR|8BEXP|9RCR
99	32413 31344	6	   	277.19	DCR|4VULN|3DMG|1DUR	1268VULN|368DMG|4DMSP|5RMIN|68BPWR|7LEGI|9DUR|aRCR
100	32434 53212	2	   	277.04	DCR|5VULN|1DMG|1TLV|1CDMG	1234aVULN|4BPWR|5TLV|6RCR|7DMG|8BELT|9CDMG
101	32634 53212	3	   	277.04	DCR|5VULN|1DMG|1TLV|1CDMG	1234aVULN|4BPWR|5TLV|6RCR|7DMG|8BELT|9CDMG
102	33434 53212	2	   	277.04	DCR|5VULN|1DMG|1TLV|1CDMG	1234aVULN|24BPWR|5TLV|6RCR|7DMG|8BELT|9CDMG
103	33634 53212	3	   	277.04	DCR|5VULN|1DMG|1TLV|1CDMG	1234aVULN|24BPWR|5TLV|6RCR|7DMG|8BELT|9CDMG
104	41211 16421	2	   	276.52	DCR|4VULN|3DUR|2LIT	1AART|289FEWX|3aLIT|48aDUR|568aVULN|7RCR|8aBPWR
105	32322 11333	1	   	276.51	DCR|3VULN|3DMG|1TLV|1CDMG	148VULN|234DMG|4BPWR|5LIT|6RCR|7CGEN|9TLV|aCDMG
106	32322 11515	1	   	276.51	DCR|3VULN|3DMG|1DUR|1CDMG	149VULN|234DMG|4BPWR|5LIT|6RCR|7CGEN|8DUR|aCDMG
107	32322 14413	1	   	276.51	DCR|3VULN|3DMG|1TLV|1CDMG	147VULN|234DMG|4BPWR|5LIT|6RCR|8TLV|9MLV|aCDMG
108	32322 14423	1	   	276.51	DCR|3VULN|3DMG|1TLV|1CDMG	147VULN|234DMG|4BPWR|5LIT|6RCR|8TLV|9CGEN|aCDMG
109	32322 14433	1	   	276.41	DCR|3VULN|3DMG|1TLV|1CDMG	147VULN|234DMG|4BPWR|5LIT|6RCR|8TLV|9BBNT|aCDMG
110	32322 14443	1	   	276.41	DCR|3VULN|3DMG|1TLV|1CDMG	147VULN|234DMG|4BPWR|5LIT|6RCR|8TLV|9ERES|aCDMG
111	32322 16515	1	   	276.41	DCR|3VULN|3DMG|1DUR|1CDMG	149VULN|234DMG|4BPWR|5LIT|6RCR|7ERES|8DUR|aCDMG
112	35236 11311	9	   	276.40	DCR|4VULN|2DMG|1TLV|2LIT	1349VULN|2LEGI|5TLV|6RCR|79LIT|89DMG|9BPWR|aMLV
113	35236 11312	10	   	276.40	DCR|4VULN|2DMG|1TLV|2LIT	1349VULN|2LEGI|5TLV|6RCR|79LIT|89DMG|9BPWR|aMLV
114	35236 11312	9	   	276.40	DCR|4VULN|2DMG|1TLV|2LIT	1349VULN|2LEGI|5TLV|6RCR|79LIT|89DMG|9BPWR|aLWND
115	35236 11313	9	   	276.40	DCR|4VULN|2DMG|1TLV|2LIT	1349VULN|2LEGI|5TLV|6RCR|79LIT|89DMG|9BPWR|aLHND
116	35236 11314	10	   	276.40	DCR|4VULN|2DMG|1TLV|2LIT	1349VULN|2LEGI|5TLV|6RCR|79LIT|89DMG|9BPWR|aLWND
117	35236 11316	10	   	276.40	DCR|4VULN|2DMG|1TLV|2LIT	1349VULN|2LEGI|5TLV|6RCR|79LIT|89DMG|9BPWR|aBEXP
118	35236 11315	9	   	276.30	DCR|4VULN|2DMG|1TLV|2LIT	1349VULN|2LEGI|5TLV|6RCR|79LIT|89DMG|9BPWR|aBBNT
119	35236 11316	9	   	276.30	DCR|4VULN|2DMG|1TLV|2LIT	1349VULN|2LEGI|5TLV|6RCR|79LIT|89DMG|9BPWR|aDUST
120	32462 23352	6	   	276.12	DCR|4VULN|2DMG|2DUR	1257VULN|35DMG|4RPLT|5BPWR|6aDUR|8RCVC|9RCR
121	32462 26113	9	   	276.12	DCR|4VULN|2DMG|2DUR	1257VULN|35DMG|4RPLT|5BPWR|6aDUR|8FEWX|9RCR
122	32462 26213	9	   	276.12	DCR|4VULN|2DMG|2DUR	1257VULN|35DMG|4RPLT|5BPWR|6aDUR|8BEXP|9RCR
123	33462 23352	6	   	276.12	DCR|4VULN|2DMG|2DUR	1257VULN|25BPWR|35DMG|4RPLT|6aDUR|8RCVC|9RCR
124	33462 26113	9	   	276.12	DCR|4VULN|2DMG|2DUR	1257VULN|25BPWR|35DMG|4RPLT|6aDUR|8FEWX|9RCR
125	33462 26213	9	   	276.12	DCR|4VULN|2DMG|2DUR	1257VULN|25BPWR|35DMG|4RPLT|6aDUR|8BEXP|9RCR
126	32226 12634	3	 * 	275.92	DCR|4VULN|2DMG|3ASPD	129aVULN|3DUST|4BBNT|5aDMG|67aASPD|8RCR|aBPWR
127	33226 12634	3	   	275.92	DCR|4VULN|2DMG|3ASPD	129aVULN|2aBPWR|3DUST|4BBNT|5aDMG|67aASPD|8RCR
128	32451 11511	2	   	275.44	DCR|5VULN|2DUR|2AART	12357VULN|45DUR|5BPWR|6aAART|8RCR|9RPLT
129	32651 11511	3	   	275.44	DCR|5VULN|2DUR|2AART	12357VULN|45DUR|5BPWR|6aAART|8RCR|9RPLT
130	33451 11511	2	   	275.44	DCR|5VULN|2DUR|2AART	12357VULN|25BPWR|45DUR|6aAART|8RCR|9RPLT
131	33651 11511	3	   	275.44	DCR|5VULN|2DUR|2AART	12357VULN|25BPWR|45DUR|6aAART|8RCR|9RPLT
132	32423 13422	3	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	1247VULN|34DMG|4BPWR|5CDMG|6LWND|8TBNT|9RCR|aDUR
133	32424 13422	3	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	1247VULN|34DMG|4BPWR|5LHND|6CDMG|8TBNT|9RCR|aDUR
134	33423 13422	3	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	1247VULN|24BPWR|34DMG|5CDMG|6LWND|8TBNT|9RCR|aDUR
135	33424 13422	3	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	1247VULN|24BPWR|34DMG|5LHND|6CDMG|8TBNT|9RCR|aDUR
136	32463 32134	3	   	274.99	DCR|4VULN|2DMG|1TLV|1CDMG	1268VULN|35DMG|4TLV|7CDMG|9BBNT|aRCR
137	33463 32134	3	   	274.99	DCR|4VULN|2DMG|1TLV|1CDMG	1268VULN|2BPWR|35DMG|4TLV|7CDMG|9BBNT|aRCR
138	52236 11262	6	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1LHND|2347VULN|5TLV|6RCR|8DMG|9aDUR
139	35236 11262	6	   	274.59	DCR|4VULN|2DUR|1DMG|1TLV	1347VULN|2LEGI|5TLV|6RCR|8DMG|9aDUR
140	32411 23651	6	   	274.25	DCR|3VULN|2DMG|2DUR|1ASPD	129VULN|39DMG|4DMSP|5FEWX|6ASPD|79DUR|8RCR|9BPWR|aAART
141	32412 23651	6	   	274.25	DCR|3VULN|2DMG|2DUR|1ASPD	129VULN|39DMG|4DMSP|5BEXP|6ASPD|79DUR|8RCR|9BPWR|aAART
142	33411 23651	6	   	274.25	DCR|3VULN|2DMG|2DUR|1ASPD	129VULN|29BPWR|39DMG|4DMSP|5FEWX|6ASPD|79DUR|8RCR|aAART
143	33412 23651	6	   	274.25	DCR|3VULN|2DMG|2DUR|1ASPD	129VULN|29BPWR|39DMG|4DMSP|5BEXP|6ASPD|79DUR|8RCR|aAART
144	32323 12663	1	   	273.86	DCR|3VULN|3DMG|1TLV|1ASPD	149VULN|234DMG|4BPWR|5BEXP|6RCR|7LIT|8ASPD|aTLV
145	32321 12663	1	   	273.76	DCR|3VULN|3DMG|1TLV|1ASPD	149VULN|234DMG|4BPWR|5DUST|6RCR|7LIT|8ASPD|aTLV
146	32322 13663	1	   	273.76	DCR|3VULN|3DMG|1TLV|1ASPD	149VULN|234DMG|4BPWR|5LIT|6RCR|7DUST|8ASPD|aTLV
147	52236 12412	7	   	273.75	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1LHND|234aVULN|5TLV|6RCR|7DUR|8CDMG|9DMG
148	32646 11313	10	   	273.66	DCR|4VULN|2DMG|2TLV	1239VULN|49LHND|5aTLV|6RCR|7LIT|89DMG|9BPWR
149	33646 11313	10	   	273.66	DCR|4VULN|2DMG|2TLV	1239VULN|29BPWR|49LHND|5aTLV|6RCR|7LIT|89DMG
150	52236 11313	10	   	273.66	DCR|4VULN|2DMG|2TLV	19LHND|2349VULN|5aTLV|6RCR|7LIT|89DMG|9BPWR
151	35236 12412	7	   	273.65	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	134aVULN|2LEGI|5TLV|6RCR|7DUR|8CDMG|9DMG
152	32431 11523	2	   	273.05	DCR|5VULN|1DMG|1DUR	12347VULN|4BPWR|5DUR|6AART|8RCR|9CGEN|aDMG
153	32431 11563	2	   	273.05	DCR|5VULN|1DMG|1DUR	12347VULN|4BPWR|5DUR|6AART|8RCR|9LWND|aDMG
154	32631 11523	3	   	273.05	DCR|5VULN|1DMG|1DUR	12347VULN|4BPWR|5DUR|6AART|8RCR|9CGEN|aDMG
155	32631 11563	3	   	273.05	DCR|5VULN|1DMG|1DUR	12347VULN|4BPWR|5DUR|6AART|8RCR|9LWND|aDMG
156	33431 11523	2	   	273.05	DCR|5VULN|1DMG|1DUR	12347VULN|24BPWR|5DUR|6AART|8RCR|9CGEN|aDMG
157	33431 11563	2	   	273.05	DCR|5VULN|1DMG|1DUR	12347VULN|24BPWR|5DUR|6AART|8RCR|9LWND|aDMG
158	33631 11523	3	   	273.05	DCR|5VULN|1DMG|1DUR	12347VULN|24BPWR|5DUR|6AART|8RCR|9CGEN|aDMG
159	33631 11563	3	   	273.05	DCR|5VULN|1DMG|1DUR	12347VULN|24BPWR|5DUR|6AART|8RCR|9LWND|aDMG
160	32462 12252	8	   	272.54	DCR|4VULN|2DMG|1DUR|1ASPD	1257VULN|35DMG|4RPLT|5BPWR|6CGEN|8ASPD|9RCR|aDUR
161	33462 12252	8	   	272.54	DCR|4VULN|2DMG|1DUR|1ASPD	1257VULN|25BPWR|35DMG|4RPLT|6CGEN|8ASPD|9RCR|aDUR
162	32322 12116	1	   	272.52	DCR|3VULN|3DMG|1DUR	14aVULN|234DMG|4BPWR|5LIT|6RCR|7AART|8LHND|9DUR
163	32322 12221	1	   	272.52	DCR|3VULN|3DMG|1DUR	149VULN|234DMG|4BPWR|5LIT|6RCR|7AART|8RMIN|aDUR
164	32322 12321	1	   	272.52	DCR|3VULN|3DMG|1DUR	149VULN|234DMG|4BPWR|5LIT|6RCR|7AART|8CGEN|aDUR
165	32323 14143	1	   	272.13	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	14VULN|234DMG|4BPWR|5BEXP|6RCR|79DUR|8TLV|aCDMG
166	32324 14143	1	   	272.13	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	14VULN|234DMG|4BPWR|5FEWX|6RCR|79DUR|8TLV|aCDMG
167	36225 41221	1	 * 	272.11	DCR|3VULN|2DUR|2CDMG|1DMG|1TLV	189VULN|2DUST|38CDMG|4LHND|5TLV|68DUR|7RCR|8BPWR|aDMG
168	32321 14143	1	   	272.03	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	14VULN|234DMG|4BPWR|5DUST|6RCR|79DUR|8TLV|aCDMG
169	32323 45214	1	   	271.95	DCR|4VULN|3DMG|1ASPD	1467VULN|234DMG|4BPWR|5BEXP|8FEWX|9ASPD|aRCR
170	32422 51214	3	   	271.95	DCR|4VULN|3DMG|1ASPD	1247VULN|348DMG|4BPWR|5BEXP|6LWND|9ASPD|aRCR
171	32422 63214	3	   	271.95	DCR|4VULN|3DMG|1ASPD	1246VULN|347DMG|4BPWR|5BEXP|8FEWX|9ASPD|aRCR
172	32424 31214	3	   	271.95	DCR|4VULN|3DMG|1ASPD	1247VULN|348DMG|4BPWR|5LHND|6BEXP|9ASPD|aRCR
173	33422 51214	3	   	271.95	DCR|4VULN|3DMG|1ASPD	1247VULN|24BPWR|348DMG|5BEXP|6LWND|9ASPD|aRCR
174	33422 63214	3	   	271.95	DCR|4VULN|3DMG|1ASPD	1246VULN|24BPWR|347DMG|5BEXP|8FEWX|9ASPD|aRCR
175	33424 31214	3	   	271.95	DCR|4VULN|3DMG|1ASPD	1247VULN|24BPWR|348DMG|5LHND|6BEXP|9ASPD|aRCR
176	32462 12251	8	   	271.95	DCR|4VULN|3DMG|1ASPD	1257VULN|35aDMG|4RPLT|5BPWR|6CGEN|8ASPD|9RCR
177	33462 12251	8	   	271.95	DCR|4VULN|3DMG|1ASPD	1257VULN|25BPWR|35aDMG|4RPLT|6CGEN|8ASPD|9RCR
178	32321 45214	1	   	271.85	DCR|4VULN|3DMG|1ASPD	1467VULN|234DMG|4BPWR|5DUST|8FEWX|9ASPD|aRCR
179	32421 31214	3	   	271.85	DCR|4VULN|3DMG|1ASPD	1247VULN|348DMG|4BPWR|5DUST|6BEXP|9ASPD|aRCR
180	32421 51214	3	   	271.85	DCR|4VULN|3DMG|1ASPD	1247VULN|348DMG|4BPWR|5DUST|6LWND|9ASPD|aRCR
181	32421 63214	3	   	271.85	DCR|4VULN|3DMG|1ASPD	1246VULN|347DMG|4BPWR|5DUST|8FEWX|9ASPD|aRCR
182	33421 31214	3	   	271.85	DCR|4VULN|3DMG|1ASPD	1247VULN|24BPWR|348DMG|5DUST|6BEXP|9ASPD|aRCR
183	33421 51214	3	   	271.85	DCR|4VULN|3DMG|1ASPD	1247VULN|24BPWR|348DMG|5DUST|6LWND|9ASPD|aRCR
