0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21513 63512	6	 * 	285.19	DCR|5VULN|3DUR|1CDMG	19aBEXP|2589aVULN|3CDMG|4MLV|6RCR|79aDUR|9aBPWR
43	43411 13612	8	 * 	266.38	ACR|3VULN|3DMG|3DUR|1TLV|1SELL	1RCR|2SELL|39aDUR|4TLV|57RMIN|69aDMG|89aVULN|9aBPWR
44	41313 61631	10	 * 	265.85	ACR|5VULN|3ASPD|3LIT|2TLV	1RCR|29aLIT|35TLV|4579aVULN|59aBPWR|6RMIN|89aASPD
45	46112 11314	7	 * 	265.81	ACR|3VULN|2DMG|2DUR|2CDMG|1TLV	1RCR|258VULN|38DUR|4LIT|69CDMG|78DMG|8BPWR|aTLV
46	46112 11135	8	 * 	265.79	ACR|4VULN|2DMG|2DUR|1CDMG	1RCR|259aVULN|39DUR|4LIT|6CDMG|79DMG|8MBVNT|9BPWR
47	46112 11324	7	   	265.79	ACR|4VULN|2DMG|2DUR|1CDMG	1RCR|258aVULN|38DUR|4LIT|6CDMG|78DMG|8BPWR|9DUST
48	21513 63412	6	   	265.65	DCR|4VULN|3DUR|1CDMG	19aBEXP|259aVULN|3CDMG|48MLV|6RCR|79aDUR|9aBPWR
49	21135 31362	7	   	264.87	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1BEXP|258VULN|35DUR|4AART|5BPWR|6DMG|7ASPD|9RCR|aLIT
50	31232 63352	7	   	264.64	DCR|3VULN|2DMG|2AART|1DUR	1LHND|247VULN|34DMG|4BPWR|56AART|8LIT|9RCR|aDUR
51	31232 63452	8	   	264.64	DCR|3VULN|2DMG|2AART|1DUR	1LHND|247VULN|34DMG|4BPWR|56AART|8LIT|9RCR|aDUR
52	12133 63531	4	 * 	264.56	DCR|2VULN|3DUR|2DMG|1TLV	1ZMB|24aDUR|34VULN|4aBPWR|5LIT|6aCGEN|7TLV|8RCR|9aDMG
53	12134 63531	5	   	264.56	DCR|2VULN|3DUR|2DMG|1TLV	1ZMB|24aDUR|34VULN|4aBPWR|5LIT|6aCGEN|7TLV|8RCR|9aDMG
54	12624 13531	6	   	264.56	DCR|2VULN|3DUR|2DMG|1TLV	13ZMB|23aDUR|3aBPWR|4LIT|5CGEN|6aVULN|7TLV|8RCR|9aDMG
55	12624 23531	5	   	264.56	DCR|2VULN|3DUR|2DMG|1TLV	13ZMB|23aDUR|3aBPWR|4LIT|5CGEN|6aVULN|7TLV|8RCR|9aDMG
56	12424 13531	6	   	264.46	DCR|2VULN|3DUR|2DMG|1TLV	1ZMB|23aDUR|4LIT|5CGEN|6aVULN|7TLV|8RCR|9aDMG|aBPWR
57	12424 23531	5	   	264.46	DCR|2VULN|3DUR|2DMG|1TLV	1ZMB|23aDUR|4LIT|5CGEN|6aVULN|7TLV|8RCR|9aDMG|aBPWR
58	12621 23531	4	   	264.46	DCR|2VULN|3DUR|2DMG|1TLV	13ZMB|23aDUR|3aBPWR|4LIT|5ERES|6aVULN|7TLV|8RCR|9aDMG
59	12623 22531	4	   	264.46	DCR|2VULN|3DUR|2DMG|1TLV	13ZMB|23aDUR|3aBPWR|4LIT|5TLV|6aVULN|7ERES|8RCR|9aDMG
60	12625 22531	5	   	264.46	DCR|2VULN|3DUR|2DMG|1TLV	13ZMB|23aDUR|3aBPWR|4LIT|5TLV|6aVULN|7ERES|8RCR|9aDMG
61	12134 23531	6	   	264.36	DCR|2VULN|3DUR|2DMG|1TLV	1ZMB|24aDUR|34VULN|4aBPWR|5LIT|6aERES|7TLV|8RCR|9aDMG
62	12421 23531	4	   	264.36	DCR|2VULN|3DUR|2DMG|1TLV	1ZMB|23aDUR|4LIT|5ERES|6aVULN|7TLV|8RCR|9aDMG|aBPWR
63	12423 22531	4	   	264.36	DCR|2VULN|3DUR|2DMG|1TLV	1ZMB|23aDUR|4LIT|5TLV|6aVULN|7ERES|8RCR|9aDMG|aBPWR
64	12425 22531	5	   	264.36	DCR|2VULN|3DUR|2DMG|1TLV	1ZMB|23aDUR|4LIT|5TLV|6aVULN|7ERES|8RCR|9aDMG|aBPWR
65	12133 46235	9	   	264.18	DCR|3VULN|3DUR|1DMG|2LIT	19ZMB|245DUR|349VULN|49BPWR|6FEWX|7DMG|89LIT|aRCR
66	12133 56235	9	   	264.18	DCR|3VULN|3DUR|1DMG|2LIT	19ZMB|245DUR|349VULN|49BPWR|6LHND|7DMG|89LIT|aRCR
67	31232 63354	7	   	264.04	DCR|3VULN|3DMG|2AART	1LHND|247VULN|34aDMG|4BPWR|56AART|8LIT|9RCR
68	12121 25651	3	   	263.92	DCR|4VULN|2TLV|1DMG|1DUR	17ZMB|2DUR|347aVULN|5BBNT|67TLV|7BPWR|8RCR|9DMG
69	31234 23563	6	   	263.36	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|24aVULN|34DMG|4BPWR|5LIT|6ERES|7TLV|8RCR|9DUR
70	31232 42131	5	   	263.26	DCR|4VULN|2DMG|1AART	17LHND|249aVULN|34DMG|4BPWR|5AART|6RCR|8LIT
71	31233 45363	7	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1LHND|248VULN|34DMG|4BPWR|5aDUR|6AART|7ZMB|9RCR
72	46112 11362	7	   	263.02	ACR|3VULN|3DUR|2DMG|2LIT|1CDMG	1RCR|258VULN|389DUR|4aLIT|6CDMG|78DMG|8BPWR
73	31223 42313	7	   	262.97	DCR|3VULN|3DUR|1DMG|1CDMG	1LHND|269VULN|3DMG|4CDMG|569DUR|69BPWR|7CGEN|89ZMB|aRCR
74	31223 42413	7	   	262.97	DCR|3VULN|3DUR|1DMG|1CDMG	1LHND|269VULN|3DMG|4CDMG|569DUR|69BPWR|7CGEN|89MLV|aRCR
75	31223 44413	6	   	262.97	DCR|3VULN|3DUR|1DMG|1CDMG	1LHND|269VULN|3DMG|4CDMG|569DUR|69BPWR|7ZMB|89MLV|aRCR
76	31233 63534	4	   	262.86	DCR|3VULN|3DMG|1TLV	1LHND|24aVULN|349DMG|4BPWR|5LIT|6CGEN|7TLV|8RCR
77	46112 11312	7	 * 	262.79	ACR|3VULN|3DUR|2DMG|2CDMG	1RCR|258VULN|38aDUR|4LIT|69CDMG|78DMG|8BPWR
78	31234 23534	6	   	262.76	DCR|3VULN|3DMG|1TLV	1LHND|24aVULN|349DMG|4BPWR|5LIT|6ERES|7TLV|8RCR
79	12133 32311	10	   	262.70	DCR|4VULN|3DUR|1ASPD	1ZMB|245DUR|3489VULN|4BPWR|6ASPD|7RPLT|aRCR
80	15433 32311	10	   	262.70	DCR|4VULN|3DUR|1ASPD	1ZMB|2489VULN|345DUR|4BPWR|6ASPD|7RPLT|aRCR
81	31412 21626	9	   	262.64	DCR|5VULN|1DUR|1ASPD	1LHND|25679VULN|3DUR|4LIT|8ASPD|aRCR
82	31232 14623	9	 * 	262.48	DCR|3VULN|2DMG|3AART|1TLV	1LHND|248VULN|34DMG|4BPWR|57aAART|6TLV|9RCR
83	31233 66316	6	   	261.99	DCR|3VULN|2DMG|2DUR	17LHND|247VULN|34DMG|47BPWR|5aDUR|67ZMB|8LIT|9RCR
84	21111 46432	6	   	261.89	DCR|3VULN|2DMG|2DUR	19BEXP|289VULN|35DUR|4LIT|6RPLT|79DMG|9BPWR|aRCR
85	21513 63511	6	   	261.88	DCR|4VULN|2DUR|1CDMG|1AART	19BEXP|2589VULN|3CDMG|4MLV|6RCR|79DUR|9BPWR|aAART
86	12136 36431	8	   	261.81	DCR|3VULN|2DUR|1DMG|1TLV|1AART	15ZMB|24DUR|348VULN|4BPWR|6TLV|7DMG|9RCR|aAART
87	31233 62316	7	   	261.79	DCR|3VULN|2DMG|2DUR	1LHND|247VULN|34DMG|4BPWR|5aDUR|6ZMB|8LIT|9RCR
88	31233 62616	8	   	261.79	DCR|3VULN|2DMG|2DUR	1LHND|247VULN|34DMG|4BPWR|5aDUR|6ZMB|8LIT|9RCR
89	21135 16222	8	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	1BEXP|2579VULN|35DUR|4AART|5BPWR|6BELT|8CDMG|aRCR
90	21135 22222	8	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	1BEXP|2569VULN|35DUR|4AART|5BPWR|7BELT|8CDMG|aRCR
91	12132 41634	5	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	1ZMB|24DUR|3489VULN|4BPWR|5AART|6RCR|7BBNT|aCDMG
92	12132 43634	5	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	1ZMB|24DUR|3489VULN|4BPWR|5AART|6RCR|7TBNT|aCDMG
93	15155 21111	8	   	261.60	DCR|3VULN|2DUR|2ASPD|1TLV	1ZMB|27aVULN|3TLV|4LIT|5aASPD|6ERES|8aDUR|9RCR|aBPWR
94	21135 23211	6	   	261.56	DCR|4VULN|3DUR|1AART	18BEXP|2568VULN|358DUR|4AART|58BPWR|7RCVC|9LWND|aRCR
95	21135 24211	7	   	261.56	DCR|4VULN|3DUR|1AART	18BEXP|2568VULN|358DUR|4AART|58BPWR|7DMSP|9LWND|aRCR
96	21135 26211	6	   	261.56	DCR|4VULN|3DUR|1AART	18BEXP|2568VULN|358DUR|4AART|58BPWR|7DMSP|9LWND|aRCR
97	21135 43211	5	   	261.56	DCR|4VULN|3DUR|1AART	18BEXP|2568VULN|358DUR|4AART|58BPWR|7RCVC|9LWND|aRCR
98	21135 46211	5	   	261.56	DCR|4VULN|3DUR|1AART	18BEXP|2568VULN|358DUR|4AART|58BPWR|7DMSP|9LWND|aRCR
99	31435 34211	6	   	261.56	DCR|4VULN|3DUR|1AART	168LHND|2578VULN|358DUR|4AART|58BPWR|9LWND|aRCR
100	31435 34231	6	   	261.56	DCR|4VULN|3DUR|1AART	168LHND|2578VULN|358DUR|4AART|58BPWR|9BEXP|aRCR
101	12132 65224	7	   	261.46	DCR|4VULN|3DUR|1NUKE|1AART	18ZMB|248DUR|348aVULN|48BPWR|5AART|6DMSP|7NUKE|9RCR
102	12132 31424	5	   	261.36	DCR|4VULN|3DUR|1AART	1ZMB|246DUR|348aVULN|4BPWR|5AART|7MLV|9RCR
103	12132 33424	5	   	261.36	DCR|4VULN|3DUR|1AART	1ZMB|246DUR|348aVULN|4BPWR|5AART|7CGEN|9RCR
104	12132 34635	5	   	261.36	DCR|4VULN|3DUR|1AART	1ZMB|246DUR|3489VULN|4BPWR|5AART|7RCVC|aRCR
105	12133 62145	7	   	261.36	DCR|4VULN|3DUR|1AART	1ZMB|245DUR|3467VULN|4BPWR|8DMSP|9AART|aRCR
106	21135 24621	9	   	261.36	DCR|4VULN|3DUR|1AART	1BEXP|2568VULN|35aDUR|4AART|5BPWR|7DMSP|9RCR
107	46112 11315	7	   	260.56	ACR|3VULN|2DMG|2DUR|2CDMG|1ASPD	1RCR|258VULN|38DUR|4LIT|69CDMG|78DMG|8BPWR|aASPD
108	15143 13311	8	   	260.55	DCR|3VULN|2DUR|1DMG|1TLV	1ZMB|28aVULN|3TLV|4DMG|5aDUR|6LIT|7aCGEN|9RCR|aBPWR
109	12131 25363	4	   	260.55	DCR|3VULN|2DUR|2TLV|1CDMG|1ASPD	17ZMB|24DUR|347VULN|47BPWR|5BBNT|67TLV|8ASPD|9CDMG|aRCR
110	21113 13434	7	   	260.45	DCR|3VULN|2DUR|2CDMG|1TLV	19BEXP|28aVULN|39DUR|4LIT|5TLV|6RCR|79CDMG|9BPWR
111	15143 15311	8	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1ZMB|28aVULN|3TLV|4DMG|5aDUR|6LIT|7aERES|9RCR|aBPWR
112	11262 34341	3	   	260.31	DCR|4VULN|3DUR	178ZMB|2RPLT|3LIT|4678VULN|578DUR|78BPWR|9RCR|aFEWX
113	31235 31553	4	   	260.16	DCR|3VULN|3DMG|1CDMG	1LHND|245VULN|34aDMG|4BPWR|6LIT|7DUST|8RCR|9CDMG
114	12133 16416	10	   	260.13	DCR|3VULN|3DUR|1DMG|1ASPD	1ZMB|245DUR|34aVULN|4BPWR|6BEXP|7DMG|8RCR|9ASPD
115	12133 31211	6	 * 	259.99	DCR|3VULN|3DUR|3ASPD	18ZMB|245DUR|348VULN|48BPWR|678ASPD|9RCR|aRCVC
116	12133 31212	6	   	259.99	DCR|3VULN|3DUR|3ASPD	18ZMB|245DUR|348VULN|48BPWR|678ASPD|9RCR|aCGEN
117	12133 31216	6	   	259.99	DCR|3VULN|3DUR|3ASPD	18ZMB|245DUR|348VULN|48BPWR|678ASPD|9RCR|aLHND
118	15433 31211	6	   	259.99	DCR|3VULN|3DUR|3ASPD	18ZMB|248VULN|345DUR|48BPWR|678ASPD|9RCR|aRCVC
119	15433 31212	6	   	259.99	DCR|3VULN|3DUR|3ASPD	18ZMB|248VULN|345DUR|48BPWR|678ASPD|9RCR|aCGEN
120	15433 31216	6	   	259.99	DCR|3VULN|3DUR|3ASPD	18ZMB|248VULN|345DUR|48BPWR|678ASPD|9RCR|aLHND
121	46135 23131	8	 * 	259.94	ACR|5VULN|2DUR|1TLV|1AART	1RCR|2569aVULN|35DUR|4AART|5BPWR|7LIT|8TLV
122	12133 31213	6	   	259.89	DCR|3VULN|3DUR|3ASPD	18ZMB|245DUR|348VULN|48BPWR|678ASPD|9RCR|aBBNT
123	12133 31215	6	   	259.89	DCR|3VULN|3DUR|3ASPD	18ZMB|245DUR|348VULN|48BPWR|678ASPD|9RCR|aERES
124	15433 31213	6	   	259.89	DCR|3VULN|3DUR|3ASPD	18ZMB|248VULN|345DUR|48BPWR|678ASPD|9RCR|aBBNT
125	15433 31215	6	   	259.89	DCR|3VULN|3DUR|3ASPD	18ZMB|248VULN|345DUR|48BPWR|678ASPD|9RCR|aERES
126	31232 13333	9	   	259.86	DCR|2VULN|2DMG|1DUR|1TLV|1CDMG|1AART	1LHND|24VULN|34DMG|4BPWR|5AART|6TLV|7LIT|8RCR|9CDMG|aDUR
127	31233 12522	6	   	259.86	DCR|2VULN|2DMG|1DUR|1TLV|1CDMG|1AART	1LHND|24VULN|34DMG|4BPWR|5DUR|6LIT|7AART|8CDMG|9RCR|aTLV
128	31233 44522	7	   	259.86	DCR|2VULN|2DMG|1DUR|1TLV|1CDMG|1AART	1LHND|24VULN|34DMG|4BPWR|5DUR|6AART|7LIT|8CDMG|9RCR|aTLV
129	31233 56422	8	   	259.86	DCR|2VULN|2DMG|1DUR|1TLV|1CDMG|1AART	1LHND|24VULN|34DMG|4BPWR|5DUR|6CDMG|7LIT|8AART|9RCR|aTLV
130	31232 11626	9	   	259.56	DCR|3VULN|2DMG|1TLV|1ASPD|1AART	1LHND|249VULN|34DMG|4BPWR|5AART|6TLV|7MLV|8ASPD|aRCR
131	31233 41316	7	   	259.56	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1LHND|248VULN|34DMG|4BPWR|5DUR|6AART|7ASPD|9LWND|aRCR
132	31232 21363	7	   	259.56	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1LHND|248VULN|34DMG|4BPWR|5AART|6BEXP|7ASPD|9RCR|aDUR
133	31232 51363	7	   	259.56	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1LHND|248VULN|34DMG|4BPWR|5AART|6FEWX|7ASPD|9RCR|aDUR
134	31233 41361	7	   	259.56	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1LHND|248VULN|34DMG|4BPWR|5DUR|6AART|7ASPD|9RCR|aRMIN
135	31233 41364	7	   	259.56	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1aLHND|248VULN|34DMG|4BPWR|5DUR|6AART|7ASPD|9RCR
136	31233 41365	7	   	259.56	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1LHND|248VULN|34DMG|4BPWR|5DUR|6AART|7ASPD|9RCR|aZMB
137	46112 11334	7	   	259.50	ACR|3VULN|2DMG|2DUR|1TLV|1CDMG	1RCR|258VULN|38DUR|4LIT|6CDMG|78DMG|8BPWR|9DMSP|aTLV
138	31231 41363	7	   	259.46	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1LHND|248VULN|34DMG|4BPWR|5DUST|6AART|7ASPD|9RCR|aDUR
139	31232 31124	5	   	259.46	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1LHND|24aVULN|34DMG|4BPWR|5AART|6DUR|7BBNT|8ASPD|9RCR
140	31233 41124	6	   	259.46	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1LHND|24aVULN|34DMG|4BPWR|5DUR|6AART|7BBNT|8ASPD|9RCR
141	31233 41424	7	   	259.46	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1LHND|24aVULN|34DMG|4BPWR|5DUR|6AART|7ASPD|8BBNT|9RCR
142	31232 41134	5	   	259.46	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1LHND|24aVULN|34DMG|4BPWR|5AART|6RCR|7BBNT|8ASPD|9DUR
143	21135 21625	10	   	259.14	DCR|4VULN|2DUR|1ASPD|1AART	1BEXP|256aVULN|35DUR|4AART|5BPWR|7MLV|8ASPD|9RCR
144	21135 26125	9	   	259.04	DCR|4VULN|2DUR|1ASPD|1AART	1BEXP|2569VULN|35DUR|4AART|5BPWR|7DUST|8ASPD|aRCR
145	46113 32631	9	 * 	259.02	ACR|3VULN|2DMG|2ASPD|1TLV|1DUR|2LIT	1RCR|279VULN|3DUR|49LIT|5TLV|6aDMG|89ASPD|9BPWR
146	46112 11353	7	 * 	258.90	ACR|3VULN|3DMG|2DUR|1CDMG	1RCR|258VULN|38DUR|4LIT|6CDMG|78aDMG|8BPWR|9FEWX
147	46112 11133	8	   	258.80	ACR|3VULN|3DMG|2DUR|1CDMG	1RCR|259VULN|39DUR|4LIT|6CDMG|79aDMG|8MBVNT|9BPWR
148	46112 11323	7	   	258.80	ACR|3VULN|3DMG|2DUR|1CDMG	1RCR|258VULN|38DUR|4LIT|6CDMG|78aDMG|8BPWR|9DUST
149	21135 35363	7	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1BEXP|258VULN|35aDUR|4AART|5BPWR|6DMG|7ZMB|9RCR
150	21512 61212	8	 * 	258.57	DCR|3VULN|3DMG|2CDMG	19aBEXP|29aVULN|38CDMG|4MLV|5RMIN|6RCR|79aDMG|9aBPWR
151	21512 61212	7	   	258.57	DCR|3VULN|3DMG|2CDMG	19aBEXP|29aVULN|38CDMG|4MLV|5RMIN|6RCR|79aDMG|9aBPWR
152	21534 61212	7	   	258.57	DCR|3VULN|3DMG|2CDMG	19aBEXP|29aVULN|38CDMG|4RMIN|5MLV|6RCR|79aDMG|9aBPWR
153	21534 61212	8	   	258.57	DCR|3VULN|3DMG|2CDMG	19aBEXP|29aVULN|38CDMG|4RMIN|5MLV|6RCR|79aDMG|9aBPWR
154	12131 25661	4	   	258.54	DCR|4VULN|2DUR|2TLV	17ZMB|24DUR|347aVULN|47BPWR|5BBNT|67TLV|8RCR|9MLV
155	12135 26326	4	   	258.45	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1ZMB|24DUR|345VULN|4BPWR|6AART|7ASPD|8RCR|9CDMG|aLIT
156	14122 35622	5	   	258.43	DCR|2VULN|3DMG|2DUR|1TLV|1SELL	16aZMB|2SELL|35aDMG|45DUR|5aBPWR|7RCR|8TLV|9aVULN
157	14123 35622	4	   	258.43	DCR|2VULN|3DMG|2DUR|1TLV|1SELL	16aZMB|2SELL|35aDMG|45DUR|5aBPWR|7RCR|8TLV|9aVULN
158	31233 66312	6	   	258.41	DCR|3VULN|2DMG|1DUR|1ASPD	17LHND|247VULN|34DMG|47BPWR|5DUR|67ZMB|8LIT|9RCR|aASPD
159	12125 33634	3	   	258.34	DCR|4VULN|2DUR|1DMG	1ZMB|28DUR|345aVULN|6DUST|7DMG|9RCR
160	12131 63534	5	   	258.34	DCR|4VULN|2DUR|1DMG	1ZMB|24DUR|346aVULN|4BPWR|58DUST|7DMG|9RCR
161	12135 33534	4	   	258.34	DCR|4VULN|2DUR|1DMG	1ZMB|24DUR|345aVULN|4BPWR|68DUST|7DMG|9RCR
162	14112 23132	3	   	258.33	DCR|2VULN|3DMG|2DUR|1TLV|1SELL	1aZMB|2SELL|34aDMG|5TLV|68VULN|7aDUR|9RCR|aBPWR
163	31523 63531	2	   	258.31	DCR|3VULN|2DMG|1TLV|1ASPD	1LHND|24aVULN|3ASPD|5LIT|6aCGEN|7TLV|8RCR|9aDMG|aBPWR
164	31235 66122	10	   	258.27	DCR|3VULN|3DMG|2CDMG	18LHND|248VULN|349DMG|48BPWR|5ERES|68CDMG|7LEGI|aRCR
