0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32124 34343	1	 * 	281.11	DCR|4VULN|3DMG|2CDMG	1BELT|28aDMG|38LHND|478aVULN|5LEGI|6RCR|8aBPWR|9aCDMG
34	43132 52334	4	   	263.49	DCR|5VULN|2CDMG|1TLV	139CGEN|23569VULN|39BPWR|49CDMG|7RCR|8DLOT|aTLV
35	61226 21411	5	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1LIT|2ASPD|348aVULN|5DUR|6RPLT|7RCR|9DMG
36	43135 31331	3	 * 	263.03	DCR|4VULN|3ASPD|1DUR	13CGEN|235aVULN|35BPWR|456ASPD|7DUR|8RCR|9LIT
37	53124 11152	2	   	262.60	DCR|4VULN|3DUR|1ASPD	1RCVC|268aVULN|356DUR|4TBNT|6BPWR|7RCR|9ASPD
38	35121 34343	2	   	261.79	DCR|3VULN|2DMG|3ASPD	1BELT|258ASPD|3LHND|468VULN|78DMG|8BPWR|9RCR|aLIT
39	13133 16613	7	   	261.69	DCR|3VULN|2DMG|2DUR	1aDUST|2BEXP|39aVULN|4LIT|56DUR|7aDMG|8RCR|aBPWR
40	32523 31222	1	   	261.24	DCR|4VULN|3DMG	1BELT|289DMG|3LWND|4589VULN|6RCR|789MLV|89BPWR|aBEXP
41	32523 31224	1	   	261.24	DCR|4VULN|3DMG	1aBELT|289DMG|3LWND|4589VULN|6RCR|789MLV|89BPWR
42	32523 31226	1	   	261.24	DCR|4VULN|3DMG	1BELT|289DMG|3LWND|4589VULN|6RCR|789MLV|89BPWR|aRPLT
43	32523 32221	1	   	260.94	DCR|4VULN|3DMG	1BELT|289DMG|3LWND|4589VULN|6RCR|789ERES|89BPWR|aRCVC
44	32523 32222	1	   	260.94	DCR|4VULN|3DMG	1BELT|289DMG|3LWND|4589VULN|6RCR|789ERES|89BPWR|aCGEN
45	32523 32223	1	   	260.94	DCR|4VULN|3DMG	1BELT|289DMG|3LWND|4589VULN|6RCR|789ERES|89BPWR|aMLV
46	32523 32225	1	   	260.84	DCR|4VULN|3DMG	1BELT|289DMG|3LWND|4589VULN|6RCR|789ERES|89BPWR|aDUST
47	31313 12444	3	   	260.79	DCR|5VULN|1DMG|1CDMG	1BELT|2ZMB|3CDMG|4578aVULN|6DMG|9RCR
48	21316 53323	4	   	260.76	DCR|4VULN|3DMG|2SELL	15SELL|279aVULN|3RPLT|479BEXP|679DMG|79BPWR|8RCR
49	21336 53323	3	   	260.76	DCR|4VULN|3DMG|2SELL	15SELL|279aVULN|3RPLT|479BEXP|679DMG|79BPWR|8RCR
50	25352 33323	2	   	260.76	DCR|4VULN|3DMG|2SELL	15SELL|2RPLT|379DMG|479aVULN|679BEXP|79BPWR|8RCR
51	25352 53322	2	   	260.76	DCR|4VULN|3DMG|2SELL	15SELL|2RPLT|379DMG|479aVULN|679LHND|79BPWR|8RCR
52	43133 26134	3	   	260.56	DCR|3VULN|2DUR|2ASPD|1CDMG|1AART	137CGEN|23aVULN|37BPWR|47ASPD|5AART|67DUR|8RCR|9CDMG
53	52123 36134	2	   	260.46	DCR|3VULN|2DUR|2ASPD|1CDMG|1AART	1RCVC|2AART|37aVULN|47ASPD|57DUR|6RMIN|7BPWR|8RCR|9CDMG
54	53333 26134	3	   	260.46	DCR|3VULN|2DUR|2ASPD|1CDMG|1AART	1RCVC|27aVULN|3CGEN|47ASPD|5AART|67DUR|7BPWR|8RCR|9CDMG
55	21316 53323	3	   	260.46	DCR|4VULN|3DMG|2SELL	15SELL|279aVULN|3RPLT|479DUST|679DMG|79BPWR|8RCR
56	21326 53322	4	   	260.46	DCR|4VULN|3DMG|2SELL	15SELL|279aVULN|3RPLT|4LEGI|679DMG|79BPWR|8RCR
57	21366 53323	4	   	260.46	DCR|4VULN|3DMG|2SELL	15SELL|279aVULN|3RPLT|479DUST|679DMG|79BPWR|8RCR
58	64225 21323	10	   	260.33	DCR|4VULN|2DUR|1CDMG	1LIT|2RMIN|348aVULN|5CDMG|67DUR|9RCR
59	35522 36231	2	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	1BELT|28ASPD|3LWND|489VULN|5DUST|6DUR|78DMG|8BPWR|aRCR
60	53124 11151	2	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	1RCVC|268VULN|356DUR|4TBNT|6BPWR|7RCR|9ASPD|aDMG
61	61153 12613	5	   	259.96	DCR|4VULN|2ASPD|1DUR|2LIT	1aLIT|2aASPD|3LHND|4DUR|5LEGI|679aVULN|8RCR|aBPWR
62	52123 36143	2	 * 	259.75	DCR|3VULN|3DUR|3ASPD|1AART|1SELL	1RCVC|2AART|37aVULN|47aASPD|57aDUR|6RMIN|7aBPWR|8RCR|9SELL
63	64223 33341	10	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	1LIT|2RMIN|348aVULN|5TLV|6DUR|7ASPD|9RCR
64	21231 11645	5	   	258.83	DCR|2VULN|2DMG|3ASPD|1TLV|1DUR|1SELL	1SELL|29VULN|3DUR|49aASPD|5TLV|6LHND|7RCR|89DMG|9BPWR
65	35223 15332	7	   	258.82	DCR|3VULN|2DMG|2ASPD|2LIT	1BELT|28ASPD|38LIT|4aDMG|5ZMB|678VULN|8BPWR|9RCR
66	52135 36133	2	   	258.78	DCR|3VULN|3DUR|2CDMG|1NUKE|1AART	1RCVC|2AART|37aVULN|47aDUR|5NUKE|6RMIN|7aBPWR|8RCR|9aCDMG
67	52131 56113	2	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1RCVC|2AART|378VULN|457DUR|6RCR|7BPWR|9RPLT|aDMG
68	31133 34332	3	 * 	258.64	DCR|4VULN|2DUR|1DMG	1BELT|28ZMB|3BEXP|48DUR|578aVULN|6RCR|8BPWR|9DMG
69	32433 34332	3	   	258.64	DCR|4VULN|2DUR|1DMG	1BELT|28BEXP|3ZMB|48DUR|578aVULN|6RCR|8BPWR|9DMG
70	21263 51233	6	 * 	258.47	DCR|3VULN|2DMG|2TLV|1DUR|2SELL	16SELL|259VULN|3DUR|49TLV|79DMG|8RMIN|9BPWR|aRCR
71	21263 54233	7	 * 	258.47	DCR|3VULN|2DMG|2TLV|1DUR|2SELL	16SELL|259VULN|3DUR|49TLV|79DMG|8RMIN|9BPWR|aRCR
72	32124 33343	1	   	258.47	DCR|3VULN|3DMG|2CDMG	17BELT|28aDMG|38LHND|48aVULN|5LEGI|6RCR|8aBPWR|9aCDMG
73	32123 63343	1	   	258.37	DCR|3VULN|3DMG|2CDMG	1BELT|28aDMG|3aLHND|458VULN|6RCR|78DUST|8aBPWR|9aCDMG
74	32523 33343	1	   	258.37	DCR|3VULN|3DMG|2CDMG	1BELT|28aDMG|3aLWND|458VULN|6RCR|78DUST|8aBPWR|9aCDMG
75	21211 51641	6	 * 	258.33	DCR|2VULN|3DMG|2DUR|1TLV|1SELL	1SELL|29VULN|39DUR|4LHND|5RMIN|6TLV|7RCR|89aDMG|9BPWR
76	21213 13641	8	 * 	258.33	DCR|2VULN|3DMG|2DUR|1TLV|1SELL	1SELL|29VULN|39DUR|4LHND|5TLV|69aDMG|7RMIN|8RCR|9BPWR
77	21213 21641	6	 * 	258.33	DCR|2VULN|3DMG|2DUR|1TLV|1SELL	1SELL|29VULN|39DUR|4LHND|5TLV|6RMIN|7RCR|89aDMG|9BPWR
78	43133 25134	3	   	258.20	DCR|4VULN|1DUR|1CDMG|1ASPD|1AART	13CGEN|237aVULN|3BPWR|4ASPD|5AART|6DUR|8RCR|9CDMG
79	62311 61233	10	   	258.01	DCR|4VULN|1TLV|1DUR|1AART	1LIT|2AART|3TLV|4LWND|5789VULN|6DUR|aRCR
80	21231 11644	5	   	257.61	DCR|2VULN|2DMG|2ASPD|1TLV|1DUR|1SELL	1SELL|29VULN|3DUR|49ASPD|5TLV|6LHND|7RCR|89DMG|9BPWR|aLIT
81	43113 12416	3	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	13CGEN|2378VULN|3BPWR|4BELT|5CDMG|6DMG|9DUR|aRCR
82	43133 12416	5	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	13CGEN|2378VULN|3BPWR|4CDMG|5BELT|6DMG|9DUR|aRCR
83	31113 12416	1	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1BELT|2CDMG|3CGEN|4578VULN|6DMG|9DUR|aRCR
84	31313 12445	3	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1BELT|2ZMB|3CDMG|4578VULN|6DMG|9RCR|aDUR
85	43132 52153	4	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	13CGEN|2356VULN|3BPWR|4CDMG|7RCR|8DUST|9DUR|aDMG
86	43132 52531	4	   	257.08	DCR|5VULN|1TLV|1CDMG	13CGEN|23568VULN|3BPWR|4CDMG|7RCR|9TLV|aBEXP
87	43132 52532	4	   	257.08	DCR|5VULN|1TLV|1CDMG	13CGEN|23568VULN|3BPWR|4CDMG|7RCR|9TLV|aLHND
88	43132 52533	4	   	257.08	DCR|5VULN|1TLV|1CDMG	13CGEN|23568VULN|3BPWR|4CDMG|7RCR|9TLV|aLWND
89	44332 32121	10	   	256.72	DCR|2VULN|3DUR|3CDMG|1DMG	19CGEN|235DUR|459CDMG|59BPWR|6LIT|7DMG|89VULN|aRCR
90	52121 65133	2	   	256.56	DCR|3VULN|2DUR|2CDMG|1ASPD|1AART	1RCVC|2AART|37aVULN|4ASPD|5RMIN|6aDUR|8RCR|9aCDMG|aBPWR
91	52123 35133	2	   	256.56	DCR|3VULN|2DUR|2CDMG|1ASPD|1AART	1RCVC|2AART|37aVULN|4ASPD|5aDUR|6RMIN|8RCR|9aCDMG|aBPWR
92	52126 35133	1	   	256.56	DCR|3VULN|2DUR|2CDMG|1ASPD|1AART	1RCVC|2aDUR|3AART|4ASPD|57aVULN|6RMIN|8RCR|9aCDMG|aBPWR
93	52623 35133	3	   	256.56	DCR|3VULN|2DUR|2CDMG|1ASPD|1AART	1RCVC|2AART|37aVULN|4ASPD|5aDUR|6RMIN|8RCR|9aCDMG|aBPWR
94	42353 11226	1	 * 	255.98	DCR|2VULN|3DMG|2DUR|1CDMG	1CGEN|29DUR|3LWND|4CDMG|59aDMG|6LHND|7RCR|89VULN|9BPWR
95	62142 52222	8	   	255.43	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1LIT|2AART|3ZMB|4TLV|589VULN|6DUR|7DMG|aRCR
96	62362 52222	8	   	255.43	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1LIT|2AART|3TLV|4RMIN|589VULN|6DUR|7DMG|aRCR
97	54633 22321	6	   	255.26	DCR|3VULN|3DUR|3CDMG	1RCVC|247CDMG|3RMIN|479BPWR|579DUR|679VULN|8RCR|aBEXP
98	54633 22322	6	   	255.26	DCR|3VULN|3DUR|3CDMG	1RCVC|247CDMG|3RMIN|479BPWR|579DUR|679VULN|8RCR|aBELT
99	32123 63354	1	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1BELT|28DMG|3LHND|458VULN|6RCR|78DUST|8BPWR|9DUR|aTLV
100	32523 33354	1	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1BELT|28DMG|3LWND|458VULN|6RCR|78DUST|8BPWR|9DUR|aTLV
101	43135 31333	3	 * 	254.97	DCR|3VULN|3ASPD|2DUR	13CGEN|235VULN|35BPWR|456ASPD|7aDUR|8RCR|9LIT
102	21213 11654	6	   	254.80	DCR|3VULN|2DMG|1TLV|1DUR|1SELL	1SELL|29aVULN|3DUR|4LHND|5TLV|68DMG|7RCR
103	21233 11654	3	   	254.80	DCR|3VULN|2DMG|1TLV|1DUR|1SELL	1SELL|29aVULN|3DUR|4TLV|58DMG|6LHND|7RCR
104	21263 14613	10	   	254.80	DCR|3VULN|2DMG|1TLV|1DUR|1SELL	1SELL|259VULN|3DUR|4TLV|6BEXP|7aDMG|8RCR
105	53263 31225	5	   	254.75	DCR|3VULN|3DMG|1TLV	1RCVC|289VULN|3DUST|489DMG|5BELT|6RCR|789MLV|89BPWR|aTLV
106	32523 31621	1	   	254.65	DCR|3VULN|3DMG|1DUR	1BELT|289DMG|3LWND|459VULN|6RCR|79MLV|9BPWR|aDUR
107	32526 34332	1	   	254.65	DCR|3VULN|3DMG|1DUR	1BELT|289DMG|3LWND|478VULN|58LHND|6RCR|8BPWR|aDUR
108	32526 36332	1	   	254.65	DCR|3VULN|3DMG|1DUR	1BELT|278DMG|3LWND|489VULN|58LHND|6RCR|8BPWR|aDUR
109	32124 34332	1	   	254.55	DCR|3VULN|3DMG|1DUR	1BELT|289DMG|38LHND|478VULN|5LEGI|6RCR|8BPWR|aDUR
110	32523 32621	1	   	254.45	DCR|3VULN|3DMG|1DUR	1BELT|289DMG|3LWND|459VULN|6RCR|79ERES|9BPWR|aDUR
111	53263 32221	5	   	254.45	DCR|3VULN|3DMG|1DUR	1RCVC|289VULN|3DUST|489DMG|5BELT|6RCR|789ERES|89BPWR|aDUR
112	21316 53322	4	   	254.36	DCR|3VULN|3DMG|1TLV|2SELL	15SELL|279VULN|3RPLT|479BEXP|679DMG|79BPWR|8RCR|aTLV
113	21316 53325	4	   	254.36	DCR|3VULN|3DMG|1DUR|2SELL	15SELL|279VULN|3RPLT|479BEXP|679DMG|79BPWR|8RCR|aDUR
114	21336 53322	3	   	254.36	DCR|3VULN|3DMG|1TLV|2SELL	15SELL|279VULN|3RPLT|479BEXP|679DMG|79BPWR|8RCR|aTLV
115	21336 53325	3	   	254.36	DCR|3VULN|3DMG|1DUR|2SELL	15SELL|279VULN|3RPLT|479BEXP|679DMG|79BPWR|8RCR|aDUR
116	25352 33322	2	   	254.36	DCR|3VULN|3DMG|1TLV|2SELL	15SELL|2RPLT|379DMG|479VULN|679BEXP|79BPWR|8RCR|aTLV
117	25352 33325	2	   	254.36	DCR|3VULN|3DMG|1DUR|2SELL	15SELL|2RPLT|379DMG|479VULN|679BEXP|79BPWR|8RCR|aDUR
118	21316 53322	3	   	254.06	DCR|3VULN|3DMG|1TLV|2SELL	15SELL|279VULN|3RPLT|479DUST|679DMG|79BPWR|8RCR|aTLV
119	21316 53325	3	   	254.06	DCR|3VULN|3DMG|1DUR|2SELL	15SELL|279VULN|3RPLT|479DUST|679DMG|79BPWR|8RCR|aDUR
120	21326 53326	4	   	254.06	DCR|3VULN|3DMG|1DUR|2SELL	15SELL|279VULN|3RPLT|4LEGI|679DMG|79BPWR|8RCR|aDUR
121	21366 53322	4	   	254.06	DCR|3VULN|3DMG|1TLV|2SELL	15SELL|279VULN|3RPLT|479DUST|679DMG|79BPWR|8RCR|aTLV
122	32121 34621	1	   	253.93	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	1BELT|29DMG|3LHND|49VULN|5ASPD|6TLV|7RMIN|89DUR|9BPWR|aRCR
123	21213 13645	8	   	253.68	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1SELL|29VULN|39DUR|4LHND|5TLV|69DMG|7RMIN|8RCR|9BPWR|aASPD
124	21213 21645	6	   	253.68	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1SELL	1SELL|29VULN|39DUR|4LHND|5TLV|6RMIN|7RCR|89DMG|9BPWR|aASPD
125	61142 32326	2	 * 	253.62	DCR|3VULN|2DMG|3LIT|1ASPD	148LIT|2ASPD|3BELT|5RMIN|68DMG|78aVULN|8BPWR|9RCR
126	32327 84231	1	   	253.48	DCR|3VULN|2DMG|2DUR	1BELT|28DMG|3MBVNT|489VULN|5BEXP|6CGEN|78DUR|8BPWR|aRCR
127	35121 34342	2	   	253.48	DCR|3VULN|2DMG|3ASPD	1BELT|258ASPD|3LHND|468VULN|78DMG|8BPWR|9RCR|aBEXP
128	21253 31412	4	   	253.44	DCR|3VULN|2DMG|2DUR|1SELL	1SELL|28aVULN|3aDUR|48FEWX|58DMG|6RCR|7BBNT|8aBPWR|9aCGEN
129	34633 22263	3	   	253.35	DCR|2VULN|3DUR|2DMG|1CDMG	1BELT|2aDUST|37aDUR|4CDMG|58VULN|6aDMG|9RCR|aBPWR
130	21321 53514	2	   	253.34	DCR|3VULN|2DMG|2DUR|1SELL	1SELL|279VULN|3LWND|47DUR|5RPLT|67DMG|7BPWR|8DMSP|aRCR
131	23321 53514	1	   	253.34	DCR|3VULN|2DMG|2DUR|1SELL	1SELL|279VULN|3LWND|47DUR|5RPLT|67DMG|7BPWR|8DMSP|aRCR
132	21213 31412	3	   	253.24	DCR|3VULN|2DMG|2DUR|1SELL	1SELL|28aVULN|3aDUR|48DUST|58DMG|6RCR|7BBNT|8aBPWR|9aCGEN
133	21451 23321	10	   	253.18	DCR|4VULN|2DUR|2LIT|1SELL	1SELL|2578VULN|3CGEN|47LIT|67DUR|7BPWR|9RCR|aBEXP
134	21451 23322	9	   	253.18	DCR|4VULN|2DUR|2LIT|1SELL	1SELL|2578VULN|3CGEN|47LIT|67DUR|7BPWR|9RCR|aLWND
135	21451 23322	10	   	253.18	DCR|4VULN|2DUR|2LIT|1SELL	1SELL|2578VULN|3aCGEN|47LIT|67DUR|7BPWR|9RCR
136	21451 23323	9	   	253.18	DCR|4VULN|2DUR|2LIT|1SELL	1SELL|2578VULN|3CGEN|47LIT|67DUR|7BPWR|9RCR|aFEWX
137	21451 23324	9	   	253.18	DCR|4VULN|2DUR|2LIT|1SELL	1SELL|2578VULN|3CGEN|47LIT|67DUR|7BPWR|9RCR|aBEXP
138	21451 23325	10	   	253.18	DCR|4VULN|2DUR|2LIT|1SELL	1SELL|2578VULN|3CGEN|47LIT|67DUR|7BPWR|9RCR|aFEWX
139	21451 23333	7	   	253.18	DCR|4VULN|2DUR|2LIT|1SELL	1SELL|257aVULN|3CGEN|47LIT|67DUR|7BPWR|8BEXP|9RCR
140	21451 23133	8	   	253.08	DCR|4VULN|2DUR|2LIT|1SELL	1SELL|257aVULN|3CGEN|47LIT|67DUR|7BPWR|8DUST|9RCR
141	21451 23323	10	   	253.08	DCR|4VULN|2DUR|2LIT|1SELL	1SELL|2578VULN|3CGEN|47LIT|67DUR|7BPWR|9RCR|aERES
142	21451 23324	10	   	253.08	DCR|4VULN|2DUR|2LIT|1SELL	1SELL|2578VULN|3CGEN|47LIT|67DUR|7BPWR|9RCR|aMBVNT
143	21451 23326	9	   	253.08	DCR|4VULN|2DUR|2LIT|1SELL	1SELL|2578VULN|3CGEN|47LIT|67DUR|7BPWR|9RCR|aERES
144	61226 16222	8	   	252.76	DCR|4VULN|1DUR|1ASPD|1AART	1LIT|2ASPD|3489VULN|5DUR|6LWND|7AART|aRCR
145	32123 61263	1	   	252.65	DCR|3VULN|2DMG|1DUR|1CDMG	1BELT|28DMG|3LHND|458VULN|6RCR|78MLV|8BPWR|9CDMG|aDUR
146	32523 31263	1	   	252.65	DCR|3VULN|2DMG|1DUR|1CDMG	1BELT|28DMG|3LWND|458VULN|6RCR|78MLV|8BPWR|9CDMG|aDUR
147	32123 62263	1	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1BELT|28DMG|3LHND|458VULN|6RCR|78ERES|8BPWR|9CDMG|aDUR
148	32523 32263	1	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1BELT|28DMG|3LWND|458VULN|6RCR|78ERES|8BPWR|9CDMG|aDUR
149	64232 22463	9	   	252.43	DCR|2VULN|2DMG|2DUR|2LIT|1ASPD	1aLIT|2RMIN|3aVULN|4ASPD|58DUR|6MBVNT|7RCR|9aDMG|aBPWR
150	64232 22473	8	   	252.43	DCR|2VULN|2DMG|2DUR|2LIT|1ASPD	1aLIT|2RMIN|3aVULN|4ASPD|58DUR|6MBVNT|7RCR|9aDMG|aBPWR
151	21353 35163	3	   	252.40	DCR|3VULN|2DMG|1TLV|1CDMG|1SELL	1SELL|27aVULN|3RPLT|4CDMG|57DMG|67ZMB|7BPWR|8RCR|9TLV
152	43135 51111	10	   	252.30	DCR|3VULN|2DMG|1DUR|1CDMG|1SELL	13CGEN|238VULN|3BPWR|4CDMG|5DUR|6SELL|7RCR|9aDMG
153	31133 34346	3	   	252.22	DCR|4VULN|2DUR|1CDMG	1BELT|28ZMB|3BEXP|48DUR|578aVULN|6RCR|8BPWR|9CDMG
154	14331 31431	5	   	252.16	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	18DUST|28ASPD|3DUR|4CDMG|589VULN|6RCR|7BBNT|8BPWR|aTLV
155	53133 35341	10	   	252.16	DCR|4VULN|1DMG|1DUR	1RCVC|258aVULN|3LHND|4LIT|6DUR|7DMG|9RCR
156	53263 31223	5	   	252.15	DCR|3VULN|3DMG|1CDMG	1RCVC|289VULN|3DUST|489DMG|5BELT|6RCR|789MLV|89BPWR|aCDMG
157	43135 31325	3	   	252.15	DCR|3VULN|3ASPD|1DMG|1DUR	13CGEN|235VULN|35BPWR|456ASPD|7DUR|8RCR|9LWND|aDMG
158	43132 22551	4	   	252.12	DCR|4VULN|2DUR|1CDMG	136CGEN|2358VULN|3BPWR|4CDMG|7RCR|9aDUR
159	62251 31282	9	 * 	252.12	DCR|4VULN|2TLV|2LIT|1AART	19LIT|2AART|3LHND|49TLV|5789VULN|6MBVNT|9BPWR|aRCR
160	32523 31624	1	   	252.05	DCR|3VULN|3DMG|1CDMG	1BELT|289DMG|3LWND|459VULN|6RCR|79MLV|9BPWR|aCDMG
161	32526 34331	1	   	252.05	DCR|3VULN|3DMG|1CDMG	1BELT|289DMG|3LWND|478VULN|58LHND|6RCR|8BPWR|aCDMG
162	32526 36331	1	   	252.05	DCR|3VULN|3DMG|1CDMG	1BELT|278DMG|3LWND|489VULN|58LHND|6RCR|8BPWR|aCDMG
163	43135 31315	3	   	252.05	DCR|3VULN|3ASPD|1DMG|1DUR	13CGEN|235VULN|35BPWR|456ASPD|7DUR|8RCR|9DUST|aDMG
164	32124 34331	1	   	251.95	DCR|3VULN|3DMG|1CDMG	1BELT|289DMG|38LHND|478VULN|5LEGI|6RCR|8BPWR|aCDMG
