0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13553 32235	7	 * 	285.69	DCR|4VULN|2DUR|1DMG|1TLV|1ASPD	13DUR|267aVULN|4ASPD|5TLV|8RCR|9DMG
18	13533 32235	7	   	274.59	DCR|4VULN|2DUR|1DMG|1TLV|1NUKE	13DUR|267aVULN|4NUKE|5TLV|8RCR|9DMG
19	12343 31326	9	 * 	274.06	DCR|3VULN|3DMG|1DUR|1ASPD	1DUR|29aFEWX|3ASPD|4LIT|59aVULN|6RCR|7ERES|89aDMG|9aBPWR
20	13554 32233	7	   	274.05	DCR|3VULN|2DMG|2DUR|1ASPD|1AART	13DUR|267VULN|4ASPD|59DMG|8RCR|aAART
21	13554 32333	8	   	274.05	DCR|3VULN|2DMG|2DUR|1ASPD|1AART	13DUR|267VULN|4ASPD|59DMG|8RCR|aAART
22	15323 36431	7	   	273.75	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1DUR|2CGEN|3568VULN|4CDMG|7RCR|9DMG|aTLV
23	12244 31235	1	   	273.26	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	17DUR|26ASPD|3TLV|45aVULN|8RCR|9DMG
24	13254 32235	7	 * 	272.44	DCR|4VULN|2DMG|1DUR|1ASPD	1DUR|267aVULN|3RCVC|4ASPD|59DMG|8RCR
25	13254 32335	8	   	272.44	DCR|4VULN|2DMG|1DUR|1ASPD	1DUR|267aVULN|3RCVC|4ASPD|59DMG|8RCR
26	15323 31114	10	   	272.09	DCR|4VULN|2DUR|2TLV|1CDMG	1aDUR|2CGEN|356aVULN|4CDMG|7ERES|8RCR|9aTLV|aBPWR
27	14353 13213	1	 * 	271.76	DCR|4VULN|3DUR|2CDMG	157DUR|2CGEN|379aVULN|47CDMG|6DMSP|7BPWR|8RCR
28	15113 13213	3	   	271.76	DCR|4VULN|3DUR|2CDMG	137DUR|2CGEN|479aVULN|57CDMG|6DMSP|7BPWR|8RCR
29	15153 43213	4	   	271.76	DCR|4VULN|3DUR|2CDMG	137DUR|2CGEN|4DMSP|57CDMG|679aVULN|7BPWR|8RCR
30	15323 13213	4	   	271.76	DCR|4VULN|3DUR|2CDMG	157DUR|2CGEN|379aVULN|47CDMG|6DMSP|7BPWR|8RCR
31	15353 13213	3	   	271.76	DCR|4VULN|3DUR|2CDMG	157DUR|2CGEN|379aVULN|47CDMG|6DMSP|7BPWR|8RCR
32	15353 13213	2	   	271.76	DCR|4VULN|3DUR|2CDMG	157DUR|2CGEN|379aVULN|47CDMG|6DMSP|7BPWR|8RCR
33	16113 13213	1	   	271.76	DCR|4VULN|3DUR|2CDMG	127DUR|3MLV|479aVULN|57CDMG|6DMSP|7BPWR|8RCR
34	11153 43213	4	   	271.66	DCR|4VULN|3DUR|2CDMG	137DUR|2ERES|4DMSP|57CDMG|679aVULN|7BPWR|8RCR
35	11323 13213	4	   	271.66	DCR|4VULN|3DUR|2CDMG	157DUR|2ERES|379aVULN|47CDMG|6DMSP|7BPWR|8RCR
36	11353 13213	2	   	271.66	DCR|4VULN|3DUR|2CDMG	157DUR|2ERES|379aVULN|47CDMG|6DMSP|7BPWR|8RCR
37	11353 13213	3	   	271.66	DCR|4VULN|3DUR|2CDMG	157DUR|2ERES|379aVULN|47CDMG|6DMSP|7BPWR|8RCR
38	44211 43213	5	   	271.56	DCR|4VULN|3DUR|2CDMG	17ERES|24CDMG|357DUR|679aVULN|7BPWR|8RCR
39	44211 63213	6	   	271.56	DCR|4VULN|3DUR|2CDMG	17ERES|24CDMG|357DUR|679aVULN|7BPWR|8RCR
40	11123 43213	3	   	271.56	DCR|4VULN|3DUR|2CDMG	137DUR|24ERES|57CDMG|679aVULN|7BPWR|8RCR
41	16323 43213	1	   	271.56	DCR|4VULN|3DUR|2CDMG	127DUR|34ERES|57CDMG|679aVULN|7BPWR|8RCR
42	13553 32236	7	   	271.35	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	13DUR|267VULN|4ASPD|5TLV|8RCR|9DMG|aLIT
43	13253 32235	7	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1DUR|267aVULN|3RCVC|4ASPD|5TLV|8RCR|9DMG
44	15115 23213	3	 * 	271.10	DCR|5VULN|3DUR|1SELL	137DUR|27CGEN|4579aVULN|6SELL|7BPWR|8RCR
45	11115 23213	3	 * 	270.89	DCR|5VULN|3DUR|1SELL	137DUR|27ERES|4579aVULN|6SELL|7BPWR|8RCR
46	16315 23213	1	 * 	270.89	DCR|5VULN|3DUR|1SELL	127DUR|37ERES|4579aVULN|6SELL|7BPWR|8RCR
47	13324 18481	6	 * 	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	158DUR|268VULN|38ASPD|4MBVNT|7BELT|8BPWR|9DMG|aRCR
48	12244 41133	1	 * 	269.79	DCR|3VULN|3DUR|2TLV|1ASPD|1AART	178DUR|2ASPD|37TLV|457VULN|6AART|7BPWR|9BEXP|aRCR
49	12343 34311	9	 * 	269.62	DCR|2VULN|3DUR|2DMG|2ASPD	18aDUR|278FEWX|3aASPD|4LIT|58VULN|6RCR|8aBPWR|9aDMG
50	12343 34315	10	   	269.62	DCR|2VULN|3DUR|2DMG|2ASPD	18aDUR|278FEWX|3aASPD|4LIT|58VULN|6RCR|8aBPWR|9aDMG
51	13254 32215	7	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	19DUR|267aVULN|3RCVC|4ASPD|5DMG|8RCR
52	13254 32315	8	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	19DUR|267aVULN|3RCVC|4ASPD|5DMG|8RCR
53	13554 32313	10	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	13DUR|267aVULN|4ASPD|5DMG|8RCR|9ZMB
54	13534 32353	10	   	269.34	DCR|4VULN|2DUR|1DMG|1ASPD|1NUKE	13DUR|267aVULN|4NUKE|5ASPD|8RCR|9DMG
55	11334 41612	4	   	269.25	DCR|4VULN|2DUR|2ASPD|1AART	17DUR|2ERES|3579VULN|47ASPD|6AART|7BPWR|8TBNT|aRCR
56	13233 36231	7	 * 	269.09	DCR|3VULN|3DUR|2TLV|1DMG|1NUKE	17aDUR|267VULN|3RCVC|4NUKE|57TLV|7BPWR|8RCR|9DMG
57	13256 22312	4	 * 	269.06	DCR|4VULN|3ASPD|2DUR|1SELL	17DUR|2579VULN|3RCVC|457ASPD|57BPWR|6SELL|8TBNT|aRCR
58	13346 22312	3	 * 	269.06	DCR|4VULN|3ASPD|2DUR|1SELL	17DUR|2579VULN|357ASPD|4RCVC|57BPWR|6SELL|8TBNT|aRCR
59	13436 31235	6	   	268.92	DCR|5VULN|2DUR|1ASPD	17DUR|2569aVULN|3MLV|4ASPD|8RCR
60	13436 32215	7	   	268.92	DCR|5VULN|2DUR|1ASPD	19DUR|2567aVULN|3MLV|4ASPD|8RCR
61	13336 31235	6	   	268.92	DCR|5VULN|2DUR|1ASPD	17DUR|2569aVULN|3ASPD|4MLV|8RCR
62	13336 32215	7	   	268.92	DCR|5VULN|2DUR|1ASPD	19DUR|2567aVULN|3ASPD|4MLV|8RCR
63	13336 32232	7	   	268.92	DCR|5VULN|2DUR|1ASPD	1aDUR|25679VULN|3ASPD|4MLV|8RCR
64	13436 32232	7	   	268.92	DCR|5VULN|2DUR|1ASPD	1aDUR|25679VULN|3MLV|4ASPD|8RCR
65	13254 32322	10	   	268.51	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1DUR|267aVULN|3RCVC|4ASPD|5DMG|8RCR|9CDMG
66	13336 36233	7	   	268.09	DCR|4VULN|2DUR|2ASPD	17DUR|2569VULN|37ASPD|47MLV|7BPWR|8RCR|aLIT
67	13436 36233	7	   	268.09	DCR|4VULN|2DUR|2ASPD	17DUR|2569VULN|37MLV|47ASPD|7BPWR|8RCR|aLIT
68	13631 33313	10	   	268.09	DCR|4VULN|2DUR|2ASPD	18DUR|248aVULN|34LHND|48BPWR|5LIT|6MBVNT|78ASPD|9RCR
69	13631 33358	8	   	268.09	DCR|4VULN|2DUR|2ASPD	18DUR|2489VULN|34LHND|48BPWR|5LIT|6MBVNT|78ASPD|aRCR
70	13631 33378	9	   	268.09	DCR|4VULN|2DUR|2ASPD	18DUR|2489VULN|34LHND|48BPWR|5LIT|6MBVNT|78ASPD|aRCR
71	13423 44233	8	   	267.51	DCR|3VULN|2DMG|1DUR|2LIT|1CDMG	1DUR|25aVULN|3MLV|4CDMG|6aLIT|7LHND|8aDMG|9RCR|aBPWR
72	13631 52533	5	 * 	267.37	DCR|3VULN|2DMG|2CDMG|1DUR	1DUR|24aVULN|34LHND|4aBPWR|5LIT|6aDMG|7CGEN|8aCDMG|9RCR
73	13631 52533	6	   	267.37	DCR|3VULN|2DMG|2CDMG|1DUR	1DUR|24aVULN|34LHND|4aBPWR|5LIT|6aDMG|7CGEN|8aCDMG|9RCR
74	13632 52533	4	   	267.37	DCR|3VULN|2DMG|2CDMG|1DUR	1DUR|24aVULN|34LHND|4aBPWR|5LIT|6aDMG|7CGEN|8aCDMG|9RCR
75	13631 53533	7	   	267.27	DCR|3VULN|2DMG|2CDMG|1DUR	1DUR|24aVULN|34LHND|4aBPWR|5LIT|6aDMG|7ERES|8aCDMG|9RCR
76	13554 33331	7	   	266.95	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	13aDUR|26VULN|4ASPD|58DMG|7TLV|9RCR
77	13553 32234	7	   	266.76	DCR|3VULN|2DUR|2TLV|1DMG|1ASPD	13DUR|267VULN|4ASPD|5aTLV|8RCR|9DMG
78	13553 33235	7	   	266.76	DCR|3VULN|2DUR|2TLV|1DMG|1ASPD	13DUR|26aVULN|4ASPD|57TLV|8RCR|9DMG
79	13233 36264	7	   	266.74	DCR|4VULN|2DUR|2TLV|1NUKE	17DUR|267aVULN|3RCVC|4NUKE|57TLV|7BPWR|8RCR|9LIT
80	13236 32661	4	   	266.71	DCR|3VULN|3DUR|2DMG|1NUKE	158DUR|258VULN|3RCVC|4NUKE|58BPWR|68DMG|7TBNT|9RCR|aLWND
81	13236 32662	4	   	266.71	DCR|3VULN|3DUR|2DMG|1NUKE	158DUR|258VULN|3RCVC|4NUKE|58BPWR|68DMG|7TBNT|9RCR|aZMB
82	13236 32663	4	   	266.71	DCR|3VULN|3DUR|2DMG|1NUKE	158DUR|258VULN|3RCVC|4NUKE|58BPWR|68DMG|7TBNT|9RCR|aCGEN
83	13536 63331	6	   	266.51	DCR|3VULN|3DUR|2DMG|1NUKE	13aDUR|256VULN|4NUKE|7RCR|89DMG
84	13254 33335	7	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1DUR|26aVULN|3RCVC|4ASPD|58DMG|7TLV|9RCR
85	13553 32212	7	   	265.87	DCR|3VULN|3DUR|1TLV|1ASPD|1AART	139DUR|267VULN|4ASPD|5TLV|8RCR|aAART
86	13253 32215	7	   	265.63	DCR|4VULN|2DUR|1TLV|1ASPD	19DUR|267aVULN|3RCVC|4ASPD|5TLV|8RCR
87	13553 32225	7	   	265.63	DCR|4VULN|2DUR|1TLV|1ASPD	13DUR|267aVULN|4ASPD|5TLV|8RCR|9MLV
88	13553 32242	7	   	265.63	DCR|4VULN|2DUR|1TLV|1ASPD	13DUR|267aVULN|4ASPD|5TLV|8RCR|9LWND
89	13553 32252	7	   	265.63	DCR|4VULN|2DUR|1TLV|1ASPD	13DUR|267aVULN|4ASPD|5TLV|8RCR|9LHND
90	13631 33314	10	   	265.51	DCR|3VULN|2DUR|2ASPD|1DMG	18DUR|248VULN|34LHND|48BPWR|5LIT|6MBVNT|78ASPD|9RCR|aDMG
91	13343 12536	5	   	265.31	DCR|3VULN|2DUR|2ASPD|2TLV	19DUR|259VULN|3aASPD|4LIT|69TLV|7MBVNT|8RCR|9BPWR
92	13533 32231	7	   	265.17	DCR|3VULN|3DUR|1DMG|1TLV|1NUKE	13aDUR|267VULN|4NUKE|5TLV|8RCR|9DMG
93	13536 63123	6	   	265.15	DCR|4VULN|3DUR|1CDMG|1NUKE	138DUR|256aVULN|4NUKE|7RCR|9CDMG
94	13553 32262	7	   	264.52	DCR|3VULN|3DUR|1TLV|1ASPD	13aDUR|267VULN|4ASPD|5TLV|8RCR|9LIT
95	12343 35342	8	   	264.43	DCR|4VULN|2DUR|2LIT|1ASPD	18DUR|28FEWX|3ASPD|47LIT|589aVULN|6RCR|8BPWR
96	12343 35362	9	   	264.43	DCR|4VULN|2DUR|2LIT|1ASPD	18DUR|28FEWX|3ASPD|47LIT|589aVULN|6RCR|8BPWR
97	13254 31235	6	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	17DUR|26aVULN|3RCVC|4ASPD|59DMG|8RCR
98	13254 32231	7	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	1aDUR|267VULN|3RCVC|4ASPD|59DMG|8RCR
99	13254 32331	8	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	1aDUR|267VULN|3RCVC|4ASPD|59DMG|8RCR
100	13254 32351	9	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	1aDUR|267VULN|3RCVC|4ASPD|59DMG|8RCR
101	13254 32353	10	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	1aDUR|267VULN|3RCVC|4ASPD|59DMG|8RCR
102	13256 63331	6	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	1aDUR|256VULN|3RCVC|4ASPD|7RCR|89DMG
103	13326 28313	10	   	264.33	DCR|4VULN|2DUR|2LIT|1ASPD	18DUR|278aVULN|3ASPD|4MBVNT|5LWND|68LIT|8BPWR|9RCR
104	13554 32232	7	   	264.29	DCR|3VULN|2DMG|2DUR|1ASPD	13DUR|267VULN|4ASPD|59DMG|8RCR|aLEGI
105	13554 32332	8	   	264.29	DCR|3VULN|2DMG|2DUR|1ASPD	13DUR|267VULN|4ASPD|59DMG|8RCR|aLEGI
106	13327 18533	6	   	264.23	DCR|4VULN|2DUR|2LIT|1ASPD	19DUR|279aVULN|3ASPD|4MBVNT|5ERES|69LIT|8RCR|9BPWR
107	13321 32733	4	   	264.23	DCR|4VULN|2DUR|2LIT|1ASPD	19DUR|269aVULN|3ASPD|4MBVNT|5ERES|7RCR|89LIT|9BPWR
108	13327 32733	5	   	264.23	DCR|4VULN|2DUR|2LIT|1ASPD	19DUR|269aVULN|3ASPD|4MBVNT|5ERES|7RCR|89LIT|9BPWR
109	13233 36236	7	   	264.17	DCR|3VULN|2DUR|2TLV|1DMG|1NUKE	17DUR|267VULN|3RCVC|4NUKE|57TLV|7BPWR|8RCR|9DMG|aLIT
110	13253 36231	7	 * 	263.49	DCR|2VULN|3DUR|2ASPD|2TLV|1DMG	17aDUR|26VULN|3RCVC|47ASPD|57TLV|7BPWR|8RCR|9DMG
111	13113 61413	2	 * 	263.29	DCR|5VULN|1DMG|1DUR	1DUR|2679aVULN|3RPLT|4TBNT|5DMG|8RCR
112	13123 61413	2	   	263.29	DCR|5VULN|1DMG|1DUR	1DUR|2679aVULN|3RPLT|4BBNT|5DMG|8RCR
113	13141 61413	2	   	263.29	DCR|5VULN|1DMG|1DUR	1DUR|2679aVULN|3RPLT|4DMG|5BBNT|8RCR
114	15113 61413	1	   	263.29	DCR|5VULN|1DMG|1DUR	1DUR|2679aVULN|3RPLT|4TBNT|5DMG|8RCR
115	15123 61413	1	   	263.29	DCR|5VULN|1DMG|1DUR	1DUR|2679aVULN|3RPLT|4BBNT|5DMG|8RCR
116	14132 46131	9	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	19DUR|2AART|3ERES|479VULN|5LWND|6CGEN|89DMG|9BPWR|aRCR
117	14226 21612	6	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	17DUR|2AART|3CGEN|4RCVC|57DMG|679VULN|7BPWR|8TBNT|aRCR
118	15334 41211	4	   	263.06	DCR|3VULN|2DUR|2ASPD|1TLV|1AART	17DUR|2CGEN|357VULN|47ASPD|6AART|7BPWR|8BEXP|9TLV|aRCR
119	12244 11235	1	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	17DUR|2ASPD|3TLV|45aVULN|6DMSP|8RCR|9DMG
120	13253 31235	6	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	17DUR|26aVULN|3RCVC|4ASPD|5TLV|8RCR|9DMG
121	13253 32231	7	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1aDUR|267VULN|3RCVC|4ASPD|5TLV|8RCR|9DMG
122	13254 33135	7	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	18DUR|26aVULN|3RCVC|4ASPD|5DMG|7TLV|9RCR
123	13365 32234	7	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	15DUR|267VULN|3ASPD|4CGEN|8RCR|9DMG|aTLV
124	13551 32234	7	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	13DUR|267VULN|4ASPD|5CGEN|8RCR|9DMG|aTLV
125	13553 32232	7	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	13DUR|267VULN|4ASPD|5TLV|8RCR|9DMG|aFEWX
126	13554 33112	9	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	13DUR|26aVULN|4ASPD|5DMG|7TLV|8ZMB|9RCR
127	15335 32234	7	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	15DUR|2CGEN|367VULN|4ASPD|8RCR|9DMG|aTLV
128	14126 21612	6	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	17DUR|2AART|3ERES|4RCVC|57DMG|679VULN|7BPWR|8TBNT|aRCR
129	11334 41211	4	   	262.96	DCR|3VULN|2DUR|2ASPD|1TLV|1AART	17DUR|2ERES|357VULN|47ASPD|6AART|7BPWR|8BEXP|9TLV|aRCR
130	11335 32234	7	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	15DUR|2ERES|367VULN|4ASPD|8RCR|9DMG|aTLV
131	13534 32234	7	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD|1NUKE	13DUR|267VULN|4NUKE|5ASPD|8RCR|9DMG|aTLV
132	13534 32334	8	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD|1NUKE	13DUR|267VULN|4NUKE|5ASPD|8RCR|9DMG|aTLV
133	13554 32333	10	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	13DUR|267VULN|4ASPD|5DMG|8RCR|9ERES|aTLV
134	13536 63333	6	   	262.94	DCR|3VULN|2DMG|2DUR|1NUKE|1AART	13DUR|256VULN|4NUKE|7RCR|89DMG|aAART
135	13534 32322	10	   	262.93	DCR|4VULN|2DUR|1CDMG|1ASPD|1NUKE	13DUR|267aVULN|4NUKE|5ASPD|8RCR|9CDMG
136	12156 36333	2	 * 	262.87	DCR|3VULN|3DUR|3TLV|1CDMG	147DUR|28FEWX|3RPLT|578VULN|678TLV|78BPWR|9CDMG|aRCR
137	16226 36333	1	   	262.87	DCR|3VULN|3DUR|3TLV|1CDMG	127DUR|38FEWX|4RPLT|578VULN|678TLV|78BPWR|9CDMG|aRCR
138	13533 32264	7	   	262.83	DCR|4VULN|2DUR|1TLV|1NUKE	13DUR|267aVULN|4NUKE|5TLV|8RCR|9LIT
139	13533 36621	8	   	262.67	DCR|3VULN|3DUR|2TLV|1CDMG|1NUKE	137DUR|267VULN|4NUKE|57TLV|7BPWR|8CDMG|9RCR|aLHND
140	13533 36623	8	   	262.67	DCR|3VULN|3DUR|2TLV|1CDMG|1NUKE	137DUR|267VULN|4NUKE|57TLV|7BPWR|8CDMG|9RCR|aFEWX
141	13336 32264	7	   	262.64	DCR|5VULN|1DUR|1ASPD	1DUR|2567aVULN|3ASPD|4MLV|8RCR|9LIT
142	13254 32321	9	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DUR|267VULN|3RCVC|4ASPD|5DMG|8RCR|9CDMG|aTLV
143	13326 28314	10	   	261.75	DCR|3VULN|2DUR|1DMG|2LIT|1ASPD	18DUR|278VULN|3ASPD|4MBVNT|5LWND|68LIT|8BPWR|9RCR|aDMG
144	13631 33318	9	   	261.70	DCR|3VULN|2DUR|2ASPD|1TLV	18DUR|248VULN|34LHND|48BPWR|5LIT|6MBVNT|78ASPD|9RCR|aTLV
145	15323 36412	7	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	1aDUR|2CGEN|3568VULN|4CDMG|7RCR|9AART
146	13343 12537	5	   	261.65	DCR|3VULN|2DUR|2TLV|2LIT|1ASPD	19DUR|259VULN|3ASPD|4aLIT|69TLV|7MBVNT|8RCR|9BPWR
147	13236 63335	6	   	261.34	DCR|4VULN|2DMG|1DUR|1NUKE	1DUR|256aVULN|3RCVC|4NUKE|7RCR|89DMG
148	13352 36523	3	 * 	260.61	ACR|4VULN|3DUR|1TLV|1CDMG|1ASPD	178DUR|2789VULN|3ASPD|4CDMG|5RCR|678LWND|78BPWR|aTLV
149	13554 32321	10	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	13DUR|267VULN|4ASPD|5DMG|8RCR|9CDMG|aFEWX
150	13554 32323	9	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	13DUR|267VULN|4ASPD|5DMG|8RCR|9CDMG|aBEXP
151	13554 32323	10	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	13DUR|267VULN|4ASPD|5DMG|8RCR|9CDMG|aMLV
152	13533 32236	7	   	260.25	DCR|3VULN|2DUR|1DMG|1TLV|1NUKE	13DUR|267VULN|4NUKE|5TLV|8RCR|9DMG|aLIT
153	13336 36212	7	   	260.03	DCR|3VULN|3DUR|2ASPD|1AART	179DUR|256VULN|37ASPD|47MLV|7BPWR|8RCR|aAART
154	13436 36212	7	   	260.03	DCR|3VULN|3DUR|2ASPD|1AART	179DUR|256VULN|37MLV|47ASPD|7BPWR|8RCR|aAART
155	15334 41133	4	   	260.03	DCR|3VULN|3DUR|2ASPD|1AART	178DUR|2CGEN|357VULN|47ASPD|6AART|7BPWR|9BEXP|aRCR
156	13254 32211	7	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	19aDUR|267VULN|3RCVC|4ASPD|5DMG|8RCR
157	13254 32311	8	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	19aDUR|267VULN|3RCVC|4ASPD|5DMG|8RCR
158	13256 63311	6	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	19aDUR|256VULN|3RCVC|4ASPD|7RCR|8DMG
159	13365 32231	7	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	15aDUR|267VULN|3ASPD|4CGEN|8RCR|9DMG
160	13551 32231	7	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	13aDUR|267VULN|4ASPD|5CGEN|8RCR|9DMG
161	13554 32211	7	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	139DUR|267VULN|4ASPD|5DMG|8RCR|aCGEN
162	13554 32212	7	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	139DUR|267VULN|4ASPD|5DMG|8RCR|aDMSP
163	13554 32213	7	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	139DUR|267VULN|4ASPD|5DMG|8RCR|aLHND
164	13554 32221	7	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	13aDUR|267VULN|4ASPD|5DMG|8RCR|9MLV
165	13554 32231	8	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	138DUR|267VULN|4ASPD|5DMG|9RCR|aCGEN
166	13554 32232	8	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	138DUR|267VULN|4ASPD|5DMG|9RCR|aDMSP
167	13554 32233	8	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	138DUR|267VULN|4ASPD|5DMG|9RCR|aLHND
168	13554 32311	8	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	139DUR|267VULN|4ASPD|5DMG|8RCR|aCGEN
169	13554 32311	9	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	13aDUR|267VULN|4ASPD|5DMG|8RCR|9ZMB
170	13554 32312	8	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	139DUR|267VULN|4ASPD|5DMG|8RCR|aDMSP
171	13554 32313	8	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	139DUR|267VULN|4ASPD|5DMG|8RCR|aLHND
172	13554 32321	8	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	13aDUR|267VULN|4ASPD|5DMG|8RCR|9MLV
173	13554 32331	7	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	13aDUR|267VULN|4ASPD|5DMG|8RMIN|9RCR
174	13556 22231	7	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	13aDUR|257VULN|4ASPD|6CGEN|8RCR|9DMG
