0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34245 23113	4	 * 	276.80	DCR|4VULN|3DUR|2DMG	1MLV|24aDUR|3456VULN|4BPWR|78DMG|9RCR
18	24251 21631	9	 * 	257.64	DCR|4VULN|2TLV|1DMG	19DUST|2BEXP|3569VULN|4LIT|7DMG|89TLV|9BPWR|aRCR
19	52114 31322	4	 * 	257.59	DCR|5VULN|3DUR	17BEXP|2BELT|347DUR|5679aVULN|7BPWR|8RCR
20	62114 31342	4	   	257.59	DCR|5VULN|3DUR	17FEWX|2BELT|347DUR|5679aVULN|7BPWR|8RCR
21	24241 53323	7	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1DUST|2BEXP|3678VULN|4TLV|5DMG|9RCR|aDUR
22	22114 31342	4	   	257.39	DCR|5VULN|3DUR	17DUST|2BELT|347DUR|5679aVULN|7BPWR|8RCR
23	14221 53361	8	 * 	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1CGEN|26aDUR|37VULN|4BEXP|56DMG|6BPWR|8RCR|9TLV
24	34221 53361	8	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1MLV|26aDUR|37VULN|4BEXP|56DMG|6BPWR|8RCR|9TLV
25	34243 31532	9	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1MLV|245DUR|34VULN|4BPWR|6CGEN|79DMG|8RCR|aTLV
26	34243 31632	8	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1MLV|245DUR|34VULN|4BPWR|6CGEN|78DMG|9RCR|aTLV
27	34243 51133	9	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	1MLV|245DUR|34VULN|4BPWR|6TLV|79DMG|8DUST|aRCR
28	34242 62133	7	   	255.86	DCR|4VULN|3DUR	15MLV|246DUR|3469VULN|46BPWR|7ASPD|8RCR|aLIT
29	34263 62133	7	   	255.76	DCR|4VULN|3DUR	1MLV|256DUR|3469VULN|6BPWR|7ASPD|8RCR|aLIT
30	14221 53623	7	   	255.75	DCR|3VULN|3DUR|2DMG	1CGEN|26aDUR|378VULN|4BEXP|56DMG|6BPWR|9RCR
31	34221 53623	7	   	255.75	DCR|3VULN|3DUR|2DMG	1MLV|26aDUR|378VULN|4BEXP|56DMG|6BPWR|9RCR
32	14243 23113	4	   	255.75	DCR|3VULN|3DUR|2DMG	15CGEN|24aDUR|346VULN|4BPWR|78DMG|9RCR
33	34242 23113	5	   	255.75	DCR|3VULN|3DUR|2DMG	15MLV|24aDUR|346VULN|4BPWR|78DMG|9RCR
34	34262 63113	6	   	255.75	DCR|3VULN|3DUR|2DMG	15MLV|26aDUR|346VULN|6BPWR|78DMG|9RCR
35	34263 23113	5	   	255.65	DCR|3VULN|3DUR|2DMG	1MLV|25aDUR|346VULN|78DMG|9RCR
36	62146 33213	5	   	255.38	DCR|4VULN|2TLV|1DUR|1AART	17FEWX|2BELT|3DUR|47TLV|5AART|679aVULN|7BPWR|8RCR
37	22146 33213	5	   	255.18	DCR|4VULN|2TLV|1DUR|1AART	17DUST|2BELT|3DUR|47TLV|5AART|679aVULN|7BPWR|8RCR
38	36223 31158	5	 * 	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1aMLV|2RCVC|3MBVNT|47aVULN|5DUR|6RCR|8TLV|9aDMG|aBPWR
39	63341 22351	5	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2RPLT|346VULN|56DMG|6BPWR|7BELT|8DUR|9RCR|aTLV
40	36224 13158	5	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1aMLV|2RCVC|3MBVNT|45aVULN|6RCR|7DUR|8TLV|9aDMG|aBPWR
41	34243 51123	6	   	253.96	DCR|3VULN|3DUR|1TLV|1AART	1MLV|245DUR|347VULN|4BPWR|6TLV|8RCR|9BEXP|aAART
42	34243 52313	7	   	253.96	DCR|3VULN|3DUR|1TLV|1AART	1MLV|245DUR|349VULN|4BPWR|6TLV|7FEWX|8RCR|aAART
43	11241 32625	9	   	253.95	DCR|3VULN|2DMG|2ASPD|1DUR|1AART	12aCGEN|35aVULN|45ASPD|5aBPWR|6RCR|7DUR|8aDMG|9AART
44	24241 51323	6	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1DUST|2BEXP|368VULN|4TLV|57DMG|9RCR|aDUR
45	24241 53333	9	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1DUST|2BEXP|367VULN|4TLV|59DMG|8RCR|aDUR
46	36265 23113	1	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1MLV|2TLV|3ERES|456VULN|78DMG|9RCR|aDUR
47	52114 31324	4	   	252.90	DCR|4VULN|3DUR|1CDMG	17BEXP|2BELT|347DUR|5679VULN|7BPWR|8RCR|aCDMG
48	11241 33463	6	   	252.70	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	12CGEN|357VULN|45ASPD|5BPWR|6RCR|8TLV|9DMG|aDUR
49	11241 36531	10	   	252.70	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	12CGEN|358VULN|45ASPD|5BPWR|6RCR|7TLV|9DMG|aDUR
50	11241 36533	9	   	252.70	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	12CGEN|358VULN|45ASPD|5BPWR|6RCR|7TLV|9DMG|aDUR
51	22114 31344	4	   	252.70	DCR|4VULN|3DUR|1CDMG	17DUST|2BELT|347DUR|5679VULN|7BPWR|8RCR|aCDMG
52	34243 51112	6	   	252.61	DCR|3VULN|3DUR|1TLV	1MLV|245DUR|347VULN|4BPWR|6TLV|8RCR|9RPLT|aLIT
53	34243 51122	6	   	252.61	DCR|3VULN|3DUR|1TLV	1MLV|245DUR|347VULN|4BPWR|6TLV|8RCR|9BEXP|aASPD
54	34243 52312	7	   	252.61	DCR|3VULN|3DUR|1TLV	1MLV|245DUR|349VULN|4BPWR|6TLV|7FEWX|8RCR|aASPD
55	34243 53133	6	   	252.61	DCR|3VULN|3DUR|1TLV	1MLV|245DUR|349VULN|4BPWR|6TLV|7DMSP|8RCR|aLIT
56	23344 33153	3	 * 	251.92	DCR|4VULN|2DUR|3CDMG	145DUST|2RPLT|3459VULN|459BPWR|69DUR|789CDMG|aRCR
57	34243 21412	10	   	251.81	DCR|3VULN|3DUR|1DMG|1CDMG	1MLV|245DUR|349VULN|4BPWR|6ZMB|7DMG|8RCR|aCDMG
58	34243 31512	10	   	251.81	DCR|3VULN|3DUR|1DMG|1CDMG	1MLV|245DUR|349VULN|4BPWR|6CGEN|7DMG|8RCR|aCDMG
59	11241 33151	6	 * 	251.72	DCR|3VULN|2DMG|3ASPD|1DUR	129CGEN|357VULN|459ASPD|59BPWR|6RCR|89DMG|aDUR
60	16241 33151	6	   	251.72	DCR|3VULN|2DMG|3ASPD|1DUR	19CGEN|2RCVC|357VULN|459ASPD|59BPWR|6RCR|89DMG|aDUR
61	22142 26124	1	   	251.21	DCR|3VULN|1TLV|1DMG|1DUR|2LIT	18DUST|2BBNT|3DUR|489VULN|5DMG|6TLV|78LIT|8BPWR|aRCR
62	15243 23136	4	 * 	251.08	DCR|5VULN|2DMG	1CGEN|24BEXP|34569VULN|4BPWR|78DMG|aRCR
63	32243 23136	4	   	251.08	DCR|5VULN|2DMG	1MLV|24BEXP|34569VULN|4BPWR|78DMG|aRCR
64	25212 12642	5	 * 	251.08	DCR|2VULN|2DMG|2TLV|2ASPD|1CDMG	18aDUST|28ASPD|3aVULN|4CDMG|58TLV|6RCR|7RCVC|8aBPWR|9aDMG
65	15263 23136	4	   	250.98	DCR|5VULN|2DMG	1CGEN|2BEXP|34569VULN|78DMG|aRCR
66	32263 23136	4	   	250.98	DCR|5VULN|2DMG	1MLV|2BEXP|34569VULN|78DMG|aRCR
67	36265 23223	1	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1MLV|2TLV|3ERES|456VULN|7DMG|8aDUR|9RCR
68	14221 53622	7	   	250.83	DCR|3VULN|2DMG|2DUR	1CGEN|26DUR|378VULN|4BEXP|56DMG|6BPWR|9RCR|aLIT
69	34221 53622	7	   	250.83	DCR|3VULN|2DMG|2DUR	1MLV|26DUR|378VULN|4BEXP|56DMG|6BPWR|9RCR|aLIT
70	14241 13331	10	   	250.83	DCR|3VULN|2DMG|2DUR	1CGEN|24DUR|347VULN|4BPWR|5BEXP|6ASPD|8RCR|9aDMG
71	14242 21261	10	   	250.83	DCR|3VULN|2DMG|2DUR	1CGEN|24DUR|348VULN|4BPWR|5MLV|6LIT|7aDMG|9RCR
72	34241 13331	10	   	250.83	DCR|3VULN|2DMG|2DUR	1MLV|24DUR|347VULN|4BPWR|5BEXP|6ASPD|8RCR|9aDMG
73	14221 21334	8	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1CGEN|2DUR|379VULN|4BEXP|5DMG|6TLV|8CDMG|aRCR
74	14231 21634	6	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1CGEN|2DUR|379VULN|4LHND|5DMG|6TLV|8CDMG|aRCR
75	14231 21634	7	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1CGEN|2DUR|379VULN|4LHND|5DMG|6TLV|8CDMG|aRCR
76	34212 23634	8	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1MLV|2DUR|379VULN|4CDMG|5TLV|6BEXP|8DMG|aRCR
77	34212 33634	8	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1MLV|2DUR|379VULN|4CDMG|5TLV|6FEWX|8DMG|aRCR
78	34221 21334	8	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1MLV|2DUR|379VULN|4BEXP|5DMG|6TLV|8CDMG|aRCR
79	34231 21634	6	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1MLV|2DUR|379VULN|4LHND|5DMG|6TLV|8CDMG|aRCR
80	34231 21634	7	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1MLV|2DUR|379VULN|4LHND|5DMG|6TLV|8CDMG|aRCR
81	34212 23344	8	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1MLV|2DUR|378VULN|4CDMG|5TLV|6BEXP|9DMG|aRCR
82	34212 33344	8	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1MLV|2DUR|378VULN|4CDMG|5TLV|6FEWX|9DMG|aRCR
83	24241 53322	7	   	249.46	DCR|4VULN|1TLV|1DMG	1DUST|2BEXP|3678VULN|4TLV|5DMG|9RCR|aLIT
84	24251 21621	9	   	249.46	DCR|4VULN|1TLV|1DMG	1DUST|2BEXP|3569VULN|4LIT|7DMG|8TLV|aRCR
85	11241 33156	6	   	249.12	DCR|3VULN|2DMG|3ASPD|1CDMG	129CGEN|357VULN|459ASPD|59BPWR|6RCR|89DMG|aCDMG
86	15243 23113	4	   	248.99	DCR|4VULN|2DMG|1DUR	1CGEN|24BEXP|3456VULN|4BPWR|78DMG|9RCR|aDUR
87	32243 23113	4	   	248.99	DCR|4VULN|2DMG|1DUR	1MLV|24BEXP|3456VULN|4BPWR|78DMG|9RCR|aDUR
88	62146 33211	5	 * 	248.91	DCR|3VULN|2TLV|2DUR|1AART	17FEWX|2BELT|3aDUR|47TLV|5AART|679VULN|7BPWR|8RCR
89	34242 63233	8	   	248.91	DCR|4VULN|3DUR|1AART	15MLV|246DUR|3468VULN|46BPWR|7LWND|9RCR|aAART
90	34265 23111	4	   	248.89	DCR|4VULN|2DMG|1DUR	1MLV|2DUR|3456VULN|78DMG|9RCR|aFEWX
91	34265 23112	4	   	248.89	DCR|4VULN|2DMG|1DUR	1MLV|2DUR|3456VULN|78DMG|9RCR|aRPLT
92	15263 23113	4	   	248.89	DCR|4VULN|2DMG|1DUR	1CGEN|2BEXP|3456VULN|78DMG|9RCR|aDUR
93	32263 23113	4	   	248.89	DCR|4VULN|2DMG|1DUR	1MLV|2BEXP|3456VULN|78DMG|9RCR|aDUR
94	34263 63233	8	   	248.81	DCR|4VULN|3DUR|1AART	1MLV|256DUR|3468VULN|6BPWR|7LWND|9RCR|aAART
95	33245 23113	4	   	248.79	DCR|4VULN|2DMG|1DUR	1MLV|24DUST|3456VULN|4BPWR|78DMG|9RCR|aDUR
96	33265 23113	4	   	248.79	DCR|4VULN|2DMG|1DUR	1MLV|2DUST|3456VULN|78DMG|9RCR|aDUR
97	22146 33211	5	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	17DUST|2BELT|3aDUR|47TLV|5AART|679VULN|7BPWR|8RCR
98	14112 24241	6	 * 	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3LWND|4CDMG|59TLV|6RCR|7BEXP|89VULN|9BPWR|aDMG
99	14112 26241	7	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3LWND|4CDMG|59TLV|6RCR|7BEXP|89VULN|9BPWR|aDMG
100	14112 26241	8	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3LWND|4CDMG|59TLV|6RCR|7BEXP|89VULN|9BPWR|aDMG
101	14112 31241	8	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3LWND|4CDMG|59TLV|6BEXP|7RCR|89VULN|9BPWR|aDMG
102	14112 31241	7	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3LWND|4CDMG|59TLV|6BEXP|7RCR|89VULN|9BPWR|aDMG
103	14112 51241	8	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3LWND|4CDMG|59TLV|6LHND|7RCR|89VULN|9BPWR|aDMG
104	14312 23241	6	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3BEXP|4CDMG|59TLV|6RCR|7FEWX|89VULN|9BPWR|aDMG
105	14312 25241	8	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3BEXP|4CDMG|59TLV|6RCR|7LHND|89VULN|9BPWR|aDMG
106	14312 25241	7	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3BEXP|4CDMG|59TLV|6RCR|7LHND|89VULN|9BPWR|aDMG
107	14312 31241	8	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3BEXP|4CDMG|59TLV|6FEWX|7RCR|89VULN|9BPWR|aDMG
108	14312 31241	7	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3BEXP|4CDMG|59TLV|6FEWX|7RCR|89VULN|9BPWR|aDMG
109	34112 21241	7	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1MLV|29DUR|3LWND|4CDMG|59TLV|6BEXP|7RCR|89VULN|9BPWR|aDMG
110	34112 21341	8	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1MLV|29DUR|3LWND|4CDMG|59TLV|6BEXP|7RCR|89VULN|9BPWR|aDMG
111	34112 31341	8	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1MLV|29DUR|3LWND|4CDMG|59TLV|6FEWX|7RCR|89VULN|9BPWR|aDMG
112	34112 51341	8	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1MLV|29DUR|3LWND|4CDMG|59TLV|6LHND|7RCR|89VULN|9BPWR|aDMG
113	14112 33641	8	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3LWND|4CDMG|59TLV|6BEXP|79VULN|8RCR|9BPWR|aDMG
114	14312 33641	8	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3BEXP|4CDMG|59TLV|6FEWX|79VULN|8RCR|9BPWR|aDMG
115	34112 23641	8	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1MLV|29DUR|3LWND|4CDMG|59TLV|6BEXP|79VULN|8RCR|9BPWR|aDMG
116	34112 33341	7	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1MLV|29DUR|3LWND|4CDMG|59TLV|6FEWX|79VULN|8RCR|9BPWR|aDMG
117	34112 33641	8	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1MLV|29DUR|3LWND|4CDMG|59TLV|6FEWX|79VULN|8RCR|9BPWR|aDMG
118	14112 24241	8	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3LWND|4CDMG|59TLV|6RCR|7DUST|89VULN|9BPWR|aDMG
119	14312 24241	7	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3BEXP|4CDMG|59TLV|6RCR|7DUST|89VULN|9BPWR|aDMG
120	14312 24241	8	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3BEXP|4CDMG|59TLV|6RCR|7DUST|89VULN|9BPWR|aDMG
121	14612 22241	8	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3DUST|4CDMG|59TLV|6RCR|7BEXP|89VULN|9BPWR|aDMG
122	14612 22241	7	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3DUST|4CDMG|59TLV|6RCR|7BEXP|89VULN|9BPWR|aDMG
123	14612 31241	8	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1CGEN|29DUR|3DUST|4CDMG|59TLV|6FEWX|7RCR|89VULN|9BPWR|aDMG
124	34612 21241	7	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1MLV|29DUR|3DUST|4CDMG|59TLV|6BEXP|7RCR|89VULN|9BPWR|aDMG
125	34612 21341	8	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1MLV|29DUR|3DUST|4CDMG|59TLV|6BEXP|7RCR|89VULN|9BPWR|aDMG
126	34612 31341	8	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1MLV|29DUR|3DUST|4CDMG|59TLV|6FEWX|7RCR|89VULN|9BPWR|aDMG
127	34243 51331	7	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1MLV|245DUR|34VULN|4BPWR|6TLV|7DMG|8TBNT|9RCR|aASPD
128	14231 26141	8	 * 	247.85	DCR|2VULN|3DUR|2TLV|1DMG	17CGEN|28aDUR|37VULN|4LHND|5DMG|67TLV|7BPWR|9RCR
129	34231 26141	8	   	247.85	DCR|2VULN|3DUR|2TLV|1DMG	17MLV|28aDUR|37VULN|4LHND|5DMG|67TLV|7BPWR|9RCR
130	34231 26153	9	   	247.85	DCR|2VULN|3DUR|2TLV|1DMG	17MLV|289DUR|37VULN|4LHND|5DMG|67TLV|7BPWR|aRCR
131	34243 51232	7	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	1MLV|245DUR|34VULN|4BPWR|6aTLV|7DMG|8DMSP|9RCR
132	34242 61133	6	   	247.55	DCR|4VULN|3DUR	15MLV|246DUR|3469VULN|46BPWR|7ZMB|8RCR|aLIT
133	52114 31321	4	   	247.55	DCR|4VULN|3DUR	17BEXP|2BELT|347DUR|5679VULN|7BPWR|8RCR|aASPD
134	62114 31341	4	   	247.55	DCR|4VULN|3DUR	17FEWX|2BELT|347DUR|5679VULN|7BPWR|8RCR|aASPD
135	34242 62132	7	   	247.55	DCR|4VULN|3DUR	15MLV|246DUR|3469VULN|46BPWR|7ASPD|8RCR|aCGEN
136	23344 13613	4	 * 	247.51	DCR|5VULN|2TLV	158DUST|2RPLT|34578VULN|58BPWR|6RCR|9aTLV
137	34242 26211	8	   	247.45	DCR|4VULN|3DUR	15MLV|249DUR|347aVULN|4BPWR|6RCR|8LIT
138	34263 62132	7	   	247.45	DCR|4VULN|3DUR	1MLV|256DUR|3469VULN|6BPWR|7ASPD|8RCR|aCGEN
139	14241 13353	8	   	247.45	DCR|4VULN|3DUR	1CGEN|24aDUR|3479VULN|4BPWR|5BEXP|6ASPD|8RCR
140	34241 13353	8	   	247.45	DCR|4VULN|3DUR	1MLV|24aDUR|3479VULN|4BPWR|5BEXP|6ASPD|8RCR
141	34243 21133	6	   	247.45	DCR|4VULN|3DUR	1MLV|245DUR|3479VULN|4BPWR|6ZMB|8RCR|aLIT
142	34263 61133	6	   	247.45	DCR|4VULN|3DUR	1MLV|256DUR|3469VULN|6BPWR|7ZMB|8RCR|aLIT
143	14241 13623	7	   	247.45	DCR|4VULN|3DUR	1CGEN|24aDUR|3478VULN|4BPWR|5BEXP|6ASPD|9RCR
144	34241 13623	7	   	247.45	DCR|4VULN|3DUR	1MLV|24aDUR|3478VULN|4BPWR|5BEXP|6ASPD|9RCR
145	34242 62131	7	   	247.45	DCR|4VULN|3DUR	15MLV|246DUR|3469VULN|46BPWR|7ASPD|8RCR|aERES
146	34263 26211	8	   	247.35	DCR|4VULN|3DUR	1MLV|259DUR|347aVULN|6RCR|8LIT
147	34263 62131	7	   	247.35	DCR|4VULN|3DUR	1MLV|256DUR|3469VULN|6BPWR|7ASPD|8RCR|aERES
148	22114 31341	4	   	247.35	DCR|4VULN|3DUR	17DUST|2BELT|347DUR|5679VULN|7BPWR|8RCR|aASPD
149	25251 31623	3	   	247.10	DCR|2VULN|3DUR|2DMG|2ASPD	1DUST|26ASPD|38VULN|47DMG|56aDUR|6BPWR|9RCR
150	25652 31123	2	   	247.10	DCR|2VULN|3DUR|2DMG|2ASPD	1DUST|26ASPD|38aDUR|47DMG|56VULN|6BPWR|9RCR
151	14241 13335	10	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1CGEN|24DUR|347VULN|4BPWR|5BEXP|6ASPD|8RCR|9DMG|aCDMG
152	34241 13335	10	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1MLV|24DUR|347VULN|4BPWR|5BEXP|6ASPD|8RCR|9DMG|aCDMG
