0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13611 54147	6	 * 	286.04	DCR|5VULN|2DMG|2ASPD	1RPLT|2479aVULN|3MBVNT|57ASPD|67DMG|7BPWR|8RCR
44	64111 63331	1	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	16DUR|2RMIN|3456VULN|6BPWR|7RCR|8LWND|9CDMG|aAART
45	13651 33322	8	   	261.76	DCR|2VULN|3DUR|2DMG|1CDMG	1RPLT|27VULN|3MBVNT|4LIT|57DMG|678DUR|7BPWR|9RCR|aCDMG
46	61111 63131	2	   	261.68	DCR|4VULN|2DUR|1CDMG|1NUKE|1AART	16DUR|2NUKE|3456VULN|6BPWR|7RCR|8LHND|9CDMG|aAART
47	61111 63331	2	   	261.68	DCR|4VULN|2DUR|1CDMG|1NUKE|1AART	16DUR|2NUKE|3456VULN|6BPWR|7RCR|8LWND|9CDMG|aAART
48	32526 22623	9	 * 	261.67	DCR|2VULN|3DUR|2ASPD|1TLV|1CDMG	1CDMG|2aASPD|3ZMB|4TLV|56aDUR|7LIT|8RCR|9aVULN|aBPWR
49	61111 63631	2	   	261.58	DCR|4VULN|2DUR|1CDMG|1NUKE|1AART	16DUR|2NUKE|3456VULN|6BPWR|7RCR|8DUST|9CDMG|aAART
50	13561 33163	8	 * 	261.11	DCR|2VULN|3DUR|2DMG|2ASPD	1RPLT|2aVULN|3LWND|467DUR|5aDMG|8RCR|9aASPD|aBPWR
51	13311 31241	9	 * 	260.99	DCR|5VULN|3TLV|1CDMG	1RPLT|2379aVULN|39aBPWR|4CDMG|59aTLV|69aLHND|8RCR
52	13311 41241	9	   	260.99	DCR|5VULN|3TLV|1CDMG	1RPLT|2379aVULN|39aBPWR|4CDMG|59aTLV|69aBEXP|8RCR
53	13311 31261	9	   	260.89	DCR|5VULN|2TLV|1CDMG	1RPLT|2379aVULN|3aBPWR|4CDMG|5aTLV|6aLHND|8RCR
54	13311 41246	10	   	260.89	DCR|5VULN|2TLV|1CDMG	1RPLT|2379aVULN|39BPWR|4CDMG|59TLV|69BEXP|8RCR
55	13311 41261	9	   	260.89	DCR|5VULN|2TLV|1CDMG	1RPLT|2379aVULN|3aBPWR|4CDMG|5aTLV|6aBEXP|8RCR
56	13651 33234	10	   	260.79	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1RPLT|27VULN|3MBVNT|4LIT|57DMG|67DUR|7BPWR|8AART|9TLV|aRCR
57	13313 21346	9	   	260.76	DCR|3VULN|2DMG|1DUR|1CDMG	1RPLT|23aVULN|3BPWR|4CDMG|5LIT|67DMG|8DUR|9RCR
58	51311 63353	1	   	260.69	DCR|5VULN|1DMG|1CDMG	1FEWX|24567VULN|3ERES|8CDMG|9RCR|aDMG
59	61111 63134	2	   	260.33	DCR|4VULN|2DUR|1CDMG|1NUKE	16DUR|2NUKE|3456VULN|6BPWR|7RCR|8LHND|9CDMG|aLIT
60	61111 63334	2	   	260.33	DCR|4VULN|2DUR|1CDMG|1NUKE	16DUR|2NUKE|3456VULN|6BPWR|7RCR|8LWND|9CDMG|aLIT
61	64321 31432	3	   	260.33	DCR|4VULN|2DUR|1CDMG|1NUKE	15DUR|2LIT|3CDMG|459aVULN|5BPWR|6CGEN|7NUKE|8RCR
62	13351 16543	5	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	1RPLT|23aVULN|3aBPWR|4aASPD|5BEXP|6DUR|7aDMG|8MBVNT|9RCR
63	13352 16543	4	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	1RPLT|23aVULN|3aBPWR|4aASPD|5BEXP|6DUR|7aDMG|8MBVNT|9RCR
64	13352 16543	5	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	1RPLT|23aVULN|3aBPWR|4aASPD|5FEWX|6DUR|7aDMG|8MBVNT|9RCR
65	13611 54116	6	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	1RPLT|247VULN|3MBVNT|57ASPD|67DMG|7BPWR|8RCR|9FEWX|aDUR
66	13611 54126	6	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	1RPLT|247VULN|3MBVNT|57ASPD|67DMG|7BPWR|8RCR|9BEXP|aDUR
67	13611 54128	6	   	260.11	DCR|3VULN|2DMG|2ASPD|1TLV	1RPLT|247VULN|3MBVNT|57ASPD|67DMG|7BPWR|8RCR|9BEXP|aTLV
68	66324 14432	6	   	259.91	DCR|4VULN|3DUR	127DUR|3578VULN|4MBVNT|6RCVC|78BPWR|9RCR|aLIT
69	66324 14632	6	   	259.91	DCR|4VULN|3DUR	127DUR|3578VULN|4MBVNT|6RCVC|7BPWR|9RCR|aLIT
70	66324 44432	5	   	259.91	DCR|4VULN|3DUR	127DUR|3578VULN|4MBVNT|6DMSP|78BPWR|9RCR|aLIT
71	66324 44632	5	   	259.91	DCR|4VULN|3DUR	127DUR|3578VULN|4MBVNT|6DMSP|7BPWR|9RCR|aLIT
72	66324 74432	5	   	259.91	DCR|4VULN|3DUR	127DUR|3578VULN|4MBVNT|6RCVC|78BPWR|9RCR|aLIT
73	66327 44432	4	   	259.91	DCR|4VULN|3DUR	127DUR|3578VULN|4MBVNT|6DMSP|78BPWR|9RCR|aLIT
74	13323 26316	2	 * 	259.48	ACR|4VULN|3DMG|2DUR	1RPLT|278aVULN|3RCR|4BBNT|589DMG|68DUR|8BPWR
75	13311 16316	2	   	259.48	ACR|4VULN|3DMG|2DUR	1RPLT|278aVULN|3RCR|48DUR|589DMG|6TBNT|8BPWR
76	13326 41316	2	   	259.48	ACR|4VULN|3DMG|2DUR	1RPLT|258aVULN|3RCR|4BBNT|58BPWR|68DUR|789DMG
77	13313 23325	10	   	259.42	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1RPLT|239VULN|3BPWR|4CDMG|5LIT|6DMG|7TLV|8DUR|aRCR
78	61433 52231	1	   	259.11	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	14DUR|248VULN|3BBNT|4BPWR|5LHND|6DMG|7CDMG|9AART|aRCR
79	61633 52231	1	   	259.11	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	14DUR|248VULN|3TBNT|4BPWR|5LHND|6DMG|7CDMG|9AART|aRCR
80	61333 13514	1	   	259.01	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	15DUR|267VULN|3ERES|4DMG|8AART|9CDMG|aRCR
81	63522 32333	4	 * 	258.68	DCR|3VULN|3DUR|3LIT|1AART	178DUR|2MLV|37aLIT|4AART|579VULN|6RCR|7BPWR
82	13312 51144	10	   	258.54	DCR|4VULN|2DUR|2CDMG	1RPLT|2379VULN|39BPWR|49CDMG|5LHND|6MLV|89DUR|aRCR
83	13316 31144	10	   	258.54	DCR|4VULN|2DUR|2CDMG	1RPLT|2379VULN|39BPWR|49CDMG|5CGEN|6LHND|89DUR|aRCR
84	13614 64144	4	   	258.48	DCR|4VULN|2ASPD|2TLV|1AART	1RPLT|2479VULN|3MBVNT|57TLV|67ASPD|7BPWR|8RCR|aAART
85	13644 64144	3	   	258.48	DCR|4VULN|2ASPD|2TLV|1AART	1RPLT|2479VULN|3MBVNT|57TLV|67ASPD|7BPWR|8RCR|aAART
86	61111 63143	2	   	258.44	DCR|4VULN|2DUR|1DMG|1NUKE	16DUR|2NUKE|3456VULN|6BPWR|7RCR|8LHND|9LWND|aDMG
87	61111 63343	2	   	258.44	DCR|4VULN|2DUR|1DMG|1NUKE	16DUR|2NUKE|3456VULN|6BPWR|7RCR|89LWND|aDMG
88	61111 63363	2	   	258.44	DCR|4VULN|2DUR|1DMG|1NUKE	16DUR|2NUKE|3456VULN|6BPWR|7RCR|8LWND|9RCVC|aDMG
89	61336 11342	1	   	258.44	DCR|4VULN|2DUR|1DMG	19DUR|2569VULN|3ERES|4DMG|7BBNT|89ZMB|9BPWR|aRCR
90	61336 12342	1	   	258.44	DCR|4VULN|2DUR|1DMG	19DUR|2569VULN|3ERES|4DMG|7TBNT|89ZMB|9BPWR|aRCR
91	64111 63233	1	   	258.44	DCR|4VULN|2DUR|1DMG	16DUR|2RMIN|3456VULN|6BPWR|7RCR|8ERES|9CGEN|aDMG
92	61111 63233	2	   	258.34	DCR|4VULN|2DUR|1DMG|1NUKE	16DUR|2NUKE|3456VULN|6BPWR|7RCR|8ERES|9CGEN|aDMG
93	66113 14435	4	 * 	258.33	DCR|2VULN|3DUR|1DMG|2CDMG|1TLV	127DUR|37CDMG|4MBVNT|57VULN|6LEGI|7BPWR|8TLV|9RCR|aDMG
94	66322 14435	4	   	258.33	DCR|2VULN|3DUR|1DMG|2CDMG|1TLV	127DUR|37VULN|4MBVNT|57CDMG|6LEGI|7BPWR|8TLV|9RCR|aDMG
95	61111 63263	2	   	258.24	DCR|4VULN|2DUR|1DMG|1NUKE	16DUR|2NUKE|3456VULN|6BPWR|7RCR|8ERES|9TBNT|aDMG
96	13611 51147	6	   	258.05	DCR|5VULN|1DMG|1ASPD	1RPLT|2479aVULN|3MBVNT|5ASPD|6DMG|8RCR
97	64321 12342	3	   	257.85	DCR|3VULN|2DUR|1DMG|1CDMG	15DUR|2LIT|3CDMG|45aVULN|5BPWR|6LWND|7FEWX|8DMG|9RCR
98	61111 63353	2	   	257.81	DCR|5VULN|2DUR|1NUKE	16DUR|2NUKE|3456aVULN|6BPWR|7RCR|8LWND|9BBNT
99	13651 33325	8	   	257.77	DCR|2VULN|3DUR|2DMG|1AART	1RPLT|27VULN|3MBVNT|4LIT|57DMG|678DUR|7BPWR|9RCR|aAART
100	64314 21332	8	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	17DUR|2LIT|3CDMG|4MLV|59aVULN|6DMG|8RCR
101	64314 23312	9	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	19DUR|2LIT|3CDMG|4MLV|57aVULN|6DMG|8RCR
102	63541 11331	7	   	257.66	DCR|3VULN|3DUR|2LIT|1CDMG	178DUR|2MLV|38LIT|4CDMG|5CGEN|689VULN|8BPWR|aRCR
103	63541 13331	6	   	257.66	DCR|3VULN|3DUR|2LIT|1CDMG	178DUR|2MLV|38LIT|4CDMG|5CGEN|689VULN|8BPWR|aRCR
104	13311 41245	10	   	257.60	DCR|4VULN|2TLV|1DUR|1CDMG	1RPLT|2379VULN|39BPWR|4CDMG|59TLV|69BEXP|8RCR|aDUR
105	13611 54153	6	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	1RPLT|247VULN|3MBVNT|57ASPD|67DMG|7BPWR|8RCR|9RMIN|aCDMG
106	13611 54171	6	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	1RPLT|247VULN|3MBVNT|57ASPD|67DMG|7BPWR|8RCR|9CDMG|aCGEN
107	13611 54172	6	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	1RPLT|247VULN|3MBVNT|57ASPD|67DMG|7BPWR|8RCR|9CDMG|aLWND
108	56422 21131	9	 * 	257.43	DCR|3VULN|3DUR|2CDMG	19FEWX|267DUR|3LIT|489VULN|59CDMG|9BPWR|aRCR
109	64311 11331	7	   	257.43	DCR|3VULN|3DUR|2CDMG	178DUR|2LIT|38CDMG|4MLV|5CGEN|689VULN|8BPWR|aRCR
110	64311 13331	6	   	257.43	DCR|3VULN|3DUR|2CDMG	178DUR|2LIT|38CDMG|4MLV|5CGEN|689VULN|8BPWR|aRCR
111	13611 54173	6	   	257.41	DCR|3VULN|2DMG|2ASPD|1CDMG	1RPLT|247VULN|3MBVNT|57ASPD|67DMG|7BPWR|8RCR|9CDMG|aBBNT
112	13611 54354	6	   	257.41	DCR|3VULN|2DMG|2ASPD|1CDMG	1RPLT|247VULN|3MBVNT|57ASPD|67DMG|7BPWR|8DUST|9RCR|aCDMG
113	64123 12114	5	   	257.33	DCR|3VULN|3DUR|1DMG	158DUR|2LIT|3BELT|467VULN|9DMG|aRCR
114	31234 64133	9	 * 	257.13	DCR|4VULN|2CDMG|1DMG|1AART	14CDMG|2ERES|369aVULN|5AART|7DMG|8RCR
115	13614 64146	4	   	257.12	DCR|4VULN|2ASPD|2TLV	1RPLT|2479VULN|3MBVNT|57TLV|67ASPD|7BPWR|8RCR|aLIT
116	13644 64146	3	   	257.12	DCR|4VULN|2ASPD|2TLV	1RPLT|2479VULN|3MBVNT|57TLV|67ASPD|7BPWR|8RCR|aLIT
117	13351 41543	7	 * 	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	1RPLT|23aVULN|3aBPWR|4aASPD|5BEXP|6DMG|7aDUR|8MBVNT|9RCR
118	13352 41543	7	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	1RPLT|23aVULN|3aBPWR|4aASPD|5FEWX|6DMG|7aDUR|8MBVNT|9RCR
119	63111 61234	2	   	257.08	DCR|5VULN|1DUR|1CDMG	1DUR|267MLV|34568VULN|6BPWR|9CDMG|aRCR
120	13655 22121	2	   	257.01	DCR|3VULN|2DUR|2ASPD|2CDMG	1RPLT|259VULN|35ASPD|4TBNT|59BPWR|69DUR|79CDMG|8RCR|aDUST
121	13655 22123	2	   	257.01	DCR|3VULN|2DUR|2ASPD|2CDMG	1RPLT|259VULN|35ASPD|4TBNT|59BPWR|69DUR|79CDMG|8RCR|aERES
122	13311 41266	10	   	256.98	DCR|5VULN|1TLV|1CDMG	1RPLT|2379aVULN|3BPWR|4CDMG|5TLV|6BEXP|8RCR
123	51311 63352	1	   	256.88	DCR|5VULN|1DUR|1CDMG	1FEWX|24567VULN|3ERES|8CDMG|9RCR|aDUR
124	32321 63353	1	 * 	256.79	DCR|3VULN|2DUR|3CDMG|2LIT	15aCDMG|2BEXP|3aLIT|459VULN|5aBPWR|6RCR|7ERES|8aDUR
125	64321 13332	8	   	256.75	DCR|4VULN|1DUR|1CDMG|1ASPD	1DUR|2LIT|3CDMG|4ASPD|5CGEN|679aVULN|8RCR
126	64321 13432	7	   	256.75	DCR|4VULN|1DUR|1CDMG|1ASPD	1DUR|2LIT|3CDMG|4ASPD|5CGEN|679aVULN|8RCR
127	64324 33332	8	   	256.75	DCR|4VULN|1DUR|1CDMG|1ASPD	1DUR|2LIT|3CDMG|4ASPD|579aVULN|6CGEN|8RCR
128	13333 12622	3	   	256.70	DCR|5VULN|1DMG|1AART	1RPLT|23459VULN|3BPWR|6BBNT|7RCR|8AART|aDMG
129	63522 32233	4	   	256.70	DCR|3VULN|2DUR|1TLV|2LIT|1AART	17DUR|2MLV|37LIT|4AART|57aVULN|6RCR|7BPWR|8CGEN|9TLV
130	63522 32523	4	   	256.70	DCR|3VULN|2DUR|1TLV|2LIT|1AART	17DUR|2MLV|37LIT|4AART|57aVULN|6RCR|7BPWR|8TLV|9ZMB
