0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63127 13146	7	 * 	296.81	DCR|4VULN|3DMG|3CDMG	1MBVNT|279aVULN|3RPLT|4AART|57aCDMG|67aDMG|7aBPWR|8RCR
89	13215 52621	5	   	272.01	DCR|3VULN|2DUR|3LIT|1DMG|1TLV	159VULN|269LIT|3DMG|4TLV|7RCR|89DUR|9BPWR|aDUST
90	13215 52622	5	   	272.01	DCR|3VULN|2DUR|3LIT|1DMG|1TLV	159VULN|269LIT|3DMG|4TLV|7RCR|89DUR|9BPWR|aERES
91	13215 42144	5	   	271.60	DCR|5VULN|1DMG|1TLV	1569aVULN|2LIT|3DMG|4TLV|7RCR|8MBVNT
92	11122 21233	1	 * 	271.56	DCR|4VULN|3DUR|2CDMG	1589VULN|29CDMG|3TBNT|4BBNT|6RCR|79aDUR|9BPWR
93	64831 43236	6	   	271.01	DCR|4VULN|2CDMG|1TLV|1DUR|1ASPD	1MBVNT|2TLV|36CDMG|4569VULN|6BPWR|7RCR|8ASPD|aDUR
94	61244 48146	1	   	270.92	DCR|3VULN|2DMG|2DUR|2AART	1MBVNT|23AART|48aVULN|5aDUR|6RCR|7aDMG|9RMIN|aBPWR
95	13214 42621	5	   	270.81	DCR|3VULN|2DUR|2TLV|1DMG|2LIT	169VULN|29LIT|3DMG|4aTLV|5RCVC|7RCR|89DUR|9BPWR
96	13153 22241	3	   	270.48	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG|1ASPD	137VULN|23LIT|3BPWR|4CDMG|5DMG|6TLV|8ASPD|9AART|aRCR
97	64831 43511	6	   	269.96	DCR|4VULN|3CDMG|2TLV|1DUR	1MBVNT|28TLV|368CDMG|4568VULN|68BPWR|7RCR|9DUR|aBELT
98	64831 43513	6	   	269.96	DCR|4VULN|3CDMG|2TLV|1DUR	1MBVNT|28TLV|368CDMG|4568VULN|68BPWR|7RCR|9DUR|aLHND
99	64831 43512	6	   	269.86	DCR|4VULN|3CDMG|2TLV|1DUR	1MBVNT|28TLV|368CDMG|4568VULN|68BPWR|7RCR|9DUR|aERES
100	13212 42121	3	   	269.85	DCR|4VULN|2DMG|1TLV	1469VULN|2LIT|39DMG|59MLV|7RCR|8MBVNT|9BPWR|aTLV
101	13142 54232	9	   	269.81	DCR|4VULN|1DMG|1DUR|2LIT|1ASPD	1345VULN|23LIT|3BPWR|6RPLT|7DMG|8ASPD|9RCR|aDUR
102	13142 55332	9	   	269.81	DCR|4VULN|1DMG|1DUR|2LIT|1ASPD	1345VULN|23LIT|3BPWR|6RPLT|7ASPD|8DMG|9RCR|aDUR
103	13255 42121	5	   	269.65	DCR|4VULN|2DMG|1TLV	1569VULN|2LIT|39DMG|49ERES|7RCR|8MBVNT|9BPWR|aTLV
104	13162 26242	3	   	269.58	DCR|4VULN|2DUR|1TLV|2LIT	1389VULN|23LIT|3BPWR|4TLV|5MLV|67DUR|aRCR
105	13241 16236	4	   	269.51	DCR|3VULN|3DMG|1DUR|2LIT	189VULN|28LIT|358DMG|4BELT|6RPLT|7RCR|8BPWR|aDUR
106	13261 16236	3	   	269.51	DCR|3VULN|3DMG|1DUR|2LIT	189VULN|28LIT|358DMG|4BELT|6RPLT|7RCR|8BPWR|aDUR
107	13142 34731	5	   	269.48	DCR|4VULN|2DUR|1TLV|2LIT	1345VULN|23LIT|3BPWR|6MBVNT|78DUR|9TLV|aRCR
108	13143 34731	4	   	269.48	DCR|4VULN|2DUR|1TLV|2LIT	1345VULN|23LIT|3BPWR|6MBVNT|78DUR|9TLV|aRCR
109	13223 41635	1	   	269.40	DCR|4VULN|2DUR|2TLV|1ASPD|1SELL	1389VULN|23FEWX|39BPWR|49DUR|5SELL|6RCR|79TLV|aASPD
110	64142 32125	3	   	269.37	DCR|3VULN|3DMG|3TLV|1ASPD	1MBVNT|278TLV|378VULN|4CGEN|5MLV|678DMG|78BPWR|9RCR|aASPD
111	64182 32125	4	   	269.37	DCR|3VULN|3DMG|3TLV|1ASPD	1MBVNT|278TLV|378VULN|4CGEN|5MLV|678DMG|78BPWR|9RCR|aASPD
112	64642 32125	2	   	269.37	DCR|3VULN|3DMG|3TLV|1ASPD	1MBVNT|278TLV|378VULN|4CGEN|5MLV|678DMG|78BPWR|9RCR|aASPD
113	64122 32125	4	   	269.27	DCR|3VULN|3DMG|3TLV|1ASPD	1MBVNT|278TLV|378VULN|4ERES|5MLV|678DMG|78BPWR|9RCR|aASPD
114	64124 32125	4	   	269.27	DCR|3VULN|3DMG|3TLV|1ASPD	1MBVNT|278TLV|378VULN|4ERES|5CGEN|678DMG|78BPWR|9RCR|aASPD
115	64125 32125	5	   	269.27	DCR|3VULN|3DMG|3TLV|1ASPD	1MBVNT|278TLV|378VULN|4ERES|5CGEN|678DMG|78BPWR|9RCR|aASPD
116	64125 42125	6	   	269.27	DCR|3VULN|3DMG|3TLV|1ASPD	1MBVNT|278TLV|378VULN|4ERES|5CGEN|678DMG|78BPWR|9RCR|aASPD
117	64181 32125	5	   	269.27	DCR|3VULN|3DMG|3TLV|1ASPD	1MBVNT|278TLV|378VULN|4CGEN|5ERES|678DMG|78BPWR|9RCR|aASPD
118	64181 42125	6	   	269.27	DCR|3VULN|3DMG|3TLV|1ASPD	1MBVNT|278TLV|378VULN|4CGEN|5ERES|678DMG|78BPWR|9RCR|aASPD
119	65112 21843	3	 * 	268.99	DCR|3VULN|3DUR|1DMG|2CDMG	1MBVNT|2DMG|35aVULN|459DUR|5BPWR|67CDMG|8RCR
120	63127 13142	7	   	268.52	DCR|3VULN|2DMG|2CDMG|1DUR	1MBVNT|279VULN|3RPLT|4AART|57CDMG|67DMG|7BPWR|8RCR|aDUR
121	63127 13144	7	   	268.52	DCR|3VULN|2DMG|2CDMG|1TLV	1MBVNT|279VULN|3RPLT|4AART|57CDMG|67DMG|7BPWR|8RCR|aTLV
122	13142 52363	10	 * 	268.45	DCR|5VULN|2ASPD|3LIT	1345aVULN|23aLIT|3aBPWR|6RPLT|7RCVC|8aASPD|9RCR
123	13142 22234	5	   	268.41	DCR|4VULN|3LIT|1DUR|1CDMG|1ASPD	1345VULN|236LIT|3BPWR|7ASPD|8RCR|9DUR|aCDMG
124	13142 43533	7	   	268.41	DCR|4VULN|3LIT|1DUR|1CDMG|1ASPD	1345VULN|238LIT|3BPWR|6ASPD|7CDMG|9DUR|aRCR
125	13143 22234	4	   	268.41	DCR|4VULN|3LIT|1DUR|1CDMG|1ASPD	1345VULN|236LIT|3BPWR|7ASPD|8RCR|9DUR|aCDMG
126	13135 35513	7	   	268.35	DCR|5VULN|2ASPD|3LIT	13578VULN|237LIT|37BPWR|4LEGI|67ASPD|9RCR|aCGEN
127	13135 35511	7	   	268.25	DCR|5VULN|2ASPD|3LIT	13578VULN|237LIT|37BPWR|4LEGI|67ASPD|9RCR|aERES
128	13135 35512	7	   	268.25	DCR|5VULN|2ASPD|3LIT	13578VULN|237LIT|37BPWR|4LEGI|67ASPD|9RCR|aDUST
129	13265 51321	7	 * 	268.17	DCR|3VULN|2DMG|2ASPD|1TLV|1SELL	157VULN|2LIT|37DMG|47ASPD|6AART|7BPWR|8TLV|9SELL|aRCR
130	13241 16216	5	   	268.03	DCR|3VULN|3DMG|3LIT	18aVULN|258LIT|358DMG|4BELT|58BPWR|6RPLT|7RCR|9AART
131	13241 26216	6	   	268.03	DCR|3VULN|3DMG|3LIT	18aVULN|258LIT|358DMG|4BELT|58BPWR|6RPLT|7RCR|9AART
132	13142 23216	10	   	267.95	DCR|5VULN|1TLV|2LIT	13459VULN|23LIT|3BPWR|6AART|7TLV|8LWND|aRCR
133	13142 22651	6	   	267.91	DCR|5VULN|3LIT|1ASPD	13458VULN|238LIT|38BPWR|6AART|78CGEN|9RCR|aASPD
134	13142 13651	6	   	267.71	DCR|5VULN|3LIT|1ASPD	13458VULN|238LIT|38BPWR|68ERES|7AART|9RCR|aASPD
135	13142 13651	5	   	267.71	DCR|5VULN|3LIT|1ASPD	13458VULN|238LIT|38BPWR|68ERES|7AART|9RCR|aASPD
136	13143 13651	4	   	267.71	DCR|5VULN|3LIT|1ASPD	13458VULN|238LIT|38BPWR|68ERES|7AART|9RCR|aASPD
137	64163 44342	3	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1MBVNT|2TLV|3aVULN|4ASPD|5CDMG|6RCR|7aDMG|8FEWX|9aDUR|aBPWR
138	64163 44542	3	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1MBVNT|2TLV|3aVULN|4ASPD|5CDMG|6RCR|7aDMG|8BEXP|9aDUR|aBPWR
139	64663 44342	2	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1MBVNT|2TLV|3aVULN|4ASPD|5CDMG|6RCR|7aDMG|8FEWX|9aDUR|aBPWR
140	13221 61461	1	   	267.33	DCR|3VULN|2DMG|2DUR|1CDMG	139VULN|23FEWX|39BPWR|49DUR|5LWND|6CGEN|7RCR|89DMG|aCDMG
141	13225 11461	1	   	267.33	DCR|3VULN|2DMG|2DUR|1CDMG	139VULN|23FEWX|39BPWR|49DUR|5CGEN|6BEXP|7RCR|89DMG|aCDMG
142	64163 44733	3	   	267.27	DCR|3VULN|2DMG|2TLV|1CDMG|1ASPD	1MBVNT|29TLV|389VULN|4ASPD|5CDMG|6RCR|79DMG|9BPWR|aLHND
143	64831 23352	10	   	267.27	DCR|3VULN|2DMG|2TLV|1CDMG|1ASPD	1MBVNT|2aTLV|3CDMG|45aVULN|6ASPD|7MLV|8aDMG|9RCR|aBPWR
144	13141 54211	10	 * 	267.21	DCR|5VULN|3LIT|2CDMG	1348aVULN|237LIT|38BPWR|58ZMB|68CDMG|9RCR
145	63472 13631	9	 * 	267.17	DCR|3VULN|2DMG|2ASPD|1CDMG	1MBVNT|27aVULN|3BEXP|4AART|57ASPD|67DMG|7BPWR|8CDMG|9RCR
146	64163 44732	3	   	267.17	DCR|3VULN|2DMG|2TLV|1CDMG|1ASPD	1MBVNT|29TLV|389VULN|4ASPD|5CDMG|6RCR|79DMG|9BPWR|aERES
147	64834 44352	10	   	267.17	DCR|3VULN|2DMG|2TLV|1CDMG|1ASPD	1MBVNT|2aTLV|3CDMG|47aVULN|5ASPD|6ERES|8aDMG|9RCR|aBPWR
148	64834 44832	10	   	267.17	DCR|3VULN|2DMG|2TLV|1CDMG|1ASPD	1MBVNT|2aTLV|3CDMG|47aVULN|5ASPD|6ERES|8RCR|9aDMG|aBPWR
149	13214 42623	5	   	267.10	DCR|3VULN|2DUR|1DMG|1TLV|2LIT	169VULN|29LIT|3DMG|4TLV|5RCVC|7RCR|89DUR|9BPWR|aFEWX
150	65112 35112	3	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	1MBVNT|26DMG|359VULN|45DUR|5BPWR|7RCR|8FEWX|aCDMG
151	13142 11362	7	 * 	267.01	DCR|5VULN|3LIT|1DMG	1345aVULN|239LIT|3BPWR|6ERES|7RCR|8DMG
152	13142 32255	5	   	267.01	DCR|5VULN|3LIT|1DMG	13458VULN|239LIT|3BPWR|6MBVNT|7RCR|aDMG
153	13143 32255	4	   	267.01	DCR|5VULN|3LIT|1DMG	13458VULN|239LIT|3BPWR|6MBVNT|7RCR|aDMG
154	13214 42622	5	   	267.00	DCR|3VULN|2DUR|1DMG|1TLV|2LIT	169VULN|29LIT|3DMG|4TLV|5RCVC|7RCR|89DUR|9BPWR|aDUST
155	11111 52624	5	   	266.94	DCR|4VULN|2DUR|1DMG	139aVULN|29CGEN|4DMG|5RCVC|6LIT|7RCR|89DUR|9BPWR
156	13225 11463	1	   	266.91	DCR|3VULN|3DUR|2DMG	139VULN|23FEWX|39BPWR|49aDUR|5CGEN|6BEXP|7RCR|89DMG
157	12115 52621	4	   	266.90	DCR|3VULN|2DUR|1DMG|1TLV|2LIT	139VULN|29ERES|4DMG|56LIT|7RCR|89DUR|9BPWR|aTLV
158	13142 32162	5	   	266.88	DCR|4VULN|2DUR|2LIT|1CDMG	1345VULN|23LIT|3BPWR|6MBVNT|7RCR|8CDMG|9aDUR
159	13143 32162	4	   	266.88	DCR|4VULN|2DUR|2LIT|1CDMG	1345VULN|23LIT|3BPWR|6MBVNT|7RCR|8CDMG|9aDUR
160	64331 43525	6	 * 	266.86	DCR|5VULN|3TLV|1DMG|1SELL	1MBVNT|268TLV|3SELL|45689VULN|68BPWR|7RCR|aDMG
