0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13123 16543	7	 * 	279.54	DCR|5VULN|1DMG|1TLV|1DUR	13457VULN|25ERES|5BPWR|6RCR|8DUR|9TLV|aDMG
17	16623 23128	1	   	268.09	DCR|3VULN|2DMG|2DUR|2LIT|1SELL	16aVULN|2MBVNT|37DUR|4aLIT|5SELL|8RCR|9aDMG|aBPWR
18	16634 42484	1	 * 	266.71	DCR|3VULN|3DUR|2DMG	159VULN|2MBVNT|349DUR|6ZMB|7BEXP|89DMG|9BPWR|aRCR
19	16634 44484	1	   	266.71	DCR|3VULN|3DUR|2DMG	159VULN|2MBVNT|349DUR|6ZMB|7LHND|89DMG|9BPWR|aRCR
20	12244 82321	2	   	266.61	DCR|3VULN|3DUR|2DMG	189VULN|2RPLT|39DMG|4MBVNT|59aDUR|6RCR|7TBNT|9BPWR
21	14113 35351	1	   	266.61	DCR|3VULN|3DUR|2DMG	167VULN|23DMG|49aDUR|5BEXP|8RCR
22	12364 82321	5	   	266.61	DCR|3VULN|3DUR|2DMG	189VULN|2RPLT|39aDUR|49DMG|5MBVNT|6RCR|7TBNT|9BPWR
23	13123 16532	7	 * 	266.12	DCR|5VULN|2DUR	13457VULN|25ERES|5BPWR|6RCR|8aDUR|9LIT
24	13112 62621	8	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	136VULN|2ERES|4CDMG|56DUR|6BPWR|7BELT|8DMG|9RCR|aTLV
25	13612 62621	8	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	146VULN|2ERES|3CDMG|56DUR|6BPWR|7BELT|8DMG|9RCR|aTLV
26	13233 35366	1	 * 	265.25	DCR|4VULN|2DMG|2TLV	167aVULN|2DMSP|3aTLV|4DUST|5BEXP|8RCR|9aDMG|aBPWR
27	15233 33366	5	   	265.25	DCR|4VULN|2DMG|2TLV	156aVULN|2aBEXP|3DUST|47TLV|8RCR|9aDMG|aBPWR
28	13121 24634	10	   	264.96	DCR|4VULN|2ASPD|1DMG|1TLV	1348VULN|28ERES|5TLV|6DUST|78ASPD|8BPWR|9RCR|aDMG
29	14126 31143	4	   	264.79	DCR|3VULN|2DMG|2DUR|1ASPD	17aVULN|247LWND|3aBEXP|5ASPD|67DMG|7aBPWR|8aDUR|9RCR
30	13123 12266	6	 * 	264.73	DCR|5VULN|2DMG	1345aVULN|25aERES|5aBPWR|6RCR|7LWND|8FEWX|9aDMG
31	13123 12477	6	   	264.73	DCR|5VULN|2DMG	1345aVULN|25ERES|5aBPWR|6RCR|7aLWND|8MBVNT|9aDMG
32	13123 13266	6	   	264.73	DCR|5VULN|2DMG	1345aVULN|25aERES|5aBPWR|6RCR|7BEXP|8FEWX|9aDMG
33	13123 13477	6	   	264.73	DCR|5VULN|2DMG	1345aVULN|25ERES|5aBPWR|6RCR|7aBEXP|8MBVNT|9aDMG
34	13123 14266	7	   	264.73	DCR|5VULN|2DMG	1345aVULN|25aERES|5aBPWR|6RCR|7BEXP|8FEWX|9aDMG
35	13123 15366	6	   	264.73	DCR|5VULN|2DMG	1345aVULN|25aERES|5aBPWR|6RCR|7FEWX|8LHND|9aDMG
36	13124 13366	7	   	264.73	DCR|5VULN|2DMG	1347aVULN|2ERES|5aBEXP|6LEGI|8RCR|9aDMG|aBPWR
37	13124 13366	8	   	264.73	DCR|5VULN|2DMG	1347aVULN|2ERES|5aBEXP|6LEGI|8RCR|9aDMG|aBPWR
38	13123 16266	6	   	264.73	DCR|5VULN|2DMG	13459VULN|25aERES|5aBPWR|6RCR|7aDMG|8aLHND
39	13123 24366	8	   	264.73	DCR|5VULN|2DMG	1345aVULN|25aERES|5aBPWR|6FEWX|7BEXP|8RCR|9aDMG
40	13123 32266	6	   	264.73	DCR|5VULN|2DMG	13459VULN|25aERES|5aBPWR|6aDMG|7RCR|8aLHND
41	13123 33366	5	   	264.73	DCR|5VULN|2DMG	1345aVULN|25aERES|5aBPWR|6LHND|7BEXP|8RCR|9aDMG
42	13123 42366	5	   	264.73	DCR|5VULN|2DMG	1345aVULN|25aERES|5aBPWR|6BEXP|7LWND|8RCR|9aDMG
43	13124 23366	8	   	264.73	DCR|5VULN|2DMG	1347aVULN|2aERES|5BEXP|6FEWX|8RCR|9aDMG|aBPWR
44	13123 12566	6	   	264.63	DCR|5VULN|2DMG	1345aVULN|25aERES|5aBPWR|6RCR|7LWND|8DUST|9aDMG
45	13123 13566	6	   	264.63	DCR|5VULN|2DMG	1345aVULN|25aERES|5aBPWR|6RCR|7BEXP|8DUST|9aDMG
46	13123 16163	6	   	264.63	DCR|5VULN|2DMG	1345aVULN|25ERES|5BPWR|6RCR|78DMG|9BELT
47	13123 32163	6	   	264.63	DCR|5VULN|2DMG	1345aVULN|25ERES|5BPWR|68DMG|7RCR|9BELT
48	13125 23366	8	   	264.63	DCR|5VULN|2DMG	1347aVULN|2aERES|5DUST|6FEWX|8RCR|9aDMG|aBPWR
49	13123 11114	7	   	264.63	DCR|5VULN|2DMG	13459VULN|25ERES|5BPWR|6RCR|7CGEN|8aDMG
50	13123 16263	6	   	264.63	DCR|5VULN|2DMG	13459VULN|25ERES|5BPWR|6RCR|7aDMG|8LHND
51	13123 16314	6	   	264.63	DCR|5VULN|2DMG	13459VULN|25ERES|5BPWR|6RCR|7aDMG|8CGEN
52	13123 16364	7	   	264.63	DCR|5VULN|2DMG	13457VULN|25ERES|5BPWR|6RCR|8RMIN|9aDMG
53	13123 32263	6	   	264.63	DCR|5VULN|2DMG	13459VULN|25ERES|5BPWR|6aDMG|7RCR|8LHND
54	13123 32314	6	   	264.63	DCR|5VULN|2DMG	13459VULN|25ERES|5BPWR|6aDMG|7RCR|8CGEN
55	14226 31143	4	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD	17aVULN|247LWND|3aDUST|5ASPD|67DMG|7aBPWR|8aDUR|9RCR
56	13125 13366	8	   	264.53	DCR|5VULN|2DMG	1347aVULN|2ERES|5aDUST|6LEGI|8RCR|9aDMG|aBPWR
57	13125 13366	7	   	264.53	DCR|5VULN|2DMG	1347aVULN|2ERES|5aDUST|6LEGI|8RCR|9aDMG|aBPWR
58	12643 13236	2	   	264.28	DCR|4VULN|3ASPD|1DUR|1AART	1579VULN|2RPLT|3BBNT|457ASPD|57BPWR|6AART|8DUR|aRCR
59	12355 23125	2	   	263.98	DCR|3VULN|3DUR|1DMG|2LIT	146VULN|2RPLT|34LIT|4BPWR|57aDUR|8RCR|9DMG
60	12145 52231	3	 * 	263.93	DCR|3VULN|3DUR|2TLV|2LIT|1SELL	18aVULN|2RPLT|3SELL|48TLV|58aDUR|6RCR|7DMSP|8aBPWR|9aLIT
61	12155 52231	4	 * 	263.93	DCR|3VULN|3DUR|2TLV|2LIT|1SELL	18aVULN|2RPLT|3SELL|48TLV|58aDUR|6RCR|7DMSP|8aBPWR|9aLIT
62	12355 25122	2	 * 	263.82	DCR|4VULN|3LIT|1DMG|1DUR	1467VULN|2RPLT|34aLIT|4BPWR|5DUR|8RCR|9DMG
63	13123 12143	6	   	263.29	DCR|5VULN|1DMG|1TLV	13458VULN|25ERES|5BPWR|6RCR|7LWND|9TLV|aDMG
64	13123 12346	7	   	263.29	DCR|5VULN|1DMG|1DUR	13458VULN|25ERES|5BPWR|6RCR|7BELT|9DUR|aDMG
65	13123 13143	6	   	263.29	DCR|5VULN|1DMG|1TLV	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9TLV|aDMG
66	13123 14113	9	   	263.29	DCR|5VULN|1DMG|1TLV	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9TLV|aDMG
67	13123 14143	7	   	263.29	DCR|5VULN|1DMG|1TLV	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9TLV|aDMG
68	13123 14143	8	   	263.29	DCR|5VULN|1DMG|1TLV	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9TLV|aDMG
69	13123 14263	8	   	263.29	DCR|5VULN|1DMG|1TLV	13459VULN|25ERES|5BPWR|6RCR|7BEXP|8TLV|aDMG
70	13123 15143	6	   	263.29	DCR|5VULN|1DMG|1TLV	13458VULN|25ERES|5BPWR|6RCR|7FEWX|9TLV|aDMG
71	13123 16154	9	   	263.29	DCR|5VULN|1DMG|1DUR	13457VULN|25ERES|5BPWR|6RCR|8RCVC|9DUR|aDMG
72	13123 16166	8	   	263.29	DCR|5VULN|1DMG|1TLV	13457VULN|25ERES|5BPWR|6RCR|8RCVC|9DMG|aTLV
73	13123 16213	9	   	263.29	DCR|5VULN|1DMG|1TLV	13457VULN|25ERES|5BPWR|6RCR|8LHND|9TLV|aDMG
74	13123 16243	8	   	263.29	DCR|5VULN|1DMG|1TLV	13457VULN|25ERES|5BPWR|6RCR|8LHND|9TLV|aDMG
75	13123 16243	7	   	263.29	DCR|5VULN|1DMG|1TLV	13457VULN|25ERES|5BPWR|6RCR|8FEWX|9TLV|aDMG
76	13123 16313	9	   	263.29	DCR|5VULN|1DMG|1TLV	13457VULN|25ERES|5BPWR|6RCR|8FEWX|9TLV|aDMG
77	13123 16343	8	   	263.29	DCR|5VULN|1DMG|1TLV	13457VULN|25ERES|5BPWR|6RCR|8FEWX|9TLV|aDMG
78	13123 16366	7	   	263.29	DCR|5VULN|1DMG|1TLV	13457VULN|25ERES|5BPWR|6RCR|8RMIN|9DMG|aTLV
79	13123 16513	7	   	263.29	DCR|5VULN|1DMG|1DUR	13457VULN|25ERES|5BPWR|6RCR|8DUR|9ZMB|aDMG
80	13123 16513	9	   	263.29	DCR|5VULN|1DMG|1TLV	13457VULN|25ERES|5BPWR|6RCR|8BEXP|9TLV|aDMG
81	13123 16543	8	   	263.29	DCR|5VULN|1DMG|1TLV	13457VULN|25ERES|5BPWR|6RCR|8BEXP|9TLV|aDMG
82	13123 16553	7	   	263.29	DCR|5VULN|1DMG|1DUR	13457VULN|25ERES|5BPWR|6RCR|8DUR|9MLV|aDMG
83	13123 16153	7	   	263.19	DCR|5VULN|1DMG|1TLV	13457VULN|25ERES|5BPWR|6RCR|8MBVNT|9TLV|aDMG
84	11121 42153	9	   	263.13	DCR|4VULN|2DUR|1TLV	1349VULN|29ZMB|5TLV|6RPLT|7LIT|89DUR|9BPWR|aRCR
85	11121 65153	9	   	263.13	DCR|4VULN|2DUR|1TLV	1349VULN|29ZMB|5TLV|6LIT|7RPLT|89DUR|9BPWR|aRCR
86	14131 43122	1	   	262.89	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17VULN|23DMG|4BELT|57DUR|67CDMG|7BPWR|8TLV|9RCR|aLWND
87	14131 43123	1	   	262.89	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17VULN|23DMG|4BELT|57DUR|67CDMG|7BPWR|8TLV|9RCR|aDMSP
88	14131 43124	1	   	262.89	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17VULN|23DMG|4BELT|57DUR|67CDMG|7BPWR|8TLV|9RCR|aBEXP
89	14131 43126	1	   	262.89	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17VULN|23DMG|4BELT|57DUR|67CDMG|7BPWR|8TLV|9RCR|aLHND
90	14131 43421	1	   	262.79	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17VULN|23DMG|4BELT|57DUR|67CDMG|7BPWR|8ERES|9RCR|aTLV
91	14131 43631	1	   	262.79	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17VULN|23DMG|4BELT|57DUR|67CDMG|7BPWR|8RCR|9ERES|aTLV
92	14131 43121	1	   	262.79	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17VULN|23DMG|4BELT|57DUR|67CDMG|7BPWR|8TLV|9RCR|aTBNT
93	14131 43125	1	   	262.79	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17VULN|23DMG|4BELT|57DUR|67CDMG|7BPWR|8TLV|9RCR|aBBNT
94	13123 16535	7	   	262.54	DCR|5VULN|1DUR|1ASPD	13457VULN|25ERES|5BPWR|6RCR|8DUR|9LIT|aASPD
95	14131 43621	1	   	262.29	DCR|2VULN|3DMG|2DUR|2CDMG	17VULN|239DMG|4BELT|57DUR|67CDMG|7BPWR|8RCR|aDMSP
96	14131 43623	1	   	262.29	DCR|2VULN|3DMG|2DUR|2CDMG	17VULN|239DMG|4BELT|57DUR|67CDMG|7BPWR|8RCR|aFEWX
97	11121 62346	6	 * 	262.10	DCR|5VULN|2TLV|2LIT	1347aVULN|2ZMB|57TLV|67LIT|7BPWR|8BEXP|9RCR
98	11121 62246	6	   	262.00	DCR|5VULN|2TLV|2LIT	1347aVULN|2ZMB|57TLV|67LIT|7BPWR|8DUST|9RCR
99	11511 23616	5	   	261.89	DCR|3VULN|2DMG|2DUR	18aVULN|2ZMB|38DUR|4LIT|59LHND|6RCR|78DMG|8BPWR
100	13623 41252	10	   	261.71	DCR|2VULN|2DMG|2ASPD|1DUR|2LIT|1CDMG	15VULN|29ERES|3CDMG|45ASPD|59BPWR|69DMG|7DUR|89LIT|aRCR
101	14223 35326	1	   	261.64	DCR|4VULN|2DMG|1TLV	167aVULN|2aDMG|3TLV|4RMIN|5BEXP|8RCR|9aZMB|aBPWR
102	15233 32366	5	   	261.54	DCR|4VULN|2DMG|1TLV	156aVULN|27aBEXP|3DUST|4TLV|8RCR|9aDMG|aBPWR
103	14113 35314	1	   	261.44	DCR|4VULN|2DMG|1DUR	167aVULN|23DMG|4DUR|5BEXP|8RCR|9BELT
104	14113 35323	1	   	261.44	DCR|4VULN|2DMG|1DUR	1679VULN|23DMG|4DUR|5aBEXP|8RCR
105	14113 35325	1	   	261.44	DCR|4VULN|2DMG|1DUR	1679VULN|23DMG|4DUR|5BEXP|8RCR|aCGEN
106	15233 13366	7	   	261.44	DCR|4VULN|2DMG|1TLV	157aVULN|2aBEXP|36DUST|4TLV|8RCR|9aDMG|aBPWR
107	13123 12662	9	   	261.34	DCR|4VULN|2DMG|1DUR	1345VULN|25ERES|5BPWR|6RCR|7BELT|8DUR|9aDMG
108	13123 16123	6	   	261.34	DCR|4VULN|2DMG|1DUR	1345VULN|25ERES|5BPWR|6RCR|78DMG|9BEXP|aDUR
109	13123 16145	6	   	261.34	DCR|4VULN|2DMG|1DUR	1345VULN|25ERES|5BPWR|6RCR|78DMG|9LHND|aDUR
110	13123 16161	6	   	261.34	DCR|4VULN|2DMG|1DUR	1345VULN|25ERES|5BPWR|6RCR|78DMG|9BELT|aDUR
111	13123 32123	6	   	261.34	DCR|4VULN|2DMG|1DUR	1345VULN|25ERES|5BPWR|68DMG|7RCR|9BEXP|aDUR
112	13123 32145	6	   	261.34	DCR|4VULN|2DMG|1DUR	1345VULN|25ERES|5BPWR|68DMG|7RCR|9LHND|aDUR
113	13123 32161	6	   	261.34	DCR|4VULN|2DMG|1DUR	1345VULN|25ERES|5BPWR|68DMG|7RCR|9BELT|aDUR
114	13123 34442	6	   	261.34	DCR|4VULN|2DMG|1DUR	1345VULN|25ERES|5BPWR|6aDMG|7DUR|8BELT|9RCR
115	13123 36442	7	   	261.34	DCR|4VULN|2DMG|1DUR	1345VULN|25ERES|5BPWR|6aDMG|7DUR|8BELT|9RCR
116	14113 35324	1	   	261.34	DCR|4VULN|2DMG|1DUR	1679VULN|23DMG|4DUR|5BEXP|8RCR|aDLOT
117	14113 35326	1	   	261.34	DCR|4VULN|2DMG|1DUR	1679VULN|23DMG|4DUR|5BEXP|8RCR|aERES
118	52631 36232	5	 * 	261.34	DCR|3VULN|2TLV|1DMG|2CDMG|1DUR	1RPLT|27CDMG|37TLV|4DMG|5LHND|679VULN|7BPWR|8DUR|aRCR
119	12342 31231	5	 * 	261.26	ACR|4VULN|2DUR|2TLV|2CDMG|2LIT	148aVULN|2RPLT|3aDUR|5RCR|68CDMG|78TLV|8aBPWR|9aLIT
120	54342 31231	5	   	261.26	ACR|4VULN|2DUR|2TLV|2CDMG|2LIT	1RPLT|248aVULN|3aDUR|5RCR|68CDMG|78TLV|8aBPWR|9aLIT
121	13123 16613	6	   	261.24	DCR|4VULN|2DMG|1TLV	1345VULN|259ERES|5BPWR|6RCR|7aDMG|8TLV
122	13123 32613	6	   	261.24	DCR|4VULN|2DMG|1TLV	1345VULN|259ERES|5BPWR|6aDMG|7RCR|8TLV
123	13121 24631	9	   	261.15	DCR|4VULN|2ASPD|1DUR|1TLV	1348VULN|28ERES|5TLV|6DUST|78ASPD|8BPWR|9RCR|aDUR
124	26344 17374	1	 * 	260.94	DCR|4VULN|3DMG	19FEWX|2MBVNT|3679VULN|489DMG|5BELT|9BPWR|aRCR
125	13123 16133	6	   	260.74	DCR|4VULN|3DMG	1345VULN|25ERES|5BPWR|6RCR|78aDMG|9ZMB
126	13123 32133	6	   	260.74	DCR|4VULN|3DMG	1345VULN|25ERES|5BPWR|68aDMG|7RCR|9ZMB
127	13123 11122	8	   	260.69	DCR|5VULN|1DMG|1CDMG	13459VULN|25ERES|5BPWR|6RCR|7CGEN|8CDMG|aDMG
128	13123 11162	9	   	260.69	DCR|5VULN|1DMG|1CDMG	13459VULN|25ERES|5BPWR|6RCR|7CGEN|8CDMG|aDMG
129	13123 16114	6	   	260.64	DCR|4VULN|3DMG	1345VULN|259ERES|5BPWR|6RCR|78aDMG
130	13123 32114	6	   	260.64	DCR|4VULN|3DMG	1345VULN|259ERES|5BPWR|68aDMG|7RCR
131	13123 16614	7	   	260.59	DCR|5VULN|1DMG|1CDMG	13457VULN|258ERES|58BPWR|6RCR|9DMG|aCDMG
132	13123 16614	8	   	260.59	DCR|5VULN|1DMG|1CDMG	13457VULN|258ERES|58BPWR|6RCR|9DMG|aCDMG
133	13112 62623	8	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	136VULN|2ERES|4CDMG|56DUR|6BPWR|7BELT|8DMG|9RCR|aASPD
134	13612 62623	8	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	146VULN|2ERES|3CDMG|56DUR|6BPWR|7BELT|8DMG|9RCR|aASPD
135	13113 31862	10	   	260.23	DCR|4VULN|2DUR|1CDMG	1389VULN|29ERES|4CDMG|5MBVNT|6LIT|79DUR|9BPWR|aRCR
136	13113 33662	10	   	260.23	DCR|4VULN|2DUR|1CDMG	1379VULN|29ERES|4CDMG|5MBVNT|6LIT|89DUR|9BPWR|aRCR
137	13613 31862	10	   	260.23	DCR|4VULN|2DUR|1CDMG	1489VULN|29ERES|3CDMG|5MBVNT|6LIT|79DUR|9BPWR|aRCR
138	13613 33662	10	   	260.23	DCR|4VULN|2DUR|1CDMG	1479VULN|29ERES|3CDMG|5MBVNT|6LIT|89DUR|9BPWR|aRCR
139	11513 21316	5	   	260.16	DCR|3VULN|3DUR|1TLV|2LIT	189VULN|2ZMB|358DUR|48LIT|6RCR|7BBNT|8BPWR|aTLV
140	11513 25316	5	   	260.16	DCR|3VULN|3DUR|1TLV|2LIT	189VULN|2ZMB|358DUR|48LIT|6RCR|7TBNT|8BPWR|aTLV
141	11121 21446	5	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1347VULN|2ZMB|5TLV|6DUR|8BELT|9RCR|aDMG
142	15333 35322	6	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1579VULN|23BEXP|4DMG|6DUR|8RCR|aTLV
143	13121 43321	5	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1349VULN|2ERES|5TLV|6DMG|7BEXP|8RCR|aDUR
144	13123 12661	9	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1345VULN|25ERES|5BPWR|6RCR|7BELT|8DUR|9DMG|aTLV
145	13123 14221	10	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1345VULN|25ERES|5BPWR|6RCR|7BEXP|8TLV|9DUR|aDMG
146	13123 34441	6	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1345VULN|25ERES|5BPWR|6DMG|7DUR|8BELT|9RCR|aTLV
147	13123 36441	7	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1345VULN|25ERES|5BPWR|6DMG|7DUR|8BELT|9RCR|aTLV
148	16634 22261	1	   	259.93	DCR|3VULN|3DUR|1DMG|1ASPD	15aVULN|2MBVNT|346DUR|7ASPD|8RCR|9DMG
149	13123 16635	6	   	259.90	DCR|4VULN|1DMG|1DUR|1TLV	1345VULN|25ERES|5BPWR|6RCR|7DMG|8TLV|9BBNT|aDUR
150	13123 32635	6	   	259.90	DCR|4VULN|1DMG|1DUR|1TLV	1345VULN|25ERES|5BPWR|6DMG|7RCR|8TLV|9BBNT|aDUR
151	13123 41234	6	 * 	259.90	DCR|4VULN|2CDMG|1TLV|1DUR	1345VULN|25ERES|5BPWR|6TLV|78CDMG|9DUR|aRCR
152	11122 56341	10	 * 	259.59	DCR|4VULN|2DUR|2ASPD	1347VULN|2ZMB|5aDUR|68ASPD|9RCR
153	11231 24634	1	   	259.59	DCR|4VULN|2DUR|2ASPD	1478VULN|28ASPD|3FEWX|5ERES|68DUR|8BPWR|9TBNT|aRCR
154	13122 12544	5	   	259.59	DCR|4VULN|2DUR|2ASPD	1348VULN|2ERES|58DUR|6TBNT|78ASPD|8BPWR|9FEWX|aRCR
155	13122 25323	6	   	259.48	DCR|5VULN|1TLV|1DUR	13479VULN|2ERES|5DUR|6BEXP|8RCR|aTLV
156	13123 14224	9	   	259.48	DCR|5VULN|1TLV|1DUR	1345aVULN|25ERES|5BPWR|6RCR|7BEXP|8TLV|9DUR
157	13123 14226	10	   	259.48	DCR|5VULN|1TLV|1DUR	1345aVULN|25ERES|5BPWR|6RCR|7BEXP|8TLV|9DUR
158	13123 16156	10	   	259.48	DCR|5VULN|1TLV|1DUR	13457VULN|25ERES|5BPWR|6RCR|8RCVC|9DUR|aTLV
159	13123 16541	7	   	259.48	DCR|5VULN|1TLV|1DUR	13457VULN|25ERES|5BPWR|6RCR|8DUR|9TLV|aRPLT
160	13123 16542	7	   	259.48	DCR|5VULN|1TLV|1DUR	13457VULN|25ERES|5BPWR|6RCR|8DUR|9TLV|aRMIN
161	13534 35323	3	   	259.48	DCR|5VULN|1TLV|1DUR	14679VULN|2ERES|3DUR|5BEXP|8RCR|aTLV
162	13122 33254	9	   	259.48	DCR|5VULN|1TLV|1DUR	13479VULN|2ERES|5DUR|6RCVC|8TLV|aRCR
163	13622 33552	10	   	259.43	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	17VULN|29ERES|3CDMG|4ASPD|59DMG|6LIT|89DUR|9BPWR|aRCR
164	13122 65323	5	   	259.38	DCR|5VULN|1DUR|1TLV	13479VULN|2ERES|5DUR|6DUST|8RCR|aTLV
165	13123 13361	7	   	259.38	DCR|5VULN|1TLV|1DUR	1345aVULN|257ERES|5BPWR|6RCR|8DUR|9TLV
166	11121 24642	5	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	1348VULN|2ZMB|5TLV|6DUR|7LIT|9RCR|aASPD
167	11121 62642	7	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	1348VULN|2ZMB|5TLV|6LIT|7DUR|9RCR|aASPD
168	13116 21515	5	   	259.01	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	138VULN|2ERES|4CDMG|5AART|6RCR|79DUR|aDMG
169	11112 61122	8	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	136VULN|2ZMB|4CDMG|567DUR|6BPWR|8LHND|9RCR|aTLV
170	11112 62222	6	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7LHND|9RCR|aTLV
171	11112 65122	8	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7LHND|9RCR|aTLV
172	11112 65222	7	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7LHND|9RCR|aTLV
173	11612 61122	8	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	146VULN|2ZMB|3CDMG|567DUR|6BPWR|8LHND|9RCR|aTLV
174	11612 62222	6	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	146VULN|2ZMB|3CDMG|568DUR|6BPWR|7LHND|9RCR|aTLV
175	11612 65122	8	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	146VULN|2ZMB|3CDMG|568DUR|6BPWR|7LHND|9RCR|aTLV
176	11612 65222	7	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	146VULN|2ZMB|3CDMG|568DUR|6BPWR|7LHND|9RCR|aTLV
177	12364 62441	8	   	258.86	DCR|3VULN|2DMG|2TLV|1DUR	18aVULN|2RPLT|3DUR|48DMG|5MBVNT|6RMIN|78TLV|8BPWR|9RCR
178	52153 36232	2	 * 	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	1RPLT|27CDMG|37DMG|4ERES|5LWND|679VULN|7BPWR|8DUR|aRCR
179	53253 36232	2	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	1RPLT|27DMG|37CDMG|4ERES|5LWND|679VULN|7BPWR|8DUR|aRCR
