0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22462 23163	2	 * 	280.78	DCR|5VULN|3DMG	1BELT|289DMG|34789VULN|5RCVC|689CGEN|89BPWR|aRCR
30	22411 52611	2	   	264.88	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1BELT|27DMG|37VULN|4LIT|5TLV|67DUR|7BPWR|8RCR|9FEWX|aCDMG
31	14143 51213	7	   	264.69	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1MLV|2457VULN|3TLV|6DUR|8CDMG|9ASPD|aRCR
32	34143 51213	7	   	264.69	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1CGEN|2457VULN|3TLV|6DUR|8CDMG|9ASPD|aRCR
33	22231 53533	3	   	264.31	DCR|3VULN|3DMG|1TLV|1AART	1BELT|278DMG|37ZMB|47aVULN|5AART|6RCR|7BPWR|9TLV
34	12342 26334	7	   	263.92	DCR|4VULN|1DMG|2TLV|1DUR	17MLV|2ERES|3479VULN|57TLV|6RCR|7BPWR|8DMG|aDUR
35	12342 26433	7	   	263.92	DCR|4VULN|1DMG|2TLV|1DUR	17MLV|2ERES|3479VULN|57TLV|6RCR|7BPWR|8DUR|aDMG
36	12342 26513	7	   	263.92	DCR|4VULN|1DMG|2TLV|1DUR	17MLV|2ERES|3478VULN|57TLV|6RCR|7BPWR|9DUR|aDMG
37	32342 26334	7	   	263.92	DCR|4VULN|2TLV|1DMG|1DUR	17CGEN|2ERES|3479VULN|57TLV|6RCR|7BPWR|8DMG|aDUR
38	32342 26433	7	   	263.92	DCR|4VULN|2TLV|1DMG|1DUR	17CGEN|2ERES|3479VULN|57TLV|6RCR|7BPWR|8DUR|aDMG
39	32342 26513	7	   	263.92	DCR|4VULN|2TLV|1DMG|1DUR	17CGEN|2ERES|3478VULN|57TLV|6RCR|7BPWR|9DUR|aDMG
40	23413 22155	3	   	263.42	DCR|3VULN|2DMG|1TLV|2LIT|1AART	1BELT|27LIT|347VULN|5AART|67DMG|7BPWR|8TBNT|9TLV|aRCR
41	23431 43523	5	   	263.40	DCR|4VULN|1DUR|2LIT|1CDMG|1ASPD	1BELT|24LIT|3479VULN|4BPWR|5CDMG|6RCR|8ASPD|aDUR
42	34442 21143	10	   	263.29	DCR|5VULN|1DMG|1TLV	1CGEN|2489aVULN|3DMG|5TLV|6RCR|7MBVNT
43	16121 63113	2	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	18MLV|2AART|349VULN|58DUR|68DMG|7RCR|8BPWR|aERES
44	16121 63115	2	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	18MLV|2AART|349VULN|58DUR|68DMG|7RCR|8BPWR|aDUST
45	16121 63125	2	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	18MLV|2AART|34aVULN|58DUR|68DMG|7RCR|8BPWR|9BBNT
46	16422 63113	2	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	18MLV|2AART|35DUR|489VULN|68DMG|7RCR|8BPWR|aERES
47	14442 23121	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1MLV|248VULN|3DMG|5TLV|6RCR|79DUR|aASPD
48	34442 23121	7	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1CGEN|248VULN|3DMG|5TLV|6RCR|79DUR|aASPD
49	34442 23121	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1CGEN|248VULN|3DMG|5TLV|6RCR|79DUR|aASPD
50	14443 23133	7	   	261.44	DCR|4VULN|2DMG|1DUR	1MLV|2489VULN|3aDMG|5CGEN|6RCR|7DUR
51	14443 23133	8	   	261.44	DCR|4VULN|2DMG|1DUR	1MLV|2489VULN|3aDMG|5CGEN|6RCR|7DUR
52	12313 65333	3	   	261.34	DCR|4VULN|2DMG|1TLV	1MLV|2ERES|3467VULN|5aDMG|8TLV|9RCR
53	12342 24333	6	   	261.34	DCR|4VULN|2DMG|1TLV	1MLV|2ERES|3479VULN|5TLV|6RCR|8aDMG
54	12343 65333	4	   	261.34	DCR|4VULN|2DMG|1TLV	1MLV|2ERES|3467VULN|5aDMG|8TLV|9RCR
55	32342 24333	6	   	261.34	DCR|4VULN|2DMG|1TLV	1CGEN|2ERES|3479VULN|5TLV|6RCR|8aDMG
56	34442 21143	9	   	261.34	DCR|4VULN|2DMG|1TLV	1CGEN|2489VULN|3aDMG|5TLV|6RCR|7MBVNT
57	12342 26522	7	   	261.32	DCR|4VULN|1DMG|2TLV|1CDMG	17MLV|2ERES|3478VULN|57TLV|6RCR|7BPWR|9CDMG|aDMG
58	32342 26523	7	   	261.32	DCR|4VULN|2TLV|1DMG|1CDMG	17CGEN|2ERES|3478VULN|57TLV|6RCR|7BPWR|9CDMG|aDMG
59	34143 52331	7	 * 	261.25	DCR|4VULN|2ASPD|1TLV|1DUR	1CGEN|2459VULN|3TLV|6DUR|7RCR|8aASPD
60	53131 42531	1	   	260.76	DCR|3VULN|2DMG|1DUR|1CDMG	1LHND|2CDMG|347VULN|56DMG|8LIT|9RCR|aDUR
61	53131 42533	1	   	260.76	DCR|3VULN|2DMG|1TLV|1CDMG	1LHND|2CDMG|347VULN|56DMG|8LIT|9RCR|aTLV
62	13223 23446	10	 * 	260.11	DCR|4VULN|3DUR	1aMLV|2LIT|349aVULN|5BELT|67aDUR|8RCR|aBPWR
63	33223 23446	10	   	260.11	DCR|4VULN|3DUR	1aCGEN|2LIT|349aVULN|5BELT|67aDUR|8RCR|aBPWR
64	14143 21235	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1MLV|2457VULN|3TLV|6FEWX|8DMG|9DUR|aRCR
65	14143 31235	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1MLV|2457VULN|3TLV|6LWND|8DMG|9DUR|aRCR
66	14143 52223	7	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1MLV|2458VULN|3TLV|6DUR|7RCR|9ZMB|aDMG
67	34143 21235	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2457VULN|3TLV|6FEWX|8DMG|9DUR|aRCR
68	34143 31235	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2457VULN|3TLV|6LWND|8DMG|9DUR|aRCR
69	34143 52223	7	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2458VULN|3TLV|6DUR|7RCR|9ZMB|aDMG
70	34143 52233	8	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2459VULN|3TLV|6DUR|7RCR|8ZMB|aDMG
71	34342 23133	7	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2489VULN|3ZMB|5TLV|6RCR|7DUR|aDMG
72	34342 23133	8	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2489VULN|3ZMB|5TLV|6RCR|7DUR|aDMG
73	34442 23133	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	19CGEN|248aVULN|3DMG|5TLV|6RCR|7DUR
74	12266 43133	3	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1MLV|2ERES|3TLV|4789VULN|5DUR|6RCR|aDMG
75	12313 65334	3	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1MLV|2ERES|3467VULN|5DMG|8TLV|9RCR|aDUR
76	12342 24334	6	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1MLV|2ERES|3479VULN|5TLV|6RCR|8DMG|aDUR
77	12342 24433	6	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1MLV|2ERES|3479VULN|5TLV|6RCR|8DUR|aDMG
78	12342 24513	6	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1MLV|2ERES|3478VULN|5TLV|6RCR|9DUR|aDMG
79	12342 25133	7	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1MLV|2ERES|3489VULN|5TLV|6RCR|7DUR|aDMG
80	12342 25133	8	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1MLV|2ERES|3489VULN|5TLV|6RCR|7DUR|aDMG
81	14116 43133	4	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1MLV|2789VULN|3TLV|4ERES|5DUR|6RCR|aDMG
82	14143 52133	8	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1MLV|2459VULN|3TLV|6DUR|7RCR|8ERES|aDMG
83	14143 52233	7	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1MLV|2458VULN|3TLV|6DUR|7RCR|9ERES|aDMG
84	32342 24334	6	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2ERES|3479VULN|5TLV|6RCR|8DMG|aDUR
85	32342 24433	6	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2ERES|3479VULN|5TLV|6RCR|8DUR|aDMG
86	32342 24513	6	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2ERES|3478VULN|5TLV|6RCR|9DUR|aDMG
87	32342 25133	7	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2ERES|3489VULN|5TLV|6RCR|7DUR|aDMG
88	32342 25133	8	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2ERES|3489VULN|5TLV|6RCR|7DUR|aDMG
89	34143 52133	8	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2459VULN|3TLV|6DUR|7RCR|8ERES|aDMG
90	34442 23132	7	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2489VULN|3DMG|5TLV|6RCR|7DUR|aDUST
91	34442 23132	8	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2489VULN|3DMG|5TLV|6RCR|7DUR|aDUST
92	34133 52236	7	   	259.58	DCR|5VULN|1TLV|1DUR	1CGEN|2589aVULN|3TLV|4RCVC|6DUR|7RCR
93	34143 36232	7	   	259.58	DCR|5VULN|1TLV|1DUR	1CGEN|24589VULN|3TLV|6LWND|7DUR|aRCR
94	34143 51132	8	   	259.58	DCR|5VULN|1TLV|1DUR	1CGEN|24579VULN|3TLV|6DUR|8LHND|aRCR
95	34143 52232	7	   	259.58	DCR|5VULN|1TLV|1DUR	1CGEN|24589VULN|3TLV|6DUR|7RCR|aRMIN
96	34143 52233	7	   	259.58	DCR|5VULN|1TLV|1DUR	1CGEN|24589VULN|3TLV|6DUR|7RCR|aLWND
97	34143 52231	7	   	259.48	DCR|5VULN|1TLV|1DUR	1CGEN|24589VULN|3TLV|6DUR|7RCR|aERES
98	22231 53553	3	   	259.07	DCR|3VULN|3DMG|1ASPD|1AART	1BELT|278DMG|37ZMB|47aVULN|5AART|6RCR|7BPWR|9ASPD
99	22236 54211	3	   	259.04	DCR|4VULN|2DMG|1CDMG	18BELT|27DMG|37ZMB|4579VULN|6RCR|7BPWR|aCDMG
100	22462 23131	2	   	259.04	DCR|4VULN|2DMG|1CDMG	1BELT|28DMG|3478VULN|5RCVC|68CGEN|8BPWR|9RCR|aCDMG
101	22466 22131	2	   	259.04	DCR|4VULN|2DMG|1CDMG	1BELT|28DMG|3458VULN|68CGEN|7RCVC|8BPWR|9RCR|aCDMG
102	53131 42631	1	   	258.84	DCR|4VULN|2DMG|1CDMG	1LHND|2CDMG|347aVULN|56DMG|8FEWX|9RCR
103	22462 63131	2	   	258.84	DCR|4VULN|2DMG|1CDMG	1BELT|28DMG|3478VULN|5RCVC|68ERES|8BPWR|9RCR|aCDMG
104	22466 21231	2	   	258.84	DCR|4VULN|2DMG|1CDMG	1BELT|27DMG|3458VULN|6CGEN|9RCR|aCDMG
105	23441 42123	5	   	258.81	DCR|4VULN|2CDMG|1DUR|2LIT	1BELT|27LIT|3479VULN|57CDMG|6RCR|7BPWR|8ZMB|aDUR
106	16121 64123	2	   	258.68	DCR|3VULN|3DUR|1DMG|1AART	1MLV|2AART|34aVULN|578DUR|6DMG|9RCR
107	16422 61123	2	   	258.68	DCR|3VULN|3DUR|1DMG|1AART	1MLV|2AART|358DUR|47aVULN|6DMG|9RCR
108	24225 42541	1	 * 	258.17	DCR|3VULN|3DMG|2TLV	1BELT|2MBVNT|359VULN|4BBNT|69TLV|789DMG|9BPWR|aRCR
109	16121 63161	2	   	257.87	DCR|2VULN|3DUR|2DMG|1AART	18MLV|2AART|34VULN|589DUR|68DMG|7RCR|8BPWR|aLIT
110	16121 65121	2	   	257.87	DCR|2VULN|3DUR|2DMG|1AART	17MLV|2AART|34VULN|578DUR|67DMG|7BPWR|9RCR|aLIT
111	23431 42161	5	   	257.52	DCR|3VULN|3LIT|2CDMG|1TLV|1DUR	1BELT|247LIT|347VULN|47BPWR|57CDMG|6RCR|8CGEN|9DUR|aTLV
112	12342 24522	6	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1MLV|2ERES|3478VULN|5TLV|6RCR|9CDMG|aDMG
113	14442 21141	9	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1MLV|248aVULN|3DMG|5TLV|6RCR|7MBVNT|9CDMG
114	32342 24523	6	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1CGEN|2ERES|3478VULN|5TLV|6RCR|9CDMG|aDMG
115	34442 21141	10	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1CGEN|2489VULN|3DMG|5TLV|6RCR|7MBVNT|aCDMG
116	23422 12514	10	 * 	257.38	DCR|3VULN|2ASPD|2TLV|1DUR|2LIT	1BELT|29LIT|367VULN|49ASPD|59TLV|8RCR|9BPWR|aDUR
117	23431 42326	5	   	257.33	DCR|4VULN|3LIT|2CDMG|1AART	1BELT|247LIT|347aVULN|47BPWR|57CDMG|6RCR|8LWND|9AART
118	33223 52516	10	 * 	256.80	DCR|5VULN|2ASPD	19CGEN|2LIT|3479aVULN|5BELT|69ASPD|8RCR|9BPWR
119	23422 12552	8	   	256.75	DCR|4VULN|1TLV|1CDMG|1ASPD	1BELT|2LIT|367aVULN|4ASPD|5TLV|8RCR|9CDMG
120	26231 53325	3	 * 	256.53	DCR|3VULN|3ASPD|2DUR|1AART	1BELT|278ASPD|37aZMB|47aVULN|5AART|6RCR|7aBPWR|9aDUR
121	12342 26332	7	   	255.97	DCR|4VULN|1DMG|2TLV	17MLV|2ERES|3479VULN|57TLV|6RCR|7BPWR|8DMG|aLIT
122	32342 26332	7	   	255.97	DCR|4VULN|1DMG|2TLV	17CGEN|2ERES|3479VULN|57TLV|6RCR|7BPWR|8DMG|aLIT
123	12342 26423	7	 * 	255.86	DCR|3VULN|2DUR|1DMG|2TLV	17MLV|2ERES|347VULN|57TLV|6RCR|7BPWR|89DUR|aDMG
124	32342 26423	7	   	255.86	DCR|3VULN|2DUR|2TLV|1DMG	17CGEN|2ERES|347VULN|57TLV|6RCR|7BPWR|89DUR|aDMG
125	23431 43124	5	   	255.68	DCR|5VULN|2LIT|1CDMG	1BELT|24LIT|3479aVULN|4BPWR|5CDMG|6RCR|8ZMB
126	22632 23552	7	 * 	255.31	DCR|2VULN|3DMG|3DUR|1SELL	1BELT|259DMG|3RPLT|4SELL|59BPWR|6RCR|79VULN|89aDUR
127	14143 52122	7	   	255.09	DCR|4VULN|1TLV|1DUR|2LIT	1aMLV|245aVULN|3TLV|6DUR|7RCR|8aLIT|9RMIN|aBPWR
128	34143 52122	7	   	255.09	DCR|4VULN|1TLV|1DUR|2LIT	1aCGEN|245aVULN|3TLV|6DUR|7RCR|8aLIT|9RMIN|aBPWR
129	22113 34265	5	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1BELT|25DMG|3FEWX|489VULN|6RCR|7DUR|aTLV
130	34432 23133	7	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1CGEN|289VULN|3aDMG|4RCVC|5TLV|6RCR|7DUR
131	34432 23133	8	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1CGEN|289VULN|3aDMG|4RCVC|5TLV|6RCR|7DUR
132	34442 23133	9	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	19CGEN|248VULN|3aDMG|5TLV|6RCR|7DUR
133	34442 23333	7	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	18CGEN|249VULN|3aDMG|5TLV|6RCR|7DUR
134	12342 26431	7	   	254.86	DCR|4VULN|2TLV|1DUR|1ASPD	17MLV|2ERES|3479VULN|57TLV|6RCR|7BPWR|8DUR|aASPD
135	12342 26511	7	   	254.86	DCR|4VULN|2TLV|1DUR|1ASPD	17MLV|2ERES|3478VULN|57TLV|6RCR|7BPWR|9DUR|aASPD
136	14443 23131	7	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1MLV|2489VULN|3DMG|5CGEN|6RCR|7DUR|aASPD
137	14443 23131	8	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1MLV|2489VULN|3DMG|5CGEN|6RCR|7DUR|aASPD
138	32342 26431	7	   	254.86	DCR|4VULN|2TLV|1DUR|1ASPD	17CGEN|2ERES|3479VULN|57TLV|6RCR|7BPWR|8DUR|aASPD
139	32342 26511	7	   	254.86	DCR|4VULN|2TLV|1DUR|1ASPD	17CGEN|2ERES|3478VULN|57TLV|6RCR|7BPWR|9DUR|aASPD
140	34142 52332	7	   	254.76	DCR|4VULN|2TLV|1DUR|1ASPD	1CGEN|249aVULN|35TLV|6DUR|7RCR|8ASPD
141	34442 21141	9	   	254.76	DCR|4VULN|1DMG|1TLV|1ASPD	1CGEN|2489VULN|3DMG|5TLV|6RCR|7MBVNT|aASPD
142	34133 52234	7	   	254.62	DCR|4VULN|2DUR|1TLV	1CGEN|2589VULN|3TLV|4RCVC|6aDUR|7RCR
143	22236 54312	3	   	254.55	DCR|3VULN|3DMG|1DUR	1BELT|279DMG|37ZMB|457VULN|6RCR|7BPWR|8DUR|aDUST
144	22236 54313	3	   	254.55	DCR|3VULN|3DMG|1DUR|1NUKE	1BELT|279DMG|37ZMB|457VULN|6RCR|7BPWR|8DUR|aNUKE
145	22236 53316	3	   	254.45	DCR|3VULN|3DMG|1DUR	1BELT|279DMG|3ZMB|45aVULN|6RCR|8DUR
146	22236 54311	3	   	254.41	DCR|3VULN|3DMG|1DUR|1SELL	1BELT|279DMG|37ZMB|457VULN|6RCR|7BPWR|8DUR|aSELL
147	14143 53313	9	   	254.38	DCR|4VULN|2DUR|1TLV|1SELL	1MLV|245aVULN|3TLV|69DUR|7SELL|8RCR
148	14413 25333	3	   	254.35	DCR|3VULN|3DMG|1TLV	1MLV|247VULN|35aDMG|6ERES|8TLV|9RCR
149	34143 22234	7	   	254.33	DCR|5VULN|1TLV|1ASPD	1CGEN|24589VULN|3TLV|6FEWX|7RCR|aASPD
150	34143 32234	7	   	254.33	DCR|5VULN|1TLV|1ASPD	1CGEN|24589VULN|3TLV|6LWND|7RCR|aASPD
151	13222 32411	7	   	253.96	DCR|3VULN|2DUR|1DMG|1AART	19MLV|2LIT|349VULN|5ZMB|6DMG|79DUR|8AART|9BPWR|aRCR
152	33222 32411	7	   	253.96	DCR|3VULN|2DUR|1DMG|1AART	19CGEN|2LIT|349VULN|5ZMB|6DMG|79DUR|8AART|9BPWR|aRCR
153	23431 42421	5	   	253.81	DCR|4VULN|3CDMG|3LIT	1BELT|247LIT|3479VULN|479BPWR|579CDMG|6RCR|8RCVC|aFEWX
154	14143 22513	9	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|245aVULN|3TLV|6FEWX|7RCR|8CDMG|9DUR
155	14143 51223	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|2457VULN|3TLV|6DUR|8CDMG|9ZMB|aRCR
156	14143 52333	9	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|245aVULN|3TLV|6DUR|7RCR|8RCVC|9CDMG
157	34143 51223	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1CGEN|2457VULN|3TLV|6DUR|8CDMG|9ZMB|aRCR
158	22231 53521	3	   	253.66	DCR|2VULN|3DMG|1TLV|1DUR|1AART	1BELT|278DMG|37ZMB|47VULN|5AART|6RCR|7BPWR|9DUR|aTLV
159	22231 53531	3	   	253.66	DCR|2VULN|3DMG|1TLV|1DUR|1AART	1BELT|278DMG|37ZMB|47VULN|5AART|6RCR|7BPWR|9TLV|aDUR
160	12342 25131	9	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|2ERES|348aVULN|5TLV|6RCR|7DUR|9CDMG
161	14143 52131	9	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|245aVULN|3TLV|6DUR|7RCR|8ERES|9CDMG
162	32342 25131	9	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1CGEN|2ERES|348aVULN|5TLV|6RCR|7DUR|9CDMG
163	32342 25133	10	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1CGEN|2ERES|348aVULN|5TLV|6RCR|7DUR|9CDMG
164	34143 52131	9	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1CGEN|245aVULN|3TLV|6DUR|7RCR|8ERES|9CDMG
165	34143 52133	10	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1CGEN|245aVULN|3TLV|6DUR|7RCR|8ERES|9CDMG
166	53135 36321	1	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1LHND|2CDMG|345aVULN|6DUR|7TBNT|8RCR|9TLV
167	53135 42321	1	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1LHND|2CDMG|345aVULN|6BBNT|7DUR|8RCR|9TLV
168	63132 65321	1	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|2CDMG|347aVULN|5BBNT|6DUR|8RCR|9TLV
169	22612 25423	3	   	253.58	DCR|3VULN|2DMG|2DUR	18BELT|29DMG|3RPLT|4LWND|59DUR|69aVULN|7RCR|9BPWR
170	33223 52514	10	   	253.51	DCR|4VULN|2ASPD|1DUR	19CGEN|2LIT|3479VULN|5BELT|69ASPD|8RCR|9BPWR|aDUR
171	33223 52515	10	   	253.51	DCR|4VULN|2ASPD|1TLV	19CGEN|2LIT|3479VULN|5BELT|69ASPD|8RCR|9BPWR|aTLV
172	52114 52213	5	   	253.45	DCR|2VULN|3DUR|2DMG|1CDMG	17LHND|2DUST|37aDUR|4CDMG|59VULN|67DMG|7BPWR|8RCR
173	14443 23123	8	   	253.38	DCR|3VULN|2DMG|2DUR	1MLV|248VULN|3aDMG|5CGEN|6RCR|79DUR
174	14443 23123	7	   	253.38	DCR|3VULN|2DMG|2DUR	1MLV|248VULN|3aDMG|5CGEN|6RCR|79DUR
175	14143 52321	7	   	253.19	DCR|3VULN|2DUR|2ASPD|1TLV	1MLV|245VULN|3TLV|69DUR|7RCR|8aASPD
176	34143 52321	7	   	253.19	DCR|3VULN|2DUR|2ASPD|1TLV	1CGEN|245VULN|3TLV|69DUR|7RCR|8aASPD
177	52351 52211	2	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	17LHND|2DUST|379VULN|4DUR|5CDMG|67DMG|7BPWR|8RCR|aZMB
