0	Index      	Bounty	 *	Score 	Summary	Detail	
1	25225 52123	8	 * 	299.97	DCR|3VULN|3DMG|3ASPD|2DUR	17DUR|289DMG|37aASPD|457VULN|6RCR|7BPWR
56	25225 52221	10	 * 	279.86	DCR|3VULN|3DUR|3ASPD|1DMG	178DUR|2DMG|37aASPD|457VULN|6RCR|7BPWR|9ERES
57	22225 52113	9	   	279.85	DCR|4VULN|2DUR|2ASPD|1DMG	17DUR|2ZMB|37ASPD|457aVULN|6RCR|7BPWR|8DMG|9BELT
58	22225 52131	10	   	279.85	DCR|4VULN|2DUR|2ASPD|1DMG	17DUR|2ZMB|37ASPD|4579VULN|6RCR|7BPWR|8DMG|aRCVC
59	22225 52133	10	   	279.85	DCR|4VULN|2DUR|2ASPD|1DMG	17DUR|2ZMB|37ASPD|4579VULN|6RCR|7BPWR|8DMG|aRMIN
60	22225 52133	9	   	279.85	DCR|4VULN|2DUR|2ASPD|1DMG	17DUR|2ZMB|37ASPD|4579VULN|6RCR|7BPWR|8DMG|aRCVC
61	22225 52134	9	   	279.85	DCR|4VULN|2DUR|2ASPD|1DMG	17DUR|2ZMB|37ASPD|4579VULN|6RCR|7BPWR|8DMG|aMLV
62	22225 52135	9	   	279.85	DCR|4VULN|2DUR|2ASPD|1DMG	17DUR|2ZMB|37ASPD|4579VULN|6RCR|7BPWR|8DMG|aFEWX
63	22225 52136	9	   	279.85	DCR|4VULN|2DUR|2ASPD|1DMG	17DUR|2ZMB|37ASPD|4579VULN|6RCR|7BPWR|8DMG|aLWND
64	22225 52163	10	   	279.85	DCR|4VULN|2DUR|2ASPD|1DMG	17DUR|2ZMB|37ASPD|457aVULN|6RCR|7BPWR|8DMG|9CGEN
65	25225 52133	7	   	279.85	DCR|4VULN|2DUR|2ASPD|1DMG	17DUR|2DMG|37ASPD|457aVULN|6RCR|7BPWR|8LHND|9RPLT
66	25225 52213	7	   	279.85	DCR|4VULN|2DUR|2ASPD|1DMG	17DUR|2DMG|37ASPD|457aVULN|6RCR|7BPWR|8BELT|9CGEN
67	25225 52232	7	   	279.85	DCR|4VULN|2DUR|2ASPD|1DMG	17DUR|2DMG|37ASPD|457aVULN|6RCR|7BPWR|8BELT|9LWND
68	22225 52132	9	   	279.75	DCR|4VULN|2DUR|2ASPD|1DMG	17DUR|2ZMB|37ASPD|4579VULN|6RCR|7BPWR|8DMG|aDUST
69	22225 52131	9	   	279.60	DCR|4VULN|2DUR|2ASPD|1DMG|1SELL	17DUR|2ZMB|37ASPD|4579VULN|6RCR|7BPWR|8DMG|aSELL
70	22225 52136	10	   	279.60	DCR|4VULN|2DUR|2ASPD|1DMG|1SELL	17DUR|2ZMB|37ASPD|4579VULN|6RCR|7BPWR|8DMG|aSELL
71	22225 52323	10	   	279.33	DCR|5VULN|2DUR|2ASPD	17DUR|2ZMB|37ASPD|4579aVULN|6RCR|7BPWR|8BELT
72	22225 52152	9	   	279.16	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8DMG|9LIT|aCDMG
73	25225 52332	9	   	279.16	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	17DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|8FEWX|9CDMG|aLIT
74	21225 61433	10	   	278.82	DCR|4VULN|2ASPD|1DMG|1DUR|1CDMG	1DUR|2RMIN|36ASPD|4569VULN|6BPWR|7CDMG|8DMG|aRCR
75	26233 12166	9	 * 	277.90	DCR|4VULN|3DUR|3CDMG	149DUR|249CDMG|3DMSP|49BPWR|589aVULN|6BELT|7RCR
76	25145 12133	10	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	167DUR|27DMG|3LHND|4ASPD|57aVULN|7BPWR|8RCVC|9RCR
77	25255 12133	10	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	167DUR|27DMG|3ASPD|4LHND|57aVULN|7BPWR|8RCVC|9RCR
78	22425 52221	10	   	277.71	DCR|3VULN|3DUR|2DMG|1ASPD	178DUR|2ZMB|37DMG|457VULN|6RCR|7BPWR|9ERES|aASPD
79	23213 47116	1	   	277.61	DCR|3VULN|3DUR|2DMG|1ASPD	148DUR|2ASPD|3MBVNT|58DMG|6BBNT|78aVULN|8BPWR|9RCR
80	23213 57116	1	   	277.61	DCR|3VULN|3DUR|2DMG|1ASPD	148DUR|2ASPD|3MBVNT|58DMG|6TBNT|78aVULN|8BPWR|9RCR
81	23162 15213	1	   	276.46	DCR|3VULN|2DMG|2ASPD|1TLV|1DUR	1DUR|28ASPD|3TLV|4FEWX|58aVULN|6LHND|78DMG|8BPWR|9RCR
82	22425 52133	7	   	276.22	DCR|4VULN|2DMG|2DUR	17DUR|2ZMB|37DMG|457aVULN|6RCR|7BPWR|8LHND|9RPLT
83	22225 52325	10	   	276.04	DCR|4VULN|2DUR|2ASPD|1TLV	17DUR|2ZMB|37ASPD|4579VULN|6RCR|7BPWR|8BELT|aTLV
84	22225 52151	10	   	275.18	DCR|3VULN|2DUR|2ASPD|1DMG	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8DMG|9LIT|aAART
85	25224 35132	7	   	274.96	DCR|2VULN|3DUR|2DMG|2ASPD|1CDMG	189DUR|28DMG|39ASPD|49VULN|578MLV|6RCR|89BPWR|aCDMG
86	25225 53123	6	   	274.94	DCR|3VULN|3ASPD|2DUR|1DMG	18DUR|2DMG|38aASPD|458VULN|6RCR|7BBNT|8BPWR|9LIT
87	25511 12632	2	   	274.92	DCR|3VULN|3DUR|2DMG	167DUR|25DMG|3BBNT|45aVULN|5BPWR|8LIT|9RCR
88	22225 52111	10	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8aDMG|9BELT
89	22225 52123	8	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8aDMG|9RMIN
90	22225 52141	10	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|89DMG|aRCVC
91	22225 52143	10	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|89DMG|aRMIN
92	22225 52143	9	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|89DMG|aRCVC
93	22225 52163	9	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8aDMG|9CGEN
94	23511 65112	1	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	18DUR|25ASPD|3BBNT|458VULN|58BPWR|6RCR|78DMG|9RCVC|aFEWX
95	23511 65113	1	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	18DUR|25ASPD|3BBNT|458VULN|58BPWR|6RCR|78DMG|9RCVC|aZMB
96	25225 52131	8	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|28DMG|37ASPD|457VULN|6RCR|7BPWR|9aLWND
97	25225 52131	9	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|28DMG|37ASPD|457VULN|6RCR|7BPWR|9RPLT|aCGEN
98	25225 52132	8	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|28DMG|37ASPD|457VULN|6RCR|7BPWR|9LWND|aRCVC
99	25225 52132	10	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|28DMG|37ASPD|457VULN|6RCR|7BPWR|9RPLT|aFEWX
100	22225 52123	9	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8aDMG|9ERES
101	22225 52142	9	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|89DMG|aDUST
102	22225 52243	9	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8ERES|9aDMG
103	23363 36252	1	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	18DUR|24ASPD|378VULN|58DMG|6BBNT|8BPWR|9RCR|aFEWX
104	23363 36253	1	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	18DUR|24ASPD|378VULN|58DMG|6BBNT|8BPWR|9RCR|aZMB
105	25225 52111	8	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|28DMG|37ASPD|457VULN|6RCR|7BPWR|9DUST|aLWND
106	25225 52112	8	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|28DMG|37ASPD|457VULN|6RCR|7BPWR|9DUST|aRMIN
107	25225 52121	10	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|28DMG|37ASPD|457VULN|6RCR|7BPWR|9ERES|aRCVC
108	25225 52123	10	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|28DMG|37ASPD|457VULN|6RCR|7BPWR|9ERES|aRMIN
109	25225 52123	9	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|28DMG|37ASPD|457VULN|6RCR|7BPWR|9ERES|aBELT
110	25225 52133	9	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|28DMG|37ASPD|457VULN|6RCR|7BPWR|9RPLT|aDUST
111	25225 52133	10	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|28DMG|37ASPD|457VULN|6RCR|7BPWR|9RPLT|aERES
112	25212 52124	10	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|28DMG|37ASPD|4RCVC|57aVULN|6RCR|7BPWR|9ERES
113	25225 52122	9	   	274.60	DCR|3VULN|2DMG|2DUR|2ASPD	17DUR|28DMG|37ASPD|457VULN|6RCR|7BPWR|9ERES|aDUST
114	22225 52141	9	   	274.55	DCR|3VULN|2DMG|2DUR|2ASPD|1SELL	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|89DMG|aSELL
115	25225 52121	9	   	274.45	DCR|3VULN|2DMG|2DUR|2ASPD|1SELL	17DUR|28DMG|37ASPD|457VULN|6RCR|7BPWR|9ERES|aSELL
116	25223 15312	9	   	274.25	DCR|3VULN|2DMG|2DUR|1ASPD	18DUR|28DMG|3ASPD|479VULN|58BEXP|6AART|8BPWR|aRCR
117	25235 14312	9	   	274.25	DCR|3VULN|2DMG|2DUR|1ASPD	18DUR|28DMG|3ASPD|47FEWX|589VULN|6AART|8BPWR|aRCR
118	22225 52111	8	   	273.46	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8DMG|9TLV|aLWND
119	22225 52115	8	   	273.46	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8DMG|9TLV|aRCVC
120	22225 52112	8	   	273.36	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8DMG|9TLV|aDUST
121	22225 52116	8	   	273.36	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8DMG|9TLV|aBBNT
122	22225 52134	8	   	273.36	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8DMG|9TBNT|aTLV
123	25212 52123	8	   	273.06	DCR|2VULN|3DMG|3ASPD|2DUR	17DUR|289DMG|37aASPD|4RCVC|57VULN|6RCR|7BPWR
124	25212 52153	9	   	273.06	DCR|2VULN|3DMG|3ASPD|2DUR	17DUR|289DMG|37aASPD|4RCVC|57VULN|6RCR|7BPWR
125	21222 56251	4	   	272.91	DCR|4VULN|3DUR|2ASPD	18aDUR|2RMIN|38ASPD|4678VULN|5BBNT|8BPWR|9RCR
126	21225 36251	5	   	272.91	DCR|4VULN|3DUR|2ASPD	18aDUR|2RMIN|38ASPD|4578VULN|6BBNT|8BPWR|9RCR
127	22222 56251	4	   	272.91	DCR|4VULN|3DUR|2ASPD	18aDUR|2ZMB|38ASPD|4678VULN|5BBNT|8BPWR|9RCR
128	22225 36251	5	   	272.91	DCR|4VULN|3DUR|2ASPD	18aDUR|2ZMB|38ASPD|4578VULN|6BBNT|8BPWR|9RCR
129	22225 53135	6	   	272.91	DCR|4VULN|3DUR|2ASPD	189DUR|2ZMB|38ASPD|458aVULN|6RCR|7BBNT|8BPWR
130	22511 65123	2	   	272.89	DCR|3VULN|2DMG|2DUR|1ASPD	18DUR|25ZMB|3BBNT|458VULN|58BPWR|6RCR|78DMG|9LIT|aASPD
131	22425 53123	6	   	272.79	DCR|3VULN|2DMG|2DUR|1ASPD	18DUR|2ZMB|38DMG|458VULN|6RCR|7BBNT|8BPWR|9LIT|aASPD
132	25212 52113	10	   	271.85	DCR|2VULN|3DMG|2DUR|2ASPD	17DUR|28aDMG|37ASPD|4RCVC|57VULN|6RCR|7BPWR|9LIT
133	22225 52115	9	   	270.86	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8DMG|9BELT|aCDMG
134	22225 52124	8	   	270.86	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8DMG|9RMIN|aCDMG
135	25225 52331	9	   	270.86	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	17DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|8FEWX|9CDMG|aCGEN
136	25225 52332	10	   	270.86	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	17DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|8aFEWX|9CDMG
137	22225 52124	9	   	270.76	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	17DUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8DMG|9ERES|aCDMG
138	25225 52333	9	   	270.76	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	17DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|8FEWX|9CDMG|aDUST
139	22225 52113	10	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	17aDUR|2ZMB|37ASPD|457VULN|6RCR|7BPWR|8DMG|9BELT
140	25225 52231	9	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9LHND|aLWND
141	25225 52231	8	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9aMLV
142	25225 52232	9	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9LHND|aBEXP
143	25225 52232	8	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9MLV|aZMB
144	25225 52233	8	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|9MLV|aRPLT
145	25225 52332	8	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	17aDUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|8FEWX|9RPLT
146	21134 51133	2	 * 	270.43	DCR|3VULN|3DUR|2ASPD|3TLV	189DUR|2RMIN|358TLV|4LHND|69ASPD|789VULN|89BPWR|aRCR
147	21154 51133	2	   	270.43	DCR|3VULN|3DUR|2ASPD|3TLV	189DUR|2RMIN|358TLV|4LWND|69ASPD|789VULN|89BPWR|aRCR
148	25212 52221	8	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|579VULN|6RCR|7BPWR|aRPLT
149	25212 52222	8	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|579VULN|6RCR|7BPWR|aRMIN
150	25212 52223	8	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|579VULN|6RCR|7BPWR|aZMB
151	25212 52233	10	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|57aVULN|6RCR|7BPWR|9LHND
152	25212 52253	10	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|57aVULN|6RCR|7BPWR|9BEXP
153	25212 52261	9	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|579VULN|6RCR|7BPWR|aRPLT
154	25212 52261	10	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|579VULN|6RCR|7BPWR|aBEXP
155	25212 52262	9	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|579VULN|6RCR|7BPWR|aRMIN
156	25212 52262	10	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|579VULN|6RCR|7BPWR|aRMIN
157	25212 52263	9	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	178DUR|2DMG|37ASPD|4RCVC|579VULN|6RCR|7BPWR|aZMB
158	25212 52363	10	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	179DUR|2DMG|37ASPD|4RCVC|57aVULN|6RCR|7BPWR|8FEWX
159	25225 52121	7	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	179DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|8LHND|aLWND
160	25225 52122	7	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	179DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|8LHND|aBEXP
161	25225 52321	8	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	179DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|8FEWX|aLWND
162	25225 52322	8	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	179DUR|2DMG|37ASPD|457VULN|6RCR|7BPWR|8FEWX|aBEXP
163	25223 53322	4	   	270.42	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD	1DUR|2DMG|3ASPD|478VULN|5TLV|6LIT|9RCR|aCDMG
