0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63331 64333	10	 * 	300.45	DCR|4VULN|3DUR|2DMG|1ASPD	135DUR|236aVULN|36BPWR|46DMG|7FEWX|8RCR|9ASPD
31	63336 21132	5	   	288.34	DCR|4VULN|2DUR|1DMG|1TLV|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5TLV|8CDMG|9ERES|aRCR
32	63336 21222	5	   	288.34	DCR|4VULN|2DUR|1DMG|1TLV|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5TLV|8ERES|9CDMG|aRCR
33	63332 21145	9	 * 	288.12	DCR|3VULN|3DUR|2DMG|2ASPD	139DUR|239VULN|39BPWR|48DMG|5RCVC|6FEWX|79ASPD|aRCR
34	63335 21315	5	   	282.77	DCR|4VULN|3DUR|1DMG|1ASPD	138DUR|2367VULN|3BPWR|4DMG|5ASPD|9BEXP|aRCR
35	63335 21513	5	   	282.67	DCR|4VULN|3DUR|1DMG|1ASPD	13aDUR|2367VULN|3BPWR|4DMG|5ASPD|8DUST|9RCR
36	63332 14412	6	   	282.46	DCR|3VULN|3DMG|3DUR	137DUR|237VULN|37BPWR|479DMG|5RCVC|6LEGI|8RCR|aLHND
37	63332 14413	6	   	282.46	DCR|3VULN|3DMG|3DUR	137DUR|237VULN|37BPWR|479DMG|5RCVC|6LEGI|8RCR|aCGEN
38	63331 61412	6	   	282.46	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|469DMG|7LWND|8RCR|aLHND
39	63331 61413	6	   	282.46	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|469DMG|7LWND|8RCR|aCGEN
40	63331 62412	7	   	282.46	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|469DMG|7BEXP|8RCR|aLHND
41	63331 62413	7	   	282.46	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|469DMG|7BEXP|8RCR|aCGEN
42	63331 64312	8	   	282.46	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|469DMG|7FEWX|8RCR|aLHND
43	63331 64313	10	   	282.46	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|46aDMG|7FEWX|8RCR|9RCVC
44	63331 64313	8	   	282.46	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|469DMG|7FEWX|8RCR|aCGEN
45	63331 64321	9	   	282.46	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|46aDMG|7FEWX|8RCR|9RPLT
46	63331 63412	7	   	282.36	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|469DMG|7DUST|8RCR|aMLV
47	63332 14411	6	   	282.36	DCR|3VULN|3DMG|3DUR	137DUR|237VULN|37BPWR|479DMG|5RCVC|6LEGI|8RCR|aDUST
48	63331 61411	6	   	282.36	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|469DMG|7LWND|8RCR|aDUST
49	63331 62411	7	   	282.36	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|469DMG|7BEXP|8RCR|aDUST
50	63331 64311	8	   	282.36	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|469DMG|7FEWX|8RCR|aDUST
51	63331 63411	7	   	282.26	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|469DMG|7aDUST|8RCR
52	63331 63413	7	   	282.26	DCR|3VULN|3DMG|3DUR	135DUR|236VULN|36BPWR|469DMG|7DUST|8RCR|aBBNT
53	63331 21425	7	   	281.77	DCR|3VULN|3DUR|2DMG|2LIT	135DUR|23aVULN|3aBPWR|4aDMG|6CGEN|7MLV|8RCR|9aLIT
54	63331 13425	5	   	281.67	DCR|3VULN|3DUR|2DMG|2LIT	135DUR|23aVULN|3aBPWR|4aDMG|6ERES|7CGEN|8RCR|9aLIT
55	63331 22425	7	   	281.67	DCR|3VULN|3DUR|2DMG|2LIT	135DUR|23aVULN|3aBPWR|4aDMG|6CGEN|7ERES|8RCR|9aLIT
56	63331 22625	8	   	281.67	DCR|3VULN|3DUR|2DMG|2LIT	135DUR|23aVULN|3aBPWR|4aDMG|6CGEN|7ERES|8RCR|9aLIT
57	63335 21214	6	   	280.74	DCR|3VULN|2DMG|2DUR|1TLV|1ASPD	13DUR|237VULN|3BPWR|48DMG|5ASPD|6FEWX|9RCR|aTLV
58	63335 23214	5	   	280.74	DCR|3VULN|2DMG|2DUR|1TLV|1ASPD	13DUR|236VULN|3BPWR|48DMG|5ASPD|7BEXP|9RCR|aTLV
59	63335 31214	5	   	280.64	DCR|3VULN|2DMG|2DUR|1TLV|1ASPD	13DUR|237VULN|3BPWR|48DMG|5ASPD|6DUST|9RCR|aTLV
60	63331 61613	9	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG	135DUR|236VULN|36BPWR|46DMG|7MLV|8RCR|9ERES|aCDMG
61	63331 14326	4	   	280.07	DCR|4VULN|3DUR|1DMG	138DUR|2367VULN|3BPWR|4DMG|5DMSP|9LIT|aRCR
62	63331 33426	7	   	280.07	DCR|4VULN|3DUR|1DMG	135DUR|237aVULN|3BPWR|4DMG|6BEXP|8RCR|9LIT
63	63331 33435	7	   	280.07	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6BEXP|8RCR|aLIT
64	63332 14326	5	   	280.07	DCR|4VULN|3DUR|1DMG	138DUR|2367VULN|3BPWR|4DMG|5RCVC|9LIT|aRCR
65	63331 13426	7	   	279.97	DCR|4VULN|3DUR|1DMG	135DUR|237aVULN|3BPWR|4DMG|6DUST|8RCR|9LIT
66	63331 13435	7	   	279.97	DCR|4VULN|3DUR|1DMG	135DUR|2379VULN|3BPWR|4DMG|6DUST|8RCR|aLIT
67	63335 21511	5	 * 	279.65	DCR|4VULN|2DUR|2ASPD|1DMG	13DUR|2367VULN|3BPWR|4DMG|5aASPD|8DUST|9RCR
68	63326 21522	5	   	279.38	DCR|4VULN|2DUR|1TLV|1CDMG|1ASPD	13DUR|2367VULN|3BPWR|4CGEN|5TLV|8ASPD|9CDMG|aRCR
69	63316 21522	5	   	279.28	DCR|4VULN|2DUR|1TLV|1CDMG|1ASPD	13DUR|2367VULN|3BPWR|4ERES|5TLV|8ASPD|9CDMG|aRCR
70	63333 51325	8	   	278.08	DCR|5VULN|2DUR|1DMG	13DUR|2367aVULN|3BPWR|4DMG|58CGEN|9RCR
71	63331 14225	4	   	277.98	DCR|5VULN|2DUR|1DMG	13DUR|2367aVULN|3BPWR|4DMG|5DMSP|8ERES|9RCR
72	63332 14225	5	   	277.98	DCR|5VULN|2DUR|1DMG	13DUR|2367aVULN|3BPWR|4DMG|5RCVC|8ERES|9RCR
73	63332 51325	6	   	277.98	DCR|5VULN|2DUR|1DMG	13DUR|2378aVULN|3BPWR|4DMG|5RCVC|6ERES|9RCR
74	63332 51325	7	   	277.98	DCR|5VULN|2DUR|1DMG	13DUR|2378aVULN|3BPWR|4DMG|5RCVC|6ERES|9RCR
75	63331 61335	10	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	135DUR|236VULN|36BPWR|46DMG|7MLV|8ZMB|9ASPD|aRCR
76	63331 64323	9	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	135DUR|236VULN|36BPWR|46DMG|7FEWX|8RCR|9RPLT|aASPD
77	63331 64331	9	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	135DUR|236VULN|36BPWR|46DMG|7FEWX|8RCR|9ASPD|aCGEN
78	63331 64331	10	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	135DUR|236VULN|36BPWR|46DMG|7aFEWX|8RCR|9ASPD
79	63331 64332	9	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	135DUR|236VULN|36BPWR|46DMG|7FEWX|8RCR|9ASPD|aLHND
80	63331 64333	9	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	135DUR|236VULN|36BPWR|46DMG|7FEWX|8RCR|9ASPD|aRCVC
81	63335 21213	6	   	277.71	DCR|3VULN|3DUR|2DMG|1ASPD	13aDUR|237VULN|3BPWR|48DMG|5ASPD|6FEWX|9RCR
82	63335 23213	5	   	277.71	DCR|3VULN|3DUR|2DMG|1ASPD	13aDUR|236VULN|3BPWR|48DMG|5ASPD|7BEXP|9RCR
83	63335 25113	8	   	277.71	DCR|3VULN|3DUR|2DMG|1ASPD	13aDUR|237VULN|3BPWR|48DMG|5ASPD|6FEWX|9RCR
84	63335 25213	7	   	277.71	DCR|3VULN|3DUR|2DMG|1ASPD	13aDUR|237VULN|3BPWR|48DMG|5ASPD|6FEWX|9RCR
85	63335 61213	5	   	277.71	DCR|3VULN|3DUR|2DMG|1ASPD	13aDUR|237VULN|3BPWR|48DMG|5ASPD|6BEXP|9RCR
86	63332 65121	10	   	277.71	DCR|3VULN|3DUR|2DMG|1ASPD	139DUR|23aVULN|3BPWR|48DMG|5RCVC|6ASPD|7RCR
87	63335 31213	5	   	277.61	DCR|3VULN|3DUR|2DMG|1ASPD	13aDUR|237VULN|3BPWR|48DMG|5ASPD|6DUST|9RCR
88	63351 15331	4	   	276.68	DCR|4VULN|2DUR|1TLV|1CDMG	13DUR|2369VULN|3BPWR|4RCVC|5TLV|7CDMG|8LIT|aRCR
89	63352 15331	5	   	276.68	DCR|4VULN|2DUR|1TLV|1CDMG	13DUR|2369VULN|3BPWR|4RCVC|5TLV|7CDMG|8LIT|aRCR
90	63352 25331	6	   	276.68	DCR|4VULN|2DUR|1TLV|1CDMG	13DUR|2369VULN|3BPWR|4RCVC|5TLV|7CDMG|8LIT|aRCR
91	63331 61411	7	   	276.37	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7MLV|8AART|9DUST|aRCR
92	53331 23436	5	   	276.22	DCR|4VULN|2DMG|2DUR	136LWND|239aVULN|36BPWR|47DMG|56DUR|8RCR
93	63325 21523	5	   	275.94	DCR|4VULN|2DUR|2ASPD|1TLV	13DUR|2367VULN|3BPWR|4CGEN|58ASPD|9RCR|aTLV
94	63315 21523	5	   	275.84	DCR|4VULN|2DUR|2ASPD|1TLV	13DUR|2367VULN|3BPWR|4ERES|58ASPD|9RCR|aTLV
95	63315 61323	6	   	275.84	DCR|4VULN|2DUR|2ASPD|1TLV	13DUR|2378VULN|3BPWR|4ERES|56ASPD|9RCR|aTLV
96	63315 61323	7	   	275.84	DCR|4VULN|2DUR|2ASPD|1TLV	13DUR|2378VULN|3BPWR|4ERES|56ASPD|9RCR|aTLV
97	53332 14322	5	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	13LWND|2367VULN|3BPWR|45DMG|8DUR|9CDMG|aRCR
98	53332 24322	6	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	13LWND|2367VULN|3BPWR|45DMG|8DUR|9CDMG|aRCR
99	63332 14421	6	   	275.12	DCR|3VULN|3DUR|2DMG	137DUR|237VULN|37BPWR|47DMG|5RCVC|6LEGI|8RCR|9LIT|aFEWX
100	63331 61421	6	   	275.12	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7LWND|8RCR|9LIT|aFEWX
101	63331 61611	8	   	275.12	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7MLV|8RCR|9LIT|aLHND
102	63331 62421	7	   	275.12	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7BEXP|8RCR|9LIT|aFEWX
103	63331 64321	8	   	275.12	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7aFEWX|8RCR|9LIT
104	63232 61522	5	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	1DUR|2678VULN|3LHND|45DMG|9CDMG|aRCR
105	63336 62311	9	   	275.03	DCR|3VULN|3DUR|1DMG|1TLV	137DUR|239VULN|3BPWR|4DMG|5TLV|6AART|8LHND|aRCR
106	63331 33415	7	   	275.02	DCR|3VULN|3DUR|2DMG	135DUR|237VULN|3BPWR|49DMG|6BEXP|8RCR|aLIT
107	63331 33435	6	   	275.02	DCR|3VULN|3DUR|2DMG	135DUR|239VULN|3BPWR|47DMG|6BEXP|8RCR|aLIT
108	63332 14422	6	   	275.02	DCR|3VULN|3DUR|2DMG	137DUR|237VULN|37BPWR|47DMG|5RCVC|6LEGI|8RCR|9LIT|aTBNT
109	63332 14423	6	   	275.02	DCR|3VULN|3DUR|2DMG	137DUR|237VULN|37BPWR|47DMG|5RCVC|6LEGI|8RCR|9LIT|aDUST
110	63331 33426	6	   	275.02	DCR|3VULN|3DUR|2DMG	135DUR|23aVULN|3BPWR|47DMG|6BEXP|8RCR|9LIT
111	63331 63421	7	   	275.02	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7DUST|8RCR|9LIT|aFEWX
112	63331 61422	6	   	275.02	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7LWND|8RCR|9LIT|aTBNT
113	63331 61423	6	   	275.02	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7LWND|8RCR|9LIT|aDUST
114	63331 61612	8	   	275.02	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7MLV|8RCR|9LIT|aLEGI
115	63331 61612	9	   	275.02	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7MLV|8RCR|9ERES|aLIT
116	63331 62422	7	   	275.02	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7BEXP|8RCR|9LIT|aTBNT
117	63331 62423	7	   	275.02	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7BEXP|8RCR|9LIT|aDUST
118	63331 13415	7	   	274.92	DCR|3VULN|3DUR|2DMG	135DUR|237VULN|3BPWR|49DMG|6DUST|8RCR|aLIT
119	63331 13426	6	   	274.92	DCR|3VULN|3DUR|2DMG	135DUR|23aVULN|3BPWR|47DMG|6DUST|8RCR|9LIT
120	63331 13435	6	   	274.92	DCR|3VULN|3DUR|2DMG	135DUR|239VULN|3BPWR|47DMG|6DUST|8RCR|aLIT
121	63331 63422	7	   	274.92	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7DUST|8RCR|9LIT|aTBNT
122	63331 63423	7	   	274.92	DCR|3VULN|3DUR|2DMG	135DUR|236VULN|36BPWR|46DMG|7aDUST|8RCR|9LIT
123	63333 23426	4	   	274.92	DCR|3VULN|3DUR|2DMG	136DUR|23aVULN|36BPWR|47DMG|56DUST|8RCR|9LIT
124	63333 23435	4	   	274.92	DCR|3VULN|3DUR|2DMG	136DUR|239VULN|36BPWR|47DMG|56DUST|8RCR|aLIT
125	63331 61613	8	   	274.87	DCR|3VULN|3DUR|2DMG|1SELL	135DUR|236VULN|36BPWR|46DMG|7MLV|8RCR|9LIT|aSELL
126	63331 14523	4	   	274.79	DCR|4VULN|2DUR|1DMG|1TLV	13DUR|2367VULN|3BPWR|4DMG|5DMSP|8ZMB|9RCR|aTLV
127	63332 14523	5	   	274.79	DCR|4VULN|2DUR|1DMG|1TLV	13DUR|2367VULN|3BPWR|4DMG|5RCVC|8ZMB|9RCR|aTLV
128	63333 51323	8	   	274.79	DCR|4VULN|2DUR|1DMG|1TLV	13DUR|2367VULN|3BPWR|4DMG|58CGEN|9RCR|aTLV
129	63335 21211	6	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	13DUR|237VULN|3BPWR|48DMG|5aASPD|6FEWX|9RCR
130	63335 23211	5	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	13DUR|236VULN|3BPWR|48DMG|5aASPD|7BEXP|9RCR
131	63335 25111	8	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	13DUR|237VULN|3BPWR|48DMG|5aASPD|6FEWX|9RCR
132	63335 25211	7	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	13DUR|237VULN|3BPWR|48DMG|5aASPD|6FEWX|9RCR
133	63335 35111	8	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	13DUR|237VULN|3BPWR|48DMG|5aASPD|6LHND|9RCR
134	63335 61211	5	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	13DUR|237VULN|3BPWR|48DMG|5aASPD|6BEXP|9RCR
135	61136 21325	5	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	18DUR|2RCVC|367aVULN|4DMG|5TLV|9RCR
136	63331 14223	4	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	13DUR|2367VULN|3BPWR|4DMG|5DMSP|8ERES|9RCR|aTLV
137	63332 14223	5	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	13DUR|2367VULN|3BPWR|4DMG|5RCVC|8ERES|9RCR|aTLV
138	63332 51323	7	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	13DUR|2378VULN|3BPWR|4DMG|5RCVC|6ERES|9RCR|aTLV
139	63332 51323	6	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	13DUR|2378VULN|3BPWR|4DMG|5RCVC|6ERES|9RCR|aTLV
140	63336 21412	4	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	13DUR|2359VULN|3BPWR|4DMG|6BBNT|7RCVC|8RCR|aTLV
141	63335 31211	5	   	274.60	DCR|3VULN|2DMG|2DUR|2ASPD	13DUR|237VULN|3BPWR|48DMG|5aASPD|6DUST|9RCR
142	13335 62341	7	   	274.35	DCR|3VULN|2DMG|2DUR|1ASPD	139FEWX|239VULN|39BPWR|48DMG|5ASPD|6AART|79DUR|aRCR
143	63361 13522	3	   	274.26	DCR|5VULN|2DUR|1TLV	13DUR|23468VULN|3BPWR|5TLV|7FEWX|9RCR|aBELT
144	63361 13523	3	   	274.26	DCR|5VULN|2DUR|1TLV	13DUR|23468VULN|3BPWR|5TLV|7FEWX|9RCR|aBEXP
145	63361 14222	3	   	274.26	DCR|5VULN|2DUR|1TLV	13DUR|23467VULN|3BPWR|5TLV|8FEWX|9RCR|aBELT
146	63361 14223	3	   	274.26	DCR|5VULN|2DUR|1TLV	13DUR|23467VULN|3BPWR|5TLV|8FEWX|9RCR|aBEXP
147	63361 13521	3	   	274.16	DCR|5VULN|2DUR|1TLV	13DUR|23468VULN|3BPWR|5TLV|7FEWX|9RCR|aERES
148	63361 14221	3	   	274.16	DCR|5VULN|2DUR|1TLV	13DUR|23467VULN|3BPWR|5TLV|8FEWX|9RCR|aERES
149	63333 52623	9	   	274.10	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	13DUR|236VULN|3BPWR|4DMG|5CGEN|7LIT|8RCR|9TLV|aCDMG
150	63333 52633	8	   	274.10	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	13DUR|236VULN|3BPWR|4DMG|5CGEN|7LIT|8RCR|9TLV|aCDMG
151	63333 52621	9	   	273.68	DCR|3VULN|3DUR|1DMG|1TLV	13aDUR|236VULN|3BPWR|4DMG|5CGEN|7LIT|8RCR|9TLV
152	63333 52631	8	   	273.68	DCR|3VULN|3DUR|1DMG|1TLV	13aDUR|236VULN|3BPWR|4DMG|5CGEN|7LIT|8RCR|9TLV
153	63312 33641	6	 * 	272.91	DCR|4VULN|3DUR|2ASPD	139DUR|2379VULN|39BPWR|4ERES|5LWND|6DLOT|89ASPD|aRCR
154	13332 31364	7	   	272.82	DCR|3VULN|3DMG|1CDMG|1ASPD	137FEWX|237VULN|37BPWR|457DMG|6AART|8CDMG|9ASPD|aRCR
155	63335 21215	6	   	272.79	DCR|3VULN|2DMG|2DUR|1ASPD	13DUR|237VULN|3BPWR|48DMG|5ASPD|6FEWX|9RCR|aLIT
156	63335 23215	5	   	272.79	DCR|3VULN|2DMG|2DUR|1ASPD	13DUR|236VULN|3BPWR|48DMG|5ASPD|7BEXP|9RCR|aLIT
157	63335 31215	5	   	272.69	DCR|3VULN|2DMG|2DUR|1ASPD	13DUR|237VULN|3BPWR|48DMG|5ASPD|6DUST|9RCR|aLIT
158	13332 61523	8	   	272.54	DCR|4VULN|2DMG|1TLV|1ASPD	13FEWX|2378VULN|3BPWR|45DMG|6ASPD|9RCR|aTLV
159	53331 51522	6	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13LWND|2378VULN|3BPWR|4DMG|56DUR|9CDMG|aRCR
160	61336 21522	4	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	16DUR|2RCVC|3LWND|4DMG|5678VULN|6BPWR|9CDMG|aRCR
161	63321 21132	3	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|45BEXP|8CDMG|9DMG|aRCR
162	63333 21112	5	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5CGEN|8CDMG|9BEXP|aRCR
163	63333 21122	5	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5CGEN|8CDMG|9LHND|aRCR
164	63333 26612	5	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2368VULN|3BPWR|4DMG|5CGEN|7CDMG|9BEXP|aRCR
165	63333 26622	5	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2368VULN|3BPWR|4DMG|5CGEN|7CDMG|9LHND|aRCR
166	63333 51112	7	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5CGEN|8CDMG|9BEXP|aRCR
167	63333 51112	6	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5CGEN|8CDMG|9BEXP|aRCR
168	63333 51122	7	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5CGEN|8CDMG|9LHND|aRCR
169	63333 51122	6	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5CGEN|8CDMG|9LHND|aRCR
170	63333 51262	9	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|4DMG|5CGEN|8BEXP|9CDMG|aRCR
171	63335 41322	4	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2378VULN|3BPWR|4DMG|5BEXP|6RCVC|9CDMG|aRCR
172	63336 15112	4	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2356VULN|3BPWR|4DMG|7CDMG|8CGEN|9BEXP|aRCR
173	63336 15122	4	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2356VULN|3BPWR|4DMG|7CDMG|8CGEN|9LHND|aRCR
174	63336 16112	4	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2356VULN|3BPWR|4DMG|7CGEN|8CDMG|9BEXP|aRCR
175	63336 16122	4	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2356VULN|3BPWR|4DMG|7CGEN|8CDMG|9LHND|aRCR
176	63361 21132	5	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2367VULN|3BPWR|45LHND|8CDMG|9DMG|aRCR
