0	Index      	Bounty	 *	Score 	Summary	Detail	
1	51611 13251	1	 * 	266.58	橙3易伤3伤害2时间	1平台28a易伤3额外掉落4雷电56a伤害7a时间9核a序列升级
21	16633 36132	6	   	251.81	橙3易伤3时间1伤害1暴击	13低血量敌人235时间3序列升级4暴击6伤害7核89a易伤
22	16533 32232	7	   	251.71	橙3易伤3时间1伤害1暴击	1低血量敌人235时间4暴击6伤害79a易伤8核
23	16533 36132	6	   	251.71	橙3易伤3时间1伤害1暴击	1低血量敌人235时间4暴击6伤害7核89a易伤
24	34311 25113	8	 * 	251.24	橙3易伤2时间1等级1伤害	139策反2随机矿39序列升级4等级589易伤6核79时间a伤害
25	16225 36313	2	   	250.94	橙3易伤2时间1等级1伤害	1低血量敌人23时间467易伤5赏金邻近8核9等级a伤害
26	42215 36313	1	   	250.94	橙3易伤2时间1等级1伤害	1基地爆炸267易伤34时间5赏金邻近8核9等级a伤害
27	62215 36313	1	   	250.94	橙3易伤2时间1等级1伤害	1敌人爆炸267易伤34时间5赏金邻近8核9等级a伤害
28	53131 33151	9	   	250.91	橙4易伤1等级1伤害1全技能	1平台2敌人爆炸3589易伤4等级6伤害7全技能a核
29	62131 33151	9	   	250.91	橙4易伤1等级1伤害1全技能	1敌人爆炸2平台3589易伤4等级6伤害7全技能a核
30	11253 32443	9	   	249.56	橙4易伤1等级1伤害	1低血量敌人2雷电3等级4伤害568a易伤7基地爆炸9核
31	12132 24252	9	 * 	249.09	橙4易伤2伤害1时间	19低血量敌人2平台3689易伤4时间5基地爆炸79伤害9序列升级a核
32	12132 26452	9	   	249.09	橙4易伤2伤害1时间	19低血量敌人2平台3679易伤4时间5基地爆炸89伤害9序列升级a核
33	12135 24252	9	   	249.09	橙4易伤2伤害1时间	19低血量敌人2平台3689易伤4时间5最后敌人79伤害9序列升级a核
34	42233 53213	1	   	248.99	橙4易伤2伤害1时间	19基地爆炸2479易伤3时间5掉矿6随机矿89伤害9序列升级a核
35	62233 53213	1	   	248.99	橙4易伤2伤害1时间	19敌人爆炸2479易伤3时间5掉矿6随机矿89伤害9序列升级a核
36	11653 63313	4	 * 	248.35	橙5易伤1伤害2雷电	17低血量敌人27雷电35789易伤4加一6核7序列升级a伤害
37	43234 11125	2	 * 	248.27	橙2易伤2等级2时间1伤害1暴击	1基地爆炸2最后敌人3a时间4a易伤5伤害6a等级7暴击8金币生成9核a序列升级
38	63234 11125	2	   	248.27	橙2易伤2等级2时间1伤害1暴击	1敌人爆炸2最后敌人3a时间4a易伤5伤害6a等级7暴击8金币生成9核a序列升级
39	63351 21225	6	   	248.27	橙2易伤2等级2时间1伤害1暴击	1敌人爆炸2最后敌人3a等级4a易伤5金币生成6a时间7暴击8伤害9核a序列升级
40	41243 41231	6	 * 	247.84	橙5易伤1等级	18基地爆炸2雷电3等级4579a易伤6核
41	61243 43131	8	   	247.84	橙5易伤1等级	17敌人爆炸2雷电3等级4589a易伤6核
42	53131 33141	8	   	247.45	橙3易伤2伤害1等级1全技能	1平台2敌人爆炸358易伤4等级69伤害7全技能a核
43	53131 33161	9	   	247.45	橙3易伤2伤害1等级1全技能	1平台2敌人爆炸358易伤4等级69伤害7全技能a核
44	62131 33141	8	   	247.45	橙3易伤2伤害1等级1全技能	1敌人爆炸2平台358易伤4等级69伤害7全技能a核
45	62131 33161	9	   	247.45	橙3易伤2伤害1等级1全技能	1敌人爆炸2平台358易伤4等级69伤害7全技能a核
46	11624 24221	6	   	246.03	橙3易伤2时间1等级2雷电	17低血量敌人29雷电378易伤47时间5平台6核7序列升级a等级
47	11253 53323	5	   	244.76	橙3易伤1等级1伤害1时间	17低血量敌人2雷电3等级4伤害58a易伤6核9时间
48	11253 53323	4	   	244.76	橙3易伤1等级1伤害1时间	17低血量敌人2雷电3等级4伤害58a易伤6核9时间
49	11623 22463	4	   	244.76	橙3易伤1等级1伤害1时间	16低血量敌人2雷电35a易伤4时间7等级8核9伤害
50	53131 32416	7	   	244.76	橙3易伤1等级1伤害1时间	1平台2敌人爆炸35a易伤4等级6伤害7时间8核9雷电
51	62131 32416	7	   	244.76	橙3易伤1等级1伤害1时间	1敌人爆炸2平台35a易伤4等级6伤害7时间8核9雷电
52	11242 41163	6	   	244.76	橙3易伤1等级1伤害1时间	15低血量敌人2雷电3等级47a易伤6核8时间9伤害
53	11243 41163	6	   	244.76	橙3易伤1等级1伤害1时间	1低血量敌人2雷电3等级47a易伤5双倍矿6核8时间9伤害
54	11253 32442	10	   	244.76	橙3易伤1等级1伤害1时间	1低血量敌人2雷电3等级4伤害568易伤7基地爆炸9核a时间
55	53131 12355	5	   	244.76	橙3易伤1等级1伤害1时间	1平台2敌人爆炸356易伤4等级7时间8伤害9核a雷电
56	62131 12355	5	   	244.76	橙3易伤1等级1伤害1时间	1敌人爆炸2平台356易伤4等级7时间8伤害9核a雷电
57	53131 12354	5	   	244.53	橙3易伤2等级1伤害1时间	1平台2敌人爆炸356易伤4a等级7时间8伤害9核
58	62131 12354	5	   	244.53	橙3易伤2等级1伤害1时间	1敌人爆炸2平台356易伤4a等级7时间8伤害9核
59	11653 63344	4	   	244.45	橙4易伤1等级2雷电	17低血量敌人27雷电3578易伤4加一6核7序列升级9等级a攻速
60	31436 22412	6	 * 	244.13	橙2易伤2伤害2时间1等级	19策反29金币生成35伤害47时间6核89易伤9序列升级a等级
61	11241 46131	8	 * 	244.12	橙4易伤2等级2雷电	1低血量敌人27雷电35等级489a易伤6核
62	16225 36311	2	 * 	244.10	橙3易伤3时间1等级	1低血量敌人23a时间467易伤5赏金邻近8核9等级
63	42215 36311	1	   	244.10	橙3易伤3时间1等级	1基地爆炸267易伤34a时间5赏金邻近8核9等级
64	62215 36311	1	   	244.10	橙3易伤3时间1等级	1敌人爆炸267易伤34a时间5赏金邻近8核9等级
65	12226 36222	1	   	242.73	橙2易伤2等级2时间1伤害	1低血量敌人24易伤39时间57等级6攻速8核a伤害
66	42131 22442	10	 * 	242.69	橙3易伤1等级3暴击1时间	147基地爆炸2平台347易伤47序列升级567暴击8时间9核a等级
67	31151 23214	6	   	242.62	橙3易伤2伤害2时间	19策反2金币生成379易伤45时间6基地爆炸89伤害9序列升级a核
68	31151 43214	5	   	242.62	橙3易伤2伤害2时间	19策反2金币生成379易伤45时间6基地爆炸89伤害9序列升级a核
69	31151 63214	5	   	242.62	橙3易伤2伤害2时间	19策反2金币生成379易伤45时间6敌人爆炸89伤害9序列升级a核
70	31152 23214	6	   	242.62	橙3易伤2伤害2时间	19策反2金币生成379易伤46时间5敌人爆炸89伤害9序列升级a核
71	31152 33214	5	   	242.62	橙3易伤2伤害2时间	19策反2金币生成379易伤46时间5敌人爆炸89伤害9序列升级a核
72	32411 23214	6	   	242.62	橙3易伤2伤害2时间	19策反2最后敌人379易伤4金币生成56时间89伤害9序列升级a核
73	32411 33214	5	   	242.62	橙3易伤2伤害2时间	19策反2最后敌人379易伤4金币生成56时间89伤害9序列升级a核
74	32432 33214	3	   	242.62	橙3易伤2伤害2时间	19策反2最后敌人379易伤46时间5金币生成89伤害9序列升级a核
75	32441 23214	6	   	242.62	橙3易伤2伤害2时间	19策反2最后敌人379易伤46时间5金币生成89伤害9序列升级a核
76	32441 33214	5	   	242.62	橙3易伤2伤害2时间	19策反2最后敌人379易伤46时间5金币生成89伤害9序列升级a核
77	32442 33214	4	   	242.62	橙3易伤2伤害2时间	19策反2最后敌人379易伤46时间5金币生成89伤害9序列升级a核
78	33411 23214	6	   	242.62	橙3易伤2伤害2时间	19策反2基地爆炸379易伤4金币生成56时间89伤害9序列升级a核
79	33411 33214	5	   	242.62	橙3易伤2伤害2时间	19策反2基地爆炸379易伤4金币生成56时间89伤害9序列升级a核
80	33441 23214	6	   	242.62	橙3易伤2伤害2时间	19策反2基地爆炸379易伤46时间5金币生成89伤害9序列升级a核
81	33441 33214	5	   	242.62	橙3易伤2伤害2时间	19策反2基地爆炸379易伤46时间5金币生成89伤害9序列升级a核
82	33442 33214	4	   	242.62	橙3易伤2伤害2时间	19策反2基地爆炸379易伤46时间5金币生成89伤害9序列升级a核
83	32436 13214	3	   	242.52	橙3易伤2伤害2时间	19策反2最后敌人379易伤45时间6掉矿89伤害9序列升级a核
84	42213 53213	1	   	242.52	橙3易伤2伤害2时间	19基地爆炸279易伤34时间5掉矿6随机矿89伤害9序列升级a核
85	42233 33214	1	   	242.52	橙3易伤2伤害2时间	19基地爆炸247易伤39时间5掉矿6策反89伤害9序列升级a核
86	44223 33214	2	   	242.52	橙3易伤2伤害2时间	19基地爆炸23时间479易伤5掉矿6策反89伤害9序列升级a核
87	44223 33214	1	   	242.52	橙3易伤2伤害2时间	19基地爆炸23时间479易伤5掉矿6策反89伤害9序列升级a核
88	62213 53213	1	   	242.52	橙3易伤2伤害2时间	19敌人爆炸279易伤34时间5掉矿6随机矿89伤害9序列升级a核
89	62233 33214	1	   	242.52	橙3易伤2伤害2时间	19敌人爆炸247易伤39时间5掉矿6策反89伤害9序列升级a核
90	64223 33214	2	   	242.52	橙3易伤2伤害2时间	19敌人爆炸23时间479易伤5掉矿6策反89伤害9序列升级a核
91	64223 33214	1	   	242.52	橙3易伤2伤害2时间	19敌人爆炸23时间479易伤5掉矿6策反89伤害9序列升级a核
92	46136 21321	10	   	242.36	橙3易伤1等级1伤害1暴击	17基地爆炸2伤害37金币生成4暴击5等级67a易伤7序列升级8攻速9核
93	46136 21322	9	   	242.36	橙3易伤1等级1伤害1暴击	17基地爆炸2伤害37金币生成4暴击5等级67a易伤7序列升级8攻速9核
94	46336 21321	10	   	242.16	橙3易伤1等级1伤害1暴击	17基地爆炸2伤害37掉矿4暴击5等级67a易伤7序列升级8攻速9核
95	46336 21322	9	   	242.16	橙3易伤1等级1伤害1暴击	17基地爆炸2伤害37掉矿4暴击5等级67a易伤7序列升级8攻速9核
96	46231 32233	8	 * 	241.57	橙2易伤2伤害1等级2暴击	1基地爆炸29伤害3最后敌人4雷电59易伤6等级7随机矿89暴击9序列升级a核
97	66231 32233	8	   	241.57	橙2易伤2伤害1等级2暴击	1敌人爆炸29伤害3最后敌人4雷电59易伤6等级7随机矿89暴击9序列升级a核
98	52432 32633	6	   	241.46	橙2易伤3时间1等级1暴击	1平台2暴击37易伤4雷电59a时间6核8等级
99	34423 22353	10	   	241.19	橙3易伤3伤害1暴击	19a策反2随机矿39a伤害4挖青5低血量敌人6暴击79a易伤8核9a序列升级
100	41241 41323	6	   	241.08	橙3易伤2等级1时间	1基地爆炸2雷电35等级47a易伤6核8攻速9时间
101	11624 24222	6	   	240.88	橙4易伤2时间2雷电	17低血量敌人29雷电378a易伤47时间5平台6核7序列升级
102	12225 34336	1	   	240.78	橙4易伤2时间2雷电	18低血量敌人246a易伤38时间5赏金邻近78雷电8序列升级9核
103	12234 34336	1	   	240.78	橙4易伤2时间2雷电	18低血量敌人256a易伤38时间4赏金邻近78雷电8序列升级9核
104	13225 21151	1	   	240.63	橙3易伤2时间1等级1全技能	1低血量敌人2挖青35时间459易伤5序列升级6等级7随机矿8全技能a核
105	13225 22151	1	   	240.63	橙3易伤2时间1等级1全技能	1低血量敌人2挖青35时间459易伤5序列升级6等级7金币生成8全技能a核
106	11653 63322	4	   	239.84	橙4易伤1时间2雷电1暴击	17低血量敌人27雷电3578易伤4加一6核7序列升级9时间a暴击
107	11624 24231	6	   	239.48	橙3易伤2时间1等级	17低血量敌人2雷电378易伤47时间5平台6核7序列升级9双倍矿a等级
108	11624 25121	6	   	239.48	橙3易伤2时间1等级	18低血量敌人2雷电389易伤48时间5平台6核7额外掉落8序列升级a等级
109	51332 62225	1	 * 	239.25	橙3易伤2等级2时间	1平台24a易伤3a等级5金币生成6最后敌人7随机矿8a时间9核a序列升级
110	16334 53213	4	   	239.02	橙2易伤2等级2时间2攻速	17低血量敌人27时间38攻速4雷电57等级6核7序列升级9a易伤
111	41243 41123	6	   	238.35	橙3易伤1等级1时间1暴击	1基地爆炸2雷电3等级457易伤6核8时间9最后敌人a暴击
112	41243 41132	6	   	238.35	橙3易伤1等级1时间1暴击	1基地爆炸2雷电3等级457易伤6核8时间9金币生成a暴击
113	41243 42332	7	   	238.35	橙3易伤1等级1时间1暴击	1基地爆炸2雷电3等级458易伤6核7金币生成9时间a暴击
114	61243 41123	6	   	238.35	橙3易伤1等级1时间1暴击	1敌人爆炸2雷电3等级457易伤6核8时间9最后敌人a暴击
115	61243 41132	6	   	238.35	橙3易伤1等级1时间1暴击	1敌人爆炸2雷电3等级457易伤6核8时间9金币生成a暴击
116	61243 42332	7	   	238.35	橙3易伤1等级1时间1暴击	1敌人爆炸2雷电3等级458易伤6核7金币生成9时间a暴击
117	11653 64441	4	   	238.25	橙3易伤1等级1时间1暴击	1低血量敌人2雷电359易伤4加一6核7时间8暴击a等级
118	41243 41112	6	   	238.25	橙3易伤1等级1时间1暴击	1基地爆炸2雷电3等级457易伤6核8时间9掉矿a暴击
119	41243 42332	6	   	238.25	橙3易伤1等级1时间1暴击	1基地爆炸2雷电3等级458易伤6核7掉矿9时间a暴击
120	61243 41112	6	   	238.25	橙3易伤1等级1时间1暴击	1敌人爆炸2雷电3等级457易伤6核8时间9掉矿a暴击
121	61243 42332	6	   	238.25	橙3易伤1等级1时间1暴击	1敌人爆炸2雷电3等级458易伤6核7掉矿9时间a暴击
122	53131 33561	7	   	238.17	橙3易伤1等级1伤害1全技能	1平台2敌人爆炸359易伤4等级6伤害7全技能8雷电a核
123	62131 33561	7	   	238.17	橙3易伤1等级1伤害1全技能	1敌人爆炸2平台359易伤4等级6伤害7全技能8雷电a核
124	16632 41311	9	 * 	238.16	橙3易伤3时间2暴击	13低血量敌人236时间36序列升级46暴击5双倍矿78a易伤9核
125	33454 31212	9	   	238.14	橙3易伤2等级1伤害1全技能	17策反2基地爆炸347易伤57等级6全技能7序列升级8伤害9随机矿a核
126	33454 31232	8	   	238.14	橙3易伤2等级1伤害1全技能	17策反2基地爆炸347易伤57等级6全技能7序列升级8伤害9矿等a核
127	16633 51311	9	   	238.06	橙3易伤3时间2暴击	13低血量敌人235时间3序列升级46暴击78a易伤9核
128	16532 41311	9	   	238.06	橙3易伤3时间2暴击	1低血量敌人236时间46暴击5双倍矿6序列升级78a易伤9核
129	33454 31232	9	   	238.04	橙3易伤2等级1伤害1全技能	17策反2基地爆炸347易伤57等级6全技能7序列升级8伤害9掉矿a核
130	16533 51311	9	   	237.96	橙3易伤3时间2暴击	1低血量敌人235时间46暴击78a易伤9核
131	31526 23224	2	   	237.89	橙3易伤2伤害1等级	19策反2金币生成3挖青479易伤5等级6矿等89伤害9序列升级a核
132	11241 24632	10	   	237.89	橙2易伤2伤害3等级	19低血量敌人2雷电357等级49易伤69伤害8核9序列升级a攻速
133	11241 45332	10	   	237.89	橙2易伤2伤害3等级	19低血量敌人2雷电357等级49易伤6核89伤害9序列升级a攻速
134	41243 41311	6	   	237.80	橙4易伤1等级	1基地爆炸2雷电3等级4579易伤6核8攻速a平台
135	41243 41313	6	   	237.80	橙4易伤1等级	1基地爆炸2雷电3等级4579易伤6核8攻速a敌人爆炸
136	42132 12612	8	   	237.80	橙3易伤2伤害1时间1全技能	149基地爆炸2平台349易伤49序列升级5时间6金币生成79伤害8全技能a核
137	55132 12612	8	   	237.80	橙3易伤2伤害1时间1全技能	1平台249基地爆炸349易伤49序列升级5时间6金币生成79伤害8全技能a核
138	31526 13224	2	   	237.79	橙3易伤2伤害1等级	19策反2金币生成3挖青479易伤5等级6掉矿89伤害9序列升级a核
139	11633 26336	3	   	237.68	橙4易伤2等级	18低血量敌人2雷电368a易伤48等级5赏金邻近7随机矿8序列升级9核
140	11223 26336	3	   	237.68	橙4易伤2等级	18低血量敌人2雷电38等级468a易伤5赏金邻近7随机矿8序列升级9核
141	11233 26336	3	   	237.68	橙4易伤2等级	18低血量敌人2雷电38等级4赏金塔568a易伤7随机矿8序列升级9核
142	11243 26336	4	   	237.68	橙4易伤2等级	18低血量敌人2雷电38等级468a易伤5赏金邻近7随机矿8序列升级9核
143	12226 32235	1	   	237.65	橙2易伤2伤害1等级1时间	1低血量敌人24易伤3时间5等级6攻速7额外掉落89伤害a核
144	41253 52333	4	   	237.65	橙2易伤2伤害1等级1时间	1基地爆炸2雷电3等级48伤害5a易伤6核7最后敌人9时间
145	41253 52333	5	   	237.65	橙2易伤2伤害1等级1时间	1基地爆炸2雷电3等级48伤害5a易伤6核7最后敌人9时间
146	62236 32235	1	   	237.65	橙2易伤2伤害1等级1时间	1敌人爆炸24易伤3时间5等级6攻速7额外掉落89伤害a核
147	36211 25112	9	   	237.65	橙2易伤2伤害1等级1时间	12策反3攻速4等级58易伤6核7时间9a伤害
148	31136 23224	3	   	237.63	橙2易伤2伤害2等级1时间	1策反29金币生成37易伤4时间59等级6矿等89伤害9序列升级a核
149	31156 23224	4	   	237.63	橙2易伤2伤害2等级1时间	1策反29金币生成37易伤4时间59等级6矿等89伤害9序列升级a核
150	31626 23224	2	   	237.63	橙2易伤2伤害2等级1时间	1策反29金币生成3时间47易伤59等级6矿等89伤害9序列升级a核
151	11242 45131	8	   	237.58	橙4易伤2等级	15低血量敌人2雷电37等级489a易伤6核
152	11243 45131	8	   	237.58	橙4易伤2等级	1低血量敌人2雷电37等级489a易伤5双倍矿6核
153	41241 41231	6	   	237.58	橙4易伤2等级	18基地爆炸2雷电35等级479a易伤6核
154	61241 43131	8	   	237.58	橙4易伤2等级	17敌人爆炸2雷电35等级489a易伤6核
155	12134 14432	7	   	237.53	橙2易伤2伤害2等级1时间1核弹	18低血量敌人2平台38易伤4时间5核弹69等级78伤害8序列升级a核
156	31124 23224	6	   	237.53	橙2易伤2伤害2等级1时间	1策反29金币生成37易伤4掉矿59等级6时间89伤害9序列升级a核
157	31124 32224	6	   	237.53	橙2易伤2伤害2等级1时间	1策反29金币生成36易伤4掉矿59等级7时间89伤害9序列升级a核
158	31136 13224	3	   	237.53	橙2易伤2伤害2等级1时间	1策反29金币生成37易伤4时间59等级6掉矿89伤害9序列升级a核
159	31156 13224	4	   	237.53	橙2易伤2伤害2等级1时间	1策反29金币生成37易伤4时间59等级6掉矿89伤害9序列升级a核
160	31626 13224	2	   	237.53	橙2易伤2伤害2等级1时间	1策反29金币生成3时间47易伤59等级6掉矿89伤害9序列升级a核
161	52252 42221	10	 * 	237.37	橙2易伤2等级2暴击2全技能1时间	1平台28暴击3最后敌人48易伤57全技能68等级8序列升级9时间a核
162	12225 36315	1	   	237.34	橙4易伤1等级1时间	1低血量敌人2467易伤3时间5赏金邻近8核9等级a平台
163	12225 36316	1	   	237.34	橙4易伤1等级1时间	1低血量敌人2467易伤3时间5赏金邻近8核9等级a基地爆炸
164	12234 36315	1	   	237.34	橙4易伤1等级1时间	1低血量敌人2567易伤3时间4赏金邻近8核9等级a平台
165	12234 36316	1	   	237.34	橙4易伤1等级1时间	1低血量敌人2567易伤3时间4赏金邻近8核9等级a基地爆炸
166	12223 23462	1	   	237.34	橙4易伤1等级1时间	16低血量敌人2478易伤3时间5掉矿9核a等级
167	31116 16116	4	 * 	237.31	橙5易伤3攻速	179策反24金币生成3479a易伤479序列升级5挖青679攻速8核
168	12223 13462	1	   	237.24	橙4易伤1等级1时间	1低血量敌人2478易伤3时间56掉矿9核a等级
169	12225 36312	1	   	237.24	橙4易伤1等级1时间	1低血量敌人2467易伤3时间5赏金邻近8核9等级a挖尘
170	12234 36312	1	   	237.24	橙4易伤1等级1时间	1低血量敌人2567易伤3时间4赏金邻近8核9等级a挖尘
171	42233 13462	1	   	237.24	橙4易伤1等级1时间	1基地爆炸2478易伤3时间56掉矿9核a等级
172	42235 36312	1	   	237.24	橙4易伤1等级1时间	1基地爆炸2467易伤3时间5赏金邻近8核9等级a挖尘
173	62233 13462	1	   	237.24	橙4易伤1等级1时间	1敌人爆炸2478易伤3时间56掉矿9核a等级
174	62235 36312	1	   	237.24	橙4易伤1等级1时间	1敌人爆炸2467易伤3时间5赏金邻近8核9等级a挖尘
175	64341 21312	8	 * 	237.16	橙3时间1易伤2伤害1等级1全技能	19敌人爆炸259时间3等级4全技能6易伤79伤害8平台9序列升级a核
176	11253 53315	4	   	236.82	橙3易伤1等级1伤害	17低血量敌人2雷电3等级4伤害589易伤6核a攻速
177	11253 53315	5	   	236.82	橙3易伤1等级1伤害	17低血量敌人2雷电3等级4伤害589易伤6核a攻速
178	11241 41263	6	   	236.59	橙3易伤2等级1伤害	1低血量敌人2雷电35等级47a易伤6核8基地爆炸9伤害
179	46511 31322	1	   	236.59	橙3易伤2等级1伤害	18基地爆炸2赏金塔3赏金邻近48等级568易伤7核8序列升级9雷电a伤害
180	11241 22443	9	   	236.59	橙3易伤2等级1伤害	1低血量敌人2雷电35等级48a易伤6伤害7基地爆炸9核
