0	Index      	 *	Score 	Summary	Detail	
1	61245 21221	 * 	185.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18CGEN|2ERES|3AART|4RCR|5BELT|68DMG|78VULN|8BPWR|9DUR|aCDMG
26	21232 35244	   	165.33	ACR|2VULN|2DMG|1AART	1BEXP|24ERES|3RCR|5MBVNT|6AART|79VULN|8aDMG
27	61242 35111	   	165.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2ERES|3AART|4RCR|5ZMB|6TLV|78DMG|9VULN|aDUR
28	61245 21212	   	165.13	ACR|2VULN|2DMG|1AART	18CGEN|2ERES|3AART|4RCR|5BELT|68DMG|78VULN|8BPWR|9LHND|aFEWX
29	61245 21232	   	165.03	ACR|2VULN|2DMG|1AART	18CGEN|2ERES|3AART|4RCR|5BELT|68DMG|78VULN|8BPWR|9DUST|aFEWX
30	61243 24213	   	164.93	ACR|2VULN|2DMG|1AART	1CGEN|2ERES|3AART|4RCR|59LHND|68DMG|7aVULN
31	61243 24223	   	164.93	ACR|2VULN|2DMG|1AART	1CGEN|2ERES|3AART|4RCR|5LHND|68DMG|7aVULN|9FEWX
32	61241 22223	   	164.93	ACR|2VULN|2DMG|1AART	1CGEN|2ERES|3AART|4RCR|5LWND|68DMG|7FEWX|9aVULN
33	61241 26113	   	164.93	ACR|2VULN|2DMG|1AART	1CGEN|2ERES|3AART|4RCR|57LWND|68DMG|9aVULN
34	61243 35113	   	164.93	ACR|2VULN|2DMG|1AART	16CGEN|2ERES|3AART|4RCR|5LHND|78DMG|9aVULN
35	61241 24222	   	164.83	ACR|2VULN|2DMG|1AART	1CGEN|2aERES|3AART|4RCR|5LWND|68DMG|79VULN
36	61244 22223	   	164.83	ACR|2VULN|2DMG|1AART	1CGEN|2ERES|3AART|4RCR|5DUST|68DMG|7FEWX|9aVULN
37	54336 32331	 * 	164.74	DCR|5VULN|3DUR|1CDMG	169DUR|2CDMG|3LWND|45678VULN|6BPWR|aRCR
38	61221 16363	 * 	164.28	DCR|2DMG|1AART|1VULN|2ZMB	1aCGEN|2aERES|3AART|4RPLT|5VULN|6RCR|78ZMB|9aDMG|aBPWR
39	24316 42332	 * 	164.21	DCR|2VULN|2DMG|2CDMG|1DUR	1BEXP|2aCDMG|3LWND|4LHND|5aVULN|6DUR|7RCR|8MBVNT|9aDMG|aBPWR
40	61221 16361	 * 	164.18	DCR|2VULN|1AART|1DMG|2ZMB	1CGEN|2ERES|3AART|4RPLT|5aVULN|6RCR|78ZMB|9DMG
41	36411 31341	 * 	164.12	DCR|4VULN|1AART|1CDMG|1SELL	1SELL|2CGEN|3468VULN|5AART|7CDMG|9RCR|aRMIN
42	36411 31342	 * 	164.12	DCR|4VULN|1AART|1CDMG|1SELL	1SELL|2aCGEN|3468VULN|5AART|7CDMG|9RCR
43	36411 31343	 * 	164.12	DCR|4VULN|1AART|1CDMG|1SELL	1SELL|2CGEN|3468VULN|5AART|7CDMG|9RCR|aLHND
44	14316 42334	   	164.11	DCR|2VULN|2DMG|2CDMG|1DUR	1DUST|2aCDMG|3LWND|4LHND|5aVULN|6DUR|7RCR|8MBVNT|9aDMG|aBPWR
45	36142 31114	   	163.49	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1SELL|2CGEN|3CDMG|4RCR|5DUST|6DMG|7DUR|89VULN|aAART
46	61241 24323	   	163.00	ACR|3VULN|1AART|1DMG	1CGEN|2ERES|3AART|4RCR|5LWND|6DMG|79aVULN|8RCVC
47	13536 33431	   	162.89	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1DUST|23DUR|4BELT|5RCR|67AART|8DMG|9CDMG|aVULN
48	54336 13121	   	162.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3LWND|45VULN|6LIT|7AART|8RCR|9DMG|aCGEN
49	54336 13122	   	162.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3LWND|45VULN|6LIT|7AART|8RCR|9DMG|aRMIN
50	14336 13123	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2CDMG|3LWND|45VULN|6LIT|7AART|8RCR|9DMG|aDUR
51	52222 82634	 * 	161.79	ACR|2VULN|1AART|2CDMG|3DUR	169DUR|26MLV|3RCR|4RCVC|5MBVNT|69BPWR|79CDMG|89VULN|aAART
52	52222 26534	   	161.69	ACR|2VULN|1AART|2CDMG|3DUR	169DUR|2MLV|3RCR|4RCVC|5MBVNT|79VULN|89CDMG|9BPWR|aAART
53	52222 22634	   	161.69	ACR|2VULN|1AART|2CDMG|3DUR	169DUR|2MLV|3RCR|4RCVC|5MBVNT|79CDMG|89VULN|9BPWR|aAART
54	22232 63341	   	161.59	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2MLV|3RCR|4ERES|5CDMG|6AART|7DMG|8CGEN|9aVULN
55	22232 63344	   	161.59	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2MLV|3RCR|4ERES|5CDMG|6AART|7aDMG|8CGEN|9VULN
56	22252 35281	   	161.59	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2MLV|3RCR|4RCVC|5MBVNT|6AART|7aVULN|8DMG|9CDMG
57	21252 35281	   	161.49	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2ERES|3RCR|4RCVC|5MBVNT|6AART|7aVULN|8DMG|9CDMG
58	22232 63141	   	161.49	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2MLV|3RCR|4ERES|5CDMG|6AART|7DMG|8TLV|9aVULN
59	22232 63144	   	161.49	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2MLV|3RCR|4ERES|5CDMG|6AART|7aDMG|8TLV|9VULN
60	36411 34311	 * 	161.48	DCR|4VULN|1AART|1ZMB|1SELL	1SELL|2CGEN|346aVULN|5AART|7MLV|8ZMB|9RCR
61	52262 32234	   	161.45	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	16DUR|2MLV|3RCR|4ERES|56CDMG|6BPWR|7VULN|8AART|9LHND|aDMG
62	13336 33436	 * 	161.43	ACR|2DMG|2AART|2CDMG|1DUR	13aDUST|2DUR|4BELT|5RCR|67AART|8aDMG|9aCDMG|aBPWR
63	21232 35281	   	161.39	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|24ERES|3RCR|5MBVNT|6AART|7aVULN|8DMG|9CDMG
64	21232 35285	   	161.39	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|24ERES|3RCR|5MBVNT|6AART|7VULN|8aDMG|9CDMG
65	52262 32225	   	161.35	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	16DUR|2MLV|3RCR|4ERES|56CDMG|6BPWR|7VULN|8AART|9MBVNT|aDMG
66	54334 22222	   	161.21	ACR|2VULN|2DMG|1CDMG|2DUR	18DUR|2CDMG|38LWND|48VULN|5RCR|6LEGI|7RMIN|8BPWR|9aDMG
67	36411 34313	 * 	161.03	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	1SELL|2CGEN|346VULN|5AART|7MLV|8ZMB|9RCR|aCDMG
68	61243 21241	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2ERES|3AART|4RCR|5LHND|6DMG|7MLV|8CDMG|9aVULN
69	52262 32114	   	160.85	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	16DUR|2MLV|3RCR|4ERES|56CDMG|6BPWR|7VULN|8BEXP|9AART|aDMG
70	52262 62323	 * 	160.82	ACR|2DMG|3CDMG|1AART|1DUR	1DUR|2MLV|3RCR|4ERES|578CDMG|6AART|9aDMG
71	62523 35221	   	160.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1CGEN|2LIT|3AART|4VULN|5CDMG|6ASPD|7RCR|8SELL|9DMG|aZMB
72	52262 32314	   	160.75	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	16DUR|2MLV|3RCR|4ERES|56CDMG|6BPWR|7VULN|8DUST|9AART|aDMG
73	23652 27134	   	160.69	DCR|2VULN|2DMG|1CDMG|2DUR	1aBEXP|24DUR|3aVULN|5CDMG|6MBVNT|7DUST|8RCR|9aDMG|aBPWR
74	23652 53134	   	160.69	DCR|2VULN|2DMG|1CDMG|2DUR	1aBEXP|24DUR|3aVULN|5CDMG|6DUST|7MBVNT|8RCR|9aDMG|aBPWR
75	13652 21134	   	160.59	DCR|2VULN|2DMG|1CDMG|2DUR	1aDUST|24DUR|3aVULN|5CDMG|6MBVNT|7LWND|8RCR|9aDMG|aBPWR
76	13652 25134	   	160.59	DCR|2VULN|2DMG|1CDMG|2DUR	1aDUST|24DUR|3aVULN|5CDMG|6MBVNT|7FEWX|8RCR|9aDMG|aBPWR
77	13652 63134	   	160.59	DCR|2VULN|2DMG|1CDMG|2DUR	1aDUST|24DUR|3aVULN|5CDMG|6FEWX|7MBVNT|8RCR|9aDMG|aBPWR
78	62523 25332	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LIT|3AART|48VULN|5CDMG|6TLV|7RCR|9DMSP|aDMG
79	21215 31355	   	160.52	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2ERES|3RCR|4DUST|5DUR|6ASPD|79VULN|8AART|aDMG
80	61221 16262	   	160.33	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2ERES|3AART|4RPLT|58VULN|6RCR|7ZMB|9DMG|aRCVC
81	52241 61113	   	160.12	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2MLV|3RCR|4LWND|5LHND|6ASPD|78VULN|9AART|aDMG
82	36414 32312	   	160.05	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD|1SELL	1SELL|2CGEN|345VULN|6ASPD|7AART|8ZMB|9RCR|aDUR
83	21221 31115	   	160.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2ERES|3RCR|4DUR|5LHND|6ASPD|78VULN|9AART|aDMG
84	51231 31115	   	160.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ERES|3RCR|4FEWX|5LHND|6ASPD|78VULN|9AART|aDMG
85	51241 31115	   	160.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ERES|3RCR|4LWND|5LHND|6ASPD|78VULN|9AART|aDMG
86	14336 22251	 * 	159.97	DCR|4VULN|1AART|1CDMG	1DUST|2CDMG|3LWND|4579VULN|6MBVNT|8AART|aRCR
87	23652 24263	 * 	159.95	DCR|3VULN|3CDMG|2DUR|1ZMB	178BEXP|24DUR|378VULN|578CDMG|6MBVNT|78BPWR|9RCR|aZMB
88	51211 31115	   	159.92	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ERES|3RCR|4DUST|5LHND|6ASPD|78VULN|9AART|aDMG
89	23352 36632	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3DUST|4AART|5CDMG|69VULN|7LIT|8DMG|aRCR
90	52225 24131	   	159.68	ACR|2VULN|1AART|1DMG|2DUR	16DUR|2MLV|3RCR|4RCVC|59VULN|7AART|8DMG|aLIT
91	52225 24132	   	159.68	ACR|2VULN|1AART|1DMG|2DUR	16DUR|2MLV|3RCR|4RCVC|59VULN|7AART|8DMG|aDMSP
92	52221 34111	   	159.58	ACR|2DMG|1AART|1VULN|2DUR	1aDUR|2MLV|3RCR|4RCVC|5TLV|68DMG|7AART|9VULN
93	22232 63245	   	159.49	ACR|2DMG|2AART|2CDMG	19BEXP|29MLV|3RCR|4ERES|58CDMG|6aAART|79DMG|9BPWR
94	61653 31123	   	159.41	DCR|3VULN|1AART|1CDMG|1DUR	1CGEN|2ERES|39aVULN|4BASHEA|5AART|6DUR|7CDMG|8RCR
95	22252 35243	   	159.39	ACR|2VULN|2AART|1DMG	1BEXP|2MLV|3RCR|4RCVC|5MBVNT|6aAART|79VULN|8DMG
96	22253 34253	   	159.39	ACR|2VULN|2AART|1DMG	1BEXP|2MLV|3RCR|4RCVC|5DUST|6aAART|79VULN|8DMG
97	21252 35243	   	159.29	ACR|2VULN|2AART|1DMG	1BEXP|2ERES|3RCR|4RCVC|5MBVNT|6aAART|79VULN|8DMG
98	21253 34253	   	159.29	ACR|2VULN|2AART|1DMG	1BEXP|2ERES|3RCR|4RCVC|5DUST|6aAART|79VULN|8DMG
99	21232 35243	   	159.19	ACR|2VULN|2AART|1DMG	1BEXP|24ERES|3RCR|5MBVNT|6aAART|79VULN|8DMG
100	21233 34253	   	159.19	ACR|2VULN|2AART|1DMG	1BEXP|24ERES|3RCR|5DUST|6aAART|79VULN|8DMG
101	23332 53632	   	159.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3DUST|4LIT|5AART|69VULN|7CDMG|8DMG|aRCR
102	22226 21514	 * 	159.04	ACR|4VULN|1DMG|1DUR	1BEXP|2MLV|3RCR|4DUR|5ERES|6789VULN|aDMG
103	22236 23514	   	159.04	ACR|4VULN|1DMG|1DUR	1BEXP|2MLV|3RCR|4ERES|5689VULN|7DUR|aDMG
104	52262 32231	   	158.98	ACR|2VULN|1AART|2CDMG|2DUR	16DUR|2MLV|3RCR|4ERES|56CDMG|6BPWR|7aVULN|8AART|9LHND
105	52262 32243	   	158.98	ACR|2VULN|1AART|2CDMG|2DUR	16DUR|2aMLV|3RCR|4ERES|56CDMG|6BPWR|79VULN|8AART
106	22252 35844	   	158.95	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2MLV|3RCR|4RCVC|5MBVNT|6AART|79VULN|8ZMB|aDMG
107	22253 34251	   	158.95	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2MLV|3RCR|4RCVC|5DUST|6AART|79VULN|8DMG|aZMB
108	22255 34133	   	158.89	ACR|2VULN|2AART|1DMG	1BEXP|2MLV|3RCR|46RCVC|59VULN|7aAART|8DMG
109	52262 32221	   	158.88	ACR|2VULN|1AART|2CDMG|2DUR	16DUR|2MLV|3RCR|4ERES|56CDMG|6BPWR|7aVULN|8AART|9MBVNT
110	52262 32242	   	158.88	ACR|2VULN|1AART|2CDMG|2DUR	16DUR|2MLV|3RCR|4ERES|56CDMG|6BPWR|79VULN|8AART|aDUST
111	21252 35844	   	158.85	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2ERES|3RCR|4RCVC|5MBVNT|6AART|79VULN|8ZMB|aDMG
112	21253 34251	   	158.85	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2ERES|3RCR|4RCVC|5DUST|6AART|79VULN|8DMG|aZMB
113	22232 62541	   	158.85	ACR|2VULN|1AART|2CDMG|1ZMB	1BEXP|2MLV|3RCR|4ERES|57CDMG|6AART|89VULN|aZMB
114	61241 24333	   	158.79	ACR|2AART|2VULN|1DMG	1CGEN|2ERES|39AART|4RCR|5LWND|6DMG|7aVULN|8RCVC
115	22251 34116	   	158.79	ACR|2DMG|2AART|1VULN	1BEXP|2MLV|3RCR|4RCVC|5TLV|68DMG|7aAART|9VULN
116	61241 22226	   	158.79	ACR|2AART|2DMG|1VULN	1CGEN|2ERES|3aAART|4RCR|5LWND|68DMG|7FEWX|9VULN
117	23413 33325	   	158.76	DCR|2DMG|1AART|1VULN|2DUR	1BEXP|24DUR|34LWND|4BPWR|5LHND|6RCR|7aDMG|8AART|9VULN
118	21232 35844	   	158.75	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|24ERES|3RCR|5MBVNT|6AART|79VULN|8ZMB|aDMG
119	21233 34251	   	158.75	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|24ERES|3RCR|5DUST|6AART|79VULN|8DMG|aZMB
120	61241 24232	   	158.69	ACR|2AART|2DMG|1VULN	1CGEN|2aERES|39AART|4RCR|5LWND|68DMG|7VULN
121	13413 33325	   	158.66	DCR|2DMG|1AART|1VULN|2DUR	1DUST|24DUR|34LWND|4BPWR|5LHND|6RCR|7aDMG|8AART|9VULN
122	23453 33325	   	158.66	DCR|2DMG|1AART|1VULN|2DUR	1BEXP|24DUR|3LWND|5LHND|6RCR|7aDMG|8AART|9VULN
123	23543 33325	   	158.66	DCR|2DMG|1AART|1VULN|2DUR	1BEXP|23DUR|4LWND|5LHND|6RCR|7aDMG|8AART|9VULN
124	23413 33363	 * 	158.57	DCR|3DMG|1AART|3DUR	19aBEXP|249DUR|34LWND|49aBPWR|5aLHND|6RCR|79aDMG|8AART
125	13453 33325	   	158.56	DCR|2DMG|1AART|1VULN|2DUR	1DUST|24DUR|3LWND|5LHND|6RCR|7aDMG|8AART|9VULN
126	13543 33325	   	158.56	DCR|2DMG|1AART|1VULN|2DUR	1DUST|23DUR|4LWND|5LHND|6RCR|7aDMG|8AART|9VULN
127	62523 35331	   	158.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2LIT|3AART|48VULN|5CDMG|6ASPD|7RCR|9DMSP|aZMB
128	23453 33363	   	158.47	DCR|3DMG|1AART|3DUR	19aBEXP|249DUR|3LWND|5aLHND|6RCR|79aDMG|8AART|9aBPWR
129	23543 33363	   	158.47	DCR|3DMG|1AART|3DUR	19aBEXP|239DUR|4LWND|5aLHND|6RCR|79aDMG|8AART|9aBPWR
130	52262 31511	   	158.38	ACR|2VULN|1AART|2CDMG|2DUR	16DUR|2MLV|3RCR|4ERES|56CDMG|6BPWR|7FEWX|8aVULN|9AART
131	52262 32111	   	158.38	ACR|2VULN|1AART|2CDMG|2DUR	16DUR|2MLV|3RCR|4ERES|56CDMG|6BPWR|7aVULN|8BEXP|9AART
132	52262 32611	   	158.38	ACR|2VULN|1AART|2CDMG|2DUR	16DUR|2MLV|3RCR|4ERES|56CDMG|6BPWR|7aVULN|8LHND|9AART
133	52262 24611	   	158.28	ACR|2VULN|1AART|2CDMG|2DUR	17DUR|2MLV|3RCR|47ERES|57CDMG|6MBVNT|7BPWR|8aVULN|9AART
134	52262 32311	   	158.28	ACR|2VULN|1AART|2CDMG|2DUR	16DUR|2MLV|3RCR|4ERES|56CDMG|6BPWR|7aVULN|8DUST|9AART
135	13413 33363	   	158.27	DCR|3DMG|1AART|3DUR	19aDUST|249DUR|34LWND|49aBPWR|5aLHND|6RCR|79aDMG|8AART
136	61242 35122	   	158.25	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2ERES|3AART|4RCR|5ZMB|6TLV|78DMG|9FEWX|aVULN
137	61242 35133	   	158.25	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2ERES|3AART|4RCR|5ZMB|6TLV|78DMG|9LHND|aVULN
138	13453 33363	   	158.17	DCR|3DMG|1AART|3DUR	19aDUST|249DUR|3LWND|5aLHND|6RCR|79aDMG|8AART|9aBPWR
139	13543 33363	   	158.17	DCR|3DMG|1AART|3DUR	19aDUST|239DUR|4LWND|5aLHND|6RCR|79aDMG|8AART|9aBPWR
140	13343 33363	   	158.17	DCR|3DMG|1AART|3DUR	139DUST|29aDUR|4LWND|5aLHND|6RCR|79aDMG|8AART|9aBPWR
141	23413 31115	   	158.16	DCR|2VULN|1AART|1DMG|2DUR	1BEXP|24DUR|34LWND|4BPWR|5LHND|6RCR|78VULN|9AART|aDMG
142	61242 35112	   	158.15	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2aERES|3AART|4RCR|5ZMB|6TLV|78DMG|9VULN
143	13413 31115	   	158.06	DCR|2VULN|1AART|1DMG|2DUR	1DUST|24DUR|34LWND|4BPWR|5LHND|6RCR|78VULN|9AART|aDMG
144	23543 31115	   	158.06	DCR|2VULN|1AART|1DMG|2DUR	1BEXP|23DUR|4LWND|5LHND|6RCR|78VULN|9AART|aDMG
145	23453 31115	   	158.06	DCR|2VULN|1AART|1DMG|2DUR	1BEXP|24DUR|3LWND|5LHND|6RCR|78VULN|9AART|aDMG
146	13453 31115	   	157.96	DCR|2VULN|1AART|1DMG|2DUR	1DUST|24DUR|3LWND|5LHND|6RCR|78VULN|9AART|aDMG
147	13543 31115	   	157.96	DCR|2VULN|1AART|1DMG|2DUR	1DUST|23DUR|4LWND|5LHND|6RCR|78VULN|9AART|aDMG
148	62221 13311	   	157.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2LIT|3DUST|4DMG|5ASPD|6VULN|7RCR|8AART|9ZMB|aCDMG
149	52312 48613	   	157.86	DCR|2DMG|1AART|1VULN|2DUR	13DUR|2MLV|4LEGI|5MBVNT|6RCR|7aDMG|8VULN|9AART
150	63231 63325	   	157.85	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2LWND|3RCR|4FEWX|5LHND|6ZMB|7aDMG|8AART|9VULN
151	23613 22382	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	1aBEXP|2DUR|3aVULN|4LWND|5CDMG|6LEGI|7RCR|8MBVNT|9aDMG|aBPWR
152	63211 63325	   	157.75	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2LWND|3RCR|4DUST|5LHND|6ZMB|7aDMG|8AART|9VULN
153	22252 35322	 * 	157.64	ACR|4VULN|1AART	1BEXP|2MLV|3RCR|4RCVC|5MBVNT|6AART|789aVULN
154	22253 34322	   	157.64	ACR|4VULN|1AART	1BEXP|2MLV|3RCR|4RCVC|5DUST|6AART|789aVULN
155	13613 22384	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1aDUST|2DUR|3aVULN|4LWND|5CDMG|6LEGI|7RCR|8MBVNT|9aDMG|aBPWR
156	21252 35322	   	157.54	ACR|4VULN|1AART	1BEXP|2ERES|3RCR|4RCVC|5MBVNT|6AART|789aVULN
157	21253 34322	   	157.54	ACR|4VULN|1AART	1BEXP|2ERES|3RCR|4RCVC|5DUST|6AART|789aVULN
158	13336 33431	   	157.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	13DUST|2DUR|4BELT|5RCR|67AART|8DMG|9CDMG|aVULN
159	13336 33441	   	157.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	13DUST|2DUR|4BELT|5RCR|67AART|8DMG|9VULN|aCDMG
160	21232 35322	   	157.44	ACR|4VULN|1AART	1BEXP|24ERES|3RCR|5MBVNT|6AART|789aVULN
161	21233 34322	   	157.44	ACR|4VULN|1AART	1BEXP|24ERES|3RCR|5DUST|6AART|789aVULN
162	36142 35112	 * 	157.25	ACR|2VULN|2DMG|2CDMG|1SELL	1SELL|2CGEN|3aCDMG|4RCR|5DUST|69DMG|78VULN
163	63231 61115	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2LWND|3RCR|4FEWX|5LHND|6ZMB|78VULN|9AART|aDMG
164	63211 61115	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2LWND|3RCR|4DUST|5LHND|6ZMB|78VULN|9AART|aDMG
165	52221 34153	 * 	156.81	ACR|3DMG|1AART|1DUR|1ASPD	1DUR|2MLV|3RCR|4RCVC|5TLV|689DMG|7AART|aASPD
166	61243 22231	 * 	156.59	ACR|3DMG|1AART|1FLTHEA	1CGEN|2ERES|3AART|4RCR|5LHND|68aDMG|7FEWX|9FLTHEA
167	36142 32114	   	156.55	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|2CGEN|3CDMG|4RCR|5DUST|6DMG|7LHND|89VULN|aAART
168	36142 33114	   	156.55	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|2CGEN|3CDMG|4RCR|5DUST|6DMG|7BEXP|89VULN|aAART
