0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13526 32423	1	 * 	287.17	DCR|5VULN|2TLV|1DMG|2CDMG	12359VULN|39BPWR|4TBNT|69TLV|7RCR|89CDMG|aDMG
21	13125 25531	4	   	274.30	DCR|5VULN|2ASPD|1DUR|1AART	13589VULN|28ASPD|4DMSP|6RCR|7AART|8BPWR|aDUR
22	13532 13416	1	   	274.16	DCR|5VULN|2DUR|1TLV	1234aVULN|3BPWR|5CGEN|6TLV|78DUR|9RCR
23	13232 46353	2	 * 	273.96	ACR|4VULN|2DMG|2TLV|1DUR|1CDMG|1ASPD	1578VULN|2ASPD|3RCR|48DMG|68TLV|8BPWR|9CDMG|aDUR
24	13541 13324	1	   	273.75	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1238VULN|3BPWR|4CGEN|5CDMG|6DUR|7DMG|9TLV|aRCR
25	13152 33164	7	   	273.57	DCR|4VULN|2ASPD|1DMG|1DUR	1389VULN|29ASPD|4LIT|5DMG|69FEWX|7RCR|9BPWR|aDUR
26	14136 63132	9	 * 	273.56	DCR|4VULN|3DUR|1CDMG	1478VULN|26aDUR|3CDMG|5LIT|9RCR
27	14411 53132	9	   	273.56	DCR|4VULN|3DUR|1CDMG	1578VULN|24aDUR|3LIT|6CDMG|9RCR
28	14663 13321	5	 * 	273.45	DCR|3VULN|2DMG|2DUR|2TLV	148VULN|2aDUR|38TLV|5BELT|68DMG|7RCR|8BPWR|9ERES
29	14251 26122	2	   	273.39	DCR|4VULN|2DUR|1DMG|2LIT	156aVULN|28DUR|3FEWX|46LIT|6BPWR|7DMG|9RCR
30	14351 26322	3	   	273.29	DCR|4VULN|2DUR|1DMG|2LIT	158aVULN|26DUR|3LEGI|46LIT|6BPWR|7DMG|9RCR
31	13232 46333	2	 * 	273.26	ACR|5VULN|2DMG|2TLV|1ASPD|1AART	1578aVULN|2ASPD|3RCR|48DMG|68TLV|8BPWR|9AART
32	33124 31178	7	   	272.97	DCR|5VULN|2DUR|2LIT	19BEXP|26LIT|3MBVNT|45689VULN|69BPWR|79DUR|aRCR
33	12132 26354	1	   	272.42	DCR|4VULN|2TLV|1DMG|1CDMG|1ASPD	1578VULN|28LWND|3ASPD|4DMG|68TLV|8BPWR|9CDMG|aRCR
34	22163 42223	10	   	272.29	DCR|4VULN|2DUR|1DMG|1CDMG	17ZMB|27DUR|3467VULN|5BELT|7BPWR|8RCR|9CDMG|aDMG
35	14261 12115	7	 * 	272.21	DCR|3VULN|2DUR|1DMG|2CDMG|1TLV	147VULN|27DUR|3RPLT|57CDMG|6BELT|7BPWR|8TLV|9DMG|aRCR
36	22163 42115	10	   	271.76	DCR|5VULN|2DUR|1CDMG	17ZMB|27DUR|34678VULN|5BELT|7BPWR|9CDMG|aRCR
37	14136 35113	10	   	271.66	DCR|4VULN|1DUR|1TLV|1CDMG|1AART	148aVULN|2DUR|3CDMG|5LIT|6TLV|7RCR|9AART
38	14136 35123	8	   	271.66	DCR|4VULN|1DUR|1TLV|1CDMG|1AART	1489VULN|2DUR|3CDMG|5LIT|6TLV|7RCR|aAART
39	13121 25354	7	 * 	270.86	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	138VULN|28ASPD|4DMSP|5CGEN|6DMG|78DUR|8BPWR|9CDMG|aRCR
40	14132 51212	9	   	270.19	DCR|4VULN|2DUR|1CDMG|1AART	148aVULN|28DUR|3CDMG|5AART|6LIT|78FEWX|8BPWR|9RCR
41	14132 51216	10	   	270.19	DCR|4VULN|2DUR|1CDMG|1AART	148aVULN|28DUR|3CDMG|5AART|6LIT|78FEWX|8BPWR|9RCR
42	14132 51232	8	   	270.19	DCR|4VULN|2DUR|1CDMG|1AART	148aVULN|28DUR|3CDMG|5AART|6LIT|78FEWX|8BPWR|9RCR
43	14132 52212	9	   	269.99	DCR|4VULN|2DUR|1CDMG|1AART	148aVULN|28DUR|3CDMG|5AART|6LIT|78DUST|8BPWR|9RCR
44	14132 52216	10	   	269.99	DCR|4VULN|2DUR|1CDMG|1AART	148aVULN|28DUR|3CDMG|5AART|6LIT|78DUST|8BPWR|9RCR
45	14132 52232	8	   	269.99	DCR|4VULN|2DUR|1CDMG|1AART	148aVULN|28DUR|3CDMG|5AART|6LIT|78DUST|8BPWR|9RCR
46	12641 51333	5	   	269.87	DCR|3VULN|2DMG|2TLV|1DUR|1ASPD	19aVULN|2DUST|39TLV|4DUR|5ASPD|6RPLT|7RCR|89DMG|9BPWR
47	22163 42216	9	   	269.64	DCR|4VULN|2DUR|1DMG|1ASPD	17ZMB|27DUR|3467VULN|5BELT|7BPWR|8RCR|9ASPD|aDMG
48	14113 13245	10	 * 	269.51	DCR|3VULN|2DUR|3LIT|1DMG|1CDMG	158VULN|28DUR|3CDMG|4MLV|678LIT|8BPWR|9RCR|aDMG
49	14113 13246	9	   	269.51	DCR|3VULN|2DUR|3LIT|1DMG|1CDMG	158VULN|28DUR|3CDMG|4MLV|678LIT|8BPWR|9RCR|aDMG
50	11444 13311	2	   	269.34	DCR|3VULN|3DMG|2DUR	148VULN|2BELT|34DUR|48BPWR|58CGEN|689DMG|7RCR|aBEXP
51	11444 13312	2	   	269.34	DCR|3VULN|3DMG|2DUR	148VULN|2BELT|34DUR|48BPWR|58aCGEN|689DMG|7RCR
52	13112 62633	3	 * 	269.21	DCR|4VULN|3ASPD|2DUR|1NUKE	1358VULN|258ASPD|4TBNT|58BPWR|6NUKE|78DUR|9BEXP|aRCR
53	13526 32236	1	   	269.14	DCR|5VULN|1TLV|1DUR|1AART	12358VULN|3BPWR|4TBNT|6TLV|7RCR|9AART|aDUR
54	13112 62613	3	   	269.11	DCR|4VULN|3ASPD|2DUR|1NUKE	1358VULN|258ASPD|4TBNT|58BPWR|6NUKE|78DUR|9DUST|aRCR
55	14134 31151	8	 * 	268.62	DCR|3VULN|2DMG|2CDMG|1DUR|1AART	148VULN|2DUR|38CDMG|58DMG|6AART|7RPLT|8BPWR|9RCR|aFEWX
56	14134 31152	8	   	268.62	DCR|3VULN|2DMG|2CDMG|1DUR|1AART	148VULN|2DUR|38CDMG|58DMG|6AART|7aRPLT|8BPWR|9RCR
57	22163 42221	9	   	268.47	DCR|4VULN|2DUR|1TLV|1CDMG	17ZMB|27DUR|3467VULN|5BELT|7BPWR|8RCR|9CDMG|aTLV
58	22163 42234	9	   	268.47	DCR|4VULN|2DUR|1TLV|1CDMG	17ZMB|27DUR|3467VULN|5BELT|7BPWR|8RCR|9TLV|aCDMG
59	13151 23623	4	   	268.15	DCR|3VULN|2DUR|2ASPD|1TLV|2LIT	138VULN|2aASPD|48LIT|5ERES|6TLV|78DUR|8BPWR|9RCR
60	13155 23623	5	   	268.15	DCR|3VULN|2DUR|2ASPD|1TLV|2LIT	138VULN|2aASPD|48LIT|5ERES|6TLV|78DUR|8BPWR|9RCR
61	13555 21222	1	   	267.98	DCR|5VULN|1TLV|1CDMG|1ASPD	12359VULN|3BPWR|4ASPD|6RCR|7TLV|8RPLT|aCDMG
62	14613 12322	5	   	267.88	DCR|5VULN|1TLV|1DUR	1578aVULN|2DUR|3TLV|4LIT|6LWND|9RCR
63	33562 16122	1	   	267.88	DCR|5VULN|1DUR|1TLV	1BEXP|2457aVULN|3TLV|6DUR|8LIT|9RCR
64	13125 25533	4	 * 	267.57	DCR|5VULN|3ASPD|1AART	13589VULN|28aASPD|4DMSP|6RCR|7AART|8BPWR
65	14663 13331	5	   	267.27	DCR|3VULN|2DMG|2TLV|1DUR	148VULN|2DUR|38TLV|5BELT|68DMG|7RCR|8BPWR|9RCVC|aLIT
66	33124 34176	7	 * 	267.21	DCR|5VULN|3LIT|1DMG	19BEXP|269LIT|3MBVNT|45689VULN|69BPWR|7RCR|aDMG
67	14613 23621	7	   	267.17	DCR|3VULN|2DMG|2TLV|1DUR	158VULN|2DUR|38TLV|4LIT|6ERES|78DMG|8BPWR|9RCR|aRCVC
68	13526 32421	1	   	267.11	DCR|5VULN|2TLV|2CDMG	12359VULN|39BPWR|4TBNT|69TLV|7RCR|89CDMG|aRPLT
69	13526 32422	1	   	267.11	DCR|5VULN|2TLV|2CDMG	12359VULN|39BPWR|4TBNT|69TLV|7RCR|89CDMG|aCGEN
70	14613 23622	7	   	267.07	DCR|3VULN|2DMG|2TLV|1DUR	158VULN|2DUR|38TLV|4LIT|6ERES|78DMG|8BPWR|9RCR|aBBNT
71	13526 22423	1	   	267.01	DCR|5VULN|1DMG|2CDMG	12359VULN|39BPWR|4TBNT|69ERES|7RCR|89CDMG|aDMG
72	12133 53641	10	   	266.93	DCR|3VULN|2DMG|2DUR|1CDMG	14aVULN|256DUST|3CDMG|7aDMG|8RCR|9aDUR|aBPWR
73	14413 26122	3	   	266.84	DCR|4VULN|2DUR|1DMG	146aVULN|28DUR|3LIT|56FEWX|6BPWR|7DMG|9RCR
74	14416 33322	7	   	266.84	DCR|4VULN|2DUR|1DMG	168aVULN|24DUR|3LIT|56LHND|6BPWR|7DMG|9RCR
75	14421 26122	4	   	266.84	DCR|4VULN|2DUR|1DMG	156aVULN|28DUR|3LIT|46FEWX|6BPWR|7DMG|9RCR
76	15411 26122	4	   	266.84	DCR|4VULN|2DUR|1DMG	156aVULN|2LWND|3LIT|46DUR|6BPWR|7DMG|8RCVC|9RCR
77	15411 26321	4	   	266.84	DCR|4VULN|2DUR|1DMG	1568VULN|2LWND|3LIT|46DUR|6BPWR|7DMG|9RCR|aRCVC
78	15411 26323	4	   	266.84	DCR|4VULN|2DUR|1DMG	1568VULN|2LWND|3LIT|46DUR|6BPWR|7DMG|9RCR|aFEWX
79	16412 33522	7	   	266.84	DCR|4VULN|2DUR|1DMG	168aVULN|25BEXP|3LIT|46DUR|6BPWR|7DMG|9RCR
80	44411 33322	7	   	266.84	DCR|4VULN|2DUR|1DMG	16LWND|24DUR|3LIT|568aVULN|6BPWR|7DMG|9RCR
81	54411 33322	7	   	266.84	DCR|4VULN|2DUR|1DMG	16LHND|24DUR|3LIT|568aVULN|6BPWR|7DMG|9RCR
82	11444 13321	2	   	266.81	DCR|3VULN|3DUR|2DMG	148VULN|2BELT|34aDUR|48BPWR|58CGEN|68DMG|7RCR|9ERES
83	13522 52512	1	 * 	266.74	DCR|4VULN|2DUR|2TLV	1238VULN|38BPWR|4TBNT|58DUR|68TLV|7RCR|9RMIN|aLIT
84	13522 52532	1	   	266.74	DCR|4VULN|2DUR|2TLV	1238VULN|38BPWR|4TBNT|58DUR|68TLV|7RCR|9CGEN|aLIT
85	14411 13322	7	   	266.74	DCR|4VULN|2DUR|1DMG	158aVULN|24DUR|3LIT|6LHND|7DMG|9RCR
86	14411 16322	6	   	266.74	DCR|4VULN|2DUR|1DMG	158aVULN|24DUR|3LIT|6LHND|7DMG|9RCR
87	14411 23522	7	   	266.74	DCR|4VULN|2DUR|1DMG	158aVULN|24DUR|3LIT|6BEXP|7DMG|9RCR
88	14411 33522	7	   	266.74	DCR|4VULN|2DUR|1DMG	158aVULN|24DUR|3LIT|6FEWX|7DMG|9RCR
89	14236 34132	3	   	266.71	DCR|3VULN|3DUR|2DMG	14aVULN|248DUR|36RPLT|4aBPWR|5BBNT|7aDMG|9RCR
90	11351 13243	3	   	266.67	DCR|3VULN|3DMG|2TLV	178VULN|2BELT|3CGEN|47TLV|567DMG|7BPWR|9RCR|aLIT
91	11651 13243	2	   	266.67	DCR|3VULN|3DMG|2TLV	178VULN|2BELT|3CGEN|47TLV|567DMG|7BPWR|9RCR|aLIT
92	33124 31478	8	   	266.66	DCR|4VULN|3DUR|2LIT	19BEXP|26LIT|3MBVNT|4569VULN|69BPWR|789DUR|aRCR
93	13113 21266	3	   	266.50	DCR|4VULN|2DMG|2ASPD	138aVULN|26ASPD|4TBNT|5aMLV|7aDMG|9RCR|aBPWR
94	13143 42216	9	   	266.40	DCR|4VULN|2DMG|2ASPD	1367VULN|27ASPD|4LEGI|5BELT|7BPWR|8RCR|9aDMG
95	13234 33662	2	   	266.11	ACR|4VULN|3DMG|2ASPD|1DUR	1689VULN|28ASPD|3RCR|478DMG|5BBNT|8BPWR|aDUR
96	15136 35123	9	   	265.91	DCR|4VULN|2TLV|1DUR|1CDMG	1489VULN|29LWND|3CDMG|5LIT|69TLV|7RCR|9BPWR|aDUR
97	14135 23124	8	   	265.90	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	148VULN|28DUR|3CDMG|5RCVC|6DMG|78MLV|8BPWR|9TLV|aRCR
98	22163 42236	9	   	265.83	DCR|4VULN|2DUR|1TLV|1ASPD	17ZMB|27DUR|3467VULN|5BELT|7BPWR|8RCR|9TLV|aASPD
99	14113 15125	8	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1589VULN|2DUR|3CDMG|4MLV|6LIT|7RCR|aDMG
100	14116 33324	6	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	158VULN|26DUR|3CDMG|45MLV|5BPWR|7DMG|9TLV|aRCR
101	14522 12263	4	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	15aVULN|28DUR|3FEWX|4DMG|6TLV|7CDMG|9RCR
102	13541 13124	1	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	123VULN|3BPWR|4CGEN|5CDMG|68DUR|7DMG|9TLV|aRCR
103	14113 33324	6	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	158VULN|26DUR|3CDMG|4MLV|7DMG|9TLV|aRCR
104	14132 53324	4	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	148VULN|25DUR|3CDMG|6CGEN|7DMG|9TLV|aRCR
105	14132 13324	4	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	148VULN|25DUR|3CDMG|6ERES|7DMG|9TLV|aRCR
106	22163 42224	9	   	265.45	DCR|4VULN|3DUR|1CDMG	17ZMB|27aDUR|3467VULN|5BELT|7BPWR|8RCR|9CDMG
107	22163 42224	10	   	265.45	DCR|4VULN|3DUR|1CDMG	17ZMB|27aDUR|3467VULN|5BELT|7BPWR|8RCR|9CDMG
108	22163 42262	10	   	265.45	DCR|4VULN|3DUR|1CDMG	17ZMB|279DUR|3467VULN|5BELT|7BPWR|8RCR|aCDMG
109	14134 32214	9	   	265.42	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	147VULN|29DUR|38CDMG|5DMG|6AART|aRCR
110	14134 32214	8	   	265.42	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	147VULN|29DUR|38CDMG|5DMG|6AART|aRCR
111	33534 33622	1	   	265.37	DCR|3VULN|3DUR|1DMG|1TLV	18BEXP|268VULN|3TLV|4DMG|5BBNT|789DUR|8BPWR|aRCR
112	11422 33314	2	   	265.26	DCR|4VULN|2ASPD|1DMG|1DUR	168aVULN|2BELT|3DUR|48CGEN|58ASPD|7RCR|8BPWR|9DMG
113	11422 35214	2	   	265.26	DCR|4VULN|2ASPD|1DMG|1DUR	167aVULN|2BELT|3DUR|47CGEN|57ASPD|7BPWR|8RCR|9DMG
114	13532 23641	1	   	264.83	DCR|5VULN|2DMG	12349VULN|39BPWR|59CGEN|6RCR|79DMG|8BBNT|aLWND
115	13532 23642	1	   	264.83	DCR|5VULN|2DMG	12349VULN|39BPWR|59CGEN|6RCR|79DMG|8BBNT|aFEWX
116	11436 42131	10	   	264.83	DCR|5VULN|2DMG	15678VULN|2BELT|37DMG|47FEWX|7BPWR|9ERES|aRCR
117	16423 23623	7	   	264.76	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD	158VULN|2BEXP|38LIT|4TLV|6ERES|78DMG|8BPWR|9RCR|aASPD
118	13532 23643	1	   	264.73	DCR|5VULN|2DMG	12349VULN|39BPWR|59CGEN|6RCR|79DMG|8BBNT|aMBVNT
119	11436 42211	9	   	264.70	DCR|4VULN|2DMG|1ASPD	1567VULN|2BELT|37DMG|47FEWX|7BPWR|8RCR|9ASPD|aLIT
120	13113 64324	4	   	264.69	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1378VULN|2ASPD|4ZMB|5CDMG|6DUR|9TLV|aRCR
121	13225 23631	1	   	264.63	DCR|5VULN|2DMG	1258aVULN|39aERES|4DMSP|6RCR|7aDMG|aBPWR
122	13551 13324	1	   	264.59	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1238VULN|3BPWR|4ASPD|5CDMG|6DUR|7ERES|9TLV|aRCR
123	13555 22123	1	   	264.59	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1235VULN|3BPWR|4ASPD|6RCR|7CDMG|8ERES|9TLV|aDUR
124	12224 11333	5	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	19aVULN|2DUST|3RPLT|49DUR|5ASPD|6MLV|7RCR|89DMG|9BPWR
125	12224 21333	6	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	19aVULN|2DUST|3RPLT|49DUR|5ASPD|6MLV|7RCR|89DMG|9BPWR
126	13152 33161	7	   	263.87	DCR|4VULN|2ASPD|1DMG|2LIT	1389VULN|29ASPD|4aLIT|5DMG|69FEWX|7RCR|9BPWR
127	13612 13522	1	 * 	263.76	ACR|5VULN|3DUR|2LIT|1AART	1258aVULN|3RCR|48MLV|68aDUR|7AART|8aBPWR|9aLIT
128	13652 13522	1	   	263.66	ACR|5VULN|3DUR|2LIT|1AART	1258aVULN|3RCR|4RMIN|68aDUR|7AART|8aBPWR|9aLIT
129	13121 25353	6	   	263.65	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	138VULN|2ASPD|4DMSP|58CGEN|68DMG|7RCR|8BPWR|9CDMG|aDUR
130	13124 35353	6	   	263.65	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	138VULN|2ASPD|4DMSP|58DMG|68CGEN|7RCR|8BPWR|9CDMG|aDUR
131	13232 46312	2	   	263.60	ACR|5VULN|2DMG|2TLV|1ASPD	1578aVULN|2ASPD|3RCR|48DMG|68TLV|8BPWR|9LWND
132	13232 46362	2	   	263.60	ACR|5VULN|2DMG|2TLV|1ASPD	1578aVULN|2ASPD|3RCR|48DMG|68TLV|8BPWR|9LHND
133	14136 35112	9	   	263.60	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	148VULN|2aDUR|3CDMG|5LIT|6TLV|7RCR|9AART
134	11262 13522	1	   	263.56	ACR|5VULN|3DUR|2LIT|1NUKE|1AART	1458aVULN|2NUKE|3RCR|68aDUR|7AART|8aBPWR|9aLIT
135	13232 46322	2	   	263.50	ACR|5VULN|2DMG|2TLV|1ASPD	1578aVULN|2ASPD|3RCR|48DMG|68TLV|8BPWR|9LEGI
136	13522 52234	1	   	263.39	DCR|5VULN|2TLV|1DUR	1238aVULN|3aBPWR|4TBNT|5DUR|6aTLV|7RCR|9aCGEN
137	13532 23413	1	   	263.39	DCR|5VULN|1DMG|1DUR	1234aVULN|3BPWR|5CGEN|6RCR|7DMG|8DUR|9ZMB
138	13536 23632	1	   	263.39	DCR|5VULN|1DMG|1TLV	1234aVULN|3BPWR|5RMIN|6RCR|7DMG|8FEWX|9TLV
139	26162 32222	3	   	263.39	DCR|5VULN|1DMG|1DUR	1ZMB|23589VULN|4FEWX|6RCR|7DMG|aDUR
140	14613 32633	10	   	263.36	DCR|3VULN|2DMG|1TLV|1DUR	158VULN|2DUR|3TLV|4LIT|6RCR|7BELT|9aDMG
141	13532 21436	1	   	263.29	DCR|5VULN|2TLV|1DUR	1234aVULN|3BPWR|5CGEN|6RCR|79TLV|8DUR
142	13532 23463	1	   	263.29	DCR|5VULN|1DMG|1DUR	1234aVULN|3BPWR|5CGEN|6RCR|7DMG|8DUR|9ERES
143	22163 42214	9	   	263.23	DCR|4VULN|2DUR|1CDMG|1ASPD	17ZMB|27DUR|3467VULN|5BELT|7BPWR|8RCR|9ASPD|aCDMG
144	13135 43632	9	   	263.16	DCR|4VULN|1DMG|1TLV|1ASPD	138aVULN|2ASPD|4LHND|5LIT|6TLV|7DMG|9RCR
145	13152 14136	7	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	138aVULN|2ASPD|4LIT|5DMG|6LHND|7DUR|9RCR
146	13152 16336	8	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	137aVULN|2ASPD|4LIT|5DMG|6LHND|8DUR|9RCR
147	13152 21136	7	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	138aVULN|2ASPD|4LIT|5DMG|6BEXP|7DUR|9RCR
148	13152 31136	7	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	138aVULN|2ASPD|4LIT|5DMG|6FEWX|7DUR|9RCR
149	13152 32136	5	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	136aVULN|2ASPD|4LIT|5DMG|7DUR|8LHND|9RCR
150	13152 32436	5	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	136aVULN|2ASPD|4LIT|5DMG|7DUR|8BEXP|9RCR
151	13152 33126	7	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	138aVULN|2ASPD|4LIT|5DMG|6FEWX|7RCR|9DUR
152	13152 51136	5	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	137aVULN|2ASPD|4LIT|5DMG|6DUR|8LHND|9RCR
153	13152 52136	5	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	138aVULN|2ASPD|4LIT|5DMG|6DUR|7FEWX|9RCR
154	13154 13632	9	   	263.16	DCR|4VULN|1DMG|1TLV|1ASPD	138aVULN|2ASPD|4LIT|5TLV|6LHND|7DMG|9RCR
155	13633 43632	9	   	263.16	DCR|4VULN|1DMG|1TLV|1ASPD	158aVULN|2ASPD|3LIT|4LHND|6TLV|7DMG|9RCR
156	53113 43632	9	   	263.16	DCR|4VULN|1DMG|1TLV|1ASPD	1LHND|2ASPD|358aVULN|4LIT|6TLV|7DMG|9RCR
157	22163 42231	9	   	263.13	DCR|4VULN|2DUR|1TLV	17ZMB|27DUR|3467VULN|5BELT|7BPWR|8RCR|9TLV|aLIT
158	22163 42233	10	   	263.13	DCR|4VULN|2DUR|1TLV	17ZMB|27DUR|3467VULN|5BELT|7BPWR|8RCR|9TLV|aLIT
159	33124 34342	7	   	263.09	DCR|4VULN|2DUR|2LIT|1AART	1aBEXP|26LIT|3MBVNT|456aVULN|6aBPWR|7RCR|8AART|9aDUR
160	13152 61136	7	   	263.06	DCR|4VULN|1DMG|1DUR|1ASPD	138aVULN|2ASPD|4LIT|5DMG|6DUST|7DUR|9RCR
161	13113 66222	4	   	263.03	DCR|4VULN|2DUR|1CDMG|1ASPD	139aVULN|2ASPD|4ZMB|5CDMG|68DUR|7RCR
162	14613 33152	7	   	262.93	DCR|4VULN|2DUR|1TLV	159aVULN|28DUR|3TLV|4LIT|6RCR|7LHND
163	14613 35322	6	   	262.93	DCR|4VULN|2DUR|1TLV	158aVULN|27DUR|3TLV|4LIT|6RCR|9RMIN
164	14411 22322	5	   	262.93	DCR|4VULN|2DUR|1TLV	158aVULN|24DUR|3LIT|6TLV|7LHND|9RCR
165	14411 24322	5	   	262.93	DCR|4VULN|2DUR|1TLV	158aVULN|24DUR|3LIT|6TLV|7BEXP|9RCR
166	14415 22322	3	   	262.93	DCR|4VULN|2DUR|1TLV	148aVULN|25DUR|3LIT|6TLV|7LHND|9RCR
167	14613 15322	5	   	262.93	DCR|4VULN|2DUR|1TLV	158aVULN|27DUR|3TLV|4LIT|6LWND|9RCR
168	14613 15322	6	   	262.93	DCR|4VULN|2DUR|1TLV	158aVULN|27DUR|3TLV|4LIT|6FEWX|9RCR
169	14613 52322	6	   	262.93	DCR|4VULN|2DUR|1TLV	158aVULN|26DUR|3TLV|4LIT|7LHND|9RCR
170	14613 31152	6	   	262.83	DCR|4VULN|2DUR|1TLV	159aVULN|28DUR|3TLV|4LIT|6RCR|7LEGI
171	14613 35312	6	   	262.83	DCR|4VULN|2DUR|1TLV	158aVULN|27DUR|3TLV|4LIT|6RCR|9DUST
172	22163 42261	9	   	262.80	DCR|4VULN|3DUR|1ASPD	17ZMB|279DUR|3467VULN|5BELT|7BPWR|8RCR|aASPD
173	14134 51111	10	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	148VULN|278DUR|3CDMG|5DMG|68MLV|8BPWR|9MBVNT|aRCR
174	13156 21522	7	   	262.64	DCR|5VULN|1DUR|1ASPD	1368aVULN|2ASPD|4LIT|5FEWX|7DUR|9RCR
