0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12253 53242	10	 * 	293.15	DCR|3VULN|2DMG|2TLV|2DUR|2ASPD	18DUR|24ASPD|348VULN|48BPWR|5LWND|69TLV|78DMG|aRCR
18	63334 12612	10	 * 	280.98	DCR|5VULN|2DMG|2ASPD|1CDMG	18DMG|28ASPD|34689VULN|5RMIN|7RCR|8BPWR|aCDMG
19	44221 31116	6	   	280.03	DCR|5VULN|2DUR|1TLV|1AART	1367aVULN|2TLV|4ERES|56DUR|6BPWR|8RCR|9AART
20	63331 24124	6	   	280.00	DCR|3VULN|3DMG|2CDMG|2ASPD|1DUR	17aDMG|27ASPD|34aVULN|5DUR|67CDMG|7aBPWR|8RCR|9aLWND
21	63331 24134	6	   	280.00	DCR|3VULN|3DMG|2CDMG|2ASPD|1DUR	17aDMG|27ASPD|34aVULN|5DUR|67CDMG|7aBPWR|8RCR|9aLHND
22	62263 61141	6	 * 	279.23	DCR|4VULN|3DMG|2DUR	145DMG|2MBVNT|3479VULN|47BPWR|67DUR|8FEWX|aRCR
23	62263 61241	6	   	279.23	DCR|4VULN|3DMG|2DUR	145DMG|2MBVNT|3479VULN|47BPWR|67DUR|8LWND|aRCR
24	62263 61411	6	   	279.13	DCR|4VULN|3DMG|2DUR	145DMG|2MBVNT|3478VULN|47BPWR|67DUR|9DUST|aRCR
25	63334 12623	8	   	278.89	DCR|4VULN|2DMG|2ASPD|1DUR|1CDMG	18DMG|28ASPD|3468VULN|5RMIN|7RCR|8BPWR|9DUR|aCDMG
26	62214 38134	3	   	278.39	DCR|3VULN|2DMG|2DUR|1TLV|1AART	1aDMG|2MBVNT|35aVULN|4AART|6TLV|7RCR|8BEXP|9aDUR|aBPWR
27	62214 38434	3	   	278.39	DCR|3VULN|2DMG|2DUR|1TLV|1AART	1aDMG|2MBVNT|35aVULN|4AART|6TLV|7RCR|8FEWX|9aDUR|aBPWR
28	62214 38534	3	   	278.39	DCR|3VULN|2DMG|2DUR|1TLV|1AART	1aDMG|2MBVNT|35aVULN|4AART|6TLV|7RCR|8LHND|9aDUR|aBPWR
29	62414 38134	2	   	278.39	DCR|3VULN|2DMG|2DUR|1TLV|1AART	1aDMG|2MBVNT|35aVULN|4AART|6TLV|7RCR|8BEXP|9aDUR|aBPWR
30	62414 38434	2	   	278.39	DCR|3VULN|2DMG|2DUR|1TLV|1AART	1aDMG|2MBVNT|35aVULN|4AART|6TLV|7RCR|8FEWX|9aDUR|aBPWR
31	62414 38534	2	   	278.39	DCR|3VULN|2DMG|2DUR|1TLV|1AART	1aDMG|2MBVNT|35aVULN|4AART|6TLV|7RCR|8LHND|9aDUR|aBPWR
32	65414 38134	1	   	278.39	DCR|3VULN|2DMG|2DUR|1TLV|1AART	1aDMG|2MBVNT|35aVULN|4AART|6TLV|7RCR|8BEXP|9aDUR|aBPWR
33	65414 38434	1	   	278.39	DCR|3VULN|2DMG|2DUR|1TLV|1AART	1aDMG|2MBVNT|35aVULN|4AART|6TLV|7RCR|8FEWX|9aDUR|aBPWR
34	62513 72344	6	   	277.77	DCR|3VULN|3DMG|2TLV|2ASPD	136DMG|2MBVNT|38BPWR|48TLV|58ASPD|789VULN|aRCR
35	65521 12221	7	   	277.63	DCR|3VULN|3DMG|2TLV|1DUR|1SELL	13aDMG|23aVULN|3aBPWR|4ERES|5DUR|6aTLV|7SELL|8RCR|9MBVNT
36	63533 12126	9	   	277.13	DCR|3VULN|2DMG|2DUR|1TLV	17DMG|2ASPD|37DUR|467VULN|5BELT|7BPWR|8MLV|9RCR|aTLV
37	63533 12126	10	   	277.13	DCR|3VULN|2DMG|2DUR|1TLV	17DMG|2ASPD|37DUR|467VULN|5BELT|7BPWR|8MLV|9RCR|aTLV
38	62324 45483	6	   	277.03	DCR|3VULN|2DMG|2DUR|1TLV	1aDMG|2MBVNT|3LWND|49aVULN|5LIT|6RCR|7TLV|8aDUR|aBPWR
39	62324 47833	9	   	277.03	DCR|3VULN|2DMG|2DUR|1TLV	1aDMG|2MBVNT|3LWND|47aVULN|5LIT|6RCR|8TLV|9aDUR|aBPWR
40	63334 12611	9	   	276.99	DCR|5VULN|2DMG|2ASPD|1AART	18DMG|28ASPD|34689VULN|5RMIN|7RCR|8BPWR|aAART
41	12222 21533	7	   	276.93	DCR|3VULN|2DMG|2DUR|1TLV	19DUR|2ASPD|39aVULN|4TLV|5ERES|6LEGI|79DMG|8RCR|9BPWR
42	62244 45483	6	   	276.93	DCR|3VULN|2DMG|2DUR|1TLV	1aDMG|2MBVNT|39aVULN|4LEGI|5LIT|6RCR|7TLV|8aDUR|aBPWR
43	62244 47833	9	   	276.93	DCR|3VULN|2DMG|2DUR|1TLV	1aDMG|2MBVNT|37aVULN|4LEGI|5LIT|6RCR|8TLV|9aDUR|aBPWR
44	65221 13111	9	   	276.80	DCR|3VULN|2DMG|2TLV|2DUR	1aDMG|23aVULN|4ERES|58DUR|6aTLV|7RPLT|9RCR|aBPWR
45	44141 22231	7	   	276.66	DCR|3VULN|2DMG|2TLV|2DUR|1SELL	15aVULN|2aTLV|3CGEN|45DMG|5aBPWR|6LEGI|7SELL|8RCR|9aDUR
46	44341 22231	7	   	276.56	DCR|3VULN|2DMG|2TLV|2DUR|1SELL	15aVULN|2aTLV|3ERES|45DMG|5aBPWR|6LEGI|7SELL|8RCR|9aDUR
47	16323 24632	2	 * 	276.01	DCR|3VULN|3DUR|2DMG|2CDMG	147DUR|29CDMG|37DMG|579VULN|6RMIN|79BPWR|89LWND|aRCR
48	62262 32123	9	 * 	275.09	DCR|4VULN|2DMG|1TLV|1DUR	14DMG|2MBVNT|347aVULN|4BPWR|5RPLT|6RCR|8DUR|9TLV
49	62262 33843	8	   	275.09	DCR|4VULN|2DMG|1TLV|1DUR	14DMG|2MBVNT|349aVULN|4BPWR|5RPLT|6RCR|7DUR|8TLV
50	62262 62343	8	   	275.09	DCR|4VULN|2DMG|1TLV|1DUR	14DMG|2MBVNT|347aVULN|4BPWR|5RPLT|6DUR|8TLV|9RCR
51	62264 36313	8	   	275.09	DCR|4VULN|2DMG|1TLV|1DUR	14DMG|2MBVNT|349aVULN|4BPWR|5BEXP|6DUR|7RCR|8TLV
52	62264 36441	7	   	275.09	DCR|4VULN|2DMG|1TLV|1DUR	14DMG|2MBVNT|3489VULN|4BPWR|5BEXP|6DUR|7RCR|aTLV
53	63334 12621	10	   	274.90	DCR|4VULN|2DMG|2ASPD|1DUR|1AART	18DMG|28ASPD|3468VULN|5RMIN|7RCR|8BPWR|9AART|aDUR
54	14222 31375	10	   	274.07	DCR|2VULN|2DMG|2TLV|2DUR|1CDMG	1aDUR|24TLV|3aVULN|5MBVNT|6LIT|7CDMG|8RCR|9aDMG|aBPWR
55	12232 54141	4	   	273.93	DCR|2VULN|2DMG|2DUR|1TLV|2ASPD|1CDMG	17DUR|27ASPD|34VULN|5CDMG|67DMG|7BPWR|8RCR|9MLV|aTLV
56	62261 27411	9	   	273.44	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	14aDMG|2MBVNT|34VULN|4aBPWR|5aMLV|6CDMG|7TLV|8aDUR|9RCR
57	62261 27441	7	   	273.44	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	14aDMG|2MBVNT|34VULN|4aBPWR|5aMLV|6CDMG|7TLV|8aDUR|9RCR
58	62261 27441	8	   	273.44	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	14aDMG|2MBVNT|34VULN|4aBPWR|5aMLV|6CDMG|7TLV|8aDUR|9RCR
59	14363 12315	2	 * 	273.43	DCR|4VULN|3DUR|2TLV	138DUR|28TLV|4LHND|5DUST|6RCR|789aVULN|8BPWR
60	13653 33211	1	 * 	273.34	DCR|2VULN|3DMG|2TLV|2CDMG|1DUR	1DUR|24aDMG|34TLV|4aBPWR|5CGEN|6aCDMG|7BEXP|8RCR|9aVULN
61	62514 24411	9	   	273.34	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	13aDMG|2MBVNT|3aBPWR|4TLV|5aVULN|6CDMG|7MLV|8aDUR|9RCR
62	62514 24417	10	   	273.34	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	13aDMG|2MBVNT|3aBPWR|4TLV|5aVULN|6CDMG|7MLV|8aDUR|9RCR
63	62514 24441	8	   	273.34	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	13aDMG|2MBVNT|3aBPWR|4TLV|5aVULN|6CDMG|7MLV|8aDUR|9RCR
64	62514 24441	7	   	273.34	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	13aDMG|2MBVNT|3aBPWR|4TLV|5aVULN|6CDMG|7MLV|8aDUR|9RCR
65	14254 31122	6	 * 	273.33	DCR|4VULN|3DUR|3TLV	16aDUR|24aTLV|347aVULN|46aBPWR|569ERES|8RCR
66	44221 32153	6	   	273.33	DCR|4VULN|3DUR|2TLV	136aVULN|27TLV|4ERES|569DUR|6BPWR|8RCR
67	44321 31122	6	   	273.33	DCR|4VULN|3DUR|2TLV	167aVULN|2aTLV|349ERES|56aDUR|6aBPWR|8RCR
68	13653 31211	1	   	273.24	DCR|2VULN|3DMG|2TLV|2CDMG|1DUR	1DUR|24aDMG|34TLV|4aBPWR|5CGEN|6aCDMG|7DUST|8RCR|9aVULN
69	13654 31211	1	   	273.24	DCR|2VULN|3DMG|2TLV|2CDMG|1DUR	1DUR|24aDMG|34TLV|4aBPWR|5LWND|6aCDMG|7ERES|8RCR|9aVULN
70	62514 21441	6	   	273.24	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	13aDMG|2MBVNT|3aBPWR|4TLV|5aVULN|6CDMG|7ERES|8aDUR|9RCR
71	62263 45214	8	   	272.85	DCR|4VULN|3DMG|1DUR	145DMG|2MBVNT|3469VULN|4BPWR|7DUR|8ASPD|aRCR
72	14363 12316	2	 * 	272.44	DCR|3VULN|3DUR|2TLV|1DMG	138DUR|28TLV|4LHND|5DUST|6RCR|789VULN|8BPWR|aDMG
73	44141 33231	5	 * 	272.27	DCR|2VULN|2DMG|2TLV|2DUR|2CDMG	15VULN|2aTLV|3CGEN|45DMG|5aBPWR|6aCDMG|7BEXP|8RCR|9aDUR
74	14251 11134	6	 * 	272.27	DCR|5VULN|2TLV|1DUR	1DUR|24TLV|34679VULN|4BPWR|5MLV|8RCR|aASPD
75	44141 31231	5	   	272.17	DCR|2VULN|2DMG|2TLV|2DUR|2CDMG	15VULN|2aTLV|3CGEN|45DMG|5aBPWR|6aCDMG|7DUST|8RCR|9aDUR
76	44221 31135	6	 * 	272.09	DCR|4VULN|2DUR|1TLV|1DMG	1367VULN|2TLV|4ERES|56DUR|6BPWR|8RCR|9CGEN|aDMG
77	62233 36374	9	   	271.18	DCR|3VULN|3DMG|2TLV|1AART	15aDMG|2MBVNT|34aVULN|6LEGI|7RCR|8aTLV|9AART|aBPWR
78	62524 16441	7	   	271.18	DCR|3VULN|3DMG|2TLV|1AART	13aDMG|2MBVNT|3aBPWR|4ERES|59aVULN|6aTLV|7RCR|8AART
79	62232 25142	4	 * 	271.04	DCR|5VULN|2DMG|2CDMG	17DMG|2MBVNT|3479aVULN|57CDMG|6RMIN|7BPWR|8RCR
80	46222 21335	2	   	271.04	DCR|5VULN|3DUR|1CDMG	13459VULN|2CDMG|69aDUR|7RCR|89ERES|9BPWR
81	16323 24412	2	   	271.01	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	147DUR|2CDMG|37DMG|57VULN|6RMIN|7BPWR|8TLV|9ZMB|aRCR
82	14212 42421	4	   	270.91	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	189DUR|2TLV|38VULN|4BEXP|5CDMG|68DMG|7TBNT|8BPWR|aRCR
83	14222 42421	3	   	270.91	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	189DUR|2TLV|38VULN|4LWND|5CDMG|68DMG|7TBNT|8BPWR|aRCR
84	14232 42421	3	   	270.91	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	189DUR|2TLV|38VULN|4FEWX|5CDMG|68DMG|7TBNT|8BPWR|aRCR
85	14232 42421	4	   	270.91	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	189DUR|2TLV|38VULN|4LWND|5CDMG|68DMG|7TBNT|8BPWR|aRCR
86	62324 22843	9	   	270.53	DCR|3VULN|2DMG|2TLV|1DUR	1aDMG|2MBVNT|3LWND|46aVULN|5LIT|7DUR|8aTLV|9RCR|aBPWR
87	62324 41833	9	   	270.53	DCR|3VULN|2DMG|2TLV|1DUR	1aDMG|2MBVNT|3LWND|49aVULN|5LIT|6RCR|7DUR|8aTLV|aBPWR
88	62324 41883	8	   	270.53	DCR|3VULN|2DMG|2TLV|1DUR	1aDMG|2MBVNT|3LWND|49aVULN|5LIT|6RCR|7DUR|8aTLV|aBPWR
89	62328 32843	9	   	270.53	DCR|3VULN|2DMG|2TLV|1DUR	1aDMG|2MBVNT|3LWND|45aVULN|6LIT|7DUR|8aTLV|9RCR|aBPWR
90	64232 32843	9	   	270.53	DCR|3VULN|2DMG|2TLV|1DUR	1aDMG|2LHND|34aVULN|5MBVNT|6LIT|7DUR|8aTLV|9RCR|aBPWR
91	62214 38384	3	   	270.49	DCR|3VULN|2DMG|2TLV|2LIT|1AART	19DMG|2MBVNT|35aVULN|4AART|69TLV|7RCR|89LIT|9BPWR
92	62227 71212	10	 * 	270.49	DCR|3VULN|2DMG|3TLV|2LIT|1AART	1aDMG|2MBVNT|368VULN|46aTLV|5AART|6aBPWR|7aLIT|9RCR
93	62414 38384	2	   	270.49	DCR|3VULN|2DMG|2TLV|2LIT|1AART	19DMG|2MBVNT|35aVULN|4AART|69TLV|7RCR|89LIT|9BPWR
94	62244 22843	9	   	270.43	DCR|3VULN|2DMG|2TLV|1DUR	1aDMG|2MBVNT|36aVULN|4LEGI|5LIT|7DUR|8aTLV|9RCR|aBPWR
95	62244 22863	8	   	270.43	DCR|3VULN|2DMG|2TLV|1DUR	1aDMG|2MBVNT|36aVULN|4LEGI|5LIT|7DUR|8aTLV|9RCR|aBPWR
96	44221 31162	6	   	270.37	DCR|5VULN|2DUR|1TLV	13679VULN|2TLV|4ERES|56DUR|6BPWR|8RCR|aRMIN
97	44221 31161	6	   	270.27	DCR|5VULN|2DUR|1TLV	13679VULN|2TLV|4ERES|56DUR|6BPWR|8RCR|aMBVNT
98	44221 31163	6	   	270.27	DCR|5VULN|2DUR|1TLV	13679VULN|2TLV|4ERES|56DUR|6BPWR|8RCR|aTBNT
99	42213 21532	6	 * 	270.07	DCR|4VULN|2DMG|3ASPD|1CDMG	139aVULN|259ASPD|4MLV|6CDMG|7RCR|89DMG|9BPWR
100	64226 31231	9	   	269.89	DCR|3VULN|3DMG|1TLV|1DUR	178DMG|2LHND|389VULN|4TLV|5DUR|68ZMB|8BPWR|aRCR
101	44521 31111	6	   	269.86	DCR|4VULN|2TLV|2DUR|1AART	1367VULN|23TLV|36BPWR|4ERES|56DUR|8RCR|9AART|aDMSP
102	44521 31112	6	   	269.86	DCR|4VULN|2TLV|2DUR|1AART	1367VULN|23TLV|36BPWR|4ERES|56DUR|8RCR|9AART|aRCVC
103	44521 31113	6	   	269.86	DCR|4VULN|2TLV|2DUR|1AART	1367VULN|23TLV|36BPWR|4ERES|56DUR|8RCR|9AART|aFEWX
104	44221 32116	6	   	269.76	DCR|4VULN|2TLV|2DUR|1AART	136aVULN|27TLV|4ERES|56DUR|6BPWR|8RCR|9AART
105	62262 62314	8	   	269.69	DCR|3VULN|3DMG|1TLV|1DUR	149DMG|2MBVNT|347VULN|4BPWR|5RPLT|6DUR|8TLV|aRCR
106	62263 44431	6	   	269.69	DCR|3VULN|3DMG|1TLV|1DUR	145DMG|2MBVNT|346VULN|4BPWR|7MLV|8DUR|9TLV|aRCR
107	62263 44431	7	   	269.69	DCR|3VULN|3DMG|1TLV|1DUR	145DMG|2MBVNT|346VULN|4BPWR|7MLV|8DUR|9TLV|aRCR
108	62263 45331	7	   	269.69	DCR|3VULN|3DMG|1TLV|1DUR	145DMG|2MBVNT|346VULN|4BPWR|7DUR|8MLV|9TLV|aRCR
109	62263 45431	6	   	269.69	DCR|3VULN|3DMG|1TLV|1DUR	145DMG|2MBVNT|346VULN|4BPWR|7CGEN|8DUR|9TLV|aRCR
110	46222 25144	2	   	269.33	DCR|5VULN|1TLV|1DUR|1CDMG	13459VULN|2CDMG|6DUR|7MBVNT|8RCR|aTLV
111	12251 26221	7	   	269.05	DCR|3VULN|2TLV|2DUR|2ASPD|1CDMG	1aDUR|24ASPD|34aVULN|4aBPWR|5MLV|6CDMG|7aTLV|8RCR|9MBVNT
112	14252 82141	7	   	268.95	DCR|3VULN|2TLV|2DUR|2ASPD|1CDMG	1aDUR|24TLV|34aVULN|4aBPWR|5MBVNT|6ERES|7CDMG|8aASPD|9RCR
113	14213 51533	7	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	19DUR|2TLV|39aVULN|4BEXP|5RMIN|6ERES|79DMG|8RCR|9BPWR
114	14233 51533	7	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	19DUR|2TLV|39aVULN|4LWND|5RMIN|6ERES|79DMG|8RCR|9BPWR
115	14242 11533	7	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	19DUR|2TLV|39aVULN|4RMIN|5ERES|6DUST|79DMG|8RCR|9BPWR
116	14632 11533	7	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	19DUR|2TLV|3RMIN|49aVULN|5ERES|6DUST|79DMG|8RCR|9BPWR
117	62262 32121	9	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	14DMG|2MBVNT|347VULN|4BPWR|5RPLT|6RCR|8aDUR|9TLV
118	62262 32124	10	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	14DMG|2MBVNT|347VULN|4BPWR|5RPLT|6RCR|8aDUR|9TLV
119	62262 33813	9	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	14DMG|2MBVNT|34aVULN|4BPWR|5RPLT|6RCR|79DUR|8TLV
120	62262 33841	8	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	14DMG|2MBVNT|349VULN|4BPWR|5RPLT|6RCR|7aDUR|8TLV
121	62262 62341	8	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	14DMG|2MBVNT|347VULN|4BPWR|5RPLT|6aDUR|8TLV|9RCR
122	62262 63343	8	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	14DMG|2MBVNT|34aVULN|4BPWR|5RPLT|67DUR|8TLV|9RCR
123	62264 35441	8	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	14DMG|2MBVNT|349VULN|4BPWR|5BEXP|67DUR|8RCR|aTLV
124	44141 32231	7	   	268.58	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	15aVULN|2TLV|3aCGEN|45DMG|5aBPWR|6DUST|7SELL|8RCR|9aDUR
125	14253 11531	5	   	268.51	DCR|4VULN|2TLV|2DUR	1aDUR|24TLV|3489VULN|4BPWR|5LWND|6RCR|7LIT
126	14253 15331	5	   	268.51	DCR|4VULN|2TLV|2DUR	1aDUR|24TLV|3479VULN|4BPWR|5LWND|6RCR|8LIT
127	44221 32163	6	   	268.41	DCR|4VULN|2TLV|2DUR	1369VULN|27TLV|4ERES|56DUR|6BPWR|8RCR|aASPD
128	44521 31123	6	   	268.41	DCR|4VULN|2TLV|2DUR	1367VULN|23TLV|36BPWR|49ERES|56DUR|8RCR|aASPD
129	44341 32231	7	   	268.38	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	15aVULN|2TLV|3aERES|45DMG|5aBPWR|6DUST|7SELL|8RCR|9aDUR
130	62235 12411	9	   	268.38	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	1aDMG|2MBVNT|34aVULN|5ERES|6TLV|7SELL|8aDUR|9RCR|aBPWR
131	62235 12441	7	   	268.38	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	1aDMG|2MBVNT|34aVULN|5ERES|6TLV|7SELL|8aDUR|9RCR|aBPWR
132	62235 12441	8	   	268.38	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	1aDMG|2MBVNT|34aVULN|5ERES|6TLV|7SELL|8aDUR|9RCR|aBPWR
133	12262 53242	10	   	268.36	DCR|2VULN|2DMG|2TLV|2DUR|2ASPD	18DUR|25ASPD|38VULN|4LHND|69TLV|78DMG|8BPWR|aRCR
134	62262 31383	8	   	268.21	DCR|3VULN|3DMG|1DUR|2LIT|1AART	149DMG|2MBVNT|349VULN|49BPWR|5RPLT|6RCR|79LIT|8AART|aDUR
135	13136 12114	4	   	268.09	DCR|2VULN|3DMG|2DUR|1TLV	1aDUR|2RPLT|3BELT|45aDMG|6RCR|7LIT|8TLV|9aVULN|aBPWR
136	43132 12164	4	   	268.09	DCR|2VULN|3DMG|2DUR|1TLV	1aVULN|2RPLT|3BELT|45aDMG|6RCR|7LIT|8TLV|9aDUR|aBPWR
137	62262 43163	4	   	268.05	DCR|3VULN|2DMG|1TLV|1CDMG	14DMG|2MBVNT|349VULN|4BPWR|5CDMG|6RCR|7TLV|8ASPD|aLIT
138	12623 24422	2	 * 	268.04	DCR|2VULN|3DUR|1TLV|1DMG|2CDMG	147DUR|2ASPD|37CDMG|57VULN|6RMIN|7BPWR|8TLV|9DMG|aRCR
139	63653 33211	1	 * 	267.91	DCR|2VULN|3DUR|2TLV|1DMG|2CDMG	1DMG|24aDUR|34TLV|4aBPWR|5CGEN|6aCDMG|7BEXP|8RCR|9aVULN
140	12222 21534	7	   	267.89	DCR|2VULN|3DMG|2DUR|1TLV	19DUR|2ASPD|39VULN|4TLV|5ERES|6LEGI|79aDMG|8RCR|9BPWR
141	65141 13111	9	   	267.86	DCR|2VULN|3DMG|2TLV|2DUR	14aDMG|2aVULN|3CGEN|58DUR|6aTLV|7RPLT|9RCR|aBPWR
142	62262 33633	8	   	267.84	DCR|3VULN|3DMG|2DUR|1AART	149DMG|2MBVNT|349VULN|49BPWR|5RPLT|6RCR|79DUR|8LEGI|aAART
143	63653 31211	1	   	267.81	DCR|2VULN|3DUR|2TLV|1DMG|2CDMG	1DMG|24aDUR|34TLV|4aBPWR|5CGEN|6aCDMG|7DUST|8RCR|9aVULN
144	46222 31323	2	 * 	267.80	DCR|5VULN|1TLV|2CDMG	13457VULN|28CDMG|6TLV|9LIT|aRCR
145	44112 34211	4	   	267.79	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	18aVULN|2TLV|3aCGEN|4LEGI|5CDMG|6RCR|7DUR|9aDMG|aBPWR
146	65341 13111	9	   	267.76	DCR|2VULN|3DMG|2TLV|2DUR	14aDMG|2aVULN|3ERES|58DUR|6aTLV|7RPLT|9RCR|aBPWR
147	11122 53231	9	 * 	267.71	DCR|2VULN|2DMG|2DUR|1TLV|3ASPD	18DUR|2LHND|358ASPD|49VULN|6TLV|78DMG|8BPWR|aRCR
148	11122 53263	9	   	267.71	DCR|2VULN|2DMG|2DUR|1TLV|3ASPD	18DUR|2LHND|358ASPD|4aVULN|6TLV|78DMG|8BPWR|9RCR
149	62262 47413	4	   	267.69	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	14DMG|2MBVNT|34aVULN|4BPWR|5CDMG|6RCR|7BELT|8TLV|9DUR
150	62233 41827	10	   	267.59	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	15DMG|2MBVNT|348VULN|6DUR|7TLV|9CDMG|aRCR
151	62245 33614	10	   	267.59	DCR|3VULN|2DMG|1TLV|2ASPD|1CDMG	1aDMG|2MBVNT|37aVULN|4LEGI|5CDMG|6TLV|8aASPD|9RCR|aBPWR
152	14252 31361	10	   	267.48	DCR|4VULN|2TLV|1DUR|1CDMG	1DUR|24TLV|349aVULN|4BPWR|5MBVNT|6LIT|7CDMG|8RCR
153	12243 12226	9	   	267.39	DCR|3VULN|2DUR|1TLV|1DMG|2ASPD	17DUR|27ASPD|367VULN|4RMIN|5BELT|7BPWR|8DMG|9RCR|aTLV
154	12243 12226	10	   	267.39	DCR|3VULN|2DUR|1TLV|1DMG|2ASPD	17DUR|27ASPD|367VULN|4RMIN|5BELT|7BPWR|8DMG|9RCR|aTLV
155	63334 12611	10	   	267.33	DCR|5VULN|2DMG|2ASPD	18DMG|28ASPD|34689VULN|5RMIN|7RCR|8BPWR|aCGEN
156	63334 12612	9	   	267.33	DCR|5VULN|2DMG|2ASPD	18DMG|28ASPD|34689VULN|5RMIN|7RCR|8BPWR|aRPLT
157	63334 12613	10	   	267.33	DCR|5VULN|2DMG|2ASPD	18DMG|28ASPD|34689VULN|5RMIN|7RCR|8BPWR|aRCVC
