0	Index      	Bounty	 *	Score 	Summary	Detail	
1	25221 21345	1	 * 	276.89	ACR|5VULN|3DMG|1TLV|2ASPD	1RCR|2346aVULN|5TLV|7aASPD|89aDMG|aBPWR
53	53322 15613	2	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	16aDUR|2LWND|3RCVC|4aVULN|5LHND|7TLV|8RCR|9aDMG|aBPWR
54	56231 22523	10	   	256.61	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3TLV|47VULN|6DMG|8CDMG|9RCR|aLIT
55	53233 34613	2	   	255.75	DCR|3VULN|3DUR|2DMG	15aDUR|2LWND|37aVULN|4LHND|6ERES|8RCR|9aDMG|aBPWR
56	55231 13252	1	   	255.65	DCR|3VULN|3DUR|2DMG	178DUR|237VULN|4LHND|5ERES|67DMG|7BPWR|9RCR|aDUST
57	32245 13411	1	   	255.18	DCR|4VULN|2TLV|1DUR|1AART	14TLV|2BBNT|345aVULN|4BPWR|6AART|7DUR|8RCR|9RCVC
58	33323 14222	1	   	254.29	DCR|3VULN|3TLV|1DMG|1DUR|1AART	156TLV|2DUR|37MLV|456VULN|56BPWR|8DMG|9RCR|aAART
59	34123 15222	1	   	254.29	DCR|3VULN|3TLV|1DMG|1DUR|1AART	156TLV|27CGEN|3DUR|456VULN|56BPWR|8DMG|9RCR|aAART
60	36123 14222	1	   	254.29	DCR|3VULN|3TLV|1DMG|1DUR|1AART	156TLV|27MLV|3DUR|456VULN|56BPWR|8DMG|9RCR|aAART
61	33323 11313	1	   	254.01	DCR|3VULN|3TLV|2DUR|2LIT	156TLV|28DUR|3MLV|456VULN|56BPWR|7aLIT|9RCR
62	34123 11313	1	   	254.01	DCR|3VULN|3TLV|2DUR|2LIT	156TLV|2CGEN|38DUR|456VULN|56BPWR|7aLIT|9RCR
63	34123 11611	1	   	254.01	DCR|3VULN|3TLV|2DUR|2LIT	156TLV|2CGEN|3aDUR|456VULN|56BPWR|78LIT|9RCR
64	36123 11313	1	   	254.01	DCR|3VULN|3TLV|2DUR|2LIT	156TLV|2MLV|38DUR|456VULN|56BPWR|7aLIT|9RCR
65	32323 11311	2	 * 	253.83	DCR|4VULN|3TLV|1DUR	156TLV|2DUST|3MLV|4568VULN|56BPWR|7LIT|9RCR|aDUR
66	32623 11311	3	   	253.83	DCR|4VULN|3TLV|1DUR	156TLV|2DUST|3MLV|4568VULN|56BPWR|7LIT|9RCR|aDUR
67	32633 11311	4	   	253.83	DCR|4VULN|3TLV|1DUR	156TLV|2DUST|3MLV|4568VULN|56BPWR|7LIT|9RCR|aDUR
68	32636 11311	5	   	253.83	DCR|4VULN|3TLV|1DUR	156TLV|2DUST|3MLV|4568VULN|56BPWR|7LIT|9RCR|aDUR
69	36613 21323	8	   	253.78	DCR|2VULN|2DMG|2TLV|2ASPD|1DUR	1aTLV|25ASPD|3aDMG|4FEWX|6DUR|7RCR|8aVULN|9RMIN|aBPWR
70	36613 21353	9	   	253.78	DCR|2VULN|2DMG|2TLV|2ASPD|1DUR	1aTLV|25ASPD|3aDMG|4FEWX|6DUR|7RCR|8aVULN|9RMIN|aBPWR
71	25221 22642	1	   	253.21	ACR|5VULN|1TLV|1DMG|1DUR|1AART	1RCR|23469VULN|5TLV|7DMG|8DUR|aAART
72	33133 45223	1	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	17TLV|2DUR|3LIT|4MLV|58aVULN|6RCR|9DMG
73	11221 54215	9	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	1BELT|2RCVC|379VULN|49TLV|5LEGI|6RCR|89DUR|9BPWR|aCDMG
74	33624 21522	1	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	17TLV|27DUR|3CDMG|4MLV|5RPLT|67aVULN|7BPWR|8BBNT|9RCR
75	31333 12123	5	   	252.58	DCR|3VULN|3DUR|2TLV	1aTLV|25BEXP|35aDUR|4RPLT|5aBPWR|67aVULN|8RCR|9RMIN
76	35333 12123	5	   	252.58	DCR|3VULN|3DUR|2TLV	1aTLV|25LHND|35aDUR|4RPLT|5aBPWR|67aVULN|8RCR|9RMIN
77	35333 22123	7	   	252.58	DCR|3VULN|3DUR|2TLV	1aTLV|25LHND|35aDUR|4RPLT|5aBPWR|67aVULN|8RCR|9RMIN
78	35333 22123	6	   	252.58	DCR|3VULN|3DUR|2TLV	1aTLV|25LHND|35aDUR|4RPLT|5aBPWR|67aVULN|8RCR|9RMIN
79	31336 12123	5	   	252.48	DCR|3VULN|3DUR|2TLV	1aTLV|2BEXP|35aDUR|4RPLT|67aVULN|8RCR|9RMIN|aBPWR
80	32363 12123	5	   	252.38	DCR|3VULN|3DUR|2TLV	1aTLV|25DUST|35aDUR|4RPLT|5aBPWR|67aVULN|8RCR|9RMIN
81	32366 12123	5	   	252.38	DCR|3VULN|3DUR|2TLV	1aTLV|2DUST|35aDUR|4RPLT|67aVULN|8RCR|9RMIN|aBPWR
82	56231 21114	7	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	15DUR|2ASPD|3TLV|4aVULN|69DMG|7RCR|8FEWX
83	56231 21114	8	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	15DUR|2ASPD|3TLV|4aVULN|69DMG|7RCR|8FEWX
84	56231 21214	8	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	15DUR|2ASPD|3TLV|4aVULN|69DMG|7RCR|8BEXP
85	25221 22643	1	   	251.86	ACR|5VULN|1TLV|1DMG|1DUR	1RCR|23469VULN|5TLV|7DMG|8DUR|aLIT
86	36363 35123	4	   	251.79	DCR|2VULN|2TLV|2DUR|3ASPD|1CDMG	1aTLV|247ASPD|3CDMG|5RCVC|6aVULN|8RCR|9aDUR|aBPWR
87	36612 21323	9	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|2ASPD|36DMG|4FEWX|5DUR|7RCR|8aVULN|9CDMG
88	36612 21323	10	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|2ASPD|36DMG|4FEWX|5DUR|7RCR|8aVULN|9CDMG
89	36354 11213	8	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|2ASPD|3CDMG|4aVULN|56DMG|7DUR|8RCR|9FEWX
90	36354 11213	9	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|2ASPD|3CDMG|4aVULN|56DMG|7DUR|8RCR|9FEWX
91	36354 11213	10	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|2ASPD|3CDMG|4aVULN|56DMG|7DUR|8RCR|9FEWX
92	36354 11233	8	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|2ASPD|3CDMG|4aVULN|56DMG|7DUR|8RCR|9LWND
93	36344 11223	8	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|2ASPD|3CDMG|4LWND|56DMG|7DUR|8RCR|9aVULN
94	32323 11312	2	   	251.23	DCR|4VULN|3TLV|1CDMG	156TLV|2DUST|3MLV|4568VULN|56BPWR|7LIT|9RCR|aCDMG
95	32623 11312	3	   	251.23	DCR|4VULN|3TLV|1CDMG	156TLV|2DUST|3MLV|4568VULN|56BPWR|7LIT|9RCR|aCDMG
96	32633 11312	4	   	251.23	DCR|4VULN|3TLV|1CDMG	156TLV|2DUST|3MLV|4568VULN|56BPWR|7LIT|9RCR|aCDMG
97	32636 11312	5	   	251.23	DCR|4VULN|3TLV|1CDMG	156TLV|2DUST|3MLV|4568VULN|56BPWR|7LIT|9RCR|aCDMG
98	36334 11223	8	   	251.20	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|2ASPD|3CDMG|4LEGI|56DMG|7DUR|8RCR|9aVULN
99	11226 52136	6	   	251.18	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1BELT|2RCVC|3aVULN|4aTLV|5DUR|6RCR|7CDMG|8TBNT|9aDMG|aBPWR
100	11226 53215	9	   	251.18	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1BELT|2RCVC|39VULN|49TLV|5DUR|6RCR|7ERES|89DMG|9BPWR|aCDMG
101	25221 55113	1	 * 	250.98	ACR|4VULN|2DMG|2TLV|1DUR	1RCR|234aVULN|5aTLV|6DUR|7MBVNT|8FEWX|9aDMG|aBPWR
102	32211 16221	1	   	250.14	DCR|3VULN|2TLV|1DMG|1CDMG	17TLV|2BBNT|378VULN|4ASPD|5CDMG|67ERES|7BPWR|9RCR|aDMG
103	35211 16221	1	   	250.14	DCR|3VULN|2TLV|1DMG|1CDMG	17TLV|2TBNT|378VULN|4ASPD|5CDMG|67ERES|7BPWR|9RCR|aDMG
104	56231 21612	8	 * 	249.92	DCR|2VULN|2DUR|1TLV|3ASPD|1DMG	15DUR|28aASPD|3TLV|49VULN|6DMG|7RCR
105	24223 46113	1	   	249.66	ACR|3VULN|3DUR|2DMG|1TLV	1RCR|26aDUR|35aVULN|4MBVNT|7TLV|8FEWX|9aDMG|aBPWR
106	24224 47813	1	   	249.66	ACR|3VULN|3DUR|2DMG|1TLV	1RCR|28aDUR|37aVULN|4MBVNT|5LHND|6TLV|9aDMG|aBPWR
107	36626 32221	3	 * 	249.45	DCR|2VULN|2DMG|2TLV|2CDMG	16TLV|2ASPD|3aDMG|46CDMG|5TBNT|6BPWR|78VULN|9RCR
108	33153 31234	1	   	249.38	DCR|2VULN|2TLV|2DUR|1DMG|2LIT	1aTLV|24DUR|3aLIT|5BEXP|6DMG|7RCR|8aVULN|9MBVNT|aBPWR
109	25212 22241	1	 * 	249.30	ACR|4VULN|3DUR|2TLV|1SELL	1RCR|236aVULN|4ASPD|58aDUR|7SELL|9aTLV|aBPWR
110	33151 31234	1	   	249.28	DCR|2VULN|2TLV|2DUR|1DMG|2LIT	1aTLV|24DUR|3aLIT|5DUST|6DMG|7RCR|8aVULN|9MBVNT|aBPWR
111	32221 62426	4	 * 	249.23	DCR|4VULN|2TLV|1DMG	13TLV|2DUST|4BELT|568aVULN|7DMG|9RCR
112	32243 32621	1	   	249.23	DCR|4VULN|2TLV|1DMG	14TLV|2BBNT|347aVULN|4BPWR|5DMG|6LEGI|8RPLT|9RCR
113	35243 32621	1	   	249.23	DCR|4VULN|2TLV|1DMG	14TLV|2TBNT|347aVULN|4BPWR|5DMG|6LEGI|8RPLT|9RCR
114	11221 54214	9	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	1BELT|2RCVC|379VULN|49TLV|5LEGI|6RCR|89DUR|9BPWR|aAART
115	32225 13316	1	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	1aTLV|2BBNT|36aVULN|4aDUR|5AART|7RMIN|8RCR|9RCVC|aBPWR
116	35225 13316	1	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	1aTLV|2TBNT|36aVULN|4aDUR|5AART|7RMIN|8RCR|9RCVC|aBPWR
117	31136 21223	1	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	17TLV|2ERES|37DUR|4BEXP|5CGEN|67aVULN|7BPWR|8RCR|9AART
118	31351 21223	4	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	17TLV|2BEXP|37DUR|4CGEN|5ERES|67aVULN|7BPWR|8RCR|9AART
119	34131 21223	1	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	17TLV|2CGEN|37DUR|4BEXP|5ERES|67aVULN|7BPWR|8RCR|9AART
120	34351 21623	4	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	17TLV|2LWND|37DUR|4CGEN|5ERES|67aVULN|7BPWR|8RCR|9AART
121	35351 21623	4	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	17TLV|2LHND|37DUR|4CGEN|5ERES|67aVULN|7BPWR|8RCR|9AART
122	51226 21223	4	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	17DUR|2ERES|37TLV|4BEXP|5CGEN|67aVULN|7BPWR|8RCR|9AART
123	51236 21223	3	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	17DUR|2ERES|37TLV|4BEXP|5CGEN|67aVULN|7BPWR|8RCR|9AART
124	25221 21346	1	   	248.50	ACR|4VULN|2DMG|1TLV|1CDMG	1RCR|2346VULN|5TLV|7ASPD|89DMG|aCDMG
125	56231 21123	9	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3TLV|4aVULN|6DMG|7RCR|8FEWX|9CDMG
126	56231 21123	10	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3TLV|4aVULN|6DMG|7RCR|8FEWX|9CDMG
127	56231 21223	9	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3TLV|4aVULN|6DMG|7RCR|8BEXP|9CDMG
128	56231 21223	10	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3TLV|4aVULN|6DMG|7RCR|8BEXP|9CDMG
129	56231 21423	10	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3TLV|4aVULN|6DMG|7RCR|8LHND|9CDMG
130	56231 21423	9	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3TLV|4aVULN|6DMG|7RCR|8LHND|9CDMG
131	56231 25312	9	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3TLV|4aVULN|6DMG|7RPLT|8RCR|9CDMG
132	56231 25313	10	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3TLV|4aVULN|6DMG|7RPLT|8RCR|9CDMG
133	33213 51244	1	 * 	248.27	DCR|3VULN|1TLV|3ASPD|1DUR	1TLV|2DUR|34aASPD|589VULN|6LIT|7RCR
134	33624 21114	1	   	248.27	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	17TLV|27DUR|3CDMG|4MLV|5RPLT|67VULN|7BPWR|8FEWX|9DMG|aRCR
135	32243 63226	1	 * 	248.25	DCR|3VULN|2TLV|1DMG|2CDMG	14TLV|2BBNT|348VULN|4BPWR|5DMG|6aCDMG|7ZMB|9RCR
136	25221 13221	1	   	248.24	ACR|4VULN|2TLV|1DMG|1DUR|2LIT	1RCR|2347VULN|57TLV|67LIT|7BPWR|8TBNT|9DMG|aDUR
137	56231 22521	9	   	248.20	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3TLV|47VULN|6DMG|8CDMG|9RCR|aERES
138	25512 11242	1	   	248.01	ACR|4VULN|3DUR|1TLV|2LIT	1RCR|248aVULN|3TLV|5RCVC|68LIT|789DUR|8BPWR
139	25221 11241	1	   	248.01	ACR|4VULN|3DUR|1TLV|2LIT	1RCR|2348VULN|5TLV|68LIT|789DUR|8BPWR|aLHND
140	25221 11243	1	   	248.01	ACR|4VULN|3DUR|1TLV|2LIT	1RCR|2348VULN|5TLV|68LIT|789DUR|8BPWR|aZMB
141	25221 11245	1	   	248.01	ACR|4VULN|3DUR|1TLV|2LIT	1RCR|2348VULN|5TLV|68LIT|789DUR|8BPWR|aBEXP
142	25221 11246	1	   	248.01	ACR|4VULN|3DUR|1TLV|2LIT	1RCR|2348VULN|5TLV|68LIT|789DUR|8BPWR|aRCVC
143	31314 23166	3	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1TLV|2BEXP|3DUR|47aVULN|5CDMG|6LIT|8AART|9RCR
144	55212 22331	1	   	247.98	DCR|4VULN|2DUR|1CDMG	1aDUR|236aVULN|4ASPD|5RCVC|7CDMG|8aCGEN|9RCR|aBPWR
145	25221 11244	1	   	247.91	ACR|4VULN|3DUR|1TLV|2LIT	1RCR|2348VULN|5TLV|68LIT|789DUR|8BPWR|aERES
146	56231 22161	8	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	158DUR|2ASPD|3TLV|47VULN|6DMG|9RCR|aBELT
147	56231 22163	8	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	158DUR|2ASPD|3TLV|47VULN|6DMG|9RCR|aLHND
148	31146 12226	3	 * 	247.85	DCR|2VULN|3DUR|2TLV|1DMG	18TLV|26BEXP|3RMIN|4BBNT|568DUR|68BPWR|78VULN|9RCR|aDMG
149	31353 21215	4	   	247.85	DCR|2VULN|3DUR|2TLV|1DMG	17TLV|2BEXP|37aDUR|4CGEN|5MLV|67VULN|7BPWR|8RCR|9DMG
150	31356 21215	5	   	247.85	DCR|2VULN|3DUR|2TLV|1DMG	17TLV|2BEXP|37aDUR|4CGEN|5MLV|67VULN|7BPWR|8RCR|9DMG
151	34133 21215	1	   	247.85	DCR|2VULN|3DUR|2TLV|1DMG	17TLV|2CGEN|37aDUR|4BEXP|5MLV|67VULN|7BPWR|8RCR|9DMG
152	36136 21215	1	   	247.85	DCR|2VULN|3DUR|2TLV|1DMG	17TLV|2MLV|37aDUR|4BEXP|5CGEN|67VULN|7BPWR|8RCR|9DMG
153	53213 26133	2	 * 	247.82	DCR|3VULN|3DUR|3LIT|1AART	169DUR|2LWND|389VULN|469LIT|5AART|69BPWR|7DMSP|aRCR
154	53413 26133	3	   	247.82	DCR|3VULN|3DUR|3LIT|1AART	169DUR|2LWND|389VULN|469LIT|5AART|69BPWR|7DMSP|aRCR
155	32245 13412	1	   	247.78	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	14TLV|2BBNT|345VULN|4BPWR|6AART|7DUR|8RCR|9RCVC|aCDMG
156	56231 22162	8	   	247.78	DCR|2VULN|3DUR|1TLV|1DMG	158DUR|2ASPD|3TLV|47VULN|6DMG|9RCR|aLEGI
157	31136 21215	1	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	17TLV|2ERES|37aDUR|4BEXP|5CGEN|67VULN|7BPWR|8RCR|9DMG
158	31351 21215	4	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	17TLV|2BEXP|37aDUR|4CGEN|5ERES|67VULN|7BPWR|8RCR|9DMG
159	32521 62226	1	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	18TLV|2BBNT|348DUR|5MLV|6BEXP|78VULN|8BPWR|9RCR|aDMG
160	34131 21215	1	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	17TLV|2CGEN|37aDUR|4BEXP|5ERES|67VULN|7BPWR|8RCR|9DMG
161	36131 21215	1	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	17TLV|2MLV|37aDUR|4BEXP|5ERES|67VULN|7BPWR|8RCR|9DMG
162	51226 21215	5	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	17aDUR|2ERES|37TLV|4BEXP|5MLV|67VULN|7BPWR|8RCR|9DMG
163	51226 21215	4	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	17aDUR|2ERES|37TLV|4BEXP|5CGEN|67VULN|7BPWR|8RCR|9DMG
164	51236 21215	3	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	17aDUR|2ERES|37TLV|4BEXP|5CGEN|67VULN|7BPWR|8RCR|9DMG
