0	Index      	Bounty	 *	Score 	Summary	Detail	
1	51513 11212	8	 * 	273.55	DCR|3VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4LWND|59aVULN|6RCR|78DMG|8BPWR
28	25533 13621	6	   	254.52	DCR|4VULN|2DUR|1TLV	1BEXP|2TLV|36DUR|4579VULN|8BBNT|aRCR
29	45335 13113	10	   	254.45	DCR|3VULN|3DMG|1DUR	178ERES|258DMG|3DMSP|458VULN|58BPWR|6RCR|9BEXP|aDUR
30	45335 13122	10	   	254.45	DCR|3VULN|3DMG|1DUR	178ERES|258DMG|3DMSP|458VULN|58BPWR|6RCR|9ZMB|aDUR
31	45335 13133	10	   	254.45	DCR|3VULN|3DMG|1DUR	178ERES|258DMG|3DMSP|458VULN|58BPWR|6RCR|9LHND|aDUR
32	32311 35534	9	 * 	253.80	ACR|2VULN|2DMG|2DUR|2ASPD|1TLV|1CDMG	1RCR|2LIT|3aASPD|4CDMG|58VULN|6aDMG|7TLV|9aDUR|aBPWR
33	45113 35222	8	   	253.48	DCR|3VULN|2DMG|2DUR	1ERES|28DMG|3FEWX|4BEXP|58aVULN|6LWND|78DUR|8BPWR|9RCR
34	45335 11132	6	   	253.38	DCR|3VULN|2DMG|2DUR	1ERES|25DMG|3DMSP|45aVULN|5BPWR|6RCR|7LWND|89DUR
35	45335 12132	7	   	253.38	DCR|3VULN|2DMG|2DUR	1ERES|25DMG|3DMSP|45aVULN|5BPWR|6RCR|7LWND|89DUR
36	45335 12132	8	   	253.38	DCR|3VULN|2DMG|2DUR	1ERES|25DMG|3DMSP|45aVULN|5BPWR|6RCR|7LWND|89DUR
37	45335 21122	5	   	253.38	DCR|3VULN|2DMG|2DUR	1ERES|25DMG|3DMSP|45aVULN|5BPWR|68DUR|7LWND|9RCR
38	45123 35222	8	   	253.38	DCR|3VULN|2DMG|2DUR	1ERES|28DMG|3FEWX|4DUST|58aVULN|6LWND|78DUR|8BPWR|9RCR
39	16231 14574	10	   	253.33	DCR|4VULN|2DUR|2LIT	18LIT|2BELT|3RPLT|4689VULN|5MBVNT|78DUR|8BPWR|aRCR
40	45235 11132	6	   	253.28	DCR|3VULN|2DMG|2DUR	13ERES|25DMG|45aVULN|5BPWR|6RCR|7LWND|89DUR
41	45235 12132	7	   	253.28	DCR|3VULN|2DMG|2DUR	13ERES|25DMG|45aVULN|5BPWR|6RCR|7LWND|89DUR
42	45235 12132	8	   	253.28	DCR|3VULN|2DMG|2DUR	13ERES|25DMG|45aVULN|5BPWR|6RCR|7LWND|89DUR
43	45235 21122	5	   	253.28	DCR|3VULN|2DMG|2DUR	13ERES|25DMG|45aVULN|5BPWR|68DUR|7LWND|9RCR
44	25533 32222	6	 * 	253.19	DCR|3VULN|2DUR|2ASPD|1TLV	1BEXP|2TLV|37DUR|45aVULN|68ASPD|9RCR
45	25533 31132	8	   	252.65	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1BEXP|2TLV|3aDUR|458VULN|6ASPD|7AART|9RCR
46	25533 32135	6	   	252.65	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1BEXP|2TLV|37DUR|45aVULN|6ASPD|8AART|9RCR
47	45335 13311	8	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	17ERES|25DMG|3DMSP|45aVULN|5BPWR|6RCR|8TLV|9CDMG
48	25513 11112	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|2TLV|38DUR|4LWND|59aVULN|6RCR|7DMG
49	25513 11512	7	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|2TLV|38DUR|4LWND|59aVULN|6RCR|7DMG
50	25536 11112	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|2TLV|38DUR|49aVULN|5LWND|6RCR|7DMG
51	51513 11112	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2FEWX|38DUR|4LWND|59aVULN|6RCR|7DMG
52	51513 11512	7	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2FEWX|38DUR|4LWND|59aVULN|6RCR|7DMG
53	25533 31131	8	   	251.71	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1BEXP|2TLV|3DUR|458VULN|6ASPD|7AART|9RCR|aCDMG
54	25513 11214	8	   	251.23	DCR|2VULN|2DMG|2DUR|1TLV	18BEXP|2TLV|38DUR|4LWND|59VULN|6RCR|78DMG|8BPWR|aLIT
55	24354 31312	1	   	251.01	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1BEXP|29aVULN|3MBVNT|4CDMG|5TLV|6DUR|7RCR|8DMG
56	31213 32255	8	 * 	250.37	ACR|3VULN|3DMG|3DUR	1RCR|2RCVC|38aDUR|4BEXP|58aVULN|6RMIN|78aDMG|8aBPWR|9BELT
57	31213 32255	7	   	250.37	ACR|3VULN|3DMG|3DUR	1RCR|2RCVC|38aDUR|4BEXP|58aVULN|6RMIN|78aDMG|8aBPWR|9BELT
58	31223 32255	8	   	250.27	ACR|3VULN|3DMG|3DUR	1RCR|2RCVC|38aDUR|4DUST|58aVULN|6RMIN|78aDMG|8aBPWR|9BELT
59	31223 32255	7	   	250.27	ACR|3VULN|3DMG|3DUR	1RCR|2RCVC|38aDUR|4DUST|58aVULN|6RMIN|78aDMG|8aBPWR|9BELT
60	36212 12313	3	 * 	250.12	ACR|3VULN|3DUR|3CDMG|1TLV|1ASPD	1RCR|29aCDMG|39aDUR|4TLV|5ASPD|69aVULN|7BBNT|8TBNT|9aBPWR
61	32616 12613	1	   	250.07	ACR|3VULN|3DMG|3DUR	1RCR|2TBNT|389DUR|4FEWX|569VULN|79aDMG|9BPWR
62	32636 12613	1	   	249.97	ACR|3VULN|3DMG|3DUR	1RCR|2TBNT|389DUR|4DUST|569VULN|79aDMG|9BPWR
63	32316 36513	10	 * 	249.87	ACR|3VULN|2DMG|2ASPD|1DUR|1CDMG	1RCR|2LIT|3aASPD|4CDMG|5DUR|6aDMG|7FEWX|89aVULN|aBPWR
64	25533 21135	8	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	1BEXP|2TLV|3DUR|458aVULN|6CGEN|7AART|9RCR
65	25533 21235	7	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	1BEXP|2TLV|3DUR|458aVULN|6CGEN|7AART|9RCR
66	25532 13114	6	   	249.35	DCR|3VULN|2DUR|2TLV|1CDMG	1BEXP|25TLV|36DUR|478VULN|9CDMG|aRCR
67	52351 83414	2	 * 	249.25	DCR|3VULN|2DUR|3TLV|1CDMG	129TLV|29BPWR|3MBVNT|479VULN|59DUR|6RCR|8TBNT|aCDMG
68	16231 71714	10	 * 	248.88	DCR|3VULN|3DUR|3LIT|1SELL	19aLIT|2BELT|3RPLT|49aVULN|5MBVNT|69aDUR|7SELL|8RCR|9aBPWR
69	33535 26311	5	 * 	248.58	ACR|4VULN|3DUR|1ASPD|1AART	1RCR|27CGEN|367DUR|4AART|567aVULN|67BPWR|8LIT|9ASPD
70	25233 33322	7	   	248.44	DCR|4VULN|1TLV|1CDMG|1ASPD	1BEXP|2TLV|3ZMB|489aVULN|5ASPD|6CDMG|7RCR
71	25533 31135	6	   	248.27	DCR|3VULN|2ASPD|1TLV|1DUR|1AART	1BEXP|2TLV|3DUR|45aVULN|67ASPD|8AART|9RCR
72	32625 13412	1	 * 	248.22	ACR|3VULN|2DUR|2TLV|1DMG|1CDMG|1ASPD	1RCR|2TBNT|37DUR|4CDMG|57aVULN|67TLV|7BPWR|8ASPD|9DMG
73	15423 22161	7	 * 	247.47	DCR|4VULN|3LIT|1DMG	12aLIT|2aBPWR|3aDUST|4FEWX|5DMG|6RCR|789aVULN
74	32335 16161	3	   	247.15	ACR|3VULN|2DMG|2DUR|2LIT|1ASPD	1RCR|2aLIT|3ASPD|4aDUR|589VULN|6ZMB|7aDMG|aBPWR
75	32353 62613	9	 * 	247.12	ACR|4VULN|1DMG|1TLV|1DUR|1ASPD	1RCR|2LIT|3ASPD|4TLV|5DMG|6789VULN|aDUR
76	45333 16122	9	   	247.10	DCR|3VULN|2DMG|1CDMG|1ASPD	158ERES|28DMG|3DMSP|478VULN|6RCR|8BPWR|9CDMG|aASPD
77	55222 33632	2	   	247.01	DCR|3VULN|2DMG|1TLV	1TLV|23DMG|4ERES|5LIT|679VULN|8CGEN|aRCR
78	55222 33632	1	   	247.01	DCR|3VULN|2DMG|1TLV	1TLV|23DMG|4ERES|5LIT|679VULN|8CGEN|aRCR
79	12255 31523	9	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	1aLIT|2MLV|3aDUR|4TLV|5DUST|67aVULN|8RPLT|9RCR|aBPWR
80	51523 11236	10	   	246.84	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2aFEWX|38DUR|4BEXP|5aVULN|6RCR|78DMG|8aBPWR|9aCGEN
81	52311 46222	7	   	246.70	DCR|3VULN|2DUR|2TLV|1ASPD	12TLV|2BPWR|3LHND|4ASPD|56DUR|78aVULN|9RCR
82	51513 11211	8	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4aLWND|59VULN|6RCR|78DMG|8BPWR
83	51513 11212	9	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4LWND|5aVULN|6RCR|78DMG|8BPWR|9DMSP
84	51513 11213	8	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4LWND|59VULN|6RCR|78DMG|8BPWR|aCGEN
85	51513 11214	10	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4LWND|5aVULN|6RCR|78DMG|8BPWR|9DMSP
86	51513 11215	8	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4LWND|59VULN|6RCR|78DMG|8BPWR|aBEXP
87	51513 11231	10	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4LWND|5aVULN|6RCR|78DMG|8BPWR|9LHND
88	51513 11232	9	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4LWND|5aVULN|6RCR|78DMG|8BPWR|9LHND
89	51513 11242	8	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|49LWND|5aVULN|6RCR|78DMG|8BPWR
90	51513 11243	10	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4LWND|5aVULN|6RCR|78DMG|8BPWR|9MLV
91	51513 11253	10	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4LWND|5aVULN|6RCR|78DMG|8BPWR|9CGEN
92	51513 11262	9	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|29FEWX|38DUR|4LWND|5aVULN|6RCR|78DMG|8BPWR
93	51523 11211	8	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4BEXP|59VULN|6RCR|78DMG|8BPWR|aLWND
94	51523 11215	8	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4aBEXP|59VULN|6RCR|78DMG|8BPWR
95	51523 11223	10	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4BEXP|5aVULN|6RCR|78DMG|8BPWR|9RMIN
96	51523 11233	10	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4BEXP|5aVULN|6RCR|78DMG|8BPWR|9CGEN
97	51523 11242	8	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4BEXP|5aVULN|6RCR|78DMG|8BPWR|9LWND
98	51523 11243	10	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4BEXP|5aVULN|6RCR|78DMG|8BPWR|9MLV
99	51513 11221	10	   	246.54	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4LWND|5aVULN|6RCR|78DMG|8BPWR|9DUST
100	51513 11222	9	   	246.54	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4LWND|5aVULN|6RCR|78DMG|8BPWR|9DUST
101	51513 11232	8	   	246.54	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4LWND|5aVULN|6RCR|78DMG|8BPWR|9DUST
102	51523 11211	10	   	246.54	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4BEXP|5aVULN|6RCR|78DMG|8BPWR|9LEGI
103	51523 11212	9	   	246.54	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4BEXP|5aVULN|6RCR|78DMG|8BPWR|9LEGI
104	51523 11232	8	   	246.54	DCR|2VULN|2DMG|2DUR|2TLV	18TLV|2FEWX|38DUR|4BEXP|5aVULN|6RCR|78DMG|8BPWR|9DUST
105	25533 32225	6	 * 	246.35	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV	1BEXP|2TLV|37DUR|45VULN|68ASPD|9RCR|aDMG
106	52231 43342	1	   	246.35	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV	1TLV|25DUR|3MLV|48ASPD|6RCR|79VULN|aDMG
107	62231 43342	1	   	246.35	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV	1MLV|25DUR|3TLV|48ASPD|6RCR|79VULN|aDMG
108	15532 22125	7	   	245.90	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	12LIT|2BPWR|3TLV|4DUR|5FEWX|6RCR|78aVULN|9CDMG
109	55533 33122	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1TLV|2DMG|3BEXP|49aVULN|5ASPD|6CDMG|7RCR|8RCVC
110	32321 34161	7	 * 	245.78	ACR|5VULN|3ASPD|3LIT	1RCR|27aLIT|37aASPD|4FEWX|5LWND|6789aVULN|7aBPWR
111	14315 61332	1	   	245.65	DCR|4VULN|1TLV|1CDMG	1LIT|2BBNT|3579VULN|4CDMG|6RCR|8BELT|aTLV
112	25533 13214	6	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1BEXP|2TLV|36DUR|457VULN|8RCVC|9CDMG|aRCR
113	52251 23114	1	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|25DUR|3MLV|4CGEN|678VULN|9CDMG|aRCR
114	62251 23114	1	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1MLV|25DUR|3TLV|4CGEN|678VULN|9CDMG|aRCR
115	33535 26123	5	   	245.62	ACR|4VULN|3DUR|1TLV|1AART	1RCR|279CGEN|367DUR|4AART|5679VULN|679BPWR|8RMIN|aTLV
116	42241 23114	1	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	1ERES|25DUR|3MLV|4TLV|678VULN|9CDMG|aRCR
117	12133 66412	6	 * 	245.20	DCR|2VULN|2DUR|3LIT|2CDMG|1TLV	13aLIT|23MLV|3aBPWR|4aDUR|5TLV|68CDMG|7RCR|9aVULN
118	15532 22124	7	   	245.10	DCR|2VULN|2DUR|3LIT|2CDMG|1TLV	12aLIT|2aBPWR|3TLV|4aDUR|5FEWX|6RCR|78VULN|9aCDMG
119	45333 14312	6	   	245.09	DCR|4VULN|2DMG	157ERES|27DMG|3DMSP|478aVULN|6RCR|7BPWR|9LWND
120	45333 14322	6	   	245.09	DCR|4VULN|2DMG	157ERES|27DMG|3DMSP|478aVULN|6RCR|7BPWR|9FEWX
121	45333 14332	6	   	245.09	DCR|4VULN|2DMG	157ERES|27DMG|3DMSP|478aVULN|6RCR|7BPWR|9LHND
122	45333 16112	8	   	245.09	DCR|4VULN|2DMG	158ERES|28DMG|3DMSP|478aVULN|6RCR|8BPWR|9LWND
123	45333 16112	9	   	245.09	DCR|4VULN|2DMG	158ERES|28DMG|3DMSP|478aVULN|6RCR|8BPWR|9BEXP
124	45333 16122	8	   	245.09	DCR|4VULN|2DMG	158ERES|28DMG|3DMSP|478aVULN|6RCR|8BPWR|9FEWX
125	45333 16132	8	   	245.09	DCR|4VULN|2DMG	158ERES|28DMG|3DMSP|478aVULN|6RCR|8BPWR|9LHND
126	45333 16132	10	   	245.09	DCR|4VULN|2DMG	158ERES|28DMG|3DMSP|478aVULN|6RCR|8BPWR|9RPLT
127	45235 12312	6	   	244.99	DCR|4VULN|2DMG	137ERES|25DMG|458aVULN|5BPWR|6RCR|9LWND
128	45235 12322	6	   	244.99	DCR|4VULN|2DMG	137ERES|25DMG|458aVULN|5BPWR|6RCR|9FEWX
129	45235 12332	6	   	244.99	DCR|4VULN|2DMG	137ERES|25DMG|458aVULN|5BPWR|6RCR|9LHND
130	45235 13312	7	   	244.99	DCR|4VULN|2DMG	137ERES|25DMG|458aVULN|5BPWR|6RCR|9LWND
131	45235 13322	7	   	244.99	DCR|4VULN|2DMG	137ERES|25DMG|458aVULN|5BPWR|6RCR|9FEWX
132	45235 13332	7	   	244.99	DCR|4VULN|2DMG	137ERES|25DMG|458aVULN|5BPWR|6RCR|9LHND
133	51111 31524	9	   	244.31	DCR|2VULN|2DMG|2TLV|2LIT|1CDMG	1aTLV|2FEWX|3aLIT|4CDMG|58VULN|6aDMG|7RMIN|9RCR|aBPWR
134	52432 33152	8	   	244.13	DCR|3VULN|1DMG|2TLV|1ASPD	12TLV|2BPWR|3ERES|468VULN|5LIT|7DMG|9ASPD|aRCR
135	36212 11424	3	   	244.08	ACR|3VULN|3DUR|2CDMG|1TLV|1ASPD	1RCR|2aCDMG|38aDUR|4TLV|5ASPD|69aVULN|7RMIN|aBPWR
136	25513 13212	8	 * 	243.95	DCR|4VULN|2TLV|1DUR	18BEXP|28TLV|3DUR|4LWND|589aVULN|6RCR|7RMIN|8BPWR
137	51513 13212	8	   	243.95	DCR|4VULN|2TLV|1DUR	18TLV|28FEWX|3DUR|4LWND|589aVULN|6RCR|7RMIN|8BPWR
138	52351 83413	2	   	243.90	DCR|3VULN|2DUR|3TLV	129TLV|29BPWR|3MBVNT|479VULN|59DUR|6RCR|8TBNT|aLIT
139	51523 51223	10	   	243.89	DCR|2VULN|3DMG|1TLV|1DUR	1TLV|28FEWX|3DUR|4BEXP|58VULN|6DUST|78aDMG|8BPWR|9RCR
140	25232 63522	4	   	243.85	DCR|4VULN|1DMG|1TLV	15BEXP|2TLV|3ZMB|457aVULN|5BPWR|6DMG|8ERES|9RCR
141	34533 41312	5	 * 	243.83	ACR|4VULN|2DMG|2DUR	1RCR|27ZMB|39DUR|47DMG|578aVULN|6TBNT|7BPWR
142	24326 83312	1	   	243.75	DCR|4VULN|1DMG|1TLV	1BEXP|279aVULN|3MBVNT|4LWND|5TLV|6RCR|8DMG
143	45531 23322	6	   	243.75	DCR|4VULN|1DMG|1TLV	1ERES|2DMG|3BEXP|467aVULN|5CGEN|8TLV|9RCR
144	55531 23321	6	   	243.75	DCR|4VULN|1DMG|1TLV	1TLV|2DMG|3BEXP|4679VULN|5CGEN|8BBNT|aRCR
145	53622 63321	2	   	243.65	DCR|4VULN|1DMG|1TLV	1TLV|2RMIN|3579VULN|45DUST|5BPWR|6DMG|8BBNT|aRCR
