0	Index      	 *	Score 	Summary	Detail	
1	32231 63662	 * 	197.43	ACR|4VULN|2DMG|1AART|1DUR	1DUR|2TLV|3567VULN|4RCR|89DMG|aAART
24	32236 26333	   	186.68	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2TLV|369VULN|4RCR|5AART|7DMG|8ASPD|aZMB
25	61454 52232	   	186.57	DCR|4VULN|2DMG|1AART	17DMG|2MBVNT|3679VULN|4AART|57FEWX|7BPWR|8DUST|aRCR
26	31231 56236	 * 	186.33	ACR|3VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ERES|358VULN|4RCR|6DMG|7CDMG|9ASPD|aAART
27	32233 63662	   	186.13	ACR|3VULN|2DMG|1AART|1DUR	1DUR|2TLV|367VULN|4RCR|5RCVC|89DMG|aAART
28	61427 52232	   	185.97	DCR|4VULN|2DMG|1AART	17DMG|2MBVNT|3679VULN|47FEWX|5AART|7BPWR|8DUST|aRCR
29	61323 31234	 * 	185.62	DCR|3DMG|2VULN|1AART|2ZMB	149DMG|2MBVNT|3DMSP|5LHND|69ZMB|7AART|89VULN|9BPWR|aRCR
30	61326 31234	   	185.62	DCR|3DMG|2VULN|1AART|2ZMB	149DMG|2MBVNT|3DMSP|5LWND|69ZMB|7AART|89VULN|9BPWR|aRCR
31	32231 61662	   	185.53	ACR|3VULN|2DMG|1AART|1DUR	1DUR|2TLV|356VULN|4RCR|7RCVC|89DMG|aAART
32	33416 12226	   	185.17	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|25AART|3MGNSTR|4RCVC|6RCR|79VULN|8CDMG|aDMG
33	31231 63626	   	185.13	ACR|4VULN|1AART|1DMG|2DUR	19DUR|2ERES|3567VULN|4RCR|8DMG|aAART
34	32231 63622	   	185.13	ACR|4VULN|1AART|1DMG|2DUR	19DUR|2TLV|3567VULN|4RCR|8DMG|aAART
35	33316 12226	   	185.07	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|25AART|3LSRHEA|4RCVC|6RCR|79VULN|8CDMG|aDMG
36	32246 16333	   	184.88	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|26TLV|369VULN|4AART|5RCR|6BPWR|7DMG|8ASPD|aZMB
37	32246 26333	   	184.88	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2TLV|369VULN|4AART|5RCR|7DMG|8ASPD|aZMB
38	61654 34413	 * 	184.31	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR|1ASPD|1SELL	1aDMG|2MBVNT|3ZMB|4SELL|5aCDMG|6RCR|7ASPD|8DUR|9aVULN|aBPWR
39	31231 55521	   	184.28	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ERES|35aVULN|4RCR|6DMG|7ASPD|8ZMB|9AART
40	32231 55521	   	184.28	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2TLV|35aVULN|4RCR|6DMG|7ASPD|8ZMB|9AART
41	61284 22345	   	183.86	DCR|3DMG|2VULN|1AART|1ASPD|1SELL	16aDMG|2MBVNT|3SELL|4AART|59VULN|7ASPD|8RCR
42	61284 22346	   	183.86	DCR|3VULN|2DMG|1AART|1ASPD|1SELL	16DMG|2MBVNT|3SELL|4AART|59aVULN|7ASPD|8RCR
43	62121 36343	 * 	183.57	DCR|3VULN|3DMG|2ZMB	134DMG|26aFEWX|59aVULN|7RCR|8aZMB|aBPWR
44	63121 16343	   	183.57	DCR|3VULN|3DMG|2ZMB	134DMG|26aBEXP|59aVULN|7RCR|8aZMB|aBPWR
45	51262 31113	   	183.37	DCR|3DMG|2VULN|1AART|1ZMB	13VULN|2ERES|4AART|579DMG|6ZMB|8DMSP|aRCR
46	61613 36312	 * 	183.28	DCR|2VULN|2DMG|3ZMB|1DUR|1ASPD	19DMG|2MBVNT|389ZMB|4ASPD|5DUR|6RCR|79VULN|9BPWR|aRCVC
47	23236 16251	   	183.04	ACR|4VULN|1AART|1DMG|1DUR	1CGEN|26BEXP|369aVULN|4RCR|5AART|6BPWR|7DMG|8DUR
48	23236 26251	   	182.94	ACR|4VULN|1AART|1DMG|1DUR	1CGEN|2BEXP|369aVULN|4RCR|5AART|7DMG|8DUR
49	32236 15332	   	182.84	ACR|4VULN|1AART|1DMG|1DUR	1DUR|26TLV|3689VULN|4RCR|5AART|6BPWR|7FEWX|aDMG
50	32236 25332	   	182.84	ACR|4VULN|1AART|1DMG|1DUR	1DUR|2TLV|3689VULN|4RCR|5AART|7FEWX|aDMG
51	33316 61126	   	182.67	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|25AART|3LSRHEA|4RCVC|6CDMG|7RCR|89VULN|aDMG
52	31236 16513	   	182.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26ERES|36aVULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9FEWX
53	31236 16523	   	182.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26ERES|36aVULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9LHND
54	31236 16533	   	182.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26ERES|36aVULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9BEXP
55	31236 26513	   	182.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|36aVULN|4RCR|5AART|7DMG|8CDMG|9FEWX
56	31236 26523	   	182.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|36aVULN|4RCR|5AART|7DMG|8CDMG|9LHND
57	31236 26533	   	182.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|36aVULN|4RCR|5AART|7DMG|8CDMG|9BEXP
58	32236 16513	   	182.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26TLV|36aVULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9FEWX
59	32236 16523	   	182.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26TLV|36aVULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9LHND
60	32236 16533	   	182.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26TLV|36aVULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9BEXP
61	32236 26513	   	182.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2TLV|36aVULN|4RCR|5AART|7DMG|8CDMG|9FEWX
62	32236 26523	   	182.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2TLV|36aVULN|4RCR|5AART|7DMG|8CDMG|9LHND
63	32236 26533	   	182.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2TLV|36aVULN|4RCR|5AART|7DMG|8CDMG|9BEXP
64	61613 36311	   	181.98	DCR|2VULN|2DMG|3ZMB|1DUR|1ASPD	19DMG|2MBVNT|389ZMB|4ASPD|5DUR|6RCR|79VULN|9BPWR|aLWND
65	61613 36313	   	181.98	DCR|2VULN|2DMG|3ZMB|1ASPD|1DUR	19DMG|2MBVNT|389ZMB|4ASPD|5DUR|6RCR|79VULN|9BPWR|aCGEN
66	33426 32141	 * 	181.93	DCR|3VULN|1AART|1DMG|3DUR	158DUR|2AART|3MGNSTR|48LIT|6RCR|789VULN|8BPWR|aDMG
67	61613 36314	   	181.88	DCR|2VULN|2DMG|3ZMB|1DUR|1ASPD	19DMG|2MBVNT|389ZMB|4ASPD|5DUR|6RCR|79VULN|9BPWR|aERES
68	23236 16236	   	181.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1CGEN|26BEXP|36VULN|4RCR|5AART|6BPWR|7aDMG|8DUR|9ZMB
69	33326 32141	   	181.83	DCR|3VULN|1AART|1DMG|3DUR	158DUR|2AART|3LSRHEA|48LIT|6RCR|789VULN|8BPWR|aDMG
70	23236 26236	   	181.77	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1CGEN|2BEXP|36VULN|4RCR|5AART|7aDMG|8DUR|9ZMB
71	61285 14343	   	181.62	DCR|3DMG|2VULN|1AART|1SELL	158DMG|2MBVNT|3SELL|4AART|5BPWR|6RCR|7aVULN|9CANHEL
72	61177 33423	   	181.62	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	137DMG|2MBVNT|47ERES|5AART|6RCR|7BPWR|8VULN|9DUR|aZMB
73	32231 45336	   	181.54	ACR|4VULN|1AART|1DMG|1DUR	1DUR|2TLV|3589VULN|4RCR|6DUST|7AART|aDMG
74	52223 31246	   	181.47	DCR|3VULN|2DMG|1AART|1ZMB	138VULN|2TLV|49DMG|5ERES|6ZMB|7AART|aRCR
75	61177 33441	   	181.27	DCR|3DMG|2VULN|1AART	137DMG|2MBVNT|47ERES|5AART|6RCR|7BPWR|89VULN|aBEXP
76	61177 33442	   	181.27	DCR|3DMG|2VULN|1AART	137DMG|2MBVNT|47ERES|5AART|6RCR|7BPWR|89VULN|aRPLT
77	61177 33444	   	181.27	DCR|3DMG|2VULN|1AART	137DMG|2MBVNT|47ERES|5AART|6RCR|7BPWR|89VULN|aRMIN
78	61377 33214	   	181.27	DCR|3VULN|2DMG|1AART	17DMG|2MBVNT|3DMSP|47ERES|5AART|6RCR|7BPWR|89aVULN
79	61426 37131	 * 	181.25	DCR|3VULN|2DMG|1CDMG|2DUR	18DMG|2MBVNT|38aVULN|4FEWX|5CDMG|6RCR|78DUR|8BPWR|9LIT
80	61426 37132	 * 	181.25	DCR|3DMG|2VULN|1CDMG|2DUR	18aDMG|2MBVNT|38VULN|4FEWX|5CDMG|6RCR|78DUR|8BPWR|9LIT
81	61446 37112	   	181.25	DCR|3VULN|2DMG|1CDMG|2DUR	18DMG|2MBVNT|38aVULN|4LWND|5CDMG|6RCR|78DUR|8BPWR|9MLV
82	61446 37132	   	181.25	DCR|3VULN|2DMG|1CDMG|2DUR	18DMG|2MBVNT|38aVULN|4LWND|5CDMG|6RCR|78DUR|8BPWR|9CGEN
83	61746 33112	   	181.25	DCR|3VULN|2DMG|1CDMG|2DUR	18DMG|2MBVNT|38DUR|4LWND|5CDMG|6RCR|78aVULN|8BPWR|9MLV
84	61746 33132	   	181.25	DCR|3VULN|2DMG|1CDMG|2DUR	18DMG|2MBVNT|38DUR|4LWND|5CDMG|6RCR|78aVULN|8BPWR|9CGEN
85	61177 33443	   	181.17	DCR|3DMG|2VULN|1AART	137DMG|2MBVNT|47ERES|5AART|6RCR|7BPWR|89VULN|aDUST
86	61446 37142	   	181.15	DCR|3VULN|2DMG|1CDMG|2DUR	18DMG|2MBVNT|38aVULN|4LWND|5CDMG|6RCR|78DUR|8BPWR|9ERES
87	61716 33112	   	181.15	DCR|3VULN|2DMG|1CDMG|2DUR	18DMG|2MBVNT|38DUR|4DUST|5CDMG|6RCR|78aVULN|8BPWR|9MLV
88	61716 33132	   	181.15	DCR|3VULN|2DMG|1CDMG|2DUR	18DMG|2MBVNT|38DUR|4DUST|5CDMG|6RCR|78aVULN|8BPWR|9CGEN
89	61746 33142	   	181.15	DCR|3VULN|2DMG|1CDMG|2DUR	18DMG|2MBVNT|38DUR|4LWND|5CDMG|6RCR|78aVULN|8BPWR|9ERES
90	31231 13664	 * 	181.07	ACR|3VULN|3DMG|2DUR	16DUR|2ERES|357VULN|4RCR|89aDMG
91	32231 13664	   	181.07	ACR|3VULN|3DMG|2DUR	16DUR|2TLV|357VULN|4RCR|89aDMG
92	61716 33142	   	181.05	DCR|3VULN|2DMG|1CDMG|2DUR	18DMG|2MBVNT|38DUR|4DUST|5CDMG|6RCR|78aVULN|8BPWR|9ERES
93	32246 15332	   	181.04	ACR|4VULN|1AART|1DMG|1DUR	1DUR|26TLV|3689VULN|4AART|5RCR|6BPWR|7FEWX|aDMG
94	32246 25332	   	181.04	ACR|4VULN|1AART|1DMG|1DUR	1DUR|2TLV|3689VULN|4AART|5RCR|7FEWX|aDMG
95	32236 16332	   	180.97	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	1aDUR|26TLV|369VULN|4RCR|5AART|6BPWR|7DMG|8ASPD
96	32236 26332	   	180.97	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	1aDUR|2TLV|369VULN|4RCR|5AART|7DMG|8ASPD
97	12121 36443	 * 	180.72	DCR|4VULN|2DMG|2ASPD	1aASPD|2FEWX|3aDMG|4LHND|5BEXP|689aVULN|7RCR|aBPWR
98	21111 46616	   	180.71	DCR|3DMG|2VULN|1AART|1ASPD	19CGEN|2MBVNT|369DMG|4ASPD|5LHND|79VULN|8RCR|9BPWR|aAART
99	61121 16345	 * 	180.63	DCR|3DMG|1AART|1VULN|1CDMG|1ZMB	134DMG|2MBVNT|5ZMB|6CGEN|7VULN|8RCR|9CDMG|aAART
100	31235 33713	   	180.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|37aVULN|4RCR|5CDMG|6MBVNT|8AART|9DMG
101	32235 33713	   	180.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2TLV|37aVULN|4RCR|5CDMG|6MBVNT|8AART|9DMG
102	35231 56121	   	180.44	ACR|4VULN|1AART|1DMG|1DUR	1DUR|2CGEN|357aVULN|4RCR|6DMG|8DUST|9AART
103	33535 43113	   	180.27	DCR|2VULN|2DMG|1AART|3DUR	167DUR|2AART|3RMIN|47DMG|57VULN|7BPWR|8RCR|9DUST|aRCVC
104	55241 11211	   	180.12	DCR|4VULN|1AART|1DMG|1DUR	1349VULN|2CGEN|5AART|6LWND|7DMG|8RCR|aDUR
105	51241 11211	   	180.02	DCR|4VULN|1AART|1DMG|1DUR	1349VULN|2ERES|5AART|6LWND|7DMG|8RCR|aDUR
106	51241 35211	   	180.02	DCR|4VULN|1AART|1DMG|1DUR	1349VULN|2ERES|5AART|6DMG|7LWND|8RCR|aDUR
107	52241 11211	   	180.02	DCR|4VULN|1AART|1DMG|1DUR	1349VULN|2TLV|5AART|6LWND|7DMG|8RCR|aDUR
108	52241 35211	   	180.02	DCR|4VULN|1AART|1DMG|1DUR	1349VULN|2TLV|5AART|6DMG|7LWND|8RCR|aDUR
109	23236 16234	   	179.94	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|26BEXP|36aVULN|4RCR|5AART|6BPWR|7DMG|8DUR|9ZMB
110	35231 63312	   	179.94	ACR|4VULN|1AART|1DMG|1DUR	1DUR|2CGEN|3567VULN|4RCR|8LWND|9DMG|aAART
111	35231 63612	   	179.94	ACR|4VULN|1AART|1DMG|1DUR	1DUR|29CGEN|3567VULN|4RCR|8DMG|aAART
112	12223 56433	 * 	179.87	DCR|3VULN|2DMG|3ASPD|1DUR	19aASPD|2FEWX|38aVULN|4BEXP|5DUR|6aDMG|7RCR|aBPWR
113	13223 56433	   	179.87	DCR|3VULN|2DMG|3ASPD|1DUR	19aASPD|2BEXP|38aVULN|4FEWX|5DUR|6aDMG|7RCR|aBPWR
114	23236 26234	   	179.84	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2BEXP|36aVULN|4RCR|5AART|7DMG|8DUR|9ZMB
115	31231 63312	   	179.84	ACR|4VULN|1AART|1DMG|1DUR	1DUR|2ERES|3567VULN|4RCR|8LWND|9DMG|aAART
116	31231 63632	   	179.84	ACR|4VULN|1AART|1DMG|1DUR	1DUR|2ERES|3567VULN|4RCR|8DMG|9LWND|aAART
117	32231 63632	   	179.84	ACR|4VULN|1AART|1DMG|1DUR	1DUR|2TLV|3567VULN|4RCR|8DMG|9LWND|aAART
118	32231 63642	   	179.84	ACR|4VULN|1AART|1DMG|1DUR	1DUR|2TLV|3567VULN|4RCR|8DMG|9DMSP|aAART
119	61284 42345	   	179.66	DCR|2AART|2VULN|2DMG|1ASPD|1SELL	1aDMG|2MBVNT|3SELL|46AART|59VULN|7ASPD|8RCR
120	31231 13662	   	179.52	ACR|4VULN|2DMG|2DUR	16DUR|2ERES|357aVULN|4RCR|89DMG
121	31231 63624	   	179.52	ACR|4VULN|2DMG|2DUR	19DUR|2ERES|3567VULN|4RCR|8aDMG
122	32231 63624	   	179.52	ACR|4VULN|2DMG|2DUR	19DUR|2TLV|3567VULN|4RCR|8aDMG
123	61122 36345	   	179.37	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	134DMG|2MBVNT|5RCVC|6DUR|7VULN|8RCR|9CDMG|aAART
124	32231 56226	   	179.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2TLV|358VULN|4RCR|6DMG|7CDMG|9ERES|aAART
125	31236 16316	   	179.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1DUR|26ERES|36VULN|4RCR|5AART|6BPWR|7aDMG|8ASPD|9RCVC
126	31236 26316	   	179.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1DUR|2ERES|36VULN|4RCR|5AART|7aDMG|8ASPD|9RCVC
127	32236 16316	   	179.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1DUR|26TLV|36VULN|4RCR|5AART|6BPWR|7aDMG|8ASPD|9RCVC
128	32236 26316	   	179.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1DUR|2TLV|36VULN|4RCR|5AART|7aDMG|8ASPD|9RCVC
129	51262 21413	   	179.21	DCR|3DMG|2VULN|1AART|1ASPD	13VULN|26ERES|4AART|579DMG|8ASPD|aRCR
130	32246 16332	   	179.17	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	1aDUR|26TLV|369VULN|4AART|5RCR|6BPWR|7DMG|8ASPD
131	32246 26332	   	179.17	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	1aDUR|2TLV|369VULN|4AART|5RCR|7DMG|8ASPD
132	13116 61633	 * 	179.14	DCR|3DMG|1AART|1VULN|3ASPD	149ASPD|269BEXP|379DMG|5AART|8RCR|9BPWR|aVULN
133	32235 23473	 * 	179.07	ACR|3VULN|2DMG|1CDMG|2DUR	19DUR|2TLV|39aVULN|4RCR|5CDMG|6BASICY|7MBVNT|89DMG|9BPWR
134	32235 23478	 * 	179.07	ACR|3DMG|2VULN|1CDMG|2DUR	19DUR|2TLV|39VULN|4RCR|5CDMG|6BASICY|7MBVNT|89aDMG|9BPWR
135	33535 43131	   	179.06	DCR|2VULN|2DMG|1AART|3DUR	167DUR|2AART|3RMIN|47DMG|57VULN|7BPWR|8RCR|9MLV|aRPLT
136	33535 43111	   	178.96	DCR|2VULN|2DMG|1AART|3DUR	167DUR|2AART|3RMIN|47DMG|57VULN|7BPWR|8RCR|9DUST|aLWND
137	33535 43121	   	178.96	DCR|2VULN|2DMG|1AART|3DUR	167DUR|2AART|3RMIN|47DMG|57VULN|7BPWR|8RCR|9ERES|aRPLT
138	33535 43133	   	178.96	DCR|2VULN|2DMG|1AART|3DUR	167DUR|2AART|3RMIN|47DMG|57VULN|7BPWR|8RCR|9MLV|aDUST
139	61224 31711	 * 	178.90	DCR|2VULN|2DMG|2ASPD|1CDMG|2DUR|1SELL	19DMG|2MBVNT|3SELL|49ASPD|5CDMG|6RCR|7aDUR|89VULN|9BPWR
140	11154 31711	 * 	178.90	DCR|2VULN|2DMG|2ASPD|1CDMG|2DUR|1SELL	19ASPD|2MBVNT|39DMG|4SELL|5CDMG|6RCR|7aDUR|89VULN|9BPWR
141	33535 43112	   	178.86	DCR|2VULN|2DMG|1AART|3DUR	167DUR|2AART|3RMIN|47DMG|57VULN|7BPWR|8RCR|9DUST|aERES
142	33535 43123	   	178.86	DCR|2VULN|2DMG|1AART|3DUR	167DUR|2AART|3RMIN|47DMG|57VULN|7BPWR|8RCR|9ERES|aDUST
143	12223 56143	   	178.85	DCR|3VULN|2DMG|2ASPD|2DUR	1aASPD|2FEWX|39aVULN|4BEXP|58DUR|6aDMG|7RCR|aBPWR
144	13223 56143	   	178.85	DCR|3VULN|2DMG|2ASPD|2DUR	1aASPD|2BEXP|39aVULN|4FEWX|58DUR|6aDMG|7RCR|aBPWR
145	53631 13411	 * 	178.78	ACR|5VULN|1DMG|3DUR	15789VULN|269DUR|3RMIN|4RCR|9BPWR|aDMG
146	12213 56143	   	178.75	DCR|3VULN|2DMG|2ASPD|2DUR	1aASPD|2FEWX|39aVULN|4DUST|58DUR|6aDMG|7RCR|aBPWR
147	52251 31413	   	178.61	DCR|3DMG|2VULN|1AART|1ASPD	13VULN|24TLV|5AART|679DMG|8ASPD|aRCR
148	52216 51321	   	178.37	DCR|3VULN|2DMG|1AART	139VULN|2TLV|4LIT|58DMG|6RCR|7RPLT|aAART
149	31236 16116	 * 	178.18	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DUR|26ERES|36VULN|4RCR|59AART|6BPWR|7DMG|8LIT|aCDMG
150	31236 26116	   	178.18	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DUR|2ERES|36VULN|4RCR|59AART|7DMG|8LIT|aCDMG
151	32236 16116	   	178.18	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|26TLV|36VULN|4RCR|59AART|6BPWR|7DMG|8LIT|aCDMG
152	32236 26116	   	178.18	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|2TLV|36VULN|4RCR|59AART|7DMG|8LIT|aCDMG
153	35236 16211	 * 	178.05	ACR|3VULN|1AART|1DMG|3DUR	18aDUR|26CGEN|369VULN|4RCR|5AART|6BPWR|7DMG
154	51223 51413	   	178.01	DCR|3DMG|2VULN|1AART|1ASPD	13VULN|25ERES|479DMG|6AART|8ASPD|aRCR
155	61126 23126	 * 	177.96	DCR|3DMG|2VULN|2CDMG|2DUR	134DMG|2MBVNT|58DUR|68CDMG|78VULN|8BPWR|9FEWX|aRCR
156	35236 26211	   	177.95	ACR|3VULN|1AART|1DMG|3DUR	18aDUR|2CGEN|369VULN|4RCR|5AART|7DMG
157	11112 16616	 * 	177.88	DCR|2VULN|2DMG|1AART|3ASPD	149ASPD|2MBVNT|39DMG|5LHND|6ERES|79VULN|8RCR|9BPWR|aAART
158	11271 42616	   	177.88	DCR|2VULN|2DMG|1AART|3ASPD	149ASPD|2MBVNT|39VULN|5LEGI|69DMG|7RMIN|8RCR|9BPWR|aAART
159	31236 16211	   	177.85	ACR|3VULN|1AART|1DMG|3DUR	18aDUR|26ERES|369VULN|4RCR|5AART|6BPWR|7DMG
160	31236 26211	   	177.85	ACR|3VULN|1AART|1DMG|3DUR	18aDUR|2ERES|369VULN|4RCR|5AART|7DMG
161	32236 16211	   	177.85	ACR|3VULN|1AART|1DMG|3DUR	18aDUR|26TLV|369VULN|4RCR|5AART|6BPWR|7DMG
162	32236 26211	   	177.85	ACR|3VULN|1AART|1DMG|3DUR	18aDUR|2TLV|369VULN|4RCR|5AART|7DMG
163	53636 21123	   	177.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1aVULN|2DUR|3RMIN|4RCR|5AART|6CDMG|7CGEN|8DMG|9ZMB
164	61285 12344	 * 	177.79	DCR|3DMG|1AART|2CDMG|2ASPD|1SELL	15aDMG|2MBVNT|3SELL|4AART|5aBPWR|6RCR|7aASPD|8RMIN|9aCDMG
165	61284 42346	 * 	177.72	DCR|3VULN|2AART|1DMG|1ASPD|1SELL	1DMG|2MBVNT|3SELL|46AART|59aVULN|7ASPD|8RCR
166	11116 84274	 * 	177.71	DCR|2VULN|2DMG|2ASPD|1CDMG|1ZMB	14ASPD|2MBVNT|39DMG|5CDMG|6RCR|78VULN|aZMB
167	61634 32611	 * 	177.62	DCR|3VULN|2DMG|3DUR|1ZMB	19DMG|2MBVNT|3ZMB|49aDUR|569VULN|7RMIN|8RCR|9BPWR
168	23236 16334	 * 	177.58	ACR|2VULN|2DMG|1AART|1CDMG	1CGEN|26BEXP|36VULN|4RCR|5AART|6BPWR|7aDMG|8DMSP|9CDMG
169	61613 36111	 * 	177.55	DCR|2VULN|2DMG|3DUR|2ZMB|1ASPD	19DMG|2MBVNT|39ZMB|4ASPD|58aDUR|6RCR|79VULN|9BPWR
170	23236 26334	   	177.48	ACR|2VULN|2DMG|1AART|1CDMG	1CGEN|2BEXP|36VULN|4RCR|5AART|7aDMG|8DMSP|9CDMG
