0	Index      	 *	Score 	Summary	Detail	
1	26131 16211	 * 	209.99	ACR|3VULN|3DMG|1AART|1CDMG	189DMG|2RMIN|3AART|4RCR|5CDMG|67aVULN
64	22131 16411	   	185.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|2TLV|3AART|4RCR|5CDMG|67VULN|8DUR|aLHND
65	22131 16414	   	185.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|2TLV|3AART|4RCR|5CDMG|67VULN|8DUR|aLWND
66	22131 16434	   	185.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1aDMG|2TLV|3AART|4RCR|5CDMG|67VULN|8DUR|9BEXP
67	26131 16412	   	185.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|2RMIN|3AART|4RCR|5CDMG|67VULN|8DUR|aBASICY
68	26131 16413	   	185.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|2RMIN|3AART|4RCR|5CDMG|67VULN|8DUR|aDUST
69	32112 14162	   	185.43	DCR|2AART|2VULN|1DMG|2ASPD|1ZMB	1ZMB|2RMIN|34AART|57ASPD|6RCR|8DMG|9aVULN
70	22131 16412	   	185.42	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|2TLV|3AART|4RCR|5CDMG|67VULN|8DUR|aCANHEL
71	22131 16413	   	185.42	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|2TLV|3AART|4RCR|5CDMG|67VULN|8DUR|aDUST
72	22112 14562	   	185.33	DCR|2AART|2VULN|1DMG|2ASPD|1ZMB	1DMG|2TLV|34AART|57ASPD|6RCR|8ZMB|9aVULN
73	31112 14162	   	185.33	DCR|2AART|2VULN|1DMG|2ASPD|1ZMB	1ZMB|2NUKE|34AART|57ASPD|6RCR|8DMG|9aVULN
74	35112 14162	   	185.33	DCR|2AART|2VULN|1DMG|2ASPD|1ZMB	1ZMB|2TLV|34AART|57ASPD|6RCR|8DMG|9aVULN
75	42423 32115	 * 	185.03	ACR|2VULN|2DMG|1AART|2ZMB|1DUR	1FEWX|2DUR|38VULN|4RCR|5aZMB|6AART|79DMG
76	22136 21161	 * 	185.00	ACR|2VULN|2DMG|1AART|3ASPD	1aDMG|2TLV|3AART|4RCR|58aASPD|6FEWX|7CGEN|9aVULN|aBPWR
77	22136 11161	   	184.90	ACR|2VULN|2DMG|1AART|3ASPD	1aDMG|2TLV|3AART|4RCR|58aASPD|6DUST|7CGEN|9aVULN|aBPWR
78	22142 12162	   	184.86	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	14DMG|24TLV|3AART|4BPWR|5ASPD|6RCR|7ZMB|8DMSP|9aVULN
79	32126 33653	   	184.85	DCR|3VULN|3ZMB|1AART|1CDMG	149ZMB|2RMIN|3AART|589VULN|69MLV|7RCR|9BPWR|aCDMG
80	31126 33653	   	184.75	DCR|3VULN|3ZMB|1AART|1CDMG	149ZMB|2NUKE|3AART|589VULN|69MLV|7RCR|9BPWR|aCDMG
81	32122 43616	   	184.65	DCR|3VULN|3ZMB|1AART|2ASPD	149ZMB|2RMIN|3AART|5aASPD|68aVULN|7RCR|aBPWR
82	26131 53143	   	184.53	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	18DMG|2RMIN|3AART|4RCR|5CDMG|68CGEN|78DUR|8BPWR|9VULN|aZMB
83	26131 23143	   	184.33	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	18DMG|2RMIN|3AART|4RCR|5CDMG|68ERES|78DUR|8BPWR|9VULN|aZMB
84	42321 32366	 * 	183.81	DCR|3DMG|2VULN|1AART|1DUR	1aFEWX|2DUR|37aDMG|4LHND|5AART|6LWND|8RCR|9aVULN|aBPWR
85	42321 12366	   	183.71	DCR|3DMG|2VULN|1AART|1DUR	1aFEWX|2DUR|37aDMG|4LHND|5AART|6DUST|8RCR|9aVULN|aBPWR
86	26131 16341	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2RMIN|3AART|4RCR|5CDMG|679VULN|8ASPD|aLWND
87	26131 16342	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2RMIN|3AART|4RCR|5CDMG|679VULN|8ASPD|aLHND
88	26131 16431	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2RMIN|3AART|4RCR|5CDMG|67aVULN|8DUR|9BEXP
89	22131 16431	   	183.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2TLV|3AART|4RCR|5CDMG|67aVULN|8DUR|9BEXP
90	22131 16451	   	183.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2TLV|3AART|4RCR|5CDMG|67aVULN|8DUR|9FEWX
91	22131 16461	   	183.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2TLV|3AART|4RCR|5CDMG|67aVULN|8DUR|9LEGI
92	22134 63115	   	182.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	19DMG|2TLV|3AART|4RCR|5BEXP|68VULN|7DUR|aZMB
93	26133 63115	   	182.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	19DMG|2RMIN|3AART|4RCR|5DUST|68VULN|7DUR|aZMB
94	22135 63115	   	182.77	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	19DMG|2TLV|3AART|4RCR|5DUST|68VULN|7DUR|aZMB
95	32112 12162	   	182.67	DCR|2AART|2VULN|1DMG|2ZMB|1ASPD	17ZMB|2RMIN|34AART|5ASPD|6RCR|8DMG|9aVULN
96	52113 13316	   	182.58	ACR|2DMG|2AART|1VULN|2ASPD|1DUR	1RMIN|2RCR|3aLWND|4aASPD|5VULN|68AART|7DUR|9aDMG|aBPWR
97	31112 12162	   	182.57	DCR|2AART|2VULN|1DMG|2ZMB|1ASPD	17ZMB|2NUKE|34AART|5ASPD|6RCR|8DMG|9aVULN
98	35112 12162	   	182.57	DCR|2AART|2VULN|1DMG|2ZMB|1ASPD	17ZMB|2TLV|34AART|5ASPD|6RCR|8DMG|9aVULN
99	26132 61411	   	182.49	ACR|3VULN|2DMG|1AART	18DMG|2RMIN|3AART|4RCR|5RPLT|68aVULN|78CGEN|8BPWR|9RCVC
100	21212 66128	   	182.32	DCR|3DMG|2VULN|1AART|1SELL	149DMG|2SELL|3AART|5aVULN|6RCR|7MBVNT|8LWND
101	21212 66428	   	182.32	DCR|3DMG|2VULN|1AART|1SELL	149DMG|2SELL|3AART|5aVULN|6RCR|7MBVNT|8LHND
102	21212 62332	   	182.02	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	14DMG|2SELL|3AART|5aVULN|6RCR|7CDMG|8FEWX|9RCVC
103	21212 62532	   	181.92	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	14DMG|2SELL|3AART|5aVULN|6RCR|7CDMG|8DUST|9RCVC
104	45324 12221	   	181.89	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|25aVULN|3LWND|4RCR|6AART|7CDMG|8ASPD|9DMG
105	23341 66313	   	181.83	ACR|3DMG|2VULN|1AART|1ASPD	167DMG|2LIT|37VULN|47aFEWX|5RCR|7BPWR|8ASPD|9AART
106	23341 66312	   	181.73	ACR|3DMG|2VULN|1AART|1ASPD	167DMG|2LIT|37VULN|47FEWX|5RCR|7BPWR|8ASPD|9AART|aDUST
107	22131 16516	   	181.66	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2TLV|3AART|4RCR|5CDMG|67VULN|8aRCVC
108	32112 14163	   	181.49	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1ZMB|2RMIN|34AART|57ASPD|6RCR|8DMG|9VULN|aCDMG
109	22112 16631	   	181.46	DCR|2AART|2DMG|1VULN|2ASPD|1DUR	1aDMG|2TLV|34AART|5aASPD|6RCR|7DUR|8VULN|9aMLV|aBPWR
110	22112 14563	   	181.39	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1DMG|2TLV|34AART|57ASPD|6RCR|8ZMB|9VULN|aCDMG
111	31112 14163	   	181.39	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1ZMB|2NUKE|34AART|57ASPD|6RCR|8DMG|9VULN|aCDMG
112	35112 14163	   	181.39	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1ZMB|2TLV|34AART|57ASPD|6RCR|8DMG|9VULN|aCDMG
113	21212 62243	 * 	181.38	DCR|2DMG|1AART|1VULN|2CDMG|2DUR|1SELL	14DMG|2SELL|3AART|5VULN|6RCR|7aCDMG|89DUR
114	13131 13554	 * 	181.29	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1ASPD	1aTLV|2ASPD|3AART|4RCR|5aCDMG|6VULN|7BELT|8DUR|9aDMG|aBPWR
115	13422 52361	   	181.26	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1TLV|2ASPD|38DMG|4RPLT|5ZMB|6RCR|7aVULN|9AART
116	22422 52361	   	181.26	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	18DMG|2TLV|3ASPD|4RPLT|5ZMB|6RCR|7aVULN|9AART
117	21212 62116	   	181.22	DCR|2AART|2DMG|1VULN|1CDMG|1DUR|1SELL	14DMG|2SELL|38AART|5VULN|6RCR|7CDMG|9LHND|aDUR
118	21212 62131	   	181.22	DCR|2AART|2DMG|1VULN|1CDMG|1DUR|1SELL	14DMG|2SELL|38AART|5VULN|6RCR|7CDMG|9DUR|aRPLT
119	21212 62211	   	181.22	DCR|2AART|2DMG|1VULN|1CDMG|1DUR|1SELL	14DMG|2SELL|39AART|5VULN|6RCR|7CDMG|8DUR|aRPLT
120	21212 62316	   	181.22	DCR|2AART|2DMG|1VULN|1CDMG|1DUR|1SELL	14DMG|2SELL|39AART|5VULN|6RCR|7CDMG|8FEWX|aDUR
121	21216 62132	   	181.22	DCR|2AART|2DMG|1VULN|1CDMG|1DUR|1SELL	14DMG|2SELL|38AART|5LWND|6RCR|7CDMG|9DUR|aVULN
122	21216 62212	   	181.22	DCR|2AART|2DMG|1VULN|1CDMG|1DUR|1SELL	14DMG|2SELL|39AART|5LWND|6RCR|7CDMG|8DUR|aVULN
123	42423 32112	   	181.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1FEWX|2DUR|38VULN|4RCR|5ZMB|6AART|79DMG|aLIT
124	42423 32114	   	181.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1FEWX|2DUR|38VULN|4RCR|5ZMB|6AART|79DMG|aLWND
125	42423 32116	   	181.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1FEWX|2DUR|38VULN|4RCR|5ZMB|6AART|79DMG|aLHND
126	21212 62135	   	181.12	DCR|2AART|2DMG|1VULN|1CDMG|1DUR|1SELL	14DMG|2SELL|38AART|5VULN|6RCR|7CDMG|9DUR|aTLV
127	21212 62215	   	181.12	DCR|2AART|2DMG|1VULN|1CDMG|1DUR|1SELL	14DMG|2SELL|39AART|5VULN|6RCR|7CDMG|8DUR|aTLV
128	21212 62516	   	181.12	DCR|2AART|2DMG|1VULN|1CDMG|1DUR|1SELL	14DMG|2SELL|39AART|5VULN|6RCR|7CDMG|8DUST|aDUR
129	42423 32111	   	181.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1FEWX|2DUR|38VULN|4RCR|5ZMB|6AART|79DMG|aAIRHEL
130	22142 12163	   	180.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	14DMG|24TLV|3AART|4BPWR|5ASPD|6RCR|7ZMB|8DMSP|9VULN|aCDMG
131	26132 61422	   	180.89	ACR|3DMG|2VULN|1AART	189DMG|2RMIN|3AART|4RCR|5RPLT|68VULN|78CGEN|8BPWR|aLWND
132	26132 61423	   	180.89	ACR|3DMG|2VULN|1AART	189DMG|2RMIN|3AART|4RCR|5RPLT|68VULN|78CGEN|8BPWR|aLIT
133	13131 16513	   	180.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3AART|4RCR|5CDMG|67VULN|8RCVC|9DMG|aZMB
134	22142 14212	   	180.82	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB|1DUR	14DMG|24TLV|3AART|4BPWR|57ASPD|6RCR|8DUR|9ZMB|aVULN
135	26132 61421	   	180.79	ACR|3DMG|2VULN|1AART	189DMG|2RMIN|3AART|4RCR|5RPLT|68VULN|78CGEN|8BPWR|aERES
136	21212 62265	   	180.77	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR|1SELL	14DMG|2SELL|3AART|5VULN|6RCR|7CDMG|8DUR|9LHND|aZMB
137	21212 62345	   	180.77	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR|1SELL	14DMG|2SELL|3AART|5VULN|6RCR|7CDMG|8FEWX|9DUR|aZMB
138	26422 52321	   	180.76	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	18DMG|2RMIN|3ASPD|4RPLT|5ZMB|6RCR|79VULN|aAART
139	31122 12231	 * 	180.71	DCR|3ZMB|1AART|1VULN|1DMG|1CDMG|1ASPD	147ZMB|2NUKE|3AART|5ASPD|6RCR|8DMG|9CDMG|aVULN
140	32112 43226	 * 	180.69	DCR|3AART|2VULN|1DMG|1ZMB|1ASPD	1ZMB|2RMIN|348AART|5ASPD|69VULN|7RCR|aDMG
141	13422 52321	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1TLV|2ASPD|38DMG|4RPLT|5ZMB|6RCR|79VULN|aAART
142	22422 52321	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	18DMG|2TLV|3ASPD|4RPLT|5ZMB|6RCR|79VULN|aAART
143	24252 52321	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	18DMG|2RPLT|3ERES|4ASPD|5ZMB|6RCR|79VULN|aAART
144	32126 33253	   	180.65	DCR|2AART|2VULN|3ZMB|1CDMG	149ZMB|2RMIN|38AART|59VULN|69MLV|7RCR|9BPWR|aCDMG
145	26131 16313	   	180.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DMG|2RMIN|3AART|4RCR|5CDMG|67VULN|8ASPD|9RCVC|aZMB
146	22124 12166	   	180.64	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	18DMG|2TLV|3AART|47ZMB|5RCVC|6RCR|9CDMG|aVULN
147	21212 62113	 * 	180.59	DCR|2AART|2DMG|1VULN|2CDMG|1SELL	14DMG|2SELL|38AART|5VULN|6RCR|7aCDMG|9LHND
148	21212 62313	 * 	180.59	DCR|2AART|2DMG|1VULN|2CDMG|1SELL	14DMG|2SELL|39AART|5VULN|6RCR|7aCDMG|8FEWX
149	31126 33253	   	180.55	DCR|2AART|2VULN|3ZMB|1CDMG	149ZMB|2NUKE|38AART|59VULN|69MLV|7RCR|9BPWR|aCDMG
150	21234 13626	   	180.52	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1aDMG|2SELL|3AART|4RMIN|5CDMG|6RCR|7LEGI|8aVULN|9aFEWX|aBPWR
151	21234 13636	   	180.52	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1aDMG|2SELL|3AART|4RMIN|5CDMG|6RCR|7LEGI|8aVULN|9aBEXP|aBPWR
152	21212 62513	 * 	180.49	DCR|2AART|2DMG|1VULN|2CDMG|1SELL	14DMG|2SELL|39AART|5VULN|6RCR|7aCDMG|8DUST
153	26131 14226	   	180.49	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2RMIN|3AART|4RCR|5CDMG|6aVULN|7RPLT|8aLHND|9RCVC|aBPWR
154	22131 16511	   	180.49	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2TLV|3AART|4RCR|5CDMG|67VULN|8RCVC|aFEWX
155	22131 16514	   	180.49	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2TLV|3AART|4RCR|5CDMG|67VULN|8RCVC|aLIT
156	22131 16515	   	180.49	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2TLV|3AART|4RCR|5CDMG|67VULN|8RCVC|aBEXP
157	22131 16522	   	180.49	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2TLV|3AART|4RCR|5CDMG|67VULN|8RCVC|9LIT
158	26122 35126	   	180.47	DCR|2AART|2DMG|1VULN|2ZMB|1DUR	1aDMG|2RMIN|38AART|4aZMB|5VULN|6DUR|7RCR|9aFEWX|aBPWR
159	26122 35136	   	180.47	DCR|2AART|2DMG|1VULN|2ZMB|1DUR	1aDMG|2RMIN|38AART|4aZMB|5VULN|6DUR|7RCR|9aBEXP|aBPWR
160	13122 63254	   	180.47	DCR|2AART|2VULN|2ZMB|2ASPD|1CDMG	19TLV|26ASPD|38AART|49ZMB|59VULN|7RCR|9BPWR|aCDMG
161	35122 43252	   	180.45	DCR|2AART|2VULN|3ZMB|2ASPD	149ZMB|2TLV|38AART|59ASPD|69VULN|7RCR|9BPWR|aFEWX
