0	Index      	 *	Score 	Summary	Detail	
1	52631 32115	 * 	200.88	ACR|3VULN|2DMG|1AART|2ZMB|1ASPD	1aZMB|2AART|3aDMG|4ASPD|5RCR|6LWND|7RMIN|89aVULN|aBPWR
41	52534 23221	 * 	182.57	DCR|2VULN|2DMG|1AART|2ZMB	15ZMB|2AART|3DMSP|45DMG|5BPWR|6RCR|7FEWX|8aVULN|9MLV
42	22352 33356	 * 	182.39	DCR|5VULN|2DMG	13aLHND|2348aVULN|3aBPWR|5FEWX|6RCR|7TLV|9aDMG
43	22363 33356	   	182.39	DCR|5VULN|2DMG	13aLHND|2358aVULN|3aBPWR|4BEXP|6RCR|7TLV|9aDMG
44	34223 61521	   	182.31	DCR|3VULN|2DMG|1AART|1ASPD	1RMIN|26aVULN|3AART|4DUST|58DMG|7ASPD|9RCR
45	22351 61323	   	182.02	DCR|4VULN|1AART|1DMG|1DUR	13LHND|2345VULN|3BPWR|6AART|7RCR|8RPLT|9DMG|aDUR
46	52631 15213	 * 	181.97	ACR|2AART|2DMG|1VULN|1ZMB|1DUR|1ASPD	1ZMB|27AART|3aDMG|4ASPD|5RCR|6CGEN|8VULN|9DUR
47	22351 26521	 * 	181.91	DCR|5VULN|1AART|1DMG	13LHND|2345aVULN|3BPWR|6LWND|7DMG|8AART|9RCR
48	52631 25213	   	181.87	ACR|2AART|2DMG|1VULN|1ZMB|1DUR|1ASPD	1ZMB|27AART|3aDMG|4ASPD|5RCR|6TLV|8VULN|9DUR
49	61311 26136	 * 	181.76	ACR|2VULN|2DMG|3ZMB|1DUR	1RCVC|2RCR|38TLV|47DMG|58VULN|68aZMB|8BPWR|9DUR
50	61311 26141	   	181.76	ACR|2VULN|2DMG|3ZMB|1ASPD	1RCVC|2RCR|38TLV|47DMG|58VULN|689ZMB|8BPWR|aASPD
51	61311 26143	   	181.76	ACR|2VULN|2DMG|3ZMB|1DUR	1RCVC|2RCR|38TLV|47DMG|58VULN|689ZMB|8BPWR|aDUR
52	64362 12122	   	181.65	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|2AART|39DUR|49DMG|5LWND|6CGEN|7RCR|89VULN|9BPWR|aRMIN
53	64362 12121	   	181.55	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|2AART|39DUR|49DMG|5LWND|6CGEN|7RCR|89VULN|9BPWR|aERES
54	64362 22122	   	181.55	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|2AART|39DUR|49DMG|5LWND|6TLV|7RCR|89VULN|9BPWR|aRMIN
55	64363 12122	   	181.55	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|2AART|39DUR|49DMG|5DUST|6CGEN|7RCR|89VULN|9BPWR|aRMIN
56	22351 61216	 * 	181.50	DCR|5VULN|1AART|1FLTHEA	13LHND|23458VULN|3BPWR|6AART|7RCR|9BEXP|aFLTHEA
57	64362 22121	   	181.45	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|2AART|39DUR|49DMG|5LWND|6TLV|7RCR|89VULN|9BPWR|aERES
58	64363 12121	   	181.45	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|2AART|39DUR|49DMG|5DUST|6CGEN|7RCR|89VULN|9BPWR|aERES
59	64363 22122	   	181.45	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|2AART|39DUR|49DMG|5DUST|6TLV|7RCR|89VULN|9BPWR|aRMIN
60	64363 22121	   	181.35	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|2AART|39DUR|49DMG|5DUST|6TLV|7RCR|89VULN|9BPWR|aERES
61	52631 14122	   	181.19	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD|1DUR	19ZMB|2AART|3DMG|49ASPD|5RCR|6CGEN|7DUR|89VULN|9BPWR|aRMIN
62	52631 33126	   	181.19	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD|1DUR	19ZMB|2AART|3DMG|49ASPD|5RCR|6LWND|7CGEN|89VULN|9BPWR|aDUR
63	52631 13213	   	181.19	ACR|2DMG|1AART|1VULN|2ZMB|2ASPD|1DUR	17ZMB|2AART|3aDMG|47ASPD|5RCR|67CGEN|7BPWR|8VULN|9DUR
64	52631 33113	   	181.17	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ZMB|2AART|3aDMG|4ASPD|5RCR|6LWND|7CGEN|89VULN
65	52631 53133	   	181.17	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ZMB|2AART|3aDMG|4ASPD|5RCR|68VULN|7CGEN|9BEXP
66	52631 14121	   	181.09	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD|1DUR	19ZMB|2AART|3DMG|49ASPD|5RCR|6CGEN|7DUR|89VULN|9BPWR|aERES
67	52631 24122	   	181.09	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD|1DUR	19ZMB|2AART|3DMG|49ASPD|5RCR|6TLV|7DUR|89VULN|9BPWR|aRMIN
68	52631 23213	   	180.99	ACR|2DMG|1AART|1VULN|2ZMB|2ASPD|1DUR	17ZMB|2AART|3aDMG|47ASPD|5RCR|67TLV|7BPWR|8VULN|9DUR
69	52631 24121	   	180.99	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD|1DUR	19ZMB|2AART|3DMG|49ASPD|5RCR|6TLV|7DUR|89VULN|9BPWR|aERES
70	61251 51223	   	180.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCVC|2RCR|3LHND|48VULN|5AART|6aDUR|7CDMG|9DMG
71	64112 13251	   	180.89	ACR|2VULN|2DMG|1AART|1CDMG	1RCVC|2AART|3LIT|4MLV|5RCR|6CDMG|78DMG|9aVULN
72	64232 13251	   	180.79	ACR|2VULN|2DMG|1AART|1CDMG	1RCVC|2AART|3ERES|4LIT|5RCR|6CDMG|78DMG|9aVULN
73	34213 12433	 * 	180.62	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1RMIN|2VULN|3AART|4DUR|569DMG|7RCR|8CGEN|aZMB
74	12224 33356	   	180.47	DCR|4VULN|2DMG|1ZMB	1aLWND|258aVULN|3ZMB|4RMIN|6RCR|7TLV|9aDMG|aBPWR
75	34223 12121	   	180.17	DCR|3VULN|2DMG|1AART	1RMIN|28aVULN|3AART|4DUST|56DMG|7RCR|9MLV
76	34223 12161	   	180.17	DCR|3VULN|2DMG|1AART	1RMIN|289VULN|3AART|4DUST|56DMG|7RCR|aBEXP
77	34223 12162	   	180.17	DCR|3VULN|2DMG|1AART	1RMIN|289VULN|3AART|4DUST|56DMG|7RCR|aLIT
78	34223 12165	   	180.17	DCR|3VULN|2DMG|1AART	1RMIN|289VULN|3AART|4DUST|56DMG|7RCR|aLWND
79	34223 62431	   	180.17	DCR|3VULN|2DMG|1AART	1RMIN|26aVULN|3AART|4DUST|59DMG|7RCR|8CGEN
80	34223 12164	   	180.07	DCR|3VULN|2DMG|1AART	1RMIN|289VULN|3AART|4aDUST|56DMG|7RCR
81	61251 31125	 * 	180.05	ACR|2AART|2DMG|1VULN|1CDMG	1RCVC|2RCR|3LHND|4VULN|58AART|6DUST|7CDMG|9aDMG
82	34213 12263	   	179.92	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1RMIN|2VULN|3AART|4DUR|56DMG|7RCR|8FLTHEA|9ZMB|aRCVC
83	34213 12254	   	179.85	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR|1ASPD	1RMIN|2VULN|3AART|49DUR|56DMG|7RCR|8FLTHEA|aASPD
84	52631 52121	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2AART|3DMG|4ASPD|5RCR|68aVULN|7RMIN|9MLV
85	52631 53121	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2AART|3DMG|4ASPD|5RCR|68aVULN|7CGEN|9MLV
86	52434 11311	 * 	179.14	DCR|3DMG|3ZMB|1AART|2DUR	135ZMB|2AART|35BPWR|456DMG|78DUR|9RCR|aCGEN
87	52434 11312	   	179.14	DCR|3DMG|3ZMB|1AART|2DUR	135ZMB|2AART|35BPWR|456DMG|78DUR|9RCR|aBEXP
88	52434 11313	   	179.14	DCR|3DMG|3ZMB|1AART|2DUR	135ZMB|2AART|35BPWR|456DMG|78DUR|9RCR|aLIT
89	34213 12212	   	179.06	DCR|2AART|2DMG|1VULN|1FLTHEA|1DUR	1RMIN|2VULN|39AART|4DUR|56DMG|7RCR|8FLTHEA|aLIT
90	34213 12213	   	179.06	DCR|2AART|2DMG|1VULN|1FLTHEA|1DUR	1RMIN|2VULN|39AART|4DUR|56DMG|7RCR|8FLTHEA|aLHND
91	34213 12215	   	179.06	DCR|2AART|2DMG|1VULN|1FLTHEA|1DUR	1RMIN|2VULN|39AART|4DUR|56DMG|7RCR|8FLTHEA|aDMSP
92	34213 12216	   	179.06	DCR|2AART|2DMG|1VULN|1FLTHEA|1DUR	1aRMIN|2VULN|39AART|4DUR|56DMG|7RCR|8FLTHEA
93	34213 12553	 * 	179.06	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1RMIN|2VULN|39AART|4DUR|56DMG|7RCR|8BEXP|aCDMG
94	32213 12153	   	179.06	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1RMIN|2LHND|39AART|4DUR|56DMG|7RCR|8VULN|aCDMG
95	31163 62252	 * 	179.01	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1RMIN|2RCR|3FEWX|47CDMG|56VULN|8DMG|9ZMB|aAART
96	31263 62252	   	179.01	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1RMIN|2RCR|3BEXP|47CDMG|56VULN|8DMG|9ZMB|aAART
97	34213 51521	   	178.98	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1RMIN|2aVULN|3AART|46DUR|58DMG|7ASPD|9RCR
98	34213 11621	   	178.98	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1RMIN|2aVULN|3AART|48DUR|56DMG|7ASPD|9RCR
99	34223 12214	   	178.96	DCR|2AART|2DMG|1VULN|1FLTHEA|1ASPD	1RMIN|2VULN|39AART|4DUST|56DMG|7RCR|8FLTHEA|aASPD
100	34223 62214	 * 	178.96	DCR|2AART|2VULN|1DMG|1FLTHEA|1ASPD	1RMIN|26VULN|39AART|4DUST|5DMG|7RCR|8FLTHEA|aASPD
101	52534 23213	   	178.86	DCR|2DMG|1AART|1VULN|2ZMB|1DUR|1ASPD	15ZMB|2AART|3DMSP|45DMG|5BPWR|6RCR|7FEWX|8VULN|9DUR|aASPD
102	22351 61226	   	178.85	DCR|5VULN|1AART|1ZMB	139LHND|23458VULN|3BPWR|6AART|7RCR|aZMB
103	22351 61234	   	178.85	DCR|5VULN|1AART|1ZMB	13LHND|23458VULN|3BPWR|6AART|7RCR|9CGEN|aZMB
104	34213 12261	   	178.62	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1RMIN|2VULN|3AART|4DUR|56DMG|7RCR|8FLTHEA|9ZMB|aLHND
105	34213 12262	   	178.62	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1RMIN|2VULN|3AART|4DUR|56DMG|7RCR|8FLTHEA|9ZMB|aMLV
106	34213 12264	   	178.62	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1RMIN|2VULN|3AART|4DUR|56DMG|7RCR|8FLTHEA|9ZMB|aLWND
107	62234 33221	 * 	178.53	DCR|3DMG|1AART|1VULN|1CDMG	1RCVC|2LWND|3CDMG|4CGEN|59aDMG|6AART|7RCR|8VULN
108	34213 12266	   	178.52	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1RMIN|2VULN|3AART|4DUR|56DMG|7RCR|8FLTHEA|9ZMB|aLSRREG
109	32223 12113	   	178.16	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|2LHND|3AART|4DUST|56DMG|7RCR|89VULN|aCDMG
110	34223 12133	   	178.16	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|28VULN|3AART|4DUST|56DMG|7RCR|9BEXP|aCDMG
111	34223 12141	   	178.16	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|28VULN|3AART|4DUST|56DMG|7RCR|9BELT|aCDMG
112	34223 12266	 * 	178.16	DCR|2VULN|2DMG|1AART|1FLTHEA	1RMIN|2aVULN|3AART|4DUST|56DMG|7RCR|8FLTHEA|9LIT
113	34223 12513	   	178.16	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|29VULN|3AART|4DUST|56DMG|7RCR|8FEWX|aCDMG
114	34213 12116	   	178.15	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|28VULN|3AART|49DUR|56DMG|7RCR|aRCVC
115	61311 26111	   	178.12	ACR|3VULN|2DMG|2ZMB	1aRCVC|2RCR|38TLV|47DMG|589VULN|68ZMB|8BPWR
116	61311 16326	 * 	177.54	ACR|3VULN|3DMG	1RCVC|2RCR|36aTLV|479DMG|58aVULN|aBPWR
117	31212 34334	   	177.28	ACR|2VULN|2DMG|1AART|1ASPD	1RMIN|2RCR|39BEXP|4SNIHEL|59VULN|6AART|7RCVC|89DMG|9BPWR|aASPD
118	52631 13214	   	177.25	ACR|1AART|1DMG|1VULN|2ZMB|2ASPD|1CDMG|1DUR	17ZMB|2AART|3DMG|47ASPD|5RCR|67CGEN|7BPWR|8VULN|9DUR|aCDMG
119	52631 32113	   	177.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2AART|3DMG|4ASPD|5RCR|6LWND|7RMIN|89VULN|aCDMG
120	52631 33114	   	177.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2AART|3DMG|4ASPD|5RCR|6LWND|7CGEN|89VULN|aCDMG
121	52631 52133	   	177.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2AART|3DMG|4ASPD|5RCR|68VULN|7RMIN|9BEXP|aCDMG
122	52631 11213	   	177.14	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB|1DUR	1ZMB|2AART|3aDMG|47ASPD|5RCR|6CGEN|8VULN|9DUR
123	52631 23214	   	177.05	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|2ASPD|1DUR	17ZMB|2AART|3DMG|47ASPD|5RCR|67TLV|7BPWR|8VULN|9DUR|aCDMG
124	52631 21213	   	177.04	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB|1DUR	1ZMB|2AART|3aDMG|47ASPD|5RCR|6TLV|8VULN|9DUR
125	61311 26112	   	176.94	ACR|3VULN|2DMG|2ZMB	1RCVC|2RCR|38TLV|47DMG|589VULN|68ZMB|8BPWR|aCGEN
126	61311 26113	   	176.94	ACR|3VULN|2DMG|2ZMB	1RCVC|2RCR|38TLV|47DMG|589VULN|68ZMB|8BPWR|aRPLT
127	61311 26122	   	176.94	ACR|3VULN|2DMG|2ZMB	1RCVC|2RCR|38TLV|47DMG|58aVULN|68ZMB|8BPWR|9RMIN
128	34213 52431	   	176.85	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2aVULN|3AART|46DUR|59DMG|7RCR|8CGEN
129	34213 12111	   	176.85	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|28VULN|3AART|49DUR|56DMG|7RCR|aBEXP
130	34213 12112	   	176.85	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|28VULN|3AART|49DUR|56DMG|7RCR|aLIT
131	34213 12115	   	176.85	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|28VULN|3AART|49DUR|56DMG|7RCR|aLWND
132	34213 12114	   	176.75	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|28VULN|3AART|49DUR|56DMG|7RCR|aDUST
133	34223 62121	   	176.68	DCR|4VULN|1AART|1DMG	1RMIN|268aVULN|3AART|4DUST|5DMG|7RCR|9MLV
134	34223 62161	   	176.68	DCR|4VULN|1AART|1DMG	1RMIN|2689VULN|3AART|4DUST|5DMG|7RCR|aBEXP
135	34223 62162	   	176.68	DCR|4VULN|1AART|1DMG	1RMIN|2689VULN|3AART|4DUST|5DMG|7RCR|aLIT
136	52133 62216	 * 	176.66	DCR|3VULN|2AART|2ZMB|1DUR	18ZMB|2aAART|3BEXP|48CGEN|568VULN|7RCR|8BPWR|9DUR
137	52333 62216	   	176.66	DCR|3VULN|2AART|2ZMB|1DUR	18ZMB|2aAART|3LHND|48CGEN|568VULN|7RCR|8BPWR|9DUR
138	11344 33261	   	176.36	DCR|2VULN|2DMG|1AART|1CDMG	13LWND|23ERES|3BPWR|4CDMG|5aDMG|6AART|7RCR|89VULN
139	64531 32122	   	176.36	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|2AART|39CGEN|49DMG|5LHND|6DUR|7RCR|89VULN|9BPWR|aRMIN
140	64531 12123	   	176.36	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|2AART|39CGEN|49DMG|5LHND|6FEWX|7RCR|89VULN|9BPWR|aASPD
141	64531 32121	   	176.26	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|2AART|39CGEN|49DMG|5LHND|6DUR|7RCR|89VULN|9BPWR|aERES
142	34223 12265	 * 	176.23	DCR|3DMG|1AART|1VULN|1FLTHEA	1RMIN|2VULN|3AART|4DUST|56aDMG|7RCR|8FLTHEA|9LIT
143	34223 62133	   	176.23	DCR|3VULN|1AART|1DMG|1CDMG	1RMIN|268VULN|3AART|4DUST|5DMG|7RCR|9BEXP|aCDMG
144	34223 62141	   	176.23	DCR|3VULN|1AART|1DMG|1CDMG	1RMIN|268VULN|3AART|4DUST|5DMG|7RCR|9BELT|aCDMG
145	34223 62513	   	176.23	DCR|3VULN|1AART|1DMG|1CDMG	1RMIN|269VULN|3AART|4DUST|5DMG|7RCR|8FEWX|aCDMG
146	34213 61521	   	176.20	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1RMIN|2aVULN|3AART|4DUR|58DMG|6RCVC|7ASPD|9RCR
147	53233 62216	   	176.06	DCR|3VULN|2AART|2ZMB|1DUR	18ZMB|2LHND|3aAART|48CGEN|568VULN|7RCR|8BPWR|9DUR
148	31163 62132	 * 	176.03	ACR|3VULN|1AART|2CDMG|2DUR	1RMIN|2RCR|39FEWX|47CDMG|569VULN|89DUR|9BPWR|aAART
149	31263 62132	   	176.03	ACR|3VULN|1AART|2CDMG|2DUR	1RMIN|2RCR|39BEXP|47CDMG|569VULN|89DUR|9BPWR|aAART
150	22351 24523	   	176.02	DCR|4VULN|1AART|1DMG|1ASPD	13LHND|2345VULN|3BPWR|6LWND|7ASPD|8AART|9RCR|aDMG
151	22351 26523	   	176.02	DCR|4VULN|1AART|1DMG|1ASPD	13LHND|2345VULN|3BPWR|6LWND|7DMG|8AART|9RCR|aASPD
152	32223 12116	   	175.96	DCR|2AART|2VULN|2DMG	1RMIN|2LHND|3aAART|4DUST|56DMG|7RCR|89VULN
153	34213 15112	   	175.80	DCR|2AART|2VULN|2DMG|1DUR	1RMIN|29VULN|37AART|4DUR|56DMG|8LIT|aRCR
154	34213 15232	   	175.80	DCR|2AART|2VULN|2DMG|1DUR	1RMIN|28VULN|37AART|4DUR|56DMG|9LIT|aRCR
155	61251 12613	   	175.64	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2RCR|3LHND|49VULN|5AART|6DMG|7RMIN|8DUR|aCDMG
156	61251 12113	   	175.64	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2RCR|3LHND|48VULN|5AART|6DMG|7RMIN|9DUR|aCDMG
157	61251 21423	   	175.64	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2RCR|3LHND|48VULN|5AART|6LWND|7CDMG|9DMG|aDUR
158	61251 51221	   	175.64	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2RCR|3LHND|48VULN|5AART|6DUR|7CDMG|9DMG|aDMSP
159	61251 51222	   	175.64	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2RCR|3LHND|48VULN|5AART|6DUR|7CDMG|9DMG|aBEXP
160	54223 22125	 * 	175.61	DCR|2VULN|3ZMB|1AART|1DMG	169ZMB|29FEWX|3AART|4DUST|56CGEN|69BPWR|7RCR|89VULN|aDMG
161	61251 31223	   	175.54	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2RCR|3LHND|48VULN|5AART|6DUST|7CDMG|9DMG|aDUR
162	34223 63521	   	175.37	DCR|3VULN|2DMG|1AART	1RMIN|26aVULN|3AART|4DUST|58DMG|7CGEN|9RCR
