0	Index      	 *	Score 	Summary	Detail	
1	53321 21516	 * 	199.89	DCR|3VULN|3ZMB|1AART|1CDMG|2DUR	189ZMB|2CDMG|3RCVC|4AART|59aVULN|69DUR|7RCR|9BPWR
34	53321 21513	   	184.24	DCR|2VULN|3ZMB|1AART|1CDMG|2DUR	189ZMB|2CDMG|3RCVC|4AART|59VULN|69DUR|7RCR|9BPWR|aCGEN
35	23234 63112	 * 	184.19	ACR|3DMG|2VULN|3FLTHEA	1RMIN|2RCR|379ERES|49aDMG|5FEWX|6aVULN|89aFLTHEA|9aBPWR
36	53321 21512	   	184.14	DCR|2VULN|3ZMB|1AART|1CDMG|2DUR	189ZMB|2CDMG|3RCVC|4AART|59VULN|69DUR|7RCR|9BPWR|aTLV
37	53321 21514	   	184.14	DCR|2VULN|3ZMB|1AART|1CDMG|2DUR	189ZMB|2CDMG|3RCVC|4AART|59VULN|69DUR|7RCR|9BPWR|aLEGI
38	53321 21515	   	184.14	DCR|2VULN|3ZMB|1AART|1CDMG|2DUR	189ZMB|2CDMG|3RCVC|4AART|59VULN|69DUR|7RCR|9BPWR|aLSRREG
39	44223 24363	 * 	182.33	DCR|3DMG|1AART|1VULN|1CDMG|1ZMB	1LEGI|2CDMG|3AART|4MBVNT|5VULN|6ZMB|78aDMG|9RCR
40	23168 26424	 * 	182.15	ACR|3VULN|1AART|1DMG|1CDMG	1RMIN|2RCR|3MBVNT|4RCVC|5CDMG|69aVULN|7AART|8DMG
41	53321 21612	   	182.15	DCR|2AART|2VULN|2ZMB|1CDMG|2DUR	19ZMB|2CDMG|3RCVC|48AART|59VULN|69DUR|7RCR|9BPWR|aDMSP
42	53321 21616	   	182.15	DCR|2AART|2VULN|2ZMB|1CDMG|2DUR	19ZMB|2CDMG|3RCVC|48AART|59VULN|69DUR|7RCR|9BPWR|aBEXP
43	53321 21611	   	182.05	DCR|2AART|2VULN|2ZMB|1CDMG|2DUR	19ZMB|2CDMG|3RCVC|48AART|59VULN|69DUR|7RCR|9BPWR|aDUST
44	53321 21615	   	182.05	DCR|2AART|2VULN|2ZMB|1CDMG|2DUR	19ZMB|2CDMG|3RCVC|48AART|59VULN|69DUR|7RCR|9BPWR|aERES
45	23122 65135	   	181.29	ACR|3VULN|2DMG|1AART	1RMIN|2RCR|3MBVNT|478VULN|57DMG|67BEXP|7BPWR|9TLV|aAART
46	23122 25175	   	181.19	ACR|3VULN|2DMG|1AART	1RMIN|2RCR|3MBVNT|478VULN|57DMG|67DUST|7BPWR|9MLV|aAART
47	23122 25135	   	181.09	ACR|3VULN|2DMG|1AART	1RMIN|2RCR|3MBVNT|478VULN|57DMG|67DUST|7BPWR|9TLV|aAART
48	23121 36873	   	180.98	ACR|2VULN|2DMG|1AART|1CDMG	1RMIN|2RCR|3MBVNT|48VULN|5LWND|6CDMG|7AART|9aDMG
49	23124 32873	   	180.98	ACR|2VULN|2DMG|1AART|1CDMG	1RMIN|2RCR|3MBVNT|48VULN|5BEXP|6CDMG|7AART|9aDMG
50	44231 12335	 * 	180.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LEGI|2CDMG|3AART|4ZMB|5aVULN|6RCR|7RMIN|8DMG|9DUR
51	53621 21511	   	180.83	DCR|2VULN|3ZMB|1AART|1CDMG|2DUR	189ZMB|2CDMG|3DMSP|4AART|59VULN|69DUR|7RCR|9BPWR|aBEXP
52	53621 21513	   	180.83	DCR|2VULN|3ZMB|1AART|1CDMG|2DUR	189ZMB|2CDMG|3DMSP|4AART|59VULN|69DUR|7RCR|9BPWR|aCGEN
53	23122 65124	   	180.78	ACR|3VULN|3DMG|1DUR	1RMIN|2RCR|3MBVNT|478VULN|57aDMG|67BEXP|7BPWR|9DUR
54	23122 65214	   	180.78	ACR|3VULN|3DMG|1DUR	1RMIN|2RCR|3MBVNT|479VULN|57aDMG|67BEXP|7BPWR|8DUR
55	23122 35841	   	180.78	ACR|3VULN|3DMG|1ASPD	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9LHND|aASPD
56	23122 35861	   	180.78	ACR|3VULN|3DMG|1ASPD	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9BEXP|aASPD
57	23122 65111	   	180.78	ACR|3VULN|3DMG|1ASPD	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67BEXP|7BPWR|aASPD
58	23127 42873	   	180.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1RMIN|2RCR|3MBVNT|4VULN|5ZMB|6ASPD|7CDMG|8AART|9aDMG
59	23122 44883	   	180.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1RMIN|2RCR|3MBVNT|4VULN|5aDMG|6ASPD|7CDMG|8AART|9ZMB
60	53621 21512	   	180.73	DCR|2VULN|3ZMB|1AART|1CDMG|2DUR	189ZMB|2CDMG|3DMSP|4AART|59VULN|69DUR|7RCR|9BPWR|aTLV
61	23122 35285	   	180.68	ACR|3VULN|3DMG|1DUR	1RMIN|2RCR|3MBVNT|479VULN|57aDMG|6DMSP|7BPWR|8DUR
62	23122 35831	   	180.68	ACR|3VULN|3DMG|1ASPD	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9LEGI|aASPD
63	23122 52836	   	180.58	ACR|2VULN|2DMG|1AART|1CDMG	1RMIN|2RCR|3MBVNT|4aVULN|5aDMG|6MLV|7CDMG|8AART|9aBEXP|aBPWR
64	23122 25124	   	180.58	ACR|3VULN|3DMG|1DUR	1RMIN|2RCR|3MBVNT|478VULN|57aDMG|67DUST|7BPWR|9DUR
65	23122 25214	   	180.58	ACR|3VULN|3DMG|1DUR	1RMIN|2RCR|3MBVNT|479VULN|57aDMG|67DUST|7BPWR|8DUR
66	23122 25111	   	180.58	ACR|3VULN|3DMG|1ASPD	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67DUST|7BPWR|aASPD
67	23124 37873	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1RMIN|2RCR|3MBVNT|47VULN|5BEXP|6CDMG|8AART|9aDMG
68	12513 14124	 * 	179.73	DCR|2VULN|2DMG|2CDMG|3DUR|1ZMB	137DUR|23VULN|37BPWR|4RPLT|57DMG|67CDMG|8CGEN|9RCR|aZMB
69	23122 37137	 * 	179.18	ACR|2VULN|2DMG|1AART|1FLTHEA	1RMIN|2RCR|3MBVNT|48VULN|59DMG|6DMSP|7FLTHEA|aAART
70	23122 25182	   	179.02	ACR|4VULN|2DMG|1DUR	1RMIN|2RCR|3MBVNT|4789VULN|57DMG|67DUST|7BPWR|aDUR
71	53621 21612	   	178.75	DCR|2AART|2VULN|2ZMB|1CDMG|2DUR	19ZMB|2CDMG|3aDMSP|48AART|59VULN|69DUR|7RCR|9BPWR
72	23122 35216	   	178.67	ACR|3DMG|2VULN|1CDMG|1DUR	1RMIN|2RCR|3MBVNT|47VULN|579DMG|6DMSP|7BPWR|8DUR|aCDMG
73	23121 55115	 * 	178.65	ACR|3VULN|1AART|1DMG|2ZMB	1RMIN|2RCR|3MBVNT|478VULN|57LWND|67ZMB|7BPWR|9DMG|aAART
74	23123 55115	   	178.65	ACR|3VULN|1AART|1DMG|2ZMB	1RMIN|2RCR|3MBVNT|478VULN|57LHND|67ZMB|7BPWR|9DMG|aAART
75	23124 55115	   	178.65	ACR|3VULN|1AART|1DMG|2ZMB	1RMIN|2RCR|3MBVNT|478VULN|57BEXP|67ZMB|7BPWR|9DMG|aAART
76	53621 21611	   	178.65	DCR|2AART|2VULN|2ZMB|1CDMG|2DUR	19ZMB|2CDMG|3DMSP|48AART|59VULN|69DUR|7RCR|9BPWR|aDUST
77	23127 25115	   	178.45	ACR|3VULN|1AART|1DMG|2ZMB	1RMIN|2RCR|3MBVNT|478VULN|57ZMB|67DUST|7BPWR|9DMG|aAART
78	51232 24114	   	178.29	ACR|3VULN|1AART|1DMG|2ZMB|1DUR	17ZMB|2DUR|378VULN|4RMIN|5RCR|67DUST|7BPWR|9DMG|aAART
79	23566 13332	   	178.20	ACR|3DMG|1AART|1VULN|1ZMB	15RMIN|2RCR|3LSRHEA|4AART|679DMG|8VULN|aZMB
80	23122 84814	   	178.15	ACR|3VULN|2DMG|2CDMG	1RMIN|2RCR|3MBVNT|49aVULN|59DMG|6LIT|7CGEN|89CDMG|9BPWR
81	23562 13332	   	178.10	ACR|3DMG|1AART|1VULN|1ZMB	1RMIN|2RCR|35LSRHEA|4AART|5BPWR|679DMG|8VULN|aZMB
82	23122 83814	   	178.05	ACR|3VULN|2DMG|2CDMG	1RMIN|2RCR|3MBVNT|49aVULN|59DMG|6LIT|7TLV|89CDMG|9BPWR
83	23122 88814	   	178.05	ACR|3VULN|2DMG|2CDMG	1RMIN|2RCR|3MBVNT|49aVULN|59DMG|6LIT|7ERES|89CDMG|9BPWR
84	23122 81531	   	177.97	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1RMIN|2RCR|3MBVNT|49VULN|59DMG|6LIT|7CDMG|89ZMB|9BPWR|aDUR
85	44231 32213	 * 	177.89	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1LEGI|29CDMG|3AART|4ZMB|5VULN|6FEWX|7RCR|8aDMG
86	44243 22213	   	177.89	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1LEGI|29CDMG|3AART|4BEXP|5VULN|6ZMB|7RCR|8aDMG
87	44231 52213	   	177.79	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1LEGI|29CDMG|3AART|4ZMB|5VULN|6DUST|7RCR|8aDMG
88	44251 22213	   	177.79	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1LEGI|29CDMG|3AART|4VULN|5DUST|6ZMB|7RCR|8aDMG
89	12552 32314	   	177.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	13DUR|23VULN|3BPWR|4LHND|5ZMB|6DUST|7CDMG|8RCR|9DMG|aAART
90	53321 21354	   	176.91	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|3RCVC|4AART|59aVULN|6DUR|7RCR|8CANSTR
91	23122 44847	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2RCR|3MBVNT|4aVULN|5DMG|6ASPD|7CDMG|8AART|9DUR
92	23122 81131	   	176.67	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1RMIN|2RCR|3MBVNT|49VULN|59DMG|6LIT|7CDMG|89ASPD|9BPWR|aDUR
93	12513 14122	   	175.66	DCR|2VULN|2DMG|2CDMG|3DUR|1ASPD	137DUR|23VULN|37BPWR|4RPLT|57DMG|67CDMG|8CGEN|9RCR|aASPD
94	12513 14622	   	175.66	DCR|2VULN|2DMG|2CDMG|3DUR|1ASPD	137DUR|23VULN|37BPWR|4RPLT|57DMG|67CDMG|8RMIN|9RCR|aASPD
95	44231 32363	 * 	175.43	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1LEGI|2CDMG|3AART|48ZMB|5VULN|6FEWX|7RCR|9aDMG
96	53321 21124	 * 	174.91	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|3RCVC|4AART|59VULN|6DUR|7RCR|8aASPD
97	23111 43137	   	174.60	ACR|3VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|3MBVNT|4ZMB|5LSRICY|678VULN|9DMG|aAART
98	53321 61263	   	174.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2CDMG|3RCVC|4AART|5VULN|6LWND|7RCR|8BEXP|9aDMG
99	51212 16114	   	174.34	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|378VULN|4CGEN|5RCR|6DUST|9DMG|aAART
100	23122 65252	   	174.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RMIN|2RCR|3MBVNT|47VULN|57DMG|67BEXP|7BPWR|8DUR|9ZMB|aCDMG
101	44231 12323	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LEGI|2CDMG|3AART|4ZMB|5VULN|6RCR|7RMIN|8aDMG|9CGEN
102	44231 12361	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LEGI|2CDMG|3AART|4ZMB|5VULN|6RCR|7RMIN|89DMG|aLIT
103	44231 12363	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LEGI|2CDMG|3AART|4ZMB|5VULN|6RCR|7RMIN|89DMG|aFEWX
104	23122 65434	   	173.94	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|47aVULN|57aDMG|67BEXP|7aBPWR|8ERES|9aCGEN
105	23122 65474	   	173.94	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|47aVULN|57aDMG|67BEXP|7aBPWR|8ERES|9aMLV
106	23122 25252	   	173.92	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RMIN|2RCR|3MBVNT|47VULN|57DMG|67DUST|7BPWR|8DUR|9ZMB|aCDMG
107	23122 25287	   	173.92	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RMIN|2RCR|3MBVNT|47VULN|57DMG|67DUST|7BPWR|8DUR|9CDMG|aZMB
108	44231 12316	   	173.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LEGI|2CDMG|3AART|4ZMB|5aVULN|6RCR|7RMIN|8DMG|9MBVNT
109	44231 12362	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LEGI|2CDMG|3AART|4ZMB|5VULN|6RCR|7RMIN|89DMG|aTLV
110	23122 35842	   	173.84	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9LHND|aLIT
111	23122 35844	   	173.84	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9LHND|aCGEN
112	23122 35845	   	173.84	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9LHND|aLWND
113	23122 35862	   	173.84	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9BEXP|aLIT
114	23122 35864	   	173.84	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9BEXP|aCGEN
115	23122 35871	   	173.84	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9MLV|aFEWX
116	23122 35872	   	173.84	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9MLV|aRPLT
117	23122 35873	   	173.84	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9MLV|aLIT
118	23122 65112	   	173.84	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67BEXP|7BPWR|aLIT
119	23122 65114	   	173.84	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67BEXP|7BPWR|aCGEN
120	23122 65115	   	173.84	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67BEXP|7BPWR|aLWND
121	23122 65117	   	173.84	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67BEXP|7BPWR|aDMSP
122	23122 65814	   	173.84	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|479VULN|57aDMG|67BEXP|7BPWR|8FEWX
123	23122 52883	   	173.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RMIN|2RCR|3MBVNT|4VULN|5aDMG|6MLV|7CDMG|8AART|9ZMB
124	23122 25444	   	173.74	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|47aVULN|57aDMG|67DUST|7aBPWR|8ERES|9aCGEN
125	23122 25474	   	173.74	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|47aVULN|57aDMG|67DUST|7aBPWR|8ERES|9aMLV
126	23122 35185	   	173.74	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|479VULN|57aDMG|6DMSP|7BPWR|8LWND
127	23122 35832	   	173.74	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9LEGI|aLIT
128	23122 35834	   	173.74	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9LEGI|aCGEN
129	23122 35835	   	173.74	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9LEGI|aLWND
130	23122 35843	   	173.74	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9LHND|aDLOT
131	23122 35848	   	173.74	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9LHND|aERES
132	23122 35863	   	173.74	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9BEXP|aDLOT
133	23122 65113	   	173.74	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67BEXP|7BPWR|aDLOT
134	23122 65118	   	173.74	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67BEXP|7BPWR|aAIRHEL
135	23122 65164	   	173.74	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|57aDMG|67BEXP|7BPWR|9DUST
136	12512 14623	 * 	173.73	DCR|3VULN|1DMG|2CDMG|3DUR|1ASPD	137DUR|237VULN|37BPWR|4RPLT|5RMIN|67CDMG|8ASPD|9RCR|aDMG
137	12512 14422	   	173.73	DCR|3VULN|1DMG|2CDMG|3DUR|1ASPD	137DUR|237VULN|37BPWR|4RPLT|5RMIN|67CDMG|8DMG|9RCR|aASPD
138	23122 25112	   	173.64	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67DUST|7BPWR|aLIT
139	23122 25114	   	173.64	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67DUST|7BPWR|aCGEN
140	23122 25115	   	173.64	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67DUST|7BPWR|aLWND
141	23122 25117	   	173.64	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67DUST|7BPWR|aDMSP
142	23122 25344	   	173.64	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|47aVULN|57aDMG|67DUST|7aBPWR|8CGEN|9aERES
143	23122 25714	   	173.64	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|479VULN|57aDMG|67DUST|7BPWR|8BEXP
144	23122 35833	   	173.64	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9LEGI|aDLOT
145	23122 35838	   	173.64	ACR|3DMG|3VULN	1RMIN|2RCR|3MBVNT|478VULN|578DMG|6DMSP|78BPWR|9LEGI|aERES
146	23122 25113	   	173.54	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67DUST|7BPWR|aDLOT
147	23122 25118	   	173.54	ACR|3VULN|3DMG	1RMIN|2RCR|3MBVNT|478VULN|579DMG|67DUST|7BPWR|aAIRHEL
148	12552 32325	   	173.50	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	13DUR|23aVULN|3BPWR|4LHND|5ZMB|6DUST|7CDMG|8RCR|9AART
149	44224 44463	 * 	173.26	DCR|2VULN|2DMG|1AART|1CDMG	1LEGI|2CDMG|3AART|4MBVNT|5RMIN|67VULN|8aDMG|9RCR
150	62513 16132	 * 	173.06	DCR|3VULN|2DMG|1CDMG|1FLTHEA	13FEWX|238VULN|3BPWR|4RPLT|59DMG|6CDMG|7FLTHEA|aRCR
151	53321 21634	   	172.81	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|3RCVC|48AART|5aVULN|6DUR|7RCR|9LHND
152	53321 21662	   	172.81	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|3RCVC|48AART|59VULN|6DUR|7RCR|aDMSP
153	53321 21624	   	172.71	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|3RCVC|48AART|5aVULN|6DUR|7RCR|9DUST
154	53321 21661	   	172.71	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|3RCVC|48AART|59VULN|6DUR|7RCR|aDUST
155	23127 37137	   	172.60	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1RMIN|2RCR|3MBVNT|48VULN|5ZMB|6DMSP|7FLTHEA|9DMG|aAART
156	23122 35275	   	172.57	ACR|2VULN|2DMG|1AART|1DUR	1RMIN|2RCR|3MBVNT|47VULN|57DMG|6DMSP|7BPWR|8DUR|9MLV|aAART
157	23122 35375	   	172.57	ACR|2VULN|2DMG|1AART|1DUR	1RMIN|2RCR|3MBVNT|47VULN|57DMG|6DMSP|7BPWR|8CGEN|9DUR|aAART
158	23122 82274	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1RMIN|2RCR|3MBVNT|49VULN|58DMG|6LIT|7DUR|aAART
159	23128 42274	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1RMIN|2RCR|3MBVNT|49VULN|5LIT|68DMG|7DUR|aAART
160	23122 35475	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1RMIN|2RCR|3MBVNT|47VULN|57DMG|6DMSP|7BPWR|8ERES|9DUR|aAART
161	23122 65182	   	172.28	ACR|4VULN|2DMG	1RMIN|2RCR|3MBVNT|4789VULN|57DMG|67BEXP|7BPWR|aLIT
162	23122 65183	   	172.28	ACR|4VULN|2DMG	1RMIN|2RCR|3MBVNT|4789VULN|57DMG|67aBEXP|7BPWR
