0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35326 12511	8	 * 	277.67	DCR|4VULN|1TLV|1DMG|2CDMG|1DUR	18BEXP|2DUR|358aVULN|4DMG|6TLV|78CDMG|8BPWR|9RCR
57	35326 11331	10	 * 	259.12	DCR|3VULN|2TLV|2DUR|1DMG	1BEXP|2aDUR|359VULN|4DMG|68TLV|7RCR
58	32362 15131	3	   	258.94	DCR|4VULN|2DMG|1TLV	17BEXP|2346VULN|56DMG|6BPWR|8RCR|9TLV|aLHND
59	32362 15135	3	   	258.94	DCR|4VULN|2DMG|1TLV	17BEXP|2346VULN|56DMG|6BPWR|8RCR|9TLV|aRPLT
60	32342 13131	4	   	258.94	DCR|4VULN|2DMG|1TLV	14BEXP|2367VULN|56DMG|6BPWR|8RCR|9TLV|aLHND
61	32342 13135	4	   	258.94	DCR|4VULN|2DMG|1TLV	14BEXP|2367VULN|56DMG|6BPWR|8RCR|9TLV|aRPLT
62	32342 13144	4	   	258.94	DCR|4VULN|2DMG|1TLV	14BEXP|2367VULN|56DMG|6BPWR|8RCR|9RMIN|aTLV
63	32342 13154	4	   	258.94	DCR|4VULN|2DMG|1TLV	14BEXP|2367VULN|56DMG|6BPWR|8RCR|9CGEN|aTLV
64	32662 13131	2	   	258.94	DCR|4VULN|2DMG|1TLV	13BEXP|2467VULN|56DMG|6BPWR|8RCR|9TLV|aLHND
65	32662 13135	2	   	258.94	DCR|4VULN|2DMG|1TLV	13BEXP|2467VULN|56DMG|6BPWR|8RCR|9TLV|aRPLT
66	32362 15114	3	   	258.84	DCR|4VULN|2DMG|1TLV	17BEXP|2346VULN|56DMG|6BPWR|8RCR|9ERES|aTLV
67	32342 13114	4	   	258.84	DCR|4VULN|2DMG|1TLV	14BEXP|2367VULN|56DMG|6BPWR|8RCR|9ERES|aTLV
68	32662 13114	2	   	258.84	DCR|4VULN|2DMG|1TLV	13BEXP|2467VULN|56DMG|6BPWR|8RCR|9ERES|aTLV
69	42313 43225	2	   	258.74	DCR|4VULN|2DMG|1TLV|1NUKE	1DUST|246aVULN|3RPLT|56DMG|6BPWR|7RCR|8NUKE|9TLV
70	42323 43225	3	   	258.74	DCR|4VULN|2DMG|1TLV|1NUKE	1DUST|236aVULN|4RPLT|56DMG|6BPWR|7RCR|8NUKE|9TLV
71	42162 13131	2	   	258.74	DCR|4VULN|2DMG|1TLV	13DUST|2467VULN|56DMG|6BPWR|8RCR|9TLV|aLHND
72	42162 13135	2	   	258.74	DCR|4VULN|2DMG|1TLV	13DUST|2467VULN|56DMG|6BPWR|8RCR|9TLV|aRPLT
73	42332 13131	3	   	258.74	DCR|4VULN|2DMG|1TLV	14DUST|2367VULN|56DMG|6BPWR|8RCR|9TLV|aLHND
74	42332 13135	3	   	258.74	DCR|4VULN|2DMG|1TLV	14DUST|2367VULN|56DMG|6BPWR|8RCR|9TLV|aRPLT
75	42332 13144	3	   	258.74	DCR|4VULN|2DMG|1TLV	14DUST|2367VULN|56DMG|6BPWR|8RCR|9RMIN|aTLV
76	42332 13154	3	   	258.74	DCR|4VULN|2DMG|1TLV	14DUST|2367VULN|56DMG|6BPWR|8RCR|9CGEN|aTLV
77	42162 13114	2	   	258.64	DCR|4VULN|2DMG|1TLV	13DUST|2467VULN|56DMG|6BPWR|8RCR|9ERES|aTLV
78	42332 13114	3	   	258.64	DCR|4VULN|2DMG|1TLV	14DUST|2367VULN|56DMG|6BPWR|8RCR|9ERES|aTLV
79	35326 11333	9	   	258.18	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1BEXP|2DUR|359VULN|4DMG|68TLV|7RCR|aCDMG
80	35326 11363	8	   	258.18	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1BEXP|2DUR|359VULN|4DMG|68TLV|7RCR|aCDMG
81	35326 12513	8	   	256.62	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	18BEXP|2DUR|358VULN|4DMG|6TLV|78CDMG|8BPWR|9RCR|aFEWX
82	32362 33512	3	   	256.42	DCR|3VULN|1TLV|2CDMG|1DMG|1DUR	1BEXP|234VULN|5DMG|6TLV|7aCDMG|8DUR|9RCR
83	42362 33512	3	   	256.32	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	1DUST|234VULN|5DMG|6TLV|7aCDMG|8DUR|9RCR
84	32362 33211	3	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1BEXP|234aVULN|5DMG|6TLV|7CDMG|8LHND|9RCR
85	42362 33211	3	   	254.80	DCR|4VULN|1TLV|1DMG|1CDMG	1DUST|234aVULN|5DMG|6TLV|7CDMG|8LHND|9RCR
86	13245 32612	8	 * 	254.73	DCR|2VULN|3DUR|2DMG|3ASPD	15aASPD|2RPLT|3aVULN|468DUR|7RCR|9aDMG|aBPWR
87	13245 35312	8	   	254.73	DCR|2VULN|3DUR|2DMG|3ASPD	15aASPD|2RPLT|3aVULN|467DUR|8RCR|9aDMG|aBPWR
88	31242 23146	8	   	254.38	DCR|3VULN|2DMG|2TLV	19BEXP|2BELT|369VULN|4LIT|57TLV|89DMG|9BPWR|aRCR
89	32242 23146	8	   	254.38	DCR|3VULN|2DMG|2TLV	19BEXP|269VULN|3BELT|4LIT|57TLV|89DMG|9BPWR|aRCR
90	62121 41163	1	   	254.38	DCR|3VULN|2DMG|2TLV	17TLV|27DMG|3LIT|4MLV|579VULN|6RMIN|7BPWR|8CGEN|aRCR
91	35335 51441	10	   	254.19	DCR|4VULN|2DUR|1DMG	1BEXP|25DUR|3458VULN|5BPWR|6MBVNT|7RCR|9ASPD|aDMG
92	35326 41331	10	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1BEXP|2DUR|359VULN|4aDMG|6ZMB|7RCR|8TLV
93	64362 21323	7	   	254.00	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR	1TLV|2CGEN|3aDMG|4aVULN|5LWND|6aASPD|7RCR|8LIT|9DUR|aBPWR
94	64362 21323	8	   	254.00	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR	1TLV|2CGEN|3aDMG|4aVULN|5LWND|6aASPD|7RCR|8LIT|9DUR|aBPWR
95	35326 11231	10	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1BEXP|2DUR|359VULN|4aDMG|6TLV|7RCR|8ERES
96	42313 43224	2	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR|1NUKE	1DUST|246VULN|3RPLT|56DMG|6BPWR|7RCR|8NUKE|9TLV|aDUR
97	42323 43224	3	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR|1NUKE	1DUST|236VULN|4RPLT|56DMG|6BPWR|7RCR|8NUKE|9TLV|aDUR
98	45333 11335	9	   	253.73	DCR|4VULN|2TLV|1DUR	1DUST|2DUR|349aVULN|5ASPD|68TLV|7RCR
99	32431 42335	4	   	253.44	DCR|3VULN|3DMG|1TLV	1BEXP|256VULN|3RPLT|456DMG|56BPWR|78DUST|9TLV|aRCR
100	13232 55234	4	   	253.31	DCR|2VULN|3DMG|1TLV|2ASPD	1aASPD|2RPLT|3aVULN|4TLV|5LIT|6RCR|7DLOT|89aDMG|aBPWR
101	32313 52553	8	 * 	253.18	DCR|5VULN|1TLV|1CDMG	1BEXP|23689VULN|4LHND|5TLV|7CDMG|aRCR
102	35333 11462	7	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1BEXP|2DUR|349VULN|5ASPD|6TLV|7RCR|8DMG|aLIT
103	35326 11332	10	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	1BEXP|2DUR|359VULN|4DMG|68TLV|7RCR|aLIT
104	35333 11336	9	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	1BEXP|2DUR|349VULN|5ASPD|68TLV|7RCR|aDMG
105	35333 11366	8	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	1BEXP|2DUR|349VULN|5ASPD|68TLV|7RCR|aDMG
106	13233 42364	4	   	252.66	DCR|2VULN|2DMG|1TLV|2ASPD|1CDMG|1AART	16ASPD|2RPLT|3aVULN|4TLV|56DMG|6BPWR|7AART|8RCR|9CDMG
107	35335 51433	10	   	252.47	DCR|5VULN|2DUR	1BEXP|25DUR|34589VULN|5BPWR|6MBVNT|7RCR|aLIT
108	32123 11363	9	   	252.11	DCR|2VULN|3DMG|1TLV|2LIT	1BEXP|2aVULN|3CGEN|4ASPD|59aDMG|6TLV|7RCR|8aLIT|aBPWR
109	64112 11242	3	 * 	252.11	DCR|2VULN|2DMG|2TLV|2DUR	16TLV|28CGEN|34DUR|56DMG|6BPWR|7aVULN|9RCR
110	35335 51333	9	   	252.02	DCR|4VULN|2DUR|1TLV	1BEXP|25DUR|3459VULN|5BPWR|6MBVNT|7RCR|8TLV|aLHND
111	35335 51334	9	   	252.02	DCR|4VULN|2DUR|1TLV	1BEXP|25DUR|3459VULN|5BPWR|6MBVNT|7RCR|8TLV|aZMB
112	35335 51334	10	   	252.02	DCR|4VULN|2DUR|1TLV	1BEXP|25DUR|3459VULN|5BPWR|6MBVNT|7RCR|8TLV|aLWND
113	42123 11363	9	   	252.01	DCR|2VULN|3DMG|1TLV|2LIT	1DUST|2aVULN|3CGEN|4ASPD|59aDMG|6TLV|7RCR|8aLIT|aBPWR
114	35335 51331	9	   	251.92	DCR|4VULN|2DUR|1TLV	1BEXP|25DUR|3459VULN|5BPWR|6MBVNT|7RCR|8TLV|aDUST
115	35335 51333	10	   	251.92	DCR|4VULN|2DUR|1TLV	1BEXP|25DUR|3459VULN|5BPWR|6MBVNT|7RCR|8TLV|aERES
116	45326 11331	10	   	251.91	DCR|2VULN|2DMG|2TLV|2DUR	15DUST|2aDUR|39VULN|45DMG|5BPWR|68TLV|7RCR
117	61432 33263	4	   	251.64	DCR|3VULN|2TLV|1DMG|2LIT	17TLV|27LIT|36LWND|4DMG|579VULN|7BPWR|8ASPD|aRCR
118	61433 33263	5	   	251.64	DCR|3VULN|2TLV|1DMG|2LIT	17TLV|27LIT|36LWND|4DMG|579VULN|7BPWR|8ASPD|aRCR
119	32342 15133	4	   	251.54	DCR|3VULN|2DMG|1TLV|1CDMG	147BEXP|236VULN|56DMG|6BPWR|8CDMG|9TLV|aRCR
120	32662 15133	2	   	251.54	DCR|3VULN|2DMG|1TLV|1CDMG	137BEXP|246VULN|56DMG|6BPWR|8CDMG|9TLV|aRCR
121	35326 22511	8	   	251.46	DCR|4VULN|1DMG|2CDMG|1DUR	18BEXP|2DUR|358aVULN|4DMG|6CGEN|78CDMG|8BPWR|9RCR
122	64113 22532	5	 * 	251.34	DCR|3DMG|3DUR|1VULN|3TLV	179TLV|2aCGEN|37aDUR|4LHND|5VULN|67aDMG|7aBPWR|8RCR
123	13224 66211	9	   	251.14	DCR|2VULN|2TLV|2DUR|1DMG	1ASPD|2RPLT|3aVULN|4ERES|5LIT|6aTLV|7DMG|8RCR|9aDUR|aBPWR
124	13224 66213	10	   	251.14	DCR|2VULN|2TLV|2DUR|1DMG	1ASPD|2RPLT|3aVULN|4ERES|5LIT|6aTLV|7DMG|8RCR|9aDUR|aBPWR
125	32166 31411	5	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|245aVULN|3CGEN|6TLV|7DUR|8CDMG|9RCR
126	32166 33511	5	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|245aVULN|3CGEN|6TLV|7CDMG|8DUR|9RCR
127	32365 31411	3	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|234aVULN|5MLV|6TLV|7DUR|8CDMG|9RCR
128	32365 33511	3	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|234aVULN|5MLV|6TLV|7CDMG|8DUR|9RCR
129	32366 31411	5	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|235aVULN|4CGEN|6TLV|7DUR|8CDMG|9RCR
130	32366 33511	5	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|235aVULN|4CGEN|6TLV|7CDMG|8DUR|9RCR
131	32362 14142	3	   	251.08	DCR|5VULN|2DMG	1BEXP|2346aVULN|56DMG|6BPWR|7MLV|8ZMB|9RCR
132	32342 13442	4	   	251.08	DCR|5VULN|2DMG	14BEXP|2367aVULN|56DMG|6BPWR|8FEWX|9RCR
133	35326 31432	10	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1BEXP|26DUR|358VULN|4DMG|7RPLT|9TLV|aRCR
134	32336 31411	5	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|235aVULN|4ERES|6TLV|7DUR|8CDMG|9RCR
135	32336 33511	5	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|235aVULN|4ERES|6TLV|7CDMG|8DUR|9RCR
136	32636 31411	5	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|245aVULN|3ERES|6TLV|7DUR|8CDMG|9RCR
137	32636 33511	5	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|245aVULN|3ERES|6TLV|7CDMG|8DUR|9RCR
138	32362 11142	3	   	250.98	DCR|5VULN|2DMG	1BEXP|2346aVULN|56DMG|6BPWR|7ERES|8ZMB|9RCR
139	45326 11333	9	   	250.98	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	15DUST|2DUR|39VULN|45DMG|5BPWR|68TLV|7RCR|aCDMG
140	32362 43133	3	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	16BEXP|2347VULN|5DMG|8RCR|9TLV|aAART
141	35333 12512	8	   	250.90	DCR|3VULN|1TLV|3CDMG|1DUR	18BEXP|2DUR|348VULN|5ASPD|6TLV|78aCDMG|8BPWR|9RCR
142	42336 31411	5	   	250.89	DCR|4VULN|1TLV|1DUR|1CDMG	1DUST|235aVULN|4ERES|6TLV|7DUR|8CDMG|9RCR
143	42336 33511	5	   	250.89	DCR|4VULN|1TLV|1DUR|1CDMG	1DUST|235aVULN|4ERES|6TLV|7CDMG|8DUR|9RCR
144	42362 11142	3	   	250.88	DCR|5VULN|2DMG	1DUST|2346aVULN|56DMG|6BPWR|7ERES|8ZMB|9RCR
145	42162 13162	2	   	250.88	DCR|5VULN|2DMG	13DUST|2467aVULN|56DMG|6BPWR|8RCR|9BEXP
146	42332 13162	3	   	250.88	DCR|5VULN|2DMG	14DUST|2367aVULN|56DMG|6BPWR|8RCR|9BEXP
147	42332 13442	3	   	250.88	DCR|5VULN|2DMG	14DUST|2367aVULN|56DMG|6BPWR|8FEWX|9RCR
148	42162 63133	2	   	250.71	DCR|4VULN|1TLV|1DMG|1AART	13DUST|2467VULN|5DMG|8RCR|9TLV|aAART
149	42332 63133	3	   	250.71	DCR|4VULN|1TLV|1DMG|1AART	14DUST|2367VULN|5DMG|8RCR|9TLV|aAART
150	45333 12512	8	   	250.70	DCR|3VULN|1TLV|3CDMG|1DUR	18DUST|2DUR|348VULN|5ASPD|6TLV|78aCDMG|8BPWR|9RCR
151	32362 33612	3	   	250.24	DCR|3VULN|2TLV|1DMG|1CDMG	1BEXP|234VULN|5DMG|6aTLV|7CDMG|8LIT|9RCR
152	32362 33661	3	   	250.24	DCR|3VULN|2TLV|1DMG|1CDMG	1BEXP|234VULN|5DMG|69TLV|7CDMG|8LIT|aRCR
153	42362 33612	3	   	250.14	DCR|3VULN|2TLV|1DMG|1CDMG	1DUST|234VULN|5DMG|6aTLV|7CDMG|8LIT|9RCR
154	13231 51115	8	   	250.12	DCR|3VULN|1TLV|3CDMG|3ASPD	178ASPD|2RPLT|389VULN|4TLV|59LHND|689CDMG|89BPWR|aRCR
155	32362 33216	3	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|234VULN|5DMG|6TLV|7CDMG|8LHND|9RCR|aDUR
156	32362 33513	3	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|234VULN|5DMG|6TLV|7CDMG|8DUR|9RCR|aFEWX
157	32362 33514	3	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|234VULN|5DMG|6TLV|7CDMG|8DUR|9RCR|aRPLT
158	35326 11225	7	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2DUR|35aVULN|4DMG|6TLV|7RCR|8LWND|9CDMG
159	35326 12411	7	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	18BEXP|2DUR|35aVULN|4DMG|6TLV|7CDMG|9RCR
160	32342 33511	4	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	14BEXP|23aVULN|5DMG|6TLV|7CDMG|8DUR|9RCR
161	32662 33511	2	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	13BEXP|24aVULN|5DMG|6TLV|7CDMG|8DUR|9RCR
162	32362 33553	3	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|234VULN|5DMG|6TLV|7CDMG|8DUR|9BBNT|aRCR
163	35326 11235	10	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2DUR|359VULN|4DMG|6TLV|7RCR|8ERES|aCDMG
164	42362 33216	3	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|234VULN|5DMG|6TLV|7CDMG|8LHND|9RCR|aDUR
165	42362 33513	3	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|234VULN|5DMG|6TLV|7CDMG|8DUR|9RCR|aFEWX
166	13233 51115	8	   	249.92	DCR|3VULN|1TLV|3CDMG|3ASPD	178ASPD|2RPLT|389VULN|4TLV|59DUST|689CDMG|89BPWR|aRCR
167	42162 33511	2	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	13DUST|24aVULN|5DMG|6TLV|7CDMG|8DUR|9RCR
168	42332 33511	3	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	14DUST|23aVULN|5DMG|6TLV|7CDMG|8DUR|9RCR
169	32362 43342	3	   	249.64	DCR|5VULN|1DMG|1DUR	16BEXP|2347aVULN|5DMG|8DUR|9RCR
170	32362 43136	3	   	249.56	DCR|4VULN|1TLV|1DMG	16BEXP|2347VULN|5DMG|8RCR|9TLV|aLIT
171	42332 63342	3	   	249.44	DCR|5VULN|1DMG|1DUR	14DUST|2367aVULN|5DMG|8DUR|9RCR
172	42332 63136	3	   	249.36	DCR|4VULN|1TLV|1DMG	14DUST|2367VULN|5DMG|8RCR|9TLV|aLIT
173	32362 43134	3	   	249.33	DCR|4VULN|2TLV|1DMG	16BEXP|2347VULN|5DMG|8RCR|9aTLV
174	32526 11332	10	   	249.33	DCR|4VULN|2TLV|1DMG	1BEXP|259aVULN|3LHND|4DMG|68TLV|7RCR
175	32363 11246	3	   	249.23	DCR|4VULN|2TLV|1DMG|1NUKE	1BEXP|2346VULN|56TLV|6BPWR|7ERES|8NUKE|9RCR|aDMG
