0	Index      	Bounty	 *	Score 	Summary	Detail	
1	52512 14448	1	 * 	298.61	DCR|3VULN|3DMG|3DUR|1TLV	18aVULN|268DUR|3MBVNT|4TLV|5aERES|78aDMG|8aBPWR|9RCR
16	31523 13532	10	 * 	289.31	DCR|4VULN|3DMG|2CDMG	1aCDMG|2LIT|367aVULN|4RMIN|59aDMG|8RCR|aBPWR
17	31225 13156	7	 * 	289.06	DCR|3VULN|3DMG|3CDMG|1TLV	17aCDMG|2LIT|37aDMG|4LWND|5TLV|67aVULN|7aBPWR|8RCR|9LEGI
18	54632 22111	9	   	288.20	DCR|4VULN|3DMG|1DUR|1ASPD	125aVULN|345DMG|5BPWR|6RCVC|7RCR|8ASPD|9DUR
19	54632 11131	6	   	282.79	DCR|3VULN|3DMG|2DUR|1CDMG	125VULN|345DMG|5BPWR|68DUR|7CDMG|9RCR|aRCVC
20	54632 11132	6	   	282.79	DCR|3VULN|3DMG|2DUR|1CDMG	125VULN|345DMG|5BPWR|68DUR|7CDMG|9RCR|aLHND
21	54632 11133	6	   	282.79	DCR|3VULN|3DMG|2DUR|1CDMG	125VULN|345DMG|5BPWR|68DUR|7CDMG|9RCR|aBEXP
22	52134 22162	8	   	282.56	DCR|3VULN|3DMG|3DUR	179VULN|2LHND|379DMG|4aLWND|5DUST|679DUR|79BPWR|8RCR
23	52134 22163	8	   	282.56	DCR|3VULN|3DMG|3DUR	179VULN|2LHND|379DMG|4LWND|5DUST|679DUR|79BPWR|8RCR|aFEWX
24	52134 22161	8	   	282.46	DCR|3VULN|3DMG|3DUR	179VULN|2LHND|379DMG|4LWND|5DUST|679DUR|79BPWR|8RCR|aERES
25	54632 22211	8	   	282.36	DCR|3VULN|3DMG|3DUR	125VULN|345DMG|5BPWR|6RCVC|7RCR|89aDUR
26	54632 22221	9	   	282.36	DCR|3VULN|3DMG|3DUR	125VULN|345DMG|5BPWR|6RCVC|7RCR|89aDUR
27	54632 22223	10	   	282.36	DCR|3VULN|3DMG|3DUR	125VULN|345DMG|5BPWR|6RCVC|7RCR|89aDUR
28	54632 22331	7	   	281.81	DCR|3VULN|3DMG|1TLV|1DUR|1ASPD	125VULN|345DMG|5BPWR|6RCVC|7RCR|8TLV|9ASPD|aDUR
29	31225 13116	7	 * 	281.66	DCR|2VULN|2DMG|2DUR|2TLV|2CDMG|2LIT	17CDMG|2aLIT|37DMG|4LWND|5aTLV|67VULN|7aBPWR|8RCR|9aDUR
30	31255 13116	7	   	281.66	DCR|2VULN|2DMG|2DUR|2TLV|2CDMG|2LIT	17CDMG|2aLIT|37DMG|4LHND|5aTLV|67VULN|7aBPWR|8RCR|9aDUR
31	54133 11532	10	   	280.21	DCR|4VULN|2DMG|2CDMG|2LIT	123aVULN|4RMIN|59DMG|6aCDMG|7aLIT|8RCR|aBPWR
32	35111 74248	1	 * 	277.90	DCR|4VULN|3DUR|3CDMG	19aCDMG|23ZMB|4MBVNT|59aDUR|6RCR|789aVULN|9aBPWR
33	54632 22221	10	   	277.44	DCR|3VULN|3DMG|2DUR	125VULN|345DMG|5BPWR|6RCVC|7RCR|89DUR|aLIT
34	54632 22311	7	   	277.19	DCR|4VULN|3DMG|1TLV	125aVULN|345DMG|5BPWR|6RCVC|7RCR|8TLV|9BEXP
35	54632 22321	7	   	277.19	DCR|4VULN|3DMG|1TLV	125aVULN|345DMG|5BPWR|6RCVC|7RCR|8TLV|9FEWX
36	54632 22231	9	   	277.09	DCR|4VULN|3DMG|1DUR	125aVULN|345DMG|5BPWR|6RCVC|7RCR|8DUR|9ERES
37	54632 22232	10	   	277.09	DCR|4VULN|3DMG|1DUR	125aVULN|345DMG|5BPWR|6RCVC|7RCR|8DUR|9ERES
38	54632 22123	7	   	276.51	DCR|3VULN|3DMG|1TLV|1CDMG	125VULN|345DMG|5BPWR|6RCVC|7RCR|8LIT|9CDMG|aTLV
39	54123 23336	6	 * 	275.94	DCR|4VULN|2DUR|2ASPD|1TLV	123aVULN|4DUST|5aDUR|6CGEN|7RCR|8TLV|9aASPD|aBPWR
40	54123 13336	6	   	275.84	DCR|4VULN|2DUR|2ASPD|1TLV	123aVULN|4DUST|5aDUR|6ERES|7RCR|8TLV|9aASPD|aBPWR
41	54632 22113	9	   	275.22	DCR|3VULN|3DMG|1DUR|1ASPD	125VULN|345DMG|5BPWR|6RCVC|7RCR|8ASPD|9DUR|aAART
42	54125 31311	3	   	274.26	DCR|5VULN|2DUR|1TLV	1234aVULN|5aDUR|6ERES|7TLV|8aMLV|9RCR|aBPWR
43	41115 13234	10	   	274.25	DCR|3VULN|2DMG|2DUR|1ASPD	19DUR|2BEXP|39DMG|4FEWX|5ASPD|69aVULN|7RCR|8AART|9BPWR
44	54632 11222	7	   	273.86	DCR|3VULN|3DMG|1DUR|1ASPD	125VULN|345DMG|5BPWR|6DUR|7LHND|8LIT|9ASPD|aRCR
45	54632 13222	6	   	273.86	DCR|3VULN|3DMG|1DUR|1ASPD	125VULN|345DMG|5BPWR|6DUR|7FEWX|8LIT|9ASPD|aRCR
46	54163 31133	6	   	273.66	DCR|4VULN|2DMG|2CDMG	123aVULN|4ZMB|5aDMG|6RCR|7BEXP|8LIT|9aCDMG|aBPWR
47	54163 32233	8	   	273.56	DCR|4VULN|2DMG|2CDMG	123aVULN|4ZMB|5aDMG|6RCR|7LIT|8DUST|9aCDMG|aBPWR
48	33311 74248	1	 * 	273.45	DCR|3VULN|2DMG|2DUR|2CDMG	1aCDMG|23DMG|4MBVNT|5aDUR|6RCR|78aVULN|9RCVC|aBPWR
49	52313 61152	1	 * 	273.36	DCR|3VULN|2DUR|2ASPD|2CDMG|1TLV	169VULN|29DUR|3TLV|4TBNT|56ASPD|69BPWR|7BELT|89CDMG|aRCR
50	51513 31321	9	   	273.07	DCR|5VULN|2DUR|2LIT	1389aVULN|234BEXP|39BPWR|59DUR|6RCR|79LIT
51	53533 31321	9	   	273.07	DCR|5VULN|2DUR|2LIT	1389aVULN|234FEWX|39BPWR|59DUR|6RCR|79LIT
52	54162 13211	6	   	273.07	DCR|5VULN|2DUR|2LIT	12358VULN|45aZMB|5aBPWR|6RCR|7aLIT|9aDUR
53	54133 53332	5	   	272.44	DCR|4VULN|2DMG|1TLV|1ASPD	1237VULN|4RMIN|59DMG|6RCR|8TLV|aASPD
54	54623 12233	3	   	272.34	DCR|4VULN|2DMG|1DUR|1ASPD	129aVULN|39DMG|4DUR|5ASPD|6RCR|79DUST|8BBNT|9BPWR
55	44511 21312	8	 * 	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2357VULN|3BPWR|4BEXP|6CGEN|8RCR|9DMG|aCDMG
56	44531 21312	8	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2357VULN|3BPWR|4FEWX|6CGEN|8RCR|9DMG|aCDMG
57	44511 11312	8	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2357VULN|3BPWR|4BEXP|6ERES|8RCR|9DMG|aCDMG
58	44531 11312	8	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|2357VULN|3BPWR|4FEWX|6ERES|8RCR|9DMG|aCDMG
59	54632 22111	8	   	271.95	DCR|4VULN|3DMG|1ASPD	125aVULN|345DMG|5BPWR|6RCVC|7RCR|8ASPD|9BEXP
60	54632 22121	8	   	271.95	DCR|4VULN|3DMG|1ASPD	125aVULN|345DMG|5BPWR|6RCVC|7RCR|8ASPD|9FEWX
61	54632 22121	9	   	271.95	DCR|4VULN|3DMG|1ASPD	125aVULN|345DMG|5BPWR|6RCVC|7RCR|8ASPD|9LHND
62	44531 11313	10	 * 	271.66	DCR|4VULN|3DUR|1DMG	139DUR|2357VULN|3BPWR|4FEWX|6ERES|8RCR|aDMG
63	54162 13113	10	   	271.24	DCR|5VULN|3DUR	1235aVULN|45ZMB|5aBPWR|6RCR|7aDUST|89aDUR
64	54632 22233	10	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	125VULN|345DMG|5BPWR|6RCVC|7RCR|8DUR|9ERES|aTLV
65	34351 63122	2	   	269.97	DCR|3VULN|2DMG|2CDMG|1DUR|1ASPD	19CDMG|27CGEN|39DMG|4ASPD|5DUR|6RCR|89aVULN|9BPWR
66	53331 62215	6	 * 	269.77	DCR|3VULN|2DMG|2ASPD|1DUR	157VULN|2FEWX|37ASPD|47DMG|6AART|7BPWR|8TBNT|9DUR|aRCR
67	53334 22215	6	   	269.77	DCR|3VULN|2DMG|2ASPD|1DUR	167VULN|2FEWX|37ASPD|47DMG|5AART|7BPWR|8TBNT|9DUR|aRCR
68	53121 32234	9	   	269.75	DCR|4VULN|2DMG|1TLV	1579VULN|2FEWX|39DMG|4TLV|6LIT|89DUST|9BPWR|aRCR
69	53121 42234	9	   	269.75	DCR|4VULN|2DMG|1TLV	1569VULN|2FEWX|39DMG|4TLV|7LIT|89DUST|9BPWR|aRCR
70	53122 42234	9	   	269.75	DCR|4VULN|2DMG|1TLV	1679VULN|2FEWX|39DMG|4TLV|5LIT|89DUST|9BPWR|aRCR
71	22311 23656	1	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	1aERES|26DUR|39aVULN|4TLV|56FEWX|6aBPWR|7RCR|8aDMG
72	52134 22163	10	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	179VULN|2LHND|37DMG|4LWND|5DUST|67DUR|7BPWR|8RCR|aTLV
73	21115 15316	6	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	1aERES|2TLV|36aVULN|4BEXP|59DUR|7aDMG|8RCR|aBPWR
74	21135 13616	6	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	1aERES|2TLV|36aVULN|4FEWX|59DUR|7RCR|8aDMG|aBPWR
75	22311 13656	1	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	1aERES|26DUR|39aVULN|4TLV|5FEWX|7RCR|8aDMG|aBPWR
76	54632 22212	8	   	269.14	DCR|3VULN|3DMG|2DUR	125VULN|345DMG|5BPWR|6RCVC|7RCR|89DUR|aCGEN
77	54632 22213	10	   	269.14	DCR|3VULN|3DMG|2DUR	125VULN|345DMG|5BPWR|6RCVC|7RCR|8aDUR|9FEWX
78	54632 22222	9	   	269.14	DCR|3VULN|3DMG|2DUR	125VULN|345DMG|5BPWR|6RCVC|7RCR|89DUR|aCGEN
79	54632 22222	10	   	269.14	DCR|3VULN|3DMG|2DUR	125VULN|345DMG|5BPWR|6RCVC|7RCR|89DUR|aBELT
80	54632 22323	10	   	269.14	DCR|3VULN|3DMG|2DUR	125VULN|345DMG|5BPWR|6RCVC|7RCR|8LWND|9aDUR
81	54632 22213	8	   	269.04	DCR|3VULN|3DMG|2DUR	125VULN|345DMG|5BPWR|6RCVC|7RCR|89DUR|aTBNT
82	54632 22223	9	   	269.04	DCR|3VULN|3DMG|2DUR	125VULN|345DMG|5BPWR|6RCVC|7RCR|89DUR|aTBNT
83	52534 31326	1	   	268.94	DCR|3VULN|3DMG|2DUR	19aVULN|29DUR|3MBVNT|4TBNT|5LEGI|689DMG|7RCR|9BPWR
