0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13523 42533	9	 * 	297.86	DCR|4VULN|3DUR|2DMG	17DMG|267DUR|3LWND|4FEWX|5679VULN|67BPWR|8LIT|aRCR
24	51212 55233	3	   	285.46	DCR|4VULN|3ASPD|2DUR|1TLV	158aVULN|2aDUR|3TLV|4ERES|69aASPD|7RCR|aBPWR
25	13325 53222	4	 * 	285.29	DCR|3VULN|3DMG|3ASPD|1DUR	178DMG|2DUR|367ASPD|47aVULN|5BBNT|7BPWR|9RCR
26	16313 31643	1	   	284.43	DCR|4VULN|2DMG|2DUR	19DMG|239aVULN|4LIT|5LHND|6RCR|79DUR|8BBNT|9BPWR
27	16322 31643	1	   	284.43	DCR|4VULN|2DMG|2DUR	19DMG|239aVULN|4LWND|5LIT|6RCR|79DUR|8BBNT|9BPWR
28	13321 53124	2	 * 	284.36	DCR|3VULN|2DMG|2DUR|2ASPD	17DMG|25DUR|378VULN|4BBNT|67ASPD|7BPWR|9AART|aRCR
29	16311 31643	1	   	284.33	DCR|4VULN|2DMG|2DUR	19DMG|239aVULN|4LIT|5DUST|6RCR|79DUR|8BBNT|9BPWR
30	13422 34326	2	   	284.09	DCR|3VULN|3DMG|2DUR|2LIT	137DMG|29DUR|4LWND|59LIT|6RCR|89aVULN|9BPWR
31	16322 34326	2	   	284.09	DCR|3VULN|3DMG|2DUR|2LIT	127DMG|39DUR|4LWND|59LIT|6RCR|89aVULN|9BPWR
32	13336 41341	10	 * 	284.06	DCR|5VULN|1DMG|1DUR|1ASPD	1DMG|2DUR|3ASPD|4AART|5678aVULN|9RCR
33	13336 41343	9	   	284.06	DCR|5VULN|1DMG|1DUR|1ASPD	1DMG|2DUR|3ASPD|4AART|5678aVULN|9RCR
34	16261 12251	9	   	282.66	DCR|3VULN|3DMG|3DUR	127DMG|3aLHND|47aVULN|57aDUR|6RCVC|7aBPWR|8RMIN|9RCR
35	13123 14116	6	   	282.42	DCR|3VULN|3DMG|3DUR|1SELL	179DMG|279DUR|3LHND|4FEWX|579VULN|6RMIN|79BPWR|8SELL|aRCR
36	13523 14116	6	   	282.42	DCR|3VULN|3DMG|3DUR|1SELL	179DMG|279DUR|3LWND|4FEWX|579VULN|6RMIN|79BPWR|8SELL|aRCR
37	12353 34116	2	   	282.32	DCR|3VULN|3DMG|3DUR|1SELL	179DMG|2DUST|379VULN|4ZMB|5LHND|679DUR|79BPWR|8SELL|aRCR
38	13363 53331	1	 * 	282.06	DCR|4VULN|3DMG|2ASPD	157DMG|2TBNT|3789VULN|4LEGI|67ASPD|7BPWR|aRCR
39	13231 44242	3	   	281.50	DCR|4VULN|2DMG|2CDMG|1DUR	18DMG|2DUR|38CDMG|4578VULN|6TBNT|8BPWR|9BELT|aRCR
40	13231 44253	3	   	281.50	DCR|4VULN|2DMG|2CDMG|1DUR	18DMG|2DUR|38CDMG|4578VULN|6TBNT|8BPWR|9CGEN|aRCR
41	13336 41342	10	   	280.77	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1DMG|2DUR|3ASPD|4AART|5678VULN|9RCR|aTLV
42	13523 42153	10	   	280.56	DCR|3VULN|3DUR|2DMG|1CDMG	17DMG|267DUR|3LWND|4FEWX|567VULN|67BPWR|8ZMB|9RCR|aCDMG
43	13324 21231	1	 * 	279.59	DCR|3VULN|2DMG|2DUR|3CDMG	18DMG|2TBNT|359VULN|458CDMG|58BPWR|6RCVC|78DUR|aRCR
44	13324 41231	1	   	279.59	DCR|3VULN|2DMG|2DUR|3CDMG	18DMG|2TBNT|359VULN|458CDMG|58BPWR|6DMSP|78DUR|aRCR
45	54131 31331	10	 * 	279.54	DCR|5VULN|2CDMG|1TLV|1DUR	16789VULN|24CDMG|3TLV|5DUR|aRCR
46	16341 31231	1	   	279.49	DCR|3VULN|2DMG|2DUR|3CDMG	18DMG|239VULN|4TBNT|568CDMG|78DUR|8BPWR|aRCR
47	16361 31231	1	   	279.49	DCR|3VULN|2DMG|2DUR|3CDMG	18DMG|239VULN|4BBNT|568CDMG|78DUR|8BPWR|aRCR
48	12342 12453	7	   	278.90	DCR|3VULN|3DMG|3ASPD	17aDMG|2DUST|37aASPD|4RMIN|57aVULN|6RCVC|7aBPWR|8AART|9RCR
49	12342 12513	9	   	278.90	DCR|3VULN|3DMG|3ASPD	17aDMG|2DUST|37aASPD|4RMIN|57aVULN|6RCVC|7aBPWR|8AART|9RCR
50	12342 12553	8	   	278.90	DCR|3VULN|3DMG|3ASPD	17aDMG|2DUST|37aASPD|4RMIN|57aVULN|6RCVC|7aBPWR|8AART|9RCR
51	12342 62513	9	   	278.80	DCR|3VULN|3DMG|3ASPD	17aDMG|26DUST|37aASPD|4RMIN|57aVULN|7aBPWR|8AART|9RCR
52	51532 12513	9	   	278.80	DCR|3VULN|3DMG|2DUR	17aVULN|23DUR|47aDUST|57aDMG|6RCVC|7aBPWR|8AART|9RCR
53	51431 42233	3	 * 	278.40	DCR|4VULN|2DUR|2TLV|2CDMG	1578VULN|29DUR|38CDMG|48TLV|6TBNT|8BPWR|aRCR
54	51362 25211	4	 * 	277.98	DCR|5VULN|2DUR|2CDMG	1458aVULN|2aDUR|3LWND|6ERES|7RCR|9aCDMG|aBPWR
55	11412 34326	1	   	277.54	DCR|3VULN|3DMG|2DUR	137DMG|29BEXP|4LIT|59DUR|6RCR|89aVULN|9BPWR
56	16212 34326	2	   	277.54	DCR|3VULN|3DMG|2DUR	127DMG|39LWND|4LIT|59DUR|6RCR|89aVULN|9BPWR
57	13411 34326	2	   	277.34	DCR|3VULN|3DMG|2DUR	137DMG|29DUR|4LIT|59DUST|6RCR|89aVULN|9BPWR
58	16311 34326	2	   	277.34	DCR|3VULN|3DMG|2DUR	127DMG|39DUR|4LIT|59DUST|6RCR|89aVULN|9BPWR
59	13341 62633	8	 * 	277.19	DCR|2VULN|3DMG|2DUR|2ASPD|1CDMG	178DMG|25DUR|37ASPD|4RMIN|67VULN|7BPWR|9RCR|aCDMG
60	51323 23513	7	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	16789VULN|2DUR|3LWND|4CDMG|5DMG|aRCR
61	51325 21313	4	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	15679VULN|2DUR|3LWND|4CDMG|8DMG|aRCR
62	51365 21313	5	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	14679VULN|2DUR|3LWND|5CDMG|8DMG|aRCR
63	16314 23236	6	   	276.41	DCR|3VULN|3DMG|1DUR|1CDMG	123DMG|3BPWR|4LIT|5CDMG|6DUR|7RCR|89aVULN
64	51213 64231	7	 * 	276.24	DCR|3VULN|2ASPD|2TLV|1DMG|1DUR|1CDMG	19aVULN|2DUR|3aTLV|4RCVC|5DMG|6CDMG|7RCR|8aASPD|aBPWR
65	53461 31231	1	 * 	275.48	DCR|4VULN|2DUR|3CDMG|1ASPD	1389VULN|2BBNT|4ASPD|568CDMG|78DUR|8BPWR|aRCR
66	54341 31231	1	   	275.48	DCR|4VULN|2DUR|3CDMG|1ASPD	1389VULN|2ASPD|4TBNT|568CDMG|78DUR|8BPWR|aRCR
67	54361 31231	1	   	275.48	DCR|4VULN|2DUR|3CDMG|1ASPD	1389VULN|2ASPD|4BBNT|568CDMG|78DUR|8BPWR|aRCR
68	13462 31511	2	 * 	275.42	DCR|2VULN|3DMG|3DUR|3LIT	13aDMG|27aDUR|4aVULN|589LIT|6RCR|aBPWR
69	16362 31511	2	   	275.42	DCR|2VULN|3DMG|3DUR|3LIT	12aDMG|37aDUR|4aVULN|589LIT|6RCR|aBPWR
70	16412 31511	1	   	275.42	DCR|2VULN|3DMG|3DUR|3LIT	13aDMG|2aVULN|489LIT|57aDUR|6RCR|aBPWR
71	16632 31511	2	   	275.42	DCR|2VULN|3DMG|3DUR|3LIT	12aDMG|389LIT|4aVULN|57aDUR|6RCR|aBPWR
72	13523 42413	7	   	275.22	DCR|3VULN|3DUR|2DMG	17DMG|267DUR|3LWND|4FEWX|567VULN|67BPWR|8LIT|9RCVC|aRCR
73	13523 42513	8	   	275.22	DCR|3VULN|3DUR|2DMG	17DMG|267DUR|3LWND|4FEWX|567VULN|67BPWR|8LIT|9RCVC|aRCR
74	13523 42433	7	   	275.12	DCR|3VULN|3DUR|2DMG	17DMG|267DUR|3LWND|4FEWX|567VULN|67BPWR|8LIT|9DUST|aRCR
75	13523 42533	8	   	275.12	DCR|3VULN|3DUR|2DMG	17DMG|267DUR|3LWND|4FEWX|567VULN|67BPWR|8LIT|9DUST|aRCR
76	51152 35211	2	   	274.79	DCR|4VULN|2DUR|2CDMG|1TLV	158aVULN|2aDUR|3TLV|4ZMB|6RMIN|7RCR|9aCDMG|aBPWR
77	51252 35211	3	   	274.79	DCR|4VULN|2DUR|2CDMG|1TLV	158aVULN|2aDUR|3TLV|4ZMB|6RMIN|7RCR|9aCDMG|aBPWR
78	51112 34523	2	   	274.44	DCR|4VULN|2DUR|2CDMG|1TLV|1SELL	156aVULN|2aDUR|3TLV|4ERES|7RCR|8aCDMG|9SELL|aBPWR
79	51212 34523	3	   	274.44	DCR|4VULN|2DUR|2CDMG|1TLV|1SELL	156aVULN|2aDUR|3TLV|4ERES|7RCR|8aCDMG|9SELL|aBPWR
80	51363 34414	6	   	274.26	DCR|5VULN|2DUR|1TLV	1467aVULN|27DUR|37LWND|5MBVNT|7BPWR|8RCR|9TLV
81	13323 66331	8	   	273.86	DCR|3VULN|2DMG|2ASPD|1DUR|1CDMG	1aDMG|2DUR|3aASPD|459VULN|6CDMG|7RCR|8aMLV|aBPWR
82	13323 66511	9	   	273.86	DCR|3VULN|2DMG|2ASPD|1DUR|1CDMG	1aDMG|2DUR|3aASPD|458VULN|6CDMG|7RCR|9aMLV|aBPWR
83	13323 66531	9	   	273.86	DCR|3VULN|2DMG|2ASPD|1DUR|1CDMG	1aDMG|2DUR|3aASPD|458VULN|6CDMG|7RCR|9aCGEN|aBPWR
84	13323 66231	8	   	273.66	DCR|3VULN|2DMG|2ASPD|1DUR|1CDMG	1aDMG|2DUR|3aASPD|459VULN|6CDMG|7RCR|8aERES|aBPWR
85	13323 66341	7	   	273.66	DCR|3VULN|2DMG|2ASPD|1DUR|1CDMG	1aDMG|2DUR|3aASPD|458VULN|6CDMG|7RCR|9aERES|aBPWR
86	13323 66631	7	   	273.66	DCR|3VULN|2DMG|2ASPD|1DUR|1CDMG	1aDMG|2DUR|3aASPD|459VULN|6CDMG|7RCR|8aERES|aBPWR
87	13321 24242	2	   	273.45	DCR|3VULN|2DMG|2DUR|2CDMG	18DMG|25DUR|368VULN|4BBNT|78CDMG|8BPWR|9BELT|aRCR
88	13321 24253	2	   	273.45	DCR|3VULN|2DMG|2DUR|2CDMG	18DMG|25DUR|368VULN|4BBNT|78CDMG|8BPWR|9CGEN|aRCR
89	15332 16511	2	   	273.45	DCR|3VULN|2DMG|2DUR|3LIT	1aDMG|289LIT|3RCVC|46aVULN|5aDUR|7RCR|aBPWR
90	13231 46233	3	   	273.45	DCR|3VULN|2DMG|2DUR|2CDMG	18DMG|29DUR|38CDMG|458VULN|6TBNT|7RCVC|8BPWR|aRCR
91	13631 46233	2	   	273.45	DCR|3VULN|2DMG|2DUR|2CDMG	18DMG|29DUR|38CDMG|458VULN|6TBNT|7RCVC|8BPWR|aRCR
92	15633 32631	3	   	273.43	DCR|2VULN|3DMG|2DUR|1TLV|2LIT	139DMG|23LIT|39BPWR|49VULN|5LHND|6RCR|7ERES|89DUR|aTLV
93	54161 31213	8	   	273.23	DCR|5VULN|1TLV|1DUR|1CDMG	14679VULN|2CDMG|3TLV|5DUR|8FEWX|aRCR
94	54161 31313	8	   	273.23	DCR|5VULN|1TLV|1DUR|1CDMG	14678VULN|2CDMG|3TLV|5DUR|9FEWX|aRCR
95	54161 31323	8	   	273.23	DCR|5VULN|1TLV|1DUR|1CDMG	14678VULN|2CDMG|3TLV|5DUR|9LWND|aRCR
96	54161 31333	8	   	273.13	DCR|5VULN|1TLV|1DUR|1CDMG	14678VULN|2CDMG|3TLV|5DUR|9DUST|aRCR
97	13224 62633	8	 * 	273.05	DCR|2VULN|3DMG|2DUR|2CDMG|1ASPD|1SELL	178DMG|27DUR|3aCDMG|4ASPD|5SELL|67VULN|7BPWR|9RCR
98	13366 24461	6	   	272.79	DCR|3VULN|2DMG|2DUR|1ASPD	17DMG|27DUR|3ASPD|4BEXP|579VULN|6MBVNT|7BPWR|8LIT|aRCR
99	13336 41342	9	   	272.29	DCR|4VULN|1DMG|2AART|1DUR|1ASPD	1DMG|2DUR|3ASPD|4aAART|5678VULN|9RCR
100	13416 16231	2	 * 	272.22	DCR|2VULN|3DMG|2CDMG|1DUR|2LIT	137DMG|2DUR|47LIT|57CDMG|6RCR|7BPWR|89VULN|aAART
101	16316 16231	2	   	272.22	DCR|2VULN|3DMG|2CDMG|1DUR|2LIT	127DMG|3DUR|47LIT|57CDMG|6RCR|7BPWR|89VULN|aAART
102	51211 15211	4	   	272.21	DCR|3VULN|2DUR|1DMG|2CDMG|1TLV	18aVULN|2aDUR|3TLV|4RCVC|5RMIN|6DMG|7RCR|9aCDMG|aBPWR
103	54132 53111	3	   	272.19	DCR|4VULN|2DUR|2TLV|1CDMG	1489VULN|2CDMG|39TLV|59DUR|6BELT|7RCR|9BPWR|aRCVC
104	54132 53112	3	   	272.19	DCR|4VULN|2DUR|2TLV|1CDMG	1489VULN|2CDMG|39TLV|59DUR|6BELT|7RCR|9BPWR|aLWND
105	54132 53113	3	   	272.19	DCR|4VULN|2DUR|2TLV|1CDMG	1489VULN|2CDMG|39TLV|59DUR|6BELT|7RCR|9BPWR|aMLV
106	51362 15212	4	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	1458VULN|2aDUR|3LWND|6DMG|7RCR|9CDMG
107	13323 66352	7	   	271.76	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	19DMG|2DUR|3ASPD|458VULN|6CDMG|7RCR|aLIT
108	51521 25211	4	 * 	271.66	DCR|4VULN|3DUR|2CDMG	148aVULN|23aDUR|5LWND|6ERES|7RCR|9aCDMG|aBPWR
109	51522 25211	5	   	271.66	DCR|4VULN|3DUR|2CDMG	148aVULN|23aDUR|5LHND|6ERES|7RCR|9aCDMG|aBPWR
110	51522 25211	4	   	271.66	DCR|4VULN|3DUR|2CDMG	148aVULN|23aDUR|5BEXP|6ERES|7RCR|9aCDMG|aBPWR
111	51523 25211	4	   	271.66	DCR|4VULN|3DUR|2CDMG	148aVULN|23aDUR|5LHND|6ERES|7RCR|9aCDMG|aBPWR
112	42261 32151	10	   	271.56	DCR|4VULN|3DUR|2CDMG	19ERES|2469VULN|39CDMG|578DUR|9BPWR|aRCR
113	51532 25211	4	   	271.56	DCR|4VULN|3DUR|2CDMG	158aVULN|23aDUR|4DUST|6ERES|7RCR|9aCDMG|aBPWR
114	52261 32151	10	   	271.56	DCR|4VULN|3DUR|2CDMG	1469VULN|29ERES|39CDMG|578DUR|9BPWR|aRCR
115	42261 31131	10	   	271.46	DCR|5VULN|2DUR|1CDMG	1ERES|24679VULN|3CDMG|58DUR|aRCR
116	42261 32331	10	   	271.46	DCR|5VULN|2DUR|1CDMG	1ERES|24689VULN|3CDMG|57DUR|aRCR
117	52261 31131	10	   	271.46	DCR|5VULN|2DUR|1CDMG	14679VULN|2ERES|3CDMG|58DUR|aRCR
118	52261 32331	10	   	271.46	DCR|5VULN|2DUR|1CDMG	14689VULN|2ERES|3CDMG|57DUR|aRCR
119	13416 16333	2	 * 	271.44	DCR|3DMG|1VULN|2DUR|3CDMG|2ASPD|2LIT	137DMG|29DUR|47LIT|579CDMG|6RCR|79BPWR|89ASPD|aVULN
120	16316 16333	2	   	271.44	DCR|3DMG|1VULN|2DUR|3CDMG|2ASPD|2LIT	127DMG|39DUR|47LIT|579CDMG|6RCR|79BPWR|89ASPD|aVULN
121	13324 14231	1	 * 	271.39	DCR|4VULN|2DMG|3CDMG	18DMG|2TBNT|3579VULN|458CDMG|58BPWR|68BEXP|aRCR
122	51362 15223	2	   	271.10	DCR|4VULN|2DMG|1DUR	158aVULN|2DUR|3aDUST|4RCVC|6aDMG|7RCR|9AART|aBPWR
123	13422 34322	2	   	270.83	DCR|2VULN|3DMG|2DUR|2LIT|1CDMG	137DMG|29DUR|4LWND|59LIT|6RCR|89VULN|9BPWR|aCDMG
124	13452 34322	2	   	270.83	DCR|2VULN|3DMG|2DUR|2LIT|1CDMG	137DMG|29DUR|4FEWX|59LIT|6RCR|89VULN|9BPWR|aCDMG
125	16322 34322	2	   	270.83	DCR|2VULN|3DMG|2DUR|2LIT|1CDMG	127DMG|39DUR|4LWND|59LIT|6RCR|89VULN|9BPWR|aCDMG
126	16352 34322	2	   	270.83	DCR|2VULN|3DMG|2DUR|2LIT|1CDMG	127DMG|39DUR|4FEWX|59LIT|6RCR|89VULN|9BPWR|aCDMG
127	16612 34322	2	   	270.83	DCR|2VULN|3DMG|2DUR|2LIT|1CDMG	127DMG|39LIT|4FEWX|59DUR|6RCR|89VULN|9BPWR|aCDMG
128	16314 23241	6	   	270.73	DCR|2VULN|3DMG|2DUR|2LIT|1CDMG	123DMG|3aBPWR|4aLIT|5CDMG|6aDUR|7RCR|8aVULN|9BBNT
129	13416 13111	2	 * 	270.50	DCR|2VULN|3DMG|2DUR|2CDMG	139DMG|2aDUR|4LIT|5aCDMG|6RCR|7TBNT|8aVULN|aBPWR
130	16316 13111	2	   	270.50	DCR|2VULN|3DMG|2DUR|2CDMG	129DMG|3aDUR|4LIT|5aCDMG|6RCR|7TBNT|8aVULN|aBPWR
131	54312 31511	1	 * 	270.23	DCR|3VULN|3DUR|2ASPD|3LIT	13aVULN|2aASPD|489LIT|57aDUR|6RCR|aBPWR
132	51433 53111	3	 * 	269.96	DCR|4VULN|3CDMG|2TLV|1DUR	189aVULN|2DUR|359CDMG|49TLV|6BELT|7RCR|9BPWR
133	51433 42231	3	   	269.86	DCR|4VULN|3CDMG|2TLV|1DUR	1789VULN|2DUR|358CDMG|48TLV|6TBNT|8BPWR|aRCR
134	16312 32643	1	   	269.85	DCR|4VULN|2DMG|1DUR	19DMG|239aVULN|4LIT|5DUR|6RCR|79LHND|8BBNT|9BPWR
135	16312 33643	1	   	269.85	DCR|4VULN|2DMG|1DUR	19DMG|239aVULN|4LIT|5DUR|6RCR|79BEXP|8BBNT|9BPWR
136	51132 15353	2	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	15aVULN|2aDUR|3TLV|49CGEN|6aDMG|7RCR|8RCVC|aBPWR
137	51232 15253	6	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	18aVULN|2aDUR|3TLV|49CGEN|5aDMG|6RCVC|7RCR|aBPWR
138	51232 15353	4	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	15aVULN|2aDUR|3TLV|49CGEN|6aDMG|7RCR|8RCVC|aBPWR
139	51232 15353	3	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	15aVULN|2aDUR|3TLV|49CGEN|6aDMG|7RCR|8RCVC|aBPWR
140	51232 35253	5	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	18aVULN|2aDUR|3TLV|49CGEN|5aDMG|6DMSP|7RCR|aBPWR
141	51132 15224	2	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR	158aVULN|2DUR|3TLV|4CGEN|6DMG|7RCR|9AART
142	51232 15224	3	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR	158aVULN|2DUR|3TLV|4CGEN|6DMG|7RCR|9AART
143	51232 15224	4	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR	158aVULN|2DUR|3TLV|4CGEN|6DMG|7RCR|9AART
144	51112 15224	2	   	269.66	DCR|4VULN|1DMG|1TLV|1DUR	158aVULN|2DUR|3TLV|4ERES|6DMG|7RCR|9AART
145	51212 15224	3	   	269.66	DCR|4VULN|1DMG|1TLV|1DUR	158aVULN|2DUR|3TLV|4ERES|6DMG|7RCR|9AART
146	13325 53325	4	   	269.63	DCR|3VULN|2DMG|3ASPD|1DUR	17DMG|2DUR|367ASPD|478VULN|5BBNT|7BPWR|9CGEN|aRCR
147	15641 13323	4	   	269.41	DCR|3VULN|3DMG|1DUR|2LIT	134DMG|23LIT|3BPWR|569VULN|7BELT|8DUR|aRCR
148	16312 34531	1	   	269.31	DCR|3VULN|3DMG|1DUR|2LIT	179DMG|23aVULN|48LIT|5DUR|6RCR
149	13131 33624	9	   	269.24	DCR|3VULN|3DMG|2DUR	158DMG|28DUR|3LHND|45CGEN|58BPWR|6LEGI|789VULN|aRCR
150	14322 32311	6	   	269.24	DCR|3VULN|3DMG|2DUR	189DMG|2RMIN|3RPLT|4FEWX|59DUR|679VULN|9BPWR|aRCR
151	14326 42311	6	   	269.24	DCR|3VULN|3DMG|2DUR	189DMG|2RMIN|3RPLT|4FEWX|579VULN|69DUR|9BPWR|aRCR
152	14326 52311	5	   	269.24	DCR|3VULN|3DMG|2DUR	189DMG|2RMIN|3RPLT|4FEWX|579VULN|69DUR|9BPWR|aRCR
153	51132 34433	4	   	269.21	DCR|4VULN|3ASPD|2DUR	156aVULN|2aDUR|3ERES|4CGEN|7RCR|89aASPD|aBPWR
154	51511 15211	3	 * 	269.19	DCR|3VULN|3DUR|1DMG|2CDMG	18aVULN|23aDUR|4MLV|5RMIN|6DMG|7RCR|9aCDMG|aBPWR
155	51511 15211	4	   	269.19	DCR|3VULN|3DUR|1DMG|2CDMG	18aVULN|23aDUR|4MLV|5RMIN|6DMG|7RCR|9aCDMG|aBPWR
156	51521 15211	3	   	269.19	DCR|3VULN|3DUR|1DMG|2CDMG	18aVULN|23aDUR|4CGEN|5RMIN|6DMG|7RCR|9aCDMG|aBPWR
157	13363 53222	1	   	268.94	DCR|3VULN|3DMG|3ASPD	157DMG|2TBNT|37aVULN|4LEGI|678ASPD|7BPWR|9RCR
158	12312 12611	7	 * 	268.92	DCR|2VULN|3DMG|2ASPD|2CDMG|1TLV	17aDMG|27DUST|3aASPD|4TLV|57VULN|6RCVC|7aBPWR|8RCR|9aCDMG
159	13334 43242	8	   	268.77	DCR|2VULN|3DUR|2DMG|1ASPD	19DMG|279DUR|3ASPD|4AART|5DUST|69VULN|8RCR|9BPWR|aLIT
160	13334 51242	8	   	268.77	DCR|2VULN|3DUR|2DMG|1ASPD	19DMG|269DUR|3ASPD|4AART|5DUST|79VULN|8RCR|9BPWR|aLIT
161	13231 31321	3	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	18DMG|2DUR|3CDMG|457VULN|6TLV|9RPLT|aRCR
162	13631 31321	2	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	18DMG|2DUR|3CDMG|457VULN|6TLV|9RPLT|aRCR
163	16651 31321	1	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	18DMG|257VULN|3CDMG|4DUR|6TLV|9RPLT|aRCR
164	51432 21321	3	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	167VULN|2DUR|3CDMG|4TLV|58DMG|9RPLT|aRCR
165	54131 61321	3	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	147VULN|2CDMG|3TLV|58DMG|6DUR|9RPLT|aRCR
166	54152 21321	3	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	167VULN|2CDMG|3TLV|4DUR|58DMG|9RPLT|aRCR
167	54161 33321	6	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	146VULN|2CDMG|3TLV|5DUR|78DMG|9RPLT|aRCR
168	54532 21321	2	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	167VULN|2CDMG|3DUR|4TLV|58DMG|9RPLT|aRCR
169	13323 66513	10	   	268.51	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|2DUR|3ASPD|458aVULN|6CDMG|7RCR|9MLV
